miRNA,ERR3629088,ERR3629087,ERR3629086,ERR3629085,ERR3629084,ERR3629083,ERR3629082,ERR3629081,ERR3629080,ERR3629079,ERR3629078,ERR3629077
hsa-miR-3168,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.18,0.0,0.17,0.15,0.0,0.0,0.0,0.21,0.0
hsa-miR-3173-5p,0.67,0.98,1.05,2.9,1.23,1.0,1.99,1.59,0.73,1.61,0.83,3.15
hsa-miR-3174,1.68,1.15,1.05,2.18,0.92,1.66,3.22,1.59,1.46,1.61,1.04,1.57
hsa-miR-3175,0.0,0.16,0.0,0.54,1.07,0.66,1.07,0.4,0.24,0.54,0.83,1.57
hsa-miR-3176,1.17,2.3,1.05,1.45,1.69,2.66,1.38,0.99,1.22,1.07,2.49,1.35
hsa-miR-3177-3p,7.04,5.25,8.89,7.25,5.99,6.31,7.82,6.36,5.61,7.24,6.23,5.17
hsa-miR-3177-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.21,0.0
hsa-miR-3178,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-3179,1.34,0.49,0.78,2.54,1.84,2.16,5.22,2.98,1.22,0.54,1.45,1.8
hsa-miR-3180,0.0,0.0,0.0,0.0,0.31,0.17,0.15,0.0,0.24,0.0,0.0,0.67
hsa-miR-3180-3p,0.0,0.49,0.0,0.18,0.15,0.0,0.31,0.4,0.0,0.27,0.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0
hsa-miR-3181,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.17,0.82,1.05,0.73,0.77,1.0,0.31,1.39,0.24,1.07,0.83,0.45
hsa-miR-3183,0.17,0.33,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-3184-5p,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-3186-5p,0.0,0.33,0.52,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.21,0.22
hsa-miR-3187-3p,5.2,4.43,6.01,2.72,4.6,6.64,5.06,5.96,6.1,6.16,4.57,6.52
hsa-miR-3187-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.31,0.2,0.0,0.27,0.21,0.0
hsa-miR-3188,0.5,0.16,0.78,0.0,0.46,0.0,0.31,0.2,0.49,0.0,0.0,0.22
hsa-miR-3190-3p,0.0,0.49,0.52,0.18,0.46,0.33,0.31,0.6,0.0,0.54,0.0,0.0
hsa-miR-3190-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.16,0.26,0.0,0.31,0.33,0.15,0.0,0.0,0.27,0.21,0.0
hsa-miR-3191-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-3192-3p,0.0,0.16,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.34,0.49,0.52,0.0,0.77,0.17,0.61,0.6,1.22,0.0,0.83,0.22
hsa-miR-3194-3p,0.17,0.98,0.0,0.0,0.15,0.5,0.15,0.0,0.0,1.07,0.42,0.22
hsa-miR-3194-5p,0.84,0.33,0.52,0.36,0.31,0.83,0.31,0.6,0.98,0.0,0.0,0.0
hsa-miR-3195,0.0,0.33,0.52,0.91,0.46,0.0,2.45,1.39,2.68,2.14,0.83,2.25
hsa-miR-3196,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.36,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.22
hsa-miR-3199,0.5,0.66,0.52,1.09,0.61,1.0,0.31,0.0,1.46,0.27,0.0,0.22
hsa-miR-32-3p,9.22,7.55,9.41,10.7,9.98,11.78,19.63,10.34,9.76,12.6,14.75,13.49
hsa-miR-32-5p,53.99,52.85,54.11,40.97,44.82,51.78,52.76,41.75,73.19,54.94,57.14,52.17
hsa-miR-3200-3p,1.01,1.15,1.57,2.18,2.61,2.66,2.15,1.39,2.2,1.07,1.04,1.35
hsa-miR-3200-5p,0.34,0.16,0.0,0.36,0.0,0.17,0.0,0.6,0.49,0.27,0.62,0.22
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.17,0.61,0.4,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,1050.66,863.2,703.65,1484.67,1236.28,1706.75,2350.32,1334.38,1384.33,1064.84,1702.03,1601.86
hsa-miR-320a-5p,0.0,0.16,0.0,0.0,0.92,0.0,0.31,0.0,2.68,0.0,0.21,0.0
hsa-miR-320b,49.13,81.9,35.29,103.16,80.88,114.85,207.53,96.42,138.58,73.17,106.58,124.14
hsa-miR-320c,8.89,12.31,16.73,22.84,57.25,54.1,26.69,14.71,13.17,50.66,48.83,15.29
hsa-miR-320d,63.72,41.36,6.27,48.95,48.65,52.44,9.51,21.27,45.14,5.09,26.59,16.64
hsa-miR-320e,2.01,2.63,16.47,3.63,2.61,3.65,2.61,2.19,1.71,2.68,2.7,4.27
hsa-miR-323a-3p,5.7,7.06,10.19,3.99,7.67,7.8,6.75,4.77,8.3,13.13,7.9,11.92
hsa-miR-323a-5p,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-323b-3p,9.89,11.82,9.93,7.07,7.52,7.47,11.04,13.52,7.32,10.45,11.43,12.59
hsa-miR-323b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.22
hsa-miR-324-3p,2.01,3.28,3.4,5.44,4.14,4.15,3.83,2.58,4.88,3.48,6.23,6.07
hsa-miR-324-5p,18.11,13.95,14.38,28.28,23.79,26.39,29.6,26.64,24.89,30.29,31.79,24.96
hsa-miR-326,3.52,2.3,2.61,4.53,3.38,5.64,12.88,5.96,11.22,7.5,13.92,9.45
hsa-miR-328-3p,51.31,48.09,58.55,43.15,46.04,45.31,49.7,41.15,47.82,82.28,64.2,68.59
hsa-miR-329-3p,3.86,4.76,7.06,4.9,5.99,6.31,4.14,4.57,4.88,6.43,7.27,5.62
hsa-miR-329-5p,0.67,0.49,1.05,0.0,0.31,0.33,0.61,0.4,0.49,0.54,0.0,1.12
hsa-miR-330-3p,274.99,325.16,272.36,314.56,333.67,343.87,177.16,248.9,252.52,249.79,233.95,218.36
hsa-miR-330-5p,21.29,17.4,16.99,26.11,22.87,29.38,28.99,20.68,48.06,16.89,20.15,15.29
hsa-miR-331-3p,4.53,3.78,3.92,6.35,8.29,7.63,22.09,18.89,19.03,19.3,20.78,15.52
hsa-miR-331-5p,11.4,10.83,8.1,10.7,8.29,8.3,5.83,7.36,7.32,10.99,7.27,8.55
hsa-miR-335-3p,17.44,17.73,26.14,11.06,11.51,14.11,10.43,12.52,9.76,18.76,15.79,15.52
hsa-miR-335-5p,327.14,294.63,293.01,217.56,227.76,230.19,73.32,195.03,182.01,283.56,250.15,234.78
hsa-miR-337-3p,0.67,0.82,2.35,0.73,1.23,1.33,1.99,0.6,1.71,3.22,1.45,2.02
hsa-miR-337-5p,1.68,0.82,1.31,1.45,1.53,1.33,0.61,0.8,1.22,1.61,1.25,0.67
hsa-miR-338-3p,4.36,6.24,2.35,4.35,6.14,0.17,6.6,0.8,7.32,0.54,4.99,4.5
hsa-miR-338-5p,43.6,2.63,43.65,29.19,28.24,28.21,39.11,50.89,0.24,1.61,50.9,65.22
hsa-miR-339-3p,134.48,123.76,119.45,127.82,116.18,132.44,123.17,105.57,147.61,102.38,120.5,120.54
hsa-miR-339-5p,43.93,34.96,36.33,41.88,42.21,54.1,60.13,51.49,71.0,57.62,69.6,50.37
hsa-miR-33a-3p,1.68,2.13,1.57,3.08,2.76,3.32,5.98,4.37,5.12,2.68,2.49,1.8
hsa-miR-33a-5p,29.34,25.61,28.75,15.05,21.03,19.75,12.42,13.72,20.98,18.49,21.82,20.46
hsa-miR-33b-3p,0.34,0.16,0.26,0.0,0.0,0.17,0.0,0.0,0.73,0.0,0.0,0.45
hsa-miR-33b-5p,0.67,0.66,0.52,0.36,0.46,0.33,0.31,0.6,0.0,0.0,0.21,0.0
hsa-miR-340-3p,37.39,46.62,44.96,30.46,26.4,30.87,30.68,33.8,44.16,32.97,33.03,32.61
hsa-miR-340-5p,2450.75,2376.71,2485.79,1487.76,1643.93,1512.91,920.77,1802.56,1591.71,2563.33,2129.2,2037.24
hsa-miR-342-3p,684.79,668.2,661.83,1127.51,980.28,1104.31,579.03,678.52,732.18,672.19,670.88,671.73
hsa-miR-342-5p,322.27,300.7,231.59,277.21,272.58,303.88,445.58,277.33,236.41,266.41,349.46,392.65
hsa-miR-345-3p,0.0,0.16,0.0,0.0,0.0,0.33,0.15,0.0,0.0,0.0,0.0,0.22
hsa-miR-345-5p,7.38,8.7,6.01,4.17,7.06,5.14,7.98,7.95,12.69,8.58,10.6,11.69
hsa-miR-34a-3p,0.0,0.33,0.0,0.54,0.15,0.33,0.15,0.4,0.0,0.0,0.0,0.22
hsa-miR-34a-5p,210.94,230.61,192.38,197.26,193.85,197.49,49.54,56.86,39.28,30.82,24.52,29.91
hsa-miR-34b-3p,0.0,0.16,0.0,0.54,0.15,0.5,0.46,0.4,0.24,0.0,1.04,0.67
hsa-miR-34b-5p,0.17,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,1.51,0.66,0.52,0.73,0.92,1.16,1.07,0.2,0.73,0.0,0.62,0.22
hsa-miR-34c-5p,100.1,117.19,111.87,68.17,76.59,68.71,20.86,36.78,40.5,42.62,36.57,39.13
hsa-miR-3605-3p,0.34,0.98,0.26,0.0,0.46,0.66,0.92,0.4,0.24,1.34,1.04,0.9
hsa-miR-3605-5p,0.17,0.16,0.0,0.91,0.46,0.17,5.06,0.2,0.73,0.27,1.04,1.12
hsa-miR-3609,3.02,2.13,0.52,0.36,0.92,1.99,0.92,0.6,0.98,1.88,3.32,1.57
hsa-miR-361-3p,977.89,1000.25,1014.96,960.53,976.9,999.26,879.21,818.08,943.7,967.01,865.77,902.24
hsa-miR-361-5p,113.35,133.12,119.72,106.79,118.03,117.33,113.66,166.2,105.89,153.31,153.12,141.45
hsa-miR-3611,5.37,4.76,2.88,1.81,1.84,1.99,0.92,1.99,2.68,1.88,1.25,1.8
hsa-miR-3613-3p,0.5,0.98,0.26,1.09,1.23,1.33,1.07,1.39,0.98,0.8,1.04,0.9
hsa-miR-3613-5p,166.0,169.23,136.97,174.59,180.65,222.89,193.73,205.96,208.36,161.62,180.34,140.33
hsa-miR-3614-3p,2.52,2.13,1.05,1.99,2.46,1.83,3.22,3.78,2.68,2.41,1.04,2.47
hsa-miR-3614-5p,1.84,2.95,2.09,1.99,1.23,0.5,1.69,1.39,2.68,1.88,3.32,2.25
hsa-miR-3615,29.85,28.56,28.23,14.32,15.35,17.43,14.57,10.74,19.27,26.0,19.53,18.22
hsa-miR-3616-5p,0.0,0.0,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3617-5p,1.01,0.49,0.52,1.27,0.61,0.33,1.07,0.4,1.22,0.27,1.87,1.35
hsa-miR-3619-3p,0.17,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0
hsa-miR-362-3p,0.67,0.82,0.26,1.45,1.69,1.49,1.84,1.59,1.22,1.07,0.83,1.57
hsa-miR-362-5p,31.86,27.41,26.4,32.63,30.08,32.03,30.52,39.56,34.89,36.45,30.75,30.81
hsa-miR-3620-3p,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-363-3p,566.07,540.5,558.84,613.52,638.94,673.14,453.56,406.56,600.43,467.69,496.56,470.91
hsa-miR-363-5p,4.86,4.43,3.4,8.7,7.06,7.63,5.37,4.17,1.22,4.02,3.12,4.5
hsa-miR-3648,1.01,0.16,0.0,0.54,0.15,0.33,0.61,0.0,0.98,0.0,0.42,0.22
hsa-miR-3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-3654,0.0,0.49,0.0,0.18,0.31,0.0,0.15,0.0,0.0,0.0,0.21,0.0
hsa-miR-3655,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3657,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,3.86,3.28,3.66,3.26,8.13,6.8,10.58,9.15,0.49,1.61,0.0,5.85
hsa-miR-365a-5p,0.17,0.33,0.0,0.18,0.31,0.0,0.46,0.0,0.73,0.27,0.21,0.22
hsa-miR-365b-3p,0.0,0.16,0.26,6.71,0.0,1.33,1.07,0.6,4.88,8.04,11.43,2.02
hsa-miR-365b-5p,0.17,0.49,0.26,0.73,0.46,0.17,0.61,0.99,0.73,0.54,0.21,1.57
hsa-miR-3661,0.34,0.16,0.0,0.0,0.0,0.33,0.0,0.0,0.24,0.54,0.0,0.22
hsa-miR-3664-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-3665,0.0,0.0,0.78,0.0,0.15,0.0,0.15,0.0,0.49,0.0,0.0,0.0
hsa-miR-3667-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.21,0.22
hsa-miR-3667-5p,0.0,0.0,0.0,0.18,0.0,0.33,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-3671,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3674,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3675-5p,0.5,0.33,0.0,0.18,0.31,0.17,0.46,0.6,0.0,0.0,0.42,0.0
hsa-miR-3677-3p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3678-3p,0.5,0.0,0.0,0.0,0.15,0.17,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-3678-5p,0.5,0.33,0.0,0.0,0.31,0.0,0.0,0.2,0.24,0.0,0.42,0.45
hsa-miR-3679-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.22
hsa-miR-3679-5p,1.01,1.15,1.31,3.08,2.61,4.32,5.98,1.39,4.39,2.14,2.91,2.92
hsa-miR-3680-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3680-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3681-5p,0.0,0.16,0.26,0.36,0.15,0.66,0.0,0.4,0.24,0.0,0.21,0.0
hsa-miR-3682-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.0,0.22
hsa-miR-3684,0.0,0.0,0.0,0.18,0.31,0.5,0.0,0.0,0.0,0.27,0.21,0.0
hsa-miR-3685,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3686,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3688-3p,0.67,0.33,0.0,1.63,0.0,0.5,0.61,0.2,1.71,0.27,0.0,0.45
hsa-miR-3689b-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,49.3,42.68,45.74,38.44,31.77,35.52,21.47,36.98,30.01,43.42,42.18,44.3
hsa-miR-369-5p,7.04,6.24,5.49,7.07,6.29,7.97,6.14,4.97,5.12,5.9,6.65,6.52
hsa-miR-3690,0.84,2.13,1.57,3.26,2.92,2.16,3.37,3.58,5.37,4.02,4.57,3.15
hsa-miR-3691-5p,1.51,0.49,0.0,1.63,0.92,0.66,0.46,0.99,0.98,0.54,1.25,1.8
hsa-miR-3692-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-3692-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-370-3p,81.49,66.97,59.07,38.25,33.46,33.52,52.46,32.01,51.48,46.37,50.7,48.35
hsa-miR-370-5p,0.5,1.15,0.52,0.54,0.46,1.49,0.31,0.8,0.49,1.34,0.83,0.22
hsa-miR-371b-3p,0.0,0.0,0.26,0.0,0.0,0.33,0.15,0.2,0.0,0.27,0.0,0.22
hsa-miR-371b-5p,1.17,0.33,0.26,1.63,0.15,0.33,0.15,0.0,0.73,0.0,1.04,0.22
hsa-miR-372-3p,0.17,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-373-3p,0.0,0.16,0.26,0.54,0.31,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,38.57,40.05,38.42,32.45,33.31,26.55,41.11,33.6,33.18,39.67,34.07,32.61
hsa-miR-374a-5p,63.05,73.37,77.11,48.41,44.36,48.29,46.02,57.85,62.7,65.66,72.3,67.69
hsa-miR-374b-3p,1.17,7.39,7.32,0.36,0.15,4.65,0.61,4.97,0.49,0.0,5.19,5.17
hsa-miR-374b-5p,58.85,91.59,64.82,53.3,50.96,3.65,156.3,79.12,113.21,0.0,158.94,33.28
hsa-miR-374c-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,0.5,0.16,0.52,0.0,0.61,0.33,0.15,0.2,0.0,0.27,0.42,0.0
hsa-miR-376a-3p,2.35,4.1,3.4,3.99,3.07,2.66,3.22,3.98,3.17,5.09,3.95,3.82
hsa-miR-376a-5p,0.17,0.49,0.0,0.18,0.15,0.33,0.46,0.2,0.24,0.0,0.42,0.0
hsa-miR-376b-3p,0.0,0.16,0.0,0.0,0.15,0.17,0.31,0.6,0.98,0.27,0.42,0.0
hsa-miR-376b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-376c-3p,6.54,5.25,4.97,7.61,6.29,7.63,5.52,5.17,10.49,9.11,9.56,5.4
hsa-miR-376c-5p,0.17,0.0,0.0,0.18,0.0,0.33,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.67,0.49,1.05,0.73,0.46,0.17,0.46,0.2,0.98,1.61,0.0,0.22
hsa-miR-377-5p,1.17,2.79,3.92,2.72,1.69,2.99,2.91,3.18,4.15,2.14,2.29,0.9
hsa-miR-378a-3p,7951.69,7786.69,6563.68,8712.05,8524.29,8475.16,7227.67,11718.93,12193.0,8091.23,8332.92,7400.54
hsa-miR-378a-5p,27.16,27.08,29.54,29.91,32.54,41.49,53.99,48.31,58.55,62.18,49.03,49.92
hsa-miR-378b,0.34,0.49,0.0,0.36,0.0,0.17,0.46,0.0,0.73,0.27,0.21,0.45
hsa-miR-378c,411.31,415.92,345.29,263.97,738.09,527.92,337.91,597.81,755.84,720.97,505.5,379.38
hsa-miR-378d,146.88,54.17,157.09,60.74,179.11,44.98,188.51,174.15,192.5,37.79,216.91,139.43
hsa-miR-378e,3.86,2.79,4.7,2.18,5.22,4.32,2.76,2.58,8.3,2.14,4.16,5.85
hsa-miR-378f,2.68,2.3,4.44,1.81,2.46,1.83,1.38,2.98,2.44,0.8,1.66,1.12
hsa-miR-378h,0.17,0.0,0.0,0.18,0.0,0.17,0.0,0.2,0.0,0.54,0.0,0.22
hsa-miR-378i,2.68,3.28,3.92,3.26,3.22,2.49,2.61,4.97,2.44,2.68,2.29,2.25
hsa-miR-379-3p,3.35,3.94,3.14,1.99,3.38,2.99,1.07,1.19,0.73,1.07,3.32,1.35
hsa-miR-379-5p,164.15,147.4,148.99,107.69,111.12,102.23,108.9,101.39,98.08,99.44,131.31,116.27
hsa-miR-380-3p,0.34,0.16,0.78,0.54,0.31,0.83,0.31,0.4,0.73,0.27,0.21,0.9
hsa-miR-380-5p,1.84,2.3,2.09,1.27,0.46,0.66,2.3,0.8,1.22,1.34,1.66,0.45
hsa-miR-381-3p,60.36,49.73,51.75,36.62,47.73,41.99,72.24,40.75,105.64,68.08,67.52,46.33
hsa-miR-382-3p,1.51,2.13,2.61,2.72,2.61,1.83,2.3,3.58,1.46,3.22,3.32,4.5
hsa-miR-382-5p,53.66,58.43,58.03,38.8,44.2,42.82,37.12,33.6,31.47,36.45,39.27,49.47
hsa-miR-3907,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3909,4.02,3.61,5.23,3.26,4.45,2.82,3.68,2.98,4.15,5.09,5.82,5.4
hsa-miR-3911,0.0,0.0,0.0,0.36,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-3912-3p,2.01,2.79,2.09,1.99,2.15,2.16,2.45,1.39,1.95,3.75,2.7,2.25
hsa-miR-3913-5p,4.02,2.46,3.4,1.45,1.53,1.0,1.23,1.79,1.22,2.14,3.95,2.92
hsa-miR-3916,1.34,1.15,1.05,0.54,1.23,0.66,0.61,0.2,0.98,0.54,0.83,1.12
hsa-miR-3918,0.0,0.0,0.0,0.36,0.0,0.17,0.46,0.2,0.0,0.0,1.25,0.22
hsa-miR-3920,0.17,0.33,0.26,0.18,0.31,0.33,0.0,0.4,0.24,0.0,0.21,0.22
hsa-miR-3922-3p,2.85,1.48,2.35,1.45,2.0,1.83,1.23,2.19,2.2,2.41,1.45,1.35
hsa-miR-3922-5p,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-3925-3p,0.5,0.49,0.52,0.18,0.61,0.5,0.0,0.0,0.0,0.0,0.21,0.22
hsa-miR-3925-5p,0.67,0.49,0.26,0.36,1.23,1.33,0.15,0.99,0.49,0.0,0.42,0.0
hsa-miR-3928-3p,6.04,4.6,3.92,3.44,4.76,5.14,3.07,5.57,5.37,5.9,6.44,3.15
hsa-miR-3928-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.45
hsa-miR-3934-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-3934-5p,14.25,17.07,12.55,21.39,22.56,18.92,14.88,12.92,13.91,10.45,9.14,12.14
hsa-miR-3936,0.0,0.16,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-3937,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-3939,0.17,0.16,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.5,0.49,0.78,0.36,0.31,0.33,0.46,0.2,0.0,1.07,0.62,0.67
hsa-miR-3940-5p,0.17,0.33,0.0,0.0,0.0,0.33,0.15,0.2,0.24,0.0,0.42,0.0
hsa-miR-3941,0.0,0.16,0.26,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.22
hsa-miR-3942-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-3942-5p,0.17,0.33,0.78,0.0,0.0,0.33,0.61,0.2,0.24,0.0,0.21,0.0
hsa-miR-3944-3p,0.5,0.49,0.52,0.73,0.0,0.5,0.15,0.2,0.49,0.54,0.21,0.22
hsa-miR-3944-5p,0.34,0.16,0.52,0.54,0.46,0.5,0.31,0.0,0.0,0.0,0.21,0.0
hsa-miR-3960,0.17,0.16,0.52,0.18,0.77,0.5,0.0,0.6,0.49,0.0,0.42,0.45
hsa-miR-409-3p,137.49,132.95,134.61,98.63,101.45,99.41,105.22,108.75,114.91,139.1,114.9,128.63
hsa-miR-409-5p,8.05,11.0,11.24,7.43,4.3,6.8,6.29,7.36,5.37,8.84,7.9,7.42
hsa-miR-410-3p,7.21,9.03,11.76,5.44,3.99,5.31,4.6,4.77,5.12,8.31,6.86,5.62
hsa-miR-410-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-411-3p,1.34,2.79,1.83,1.09,2.3,1.49,1.69,1.79,0.24,1.61,1.87,2.47
hsa-miR-411-5p,16.94,14.12,16.21,11.24,9.98,12.28,18.1,13.32,20.25,16.35,18.08,18.22
hsa-miR-412-5p,5.03,4.76,3.66,4.17,4.91,4.81,2.76,6.16,2.93,6.97,5.61,5.17
hsa-miR-421,44.77,51.05,42.87,43.51,42.67,41.16,40.65,49.7,43.92,43.15,51.53,52.17
hsa-miR-422a,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.24,0.0,0.21,0.22
hsa-miR-423-3p,6181.03,6623.28,6445.54,605.18,719.98,4129.29,3466.2,356.06,766.58,4959.96,4107.97,4643.67
hsa-miR-423-5p,429.25,273.95,162.84,405.57,813.29,1011.54,690.08,1146.11,572.37,546.76,1091.4,1055.39
hsa-miR-424-3p,13.41,18.06,16.21,12.15,13.05,13.11,12.27,15.9,12.69,14.74,17.66,22.94
hsa-miR-424-5p,71.09,75.17,55.94,73.43,76.59,78.0,33.28,73.76,35.13,56.82,56.51,50.82
hsa-miR-425-3p,92.39,106.85,91.75,100.62,99.3,119.33,120.25,110.14,103.93,101.31,115.31,93.33
hsa-miR-425-5p,318.75,260.81,237.6,346.28,355.31,360.3,518.9,316.5,761.21,342.26,335.54,307.87
hsa-miR-4286,4.86,6.89,5.49,17.04,14.27,16.26,16.41,17.89,12.2,14.47,13.71,14.84
hsa-miR-429,3.35,3.12,4.18,1.99,2.15,4.48,3.22,3.38,2.2,4.02,3.12,2.02
hsa-miR-4306,0.0,0.0,0.0,1.63,0.0,0.5,0.0,0.0,0.0,2.95,0.42,2.02
hsa-miR-431-3p,1.68,1.64,2.88,3.44,2.61,1.33,3.07,0.99,1.46,0.8,1.25,2.02
hsa-miR-431-5p,7.04,2.79,3.92,4.53,3.53,3.49,9.66,4.17,9.76,5.63,4.16,6.3
hsa-miR-432-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.54,0.0,0.0
hsa-miR-432-5p,38.9,33.16,30.84,54.03,50.96,43.98,53.84,42.94,47.58,39.67,45.5,44.75
hsa-miR-4326,3.52,5.25,4.7,4.53,2.76,4.98,5.68,5.57,3.9,6.16,3.74,4.95
hsa-miR-433-3p,11.07,7.39,10.19,4.53,4.45,2.99,5.22,4.37,4.39,5.36,7.06,6.52
hsa-miR-433-5p,0.17,0.16,0.0,0.18,0.0,0.17,0.31,0.0,0.24,0.0,0.21,0.22
hsa-miR-4421,0.34,0.0,0.0,0.36,0.15,0.0,0.15,0.2,0.0,0.0,0.21,0.0
