miRNA,SRR29397945,SRR29397946,SRR29397947,SRR29397948,SRR29397949,SRR29397950,SRR29397951,SRR29397952,SRR29397953,SRR29397954,SRR29397955,SRR29397956,SRR29397957,SRR29397958,SRR29397959,SRR29397960,SRR29397961,SRR29397962,SRR29397963,SRR29397964,SRR29397965,SRR29397966,SRR29397967,SRR29397968,SRR29397969,SRR29397970,SRR29397971,SRR29397972,SRR29397973,SRR29397974,SRR29397975,SRR29397976,SRR29397977,SRR29397978,SRR29397979,SRR29397980,SRR29397981,SRR29397982,SRR29397983,SRR29397984,SRR29397985,SRR29397986,SRR29397987,SRR29397988,SRR29397989,SRR29397990,SRR29397991,SRR29397992,SRR29397993,SRR29397994,SRR29397995,SRR29397996,SRR29397997,SRR29397998,SRR29397999,SRR29398000,SRR29398001,SRR29398002,SRR29398003,SRR29398004,SRR29398005,SRR29398006,SRR29398007,SRR29398008,SRR29398009,SRR29398010,SRR29398011,SRR29398012,SRR29398013,SRR29398014,SRR29398015,SRR29398016,SRR29398017,SRR29398018,SRR29398019,SRR29398020,SRR29398021,SRR29398022,SRR29398023,SRR29398024,SRR29398025,SRR29398026,SRR29398027,SRR29398028,SRR29398029,SRR29398030,SRR29398031,SRR29398032,SRR29398033,SRR29398034,SRR29398035,SRR29398036,SRR29398037,SRR29398038,SRR29398039,SRR29398040,SRR29398041,SRR29398042,SRR29398043,SRR29398044
hsa-miR-340-3p,4.0,8.0,2.0,1.0,0.0,37.0,0.0,7.0,15.0,0.0,3.0,0.0,0.0,10.0,1.0,6.0,0.0,0.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,7.0,0.0,6.0,28.0,28.0,95.0,143.0,232.0,32.0,5.0,7.0,115.0,7.0,13.0,23.0,0.0,14.0,2.0,23.0,26.0,0.0,15.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,65.0,0.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,63.0,12.0,130.0,81.0,85.0,116.0,0.0,32.0,30.0,43.0,0.0,49.0,2.0,3.0,3.0,4.0,0.0,0.0,8.0,0.0,35.0,47.0,0.0,2.0,3.0,0.0
hsa-miR-340-5p,147.0,370.0,60.0,51.0,34.0,795.0,0.0,194.0,181.0,0.0,156.0,5.0,33.0,306.0,44.0,157.0,3.0,17.0,850.0,129.0,8.0,0.0,0.0,1.0,13.0,5.0,8.0,4.0,5.0,8.0,0.0,0.0,23.0,1122.0,286.0,47.0,659.0,821.0,1479.0,2112.0,4492.0,2944.0,1384.0,11.0,322.0,1261.0,175.0,500.0,768.0,13.0,543.0,27.0,760.0,383.0,37.0,223.0,92.0,389.0,92.0,0.0,4.0,8.0,5.0,0.0,844.0,1221.0,3.0,16.0,116.0,60.0,63.0,130.0,83.0,68.0,2729.0,358.0,3745.0,2201.0,1630.0,3002.0,0.0,457.0,252.0,999.0,89.0,1955.0,189.0,179.0,39.0,221.0,50.0,29.0,179.0,123.0,710.0,1935.0,46.0,85.0,70.0,43.0
hsa-miR-342-3p,963.0,672.0,163.0,285.0,203.0,4852.0,17.0,2150.0,846.0,1.0,292.0,7.0,30.0,328.0,109.0,309.0,0.0,70.0,1605.0,843.0,7.0,0.0,0.0,15.0,52.0,2.0,3.0,21.0,5.0,28.0,8.0,0.0,197.0,1232.0,1082.0,441.0,1272.0,2460.0,11467.0,8044.0,16643.0,11601.0,7924.0,1966.0,2201.0,9583.0,837.0,5755.0,2007.0,22.0,523.0,43.0,590.0,1974.0,77.0,222.0,280.0,547.0,285.0,0.0,66.0,23.0,84.0,8.0,4758.0,6213.0,4.0,119.0,282.0,447.0,537.0,504.0,307.0,354.0,6656.0,1055.0,8493.0,3467.0,10196.0,13041.0,0.0,1833.0,455.0,2948.0,614.0,6541.0,731.0,648.0,114.0,534.0,128.0,132.0,1034.0,435.0,2114.0,4401.0,198.0,615.0,675.0,59.0
hsa-miR-342-5p,22.0,26.0,7.0,21.0,6.0,129.0,6.0,74.0,33.0,0.0,2.0,1.0,0.0,9.0,4.0,5.0,1.0,12.0,62.0,62.0,0.0,0.0,0.0,9.0,26.0,3.0,10.0,5.0,1.0,3.0,1.0,4.0,8.0,84.0,127.0,31.0,275.0,141.0,408.0,332.0,505.0,519.0,376.0,85.0,129.0,306.0,18.0,271.0,90.0,2.0,30.0,2.0,39.0,76.0,18.0,22.0,28.0,28.0,30.0,0.0,10.0,8.0,0.0,8.0,228.0,268.0,0.0,4.0,39.0,35.0,14.0,52.0,22.0,20.0,271.0,96.0,228.0,134.0,272.0,334.0,0.0,38.0,18.0,83.0,22.0,320.0,43.0,33.0,17.0,44.0,3.0,5.0,65.0,27.0,84.0,232.0,34.0,40.0,33.0,12.0
hsa-miR-345-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,263.0,149.0,59.0,247.0,65.0,594.0,14.0,370.0,90.0,2.0,56.0,3.0,10.0,83.0,41.0,127.0,0.0,47.0,168.0,54.0,10.0,8.0,7.0,42.0,5.0,0.0,2.0,13.0,7.0,24.0,15.0,0.0,8.0,123.0,134.0,67.0,486.0,364.0,569.0,776.0,411.0,455.0,495.0,137.0,113.0,130.0,55.0,346.0,129.0,23.0,133.0,26.0,71.0,105.0,41.0,54.0,52.0,118.0,41.0,0.0,10.0,3.0,25.0,4.0,800.0,799.0,7.0,76.0,87.0,144.0,55.0,346.0,57.0,131.0,661.0,155.0,391.0,221.0,123.0,624.0,0.0,264.0,121.0,303.0,75.0,338.0,174.0,88.0,98.0,168.0,48.0,20.0,162.0,68.0,340.0,530.0,122.0,102.0,113.0,45.0
hsa-miR-346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-3p,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,11.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,640.0,558.0,269.0,526.0,233.0,3587.0,29.0,893.0,1113.0,0.0,186.0,4.0,54.0,167.0,208.0,222.0,8.0,146.0,1169.0,2737.0,12.0,13.0,3.0,86.0,109.0,18.0,7.0,72.0,21.0,60.0,26.0,0.0,99.0,869.0,329.0,423.0,564.0,1753.0,7082.0,4866.0,6702.0,4486.0,5909.0,376.0,1315.0,5761.0,458.0,2821.0,1489.0,100.0,318.0,114.0,293.0,407.0,104.0,352.0,407.0,367.0,209.0,0.0,37.0,49.0,62.0,26.0,3406.0,1562.0,17.0,96.0,323.0,656.0,171.0,674.0,621.0,294.0,4428.0,1008.0,2367.0,1528.0,4530.0,3351.0,0.0,746.0,589.0,2225.0,613.0,2504.0,340.0,587.0,196.0,1115.0,100.0,39.0,597.0,367.0,1752.0,2531.0,195.0,600.0,288.0,71.0
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34b-5p,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,10.0,15.0,27.0,51.0,10.0,9.0,5.0,6.0,23.0,4.0,7.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,15.0,2.0,39.0,39.0,0.0,1.0,0.0,9.0,4.0,10.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,12.0,18.0,0.0,1.0,0.0,5.0
hsa-miR-34c-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,0.0,1.0,1.0,6.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,6.0,15.0,15.0,42.0,23.0,5.0,6.0,6.0,17.0,5.0,16.0,7.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,29.0,15.0,19.0,87.0,0.0,10.0,0.0,15.0,1.0,19.0,2.0,11.0,0.0,3.0,0.0,2.0,2.0,10.0,8.0,11.0,4.0,4.0,0.0,5.0
hsa-miR-3529-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0
hsa-miR-3529-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,1.0,0.0,0.0,0.0,3.0,13.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,14.0,10.0,26.0,31.0,38.0,88.0,33.0,2.0,7.0,27.0,5.0,14.0,1.0,0.0,9.0,0.0,1.0,6.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,5.0,0.0,1.0,2.0,7.0,1.0,7.0,3.0,32.0,18.0,12.0,56.0,0.0,1.0,2.0,8.0,0.0,25.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0
hsa-miR-3605-5p,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,6.0,6.0,7.0,16.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,8.0,0.0,4.0,2.0,1.0,5.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-3609,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,290.0,209.0,96.0,280.0,116.0,1289.0,49.0,658.0,152.0,8.0,61.0,2.0,28.0,160.0,30.0,110.0,5.0,110.0,501.0,286.0,10.0,5.0,5.0,58.0,33.0,5.0,4.0,24.0,10.0,29.0,8.0,0.0,86.0,669.0,783.0,291.0,913.0,1367.0,3071.0,2163.0,3430.0,4661.0,3236.0,254.0,1023.0,2068.0,140.0,1615.0,767.0,49.0,360.0,76.0,471.0,807.0,122.0,150.0,203.0,461.0,235.0,0.0,114.0,3.0,73.0,5.0,2141.0,2405.0,5.0,101.0,199.0,392.0,233.0,690.0,219.0,282.0,2885.0,776.0,2480.0,903.0,1556.0,3838.0,0.0,402.0,135.0,570.0,163.0,1479.0,369.0,182.0,239.0,359.0,120.0,56.0,519.0,289.0,1160.0,2423.0,303.0,417.0,480.0,84.0
hsa-miR-361-5p,205.0,174.0,38.0,30.0,36.0,666.0,0.0,227.0,66.0,0.0,92.0,1.0,21.0,119.0,25.0,137.0,0.0,10.0,340.0,100.0,1.0,0.0,1.0,2.0,9.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,32.0,218.0,102.0,11.0,246.0,372.0,965.0,947.0,1821.0,1323.0,614.0,54.0,261.0,1753.0,90.0,451.0,487.0,9.0,154.0,12.0,208.0,504.0,33.0,100.0,30.0,178.0,55.0,0.0,7.0,0.0,17.0,0.0,401.0,876.0,3.0,9.0,46.0,42.0,36.0,84.0,10.0,29.0,1004.0,170.0,1211.0,941.0,879.0,1903.0,0.0,267.0,191.0,988.0,59.0,772.0,76.0,80.0,15.0,86.0,25.0,7.0,34.0,41.0,219.0,873.0,18.0,68.0,34.0,10.0
hsa-miR-3611,1.0,0.0,2.0,7.0,3.0,6.0,0.0,25.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,7.0,6.0,20.0,22.0,18.0,21.0,8.0,11.0,27.0,0.0,10.0,5.0,1.0,16.0,6.0,0.0,6.0,5.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,3.0,6.0,12.0,3.0,9.0,11.0,13.0,28.0,10.0,14.0,2.0,18.0,56.0,0.0,9.0,2.0,3.0,5.0,15.0,6.0,5.0,13.0,9.0,4.0,0.0,7.0,4.0,6.0,16.0,14.0,11.0,12.0,1.0
hsa-miR-3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,82.0,16.0,6.0,54.0,8.0,81.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,66.0,55.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,104.0,61.0,47.0,219.0,71.0,99.0,82.0,80.0,150.0,30.0,0.0,101.0,274.0,13.0,246.0,50.0,3.0,12.0,1.0,42.0,140.0,2.0,5.0,1.0,2.0,6.0,0.0,9.0,1.0,1.0,0.0,165.0,166.0,0.0,2.0,20.0,63.0,8.0,7.0,16.0,20.0,45.0,30.0,490.0,52.0,16.0,368.0,0.0,42.0,27.0,104.0,41.0,96.0,5.0,5.0,17.0,4.0,0.0,1.0,0.0,0.0,53.0,77.0,7.0,22.0,33.0,7.0
hsa-miR-3613-5p,3.0,1.0,1.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,29.0,6.0,64.0,33.0,23.0,1.0,101.0,34.0,23.0,6.0,52.0,14.0,2.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,116.0,0.0,0.0,6.0,1.0,0.0,0.0,76.0,101.0,0.0,0.0,3.0,9.0,1.0,6.0,1.0,2.0,24.0,3.0,225.0,41.0,2.0,77.0,0.0,3.0,1.0,7.0,1.0,81.0,2.0,0.0,2.0,3.0,1.0,1.0,23.0,19.0,2.0,446.0,37.0,4.0,1.0,17.0
hsa-miR-3614-3p,0.0,0.0,0.0,0.0,1.0,13.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,4.0,7.0,19.0,11.0,1.0,1.0,2.0,17.0,0.0,0.0,14.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,8.0,5.0,6.0,11.0,2.0,0.0,10.0,0.0,6.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,7.0,1.0,0.0,5.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0
hsa-miR-3614-5p,6.0,0.0,0.0,4.0,0.0,11.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,1.0,16.0,13.0,6.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,1.0,12.0,14.0,0.0,2.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,9.0,5.0,7.0,5.0,1.0,0.0
hsa-miR-3615,485.0,172.0,134.0,357.0,121.0,1952.0,59.0,1373.0,253.0,6.0,121.0,3.0,31.0,119.0,83.0,155.0,3.0,112.0,601.0,197.0,13.0,10.0,11.0,35.0,77.0,11.0,72.0,46.0,34.0,146.0,38.0,1.0,145.0,745.0,1868.0,599.0,3990.0,2431.0,3567.0,3266.0,2821.0,6043.0,4542.0,105.0,1447.0,1500.0,199.0,1465.0,1049.0,93.0,637.0,322.0,881.0,937.0,253.0,252.0,195.0,803.0,620.0,0.0,320.0,71.0,161.0,63.0,3598.0,4295.0,37.0,168.0,1066.0,516.0,310.0,1576.0,283.0,383.0,1716.0,625.0,2682.0,723.0,733.0,3900.0,0.0,434.0,163.0,566.0,173.0,2104.0,617.0,214.0,387.0,479.0,126.0,33.0,344.0,266.0,775.0,2324.0,502.0,809.0,342.0,258.0
hsa-miR-3616-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3616-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3617-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3617-5p,1.0,1.0,0.0,1.0,2.0,7.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,2.0,1.0,9.0,20.0,16.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,9.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0
