miRNA,SRR24255696,SRR24255695,SRR24255694,SRR24255693,SRR24255692,SRR24255691,SRR24255690,SRR24255689,SRR24255688,SRR24255687,SRR24255686,SRR24255685
hsa-let-7a-2-3p,217.0,1191.0,567.0,435.0,737.0,918.0,168.0,186.0,179.0,684.0,1702.0,422.0
hsa-let-7a-3p,181.0,341.0,153.0,453.0,903.0,1720.0,85.0,289.0,185.0,561.0,1515.0,298.0
hsa-let-7a-5p,18408.0,8152.0,14445.0,2265.0,1879.0,4480.0,9951.0,14942.0,5957.0,3561.0,6469.0,7082.0
hsa-let-7b-5p,9710.0,4555.0,8135.0,947.0,899.0,2302.0,5235.0,8777.0,3462.0,1219.0,3057.0,3020.0
hsa-let-7c-3p,261.0,200.0,225.0,598.0,638.0,851.0,62.0,131.0,118.0,298.0,1215.0,238.0
hsa-let-7c-5p,10919.0,4898.0,9489.0,1219.0,838.0,2580.0,5877.0,10715.0,4315.0,2463.0,2896.0,4208.0
hsa-let-7d-3p,622.0,889.0,659.0,569.0,656.0,1245.0,392.0,628.0,292.0,248.0,1352.0,702.0
hsa-let-7d-5p,3440.0,1768.0,3291.0,1228.0,888.0,2276.0,2623.0,4510.0,1669.0,1719.0,2774.0,2124.0
hsa-let-7e-3p,204.0,407.0,151.0,337.0,735.0,1118.0,93.0,113.0,144.0,262.0,1555.0,218.0
hsa-let-7e-5p,3417.0,1677.0,2797.0,520.0,661.0,1378.0,1874.0,3236.0,1416.0,816.0,1708.0,1437.0
hsa-let-7f-1-3p,157.0,273.0,216.0,500.0,824.0,1159.0,112.0,146.0,119.0,593.0,1031.0,540.0
hsa-let-7f-2-3p,135.0,180.0,136.0,322.0,425.0,868.0,80.0,112.0,137.0,298.0,1571.0,205.0
hsa-let-7f-5p,8598.0,4153.0,8561.0,1691.0,1427.0,3791.0,6486.0,11201.0,4252.0,2654.0,3640.0,4619.0
hsa-let-7g-3p,345.0,578.0,258.0,1223.0,1769.0,1536.0,303.0,230.0,360.0,894.0,1604.0,1656.0
hsa-let-7g-5p,3899.0,1738.0,3623.0,1603.0,853.0,1711.0,2335.0,4166.0,1687.0,1596.0,2480.0,2051.0
hsa-let-7i-5p,8693.0,4439.0,7586.0,1421.0,1029.0,2826.0,5278.0,8656.0,3438.0,2306.0,3000.0,3257.0
hsa-miR-1-3p,64.0,176.0,69.0,707.0,574.0,453.0,45.0,68.0,93.0,180.0,885.0,288.0
hsa-miR-100-3p,86.0,214.0,158.0,594.0,730.0,849.0,84.0,126.0,126.0,315.0,1242.0,196.0
hsa-miR-100-5p,10616.0,5999.0,9089.0,1153.0,1141.0,3035.0,6443.0,10516.0,4269.0,1758.0,3905.0,5263.0
hsa-miR-101-3p,1270.0,703.0,1379.0,1507.0,1410.0,2735.0,1163.0,2076.0,756.0,2144.0,3056.0,2179.0
hsa-miR-101-5p,230.0,304.0,182.0,800.0,821.0,1045.0,108.0,210.0,174.0,388.0,1218.0,321.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-103a-1-5p,8.0,0.0,0.0,13.0,8.0,2.0,2.0,0.0,0.0,5.0,12.0,0.0
hsa-miR-103a-2-5p,407.0,0.0,0.0,2.0,0.0,35.0,182.0,4.0,2.0,0.0,1.0,0.0
hsa-miR-103a-3p,7.0,2831.0,5041.0,778.0,1185.0,24.0,24.0,9.0,0.0,1662.0,0.0,2069.0
hsa-miR-10400-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,115.0,354.0,212.0,377.0,702.0,1267.0,36.0,150.0,152.0,163.0,1134.0,294.0
hsa-miR-105-5p,97.0,424.0,240.0,375.0,700.0,586.0,69.0,177.0,163.0,280.0,1101.0,323.0
hsa-miR-106a-3p,158.0,346.0,169.0,624.0,1325.0,1377.0,130.0,186.0,220.0,752.0,1772.0,559.0
hsa-miR-106a-5p,1987.0,818.0,1776.0,1401.0,1083.0,1682.0,1145.0,1624.0,810.0,1210.0,2366.0,1699.0
hsa-miR-106b-3p,336.0,559.0,383.0,676.0,807.0,1144.0,204.0,358.0,253.0,613.0,1813.0,256.0
hsa-miR-106b-5p,3213.0,1802.0,3014.0,3326.0,1875.0,5026.0,1998.0,2902.0,1451.0,2865.0,5065.0,4162.0
hsa-miR-107,4936.0,2220.0,3650.0,1010.0,1389.0,1910.0,2722.0,4355.0,1894.0,1258.0,2011.0,1553.0
hsa-miR-10a-3p,229.0,321.0,256.0,500.0,1117.0,1374.0,79.0,270.0,188.0,591.0,1919.0,303.0
hsa-miR-10a-5p,2096.0,1016.0,1448.0,465.0,850.0,1387.0,1002.0,1814.0,798.0,983.0,1585.0,1045.0
hsa-miR-10b-3p,240.0,223.0,155.0,231.0,1113.0,901.0,58.0,184.0,110.0,332.0,2116.0,157.0
hsa-miR-10b-5p,447.0,370.0,445.0,320.0,529.0,1795.0,421.0,722.0,270.0,527.0,1537.0,467.0
hsa-miR-1178-3p,111.0,144.0,159.0,291.0,590.0,802.0,83.0,128.0,76.0,190.0,1005.0,371.0
hsa-miR-1178-5p,226.0,372.0,230.0,686.0,1084.0,1139.0,197.0,212.0,202.0,629.0,1201.0,407.0
hsa-miR-1179,115.0,574.0,246.0,527.0,711.0,882.0,67.0,150.0,128.0,358.0,1696.0,143.0
hsa-miR-1180-3p,213.0,287.0,201.0,713.0,305.0,859.0,122.0,239.0,182.0,345.0,1342.0,270.0
hsa-miR-1180-5p,239.0,486.0,207.0,480.0,581.0,1005.0,162.0,184.0,179.0,504.0,1492.0,411.0
hsa-miR-1182,212.0,409.0,197.0,364.0,536.0,787.0,168.0,228.0,170.0,333.0,639.0,325.0
hsa-miR-1183,417.0,2003.0,829.0,319.0,615.0,1457.0,324.0,275.0,207.0,509.0,1775.0,735.0
hsa-miR-1184,290.0,653.0,327.0,1017.0,792.0,1182.0,189.0,334.0,214.0,409.0,1834.0,765.0
hsa-miR-1185-1-3p,133.0,226.0,180.0,384.0,460.0,857.0,37.0,88.0,141.0,296.0,1975.0,195.0
hsa-miR-1185-2-3p,90.0,242.0,131.0,235.0,615.0,854.0,62.0,142.0,144.0,191.0,1043.0,132.0
hsa-miR-1185-5p,147.0,199.0,110.0,259.0,754.0,1017.0,52.0,76.0,140.0,210.0,1198.0,198.0
hsa-miR-1193,163.0,297.0,198.0,274.0,268.0,515.0,132.0,136.0,133.0,125.0,1517.0,287.0
hsa-miR-1197,113.0,187.0,110.0,388.0,603.0,1056.0,8.0,90.0,126.0,121.0,758.0,74.0
hsa-miR-1199-3p,460.0,444.0,349.0,861.0,1202.0,1188.0,322.0,359.0,310.0,586.0,1622.0,759.0
hsa-miR-1200,274.0,624.0,358.0,607.0,1181.0,899.0,209.0,368.0,286.0,524.0,1584.0,587.0
hsa-miR-1202,3058.0,5370.0,3945.0,2217.0,2359.0,4151.0,3417.0,4144.0,1879.0,3478.0,3788.0,5184.0
hsa-miR-1204,176.0,433.0,322.0,549.0,570.0,983.0,110.0,146.0,173.0,517.0,1034.0,388.0
hsa-miR-1205,165.0,579.0,220.0,410.0,704.0,904.0,125.0,215.0,93.0,211.0,1094.0,355.0
hsa-miR-1206,111.0,259.0,124.0,509.0,441.0,1117.0,15.0,107.0,91.0,354.0,1308.0,274.0
hsa-miR-1207-3p,138.0,289.0,195.0,726.0,1045.0,956.0,106.0,192.0,169.0,549.0,1053.0,419.0
hsa-miR-1207-5p,22692.0,19456.0,22124.0,16636.0,17884.0,19035.0,26335.0,26173.0,23477.0,19648.0,16455.0,23395.0
hsa-miR-1208,168.0,362.0,149.0,318.0,388.0,997.0,69.0,150.0,121.0,189.0,1780.0,172.0
hsa-miR-122-5p,161.0,0.0,153.0,3.0,0.0,0.0,64.0,0.0,183.0,261.0,1600.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-1225-3p,15940.0,25355.0,19379.0,14364.0,14415.0,17727.0,17848.0,21100.0,9234.0,15628.0,18143.0,32494.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0
hsa-miR-1226-3p,246.0,344.0,233.0,529.0,471.0,570.0,207.0,257.0,176.0,342.0,1425.0,336.0
hsa-miR-1227-3p,1177.0,2907.0,2042.0,1866.0,2431.0,2871.0,1204.0,1500.0,635.0,2067.0,2785.0,3744.0
hsa-miR-1228-3p,3434.0,3695.0,3083.0,3364.0,3747.0,3566.0,3448.0,4170.0,2550.0,3105.0,4157.0,6464.0
hsa-miR-1229-3p,1830.0,3319.0,2613.0,2300.0,2032.0,2544.0,2439.0,3148.0,1168.0,2201.0,1872.0,4168.0
hsa-miR-1229-5p,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,558.0,1134.0,690.0,457.0,1537.0,1285.0,1182.0,1186.0,880.0,1127.0,1188.0,820.0
hsa-miR-1233-3p,1337.0,2030.0,1384.0,1557.0,1992.0,3148.0,1407.0,1459.0,695.0,2173.0,3446.0,3238.0
hsa-miR-1234-3p,2075.0,2966.0,2073.0,5963.0,4826.0,5489.0,2416.0,2643.0,1607.0,4886.0,5906.0,6428.0
hsa-miR-1236-3p,369.0,738.0,419.0,762.0,744.0,1337.0,354.0,460.0,240.0,570.0,1179.0,762.0
hsa-miR-1236-5p,2006.0,1478.0,1979.0,382.0,580.0,1252.0,3142.0,3709.0,3589.0,384.0,1355.0,358.0
hsa-miR-1237-5p,418723.0,350233.0,352475.0,21607.0,18832.0,35317.0,534165.0,416655.0,412336.0,69424.0,52243.0,99791.0
hsa-miR-1238-3p,644.0,952.0,509.0,1597.0,1521.0,1791.0,845.0,950.0,523.0,1129.0,1766.0,2046.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-124-3p,177.0,283.0,111.0,499.0,662.0,829.0,101.0,172.0,169.0,273.0,1559.0,190.0
hsa-miR-124-5p,215.0,345.0,278.0,438.0,610.0,968.0,129.0,206.0,216.0,405.0,1410.0,232.0
hsa-miR-1243,153.0,395.0,242.0,282.0,587.0,805.0,66.0,240.0,111.0,407.0,765.0,251.0
hsa-miR-1244,3272.0,4701.0,4084.0,979.0,1226.0,2101.0,2537.0,2652.0,852.0,866.0,2321.0,1984.0
hsa-miR-1245a,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1245b-3p,97.0,2.0,85.0,0.0,13.0,2.0,0.0,0.0,3.0,1.0,1334.0,89.0
hsa-miR-1247-3p,1039.0,1405.0,881.0,4263.0,2521.0,3991.0,1216.0,1171.0,1407.0,3664.0,5173.0,2902.0
hsa-miR-1247-5p,492.0,452.0,344.0,1271.0,1735.0,1587.0,379.0,463.0,432.0,1302.0,1214.0,1523.0
hsa-miR-1249-3p,756.0,793.0,600.0,1463.0,1511.0,1462.0,542.0,619.0,500.0,1685.0,1904.0,1589.0
hsa-miR-1250-3p,177.0,240.0,205.0,459.0,410.0,1002.0,105.0,161.0,135.0,393.0,1798.0,284.0
hsa-miR-1250-5p,312.0,620.0,359.0,350.0,875.0,886.0,275.0,389.0,274.0,505.0,1509.0,425.0
hsa-miR-1251-3p,181.0,383.0,208.0,325.0,694.0,903.0,70.0,156.0,124.0,316.0,629.0,280.0
hsa-miR-1252-3p,129.0,204.0,125.0,436.0,460.0,816.0,44.0,129.0,113.0,243.0,1553.0,38.0
hsa-miR-1252-5p,82.0,298.0,132.0,286.0,708.0,778.0,38.0,171.0,123.0,189.0,968.0,122.0
hsa-miR-1253,215.0,590.0,189.0,414.0,882.0,693.0,102.0,183.0,172.0,319.0,1555.0,354.0
