miRNA,SRR22139609
hsa-miR-148a-3p,3471.29
hsa-miR-7-5p,2768.14
hsa-miR-9-5p,4174.86
hsa-miR-21-5p,2660.84
hsa-miR-26a-5p,1309.17
hsa-miR-151a-3p,2017.16
hsa-let-7i-5p,1069.56
hsa-miR-25-3p,796.1
hsa-miR-30a-5p,1199.57
hsa-miR-148b-3p,623.82
hsa-miR-99a-5p,588.46
hsa-miR-363-3p,543.89
hsa-miR-218-5p,491.82
hsa-miR-100-5p,378.7
hsa-miR-30d-5p,586.16
hsa-miR-99b-5p,381.73
hsa-miR-532-5p,318.94
hsa-miR-143-3p,308.64
hsa-miR-129-5p,245.73
hsa-miR-27b-3p,329.9
hsa-let-7g-5p,257.47
hsa-miR-381-3p,228.35
hsa-miR-30a-3p,254.2
hsa-let-7c-5p,192.26
hsa-miR-135b-5p,194.56
hsa-miR-92a-3p,310.09
hsa-miR-340-5p,241.85
hsa-miR-106b-3p,177.85
hsa-let-7f-5p,157.44
hsa-miR-30e-3p,145.93
hsa-miR-30c-5p,142.54
hsa-miR-182-5p,137.09
hsa-miR-378a-3p,141.51
hsa-miR-92b-3p,141.27
hsa-let-7a-5p,94.83
hsa-miR-744-5p,84.9
hsa-miR-28-3p,125.77
hsa-miR-941,75.87
hsa-miR-379-5p,67.34
hsa-miR-320a-3p,120.8
hsa-miR-181a-5p,88.35
hsa-miR-1269a,88.65
hsa-miR-152-3p,71.63
hsa-miR-335-3p,54.32
hsa-miR-101-3p,148.84
hsa-miR-423-5p,85.08
hsa-miR-128-3p,76.48
hsa-miR-146b-5p,101.49
hsa-miR-95-3p,51.17
hsa-miR-186-5p,74.3
hsa-miR-181a-2-3p,55.41
hsa-miR-127-3p,53.29
hsa-miR-221-3p,48.14
hsa-miR-769-5p,68.18
hsa-miR-1298-5p,56.38
hsa-miR-23b-3p,62.85
hsa-miR-93-5p,50.56
hsa-miR-30e-5p,52.02
hsa-miR-191-5p,83.87
hsa-miR-20a-5p,36.39
hsa-miR-183-5p,68.36
hsa-miR-125b-5p,60.31
hsa-miR-199b-5p,28.46
hsa-miR-370-3p,30.46
hsa-miR-423-3p,27.67
hsa-miR-24-3p,53.59
hsa-miR-26b-5p,31.0
hsa-miR-217-5p,46.2
hsa-miR-19b-3p,33.79
hsa-miR-181b-5p,55.53
hsa-miR-140-3p,76.3
hsa-miR-125a-5p,24.4
hsa-miR-135a-5p,35.97
hsa-miR-320b,29.01
hsa-miR-132-3p,24.1
hsa-miR-1180-3p,21.86
hsa-miR-17-5p,26.58
hsa-miR-361-3p,27.31
hsa-miR-99b-3p,41.84
hsa-miR-23a-3p,31.55
hsa-miR-184,23.92
hsa-miR-16-5p,37.79
hsa-miR-22-3p,18.89
hsa-miR-222-3p,44.45
hsa-miR-320c,18.47
hsa-miR-20b-5p,20.04
hsa-miR-192-5p,51.35
hsa-miR-149-5p,27.85
hsa-miR-455-5p,20.71
hsa-miR-122-5p,22.34
hsa-miR-30c-2-3p,21.44
hsa-miR-92b-5p,20.53
hsa-miR-342-3p,13.69
hsa-miR-708-3p,35.61
hsa-miR-216b-5p,19.98
hsa-let-7e-5p,16.71
hsa-miR-582-3p,18.65
hsa-miR-30b-5p,12.66
hsa-miR-629-5p,16.29
hsa-miR-125b-1-3p,21.44
hsa-miR-335-5p,13.32
hsa-miR-654-3p,13.62
hsa-miR-552-3p,13.26
hsa-miR-889-3p,10.66
hsa-miR-654-5p,11.08
hsa-miR-185-5p,10.23
hsa-miR-98-5p,8.84
hsa-miR-9-3p,27.31
hsa-miR-130a-3p,16.71
hsa-miR-374b-5p,7.93
hsa-miR-361-5p,13.02
hsa-miR-1307-3p,18.71
hsa-miR-34c-5p,10.05
hsa-miR-140-5p,8.54
hsa-miR-106b-5p,10.17
hsa-miR-134-5p,9.63
hsa-miR-1246,15.8
hsa-miR-135a-3p,14.9
hsa-miR-215-5p,7.87
hsa-miR-548o-3p,7.08
hsa-miR-153-3p,7.75
hsa-miR-345-5p,9.2
hsa-miR-106a-5p,9.51
hsa-miR-32-5p,8.84
hsa-miR-219a-1-3p,16.41
hsa-let-7b-5p,9.02
hsa-miR-148a-5p,6.36
hsa-miR-199a-5p,6.12
hsa-miR-15b-5p,8.17
hsa-miR-421,11.14
hsa-miR-199b-3p,6.54
hsa-miR-374a-3p,6.9
hsa-miR-181a-3p,6.12
hsa-miR-301b-3p,5.57
hsa-miR-328-3p,6.06
hsa-miR-27a-3p,9.51
hsa-miR-454-3p,10.29
hsa-miR-598-3p,8.78
hsa-miR-501-3p,10.11
hsa-miR-155-5p,6.96
hsa-miR-2682-5p,8.11
hsa-miR-425-5p,9.93
hsa-miR-197-3p,5.03
hsa-miR-126-3p,8.17
hsa-miR-1296-5p,5.69
hsa-miR-1301-3p,10.23
hsa-miR-409-3p,13.38
hsa-miR-374a-5p,8.11
hsa-miR-495-3p,5.27
hsa-miR-139-5p,4.42
hsa-miR-432-5p,11.2
hsa-miR-124-3p,11.2
hsa-miR-504-5p,7.08
hsa-miR-3615,4.97
hsa-miR-500a-3p,10.54
hsa-miR-1-3p,4.12
hsa-miR-652-3p,5.75
hsa-miR-130b-3p,6.84
hsa-miR-584-5p,4.84
hsa-miR-181d-5p,9.08
hsa-miR-1271-5p,6.3
hsa-miR-216a-3p,8.9
hsa-miR-411-5p,5.39
hsa-miR-148b-5p,4.36
hsa-miR-450b-5p,5.75
hsa-miR-212-5p,5.45
hsa-miR-107,4.36
hsa-miR-589-5p,6.42
hsa-miR-221-5p,5.87
hsa-miR-105-5p,3.75
hsa-miR-3158-3p,2.91
hsa-miR-708-5p,4.36
hsa-miR-574-3p,2.85
hsa-miR-103a-3p,4.9
hsa-miR-382-5p,3.27
hsa-miR-323a-3p,3.69
hsa-miR-29a-3p,4.36
hsa-miR-199a-3p,5.57
hsa-miR-660-5p,2.79
hsa-miR-450a-5p,2.91
hsa-miR-375-3p,3.09
hsa-let-7d-5p,2.91
hsa-miR-125a-3p,2.91
hsa-miR-494-3p,2.36
hsa-miR-18a-5p,2.85
hsa-miR-514a-3p,2.72
hsa-miR-216a-5p,3.21
hsa-miR-382-3p,3.09
hsa-miR-4326,2.79
hsa-miR-340-3p,4.78
hsa-miR-342-5p,7.51
hsa-miR-219a-2-3p,4.72
hsa-miR-125b-2-3p,2.24
hsa-miR-758-3p,2.79
hsa-miR-28-5p,4.78
hsa-miR-10b-5p,2.42
hsa-miR-542-3p,4.54
hsa-miR-576-3p,3.09
hsa-miR-493-5p,2.48
hsa-miR-204-5p,3.03
hsa-miR-181c-3p,3.57
hsa-miR-16-2-3p,3.33
hsa-miR-96-5p,1.88
hsa-miR-324-5p,2.66
hsa-miR-1287-5p,1.88
hsa-miR-139-3p,2.3
hsa-miR-339-3p,3.45
hsa-miR-9983-3p,3.63
hsa-miR-651-5p,2.24
hsa-miR-19a-3p,3.03
hsa-miR-873-5p,5.45
hsa-miR-379-3p,1.57
hsa-miR-891a-5p,1.76
hsa-miR-502-3p,2.24
hsa-miR-543,1.88
hsa-miR-30c-1-3p,2.24
hsa-miR-425-3p,3.45
hsa-miR-3177-3p,1.57
hsa-miR-194-5p,2.6
hsa-miR-200b-3p,1.57
hsa-miR-130b-5p,2.66
hsa-miR-15b-3p,2.12
hsa-miR-1843,5.39
hsa-miR-380-5p,1.39
hsa-miR-34a-5p,2.18
hsa-miR-185-3p,1.45
hsa-miR-200c-3p,1.51
hsa-miR-935,2.06
hsa-miR-1278,1.39
hsa-miR-3200-3p,1.7
hsa-miR-224-5p,2.3
hsa-miR-505-3p,2.24
hsa-miR-27b-5p,2.18
hsa-miR-338-5p,1.09
hsa-miR-132-5p,2.0
hsa-miR-448,1.94
hsa-miR-1197,1.03
hsa-miR-22-5p,1.45
hsa-miR-493-3p,1.45
hsa-miR-874-3p,3.39
hsa-miR-296-3p,1.88
hsa-miR-411-3p,1.21
hsa-miR-484,2.91
hsa-miR-3613-5p,1.03
hsa-miR-136-5p,1.21
hsa-miR-574-5p,3.45
hsa-miR-136-3p,1.33
hsa-miR-135b-3p,3.09
hsa-miR-18a-3p,1.39
hsa-miR-301a-5p,0.91
hsa-miR-3913-5p,1.57
hsa-miR-3065-5p,1.21
hsa-miR-219a-5p,0.91
hsa-miR-135a-2-3p,2.06
