miRNA,SRR18209604,SRR18209605,SRR18209606,SRR18209607,SRR18209608,SRR18209609,SRR18209610,SRR18209611,SRR18209612,SRR18209613,SRR18209614,SRR18209615
hsa-miR-141-3p,3.03,3.1,8.0,14.26,15.25,9.65,13.98,0.0,7.91,3.22,21.53,10.26
hsa-miR-142-3p,0.0,0.44,1.0,1.06,2.24,0.42,1.75,0.0,1.32,3.22,0.99,0.0
hsa-miR-142-5p,181.48,238.78,441.17,313.27,385.77,687.95,792.63,0.76,633.56,208.44,323.94,804.74
hsa-miR-143-3p,76.66,98.35,107.04,89.28,92.85,186.25,168.1,3.82,81.42,172.63,162.3,289.91
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.21,0.99,0.0
hsa-miR-144-3p,20.79,20.38,37.51,22.72,43.06,83.48,183.13,0.0,132.84,8.05,16.23,75.26
hsa-miR-144-5p,1.3,19.05,18.51,8.98,17.05,2.94,28.66,0.0,24.72,15.29,17.22,18.81
hsa-miR-145-3p,0.0,0.0,0.0,0.53,1.79,0.42,0.7,0.0,0.66,0.0,0.66,0.0
hsa-miR-145-5p,0.0,0.0,1.5,0.0,0.45,0.0,1.4,0.0,0.33,0.4,1.32,3.42
hsa-miR-1468-5p,1.73,1.33,0.5,0.0,0.9,0.0,2.45,0.0,1.98,1.61,1.32,0.0
hsa-miR-1469,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,1084.54,957.34,1267.49,649.79,1120.98,1667.44,1544.03,587.1,1390.07,1851.01,3596.12,2437.31
hsa-miR-146b-3p,0.0,0.44,1.0,0.53,0.45,0.84,2.1,0.0,1.32,1.21,0.99,0.0
hsa-miR-146b-5p,349.1,208.21,531.7,406.78,373.66,591.47,313.49,419.68,205.36,301.39,1179.49,764.55
hsa-miR-147b-3p,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,235.19,198.91,456.68,153.2,256.13,457.23,299.16,59.63,253.82,296.97,366.0,393.39
hsa-miR-148a-5p,3.46,8.42,6.5,1.58,8.97,10.91,5.24,0.0,2.31,12.88,19.21,0.0
hsa-miR-148b-3p,6.06,21.26,15.01,14.26,7.63,27.69,51.37,45.87,55.38,28.57,33.12,43.62
hsa-miR-148b-5p,0.0,1.33,0.0,0.0,0.9,0.42,0.7,0.0,0.99,0.0,3.64,9.41
hsa-miR-150-3p,36.82,36.33,47.02,12.15,24.22,10.91,47.88,0.0,22.09,50.7,19.21,51.31
hsa-miR-150-5p,10.83,15.95,28.01,20.07,19.29,17.62,22.72,102.44,14.83,20.52,18.88,47.04
hsa-miR-151a-3p,318.35,393.83,646.75,304.82,399.68,791.56,819.19,515.24,754.2,589.51,1888.98,931.31
hsa-miR-151a-5p,22.09,36.33,67.53,32.75,49.79,60.41,86.67,45.87,79.77,60.36,132.82,53.02
hsa-miR-151b,2.6,5.32,4.5,0.53,2.69,7.13,2.45,0.0,8.57,4.43,6.62,0.86
hsa-miR-152-3p,3.03,5.76,5.5,1.58,4.49,7.97,14.33,3.06,14.5,11.67,6.62,10.26
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.9,0.0,3.15,0.0,2.31,2.41,0.99,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.45,0.0,0.35,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,47.21,60.25,82.53,50.72,35.89,59.99,109.39,149.07,77.13,88.53,136.8,55.59
hsa-miR-15a-5p,51.11,77.08,120.05,59.7,82.99,146.82,650.39,0.76,593.34,42.25,45.38,71.84
hsa-miR-15b-3p,0.0,0.0,0.0,0.53,0.0,0.0,3.15,0.0,3.3,0.0,0.0,3.42
hsa-miR-15b-5p,3.46,4.43,9.5,8.45,9.42,7.55,30.75,0.0,24.06,6.44,6.62,0.0
hsa-miR-16-2-3p,19.49,31.01,111.04,49.13,59.66,109.9,204.1,0.0,223.82,19.72,34.12,99.2
hsa-miR-16-5p,475.14,982.15,1445.06,1077.17,1378.01,1665.34,5651.53,215.57,5904.75,576.23,695.24,1421.34
hsa-miR-17-3p,0.0,1.77,0.5,0.53,0.0,0.0,8.04,0.0,6.92,0.0,0.33,0.0
hsa-miR-17-5p,22.52,40.31,17.01,20.6,31.4,28.52,181.38,0.76,153.28,46.68,80.82,23.95
hsa-miR-181a-2-3p,0.0,2.22,2.5,2.64,0.45,2.52,8.04,0.0,7.58,1.21,6.96,1.71
hsa-miR-181a-3p,0.87,0.44,3.5,0.53,0.9,0.0,1.05,0.0,0.66,0.0,2.32,5.13
hsa-miR-181a-5p,346.5,338.02,614.24,378.78,575.52,455.56,643.75,57.33,387.98,436.6,809.18,830.4
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-181b-5p,44.18,52.27,43.02,23.77,43.96,26.43,76.54,192.64,59.99,49.09,79.83,45.33
hsa-miR-181c-3p,0.0,0.44,8.5,0.0,0.0,1.68,1.05,0.0,0.33,1.61,2.65,0.0
hsa-miR-181c-5p,9.1,5.32,20.51,10.57,9.42,7.13,16.43,51.98,14.5,8.05,41.07,40.19
hsa-miR-181d-5p,12.99,19.05,18.01,4.23,18.84,21.39,31.1,94.03,18.46,12.07,72.87,17.96
hsa-miR-182-5p,87.06,66.45,251.6,136.3,143.54,135.49,94.01,65.74,168.44,137.22,203.04,347.21
hsa-miR-183-3p,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0
hsa-miR-183-5p,4.33,7.97,26.01,22.72,20.19,18.46,9.79,0.0,28.68,4.02,7.62,30.79
hsa-miR-184,0.0,0.44,2.5,0.0,0.0,0.42,0.0,0.0,0.66,0.0,0.99,16.25
hsa-miR-1843,4.33,11.96,21.51,2.11,13.46,16.78,22.72,0.0,29.01,8.85,16.23,15.39
hsa-miR-185-3p,8.66,4.43,6.5,2.11,3.59,2.1,13.63,0.76,15.16,4.43,6.62,0.0
hsa-miR-185-5p,18.19,87.27,70.03,45.43,41.72,86.83,737.76,0.76,683.33,53.92,42.73,102.62
hsa-miR-186-5p,56.31,90.82,148.56,88.22,124.25,182.05,261.42,1.53,285.46,88.53,175.55,207.81
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.53,1.35,0.42,0.7,0.0,4.61,0.4,0.0,2.57
hsa-miR-18a-5p,0.0,1.77,1.0,1.58,0.45,0.42,5.24,0.0,1.32,0.4,2.32,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.42,0.35,0.0,0.99,0.0,0.0,0.0
hsa-miR-1908-5p,33.35,19.94,37.51,12.15,27.36,24.33,21.67,0.0,29.67,18.91,41.07,62.43
hsa-miR-190a-5p,0.43,0.89,0.0,0.0,0.9,0.0,0.35,0.0,0.66,0.4,18.55,0.0
hsa-miR-190b-5p,1.73,3.1,3.5,0.0,5.83,0.0,11.53,0.0,6.26,0.8,11.92,0.0
hsa-miR-191-3p,0.0,0.44,0.0,0.0,0.45,0.0,0.35,0.0,0.66,0.8,0.33,0.0
hsa-miR-191-5p,1384.7,945.82,1934.74,1392.56,1240.75,2096.14,1359.5,319.54,1157.68,1805.94,3260.92,2120.89
hsa-miR-1910-5p,1.73,0.89,4.0,1.58,1.79,4.61,1.05,0.0,0.33,2.01,0.33,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,76.23,88.6,167.56,82.94,89.71,150.59,206.9,158.24,220.86,78.87,101.02,273.66
hsa-miR-193a-5p,3.46,22.15,1.5,8.45,4.04,3.36,17.82,38.99,14.17,17.71,5.3,6.84
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-193b-5p,11.26,21.71,10.5,2.64,6.73,5.03,4.54,8.41,8.24,18.51,3.31,0.86
hsa-miR-194-3p,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.33,0.0
hsa-miR-194-5p,0.0,3.54,7.0,0.53,0.45,0.0,9.44,0.76,9.89,1.21,3.31,0.0
hsa-miR-195-5p,2.17,0.89,0.0,0.0,1.35,0.0,0.35,0.0,0.0,0.4,0.66,0.0
hsa-miR-196a-5p,0.0,0.0,1.5,0.0,3.14,0.0,0.0,40.52,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.87,2.66,2.0,0.53,1.79,9.65,5.24,0.0,4.94,1.61,7.29,0.0
hsa-miR-197-3p,7.36,26.58,19.01,18.49,16.6,24.75,15.73,0.0,15.49,63.58,26.83,14.54
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,1.61,0.0,0.0
hsa-miR-1976,0.87,2.22,0.5,2.11,0.45,0.0,4.54,0.0,4.61,0.8,0.0,0.0
hsa-miR-199a-3p,40.28,165.24,339.13,14.26,179.88,333.49,66.75,18.35,193.17,229.77,53.0,70.98
hsa-miR-199a-5p,2.6,0.89,4.0,1.58,0.9,2.1,3.49,0.76,1.32,4.83,5.3,13.68
hsa-miR-199b-3p,145.1,6.2,4.5,80.3,16.15,4.19,322.58,0.0,78.45,63.98,564.41,276.23
hsa-miR-199b-5p,0.0,0.89,1.0,0.0,0.45,0.0,0.35,0.76,0.0,0.0,0.0,0.86
hsa-miR-19a-3p,3.46,5.32,0.0,5.28,2.24,6.71,19.22,0.0,12.2,4.43,5.63,5.13
hsa-miR-19b-3p,4.33,7.53,9.5,8.45,5.83,25.17,66.05,0.0,46.48,8.45,11.26,9.41
hsa-miR-200a-3p,0.0,6.2,5.0,3.7,13.46,0.42,4.54,0.76,7.58,8.45,12.26,14.54
hsa-miR-200a-5p,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.33,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,1.35,0.0,0.7,0.0,0.0,2.41,0.0,0.0
hsa-miR-200c-3p,2.6,0.89,2.5,3.17,6.28,3.36,11.88,0.0,5.27,4.02,3.64,0.0
hsa-miR-203a-3p,16.89,40.31,17.51,23.24,60.11,41.95,11.88,0.0,22.42,17.3,0.0,21.38
hsa-miR-204-3p,0.0,0.44,2.5,0.0,0.0,0.0,0.7,0.0,0.99,2.01,0.66,0.0
hsa-miR-204-5p,2.6,0.0,0.5,0.0,2.24,0.42,0.35,0.0,0.33,1.21,1.32,8.55
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
hsa-miR-206,15.59,0.0,4.0,1.58,36.33,30.62,9.79,0.0,0.0,6.44,2.32,0.0
hsa-miR-208b-3p,0.43,0.0,0.0,0.0,1.35,1.68,0.7,0.0,0.33,0.4,0.0,0.0
hsa-miR-20a-5p,7.36,31.9,18.51,20.07,20.19,36.91,166.01,0.0,119.99,24.55,82.81,19.67
hsa-miR-20b-5p,0.0,5.32,1.5,2.64,7.63,15.52,76.19,0.0,76.8,6.44,12.59,0.86
hsa-miR-21-3p,5.2,8.42,7.0,1.06,5.83,7.55,3.15,0.0,4.61,10.06,14.91,9.41
hsa-miR-21-5p,173.68,377.89,647.25,178.03,387.56,375.85,1016.65,830.19,791.12,625.72,625.02,407.07
hsa-miR-210-3p,4.33,6.65,9.0,2.11,7.18,9.23,30.75,1.53,29.67,7.65,2.98,5.13
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-2110,16.46,23.48,32.51,15.32,12.11,14.26,57.32,40.52,54.39,16.5,8.61,15.39
hsa-miR-2115-3p,1.3,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.33,0.8,0.99,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,0.0,0.84,1.05,0.0,0.0,0.0,0.0,0.0
