miRNA,SRR13800569,SRR13800570,SRR13800571,SRR13800572
hsa-let-7a-5p,1415.13,975.71,2170.26,1930.17
hsa-let-7b-5p,1939.32,4890.64,11680.78,3799.9
hsa-let-7c-3p,12.0,0.0,0.0,0.0
hsa-let-7c-5p,150.51,612.99,988.68,187.04
hsa-let-7d-5p,0.11,0.81,84.56,22.61
hsa-let-7e-5p,94.66,78.77,266.89,88.79
hsa-let-7f-5p,581.17,284.87,883.7,1026.33
hsa-let-7g-5p,38.92,8.3,80.8,17.4
hsa-let-7i-5p,715.86,2640.06,3561.87,898.63
hsa-miR-1-3p,0.11,0.0,0.0,0.0
hsa-miR-100-5p,170.81,26.64,0.0,238.56
hsa-miR-101-3p,0.11,0.0,0.0,19.73
hsa-miR-103a-3p,38.58,70.01,29.23,40.97
hsa-miR-10401-3p,0.0,8.07,34.51,25.49
hsa-miR-107,0.0,0.12,0.08,0.14
hsa-miR-10a-5p,71.55,51.09,193.14,288.17
hsa-miR-10b-3p,0.0,0.0,32.11,0.0
hsa-miR-10b-5p,36.45,34.25,65.34,57.14
hsa-miR-1180-3p,9.76,0.0,0.0,0.0
hsa-miR-122-5p,41.27,0.12,0.0,22.34
hsa-miR-1246,35.44,21.57,31.55,10.0
hsa-miR-125a-5p,532.72,339.54,565.25,521.8
hsa-miR-125b-1-3p,9.87,8.3,0.0,15.62
hsa-miR-125b-5p,1879.21,1179.27,2138.71,2284.11
hsa-miR-126-3p,5.72,16.72,0.0,1.64
hsa-miR-126-5p,0.9,0.0,0.0,0.55
hsa-miR-1260a,0.0,0.12,0.0,0.0
hsa-miR-1262,9.76,0.0,0.0,0.0
hsa-miR-1268b,6.62,0.0,0.0,0.0
hsa-miR-127-3p,0.0,140.7,204.83,0.0
hsa-miR-1275,0.0,0.0,21.22,0.0
hsa-miR-128-3p,12.0,0.12,0.0,19.46
hsa-miR-1291,0.0,0.0,0.0,39.6
hsa-miR-1296-5p,0.0,0.0,0.0,16.03
hsa-miR-1297,0.0,0.0,1.36,0.0
hsa-miR-1306-5p,0.0,0.0,28.51,0.0
hsa-miR-1307-3p,63.7,26.06,0.0,0.0
hsa-miR-130a-3p,0.11,9.8,0.0,0.41
hsa-miR-132-3p,12.11,0.12,0.08,0.0
hsa-miR-132-5p,0.0,8.07,0.0,0.0
hsa-miR-134-5p,24.0,36.44,52.61,66.05
hsa-miR-140-3p,10.09,0.0,27.15,0.0
hsa-miR-140-5p,0.11,0.0,0.0,0.0
hsa-miR-141-3p,0.79,13.61,0.0,0.0
hsa-miR-142-3p,0.45,0.0,0.0,0.0
hsa-miR-143-3p,60.9,190.64,377.07,99.07
hsa-miR-145-5p,0.0,0.0,0.0,18.77
hsa-miR-1468-5p,13.23,0.0,0.0,0.0
hsa-miR-146a-5p,37.23,13.72,0.0,20.42
hsa-miR-146b-3p,8.3,0.0,0.0,17.4
