miRNA,SRR12873357,SRR12873358,SRR12873359
hsa-let-7a-5p,416.93,307.69,2820.19
hsa-let-7b-5p,0.0,0.0,777.98
hsa-let-7c-3p,0.0,0.0,97.25
hsa-let-7c-5p,833.85,1538.46,2917.44
hsa-let-7d-3p,0.0,0.0,291.74
hsa-let-7d-5p,0.0,0.0,1166.97
hsa-let-7e-5p,0.0,307.69,97.25
hsa-let-7f-5p,625.39,2461.54,7779.83
hsa-let-7g-5p,1667.71,3076.92,5932.12
hsa-let-7i-5p,625.39,1538.46,5056.89
hsa-miR-1-3p,4169.27,7692.31,40066.13
hsa-miR-100-5p,208.46,615.38,2528.45
hsa-miR-101-3p,208.46,1846.15,972.48
hsa-miR-103a-3p,0.0,615.38,388.99
hsa-miR-106b-3p,0.0,0.0,97.25
hsa-miR-107,0.0,0.0,194.5
hsa-miR-10a-5p,208.46,0.0,777.98
hsa-miR-10b-5p,416.93,307.69,0.0
hsa-miR-122-5p,625.39,1230.77,0.0
hsa-miR-124-3p,0.0,0.0,97.25
hsa-miR-125a-5p,625.39,307.69,2042.21
hsa-miR-125b-2-3p,0.0,0.0,194.5
hsa-miR-125b-5p,833.85,1538.46,3889.92
hsa-miR-126-3p,1876.17,6153.85,33161.53
hsa-miR-126-5p,0.0,307.69,777.98
hsa-miR-127-3p,0.0,307.69,0.0
hsa-miR-128-3p,208.46,2153.85,680.74
hsa-miR-129-5p,208.46,0.0,0.0
hsa-miR-133a-3p,416.93,1538.46,10308.28
hsa-miR-133b,0.0,307.69,388.99
hsa-miR-136-5p,0.0,307.69,0.0
hsa-miR-139-5p,0.0,307.69,97.25
hsa-miR-140-3p,208.46,0.0,97.25
hsa-miR-142-3p,0.0,307.69,0.0
hsa-miR-143-3p,3543.88,1846.15,10113.78
hsa-miR-144-3p,0.0,0.0,97.25
hsa-miR-144-5p,0.0,0.0,97.25
hsa-miR-145-3p,0.0,0.0,97.25
hsa-miR-145-5p,0.0,615.38,194.5
hsa-miR-146a-5p,208.46,307.69,388.99
hsa-miR-148a-3p,0.0,1538.46,3403.68
hsa-miR-148b-3p,208.46,0.0,97.25
hsa-miR-149-5p,208.46,0.0,0.0
hsa-miR-150-5p,0.0,0.0,486.24
hsa-miR-152-3p,0.0,0.0,486.24
hsa-miR-16-5p,0.0,307.69,291.74
hsa-miR-181a-5p,0.0,0.0,1653.21
hsa-miR-181b-5p,0.0,0.0,97.25
hsa-miR-185-3p,0.0,0.0,97.25
hsa-miR-185-5p,0.0,0.0,583.49
hsa-miR-186-5p,0.0,0.0,388.99
hsa-miR-190a-5p,0.0,0.0,291.74
hsa-miR-191-5p,208.46,923.08,875.23
hsa-miR-192-5p,208.46,307.69,0.0
hsa-miR-194-5p,416.93,0.0,97.25
hsa-miR-195-5p,0.0,0.0,680.74
hsa-miR-199a-3p,0.0,615.38,1069.73
hsa-miR-199a-5p,0.0,307.69,875.23
hsa-miR-199b-3p,208.46,0.0,875.23
hsa-miR-200a-3p,208.46,615.38,0.0
hsa-miR-200b-3p,208.46,0.0,0.0
hsa-miR-204-5p,0.0,307.69,0.0
hsa-miR-208a-3p,0.0,0.0,583.49
hsa-miR-20a-5p,0.0,0.0,291.74
hsa-miR-21-5p,1250.78,3384.62,4862.39
hsa-miR-210-3p,0.0,0.0,97.25
hsa-miR-218-5p,208.46,0.0,97.25
hsa-miR-22-3p,625.39,1846.15,5737.63
hsa-miR-221-3p,0.0,0.0,97.25
