miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
hsa-let-7a-3p,3.36,2.93,2.03,3.42,8.31,14.13,5.92,14.82,10.42,9.94
hsa-let-7a-5p,543.03,813.91,470.21,792.3,591.74,899.92,853.81,1134.01,750.41,2501.42
hsa-let-7b-3p,0.0,0.09,0.0,0.12,0.7,1.51,0.83,0.57,0.78,1.12
hsa-let-7b-5p,72.46,108.3,89.24,68.68,242.66,375.09,395.85,273.82,649.77,867.88
hsa-let-7c-3p,0.11,0.09,0.1,0.0,0.0,0.84,0.5,0.43,0.13,0.5
hsa-let-7c-5p,50.88,72.69,42.49,26.62,55.36,84.2,181.42,80.78,301.65,352.59
hsa-let-7d-3p,7.92,4.94,4.45,3.42,14.32,23.81,39.27,22.79,20.18,27.94
hsa-let-7d-5p,48.92,32.31,32.04,36.16,27.63,28.6,48.94,42.74,46.87,118.48
hsa-let-7e-3p,2.06,0.64,1.16,0.71,2.6,4.37,6.17,3.99,6.38,4.97
hsa-let-7e-5p,81.57,79.28,72.11,80.69,147.56,31.46,85.46,66.53,114.96,249.76
hsa-let-7f-1-3p,0.22,0.18,0.1,0.0,0.4,0.59,0.58,0.85,0.78,0.25
hsa-let-7f-2-3p,0.11,0.09,0.39,0.0,0.8,0.5,0.5,0.57,0.78,0.12
hsa-let-7f-5p,880.07,656.64,573.97,594.76,534.38,663.88,533.5,718.87,537.94,993.94
hsa-let-7g-3p,0.22,0.37,0.0,0.12,0.7,0.25,1.0,0.85,1.95,0.25
hsa-let-7g-5p,520.36,272.61,399.26,352.45,614.16,357.6,325.57,436.65,700.42,544.47
hsa-let-7i-3p,0.22,0.09,0.0,0.0,0.6,1.51,1.25,0.71,0.39,0.5
hsa-let-7i-5p,1903.22,2365.1,1011.17,860.03,1228.62,1419.79,1525.29,1694.89,1885.92,2425.54
hsa-miR-1-3p,15.84,23.71,36.01,93.65,137.85,142.5,41.1,78.21,111.44,658.24
hsa-miR-100-3p,0.11,0.0,0.29,0.12,0.0,1.09,0.08,0.0,0.26,0.25
hsa-miR-100-5p,8122.09,2381.22,2717.88,833.18,1285.18,35490.31,19419.11,6646.51,9570.07,2689.33
hsa-miR-101-2-5p,0.0,0.0,0.19,0.0,0.1,0.08,0.0,0.0,0.39,0.0
hsa-miR-101-3p,272.82,257.97,173.93,129.93,323.65,670.19,292.38,562.31,561.9,385.75
hsa-miR-101-5p,0.33,0.0,0.0,0.0,0.1,0.25,0.33,0.0,0.0,0.12
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-10393-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.37
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-10396b-3p,0.43,0.37,0.0,0.12,0.1,0.0,0.33,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.12
hsa-miR-10399-3p,0.43,0.37,0.0,0.24,0.4,3.28,1.17,1.42,0.26,1.37
hsa-miR-10399-5p,0.11,0.0,0.1,0.0,0.1,0.08,0.0,0.0,0.0,0.25
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.12,0.3,0.0,0.0,0.0,0.39,0.0
hsa-miR-103a-3p,222.7,17.58,0.97,3.06,42.35,6.98,157.99,211.56,186.3,93.77
hsa-miR-10401-3p,0.11,0.37,0.1,0.12,0.2,0.93,0.75,0.71,0.13,0.25
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-105-3p,0.43,0.09,0.0,0.35,0.2,1.68,1.92,1.57,0.52,0.5
hsa-miR-105-5p,29.18,21.33,5.42,7.42,32.23,81.6,262.7,151.72,45.18,201.82
hsa-miR-10522-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.42,0.08,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.35,2.3,1.09,0.42,1.28,1.3,0.37
hsa-miR-106a-5p,0.98,0.82,1.55,2.83,8.71,5.64,3.25,4.99,6.64,13.16
hsa-miR-106b-3p,67.04,79.46,41.72,60.9,166.18,142.16,187.59,230.22,210.13,234.73
hsa-miR-106b-5p,16.71,3.57,15.49,19.79,30.83,29.86,9.59,13.11,39.84,33.41
hsa-miR-107,7.38,2.65,10.26,16.84,30.53,10.09,214.27,8.98,84.23,44.09
hsa-miR-10a-3p,5.64,3.94,5.32,2.83,14.12,50.81,23.09,41.31,16.14,13.79
hsa-miR-10a-5p,322.07,298.89,196.68,106.37,500.04,1260.46,1143.28,636.1,669.69,822.55
hsa-miR-10b-3p,1.19,0.55,0.39,0.35,3.5,3.36,5.5,4.42,1.56,2.11
hsa-miR-10b-5p,142.97,110.49,32.42,32.28,406.74,534.67,649.05,461.73,128.11,402.52
hsa-miR-11399,0.54,0.64,0.19,0.12,0.0,1.77,1.42,1.57,0.26,0.75
hsa-miR-11400,0.43,0.0,0.0,1.18,0.0,0.84,0.42,0.0,0.0,2.48
hsa-miR-11401,0.11,0.18,0.0,0.0,0.1,0.84,2.0,1.28,0.65,1.86
hsa-miR-1179,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-1180-3p,7.81,11.44,7.94,9.31,48.65,108.6,139.06,130.92,44.0,150.4
hsa-miR-1185-1-3p,1.74,2.65,1.84,2.36,5.81,2.02,2.25,6.13,5.08,11.43
hsa-miR-1185-2-3p,0.11,0.64,0.29,0.35,3.5,0.84,0.42,2.14,0.39,0.99
hsa-miR-1185-5p,0.11,0.82,2.03,1.18,14.52,0.84,0.58,3.13,12.5,2.98
hsa-miR-1193,0.0,0.09,0.0,0.0,0.1,0.08,0.17,0.14,0.0,0.25
hsa-miR-1197,1.95,2.01,3.68,2.94,48.85,5.8,6.0,15.67,37.1,16.02
hsa-miR-12114,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.0
hsa-miR-12131,0.11,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.12
hsa-miR-12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-12136,1.08,0.18,1.45,1.06,27.63,0.08,0.0,0.0,0.39,0.87
hsa-miR-122-5p,61.29,86.69,0.1,0.59,1.1,2.36,29.68,7.12,0.65,3.48
hsa-miR-1226-3p,0.22,0.0,0.0,0.24,0.3,0.08,0.08,0.14,0.13,0.75
hsa-miR-1226-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.25
hsa-miR-1228-3p,0.11,0.0,0.1,0.12,0.1,0.76,0.58,0.28,0.26,1.74
hsa-miR-1228-5p,0.0,0.09,0.0,0.0,0.3,0.0,0.08,0.0,0.0,0.25
hsa-miR-1229-3p,0.11,0.09,0.1,0.0,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0
hsa-miR-1231,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.0,0.0,0.25
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.14,0.13,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.13,0.12
hsa-miR-124-3p,0.0,1.56,0.0,0.12,0.5,0.25,0.5,12.39,0.26,0.25
hsa-miR-124-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.2,0.17,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245a,0.0,0.55,0.0,0.35,0.1,0.0,0.42,0.28,0.52,0.87
hsa-miR-1245b-3p,0.11,0.18,0.0,0.0,0.1,0.0,0.5,0.57,0.0,0.0
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,11.72,46.78,1.45,0.71,9.31,11.86,74.87,195.89,3.12,4.35
hsa-miR-1247-3p,0.11,0.09,0.0,0.0,0.2,0.08,0.17,0.14,0.0,0.12
hsa-miR-1247-5p,7.59,8.79,8.61,13.55,46.45,18.59,37.35,36.76,36.71,72.28
hsa-miR-1248,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-1249-3p,0.43,0.27,0.19,0.35,0.8,1.93,2.92,1.42,1.56,1.37
hsa-miR-1249-5p,0.22,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-1250-5p,0.22,1.37,0.0,0.24,0.8,0.34,1.25,3.13,0.26,1.24
hsa-miR-1251-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.25,0.57,0.0,0.0
hsa-miR-1252-5p,0.22,0.0,0.39,0.0,0.2,0.08,0.0,0.28,0.65,0.0
hsa-miR-1255a,0.43,0.64,0.19,0.0,0.2,0.25,0.25,0.28,0.78,0.12
hsa-miR-1255b-5p,0.87,3.57,2.61,1.77,6.71,6.9,10.34,8.55,15.1,17.39
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.14,0.0,0.0
hsa-miR-125a-3p,37.42,55.29,13.26,16.61,38.64,194.4,378.26,251.73,98.81,238.46
hsa-miR-125a-5p,430.11,87.7,153.8,149.6,189.8,1258.44,2127.65,459.45,579.08,1058.77
hsa-miR-125b-1-3p,10.09,2.56,0.97,0.94,0.5,67.46,37.6,5.7,0.91,8.32
hsa-miR-125b-2-3p,0.22,0.27,0.1,0.0,0.3,0.08,0.33,1.42,0.65,0.62
hsa-miR-125b-5p,177.9,20.32,42.39,21.79,101.21,1308.41,1162.2,186.2,151.28,246.28
hsa-miR-126-3p,656.5,281.13,333.73,603.83,2199.57,491.43,438.45,660.75,920.18,2227.07
hsa-miR-126-5p,13.89,8.88,28.07,13.78,196.11,23.81,23.68,91.03,278.73,63.59
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-1260b,1.41,0.92,2.23,2.94,1.0,0.67,2.58,1.71,2.47,2.86
hsa-miR-1262,1.3,3.75,1.74,0.94,2.5,6.22,15.17,18.38,8.33,13.79
hsa-miR-1265,0.11,0.37,0.0,0.0,0.2,0.17,0.17,0.43,0.52,0.25
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.1,0.24,0.2,0.0,0.08,0.28,0.0,0.0
hsa-miR-1268b,0.11,0.09,0.0,0.0,0.6,0.08,0.33,0.0,0.65,1.12
hsa-miR-1269a,0.11,1.37,2.03,0.0,3.4,5.47,0.0,2.85,7.81,0.0
hsa-miR-1269b,1.52,0.0,0.0,1.65,2.4,2.94,3.0,0.28,0.0,8.45
hsa-miR-127-3p,231.38,372.03,202.58,330.66,1193.58,229.31,321.31,652.48,505.52,843.41
hsa-miR-127-5p,3.25,5.31,6.48,8.13,26.83,8.75,8.42,16.38,21.87,20.74
hsa-miR-1270,0.11,0.09,0.29,0.0,0.9,0.42,0.5,0.43,0.26,0.75
hsa-miR-1271-3p,0.0,0.0,0.1,0.0,0.1,0.08,0.0,0.14,0.0,0.12
hsa-miR-1271-5p,1.08,0.64,1.84,0.71,11.71,2.78,3.08,2.85,9.11,5.71
hsa-miR-1273c,0.11,0.09,0.0,0.12,0.5,1.01,0.42,1.0,0.65,0.25
hsa-miR-1273h-3p,0.11,0.0,0.0,0.12,0.2,0.0,0.08,0.0,0.0,0.5
hsa-miR-1273h-5p,0.11,0.0,0.0,0.0,0.1,0.08,0.33,0.14,0.39,0.25
hsa-miR-1275,0.22,0.09,0.19,0.0,0.2,0.0,0.42,0.0,0.52,0.0
hsa-miR-1276,0.0,0.18,0.1,0.12,0.5,0.17,0.42,0.85,0.0,0.75
hsa-miR-1277-3p,1.74,0.0,0.1,0.71,0.4,2.02,0.25,0.43,0.78,1.12
hsa-miR-1278,3.04,3.75,3.87,2.47,4.71,5.38,3.25,3.56,11.72,7.58
hsa-miR-128-1-5p,0.0,0.37,0.0,0.0,0.1,0.17,0.42,1.14,0.26,0.25
hsa-miR-128-3p,92.75,94.11,49.46,47.71,427.96,717.97,1131.94,1138.14,513.08,1168.93
hsa-miR-1283,668.0,393.09,568.06,413.23,454.59,1393.46,1022.97,1628.93,1196.7,742.44
hsa-miR-1284,0.76,0.64,0.29,0.59,2.3,5.72,6.25,6.55,5.34,3.35
hsa-miR-1285-3p,2.82,6.32,3.58,2.24,6.31,10.43,18.26,33.05,15.1,11.18
hsa-miR-1285-5p,0.98,0.73,0.29,0.35,2.8,0.5,1.08,0.57,1.17,2.36
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-1287-3p,0.0,0.18,0.1,0.12,0.2,0.17,0.0,0.28,0.0,0.12
hsa-miR-1287-5p,1.08,0.46,1.36,1.06,4.91,2.19,3.5,5.13,8.72,5.09
hsa-miR-1288-3p,0.22,0.46,0.0,0.0,0.5,1.09,1.42,1.42,0.13,0.87
hsa-miR-1288-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-1289,0.11,0.09,0.0,0.0,0.6,0.08,0.33,0.14,0.26,1.12
hsa-miR-129-1-3p,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-129-2-3p,0.0,0.09,0.1,0.0,1.3,0.0,0.08,0.0,0.39,0.25
hsa-miR-129-5p,0.33,2.56,0.1,0.47,3.4,2.02,3.75,6.98,1.3,4.6
hsa-miR-1291,0.11,0.09,0.1,0.0,0.2,0.42,0.67,0.14,0.39,0.12
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-1292-5p,0.33,0.18,0.1,0.12,0.7,1.43,2.0,0.57,1.17,0.99
hsa-miR-1293,0.0,0.46,0.19,0.0,0.2,0.42,1.33,1.85,0.91,1.74
hsa-miR-1294,0.22,0.27,0.39,0.71,0.3,0.84,1.42,1.14,1.56,2.48
hsa-miR-1295a,0.43,0.18,0.1,0.12,1.0,3.87,4.25,2.14,0.91,1.99
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,1.95,0.92,3.0,3.18,7.11,2.44,3.0,3.42,17.84,6.09
hsa-miR-1297,0.0,0.0,0.0,0.35,0.0,5.3,0.0,1.57,1.3,0.5
hsa-miR-1298-5p,0.11,2.11,0.1,0.24,0.5,0.34,0.17,1.14,0.52,0.5
hsa-miR-1299,0.87,5.77,0.19,0.24,1.0,6.81,3.42,24.79,1.82,1.99
hsa-miR-1301-3p,14.32,16.2,3.19,6.24,6.41,107.84,152.07,112.12,21.35,85.2
hsa-miR-1301-5p,0.0,0.09,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-1302,0.22,0.09,0.0,0.12,0.0,0.34,0.17,0.0,0.0,0.12
hsa-miR-1303,1.3,0.09,0.48,0.71,0.9,1.51,1.67,1.0,4.3,3.48
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.2,0.25,0.17,0.0,0.0,0.12
hsa-miR-1304-5p,0.33,1.65,1.36,0.59,3.8,3.45,7.67,8.12,6.64,6.83
hsa-miR-1305,0.43,0.27,0.1,0.12,0.4,1.01,0.25,1.42,0.52,0.87
hsa-miR-1306-3p,0.98,2.47,0.29,0.35,1.0,10.26,14.34,10.83,1.95,8.45
hsa-miR-1306-5p,2.6,1.1,1.45,1.06,2.1,19.94,33.18,11.68,11.07,17.88
hsa-miR-1307-3p,89.38,89.8,30.1,41.7,137.85,272.63,504.32,363.0,125.76,398.54
hsa-miR-1307-5p,6.94,9.06,1.65,2.83,9.91,26.92,26.68,50.57,13.15,13.79
hsa-miR-130a-3p,28.64,15.56,14.52,19.08,60.87,127.36,142.57,151.01,68.61,72.28
hsa-miR-130a-5p,0.98,1.46,0.87,0.59,0.8,0.08,0.0,0.14,1.3,0.12
hsa-miR-130b-3p,2.71,1.92,1.16,1.06,9.81,20.27,16.84,19.52,5.6,6.95
hsa-miR-130b-5p,1.41,0.37,0.29,0.35,1.3,31.55,3.08,0.71,0.39,6.83
hsa-miR-132-3p,9.44,11.72,7.07,6.95,36.84,31.97,93.04,50.29,48.56,105.07
hsa-miR-132-5p,7.48,10.44,3.58,5.07,9.41,28.18,67.86,44.45,28.38,38.75
hsa-miR-1323,5664.01,5466.58,10861.16,4423.15,30088.49,11296.13,24620.26,21359.04,73932.16,42555.22
hsa-miR-133a-3p,0.22,0.18,2.71,4.59,15.12,0.67,0.58,1.71,16.4,7.95
hsa-miR-133a-5p,0.0,0.09,0.19,0.12,0.3,0.08,0.0,0.0,0.26,0.25
hsa-miR-133b,0.0,0.0,0.0,0.35,0.1,0.0,0.08,0.0,0.26,0.75
hsa-miR-134-3p,0.11,0.18,0.1,0.24,1.2,0.17,0.42,0.14,0.39,0.87
hsa-miR-134-5p,25.17,30.21,14.13,16.37,156.67,78.48,138.81,175.37,47.52,180.08
hsa-miR-1343-3p,0.11,0.09,0.0,0.47,0.4,2.52,1.42,0.43,0.26,2.24
hsa-miR-135a-2-3p,0.0,0.09,0.1,0.12,0.1,0.17,0.83,0.28,0.13,0.12
hsa-miR-135a-3p,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0
hsa-miR-135a-5p,2.39,0.55,1.16,0.24,0.8,0.34,0.33,0.28,0.52,0.75
hsa-miR-135b-3p,0.65,0.09,0.39,0.35,0.2,1.51,1.75,1.0,1.04,0.62
hsa-miR-135b-5p,250.47,50.44,150.03,140.77,35.34,86.64,48.69,34.9,233.69,137.73
hsa-miR-136-3p,37.75,56.39,52.36,57.01,251.87,196.09,84.21,276.95,264.28,225.04
hsa-miR-136-5p,46.75,55.2,31.36,49.83,122.73,14.72,21.93,71.8,59.89,91.04
hsa-miR-137-3p,0.11,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.13,0.0
hsa-miR-138-1-3p,0.11,0.0,0.1,0.12,0.0,0.93,0.33,0.0,0.26,0.12
hsa-miR-138-5p,0.54,0.37,0.68,0.12,0.1,1.68,2.08,1.71,4.17,1.86
hsa-miR-139-3p,0.22,0.0,0.1,0.0,0.1,0.08,0.5,0.28,0.26,0.5
hsa-miR-139-5p,3.58,1.74,0.68,2.36,1.4,3.28,3.84,2.71,0.78,4.6
hsa-miR-140-3p,180.94,123.86,109.18,117.91,142.55,188.35,188.84,206.43,369.22,277.58
hsa-miR-140-5p,46.65,11.72,39.88,30.16,138.45,193.81,187.67,158.99,251.0,249.14
hsa-miR-141-3p,481.85,145.64,154.28,119.8,138.95,610.72,545.0,747.22,411.53,220.57
hsa-miR-141-5p,14.97,13.27,5.52,6.24,11.71,25.15,30.26,35.9,19.27,16.39
hsa-miR-142-3p,16.16,4.76,11.61,17.91,8.81,15.48,6.84,15.67,13.02,17.76
hsa-miR-142-5p,48.6,27.19,32.42,42.52,119.93,328.24,95.46,176.37,115.22,158.1
hsa-miR-143-3p,2227.57,5351.97,3116.56,4839.21,21224.65,15466.24,6507.58,14171.6,17338.97,38505.95
hsa-miR-143-5p,4.99,6.32,8.03,19.44,63.17,8.83,8.5,31.2,49.86,46.32
hsa-miR-144-3p,9.11,3.3,6.87,17.32,28.73,32.39,4.42,8.83,10.15,37.13
hsa-miR-144-5p,1.95,0.55,2.23,5.54,3.9,5.3,2.08,2.71,2.47,6.09
hsa-miR-145-3p,5.75,13.46,9.2,10.96,70.58,59.56,45.02,65.39,65.75,125.69
hsa-miR-145-5p,11.5,8.7,23.91,38.87,81.19,16.07,14.17,45.87,97.77,52.53
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.0,0.25
hsa-miR-1469,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-146a-3p,0.65,0.64,0.19,0.24,0.2,0.67,1.75,2.14,0.39,0.87
hsa-miR-146a-5p,191.03,335.69,122.73,227.35,611.76,599.02,1726.05,2285.83,853.91,1376.58
hsa-miR-146b-3p,1.41,1.37,1.16,0.35,0.6,0.76,1.75,2.85,2.08,0.87
hsa-miR-146b-5p,255.03,319.85,130.57,114.26,285.71,244.2,355.91,313.14,531.56,702.45
hsa-miR-147a,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-147b-3p,1.3,1.92,0.77,0.82,4.3,0.93,5.09,5.41,3.65,4.47
hsa-miR-147b-5p,0.11,0.18,0.1,0.24,0.1,0.34,0.0,0.57,0.26,0.25
hsa-miR-148a-3p,10307.35,47268.84,9714.96,7675.99,39935.09,5574.0,10754.2,25066.81,53955.04,28201.2
hsa-miR-148a-5p,4.56,8.7,5.71,4.71,16.22,7.57,7.5,15.1,12.63,13.16
hsa-miR-148b-3p,477.19,477.95,443.01,323.23,582.83,323.11,415.11,764.18,1784.76,543.6
hsa-miR-148b-5p,19.09,12.63,9.68,6.6,6.91,10.43,10.0,12.11,13.8,10.06
hsa-miR-149-3p,0.54,0.92,0.29,0.59,0.2,1.85,0.83,0.57,0.91,1.61
hsa-miR-149-5p,116.61,43.67,54.01,66.2,50.45,347.92,254.7,86.05,198.15,183.31
hsa-miR-150-3p,0.11,0.0,0.0,0.0,0.0,0.5,0.75,0.28,0.0,0.0
hsa-miR-150-5p,3.36,0.27,0.68,1.77,2.5,3.7,2.58,1.0,1.56,8.94
hsa-miR-151a-3p,1539.5,2358.7,440.2,456.58,2257.53,1243.64,4396.61,3822.02,2164.65,3609.37
hsa-miR-151a-5p,20.29,9.89,12.29,19.08,24.43,27.0,46.77,11.97,34.24,47.19
hsa-miR-151b,9.22,3.66,0.48,1.18,4.6,16.66,3.42,17.95,1.3,3.73
hsa-miR-152-3p,248.3,303.1,196.0,184.59,539.78,334.97,533.25,1483.33,633.63,646.44
hsa-miR-152-5p,0.54,0.73,0.48,0.94,1.4,0.25,0.58,0.85,1.04,1.49
hsa-miR-153-3p,0.11,0.09,0.0,0.0,0.2,0.08,0.08,0.28,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.14,0.13,0.25
hsa-miR-1538,0.0,0.18,0.0,0.0,0.1,0.25,0.92,0.71,0.0,0.62
hsa-miR-154-3p,0.76,0.46,1.06,2.12,2.6,2.52,2.17,3.85,2.6,3.35
hsa-miR-154-5p,4.99,1.83,6.97,7.07,31.93,2.19,8.67,14.53,30.46,21.36
hsa-miR-155-5p,30.7,32.77,19.75,9.78,35.64,31.8,32.68,49.01,32.16,24.09
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-15a-5p,1.3,0.37,0.48,2.12,5.51,3.53,2.58,4.84,2.6,0.87
hsa-miR-15b-3p,3.8,3.66,5.61,4.48,19.52,7.15,7.42,14.67,16.14,20.74
hsa-miR-15b-5p,9.55,4.39,10.55,16.84,51.56,36.59,58.61,48.72,125.11,107.8
hsa-miR-16-1-3p,0.0,0.09,0.19,0.0,0.2,0.0,0.0,0.0,0.13,0.12
hsa-miR-16-2-3p,34.28,26.09,30.97,21.2,103.01,166.05,100.71,121.66,148.94,187.78
hsa-miR-16-5p,57.93,18.58,51.01,52.18,218.54,135.77,189.17,172.52,225.88,211.26
hsa-miR-17-3p,0.98,0.18,0.19,0.12,0.3,0.84,0.17,1.0,0.65,0.75
hsa-miR-17-5p,57.06,7.78,60.49,50.3,152.16,85.63,94.13,64.11,183.83,175.61
hsa-miR-181a-2-3p,65.63,55.02,16.84,19.55,11.31,284.75,267.46,201.16,56.11,83.71
hsa-miR-181a-3p,3.69,5.68,2.9,4.12,10.11,11.44,6.09,17.38,11.85,10.81
hsa-miR-181a-5p,1002.98,683.83,414.94,416.65,1135.42,2993.18,5303.28,6628.56,1598.72,2257.38
hsa-miR-181b-2-3p,0.87,0.46,0.68,0.35,0.5,2.36,1.67,1.99,1.69,1.12
hsa-miR-181b-3p,0.22,0.37,0.1,0.35,0.5,0.76,0.67,0.57,0.13,0.25
hsa-miR-181b-5p,139.61,147.93,74.63,66.44,322.85,434.82,790.7,1237.16,337.45,402.27
hsa-miR-181c-3p,2.17,1.37,0.48,0.35,1.0,3.11,4.92,7.98,4.56,1.37
hsa-miR-181c-5p,1.3,0.46,0.29,0.47,0.7,1.01,3.33,1.71,1.95,1.61
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.0,0.12
hsa-miR-181d-5p,7.05,9.61,3.19,2.47,11.51,12.79,39.68,55.99,23.69,21.49
hsa-miR-182-3p,0.22,0.18,0.19,0.12,0.2,1.51,1.25,2.14,0.52,0.87
hsa-miR-182-5p,71.05,67.28,46.56,30.39,23.73,49.04,45.02,54.14,81.5,57.13
hsa-miR-183-3p,0.22,0.0,0.0,0.12,0.3,0.17,0.42,0.43,0.13,0.87
hsa-miR-183-5p,41.33,38.63,32.04,17.43,33.24,29.27,36.77,30.2,86.97,52.29
hsa-miR-184,45.23,61.97,16.45,11.07,13.91,44.16,97.8,32.2,86.05,77.0
hsa-miR-1843,5.97,6.77,1.84,2.24,6.71,26.25,34.93,26.21,7.55,24.09
hsa-miR-185-3p,1.63,1.65,1.74,1.41,3.0,6.48,4.67,8.12,6.12,6.09
hsa-miR-185-5p,61.4,33.23,35.62,44.06,63.47,66.96,65.86,86.9,88.53,138.85
hsa-miR-186-5p,401.69,158.92,150.32,121.1,292.92,567.98,658.89,633.25,466.47,411.09
hsa-miR-187-3p,1.52,1.1,0.39,2.12,1.2,7.91,4.67,3.85,1.3,6.83
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.13,0.37
hsa-miR-188-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.13,0.12
hsa-miR-188-5p,1.41,2.2,0.87,0.82,3.2,6.06,6.59,15.24,4.43,4.47
hsa-miR-18a-3p,0.33,0.27,0.19,0.47,2.0,0.84,2.0,1.14,1.69,2.36
hsa-miR-18a-5p,1.3,0.18,0.77,1.06,2.1,0.59,0.42,0.71,2.34,2.48
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.28,0.0,0.25
hsa-miR-18b-5p,0.11,0.09,0.0,0.12,0.5,0.25,0.08,0.14,0.13,0.0
