miRNA,SRR13272870,SRR13272871,SRR13272872,SRR13272873,SRR13272874,SRR13272875
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.14,0.0
hsa-let-7a-3p,0.11,2.72,2.4,0.43,4.52,2.96
hsa-let-7a-5p,19.04,629.92,309.43,78.29,511.34,243.11
hsa-let-7b-3p,0.0,0.1,0.0,0.0,0.21,0.07
hsa-let-7b-5p,12.53,202.73,80.02,55.0,60.71,33.7
hsa-let-7c-5p,1.24,43.95,5.86,8.7,2.67,4.19
hsa-let-7d-3p,0.28,12.47,1.87,3.01,1.92,1.15
hsa-let-7d-5p,4.1,134.25,68.21,6.55,59.41,27.42
hsa-let-7e-3p,0.06,0.4,0.0,0.0,0.75,0.58
hsa-let-7e-5p,0.9,18.1,7.19,2.82,3.7,1.08
hsa-let-7f-1-3p,0.06,0.3,0.09,0.0,0.82,0.22
hsa-let-7f-5p,4.21,318.68,148.23,19.66,637.96,359.64
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.14
hsa-let-7g-5p,4.55,163.92,75.49,7.6,413.61,276.15
hsa-let-7i-3p,0.0,0.3,0.0,0.0,0.0,0.07
hsa-let-7i-5p,4.83,161.3,55.33,8.37,229.49,150.67
hsa-miR-1-3p,0.0,0.91,0.62,0.0,0.41,0.65
hsa-miR-100-5p,1.8,43.84,19.54,3.54,46.13,26.84
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-101-3p,0.0,0.2,0.0,0.05,0.0,0.22
hsa-miR-10394-3p,0.45,0.0,0.0,0.05,0.0,0.0
hsa-miR-10394-5p,0.17,0.0,0.0,0.19,0.0,0.0
hsa-miR-10395-3p,0.28,0.0,0.0,0.86,0.0,0.14
hsa-miR-10396a-3p,8.09,1.11,0.0,3.49,2.26,1.8
hsa-miR-10396b-3p,1.74,0.0,0.53,15.78,2.74,3.46
hsa-miR-10397-3p,0.0,0.2,0.0,0.0,0.0,0.07
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-10399-3p,0.0,66.67,45.47,0.53,35.8,33.77
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-103a-3p,0.0,1.61,0.0,0.1,0.89,1.08
hsa-miR-10401-3p,11.29,13.78,24.69,28.07,7.67,10.17
hsa-miR-10401-5p,0.0,0.6,0.18,1.15,0.0,0.65
hsa-miR-105-3p,0.06,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.34,0.07
hsa-miR-10522-5p,0.0,0.0,0.18,0.0,0.21,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.18,0.0,0.41,0.22
hsa-miR-106b-5p,0.06,0.0,0.0,0.0,0.62,0.72
hsa-miR-107,0.06,0.3,0.0,0.05,0.14,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.34,0.0
hsa-miR-10a-5p,0.0,15.69,3.91,0.14,2.74,1.73
hsa-miR-10b-3p,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.06,9.45,1.6,0.05,0.07,0.0
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.14,0.22
hsa-miR-11181-5p,0.0,0.0,0.0,0.0,0.55,0.58
hsa-miR-1180-3p,1.4,13.27,11.28,4.5,5.48,4.11
hsa-miR-1180-5p,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.0,0.09,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-1185-5p,0.0,0.2,0.27,0.0,1.16,0.0
hsa-miR-1197,0.06,0.0,0.27,0.0,0.0,0.0
hsa-miR-12127,0.06,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.06,2.51,0.27,0.0,0.34,1.44
hsa-miR-122-3p,0.62,0.6,0.36,8.42,0.0,0.14
hsa-miR-122-5p,13.71,64.66,10.39,95.7,2.87,0.36
hsa-miR-1226-3p,0.0,0.4,0.36,0.1,0.68,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.07
hsa-miR-1236-5p,0.0,0.0,0.36,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.27,0.79
hsa-miR-1238-3p,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.06,32.28,0.0,0.05,0.89,0.0
hsa-miR-1244,0.0,0.0,0.18,0.0,1.44,0.22
hsa-miR-1246,1.52,42.14,19.36,3.3,43.26,22.51
hsa-miR-1248,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.06,0.1,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-1251-5p,0.11,0.0,0.0,0.05,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.07,0.07
hsa-miR-125a-5p,0.79,16.19,1.95,3.83,4.72,1.66
hsa-miR-125b-1-3p,0.0,1.31,0.62,0.0,0.41,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,1.57,0.72
hsa-miR-125b-5p,0.45,8.04,1.42,0.77,1.71,0.87
hsa-miR-126-3p,0.62,121.78,35.08,0.67,13.76,13.64
hsa-miR-126-5p,0.11,0.2,0.36,0.0,0.0,0.43
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-1260b,0.11,0.0,0.0,0.0,0.0,0.07
hsa-miR-1262,0.0,0.0,0.0,0.05,0.0,0.36
hsa-miR-1268a,0.0,0.8,0.0,0.0,0.21,0.0
hsa-miR-1268b,0.0,0.0,0.44,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-127-3p,0.73,64.86,23.62,9.33,18.34,12.63
hsa-miR-1273c,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.9,1.51,0.53,0.24,2.53,1.01
hsa-miR-1277-3p,0.06,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.06,0.0,0.0,0.0,0.07,0.22
hsa-miR-128-3p,0.0,2.41,2.04,0.05,1.98,1.08
hsa-miR-1281,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-1283,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.1,0.0,0.05,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1285-5p,0.28,0.1,0.0,0.0,3.49,0.43
hsa-miR-1287-5p,0.0,0.91,0.0,0.05,0.07,0.22
hsa-miR-129-5p,0.0,0.5,0.0,0.0,0.0,0.0
hsa-miR-1291,0.06,0.0,0.0,0.33,0.0,0.22
hsa-miR-1292-3p,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.18,0.1,0.0,0.0
hsa-miR-1294,0.0,0.0,0.09,0.0,0.0,0.14
hsa-miR-1299,0.0,0.2,0.0,0.0,0.14,0.0
hsa-miR-1301-3p,0.0,0.6,0.53,0.0,0.21,0.29
hsa-miR-1303,0.0,0.5,0.53,0.0,0.55,0.58
