miRNA,GSM3151945,GSM3151946,GSM3151947,GSM3151948,GSM3151949,GSM3151950,GSM3151951,GSM3151952,GSM3151953,GSM3151954,GSM3151955,GSM3151956,GSM3151957,GSM3151958,GSM3151959,GSM3151960,GSM3151961,GSM3151962,GSM3151963,GSM3151964,GSM3151965,GSM3151966,GSM3151967,GSM3151968,GSM3151969,GSM3151970,GSM3151971,GSM3151972
hsa-miR-3188,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3190-3p,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-5p,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.51,0.0,0.26,0.51,0.0,0.0,0.0,0.0
hsa-miR-3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.12,0.12,0.14,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.35,0.25,0.08,0.2,0.0,0.0,0.0,0.0,4.41,0.0
hsa-miR-3197,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3199,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.36,0.52,1.22,0.79,0.45,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.5,0.93,0.41,0.17,1.13,0.0,0.0,0.0,0.0
hsa-miR-32-5p,6.32,0.0,0.0,0.0,3.37,2.7,6.3,4.75,5.13,5.52,0.0,0.0,0.0,0.0,0.0,19.13,0.0,19.59,10.0,4.05,9.5,5.29,4.51,6.36,0.0,0.0,0.0,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.08,0.24,0.14,0.0,0.11,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.34,0.2,0.0,0.41,0.0,0.0,0.0,0.0
hsa-miR-3200-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.21,0.0,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.06,0.25,0.1,0.09,0.41,0.0,0.0,0.0,0.0
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,44.26,50.03,18.27,106.12,549.96,729.36,1034.55,582.99,826.88,1286.03,625.39,0.0,12.05,19.99,20.04,57.4,131.4,42.45,818.38,845.96,902.97,841.72,376.6,811.97,22.78,319.51,0.0,8.84
hsa-miR-320b,12.65,37.52,109.59,53.06,41.52,51.34,100.62,36.55,44.75,116.87,0.0,39.47,12.05,19.99,33.4,31.89,0.0,68.58,46.25,73.9,7.04,52.51,3.38,74.19,28.48,111.83,26.47,53.07
hsa-miR-320c,0.0,0.0,0.0,0.0,1.27,1.33,3.87,0.79,1.28,1.7,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,1.88,1.68,1.78,2.14,0.69,2.57,0.0,15.98,0.0,0.0
hsa-miR-320d,0.0,0.0,0.0,0.0,1.11,1.17,2.15,0.72,1.45,2.12,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,2.35,1.5,1.1,1.83,0.61,1.85,0.0,0.0,0.0,0.0
hsa-miR-320e,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,6.32,6.25,0.0,26.53,3.49,9.06,1.93,10.36,2.95,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,5.73,5.68,5.49,3.64,19.19,0.0,0.0,0.0,0.0
hsa-miR-323a-5p,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.37,0.42,0.1,0.26,0.72,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,0.0,18.27,145.91,0.95,8.82,6.52,11.87,3.85,9.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,12.24,9.22,5.09,6.0,4.95,29.24,0.0,79.88,0.0,0.0
hsa-miR-323b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,18.27,0.0,1.47,4.87,5.3,3.02,2.79,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,4.17,5.26,5.29,1.91,5.34,0.0,15.98,0.0,0.0
hsa-miR-324-5p,6.32,0.0,0.0,0.0,0.99,1.81,1.65,1.37,0.95,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.99,3.9,1.22,0.61,1.85,0.0,0.0,0.0,0.0
hsa-miR-326,0.0,0.0,0.0,0.0,0.24,0.4,1.36,0.65,0.17,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.56,0.51,0.41,0.09,0.41,0.0,0.0,0.0,0.0
hsa-miR-328-3p,6.32,18.76,0.0,53.06,6.46,13.41,24.56,10.0,9.86,29.96,7.82,0.0,0.0,0.0,13.36,41.46,0.0,26.12,32.36,11.78,31.73,19.13,5.81,17.44,5.7,143.78,0.0,0.0
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.08,0.4,0.0,0.43,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.25,0.34,0.31,0.0,0.92,0.0,0.0,0.0,0.0
hsa-miR-329-5p,0.0,0.0,0.0,0.0,0.04,0.32,0.07,0.22,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.12,0.17,0.2,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,0.0,0.0,0.0,3.41,4.35,5.37,2.88,2.84,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,4.49,5.01,3.36,2.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.16,0.28,0.64,0.43,0.33,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.59,0.1,0.26,0.41,0.0,0.0,0.0,0.0
hsa-miR-331-3p,6.32,0.0,0.0,0.0,0.51,1.17,3.51,1.51,0.67,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,1.41,1.81,4.84,0.92,0.43,3.59,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,6.25,0.0,26.53,1.54,2.05,3.94,2.01,2.84,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,1.68,3.56,3.56,2.08,3.08,0.0,0.0,0.0,0.0
hsa-miR-335-3p,6.32,37.52,0.0,39.79,3.64,5.48,3.94,2.73,6.58,2.55,0.0,0.0,0.0,0.0,0.0,6.38,0.0,19.59,7.65,7.04,10.94,3.56,3.12,9.34,5.7,31.95,0.0,0.0
hsa-miR-335-5p,6.32,43.78,109.59,252.03,73.25,79.77,90.38,58.57,73.01,55.25,7.82,0.0,0.0,0.0,13.36,9.57,0.0,19.59,109.09,83.18,89.42,87.0,53.11,83.83,5.7,287.56,0.0,0.0
hsa-miR-337-3p,0.0,6.25,0.0,0.0,0.12,0.56,0.21,1.01,0.06,0.64,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.12,0.93,0.41,0.0,1.23,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.04,1.17,0.21,0.43,0.22,0.21,7.82,0.0,0.0,0.0,6.68,0.0,0.0,0.0,1.18,0.75,0.17,0.71,0.78,1.54,0.0,0.0,0.0,0.0
hsa-miR-338-3p,25.29,6.25,0.0,0.0,2.02,2.74,2.65,0.86,4.63,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.06,8.23,2.14,1.13,2.98,0.0,0.0,0.0,0.0
hsa-miR-338-5p,0.0,0.0,0.0,0.0,0.24,0.36,3.58,0.0,2.95,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,2.49,6.7,2.65,3.12,0.0,5.7,0.0,0.0,0.0
hsa-miR-339-3p,6.32,0.0,0.0,26.53,18.42,33.46,41.75,24.9,27.81,47.39,7.82,0.0,0.0,0.0,20.04,3.19,0.0,19.59,54.84,39.44,56.59,30.32,24.73,60.54,0.0,63.9,0.0,0.0
hsa-miR-339-5p,0.0,0.0,0.0,13.26,1.62,3.91,4.65,2.23,1.62,4.67,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,4.0,5.17,10.86,4.48,2.52,9.44,0.0,15.98,0.0,0.0
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.28,0.28,0.36,0.5,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.44,0.76,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,2.73,3.7,6.52,2.88,3.29,2.97,0.0,0.0,0.0,4.0,0.0,3.19,0.0,3.27,3.88,3.49,5.26,4.78,2.34,6.46,0.0,0.0,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,0.0,0.0,0.0,0.0,1.66,2.25,2.51,1.51,2.23,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,2.59,1.68,4.24,2.54,1.65,4.72,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.0,0.0,0.0,0.28,0.24,0.72,0.58,0.22,0.42,0.0,0.0,0.0,0.0,20.04,0.0,0.0,9.8,0.71,0.12,0.93,0.61,0.17,0.41,5.7,0.0,0.0,0.0
hsa-miR-340-5p,18.97,31.27,54.8,252.03,105.06,159.18,205.46,168.88,119.99,131.96,23.45,0.0,0.0,0.0,6.68,22.32,0.0,9.8,186.06,154.03,227.55,165.76,128.77,205.02,22.78,95.85,0.0,0.0
hsa-miR-342-3p,12.65,0.0,0.0,13.26,35.1,39.42,21.27,26.7,47.43,20.4,0.0,0.0,0.0,0.0,33.4,3.19,0.0,3.27,38.48,18.63,16.88,8.24,38.35,11.18,11.39,31.95,0.0,4.42
hsa-miR-342-5p,0.0,6.25,0.0,13.26,21.71,20.01,9.1,20.29,30.54,8.07,0.0,0.0,0.0,0.0,0.0,3.19,0.0,6.53,21.65,7.23,9.5,5.39,15.97,5.34,5.7,0.0,0.0,0.0
hsa-miR-345-5p,0.0,12.51,0.0,79.59,13.35,21.82,54.0,18.35,20.95,49.72,7.82,0.0,0.0,0.0,20.04,22.32,0.0,16.33,19.54,20.87,31.31,23.71,17.44,43.61,5.7,47.93,0.0,4.42
hsa-miR-34a-5p,25.29,0.0,0.0,0.0,0.36,0.32,0.93,0.58,0.39,0.21,15.63,0.0,0.0,0.0,0.0,3.19,0.0,6.53,0.24,0.37,0.85,0.92,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-34b-3p,12.65,0.0,18.27,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34b-5p,25.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,15.98,0.0,0.0
hsa-miR-34c-3p,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,221.29,0.0,0.0,39.79,0.24,0.08,0.14,0.36,0.11,0.21,54.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.2,0.43,0.0,0.0,63.9,0.0,0.0
hsa-miR-3605-3p,0.0,6.25,0.0,13.26,0.04,0.04,0.43,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.47,0.12,0.59,0.71,0.0,0.21,5.7,0.0,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,1.15,1.57,3.37,1.37,1.62,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,1.93,3.14,1.12,2.08,1.64,0.0,63.9,0.0,0.0
hsa-miR-3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,6.32,12.51,36.53,0.0,9.11,15.58,16.61,12.66,13.26,9.56,15.63,0.0,0.0,0.0,6.68,12.76,0.0,6.53,16.59,8.22,23.16,10.48,6.59,17.44,11.39,31.95,0.0,0.0
hsa-miR-361-5p,0.0,12.51,18.27,66.32,13.19,22.47,26.57,15.18,18.45,17.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,26.13,20.56,33.6,16.28,11.11,28.22,0.0,63.9,0.0,0.0
hsa-miR-3611,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.43,0.17,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.04,0.1,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,0.95,1.77,1.86,2.16,2.28,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,1.88,0.93,2.88,0.92,2.86,0.62,0.0,0.0,0.0,0.0
hsa-miR-3614-3p,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.29,0.28,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.17,0.1,0.26,0.21,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,0.0,0.0,6.46,18.76,43.4,13.82,10.64,46.32,0.0,0.0,0.0,0.0,0.0,12.76,0.0,13.06,28.71,22.93,27.23,32.66,6.86,40.02,0.0,15.98,0.0,0.0
hsa-miR-3617-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3617-5p,0.0,0.0,0.0,0.0,0.08,0.08,0.21,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-3619-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3619-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-362-5p,0.0,6.25,0.0,0.0,0.12,0.08,0.07,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,3.19,0.0,3.27,0.47,0.19,0.25,0.1,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-3620-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-363-3p,12.65,31.27,54.8,119.38,37.55,40.63,116.88,53.75,44.03,123.25,0.0,0.0,0.0,0.0,6.68,86.11,0.0,48.98,84.85,52.53,81.02,85.88,32.54,84.86,11.39,175.73,0.0,0.0
hsa-miR-363-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.41,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-3648,0.0,6.25,0.0,0.0,0.04,0.08,0.0,0.22,0.17,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,22.86,0.12,0.06,0.08,0.1,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3661,0.0,0.0,0.0,0.0,0.16,0.32,0.21,0.07,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.19,0.34,0.31,0.17,0.92,0.0,0.0,0.0,0.0
hsa-miR-3663-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,18.97,6.25,0.0,0.0,0.51,0.28,0.64,0.29,0.84,1.91,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.71,0.81,0.93,1.93,0.69,1.64,0.0,0.0,0.0,4.42
hsa-miR-3667-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3675-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.43,0.29,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.12,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-3677-3p,0.0,0.0,0.0,0.0,0.04,0.28,0.07,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.12,0.0,0.0,0.17,0.41,0.0,0.0,0.0,0.0
hsa-miR-3678-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3678-5p,0.0,0.0,0.0,0.0,0.08,0.12,0.07,0.07,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.12,0.51,0.31,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.32,0.36,0.36,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.44,0.93,0.41,0.35,1.13,0.0,0.0,0.0,0.0
hsa-miR-3680-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3682-3p,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3684,0.0,0.0,0.0,0.0,0.28,0.28,0.21,0.43,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.34,0.31,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-3685,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0,0.0,0.16,0.04,0.07,0.43,0.28,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.08,0.81,0.26,0.31,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.0,0.0,53.06,3.13,8.78,3.65,11.8,3.12,2.34,23.45,0.0,0.0,4.0,0.0,0.0,0.0,6.53,13.18,5.86,6.45,4.07,5.47,17.96,0.0,0.0,0.0,4.42
hsa-miR-369-5p,0.0,0.0,0.0,26.53,1.78,5.32,2.72,6.55,1.23,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,3.74,4.75,2.85,2.69,13.24,0.0,0.0,0.0,0.0
hsa-miR-3690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3691-5p,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.07,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.06,0.51,0.2,0.26,0.31,0.0,0.0,0.0,0.0
hsa-miR-370-3p,0.0,0.0,0.0,0.0,0.28,1.77,0.14,1.08,0.22,0.21,7.82,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.94,1.43,0.59,0.61,0.43,4.93,0.0,0.0,0.0,0.0
hsa-miR-370-5p,0.0,0.0,0.0,0.0,0.04,0.16,0.29,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.25,0.34,0.41,0.0,0.82,0.0,0.0,0.0,0.0
hsa-miR-371a-3p,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-371a-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-371b-5p,0.0,0.0,0.0,0.0,0.32,0.44,0.21,0.07,0.28,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,0.87,0.0,0.0,0.0,0.0,0.0
hsa-miR-372-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,3.27,0.24,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-373-3p,0.0,0.0,0.0,0.0,0.16,0.24,1.15,0.36,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.47,0.75,0.59,0.1,0.26,0.21,0.0,15.98,0.0,0.0
hsa-miR-374a-3p,6.32,6.25,0.0,13.26,0.51,0.68,0.64,0.79,0.61,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.59,1.06,0.56,1.53,0.71,0.35,1.44,5.7,0.0,0.0,0.0
