miRNA,SRR10078125,SRR10078126,SRR10078127,SRR10078128,SRR10078129,SRR10078130,SRR10078131,SRR10078132,SRR10078133,SRR10078134,SRR10078135,SRR10078136
hsa-let-7a-3p,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,35.0,61.0,13.0,55.0
hsa-let-7a-5p,20558.0,42577.0,15983.0,15194.0,29706.0,15007.0,10194.0,18948.0,30269.0,29199.0,28361.0,12796.0
hsa-let-7b-3p,10.0,28.0,0.0,157.0,64.0,0.0,17.0,108.0,91.0,105.0,77.0,58.0
hsa-let-7b-5p,8672.0,12795.0,5597.0,4694.0,13348.0,5451.0,4009.0,5030.0,13287.0,8732.0,8924.0,1880.0
hsa-let-7c-5p,337.0,461.0,137.0,257.0,298.0,420.0,129.0,235.0,546.0,1374.0,1139.0,178.0
hsa-let-7d-3p,762.0,1114.0,717.0,1764.0,881.0,1230.0,332.0,556.0,1000.0,683.0,1108.0,427.0
hsa-let-7d-5p,338.0,605.0,253.0,140.0,585.0,182.0,219.0,132.0,526.0,1064.0,411.0,211.0
hsa-let-7e-3p,0.0,31.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,502.0,1185.0,694.0,1387.0,690.0,1014.0,408.0,1081.0,660.0,892.0,1170.0,1088.0
hsa-let-7f-1-3p,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
hsa-let-7f-5p,41070.0,98861.0,35818.0,30011.0,60393.0,41496.0,22736.0,32006.0,59056.0,66512.0,68374.0,26999.0
hsa-let-7g-5p,4510.0,7691.0,2540.0,2118.0,6371.0,3562.0,1886.0,3102.0,8080.0,7952.0,5009.0,1874.0
hsa-let-7i-3p,25.0,74.0,0.0,0.0,6.0,0.0,0.0,30.0,56.0,23.0,16.0,0.0
hsa-let-7i-5p,13422.0,24103.0,11038.0,7000.0,19088.0,13652.0,7577.0,17663.0,20633.0,23881.0,22896.0,7116.0
hsa-miR-1-3p,21.0,49.0,0.0,11.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,111.0,232.0,124.0,184.0,517.0,662.0,245.0,66.0,686.0,302.0,816.0,182.0
hsa-miR-101-3p,5175.0,9411.0,3219.0,7419.0,8739.0,10978.0,5531.0,15473.0,13266.0,20441.0,19132.0,11943.0
hsa-miR-101-5p,0.0,86.0,0.0,0.0,9.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
hsa-miR-10399-3p,0.0,31.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,7012.0,6050.0,120.0,0.0,11821.0,11288.0,9689.0,3.0,12658.0,6673.0,16920.0,2306.0
hsa-miR-10401-3p,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,42.0,0.0,1.0,0.0,33.0,0.0,61.0,15.0,0.0
hsa-miR-106b-3p,1343.0,1550.0,1450.0,1662.0,2511.0,1296.0,1446.0,2531.0,2158.0,2874.0,3021.0,1319.0
