miRNA,SRR28698627,SRR28698628,SRR28698629,SRR28698630,SRR28698631,SRR28698632,SRR28698633,SRR28698634,SRR28698635,SRR28698636,SRR28698637,SRR28698638,SRR28698639,SRR28698640,SRR28698641,SRR28698642,SRR28698643,SRR28698644,SRR28698645,SRR28698646,SRR28698647,SRR28698648,SRR28698649,SRR28698650,SRR28698651
hsa-miR-2277-5p,0.0,0.4,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,11.61,0.0,5.3,0.0,0.0,9.24,0.0,0.0,1.54,0.3,0.0,0.0,0.0,0.0
hsa-miR-2278,2.9,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,4.35,12.46,4.5,1.65,4.0,4.06,1.79,0.82,7.26,0.0,3.35,0.0,4.4,0.0,0.0,4.11,0.0,0.24,0.0,6.16,7.72,0.0,9.58,5.06,13.8
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,300.33,604.75,351.79,178.22,569.41,302.26,223.86,258.44,288.68,208.61,222.77,233.9,261.53,163.32,187.97,94.31,160.11,150.16,134.1,354.95,467.83,118.68,522.57,318.7,292.1
hsa-miR-23a-5p,4.71,3.22,2.61,5.29,2.5,2.03,0.0,0.82,0.25,0.0,1.67,1.79,1.17,1.06,9.27,6.33,19.24,0.96,4.47,3.85,5.35,3.2,2.56,2.53,4.6
hsa-miR-23b-3p,73.9,121.83,40.04,47.94,70.8,137.05,57.31,90.66,81.12,204.8,178.11,151.76,113.6,136.28,152.48,119.95,144.71,83.21,32.78,58.52,107.23,72.13,50.47,81.95,59.8
hsa-miR-23b-5p,11.23,20.1,20.61,3.64,15.01,14.52,5.37,16.0,18.78,0.0,10.61,0.0,24.07,11.67,9.27,6.01,11.55,13.15,20.86,9.24,0.3,6.75,17.25,23.27,0.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,5.07,9.25,10.66,1.32,2.25,1.16,16.12,2.46,12.02,36.2,5.58,0.0,1.47,0.53,0.0,0.0,0.0,3.35,1.12,3.08,9.21,5.69,7.03,14.67,8.05
hsa-miR-24-2-5p,37.31,75.19,55.91,37.69,93.32,58.94,42.98,66.05,83.12,15.24,59.18,37.49,97.45,95.98,54.66,47.47,59.27,68.38,77.11,56.98,72.48,35.18,102.21,52.61,57.5
hsa-miR-24-3p,1597.27,2285.1,2516.07,924.51,2452.51,1311.53,1547.32,1470.22,1466.67,783.95,1237.81,977.54,1100.14,1608.31,1194.61,1252.33,1225.43,1342.35,803.11,1713.9,2042.39,1043.29,665.67,1128.1,2318.37
hsa-miR-25-3p,9328.95,6183.39,6376.06,5674.03,8326.47,7083.78,4312.44,4482.05,5925.52,2873.84,1987.64,2571.96,6180.24,2734.07,3309.87,2657.84,2569.41,3690.14,5892.56,6331.28,6179.75,4667.78,8723.96,5316.75,4561.99
hsa-miR-25-5p,21.37,14.88,14.21,12.9,13.01,32.81,7.16,15.59,18.03,38.1,13.4,36.6,33.76,10.61,8.31,18.99,30.02,12.43,19.74,9.24,10.99,11.02,20.44,10.12,9.2
hsa-miR-2681-5p,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-3p,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,0.0,0.0,1.32,0.5,0.0,0.0,0.82,1.0,3.81,0.0,6.25,0.0,1.59,0.0,2.85,11.55,3.35,0.0,0.0,0.89,2.84,1.28,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.8,1.66,1.98,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,2.9,0.0,0.47,0.33,0.25,0.87,0.0,1.64,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,3.59,0.37,0.77,4.75,2.49,5.11,0.0,0.0
hsa-miR-26a-5p,12545.59,8582.68,8019.17,14185.07,9693.2,7942.94,5394.14,7779.38,5579.01,11463.92,9091.78,8753.22,5058.96,6730.72,16151.38,3511.4,5818.5,6404.24,5832.96,8345.46,8811.46,5785.69,10872.37,4482.56,7254.11
hsa-miR-26b-3p,1.09,3.22,2.13,0.33,4.0,3.77,0.0,3.28,1.5,0.0,0.0,6.25,0.59,1.59,0.0,0.0,0.0,7.89,0.0,2.31,5.35,0.0,2.56,0.0,1.15
hsa-miR-26b-5p,4155.66,1740.66,3462.24,5386.03,2610.87,2754.01,1192.73,2297.63,2521.48,1037.33,1439.36,851.66,1673.7,946.53,2137.32,425.04,631.19,1277.79,1240.79,1930.26,1853.48,1389.75,2503.6,1588.96,2069.97
hsa-miR-27a-3p,2218.57,4497.41,2888.71,1998.14,4917.03,3296.4,2213.53,2580.68,2735.3,732.51,2736.91,1313.21,3318.63,3054.35,1965.66,739.62,1641.87,4609.98,2244.68,5184.83,2905.27,2256.07,4677.57,4463.34,3255.61
hsa-miR-27a-5p,24.27,25.33,8.77,18.19,37.78,9.29,17.91,14.77,18.53,0.0,30.15,33.03,14.09,10.61,22.06,37.35,25.4,37.3,27.19,29.26,33.56,43.71,18.53,11.13,24.15
hsa-miR-27b-3p,952.42,1690.8,2187.74,692.39,2450.01,2121.04,2018.32,1558.42,1797.41,2468.05,1968.1,2036.32,2745.66,1885.11,1942.0,845.01,2099.86,1503.98,1056.41,1613.04,2151.11,916.07,3077.28,4571.6,855.59
hsa-miR-27b-5p,8.69,2.81,2.37,1.98,4.75,4.65,3.58,5.74,1.25,0.0,6.7,0.0,5.58,2.12,7.03,0.0,17.7,1.2,3.35,4.62,2.67,3.2,2.56,0.51,3.45
hsa-miR-28-3p,288.37,405.71,290.67,206.66,405.54,193.96,166.55,296.18,201.8,227.66,99.38,156.23,181.69,120.9,159.2,183.56,114.69,123.38,105.42,494.31,200.5,186.2,346.89,345.01,188.6
hsa-miR-28-5p,63.4,57.5,40.98,39.68,44.78,24.97,19.7,40.2,16.27,39.05,35.17,41.07,22.31,21.74,31.33,17.41,22.32,19.37,13.04,44.66,46.93,34.47,37.69,15.68,36.8
hsa-miR-296-3p,3.26,1.21,0.0,2.65,0.25,2.9,0.0,0.0,0.0,0.0,0.56,13.39,2.94,0.0,0.0,0.95,29.25,0.72,0.0,0.77,3.27,0.0,5.75,0.51,3.45
hsa-miR-296-5p,1.09,0.0,0.47,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,1.19,1.42,0.0,1.01,0.0
hsa-miR-299-3p,0.0,0.4,0.0,0.0,1.0,0.0,3.58,0.0,0.0,0.0,0.0,16.07,0.59,0.0,7.35,0.0,0.0,0.0,0.37,1.54,0.3,0.0,1.28,0.0,0.0
hsa-miR-299-5p,0.0,0.4,0.0,0.66,0.0,1.74,0.0,0.41,0.0,0.0,19.54,12.5,0.0,7.95,8.63,5.7,0.0,0.0,6.7,0.0,0.0,0.0,0.64,0.0,1.15
hsa-miR-29a-3p,275.69,889.43,497.96,278.08,480.34,577.52,300.87,475.03,453.92,1317.37,901.14,1285.53,1216.38,996.91,681.54,415.54,1041.46,1063.07,520.75,402.68,1259.42,413.97,631.81,684.45,274.85
hsa-miR-29a-5p,0.0,0.0,0.24,0.0,1.0,1.45,0.0,0.0,0.75,0.0,12.84,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,1.98,0.0,0.29,0.0,1.23,0.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.71,0.0,0.0,0.0
hsa-miR-29b-2-5p,3.26,2.41,1.42,1.65,0.5,0.0,0.0,2.46,2.0,4.76,0.0,9.82,1.17,7.95,5.11,0.63,0.0,0.72,7.08,0.0,7.72,0.36,0.0,0.0,0.0
hsa-miR-29b-3p,19.56,47.04,23.45,30.75,22.52,27.29,19.7,29.54,17.78,26.67,18.98,116.05,31.11,51.97,31.33,43.67,43.11,27.5,17.13,20.79,81.68,32.69,28.11,13.15,16.1
hsa-miR-29c-3p,10.51,16.08,7.11,10.91,14.01,18.29,7.16,5.74,5.76,11.43,10.61,36.6,10.27,46.66,32.29,4.11,36.18,28.69,27.56,3.08,23.17,5.69,11.5,15.18,2.3
hsa-miR-29c-5p,1.81,1.61,2.61,2.98,3.5,4.94,10.75,5.33,3.0,0.0,13.96,13.39,3.23,5.3,0.32,3.8,0.0,6.46,7.08,3.08,10.99,2.49,2.56,1.52,3.45
hsa-miR-301a-3p,2.17,0.4,0.24,0.0,0.0,1.74,1.79,0.0,0.5,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.19,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,0.0,2.01,0.24,0.0,0.0,1.74,1.79,1.23,0.25,0.0,6.14,0.0,2.94,0.0,8.31,5.38,0.0,0.0,0.0,2.31,0.0,0.0,3.19,0.51,1.15
hsa-miR-301b-3p,0.0,0.4,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-3p,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.72,0.8,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,1.28,0.0,0.0
hsa-miR-3059-5p,1.45,1.61,0.24,0.0,0.5,4.94,0.0,0.41,1.25,2.86,0.0,9.82,0.0,0.0,6.71,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.92,0.0,0.0
hsa-miR-3064-5p,0.36,0.0,1.66,1.32,1.0,0.87,0.0,0.41,0.25,0.0,0.0,9.82,1.17,0.0,0.0,0.0,2.31,2.87,0.0,4.62,2.67,0.0,3.83,1.01,2.3
hsa-miR-3065-3p,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.64,1.52,2.3
hsa-miR-3085-3p,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,117.74,72.78,37.67,56.87,72.8,91.46,77.01,179.27,93.89,233.37,89.89,95.52,55.77,75.83,70.97,67.73,153.18,46.63,41.72,89.31,129.8,33.4,102.85,146.7,81.65
hsa-miR-30a-5p,473.86,1106.96,496.3,550.21,544.14,1040.34,548.01,642.81,751.11,2418.52,2058.55,2806.74,856.22,1661.87,1926.66,977.94,1294.71,961.21,690.99,632.13,1423.08,699.67,780.02,976.85,425.49
hsa-miR-30b-3p,10.87,2.01,0.95,6.28,1.75,4.36,5.37,4.51,3.25,0.0,0.0,0.0,0.88,3.18,17.58,2.53,15.39,5.74,4.1,1.54,9.51,3.2,3.83,4.55,3.45
hsa-miR-30b-5p,39.85,71.17,28.9,49.27,48.03,122.53,71.64,37.74,53.33,311.48,365.7,454.4,61.93,209.99,149.29,34.18,155.49,96.6,45.44,35.42,271.78,60.05,51.11,14.67,31.05
hsa-miR-30c-1-3p,6.16,4.42,3.55,2.98,5.25,0.58,1.79,2.46,2.25,11.43,3.91,0.0,0.88,2.65,0.0,3.8,14.63,3.59,2.61,2.31,3.86,6.04,7.03,3.04,8.05
hsa-miR-30c-2-3p,5.43,2.01,4.26,6.28,4.75,4.65,1.79,14.36,4.01,29.53,14.52,8.03,5.87,8.48,5.11,5.06,10.78,5.5,8.19,5.39,11.88,4.62,3.83,2.53,3.45
hsa-miR-30c-5p,541.24,554.49,369.56,603.11,502.86,459.92,320.57,438.52,290.43,1633.62,1057.47,965.04,245.98,801.24,902.75,373.14,483.4,534.88,580.35,415.77,754.46,583.12,446.55,226.63,271.4
hsa-miR-30d-3p,3.62,11.66,3.55,6.61,2.5,4.94,8.95,5.33,2.5,1.91,1.67,0.0,9.1,18.03,7.03,2.22,13.09,4.06,4.84,2.31,2.97,3.55,3.83,5.56,6.9
hsa-miR-30d-5p,4781.67,6798.59,6121.16,3699.03,6164.42,4263.28,3970.39,4665.82,4655.39,4939.92,3168.5,3906.59,4997.32,3755.37,5439.52,2591.06,2452.41,4283.36,4053.91,6996.51,6282.53,4702.25,7455.23,5967.82,3605.21
hsa-miR-30e-3p,195.27,279.45,187.15,253.94,290.96,177.7,127.15,363.04,165.75,203.85,86.54,78.56,151.75,152.72,104.85,49.37,48.49,153.98,139.31,296.43,160.99,167.37,235.09,124.45,189.75
hsa-miR-30e-5p,536.17,822.68,550.07,664.95,713.01,592.32,288.33,424.58,376.56,351.49,766.58,892.73,417.69,850.55,1224.02,594.99,580.39,1048.01,981.54,662.92,1363.67,859.57,985.73,770.45,524.39
hsa-miR-31-3p,0.0,0.4,0.71,0.0,0.0,2.9,0.0,0.41,0.5,0.0,0.0,7.14,2.05,0.0,0.0,0.0,3.08,1.67,0.0,0.0,0.0,1.78,0.0,0.0,0.0
hsa-miR-31-5p,1.81,2.01,6.16,10.91,6.25,8.13,1.79,4.51,8.01,32.39,27.92,16.96,4.7,11.67,11.51,9.49,18.47,16.74,1.12,4.62,20.79,6.04,5.75,2.53,1.15
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0
hsa-miR-3116,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3118,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,2.17,8.44,5.21,4.63,8.51,3.48,1.79,1.64,2.25,20.96,0.0,0.0,7.63,0.0,12.15,3.8,0.0,4.3,0.0,2.31,2.38,8.53,0.64,0.51,2.3
hsa-miR-3120-5p,6.88,0.0,6.4,0.99,11.76,0.0,0.0,0.41,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,8.57,7.7,5.35,0.0,3.83,1.01,0.0
hsa-miR-3121-3p,1.81,0.0,3.55,0.99,1.25,0.0,1.79,0.41,3.76,0.0,0.0,0.0,0.88,0.0,3.52,0.0,0.0,0.72,0.0,0.77,3.27,0.0,3.83,1.52,0.0
hsa-miR-3122,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.51,0.0
hsa-miR-3124-5p,1.09,1.21,4.97,0.0,0.75,8.71,0.0,0.41,1.0,0.0,0.0,2.68,0.29,4.24,0.0,0.0,0.0,3.83,0.0,0.0,1.49,0.0,1.28,2.02,0.0
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,2.41,1.66,1.32,0.75,0.0,0.0,1.64,1.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.49,2.13,0.64,0.0,0.0
hsa-miR-3127-5p,0.0,0.4,0.71,0.33,2.0,6.68,0.0,0.0,0.5,0.0,0.0,0.0,6.46,0.53,3.84,0.0,0.0,1.2,0.0,0.77,1.49,1.42,0.64,0.51,0.0
hsa-miR-3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.3,0.0,0.64,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,4.83,5.45,0.0,6.0,1.74,0.0,0.41,0.0,0.0,9.49,0.0,9.39,7.42,0.0,0.0,2.31,6.93,0.0,6.16,11.58,0.0,0.64,2.02,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,1.15
hsa-miR-3133,0.0,0.0,0.24,0.33,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,0.4,1.42,0.0,0.0,2.61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,2.84,1.28,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.71,0.0,0.0,0.29,1.79,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,1.54,0.0,0.0,0.0,0.0,0.0
hsa-miR-3137,0.0,0.0,0.71,0.0,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3138,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,3.99,8.44,8.77,3.64,7.26,4.36,3.58,3.69,2.75,0.0,2.79,0.0,5.58,2.12,4.48,9.49,1.54,5.02,4.47,0.0,2.38,18.12,9.58,2.53,3.45
hsa-miR-3143,4.71,2.01,5.45,0.0,2.25,5.23,1.79,3.28,2.0,0.0,0.0,0.0,2.64,10.08,14.39,0.0,0.0,0.0,0.0,0.77,4.46,0.0,3.83,0.0,0.0
hsa-miR-3144-5p,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
hsa-miR-3145-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,1.45,0.4,0.95,0.99,3.0,1.16,0.0,0.0,1.25,0.0,0.0,0.0,4.4,0.0,0.0,1.27,10.78,2.39,2.61,0.0,2.08,1.78,0.64,2.02,1.15
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.82,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0
hsa-miR-3150a-5p,0.72,1.61,1.18,6.28,6.5,1.16,0.0,1.64,1.25,0.0,0.0,0.0,3.23,0.0,0.0,3.8,0.0,2.87,2.61,0.77,1.19,4.97,0.0,1.01,2.3
hsa-miR-3150b-3p,0.0,4.02,7.11,0.66,8.76,11.03,0.0,0.0,2.25,0.0,0.0,0.0,3.52,1.06,0.0,5.06,0.0,4.06,6.7,4.62,0.0,0.36,0.64,0.51,1.15
hsa-miR-3150b-5p,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
hsa-miR-3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-3155a,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,3.62,6.43,3.79,0.0,8.76,3.19,1.79,1.64,0.5,0.0,0.0,0.0,0.29,2.65,2.24,0.32,0.77,3.83,6.7,0.77,0.0,0.36,3.83,3.04,1.15
hsa-miR-3157-5p,2.17,0.0,0.47,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,169.54,14.48,182.88,11.57,232.92,248.54,109.24,67.28,83.62,16.19,41.87,60.71,194.02,118.78,8.95,21.52,200.13,6.46,19.0,29.26,253.37,164.17,153.96,122.93,10.35
hsa-miR-3160-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0
hsa-miR-3160-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3161,0.0,0.0,2.61,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,3.16,0.0,0.0,0.0,4.62,0.0,0.0,0.0,1.01,0.0
hsa-miR-3163,7.61,0.0,3.32,9.26,1.75,7.55,0.0,4.92,1.25,0.0,0.0,0.0,4.4,1.06,0.0,0.0,0.0,0.24,0.0,3.08,3.27,2.13,0.0,0.51,1.15
hsa-miR-3164,2.54,1.21,1.18,0.0,1.0,0.0,1.79,1.23,1.25,0.0,2.79,0.0,3.52,0.0,0.0,1.58,0.0,1.2,0.0,2.31,0.3,2.13,1.92,0.51,1.15
hsa-miR-3165,1.09,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.15
hsa-miR-3168,3.99,0.0,1.9,1.65,0.25,0.87,0.0,0.41,2.75,152.41,3.35,21.43,3.82,4.77,7.67,7.28,73.9,4.78,8.19,2.31,10.69,2.13,0.64,0.51,0.0
hsa-miR-3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.4,1.66,0.66,9.51,7.55,0.0,4.51,6.76,18.1,3.91,0.89,2.64,3.18,0.0,0.0,0.0,3.83,0.0,1.54,0.59,2.84,0.64,3.04,0.0
hsa-miR-3174,2.17,2.41,0.95,1.32,1.75,0.29,0.0,2.46,0.5,0.0,0.0,0.0,1.17,4.24,0.0,2.85,0.0,0.0,0.0,0.77,0.59,0.0,0.64,0.0,1.15
hsa-miR-3175,0.0,0.0,0.24,4.3,1.0,0.0,1.79,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,1.81,0.8,1.9,0.0,1.5,0.29,0.0,0.41,0.25,0.0,0.0,0.0,0.0,0.0,3.52,1.58,0.0,2.87,5.21,0.0,4.46,1.42,0.64,0.0,3.45
hsa-miR-3177-3p,7.25,14.88,8.53,2.65,8.51,15.39,1.79,2.46,6.76,14.29,11.72,6.25,7.04,1.59,14.07,5.38,0.77,2.39,5.59,9.24,5.35,0.36,9.58,2.02,5.75
hsa-miR-3178,2.54,0.0,0.95,0.33,2.75,0.58,0.0,0.41,0.75,3.81,3.91,8.93,3.82,1.59,0.64,2.85,18.47,1.67,8.57,0.77,0.59,1.42,1.28,2.02,3.45
hsa-miR-3179,3.62,1.61,1.9,6.61,4.75,2.03,1.79,0.0,5.01,0.0,2.23,0.0,6.75,7.42,5.11,0.0,0.0,1.2,4.84,1.54,3.56,0.0,2.56,2.02,3.45
hsa-miR-3180,1.09,0.4,0.24,0.0,0.5,0.87,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.36,0.0,0.51,1.15
hsa-miR-3180-3p,0.0,0.0,1.18,0.99,0.5,0.29,0.0,0.41,0.75,0.0,0.0,0.0,0.88,1.06,0.0,0.0,8.47,0.48,3.35,0.0,3.56,1.07,0.0,1.01,0.0
hsa-miR-3180-5p,0.0,0.4,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,1.28,0.0,0.0
hsa-miR-3182,1.81,0.0,0.0,0.0,0.5,2.03,0.0,0.0,0.0,0.0,0.0,5.36,1.17,0.53,0.0,1.9,11.55,1.2,1.49,0.0,0.0,0.0,0.0,0.0,0.0
