miRNA,SRR29398059,SRR29398060,SRR29398061,SRR29398062,SRR29398063,SRR29398064,SRR29398065,SRR29398066,SRR29398067,SRR29398068,SRR29398069,SRR29398070,SRR29398071,SRR29398072,SRR29398073,SRR29398074,SRR29398075,SRR29398076,SRR29398077,SRR29398078,SRR29398079,SRR29398080,SRR29398081,SRR29398082,SRR29398083,SRR29398084,SRR29398085,SRR29398086,SRR29398087,SRR29398088,SRR29398089,SRR29398090,SRR29398091,SRR29398092,SRR29398093,SRR29398094,SRR29398095,SRR29398096,SRR29398097,SRR29398098,SRR29398099,SRR29398100,SRR29398101,SRR29398102,SRR29398103,SRR29398104,SRR29398105,SRR29398106,SRR29398107,SRR29398108,SRR29398109,SRR29398110,SRR29398111,SRR29398112,SRR29398113,SRR29398114,SRR29398115,SRR29398116,SRR29398117,SRR29398118,SRR29398119,SRR29398120,SRR29398121,SRR29398122,SRR29398123,SRR29398124,SRR29398125,SRR29398126,SRR29398127,SRR29398128,SRR29398129,SRR29398130,SRR29398131,SRR29398132,SRR29398133,SRR29398134,SRR29398135,SRR29398136
hsa-miR-4796-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.04,0.0,0.0,0.0,0.0,100.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-4802-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-3p,0.0,100.21,23.07,44.92,0.0,36.34,32.01,36.78,29.67,18.18,27.49,19.16,28.88,10.92,39.96,64.94,75.69,47.57,65.85,18.72,30.24,23.58,6.28,38.61,43.17,9.23,78.51,5.98,23.59,17.12,33.13,11.27,9.47,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,58.69,0.0,0.0,0.0,0.0,72.06,0.0,4.08,107.88,65.27,68.55,4.47,45.64,58.13,11.82,14.97,56.44,7.77,28.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.09,18.9,9.67,52.74,23.87,24.53,20.25,4.82,4.02,12.34,0.0
hsa-miR-483-5p,25.51,137.79,684.45,14.97,4.75,34.07,25.15,104.42,27.11,20.35,33.65,90.67,121.52,139.27,234.47,77.19,62.44,105.42,66.56,60.48,85.04,94.3,106.73,62.8,552.58,119.99,186.13,16.34,213.2,101.29,186.02,34.82,5.98,217.78,279.77,238.25,256.89,71.86,309.22,203.16,62.97,209.07,145.2,147.77,340.46,245.84,67.82,276.72,9.52,197.15,54.39,139.95,71.58,106.49,35.96,11.82,19.25,22.71,21.37,31.06,13.09,87.49,182.18,35.03,47.78,540.65,154.84,334.67,42.52,79.53,66.6,18.75,61.86,36.65,38.53,36.22,37.02,16.3
hsa-miR-484,3540.36,1089.82,1730.36,688.79,399.31,717.8,502.95,2413.5,5378.55,3837.4,2707.05,257.96,1092.48,817.86,2965.13,2302.35,3300.01,1467.55,1311.41,1739.6,1057.35,801.59,1557.05,3163.19,823.48,1326.84,2645.02,1479.33,750.29,1642.07,815.42,196.63,1733.08,2336.01,3215.65,1428.3,435.59,1979.49,157.15,712.06,365.2,616.21,3806.43,573.36,302.02,611.28,809.57,30.75,504.45,2023.61,1952.51,642.61,1820.74,1143.51,857.63,474.75,1542.14,1234.14,3308.3,1317.89,719.85,104.99,1360.27,758.94,1588.12,0.0,4368.24,407.96,329.75,486.85,2787.24,164.53,816.96,1556.47,486.46,1191.26,592.33,211.93
hsa-miR-485-3p,9.81,6.26,0.0,0.0,0.0,0.0,0.0,0.0,3.45,18.62,4.27,0.0,1.2,0.0,0.0,0.0,1.42,0.0,1.42,11.52,0.94,0.0,0.0,1.56,2.16,0.0,3.38,3.19,0.0,0.0,0.0,1.02,1.35,0.0,16.39,53.21,0.0,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,19.25,0.0,19.43,0.0,0.0,0.0,0.0,0.0,59.16,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-485-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.26,2.16,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,4.96,0.0,8.5,3.93,2.09,0.0,0.0,1.15,1.35,0.0,0.91,2.85,12.74,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,43.1,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-486-3p,987.14,68.9,92.29,32.94,4.75,6.81,0.0,5.93,103.85,76.63,69.19,10.22,22.86,17.75,27.89,5.32,37.37,19.28,17.7,34.56,6.61,3.93,14.65,60.07,33.46,17.31,25.72,10.76,0.0,11.41,0.0,3.07,65.95,334.7,179.1,31.44,186.15,109.5,0.0,53.26,277.05,66.02,539.93,472.88,115.32,9.97,207.69,0.0,2.72,146.94,103.34,31.42,80.52,220.59,2.4,20.41,44.92,35.79,271.97,33.28,45.81,69.99,259.1,83.68,1176.3,1284.04,2942.04,0.0,3.78,5.37,23.33,0.0,28.8,34.72,72.25,4.02,20.57,0.0
hsa-miR-486-5p,6745.14,50.11,3729.88,44.92,61.8,4343.13,774.99,33.82,12085.5,8.23,1112.77,19.16,1795.12,1486.89,2510.52,3664.06,70.48,2824.53,4174.28,164.17,1541.15,11.79,3564.05,1587.06,1305.9,1460.68,35.19,2015.35,182.35,14.98,1437.17,276.51,47.46,57.31,169.74,125.78,48.4,8872.65,2149.34,3479.44,4451.69,7.34,8105.47,177.33,5.49,4661.01,55.1,1383.58,17.68,172.97,7795.55,3855.67,5596.44,7986.84,4.79,654.13,24.6,3574.4,155.41,2322.95,2395.13,682.45,2024.21,79.79,97.84,1047.51,16.3,1678.25,290.07,16.12,5205.61,27.28,34.13,54.97,5731.51,257.57,2472.16,124.98
hsa-miR-487a-3p,0.0,0.0,0.0,0.0,0.0,4.54,9.14,0.0,0.13,3.03,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-487a-5p,0.0,0.0,0.0,0.0,14.26,0.0,0.0,0.0,0.26,0.43,0.95,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
hsa-miR-487b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-487b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-488-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-489-3p,0.0,12.53,0.0,0.0,4.75,4.54,16.0,2.97,0.9,0.0,4.27,2.55,12.03,2.73,3.02,2.66,6.62,3.21,5.66,18.72,1.89,7.86,4.19,0.0,3.24,2.31,3.38,2.39,9.07,0.0,2.55,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.72,1.86,3.63,0.0,0.0,0.0,3.0,1.07,0.0,0.69,0.0,0.0,6.54,52.5,0.0,21.41,0.0,0.0,0.0,0.0,2.83,2.15,0.68,2.56,6.4,0.0,9.63,0.0,4.11,5.43
hsa-miR-489-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,1.28,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-490-3p,0.0,0.0,0.0,0.0,0.0,2.27,2.29,0.0,0.26,3.46,0.0,0.0,0.0,0.0,3.77,0.0,3.31,2.57,0.0,4.32,0.0,3.93,0.0,0.39,0.0,0.0,4.74,0.8,2.72,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-490-5p,0.0,0.0,0.0,0.0,0.0,2.27,11.43,0.0,0.0,3.46,0.0,0.0,2.41,0.0,2.26,0.0,2.84,0.0,0.0,4.32,6.61,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.6,0.0,0.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72
hsa-miR-491-5p,11.78,0.0,15.38,11.98,0.0,2.27,2.29,3.56,5.63,4.33,0.95,2.55,6.02,0.0,18.85,12.24,17.98,5.79,2.12,30.24,8.5,0.0,10.46,8.58,11.87,0.0,11.51,13.15,5.44,2.85,10.19,0.0,1.58,142.13,74.92,31.44,26.06,10.27,0.0,27.61,0.0,0.0,43.02,0.0,0.0,59.8,0.0,0.0,0.0,1.86,0.0,5.71,2.24,0.0,1.2,0.0,8.56,3.44,15.54,1.11,0.0,0.0,0.0,3.89,0.0,0.0,0.0,2.44,0.0,6.45,5.41,0.0,1.07,7.71,4.82,8.05,0.0,0.0
hsa-miR-493-3p,1.96,0.0,0.0,0.0,0.0,0.0,2.29,0.0,1.02,4.33,1.9,0.0,3.61,0.0,0.75,0.0,0.95,0.0,0.0,0.0,0.0,0.0,12.56,0.39,0.0,0.0,0.0,1.59,0.0,2.14,17.84,0.0,0.56,0.0,0.0,19.35,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,4.13,11.66,0.0,0.0,69.99,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,5.33,1.93,0.0,0.0,0.0,0.0
hsa-miR-493-5p,0.0,0.0,0.0,11.98,0.0,2.27,0.0,5.34,1.66,0.43,0.95,5.11,0.0,12.29,3.77,1.6,2.84,0.0,0.0,0.0,1.89,0.0,10.46,5.07,3.24,18.46,3.38,3.99,3.63,2.14,5.1,2.05,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,2.4,1.07,6.42,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.37,2.37,0.0,10.67,2.89,0.0,0.0,8.23,0.0
hsa-miR-494-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.59,2.69,9.96,6.63,0.0,0.0,0.0,0.0,5.32,2.84,1.93,3.54,5.76,3.78,0.0,0.0,0.39,0.0,0.0,1.35,8.77,0.0,1.43,22.93,0.0,3.27,0.0,0.0,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,22.82,3.0,0.0,40.64,7.57,11.66,0.0,0.0,0.0,0.0,0.0,61.43,0.0,0.0,7.33,0.0,0.0,1.01,0.85,3.2,5.79,0.0,8.05,4.11,0.0
hsa-miR-495-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,5.2,1.9,0.0,0.0,0.0,0.0,0.0,5.68,0.0,2.83,0.0,1.89,0.0,6.28,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,2.05,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,11.16,0.0,0.0,0.0,0.0,0.0,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,3.2,9.64,0.0,0.0,0.0,0.0
hsa-miR-495-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
hsa-miR-497-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.69,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-497-5p,3.93,50.11,53.83,23.96,19.01,47.7,68.58,52.8,24.04,24.24,56.87,14.05,14.44,2.73,91.22,100.08,163.2,61.71,98.43,61.92,26.46,23.58,29.3,39.39,18.35,6.92,81.9,29.89,39.01,75.61,7.64,40.96,11.16,0.0,0.0,20.56,0.0,0.0,0.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,24.47,52.08,45.32,219.92,78.29,136.92,106.08,34.37,71.65,112.19,5.83,23.3,19.63,0.0,0.0,0.0,120.59,0.0,0.0,371.32,76.53,2.15,17.92,23.87,23.46,34.72,38.53,16.1,98.72,10.87
hsa-miR-498-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-498-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72
hsa-miR-4999-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4999-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0
hsa-miR-499a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,1.41,0.43,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.79,6.28,1.56,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.85,0.0,0.0,0.0,0.0,0.0,0.0
