miRNA,SRR3879751,SRR3879752,SRR3879753,SRR3879754,SRR3879755,SRR3879756,SRR3879757,SRR3879758,SRR3879759,SRR3879760,SRR3879761,SRR3879762,SRR3879763,SRR3879764,SRR3879765
hsa-miR-10393-3p,0.0,0.94,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,1.1,1.89,1.32,1.05,0.0,0.39,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,5.51,0.47,3.96,0.0,1.06,3.87,0.61,1.29,0.81,0.74,1.09,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.94,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,1.1,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,1.32,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,1.84,1.42,0.0,0.35,1.41,7.36,0.61,0.65,3.24,0.0,3.26,2.45,0.0,0.96,0.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,602.19,407.64,640.91,750.6,470.61,25.17,129.45,45.92,151.59,88.76,105.93,4.29,18.09,4.81,0.0
hsa-miR-103b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,4.04,4.25,3.96,3.87,4.58,3.1,1.83,0.0,8.92,2.22,2.72,3.68,2.68,2.89,0.97
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,2.2,1.89,0.0,0.7,0.0,0.77,0.0,0.0,0.81,2.96,3.26,0.61,0.0,0.0,0.0
hsa-miR-10526-3p,0.37,0.0,0.0,2.11,0.71,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,1.1,0.0,0.0,0.0,0.71,0.0,0.0,0.0,1.62,0.74,0.0,0.61,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,5.51,6.61,4.62,13.35,11.99,12.78,0.0,1.94,4.86,2.96,1.09,1.84,0.0,0.0,0.0
hsa-miR-106b-3p,408.93,281.05,242.9,274.8,230.19,476.68,32.97,31.04,94.03,48.08,79.85,50.25,1.34,15.4,7.73
hsa-miR-106b-5p,393.13,286.25,259.4,341.57,338.77,403.88,59.23,41.39,121.6,59.17,36.94,22.68,8.04,3.85,3.86
hsa-miR-107,67.6,68.49,40.92,14.06,15.16,60.41,3.66,4.53,11.35,3.7,9.78,0.61,2.68,2.89,0.0
hsa-miR-10a-3p,32.33,25.03,17.16,1.41,4.23,4.26,1.83,0.0,2.43,0.74,2.17,1.23,0.0,0.0,0.0
hsa-miR-10a-5p,3529.73,2682.01,1834.94,340.16,310.21,566.13,73.89,110.59,268.32,102.81,113.53,66.19,3.35,13.47,6.76
hsa-miR-10b-3p,0.37,0.0,1.98,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,198.04,143.59,96.37,119.13,149.47,274.16,45.8,64.03,227.79,107.25,146.13,77.22,0.0,0.0,0.0
hsa-miR-11399,0.0,0.47,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-11401,0.73,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,703.6,604.14,559.72,131.07,133.25,228.85,28.7,39.45,105.38,53.99,61.38,42.29,23.45,39.45,29.95
hsa-miR-1185-1-3p,0.0,0.0,0.66,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.97
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.73,0.0,0.0,0.7,1.41,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,6.98,12.75,7.92,4.57,0.71,3.87,6.11,4.53,19.46,5.18,1.63,2.45,0.0,0.96,0.0
hsa-miR-122-3p,0.0,0.47,0.66,0.7,0.0,0.77,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,98.83,23.62,21.12,641.32,958.49,935.54,299.82,287.16,49.45,452.67,852.87,62.51,0.0,0.0,0.0
hsa-miR-1226-3p,0.37,0.0,0.0,2.46,4.23,6.2,0.0,0.0,0.81,0.0,0.0,1.23,0.0,0.0,0.0
hsa-miR-1226-5p,0.73,0.0,0.66,7.38,4.58,11.62,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.73,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.47,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,1.76,0.35,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.37,0.0,0.0,0.35,0.35,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,1.1,0.47,1.32,1.76,1.06,0.39,0.0,2.59,0.81,2.22,3.26,1.84,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.73,1.42,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.65,0.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,25.72,17.48,17.16,127.91,111.04,184.71,75.11,61.44,158.88,31.81,49.43,22.06,38.86,87.56,73.43
hsa-miR-1247-5p,2.2,3.78,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,2.2,0.0,1.98,1.41,0.0,5.03,0.0,0.0,1.62,0.0,1.09,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,2.94,6.61,5.28,3.16,10.22,10.07,3.05,1.29,11.35,6.66,2.72,3.68,1.34,0.0,0.0
hsa-miR-1252-5p,0.0,0.47,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,2.94,1.89,1.32,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.65,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,34.9,18.42,21.78,8.08,8.46,18.59,0.0,1.94,5.67,3.7,2.72,1.23,0.67,0.0,0.0
hsa-miR-125a-5p,1039.41,955.1,582.17,183.43,142.77,259.06,34.81,43.33,128.08,50.3,18.47,12.87,25.46,81.79,40.58
hsa-miR-125b-1-3p,6.25,4.72,3.3,8.43,10.58,12.78,1.22,0.0,0.81,2.22,0.54,0.0,5.36,19.24,4.83
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.35,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,465.51,431.26,254.78,390.76,344.76,540.57,22.59,29.75,62.42,76.18,54.32,21.45,94.47,243.44,110.15
hsa-miR-126-3p,1887.03,1213.47,840.25,631.83,889.75,1455.2,315.09,383.52,1679.63,877.97,781.16,482.93,17.42,11.55,6.76
hsa-miR-126-5p,34.17,28.34,22.44,18.27,31.37,43.76,17.71,15.52,43.77,23.67,26.07,14.1,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,8.45,11.34,11.22,44.98,43.36,58.08,17.1,27.81,60.8,65.83,52.15,39.22,3.35,4.81,0.97
hsa-miR-1262,2.57,0.47,0.0,0.0,2.12,2.32,0.61,1.29,4.05,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-1266-5p,2.57,0.0,0.0,0.35,0.71,1.16,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-1268a,1.1,2.83,4.62,6.68,0.0,2.32,3.66,0.0,9.73,11.09,1.09,12.87,0.0,0.0,3.86
hsa-miR-1268b,0.73,0.0,0.66,1.76,8.81,8.91,9.16,9.7,30.8,0.0,18.47,0.0,0.0,0.0,0.0
hsa-miR-1269a,3.31,0.47,2.64,4.57,4.58,7.36,1.83,1.29,10.54,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,79.36,70.38,43.56,50.6,75.44,125.85,30.53,34.28,102.14,85.06,93.98,57.61,13.4,20.21,18.36
hsa-miR-127-5p,0.37,0.0,0.0,0.7,0.71,0.77,1.22,0.65,0.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,25.72,8.03,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-3p,0.0,0.47,0.0,1.05,0.0,0.39,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,5.51,3.78,5.28,2.81,1.41,6.58,0.61,0.0,0.0,2.22,2.72,0.0,0.0,0.0,0.0
hsa-miR-1273c,1.84,2.36,0.66,0.35,0.0,2.71,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0
hsa-miR-1273h-5p,0.73,0.0,0.0,0.7,0.35,0.0,2.44,0.65,0.0,1.48,0.54,0.0,0.0,0.0,0.0
hsa-miR-1275,19.11,31.65,30.36,4.92,4.94,13.94,3.05,10.35,12.97,21.45,20.1,23.29,0.67,4.81,3.86
hsa-miR-1276,0.37,0.47,0.0,0.35,0.0,1.16,0.0,0.0,0.81,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-1278,1.47,1.42,0.66,1.76,1.76,1.55,0.0,0.0,0.0,1.48,0.54,0.61,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.35,1.06,1.94,0.61,0.65,0.81,0.0,0.0,0.0,1.34,0.0,0.0
hsa-miR-128-3p,731.15,630.59,384.81,271.99,238.3,492.94,50.68,72.44,203.47,140.53,168.94,99.28,44.89,98.15,80.2
hsa-miR-1283,2.57,1.89,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,1.05,0.35,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,14.33,9.45,6.6,5.62,6.7,8.52,1.83,2.59,5.67,0.74,0.0,0.61,0.0,0.96,0.97
hsa-miR-1285-5p,6.98,7.56,5.28,8.08,5.64,10.84,2.44,2.59,5.67,5.92,5.43,2.45,0.67,0.96,0.0
hsa-miR-1286,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,10.29,15.12,9.9,5.97,8.46,10.07,0.61,0.65,3.24,0.74,1.09,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,0.37,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0
hsa-miR-129-1-3p,2.57,0.47,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.37,0.47,0.66,0.0,0.0,0.0,0.61,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,21.68,32.12,18.48,0.0,1.06,1.16,0.61,1.29,1.62,0.74,0.54,0.0,0.0,2.89,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-1291,4.04,1.89,3.96,1.05,0.71,0.0,1.83,0.65,1.62,0.0,0.0,0.0,2.01,0.0,0.0
hsa-miR-1292-3p,0.0,0.0,0.66,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,10.65,11.34,7.92,8.79,6.7,8.52,1.22,4.53,2.43,4.44,8.15,1.23,2.01,0.0,0.97
hsa-miR-1293,10.29,9.92,5.28,10.54,8.11,17.81,1.22,1.94,0.81,11.83,17.38,13.48,13.4,29.83,27.05
hsa-miR-1294,0.37,1.89,0.0,2.11,0.0,0.39,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295a,0.37,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.73,0.0,0.0,0.35,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,27.56,27.87,21.12,39.01,26.79,38.34,6.11,3.88,12.97,5.18,14.12,5.52,0.0,0.0,0.97
hsa-miR-1297,0.37,0.0,0.0,0.0,0.35,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,8.08,5.64,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,19.11,24.09,19.8,18.27,8.46,24.78,0.61,5.82,14.59,1.48,0.54,1.23,2.01,0.0,0.97
hsa-miR-1303,5.14,7.09,10.56,17.22,23.27,29.43,3.66,3.88,12.16,2.96,1.63,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,9.55,8.03,2.64,18.62,14.45,22.46,2.44,1.29,7.3,1.48,1.09,3.68,0.67,0.0,0.0
hsa-miR-1306-3p,0.73,3.78,0.66,5.62,7.76,12.0,0.0,1.94,5.67,2.96,3.8,1.84,0.0,0.0,0.0
hsa-miR-1306-5p,5.14,2.36,0.66,0.7,1.76,3.87,0.61,1.29,1.62,0.74,0.54,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,631.95,769.93,1029.02,299.4,292.59,466.61,143.5,151.99,409.37,270.71,417.74,230.43,151.42,280.0,198.07
hsa-miR-1307-5p,41.52,23.15,38.28,35.14,31.73,36.01,4.89,5.17,13.78,22.93,14.12,7.97,0.0,0.0,0.0
hsa-miR-130a-3p,45.56,38.73,23.76,44.63,43.01,42.98,4.27,5.17,13.78,5.18,2.72,1.23,1.34,5.77,0.0
hsa-miR-130a-5p,0.73,0.47,0.0,3.51,3.17,10.84,0.0,0.65,0.81,0.0,1.63,1.84,0.0,0.0,0.0
hsa-miR-130b-3p,9.55,11.34,5.28,27.06,28.2,26.33,0.0,0.65,8.11,2.22,1.09,3.68,0.0,0.0,0.97
hsa-miR-130b-5p,14.7,15.12,7.26,8.43,5.99,7.36,3.05,1.29,5.67,7.4,6.52,3.68,5.36,2.89,7.73
hsa-miR-132-3p,44.46,28.34,20.46,10.54,9.87,15.49,3.05,0.65,4.86,4.44,4.35,1.84,0.0,0.96,0.0
hsa-miR-132-5p,20.58,30.23,19.8,2.11,1.41,3.49,0.0,0.65,1.62,2.22,2.17,1.84,1.34,0.0,2.9
hsa-miR-1323,4.04,4.25,2.64,0.0,0.0,0.39,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,16.17,10.86,3.96,11.25,12.69,12.78,5.5,4.53,26.75,12.57,3.26,4.29,0.0,0.0,0.0
hsa-miR-134-5p,1.47,1.42,1.32,0.0,0.0,0.39,0.61,0.65,0.0,0.0,0.54,0.61,6.03,11.55,6.76
hsa-miR-1343-3p,2.57,3.31,3.3,14.41,13.75,22.46,0.61,0.65,3.24,4.44,4.35,4.9,0.0,0.0,0.0
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.47,0.0,0.7,1.06,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,4.04,2.83,2.64,2.46,1.06,2.71,0.0,0.0,0.0,0.74,0.54,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,189.95,155.4,88.45,64.66,60.98,89.84,5.5,3.23,9.73,12.57,10.86,11.64,0.67,4.81,1.93
hsa-miR-136-3p,4.04,2.83,0.0,4.57,3.53,8.91,2.44,2.59,8.92,4.44,5.98,3.06,2.68,0.0,0.0
hsa-miR-136-5p,14.7,11.81,7.26,8.79,16.57,8.91,4.89,4.53,15.4,11.09,13.04,8.58,0.0,0.96,0.0
hsa-miR-137-3p,2.2,3.31,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-5p,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.94,0.0,0.0,0.35,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.67,5.77,1.93
hsa-miR-138-5p,7.35,8.97,6.6,14.06,13.4,9.29,0.0,0.0,2.43,0.74,0.0,0.0,3.35,8.66,6.76
hsa-miR-139-3p,7.35,1.42,2.64,0.35,1.41,1.16,0.61,1.94,0.0,0.0,0.0,1.23,0.67,3.85,0.0
hsa-miR-139-5p,112.43,71.8,59.4,30.57,40.54,77.45,22.59,14.23,81.06,47.34,57.04,30.64,2.68,7.7,0.0
hsa-miR-140-3p,164.6,137.93,118.15,118.42,131.14,210.26,50.07,33.63,149.16,72.49,89.09,58.22,13.4,9.62,5.8
hsa-miR-140-5p,44.82,43.93,26.4,26.71,32.08,30.98,7.94,7.76,21.08,22.93,7.61,9.19,1.34,1.92,0.97
hsa-miR-141-3p,70.91,82.19,34.98,63.25,70.15,88.68,9.77,14.23,32.43,16.27,10.32,7.35,0.0,3.85,0.97
hsa-miR-141-5p,17.27,11.81,7.26,26.36,26.09,28.27,9.77,7.76,21.89,7.4,5.98,7.97,0.0,0.0,0.0
hsa-miR-142-3p,42.99,38.73,27.06,52.36,52.88,61.57,17.1,12.29,66.47,39.2,33.14,22.68,0.0,0.0,0.0
hsa-miR-142-5p,66.5,43.93,32.34,60.09,60.63,93.32,21.37,25.87,97.28,45.12,27.7,20.22,0.0,0.96,0.0
hsa-miR-143-3p,474.33,283.41,212.54,346.14,357.1,627.31,140.45,136.46,555.28,269.97,285.74,186.92,0.0,1.92,0.0
hsa-miR-143-5p,1.47,0.47,1.32,2.81,0.35,1.94,0.0,1.29,4.05,1.48,1.09,0.0,0.0,0.0,0.0
hsa-miR-144-3p,98.83,84.55,33.0,74.5,96.94,128.17,50.07,38.81,112.68,118.34,102.67,49.03,0.0,0.0,0.0
hsa-miR-144-5p,26.45,13.7,8.58,32.68,31.02,36.01,18.32,14.88,42.96,28.85,21.73,13.48,0.0,0.0,0.0
hsa-miR-145-3p,1.47,0.0,1.98,0.35,2.12,3.49,0.0,0.65,3.24,2.22,0.54,1.84,0.0,0.0,0.0
hsa-miR-145-5p,8.45,2.83,4.62,7.38,7.4,13.17,3.05,2.59,12.97,2.96,3.8,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.73,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
hsa-miR-1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,38.21,64.71,31.68,797.34,722.65,1065.26,0.0,0.0,1.62,181.22,101.04,161.18,2.01,8.66,1.93
hsa-miR-146b-3p,1.47,0.94,1.32,0.0,1.06,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,407.83,315.53,249.5,78.01,90.24,123.53,10.99,16.82,49.45,14.79,10.86,10.42,5.36,20.21,1.93
hsa-miR-147b-3p,28.29,25.03,17.82,71.69,65.92,87.13,0.0,0.0,0.0,6.66,3.26,1.23,0.0,0.0,0.0
hsa-miR-147b-5p,4.41,0.0,1.98,0.7,0.35,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,1243.69,778.91,555.1,816.67,848.15,1218.61,86.1,84.72,405.32,308.44,200.45,125.64,38.86,103.92,52.18
hsa-miR-148a-5p,16.9,13.7,6.6,9.14,9.87,12.0,1.83,0.65,4.86,4.44,5.98,3.68,0.0,2.89,1.93
hsa-miR-148b-3p,175.99,136.04,138.61,234.39,201.29,315.2,23.2,18.11,49.45,41.42,15.21,16.55,0.0,5.77,4.83
hsa-miR-148b-5p,15.06,14.17,10.56,15.11,13.04,22.07,3.05,1.29,6.49,2.96,1.63,4.29,0.0,0.0,0.97
