miRNA,SRR10500680,SRR10500682,SRR10500683,SRR10500684,SRR10500686,SRR10500688,SRR10500690,SRR10500691,SRR10500692,SRR10500694,SRR10500695,SRR10500696,SRR10500697,SRR10500698,SRR10500699,SRR10500700,SRR10500702,SRR10500703,SRR10500704,SRR10500707,SRR10500708,SRR10500710,SRR10500711,SRR10500713,SRR10500714,SRR10500715,SRR10500717,SRR10500718,SRR10500719,SRR10500721,SRR10500722,SRR10500723,SRR10500724,SRR10500726,SRR10500727,SRR10500728,SRR10500730,SRR10500731,SRR10500732,SRR10500733,SRR10500735,SRR10500736,SRR10500737,SRR10500739,SRR10500741,SRR10500742,SRR10500743,SRR10500746,SRR10500747,SRR10500748,SRR10500750,SRR10500751,SRR10500752,SRR10500754,SRR10500755,SRR10500756,SRR10500758,SRR10500760,SRR10500762,SRR10500763,SRR10500764,SRR10500765,SRR10500766,SRR10500768,SRR10500770,SRR10500771,SRR10500772,SRR10500774,SRR10500775,SRR10500778,SRR10500779,SRR10500781,SRR10500782,SRR10500784,SRR10500785,SRR10500787,SRR10500788,SRR10500789,SRR10500791,SRR10500792,SRR10500794,SRR10500795,SRR10500798,SRR10500799,SRR10500800,SRR10500801,SRR10500802,SRR10500803,SRR10500805,SRR10500806,SRR10500808,SRR10500809,SRR10500810,SRR10500812,SRR10500813,SRR10500814,SRR10500816,SRR10500817,SRR10500818,SRR10500819,SRR10500821,SRR10500822
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,1.04,2.51,0.0,0.0,0.0,0.0,0.0,0.31,12.7,8.67,16.67,0.11,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,51.98,45.49,0.0,0.0,0.0,12.27,31.13,41.04,0.0,0.0,0.0,1.45,0.0,0.0,2.51,2.68,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.45,0.0,0.22,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.92,0.0,3.92,0.0,0.0,0.0,0.0,0.0,1.95,0.0,2.19,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,2.09,2.23,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,8.04,0.0,0.0,0.0,2.98,0.0,21.71,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.27,0.0,0.0,20.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.41,0.0,0.0,0.0,0.56,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.65,0.0,0.0,14.67,14.4,514.94,5.72,3.38,58.13,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.02,0.0,0.0,0.0,0.0,17.35,32.82,0.0,20.48,0.0,0.0,22.63,0.0,0.0,6.13,0.0,0.0,26.81,0.0,0.0,15.44,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0
hsa-miR-1307-3p,143.73,0.0,144.25,162.95,38.72,45.98,3.11,25.09,25.88,62.85,63.51,32.3,38.55,220.25,30.21,26.02,2.12,0.0,0.0,0.0,0.0,320.25,84.35,282.02,103.98,143.66,0.0,81.91,124.15,0.46,100.05,119.44,223.06,192.97,3.25,0.0,266.22,0.0,0.64,76.02,0.0,199.36,178.83,25.55,356.65,60.23,66.2,338.85,0.0,0.0,342.68,0.0,0.0,318.17,319.74,24.51,176.12,375.35,311.95,85.58,302.06,46.28,103.54,114.27,0.53,157.54,86.27,36.77,204.16,539.67,101.14,424.78,92.72,167.69,0.23,99.53,207.19,0.54,197.08,101.63,388.12,0.5,244.76,150.54,237.57,36.4,358.81,62.24,40.61,31.34,9.66,7.64,7.27,0.0,48.32,63.83,0.0,99.7,166.49,308.14,0.0,244.29
hsa-miR-1307-5p,130.93,0.0,11.74,21.49,34.61,45.42,0.0,53.7,48.95,27.02,53.48,55.03,74.49,83.76,83.07,100.32,625.53,62.67,107.67,0.0,0.33,66.93,98.33,155.48,28.8,65.88,0.0,14.45,34.33,0.0,86.05,91.25,25.74,29.64,3.25,0.0,152.59,0.0,0.64,83.45,302.11,16.51,7.36,69.36,86.84,202.13,229.83,141.19,0.0,0.0,174.94,300.14,204.08,27.5,68.6,165.86,29.43,3.15,41.11,18.62,35.54,87.74,49.51,174.77,289.69,45.83,63.36,19.37,46.95,0.0,0.59,92.72,10.44,0.0,100.59,35.13,0.0,0.22,57.76,2.42,6.98,0.0,8.01,204.63,44.46,22.7,72.14,13.49,35.92,1.69,3.22,10.99,15.4,0.0,123.19,99.67,0.0,0.0,0.0,63.18,0.0,111.18
hsa-miR-130a-3p,107.85,0.0,67.82,91.24,68.64,107.46,2.07,57.22,48.95,187.59,20.72,57.12,59.9,557.68,40.28,31.77,0.0,1.03,0.48,0.0,0.0,366.94,41.16,410.38,27.2,34.77,1340.21,0.0,0.47,0.46,95.15,110.84,107.63,308.37,246.79,211.35,391.48,928.52,1083.56,103.02,282.4,1072.57,1178.52,47.12,415.64,117.98,142.25,627.88,2.48,0.95,807.2,377.35,405.34,844.52,499.3,107.04,348.86,211.33,207.97,85.06,333.7,99.81,195.09,172.44,0.53,331.32,177.21,76.17,206.34,490.1,88.2,605.47,142.69,140.65,22.62,107.58,450.41,0.76,381.66,150.03,340.89,20.86,354.78,211.56,677.98,65.52,701.22,68.68,132.75,108.69,10.58,111.77,174.92,19.35,155.86,179.18,1.95,0.0,1.05,135.47,5.9,0.52
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,5.63,0.0,0.0,0.0,13.49,18.28,0.69,2.2,1.69,188.54,6.69,0.0,0.0,114.92,0.0,0.0,1559.05,0.0,0.0,0.0,0.0,92.42,8.64,77.74,11.2,17.39,0.67,0.0,0.0,0.0,2.1,0.96,21.45,71.89,0.0,0.0,62.23,482.4,516.04,11.17,0.0,212.06,157.36,5.97,106.78,12.38,20.37,116.69,0.0,0.0,305.66,0.0,0.0,367.86,75.16,10.21,105.19,0.0,110.63,12.24,94.93,0.0,9.9,11.89,0.0,50.6,10.75,0.0,76.42,211.81,2.94,183.07,0.0,45.98,5.8,107.58,83.33,0.0,77.99,0.0,256.69,0.5,26.46,15.19,69.19,14.99,89.36,2.45,4.16,0.0,4.6,0.96,0.43,456.65,61.26,1.96,0.0,10.31,1.05,4.55,0.54,0.0
hsa-miR-130b-5p,0.0,0.0,0.78,0.0,6.45,8.86,0.35,8.36,11.25,368.27,16.04,18.54,27.61,67.96,0.0,0.25,0.0,0.0,0.0,0.0,0.0,69.26,21.85,18.08,11.2,18.3,0.34,0.0,0.0,0.0,3.5,3.82,0.0,0.0,0.0,0.0,62.23,221.99,316.49,11.98,0.0,96.51,80.98,22.9,143.1,42.08,54.32,14.74,0.0,0.0,119.73,0.0,0.0,33.81,13.12,18.79,25.09,0.0,0.0,0.0,26.04,0.0,16.68,0.0,0.0,43.92,6.08,0.0,6.55,73.23,0.0,181.48,10.03,70.32,0.0,48.3,0.0,0.0,39.05,0.0,0.0,0.0,29.59,5.73,26.95,3.0,21.86,0.0,5.21,5.93,1.84,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.54,0.0
hsa-miR-132-3p,7.76,0.0,7.3,11.72,1.17,1.11,0.0,13.65,11.25,3.14,0.0,0.0,0.52,2.94,0.0,0.0,1.06,0.0,0.0,0.0,0.0,20.23,1.52,1.81,1.6,0.0,0.0,7.23,24.45,0.0,6.3,8.12,0.0,0.0,0.0,0.0,2.43,0.0,0.0,6.9,0.0,0.0,0.0,0.0,16.93,0.0,0.0,11.42,0.0,0.0,11.42,44.83,66.9,19.64,0.0,0.0,3.86,0.0,0.0,0.1,7.06,0.08,5.73,10.34,0.0,0.0,10.99,0.16,0.0,56.33,0.0,22.98,9.03,0.0,17.63,34.4,0.0,0.0,3.15,0.0,0.0,0.0,4.87,50.23,4.45,3.0,4.65,15.33,0.0,0.0,0.0,0.0,0.0,0.0,18.04,21.0,0.0,0.0,1.05,20.08,0.0,0.0
hsa-miR-132-5p,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,5.88,0.0,0.52,0.0,0.0,3.04,0.0,0.0,0.0,0.0,19.81,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.73,3.52,7.31,22.62,0.0,0.0,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98,0.0,9.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0,0.0,0.0,60.1,118.4,0.0,27.31,0.0,0.0,45.89,0.0,0.0,217.45,0.0,0.0,28.52,25.05,0.0,19.78,0.0,0.0,0.0,17.77,0.0,15.29,0.0,0.0,16.23,0.0,0.0,10.92,1.13,0.0,34.08,9.03,0.0,0.0,110.51,0.0,0.0,20.77,0.0,0.0,0.0,9.05,0.0,15.84,0.0,24.32,0.0,0.0,0.0,0.0,0.0,0.0,119.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,3.27,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1108.59,0.0,0.0,0.0,214.72,0.36,0.0,5.31,0.51,0.0,0.86,0.0,82.3,0.0,50.62,0.0,0.0,4368.22,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.46,163.14,597.67,327.93,0.0,0.0,282.32,374.84,0.0,106.23,0.0,0.0,60.42,0.0,0.0,140.24,0.0,0.56,31.42,6.86,0.41,227.26,18.93,0.0,0.1,25.56,6.64,0.0,0.0,0.0,0.95,0.23,0.0,29.48,7.89,0.0,267.86,10.44,1.35,0.0,54.16,0.0,0.0,28.28,0.0,25.05,0.0,2.09,0.0,41.4,0.43,109.58,0.0,0.0,0.0,0.92,0.0,0.0,3013.44,0.0,0.0,0.0,0.0,1.05,0.0,3440.19,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.3,0.0,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,66.03,36.5,5.64,0.82,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,19.39,0.0,0.48,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,33.42,0.0,0.0,0.0,0.0,0.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,3.33,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
hsa-miR-135a-2-3p,6.01,0.0,6.26,8.09,17.6,17.73,0.0,2.2,0.0,0.0,8.02,11.36,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91,0.0,9.6,12.81,0.0,16.06,22.1,0.0,34.28,32.97,13.26,0.0,0.0,0.0,0.0,0.0,0.0,16.04,0.0,0.0,0.0,22.9,0.0,41.25,50.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18,0.0,0.0,0.0,6.49,0.0,43.53,0.0,5.95,0.0,0.0,3.27,0.16,0.0,0.0,182.28,0.0,7.63,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8.53,0.0,2.57,0.0,11.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,1.81,11.2,20.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,0.0,0.0,0.0,0.0,15.65,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.28,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,2.35,3.91,0.0,0.0,0.0,0.0,0.0,0.0,16.71,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.3,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.21,105.08,0.0,0.0,6.64,0.55,0.0,0.0,0.0,7.44,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,15.81,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,45.97,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.87,0.0,0.0,0.0,0.0,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,11.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,0.0,18.08,0.0,0.0,0.0,0.8,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.49,0.0,0.0,0.0,0.0,53.76,79.45,0.0,33.86,0.83,7.13,43.19,0.0,0.0,68.75,0.0,0.0,3.42,17.0,0.0,14.48,0.0,0.0,0.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,27.74,5.22,9.47,0.0,43.91,0.0,0.0,10.22,0.0,0.0,0.0,8.01,0.0,11.95,0.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.81,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0.0,0.0,7.76,1.93,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.09,0.0,0.0,17.26,0.0,0.0,2.2,0.0,0.0,2.94,0.0,0.0,0.0,0.0,2.4,0.56,0.0,3.28,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,5.74,5.3,11.73,14.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,12.81,0.0,2.41,5.17,0.0,7.7,10.03,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,9.9,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,52.58,23.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0
hsa-miR-138-5p,0.0,0.0,4.7,4.74,0.0,0.0,0.0,7.48,0.56,0.63,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,9.41,0.0,10.49,4.3,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,27.33,0.0,0.0,1.93,0.0,0.0,0.1,0.0,10.84,17.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,15.4,0.0,0.0,0.0,109.96,0.0,0.0,1.06,0.0,0.0,0.0,0.0,25.68,0.0,59.66,0.0,0.0,0.0,0.0,0.0,0.46,1.4,0.48,0.0,229.54,0.0,0.0,101.46,0.0,0.0,0.0,0.0,99.47,146.62,0.0,57.62,0.0,0.0,151.16,0.0,0.0,76.36,0.0,0.0,68.14,56.97,0.0,68.03,0.0,0.6,0.0,102.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84,79.99,0.0,124.42,0.0,87.9,0.0,17.56,44.59,0.0,61.24,0.0,36.14,0.0,60.23,0.0,87.53,0.0,57.66,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,15.25,15.51,0.0,0.0,0.0,88.61,0.0,0.0,0.0,23.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,14.46,0.0,0.0,0.34,0.0,0.0,347.26,0.0,0.0,0.0,11.98,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,0.0,0.0,89.28,0.0,0.0,38.71,0.0,0.0,95.3,30.72,0.0,12.55,0.0,0.0,0.0,33.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.23,0.0,0.0,0.0,12.44,0.0,0.0,13.6,0.0,136.36,0.0,26.81,0.0,13.89,0.0,14.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0
hsa-miR-140-3p,118.9,0.65,94.69,95.43,51.04,57.61,0.0,9.68,11.25,99.92,43.45,41.57,58.86,220.81,0.0,0.0,0.0,0.0,0.48,0.0,0.67,71.99,63.77,162.71,46.39,99.74,0.0,5.62,10.35,0.0,34.98,41.09,107.24,362.6,0.0,0.0,94.96,313.78,547.82,68.32,6.57,115.98,86.81,31.19,191.98,0.83,0.34,251.44,94.18,60.34,331.26,34.87,53.97,506.54,70.99,54.34,181.91,3.15,352.46,0.1,183.77,35.51,42.21,115.05,21.49,182.37,99.83,11.16,79.7,253.5,52.92,715.63,37.33,90.61,10.67,6.59,260.34,36.73,168.37,0.0,64.07,1.99,63.71,73.67,158.38,81.8,190.74,31.58,0.52,0.0,4.14,0.0,0.43,0.45,48.32,9.24,0.0,119.47,76.92,100.66,1.07,132.06
hsa-miR-140-5p,18.62,0.65,2.35,4.19,7.63,10.52,0.0,0.0,0.0,30.48,0.0,0.0,0.0,59.15,0.0,0.0,1.06,0.0,0.0,0.0,0.0,24.13,0.0,14.46,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,18.72,24.59,0.0,0.0,53.3,0.0,0.64,0.11,78.81,12.7,21.78,6.97,159.21,0.0,0.0,154.27,0.0,0.0,489.48,311.35,419.96,443.52,0.0,28.6,78.17,0.0,0.0,0.0,23.37,0.0,12.86,26.37,0.0,191.92,0.0,0.0,0.0,0.0,0.0,465.99,7.83,24.34,0.12,40.98,29.73,0.0,24.36,0.0,0.0,0.0,5.57,5.6,25.56,0.0,13.66,0.0,73.4,71.7,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.54,0.0
