miRNA,SRR23107340,SRR23107341,SRR23107342,SRR23107343,SRR23107344,SRR23107345,SRR23107346,SRR23107347,SRR23107348,SRR23107349,SRR23107350,SRR23107351,SRR23107352,SRR23107353,SRR23107354,SRR23107355,SRR23107356,SRR23107357,SRR23107358,SRR23107359,SRR23107360,SRR23107361,SRR23107362,SRR23107363,SRR23107364,SRR23107365,SRR23107366,SRR23107367,SRR23107368,SRR23107369,SRR23107370,SRR23107371,SRR23107372,SRR23107373,SRR23107374,SRR23107375,SRR23107376
hsa-miR-3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.35,0.0,1.02
hsa-miR-3164,0.0,1.83,0.0,0.63,0.0,0.0,0.0,0.0,0.38,0.0,0.58,0.0,0.71,1.11,0.4,0.0,0.0,0.0,0.4,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.77,0.0,0.0,1.55,0.93,0.43,0.87,0.7,1.01,0.72
hsa-miR-3165,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.12,0.0,0.0
hsa-miR-3166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.1,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.21,0.19,0.0,1.23,0.11,0.0,8.58,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.71,10.28,0.7,0.0,0.38,0.0,0.11,7.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3170,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.21,0.0,0.0,0.22,0.59,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.72,0.52,0.0,0.09,0.0,0.12,0.0,0.1
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,3.38,0.0,1.02,0.7,0.5,0.48,0.85,0.0,12.21,0.98,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,12.35,0.0,1.35,0.52,2.84,3.38,0.67,6.95
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.4,0.0,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,1.44,0.9,0.0,0.09,0.0,0.0,0.0,2.04
hsa-miR-3175,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,1.15,0.0,1.98,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.84,0.9,0.31,0.0,0.0,0.0,0.0,0.1
hsa-miR-3176,3.22,2.81,0.0,22.4,0.0,0.0,0.0,0.0,9.23,0.0,0.58,4.6,0.31,3.22,2.59,0.0,2.65,0.0,1.34,0.55,1.57,0.11,0.0,0.0,1.34,5.75,1.43,1.32,0.0,1.44,1.42,2.49,2.15,1.53,2.33,3.81,0.2
hsa-miR-3177-3p,3.86,16.18,3.14,14.58,0.0,0.0,0.0,0.0,19.37,0.18,49.31,9.2,8.04,9.04,3.29,0.0,5.41,0.0,9.93,0.77,4.51,0.21,0.0,0.7,1.53,3.06,17.08,39.08,0.0,13.79,4.26,13.46,17.44,4.26,2.92,4.93,5.01
hsa-miR-3177-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,206.86,4.22,23.9,9.72,0.77,1.18,26.88,0.11,102.09,0.53,0.23,6.73,0.1,0.0,0.5,4.42,9.76,0.0,0.54,0.11,1.18,0.21,130.21,68.91,7.07,4.98,2.1,1.44,0.14,1.44,0.0,0.0,1.12,0.0,2.57,3.81,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.4,0.1,0.0,0.0,0.0,4.16,0.44,0.2,0.0,0.0,0.0,0.19,2.3,0.19,0.0,0.0,4.08,0.65,0.21,0.17,0.0,1.28,0.22,1.43
hsa-miR-3180,4.29,0.0,0.0,0.21,0.0,1.48,14.49,0.0,3.59,0.0,8.39,33.67,2.14,22.0,1.4,9.8,0.0,1.71,0.81,0.33,2.55,0.86,30.12,42.19,8.41,20.3,0.0,3.64,0.0,1.92,5.55,1.04,0.34,1.42,0.12,0.0,0.31
hsa-miR-3180-3p,1.29,13.65,22.33,9.93,0.0,33.65,124.99,0.0,38.48,0.0,5.01,21.21,4.58,54.05,6.68,13.02,4.78,52.15,0.81,0.0,5.1,0.64,13.51,8.44,20.83,45.2,1.72,0.55,0.0,0.0,5.43,0.62,0.0,3.28,1.17,10.98,0.72
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.41,0.6,0.0,0.0,0.0,1.21,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.6,0.65,1.55,0.0,0.33,0.12,0.67,0.2
hsa-miR-3181,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0
hsa-miR-3182,0.0,1.83,0.87,0.0,0.0,0.0,10.36,0.0,4.75,0.35,0.0,0.0,0.0,2.21,1.2,14.82,5.62,0.0,4.83,0.11,0.2,0.0,0.0,0.0,7.64,2.68,1.34,0.88,0.14,0.0,0.52,0.52,2.92,0.0,0.93,3.14,0.0
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-3184-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3184-5p,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.1
hsa-miR-3185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3186-3p,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.23,3.59,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,1.68,0.26,0.0,0.69,0.11,0.0,0.0,0.0
hsa-miR-3186-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.54,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.16,0.0,0.0,0.34,0.0,0.12,0.0,0.2
hsa-miR-3187-3p,14.79,3.8,19.71,25.36,0.0,0.59,0.0,0.0,4.62,0.0,2.56,0.0,1.83,1.71,5.59,15.05,6.47,0.0,3.76,0.87,5.1,0.64,0.13,0.7,5.73,8.04,3.44,2.54,0.0,3.0,3.75,2.69,1.12,2.95,6.3,5.04,0.61
hsa-miR-3187-5p,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.55,0.0,0.96,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.2,0.5,0.12,0.11,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.08,1.29,0.83,0.43,0.33,0.0,2.24,0.61
hsa-miR-3190-3p,2.36,0.0,2.44,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.47,0.0,0.41,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.22,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-3190-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.9,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,1.04,0.17,0.0,0.82,0.0,0.0
hsa-miR-3191-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.9,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.66,0.0,1.68,1.03,0.0,0.0,0.0,0.0,0.0,0.41
hsa-miR-3194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.82,0.0,0.0,0.7,0.9,0.0,1.06,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.67,0.0,0.0,0.0,1.03,0.31,0.0,0.0,1.17,0.56,0.0
hsa-miR-3195,9.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.77,0.35,0.0,2.36,0.0,0.1,0.7,0.12,2.87,0.0,0.67,0.33,0.39,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.14,0.0,0.26,0.1,0.0,0.0,0.35,3.47,0.0
hsa-miR-3196,9.43,0.14,0.17,1.06,0.0,1.48,0.0,0.11,0.9,0.18,3.26,1.57,0.0,0.2,0.2,0.84,3.18,0.43,1.48,2.19,3.53,0.0,3.7,0.0,4.01,1.92,0.57,0.66,0.14,1.2,0.0,0.41,0.77,0.22,0.82,1.91,0.0
hsa-miR-3197,20.79,0.0,0.0,0.0,0.0,9.15,0.0,0.0,5.51,0.0,0.0,3.03,0.31,0.1,0.7,35.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,2.11,0.0,10.16,0.0,0.0,0.65,0.41,0.0,1.64,0.7,0.45,1.12
hsa-miR-3198,0.0,13.79,5.41,17.54,0.0,20.07,0.79,0.0,2.69,0.0,42.31,22.56,1.22,1.21,0.2,13.38,2.02,30.06,2.55,4.16,1.18,0.0,2.76,11.95,2.87,1.72,1.05,12.37,0.0,4.2,1.81,1.14,3.26,0.22,0.47,1.01,0.41
hsa-miR-3199,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.22,0.39,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.03,0.72,0.26,0.55,1.05,0.67,0.72
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.85,2.11,1.4,0.12,0.0,0.0,0.54,2.84,1.18,0.32,0.0,0.0,0.0,0.0,4.87,0.0,0.0,5.16,1.42,2.38,2.66,0.77,3.26,0.9,0.1
hsa-miR-32-5p,0.21,11.12,0.17,9.3,0.19,6.49,0.0,0.0,22.32,1.05,14.1,0.0,12.93,42.3,32.92,0.24,2.44,0.0,57.96,9.29,64.88,2.04,0.07,0.0,1.34,17.24,71.1,5.63,0.43,134.92,34.1,17.4,150.78,12.9,51.42,9.19,7.77
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.13,0.11,0.59,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-3200-5p,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.12,0.0,0.51,0.2,0.0,0.0,0.74,0.0,1.07,0.22,0.0,0.0,0.0,0.0,1.15,0.0,1.91,0.0,0.0,0.0,1.42,0.0,0.43,0.0,0.47,0.0,0.31
hsa-miR-3202,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0
hsa-miR-320a-3p,191485.5,128849.63,305198.76,62918.03,755.31,210739.1,329211.04,9087.26,64792.32,45758.31,112417.09,287175.02,12742.87,15990.86,24171.07,200662.78,73924.5,167030.42,20940.55,3074.48,33992.05,1592.53,165923.6,236052.36,52783.87,45592.5,24876.12,55134.03,1283.4,15785.66,76784.01,26760.61,8628.37,25613.95,18010.09,63884.18,10727.95
hsa-miR-320a-5p,3.86,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.29,0.11,0.0,0.22,0.0
hsa-miR-320b,73360.17,13828.69,51593.44,14204.97,178.39,10398.02,24945.59,401.74,21185.83,15188.23,7586.52,34330.52,1554.43,2986.24,4090.5,62482.92,18285.47,29346.41,1750.93,344.1,2977.12,326.56,33895.21,38706.03,52233.05,14755.8,2879.84,8433.21,426.93,1517.63,6778.92,1548.17,269.01,1938.22,3800.55,4487.42,2565.29
hsa-miR-320c,29639.58,3583.35,7367.1,5064.48,25.1,5628.68,23173.89,78.7,13057.04,4804.71,1678.59,6584.72,181.92,397.66,797.85,26195.04,16440.47,11343.12,147.45,68.99,1164.54,136.22,9621.64,7457.96,41635.81,6242.81,511.23,1065.19,327.37,195.01,2322.55,1034.46,160.15,1146.08,1547.9,2187.39,358.0
hsa-miR-320d,2240.26,3483.45,1710.61,1655.89,18.59,1052.41,5564.73,8.37,748.1,1624.21,286.06,610.73,209.0,686.81,473.8,7175.25,976.73,656.7,44.54,28.98,643.72,30.44,4662.73,2698.11,38127.22,574.63,41.61,424.62,35.88,57.93,152.17,55.2,54.99,242.0,145.52,269.75,227.15
hsa-miR-320e,437.51,267.49,113.03,73.13,1.92,50.48,215.63,0.22,142.49,82.8,9.79,158.6,5.19,14.27,15.46,157.59,260.02,22.65,1.48,2.84,15.68,2.68,125.37,471.13,591.71,73.55,8.3,20.65,0.14,3.48,42.24,21.75,20.28,38.59,144.94,36.54,33.43
hsa-miR-323a-3p,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,13.95,2.01,2.89,0.84,8.92,0.0,2.15,10.82,4.51,0.43,0.0,0.0,5.16,1.15,15.27,0.0,0.0,4.44,6.98,6.11,5.33,3.39,3.61,0.67,4.91
hsa-miR-323a-5p,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,4.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.95,0.0,0.0,0.0,1.81,0.93,0.17,0.0,0.0,0.56,0.0
hsa-miR-323b-3p,1.93,0.14,0.0,0.0,0.0,1.77,0.0,0.0,2.57,0.0,0.0,0.0,8.86,1.51,2.99,0.0,5.73,0.0,4.43,0.77,0.98,0.0,0.07,0.0,5.35,4.79,11.17,1.32,0.0,3.72,3.88,30.97,2.49,2.51,1.17,7.51,7.56
hsa-miR-323b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,2.27,3.8,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.24,0.0,0.0,0.13,0.0,1.57,0.0,0.0,0.0,1.91,0.0,0.0,1.99,0.0,0.12,0.26,0.21,1.46,0.0,0.0,1.23,0.0
hsa-miR-324-5p,0.0,0.0,0.0,4.86,0.0,2.95,0.0,0.0,6.16,0.0,24.83,0.0,1.53,1.0,0.9,1.43,3.5,0.0,12.34,1.09,1.37,0.0,0.0,9.84,4.2,1.92,1.53,13.03,0.0,1.44,1.81,2.59,3.69,2.4,2.22,1.68,0.92
hsa-miR-326,9.22,11.68,0.17,30.22,0.19,11.22,0.0,0.0,13.98,0.0,20.28,27.39,2.85,19.39,9.88,7.53,9.66,0.0,8.72,0.44,16.66,0.43,0.4,23.91,25.41,41.57,16.13,59.07,0.0,6.72,8.01,25.89,12.8,3.94,14.11,15.91,5.21
hsa-miR-328-3p,12.65,75.42,17.27,51.36,0.38,8.27,0.35,0.54,130.56,5.6,58.63,29.75,467.78,229.17,165.91,51.02,201.12,0.28,949.79,81.35,51.75,2.47,0.74,2.11,11.65,32.37,390.98,91.08,1.44,599.66,255.12,425.26,40.47,201.67,407.64,140.42,185.95
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.1,0.8,0.48,0.96,0.0,0.13,0.66,0.0,0.0,0.0,0.0,0.19,0.77,4.87,0.0,0.0,2.64,0.9,0.72,0.95,0.11,1.87,0.11,0.1
hsa-miR-329-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.17,0.0,0.0,0.0,0.2
hsa-miR-330-3p,12.22,30.53,13.43,12.89,0.19,4.72,0.09,0.0,30.91,0.7,84.28,87.66,64.54,78.37,16.36,9.08,19.1,0.0,58.63,8.42,20.19,1.5,0.2,0.0,17.58,55.93,28.44,66.8,0.0,70.16,18.21,66.49,53.7,16.94,19.01,21.74,34.04
hsa-miR-330-5p,18.22,19.7,31.4,64.04,0.19,11.51,11.24,0.11,52.07,0.53,134.87,36.82,6.72,21.1,11.47,12.19,17.94,0.0,29.52,3.83,26.46,2.14,24.67,20.39,14.52,37.35,10.59,52.99,0.14,25.79,16.41,16.26,32.3,3.39,12.71,8.97,2.86
hsa-miR-331-3p,0.0,0.28,0.0,1.27,0.0,0.0,0.0,0.0,0.13,0.18,0.0,0.0,0.41,2.41,0.7,0.96,0.11,0.0,5.77,0.98,0.98,0.0,0.0,0.0,0.19,0.0,0.48,0.11,0.0,4.92,0.13,0.52,0.43,0.11,1.28,0.22,0.31
hsa-miR-331-5p,0.0,2.95,0.0,1.27,0.0,0.0,0.0,0.0,6.41,0.18,0.0,0.0,12.01,8.04,7.38,0.6,6.58,0.0,12.34,6.34,4.9,0.11,0.07,0.0,0.76,4.41,9.54,0.99,0.0,8.52,8.65,5.8,1.8,5.79,8.16,7.62,7.67
hsa-miR-335-3p,0.0,0.0,0.17,0.21,0.0,0.0,0.0,0.0,0.51,0.88,0.0,0.0,70.96,18.89,5.79,23.06,3.5,0.14,18.78,32.15,2.35,0.0,0.0,0.0,0.0,1.53,11.74,0.0,2.02,1.92,5.81,14.81,2.15,10.06,24.02,3.25,18.3
hsa-miR-335-5p,1.5,5.63,0.17,10.14,0.0,7.38,0.0,0.0,41.3,0.7,15.5,3.59,82.26,74.25,52.98,22.22,51.16,0.14,21.2,28.32,58.22,2.47,0.0,0.7,1.53,43.48,203.08,3.97,0.86,100.74,19.51,55.82,72.34,87.55,111.82,11.32,21.57
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.4,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.26,1.55,0.26,0.33,0.82,0.0,2.04
hsa-miR-337-5p,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.58,0.0,0.0,0.3,0.8,0.0,0.42,0.0,0.13,0.0,0.59,0.11,0.0,0.0,5.35,0.96,2.86,2.54,0.0,0.0,1.03,0.83,0.09,0.0,0.47,0.0,0.0
hsa-miR-338-3p,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,2.69,0.0,1.17,4.15,0.41,1.81,1.6,0.0,0.0,0.0,0.0,0.22,0.2,0.11,0.0,0.0,0.38,0.0,0.76,0.0,0.0,0.12,1.42,0.0,0.0,0.11,3.38,1.12,0.31
hsa-miR-338-5p,0.0,0.0,0.0,0.0,0.0,18.89,0.09,0.0,7.31,0.0,45.69,19.87,1.12,0.3,27.94,0.36,73.87,0.14,0.67,1.2,3.33,1.61,0.0,0.0,10.32,0.0,3.82,0.0,0.43,428.28,47.41,1.86,234.12,26.78,2.68,44.27,13.29
hsa-miR-339-3p,130.12,263.97,130.99,264.18,0.96,41.33,139.66,0.0,152.49,0.0,353.2,210.91,26.06,112.12,133.69,51.97,140.2,15.96,102.37,16.84,105.85,5.14,97.94,397.3,183.61,222.0,79.88,264.42,0.0,100.02,113.03,91.66,183.35,26.78,76.84,125.07,19.93
hsa-miR-339-5p,0.43,13.65,3.31,5.92,0.19,0.3,20.99,0.0,21.55,16.28,1.17,0.0,41.84,50.44,21.65,9.8,6.58,0.0,66.15,14.76,14.7,0.86,0.2,0.0,22.93,24.13,17.37,20.54,0.29,23.15,4.91,16.47,25.17,5.14,23.32,16.92,9.92
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,2.11,0.1,0.0,0.0,1.08,0.0,0.0,0.26,0.0,0.0,1.12,0.0
hsa-miR-33a-5p,0.0,0.0,4.71,0.0,0.38,0.0,0.0,0.0,2.82,0.0,0.47,0.0,0.2,1.81,1.2,0.0,1.7,0.0,0.94,0.22,0.59,0.0,0.0,0.0,2.1,1.53,1.43,0.0,0.0,4.44,0.26,1.35,4.38,0.22,1.17,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,2.79,0.14,0.0,0.21,0.0,0.3,0.0,0.0,0.64,0.0,0.58,0.0,0.0,0.5,0.0,0.0,1.06,0.0,0.0,0.0,0.2,0.32,0.0,7.03,0.0,0.77,0.48,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.14,0.0,0.0,0.19,0.0,0.0,6.85,4.23,0.0,0.12,0.0,65.36,35.26,9.38,1.19,4.46,0.0,27.5,38.05,10.0,0.43,0.0,0.0,0.0,2.3,26.53,0.0,0.0,31.3,5.17,41.32,5.07,9.51,38.25,1.91,65.73
hsa-miR-340-5p,0.21,36.02,4.19,101.66,0.96,27.45,0.0,0.0,144.28,1.4,126.24,12.68,164.31,245.75,120.52,22.1,92.55,0.71,109.62,149.25,265.41,11.25,1.08,0.7,18.91,121.63,588.14,30.58,0.86,617.77,124.91,267.11,733.39,89.52,258.39,75.65,95.99
hsa-miR-342-3p,0.0,2.81,0.0,6.55,0.0,0.59,0.0,0.0,12.31,0.53,0.82,0.0,40.11,23.71,34.12,24.97,16.45,0.43,73.26,29.96,12.35,0.0,0.0,0.0,11.65,7.09,17.27,5.19,0.29,74.96,14.6,14.71,10.74,26.12,93.05,7.28,14.41
hsa-miR-342-5p,43.51,238.51,65.06,509.34,2.3,18.89,1.84,0.0,318.96,0.0,72.74,39.85,83.99,162.46,216.2,50.66,411.47,1.0,156.44,83.1,134.86,7.18,72.26,55.55,525.6,186.56,125.49,185.48,0.0,362.92,253.44,223.4,94.25,177.4,240.78,163.85,189.94
hsa-miR-345-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,137.62,165.9,80.06,205.43,0.57,8.86,0.18,0.0,237.65,0.35,129.16,166.01,20.77,60.58,155.44,25.81,120.14,12.4,54.88,20.88,174.06,9.43,46.05,94.93,168.13,184.27,156.51,165.72,0.29,159.39,80.48,71.77,153.62,30.17,123.48,92.91,10.22
