miRNA,SRR18245024
hsa-miR-493-3p,3.33
hsa-miR-181a-3p,2.91
hsa-miR-127-3p,3.75
hsa-miR-4326,2.91
hsa-let-7d-3p,5.0
hsa-mir-5684-5p,2.91
hsa-miR-374b-5p,4.16
hsa-miR-197-3p,2.5
hsa-miR-379-5p,4.16
hsa-miR-4466,2.91
hsa-miR-2682-5p,2.91
hsa-miR-1843,5.0
hsa-miR-1268b,2.5
hsa-miR-23b-3p,6.25
hsa-miR-15b-5p,3.75
hsa-miR-99b-3p,5.0
hsa-miR-548u,4.58
hsa-miR-331-5p,2.5
hsa-miR-3143,2.5
hsa-miR-215-5p,4.16
hsa-miR-548ah-3p,2.5
hsa-miR-126-5p,2.08
hsa-miR-1291,3.33
hsa-miR-6779-5p,2.08
hsa-miR-582-3p,2.5
hsa-mir-12136-5p,2.08
hsa-miR-23a-5p,2.91
hsa-miR-185-5p,2.91
hsa-miR-589-5p,2.08
hsa-mir-8086-5p,2.08
hsa-miR-320c,3.75
hsa-miR-106b-5p,2.08
hsa-miR-423-3p,2.08
hsa-miR-193a-5p,2.5
hsa-miR-142-5p,3.33
hsa-miR-550a-5p,1.67
hsa-miR-181a-2-3p,1.67
hsa-miR-21-3p,4.58
hsa-miR-92b-3p,4.58
hsa-miR-1306-3p,1.67
hsa-mir-622-3p,4.16
hsa-miR-5010-5p,1.67
hsa-miR-382-5p,1.67
hsa-miR-4671-3p,1.67
hsa-miR-499a-5p,1.67
hsa-miR-450b-5p,1.67
hsa-miR-378d,1.25
hsa-miR-19b-3p,2.5
hsa-miR-522-3p,1.25
hsa-miR-204-3p,1.25
hsa-miR-138-5p,1.25
hsa-miR-4516,1.25
hsa-miR-24-2-5p,2.5
hsa-miR-3614-5p,1.25
hsa-miR-199b-5p,1.25
hsa-miR-1285-5p,1.67
hsa-miR-449a,1.67
hsa-miR-3613-5p,1.25
hsa-miR-451a,2.08
hsa-miR-494-3p,1.25
hsa-miR-342-3p,1.25
hsa-miR-452-5p,1.67
hsa-miR-504-5p,0.83
hsa-miR-30c-2-3p,1.25
hsa-miR-6510-3p,1.25
hsa-miR-130b-5p,1.67
hsa-miR-30e-3p,2.5
hsa-miR-450a-5p,0.83
hsa-miR-140-5p,1.25
hsa-miR-338-3p,0.83
hsa-miR-328-3p,0.83
hsa-miR-3909,0.83
hsa-miR-134-5p,0.83
hsa-miR-92b-5p,2.08
hsa-miR-4508,1.67
hsa-miR-34a-5p,0.83
hsa-miR-660-5p,0.83
hsa-miR-142-3p,0.83
hsa-miR-369-3p,0.83
hsa-miR-10399-3p,1.25
hsa-miR-1293,0.83
hsa-let-7a-3p,0.83
hsa-miR-758-3p,0.83
hsa-miR-409-3p,2.08
hsa-miR-4521,1.67
hsa-let-7f-1-3p,0.83
hsa-miR-193b-3p,1.25
hsa-miR-374a-3p,0.83
hsa-miR-6515-5p,0.83
hsa-miR-28-5p,2.08
hsa-miR-889-3p,1.67
hsa-miR-365a-5p,0.83
hsa-miR-149-5p,1.25
hsa-miR-877-5p,0.83
hsa-miR-374a-5p,0.42
hsa-miR-214-3p,0.42
hsa-miR-766-5p,0.42
hsa-miR-130a-3p,0.42
hsa-miR-671-3p,0.42
hsa-miR-150-5p,0.42
hsa-miR-18b-5p,0.42
hsa-miR-659-5p,0.83
hsa-miR-95-3p,0.42
hsa-miR-4791,0.42
hsa-miR-708-3p,0.42
hsa-miR-93-3p,0.42
hsa-miR-136-5p,0.42
hsa-miR-223-5p,0.83
hsa-miR-487b-3p,0.42
hsa-mir-558-3p,0.42
hsa-miR-214-5p,0.42
hsa-miR-944,0.42
hsa-miR-29c-5p,0.42
hsa-miR-4463,0.42
hsa-miR-9-3p,0.42
hsa-miR-210-5p,0.42
hsa-miR-129-5p,0.42
hsa-miR-497-5p,0.42
hsa-miR-320d,0.42
hsa-miR-542-3p,0.83
hsa-miR-32-5p,0.42
hsa-miR-132-3p,0.42
hsa-let-7b-3p,0.42
hsa-miR-506-3p,0.42
hsa-miR-365b-3p,0.42
hsa-miR-2277-5p,0.42
hsa-miR-6724-5p,0.42
hsa-miR-3182,0.42
hsa-mir-3648-1-5p,0.42
hsa-miR-4497,0.42
hsa-miR-409-5p,0.42
hsa-mir-4430-5p,0.42
hsa-miR-552-3p,0.42
hsa-miR-625-3p,0.42
hsa-miR-3615,0.42
hsa-miR-454-3p,0.83
hsa-miR-539-3p,0.42
hsa-miR-503-5p,0.42
hsa-miR-148a-5p,0.83
hsa-miR-143-5p,0.42
hsa-miR-133b,0.42
hsa-miR-495-3p,0.42
hsa-miR-136-3p,0.42
hsa-miR-1285-3p,0.42
hsa-miR-301a-3p,0.42
hsa-miR-151a-5p,0.42
hsa-miR-365b-5p,0.42
hsa-miR-548e-3p,0.42
hsa-miR-345-5p,0.83
hsa-miR-194-3p,0.42
hsa-miR-1267,0.42
hsa-miR-654-5p,0.42
hsa-miR-32-3p,0.42
hsa-miR-493-5p,0.83
hsa-mir-449a-5p,0.42
hsa-miR-485-5p,0.42
hsa-miR-1288-3p,0.42
hsa-miR-548k,0.42
hsa-miR-378c,0.42
hsa-miR-132-5p,0.42
hsa-miR-452-3p,0.42
hsa-miR-548am-3p,0.42
hsa-miR-361-5p,0.42
hsa-miR-410-3p,0.42
hsa-miR-339-5p,0.42
hsa-miR-663a,0.42
hsa-miR-151b,0.42
hsa-miR-658,0.42
hsa-miR-383-5p,0.42
hsa-miR-195-5p,0.42
hsa-miR-574-3p,0.42
hsa-miR-181d-5p,0.42
hsa-miR-1298-5p,0.42
hsa-miR-29c-3p,0.42
hsa-miR-193a-3p,0.42
hsa-miR-195-3p,0.42
hsa-miR-107,0.42
hsa-miR-382-3p,0.42
hsa-mir-3648-2-5p,0.42
hsa-miR-125b-1-3p,0.42
