miRNA,SRR18245024
hsa-miR-21-5p,4771.41
hsa-miR-151a-3p,1551.05
hsa-miR-148a-3p,1130.08
hsa-miR-143-3p,1182.96
hsa-let-7i-5p,1148.82
hsa-let-7f-5p,1147.57
hsa-let-7a-5p,520.9
hsa-miR-100-5p,353.93
hsa-miR-26a-5p,402.23
hsa-let-7g-5p,395.15
hsa-miR-1-3p,378.08
hsa-miR-221-3p,402.23
hsa-miR-27b-3p,189.04
hsa-miR-10a-5p,188.62
hsa-let-7b-5p,128.66
hsa-miR-30a-5p,213.61
hsa-miR-320a-3p,107.43
hsa-miR-30d-5p,164.89
hsa-miR-99a-5p,82.03
hsa-miR-27a-3p,116.17
hsa-miR-200c-3p,100.77
hsa-miR-146a-5p,123.67
hsa-miR-182-5p,89.52
hsa-miR-126-3p,104.93
hsa-miR-25-3p,69.12
hsa-miR-155-5p,53.71
hsa-miR-92a-3p,66.21
hsa-miR-24-3p,65.37
hsa-miR-183-5p,71.2
hsa-miR-128-3p,59.96
hsa-miR-200b-3p,62.04
hsa-miR-200a-5p,35.81
hsa-miR-9-5p,47.88
hsa-miR-29a-3p,47.88
hsa-miR-378a-3p,45.39
hsa-miR-103a-3p,26.23
hsa-miR-192-5p,61.63
hsa-miR-30e-5p,33.31
hsa-miR-224-5p,53.71
hsa-miR-106b-3p,37.48
hsa-miR-206,31.23
hsa-miR-26b-5p,35.39
hsa-miR-22-3p,37.48
hsa-miR-122-5p,20.82
hsa-miR-381-3p,22.49
hsa-miR-146b-5p,42.89
hsa-miR-99b-5p,30.81
hsa-miR-30b-5p,18.32
hsa-miR-10b-5p,34.98
hsa-miR-423-5p,17.49
hsa-miR-148b-3p,19.99
hsa-miR-7-5p,25.4
hsa-miR-532-5p,15.82
hsa-miR-455-5p,19.57
hsa-miR-218-5p,30.81
hsa-miR-4488,28.31
hsa-miR-449c-5p,22.9
hsa-miR-425-5p,27.9
hsa-miR-222-3p,45.8
hsa-miR-98-5p,13.32
hsa-miR-28-3p,33.31
hsa-miR-200a-3p,24.57
hsa-miR-191-5p,23.73
hsa-miR-1246,31.23
hsa-miR-203a-3p,16.66
hsa-let-7e-5p,16.24
hsa-let-7d-5p,12.49
hsa-miR-30c-5p,22.49
hsa-let-7c-5p,23.73
hsa-miR-3665,9.99
hsa-miR-199a-3p,12.49
hsa-miR-23a-3p,24.57
hsa-miR-1180-3p,19.57
hsa-miR-147b-3p,7.91
hsa-miR-335-3p,7.5
hsa-miR-941,9.99
hsa-miR-101-3p,26.65
hsa-miR-31-5p,14.57
hsa-miR-145-5p,8.33
hsa-miR-20a-5p,8.74
hsa-miR-744-5p,9.16
hsa-miR-93-5p,8.74
hsa-miR-181a-5p,24.57
hsa-miR-27a-5p,18.74
hsa-miR-10396a-3p,6.66
hsa-miR-202-5p,7.08
hsa-miR-34c-5p,12.08
hsa-miR-186-5p,10.83
hsa-miR-199b-3p,9.16
hsa-miR-96-5p,6.25
hsa-miR-125b-5p,11.24
hsa-miR-152-3p,8.33
hsa-miR-139-5p,6.25
hsa-miR-576-3p,7.91
hsa-miR-4664-3p,5.83
hsa-miR-29b-3p,5.0
hsa-miR-196b-5p,5.83
hsa-miR-3158-3p,5.0
hsa-miR-7706,5.0
hsa-miR-769-5p,5.0
hsa-miR-363-3p,9.58
hsa-miR-424-3p,5.0
hsa-miR-135b-5p,5.41
hsa-miR-16-2-3p,8.33
hsa-miR-320b,5.83
hsa-miR-125a-5p,6.25
hsa-miR-194-5p,9.58
hsa-miR-193b-5p,5.41
hsa-miR-16-5p,9.16
hsa-miR-548o-3p,4.16
hsa-miR-140-3p,12.91
hsa-miR-514a-3p,4.58
hsa-miR-196a-5p,8.74
hsa-miR-30a-3p,6.66
hsa-miR-205-5p,8.74
hsa-miR-1307-3p,7.5
hsa-miR-221-5p,4.16
hsa-miR-133a-3p,8.74
hsa-miR-429,5.41
hsa-miR-340-5p,7.08
hsa-miR-651-5p,3.75
hsa-miR-17-5p,5.0
hsa-miR-199a-5p,3.75
hsa-miR-370-3p,3.75
hsa-miR-361-3p,6.25
hsa-miR-574-5p,7.5
hsa-miR-1304-5p,3.33
hsa-miR-4473,4.16
hsa-miR-411-5p,6.25
hsa-miR-141-3p,3.75
hsa-miR-509-3-5p,6.25
hsa-miR-375-3p,4.58
hsa-miR-22-5p,2.91
hsa-miR-92a-1-5p,2.91
hsa-miR-23b-5p,2.91
hsa-miR-181b-5p,8.33
hsa-miR-629-5p,2.91
