miRNA,SRR22777518,SRR22777519,SRR22777520,SRR22777521,SRR22777522,SRR22777523,SRR22777524,SRR22777525,SRR22777526,SRR22777527,SRR22777528,SRR22777529,SRR22777530,SRR22777531,SRR22777532,SRR22777533,SRR22777534,SRR22777535,SRR22777536,SRR22777537,SRR22777538,SRR22777539,SRR22777540,SRR22777541,SRR22777542,SRR22777543,SRR22777544,SRR22777545,SRR22777546
hsa-miR-218-5p,0.0,0.33,0.0,0.2,0.0,0.0,0.16,0.07,0.0,0.14,0.0,0.0,0.33,0.0,0.0,0.62,0.25,0.0,0.0,2.26,1.23,0.33,4.56,0.41,0.11,1.24,3.07,3.35,0.91
hsa-miR-219a-1-3p,0.07,0.22,0.71,0.07,0.0,0.37,0.16,0.3,0.19,0.2,0.0,0.54,0.0,0.0,0.0,0.0,0.5,0.83,0.15,0.0,0.15,0.71,0.0,0.92,1.54,1.03,0.0,0.0,0.08
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-3p,0.0,0.0,0.42,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-22-3p,1013.28,4945.73,4190.03,2295.64,4213.84,1474.1,2831.4,4320.42,3513.68,1810.39,2024.67,1266.43,2125.79,1908.11,1060.5,1689.58,2691.82,3133.2,3515.03,2714.69,1702.01,3908.55,1434.28,3567.8,2387.15,2286.46,2785.54,2938.25,2748.22
hsa-miR-22-5p,0.44,31.55,2.61,3.05,13.69,2.41,1.05,5.26,22.46,3.67,0.45,2.34,5.73,2.42,3.76,13.52,9.58,21.12,8.21,8.9,1.61,4.15,7.0,6.04,2.42,5.97,1.43,7.62,3.19
hsa-miR-221-3p,845.6,18428.96,3531.71,4050.1,10744.82,4760.57,1461.8,5619.93,11440.19,6133.11,1648.61,1095.99,1039.71,646.41,1532.63,9271.13,4682.42,6252.21,2282.86,809.91,1707.08,4969.25,956.73,3646.56,1873.83,832.23,2254.94,941.12,3972.77
hsa-miR-221-5p,4.87,5.06,4.51,4.54,6.92,2.22,8.37,5.41,5.24,4.15,4.29,1.8,2.8,2.42,3.76,1.98,6.89,7.7,1.86,0.0,3.53,4.67,0.0,3.48,2.64,0.0,3.07,0.0,4.03
hsa-miR-222-3p,706.96,1889.97,1256.44,655.49,1348.78,779.08,649.18,1617.17,1564.83,1135.14,1248.04,1849.49,966.97,655.3,933.6,3760.26,1853.71,2707.13,3118.5,1300.93,1316.61,1385.74,2532.18,1542.01,887.44,340.34,927.01,778.35,2248.97
hsa-miR-222-5p,0.04,0.61,0.07,0.0,0.36,0.0,0.08,0.07,0.0,0.27,0.36,1.62,1.3,0.0,0.09,0.0,0.34,0.38,1.08,1.21,0.0,0.09,0.0,0.0,0.0,0.0,0.82,0.0,0.0
hsa-miR-223-3p,14.17,298.44,95.96,59.32,173.32,27.77,56.44,104.75,299.92,93.94,32.92,27.15,25.01,19.8,30.04,50.24,59.75,127.71,189.67,4.22,38.24,125.25,0.0,86.54,64.32,6.59,73.24,9.35,114.97
hsa-miR-223-5p,25.01,256.6,100.9,101.7,200.47,48.88,84.46,157.12,232.29,137.78,58.32,24.45,17.13,27.47,56.77,109.04,144.8,172.81,170.78,10.71,74.02,92.68,7.49,110.6,74.43,5.77,79.49,13.42,122.8
hsa-miR-224-3p,0.0,0.11,0.21,0.0,0.0,0.0,0.24,0.0,0.19,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
hsa-miR-224-5p,1.25,15.91,7.33,2.64,6.55,0.74,4.59,0.22,6.61,7.75,5.28,1.26,0.0,0.0,2.18,3.35,1.43,5.09,2.17,0.75,3.84,6.37,3.09,1.54,2.86,2.88,1.54,0.0,5.25
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.33,0.0,0.0,0.0,0.08
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.04,0.11,0.21,0.27,0.15,0.0,0.24,0.22,0.44,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.38,0.46,0.0,0.08,0.47,0.0,0.31,0.22,0.0,0.2,0.0,0.23
hsa-miR-2277-5p,0.4,1.43,0.42,0.34,0.87,0.19,0.81,0.3,0.5,0.54,0.54,0.0,0.0,0.0,0.26,0.0,0.34,0.38,0.31,0.0,0.38,0.09,0.0,0.31,0.0,0.0,0.0,0.0,0.3
hsa-miR-2278,0.11,0.11,0.0,0.07,0.22,0.0,0.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.41,0.0,0.0
hsa-miR-2355-3p,0.33,3.8,1.2,0.34,1.09,0.37,0.97,1.19,2.56,0.68,0.54,0.0,0.78,0.0,0.7,0.0,0.76,0.64,2.94,0.0,0.61,1.23,0.0,1.13,0.66,0.0,0.0,0.1,1.06
hsa-miR-2355-5p,5.9,12.66,6.42,6.1,9.68,8.7,9.42,8.0,7.8,4.42,4.65,5.03,6.12,2.42,2.97,16.0,11.68,8.78,5.57,2.26,4.76,5.95,0.0,12.49,5.94,0.0,4.3,0.1,12.01
hsa-miR-23a-3p,7.76,46.35,33.56,26.98,38.65,14.63,10.63,41.63,36.06,19.58,18.79,18.7,30.87,33.94,11.96,24.69,33.62,31.67,47.84,59.89,20.27,37.44,28.33,23.55,35.07,44.68,46.3,16.98,30.49
hsa-miR-23a-5p,0.33,6.39,2.04,0.95,2.18,0.93,0.48,1.78,2.43,0.41,0.89,1.08,0.59,0.0,0.09,5.33,4.79,3.75,0.93,0.0,1.08,0.85,0.0,0.72,1.21,0.0,0.0,0.0,0.68
hsa-miR-23b-3p,5.35,16.9,6.49,8.2,16.38,5.37,1.53,8.52,15.35,5.17,5.9,28.23,31.52,22.62,6.29,10.05,15.97,9.29,7.59,11.77,3.46,11.99,7.0,10.65,25.73,17.91,29.5,29.08,6.62
hsa-miR-23b-5p,0.04,0.11,0.42,0.54,0.51,0.19,0.08,0.3,0.62,0.41,0.54,0.0,2.28,0.81,0.0,0.0,0.76,0.64,0.0,0.0,0.15,0.52,0.0,0.31,0.11,0.0,0.0,0.0,0.38
hsa-miR-24-1-5p,0.0,0.55,0.0,0.07,0.29,0.0,0.0,0.07,0.12,0.0,0.09,0.0,1.37,0.0,0.09,0.0,0.08,0.06,0.0,0.0,0.23,0.09,0.0,0.0,0.55,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,7.36,16.79,24.68,16.48,21.77,24.99,13.93,30.89,15.04,8.9,18.79,8.09,11.14,2.42,9.87,9.55,33.87,28.18,30.04,9.35,11.52,15.3,5.86,22.63,15.17,3.5,15.06,6.61,15.59
hsa-miR-24-3p,201.92,86.49,1019.18,781.12,1747.61,409.72,699.18,1498.86,1791.0,30.72,570.53,137.36,132.53,29.49,375.45,69.97,1173.08,1289.65,63.02,95.34,469.18,777.47,86.78,910.03,704.94,71.86,696.03,173.54,864.98
hsa-miR-2467-5p,0.62,1.32,0.49,0.14,0.22,0.19,0.16,0.81,0.94,0.34,0.72,0.36,0.0,0.0,0.0,0.0,0.84,0.38,0.0,0.0,0.54,0.38,0.0,0.1,0.33,0.0,0.41,0.0,0.46
hsa-miR-25-3p,236.85,3348.54,748.43,1094.09,2131.09,573.39,387.99,859.99,2209.04,1214.47,426.51,2357.4,3296.21,2190.51,815.18,2283.54,826.6,1299.89,1098.23,3185.49,876.31,3591.63,1845.08,2660.95,4512.53,3927.23,3531.25,3060.96,2108.69
hsa-miR-25-5p,0.84,2.81,4.23,4.41,1.97,2.78,3.3,3.7,3.31,2.04,2.5,1.08,8.4,4.04,3.58,10.79,6.22,2.73,4.03,8.3,4.07,6.89,8.47,4.61,13.96,11.94,8.3,11.49,3.57
hsa-miR-2681-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.4,2.92,1.34,0.95,1.02,0.0,0.32,0.67,2.56,0.27,0.72,0.0,0.0,0.0,0.26,1.36,1.01,0.95,0.62,0.0,0.23,0.76,0.0,0.2,0.44,0.0,1.23,0.0,2.05
hsa-miR-26a-2-3p,0.04,1.1,0.35,0.2,0.29,0.19,0.24,0.22,1.31,0.2,0.0,0.0,0.52,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.05,0.0,0.61,0.77,0.0,0.0,0.0,1.14
hsa-miR-26a-5p,8895.73,26542.27,27053.91,15632.97,30106.93,13174.0,19199.07,29762.95,27078.77,15620.14,19771.1,14481.66,15728.26,11081.43,14598.59,16870.54,29284.33,32283.0,36298.23,12325.91,15381.57,12122.47,12269.32,29296.06,19794.88,8180.19,25522.63,12600.27,29861.55
hsa-miR-26b-3p,0.92,3.3,2.33,2.1,2.69,1.67,1.13,2.22,2.93,1.63,0.72,3.06,9.51,5.25,0.87,0.0,2.02,4.13,8.21,4.98,2.0,4.11,0.0,4.4,4.95,3.91,4.3,3.35,3.12
hsa-miR-26b-5p,3223.99,31378.06,9034.3,8560.69,19662.97,10060.27,5843.4,12866.13,23433.94,9216.15,4690.36,3219.84,2671.14,1691.16,5067.12,8995.61,9937.98,14772.83,10778.89,2048.23,6092.06,5071.13,1389.67,15187.48,13878.18,2574.92,13578.11,2794.59,16576.97
hsa-miR-27a-3p,21.2,41.79,34.41,36.68,47.46,25.92,25.36,44.52,35.81,20.19,22.18,24.63,34.19,27.47,17.73,23.69,40.17,40.2,77.42,29.72,19.35,26.15,53.24,56.33,39.47,24.09,52.86,26.33,43.42
hsa-miR-27a-5p,1.39,3.3,0.78,1.36,1.75,1.3,0.56,3.26,2.43,1.97,0.72,0.72,0.0,1.62,1.83,1.12,1.51,0.95,5.42,0.91,1.46,3.92,0.0,2.05,4.51,0.82,5.63,0.0,2.66
hsa-miR-27b-3p,200.71,636.91,363.82,279.27,733.17,298.45,269.64,508.48,490.6,239.6,317.11,268.25,422.33,189.88,128.99,137.2,381.95,296.51,780.21,296.87,211.86,404.17,313.27,393.26,249.79,200.13,500.07,220.72,354.32
hsa-miR-27b-5p,4.61,31.33,11.99,11.73,43.68,15.37,9.42,25.19,29.89,18.9,12.17,2.88,3.52,3.23,7.77,30.27,36.3,22.64,23.07,2.41,10.44,23.04,0.0,18.43,10.66,0.41,6.76,0.1,16.42
hsa-miR-28-3p,685.28,1425.1,1057.68,1006.49,1438.9,927.93,992.73,1572.72,1089.82,803.98,1201.8,963.13,1034.76,790.64,822.08,1030.13,1234.52,1351.59,1309.89,1041.77,1149.75,1523.08,986.04,1080.23,964.4,571.56,1526.04,767.27,1533.63
hsa-miR-28-5p,16.81,272.24,97.93,70.99,201.05,113.86,57.0,149.42,227.74,92.37,53.13,14.92,26.83,10.91,38.43,100.85,91.77,114.29,139.04,9.35,54.44,88.57,0.16,112.35,93.56,11.53,80.61,32.63,125.53
hsa-miR-296-3p,0.0,0.22,0.07,0.34,0.51,0.74,1.05,0.52,0.0,0.61,0.45,0.0,1.76,2.02,0.0,3.23,0.25,2.99,1.86,0.0,0.0,0.0,0.0,0.41,0.77,0.0,0.1,0.0,0.23
hsa-miR-296-5p,0.0,0.17,0.14,0.47,0.07,0.0,0.32,0.07,0.12,0.07,0.09,0.0,0.65,0.0,0.09,0.0,0.0,0.45,0.0,0.3,0.0,0.19,0.0,0.1,0.44,0.0,0.0,0.0,0.08
hsa-miR-299-3p,1.28,9.63,3.45,4.61,2.62,3.7,2.66,3.93,1.81,0.68,1.88,0.0,0.0,0.0,0.09,0.0,2.18,6.61,4.8,0.0,0.38,2.83,0.0,2.56,0.44,0.41,2.46,0.0,1.9
hsa-miR-299-5p,0.18,0.22,0.07,0.14,0.0,0.19,0.4,0.3,0.12,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.62,0.0,0.38,0.09,0.0,0.2,0.22,0.0,0.2,0.0,0.08
hsa-miR-29a-3p,3.63,13.1,9.45,10.31,9.03,4.26,9.18,11.63,13.98,4.69,7.42,21.93,27.42,29.9,5.85,5.58,10.59,12.4,20.9,27.76,7.29,19.07,27.68,20.69,23.09,20.8,33.5,13.11,18.1
hsa-miR-29a-5p,0.0,1.21,0.0,0.2,0.36,0.0,0.0,0.0,0.62,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.23
hsa-miR-29b-1-5p,0.66,0.77,0.78,1.63,1.53,1.48,0.48,2.07,2.56,1.22,1.34,5.39,4.82,0.4,0.0,8.06,5.29,6.04,1.39,3.02,0.54,2.27,0.0,3.17,2.53,1.44,1.84,0.0,2.36
hsa-miR-29b-2-5p,0.33,4.79,0.78,0.81,3.28,0.74,1.13,3.33,3.87,2.31,0.63,1.62,0.0,5.25,2.36,3.72,2.18,1.46,1.86,3.47,1.08,1.75,0.0,2.15,3.74,1.24,2.36,0.0,1.98
hsa-miR-29b-3p,0.77,3.36,1.41,0.61,1.89,0.56,0.81,0.89,1.44,0.68,1.07,0.36,1.11,0.81,0.79,1.24,1.43,0.83,1.24,1.51,0.15,3.21,0.0,1.74,1.65,1.44,2.25,4.68,1.67
hsa-miR-29c-3p,1.06,0.99,0.63,1.49,2.4,1.48,0.64,2.52,1.56,1.16,0.98,2.7,5.21,5.25,1.66,1.12,2.52,2.04,4.34,4.98,0.92,2.93,0.0,2.56,3.85,7.21,5.74,9.25,2.28
hsa-miR-29c-5p,0.0,3.03,0.07,0.07,0.58,0.0,0.24,0.15,1.06,0.2,0.09,0.9,1.04,0.4,0.0,0.0,0.17,0.38,0.0,0.3,0.84,1.18,0.0,0.2,0.55,0.0,0.72,0.0,0.08
hsa-miR-301a-3p,12.34,51.14,35.54,22.17,43.82,16.48,26.49,37.56,28.95,20.8,24.33,4.85,6.51,0.0,11.27,36.1,20.93,18.7,40.72,10.11,13.59,33.57,4.56,32.57,21.66,2.68,38.0,14.23,37.79
hsa-miR-301a-5p,0.51,1.93,0.56,0.34,0.66,2.41,0.97,0.44,1.56,0.61,0.72,0.9,0.0,0.0,0.17,0.62,0.42,1.27,1.08,0.0,0.0,1.37,0.0,0.61,0.22,0.0,0.2,0.0,0.15
hsa-miR-301b-3p,3.7,7.38,11.7,6.31,7.79,5.18,12.24,12.82,6.99,7.82,7.69,1.62,0.33,0.0,4.02,7.32,8.74,5.41,10.68,0.6,6.68,8.4,0.0,11.37,4.07,1.44,6.35,11.89,10.72
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.04,0.28,0.35,0.14,0.07,0.0,0.16,0.22,0.62,0.07,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.57,0.0,0.0,0.46,0.05,0.0,0.31,0.0,0.0,0.0,0.0,0.68
hsa-miR-3065-3p,0.04,0.33,0.49,0.0,1.75,0.0,0.08,0.37,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.51,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.15
hsa-miR-3065-5p,0.11,0.99,0.0,0.27,0.0,0.56,0.16,1.11,2.25,0.61,0.63,0.0,0.46,0.0,0.44,3.6,1.85,0.32,1.08,1.96,0.38,0.33,1.47,1.33,0.0,1.24,0.0,0.0,0.68
hsa-miR-3074-3p,0.0,0.22,0.07,0.34,0.0,0.0,0.08,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.06,1.55,0.95,0.36,0.0,1.05,0.0,0.06,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,0.08,0.52,0.0,0.31,0.0,0.0,0.0,0.0,0.91
hsa-miR-30a-3p,11.35,41.68,8.53,16.2,19.36,3.7,14.81,13.33,20.9,16.11,11.81,25.53,74.11,22.22,9.87,16.37,10.5,9.73,28.49,40.28,13.05,36.45,38.1,49.57,52.77,36.24,56.95,24.7,31.33
hsa-miR-30a-5p,279.07,240.31,113.23,240.96,196.61,107.38,180.27,167.27,108.94,136.9,165.67,2309.75,4881.27,2803.39,223.84,352.93,270.01,114.36,1438.25,4559.88,348.85,698.82,5919.98,1006.09,1026.96,3396.03,2246.03,2617.39,499.7
hsa-miR-30b-3p,2.49,20.2,13.82,7.12,19.22,3.89,8.29,15.85,15.29,8.7,9.66,7.19,5.6,1.21,5.68,24.31,25.3,22.58,17.96,0.15,6.76,11.66,0.0,10.45,11.21,5.56,5.43,3.86,11.03
hsa-miR-30b-5p,19.22,53.07,45.41,32.34,54.3,122.38,22.7,35.93,46.42,18.28,24.87,8.63,11.01,0.0,8.12,4.34,20.42,17.11,18.73,6.79,13.75,19.69,0.0,28.47,15.17,9.88,23.05,0.0,28.44
hsa-miR-30c-1-3p,2.49,16.79,8.32,7.46,19.65,3.33,3.78,15.78,17.03,7.27,7.16,1.62,3.32,0.81,3.14,12.41,15.21,12.59,8.36,1.96,4.91,9.54,4.88,10.45,7.59,0.82,5.94,0.1,9.73
hsa-miR-30c-2-3p,0.73,3.85,1.83,1.36,1.16,0.37,0.64,0.44,2.0,2.18,0.89,7.91,19.02,3.64,1.66,0.87,1.93,1.65,6.19,5.88,1.08,3.87,14.65,3.69,8.03,5.97,6.56,5.9,1.75
hsa-miR-30c-5p,54.64,175.34,163.44,86.17,195.23,146.08,89.13,138.46,250.13,139.96,136.95,89.18,96.91,50.5,72.05,66.24,149.5,129.49,160.25,72.11,63.04,106.51,23.93,120.54,111.81,38.91,125.89,29.69,195.03
hsa-miR-30d-3p,1.68,7.82,5.36,3.39,4.73,0.74,1.69,3.26,3.74,2.24,1.7,1.44,4.23,0.4,1.4,0.37,1.93,1.78,2.63,1.51,1.31,5.67,0.0,3.69,1.76,0.0,5.22,0.0,4.41
hsa-miR-30d-5p,1347.1,4925.09,4108.81,3064.29,5934.59,318.82,2482.38,4584.73,4950.91,2842.14,2547.52,1861.0,2173.92,2018.81,1860.83,2419.75,4099.87,4391.3,4531.2,2190.64,2208.66,3418.36,2005.78,4610.45,4251.97,1951.06,3737.65,2448.01,3843.43
hsa-miR-30e-3p,60.24,261.17,93.42,99.67,282.0,32.03,117.95,119.42,192.17,86.8,76.12,35.6,62.19,32.32,38.51,92.54,67.23,99.35,128.2,30.92,48.99,126.43,33.7,117.06,64.21,26.97,84.92,15.45,149.49
hsa-miR-30e-5p,344.95,670.43,1042.8,706.27,913.26,457.49,587.42,1160.68,536.89,423.06,688.61,544.58,779.41,658.93,362.96,480.95,776.85,706.68,957.64,858.48,508.95,672.29,670.49,937.57,675.48,766.55,1139.25,1010.76,814.34
hsa-miR-31-5p,0.48,1.93,0.42,1.02,0.95,0.19,0.16,0.37,0.25,0.68,0.09,3.96,2.21,0.81,1.31,6.95,1.09,0.25,7.59,5.13,1.61,3.02,4.23,5.02,9.13,1.44,7.48,5.29,2.36
hsa-miR-3115,2.27,3.58,3.38,5.36,4.29,3.15,2.25,4.96,3.43,1.77,1.88,0.0,0.0,0.0,1.83,11.16,3.28,4.07,0.93,0.0,1.92,1.98,0.0,3.79,1.32,0.0,1.74,0.0,5.17
hsa-miR-3116,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.15
hsa-miR-3118,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,2.09,11.18,2.04,4.61,11.28,5.74,5.64,7.63,9.55,2.99,4.38,0.0,0.0,0.0,6.9,3.85,6.81,12.08,7.59,0.0,3.76,1.46,0.0,7.78,1.43,0.0,0.72,4.68,4.26
hsa-miR-3120-5p,0.04,1.65,0.14,0.27,0.58,0.0,0.64,0.44,0.25,0.0,0.36,0.0,0.0,0.0,0.0,0.25,0.5,1.14,0.93,0.0,0.23,0.61,0.0,0.1,1.32,0.0,0.0,0.0,0.76
hsa-miR-3121-3p,0.0,0.22,0.0,0.14,0.36,0.19,0.24,0.22,0.19,0.07,0.27,0.0,0.0,0.0,0.7,2.23,0.17,0.32,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.15
hsa-miR-3122,0.0,0.11,0.0,0.0,0.0,0.0,0.08,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.0,0.6,0.31,0.0,0.0,0.0,0.22,1.65,0.0,0.0,0.15
hsa-miR-3124-5p,0.15,0.77,0.21,0.2,0.58,0.0,0.48,0.44,0.87,0.34,0.81,0.0,0.0,0.0,0.96,0.5,0.25,0.57,0.0,0.0,0.31,0.33,0.0,0.31,0.44,0.0,0.51,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.22,0.28,0.71,0.14,0.44,0.19,1.53,0.74,0.75,0.68,0.54,1.62,0.98,0.0,0.96,6.08,2.69,0.95,2.48,1.96,0.54,1.23,0.0,1.02,1.54,2.06,0.41,2.74,0.84
hsa-miR-3128,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-3129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3132,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3133,0.0,0.11,0.14,0.0,0.44,0.19,0.0,0.0,0.06,0.0,0.0,1.08,0.0,0.0,0.0,0.62,0.0,0.13,0.0,1.51,0.08,0.09,0.0,0.0,0.22,0.0,0.51,0.0,0.0
hsa-miR-3134,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.07,0.83,0.14,0.07,0.66,0.0,0.0,0.07,0.37,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.0,1.06,0.69,0.0,0.0,0.31,0.22,0.0,0.2,0.0,0.0
hsa-miR-3138,0.07,0.17,0.0,0.07,0.15,0.0,0.0,0.07,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.45,0.15,0.0,0.15,0.19,0.0,0.0,0.22,0.0,0.0,0.0,0.08
hsa-miR-3139,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,1.26,0.0,0.0,0.0,0.0,0.25,0.06,0.0,0.0,0.23,0.05,0.0,0.1,0.33,0.0,0.31,0.0,0.23
hsa-miR-3140-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3142,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.55,0.35,0.68,0.29,0.0,0.0,0.3,0.56,0.54,0.09,0.0,0.0,0.0,0.0,0.62,0.17,0.38,0.15,0.0,0.08,0.0,0.0,2.36,1.54,0.0,1.02,0.0,0.99
hsa-miR-3144-3p,0.0,0.11,0.14,0.0,0.07,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
