miRNA,SRR2084360,SRR2084361
hsa-let-7a-5p,48.0,90.0
hsa-let-7b-5p,34.0,37.0
hsa-let-7c-5p,0.0,4.0
hsa-let-7d-3p,8.0,11.0
hsa-let-7d-5p,7.0,13.0
hsa-let-7e-5p,36.0,44.0
hsa-let-7f-5p,206.0,413.0
hsa-let-7g-5p,16.0,21.0
hsa-let-7i-5p,132.0,186.0
hsa-miR-100-5p,3.0,1.0
hsa-miR-101-3p,5.0,14.0
hsa-miR-10396b-3p,2.0,0.0
hsa-miR-10396b-5p,0.0,1.0
hsa-miR-103a-2-5p,0.0,1.0
hsa-miR-103a-3p,0.0,1.0
hsa-miR-10401-3p,15.0,13.0
hsa-miR-106b-3p,12.0,28.0
hsa-miR-10a-5p,1.0,4.0
hsa-miR-10b-5p,2.0,11.0
hsa-miR-1180-3p,9.0,4.0
hsa-miR-1226-3p,1.0,0.0
hsa-miR-1246,38.0,38.0
hsa-miR-1247-5p,6.0,1.0
hsa-miR-1249-3p,1.0,1.0
hsa-miR-125a-3p,5.0,7.0
hsa-miR-125a-5p,185.0,145.0
hsa-miR-125b-5p,4.0,6.0
hsa-miR-126-3p,2.0,3.0
hsa-miR-1260b,2.0,0.0
hsa-miR-1266-5p,0.0,1.0
hsa-miR-127-3p,4.0,8.0
hsa-miR-1273h-5p,0.0,1.0
hsa-miR-1276,0.0,1.0
hsa-miR-128-1-5p,0.0,1.0
hsa-miR-128-3p,10.0,11.0
hsa-miR-1283,0.0,1.0
hsa-miR-1284,1.0,0.0
hsa-miR-1291,0.0,1.0
hsa-miR-1296-5p,0.0,1.0
hsa-miR-1301-3p,3.0,5.0
hsa-miR-1303,2.0,0.0
hsa-miR-1307-3p,9.0,9.0
hsa-miR-1307-5p,4.0,0.0
hsa-miR-130b-5p,1.0,1.0
hsa-miR-140-3p,9.0,17.0
hsa-miR-141-3p,9.0,14.0
hsa-miR-142-5p,0.0,3.0
hsa-miR-143-3p,4.0,3.0
hsa-miR-146b-5p,4.0,12.0
hsa-miR-148a-3p,22.0,47.0
hsa-miR-148a-5p,1.0,1.0
hsa-miR-148b-3p,7.0,9.0
hsa-miR-148b-5p,0.0,1.0
hsa-miR-149-5p,8.0,6.0
hsa-miR-150-5p,0.0,1.0
hsa-miR-151a-3p,93.0,150.0
hsa-miR-151a-5p,143.0,171.0
hsa-miR-151b,2.0,2.0
hsa-miR-152-3p,5.0,8.0
hsa-miR-15b-3p,0.0,1.0
hsa-miR-15b-5p,5.0,11.0
hsa-miR-16-2-3p,1.0,0.0
hsa-miR-16-5p,4.0,14.0
hsa-miR-17-5p,2.0,1.0
hsa-miR-181a-3p,6.0,12.0
hsa-miR-181a-5p,38.0,45.0
hsa-miR-181b-5p,18.0,29.0
hsa-miR-181c-3p,0.0,3.0
hsa-miR-181d-5p,1.0,1.0
hsa-miR-182-5p,363.0,625.0
hsa-miR-183-3p,0.0,2.0
hsa-miR-183-5p,19.0,31.0
hsa-miR-184,1.0,1.0
hsa-miR-1843,1.0,0.0
hsa-miR-185-3p,1.0,0.0
hsa-miR-185-5p,2.0,6.0
hsa-miR-186-5p,14.0,18.0
hsa-miR-18a-3p,1.0,2.0
hsa-miR-191-5p,549.0,646.0
hsa-miR-1910-5p,1.0,0.0
hsa-miR-192-5p,13.0,27.0
hsa-miR-193a-5p,1.0,2.0
hsa-miR-193b-3p,13.0,15.0
hsa-miR-193b-5p,2.0,1.0
hsa-miR-195-3p,1.0,1.0
hsa-miR-197-3p,9.0,10.0
