miRNA,SRR10197186,SRR10197189,SRR10197192
hsa-miR-11399,0.0,0.0,0.13
hsa-miR-11401,0.0,1.04,0.0
hsa-miR-1180-3p,58.93,27.61,22.08
hsa-miR-1185-1-3p,2.87,1.43,4.29
hsa-miR-1185-2-3p,1.12,0.26,2.65
hsa-miR-1197,1.12,0.0,2.4
hsa-miR-12124,0.0,0.13,0.0
hsa-miR-12126,0.0,0.26,0.0
hsa-miR-12135,0.32,0.0,0.38
hsa-miR-12136,27.15,17.45,34.19
hsa-miR-122-5p,0.8,0.78,0.63
hsa-miR-1226-3p,0.0,0.0,0.38
hsa-miR-1226-5p,0.32,0.0,0.13
hsa-miR-1229-3p,0.0,0.39,0.13
hsa-miR-1238-3p,0.0,0.0,0.13
hsa-miR-124-5p,0.0,0.39,0.0
hsa-miR-1246,432.66,252.57,97.01
hsa-miR-1247-5p,0.48,0.13,0.13
hsa-miR-1248,7.83,2.08,3.78
hsa-miR-1249-3p,0.16,0.0,0.63
hsa-miR-1249-5p,0.48,0.0,0.0
hsa-miR-1250-5p,1.6,1.56,0.25
hsa-miR-1252-5p,0.16,0.39,0.0
hsa-miR-1255a,4.79,1.3,1.89
hsa-miR-1257,0.0,0.0,0.13
hsa-miR-125a-3p,21.88,24.62,19.3
hsa-miR-125a-5p,283.01,170.9,394.72
hsa-miR-125b-1-3p,12.78,11.07,10.34
hsa-miR-125b-2-3p,3.51,0.65,2.27
hsa-miR-125b-5p,167.38,116.19,288.0
hsa-miR-126-3p,17955.54,10850.16,12525.47
hsa-miR-126-5p,247.24,132.6,474.32
hsa-miR-1260a,0.0,0.13,0.0
hsa-miR-1260b,27.95,21.36,13.88
hsa-miR-1262,5.75,2.47,3.28
hsa-miR-1268a,33.22,2.08,7.95
hsa-miR-1268b,6.23,14.07,0.38
hsa-miR-1269a,0.16,0.13,0.38
hsa-miR-1269b,0.48,0.0,0.63
hsa-miR-127-3p,959.23,491.59,470.66
hsa-miR-127-5p,1.6,1.43,7.32
hsa-miR-1271-5p,3.03,0.91,4.04
hsa-miR-1273c,0.0,0.26,0.5
hsa-miR-1273h-5p,0.32,0.0,0.76
hsa-miR-1275,16.45,5.86,7.95
hsa-miR-1276,0.0,0.39,0.13
hsa-miR-1278,0.0,0.13,0.25
hsa-miR-128-1-5p,1.44,0.39,1.01
hsa-miR-128-3p,242.28,153.57,99.15
hsa-miR-1283,6.39,5.21,7.32
hsa-miR-1284,0.0,0.65,0.0
hsa-miR-1285-3p,1.12,0.52,2.27
hsa-miR-1285-5p,2.72,3.26,2.52
hsa-miR-1287-5p,1.92,0.78,1.39
hsa-miR-1288-3p,1.92,0.65,0.25
hsa-miR-129-1-3p,0.0,0.0,0.13
hsa-miR-129-2-3p,0.16,0.0,0.0
hsa-miR-129-5p,2.56,4.17,2.78
hsa-miR-1290,0.16,0.13,0.0
hsa-miR-1291,4.31,5.08,1.51
hsa-miR-1292-5p,2.72,0.52,0.76
hsa-miR-1293,3.03,1.3,0.76
hsa-miR-1294,3.03,2.21,1.39
hsa-miR-1296-5p,2.4,0.91,0.25
hsa-miR-1298-5p,0.0,0.13,0.0
hsa-miR-1299,0.48,1.95,0.63
hsa-miR-1301-3p,10.7,7.55,12.87
hsa-miR-1303,0.32,1.56,1.14
hsa-miR-1304-5p,7.67,5.21,5.55
hsa-miR-1306-3p,4.47,0.65,0.76
hsa-miR-1306-5p,0.8,0.0,0.5
hsa-miR-1307-3p,227.43,138.98,79.6
hsa-miR-1307-5p,0.16,1.82,0.25
hsa-miR-130a-3p,2.87,1.04,2.27
hsa-miR-130a-5p,0.16,0.0,0.13
hsa-miR-130b-3p,7.19,6.51,2.27
hsa-miR-130b-5p,15.81,8.6,9.84
hsa-miR-132-3p,16.93,4.3,14.38
hsa-miR-132-5p,7.67,3.65,1.89
hsa-miR-1322,0.0,0.0,0.25
hsa-miR-1323,46.48,34.26,49.83
hsa-miR-133a-3p,0.0,0.26,0.13
hsa-miR-134-5p,206.83,75.94,149.86
hsa-miR-1343-3p,0.8,0.0,0.38
hsa-miR-1343-5p,0.16,0.0,0.0
hsa-miR-135b-5p,0.16,0.13,0.38
hsa-miR-136-3p,3.83,2.21,16.78
hsa-miR-136-5p,4.79,2.47,4.92
hsa-miR-137-3p,0.64,0.0,1.51
hsa-miR-137-5p,0.32,0.0,0.13
hsa-miR-138-5p,0.64,0.78,0.38
hsa-miR-139-3p,4.31,2.47,1.89
hsa-miR-139-5p,36.73,17.06,12.61
hsa-miR-140-3p,367.5,209.32,287.24
hsa-miR-140-5p,6.87,3.26,6.31
hsa-miR-141-3p,0.48,0.52,0.38
hsa-miR-141-5p,0.0,0.0,0.13
hsa-miR-142-3p,0.0,0.13,0.0
hsa-miR-142-5p,0.48,0.39,1.01
hsa-miR-143-3p,468.44,348.18,496.52
hsa-miR-143-5p,1.92,0.13,0.63
hsa-miR-144-3p,0.0,0.26,0.76
hsa-miR-144-5p,0.0,0.0,0.38
hsa-miR-145-3p,0.32,0.0,0.13
hsa-miR-145-5p,5.59,3.91,7.82
hsa-miR-1468-5p,0.0,0.0,0.13
hsa-miR-1469,0.0,0.0,0.25
hsa-miR-146a-3p,0.0,1.17,0.38
hsa-miR-146a-5p,734.2,355.99,1549.47
hsa-miR-146b-3p,0.64,0.0,0.76
hsa-miR-146b-5p,36.89,40.77,28.76
hsa-miR-147b-3p,1.28,1.17,0.0
hsa-miR-147b-5p,0.0,0.0,0.25
hsa-miR-148a-3p,1989.38,1778.4,252.3
hsa-miR-148a-5p,0.16,0.0,0.5
hsa-miR-148b-3p,539.67,313.79,423.86
hsa-miR-148b-5p,0.8,1.3,0.5
hsa-miR-149-3p,0.32,0.26,0.0
hsa-miR-149-5p,11.66,8.21,9.08
hsa-miR-150-5p,1.76,0.78,0.38
hsa-miR-151a-3p,26939.86,20008.94,2902.03
hsa-miR-151a-5p,11.66,9.64,15.77
hsa-miR-151b,2.08,1.56,0.25
hsa-miR-152-3p,216.89,114.24,166.01
hsa-miR-152-5p,0.8,0.78,0.0
hsa-miR-153-3p,0.0,0.26,0.13
hsa-miR-1538,0.0,1.04,0.0
hsa-miR-154-3p,0.0,0.0,2.27
hsa-miR-154-5p,0.0,0.65,1.14
hsa-miR-155-5p,521.14,270.15,488.19
hsa-miR-15a-5p,0.8,0.26,2.14
hsa-miR-15b-3p,2.56,1.3,1.64
hsa-miR-15b-5p,8.78,5.47,23.21
hsa-miR-16-1-3p,0.0,0.0,0.25
hsa-miR-16-2-3p,5.75,4.56,12.24
hsa-miR-16-5p,39.93,15.24,67.11
hsa-miR-17-3p,0.0,0.13,0.38
hsa-miR-17-5p,41.53,12.37,109.5
hsa-miR-181a-2-3p,127.45,72.94,59.16
hsa-miR-181a-3p,40.09,13.16,58.03
hsa-miR-181a-5p,175.36,94.18,207.01
hsa-miR-181b-2-3p,0.64,0.0,0.13
hsa-miR-181b-3p,7.03,2.21,7.06
hsa-miR-181b-5p,209.38,112.41,281.81
hsa-miR-181c-3p,2.4,0.0,3.91
hsa-miR-181c-5p,0.0,0.39,0.63
hsa-miR-181d-5p,18.69,9.12,14.13
hsa-miR-182-5p,30.51,19.28,12.49
hsa-miR-1827,0.16,0.0,0.0
hsa-miR-183-3p,0.0,0.13,0.25
hsa-miR-183-5p,12.3,14.46,8.7
hsa-miR-184,0.0,0.65,0.38
hsa-miR-1843,13.58,5.73,6.56
hsa-miR-185-3p,3.83,1.43,2.4
hsa-miR-185-5p,46.32,19.28,120.22
hsa-miR-186-5p,34.98,24.1,87.42
hsa-miR-188-5p,0.16,0.0,0.25
hsa-miR-18a-3p,0.64,0.39,2.02
hsa-miR-18a-5p,2.56,1.17,1.77
hsa-miR-18b-5p,0.64,0.0,0.0
hsa-miR-1908-5p,0.64,0.0,0.0
hsa-miR-1909-5p,0.64,0.0,0.0
hsa-miR-190a-5p,0.0,0.26,0.0
hsa-miR-190b-5p,0.0,0.39,0.0
hsa-miR-191-3p,1.28,0.0,0.25
hsa-miR-191-5p,193.41,91.96,307.55
hsa-miR-1910-5p,0.32,0.0,0.38
hsa-miR-192-3p,1.44,0.0,0.13
hsa-miR-192-5p,32.74,12.11,32.29
hsa-miR-193a-3p,0.32,0.0,0.0
hsa-miR-193a-5p,20.92,12.9,22.83
hsa-miR-193b-3p,2.08,0.91,4.54
hsa-miR-193b-5p,2.72,0.65,0.76
hsa-miR-194-3p,4.15,3.52,1.64
hsa-miR-194-5p,0.8,1.04,7.57
hsa-miR-195-3p,11.18,16.02,4.54
hsa-miR-195-5p,3.51,0.52,12.24
hsa-miR-196a-5p,3.03,3.52,3.15
hsa-miR-196b-3p,0.16,0.0,0.0
hsa-miR-196b-5p,39.13,28.27,52.86
hsa-miR-197-3p,68.04,39.34,46.93
hsa-miR-197-5p,0.96,0.26,0.38
hsa-miR-1972,0.0,0.0,0.13
hsa-miR-199a-3p,177.44,35.04,751.34
hsa-miR-199a-5p,36.1,19.41,35.2
hsa-miR-199b-3p,42.8,68.91,113.53
hsa-miR-199b-5p,7.83,6.64,6.69
hsa-miR-19a-3p,0.0,0.39,1.51
hsa-miR-19b-3p,2.08,3.26,17.16
hsa-miR-200a-3p,0.48,0.0,0.38
hsa-miR-200a-5p,0.96,0.0,0.0
hsa-miR-200b-3p,1.92,0.26,3.03
hsa-miR-200c-3p,31.62,21.49,30.78
hsa-miR-203a-3p,3.83,0.0,1.14
hsa-miR-204-5p,0.16,0.26,0.63
hsa-miR-205-5p,3.51,3.65,5.42
hsa-miR-20a-3p,0.0,0.0,0.25
hsa-miR-20a-5p,74.59,21.62,253.68
hsa-miR-20b-3p,0.32,0.0,0.13
hsa-miR-20b-5p,0.32,0.26,0.0
hsa-miR-21-3p,27.63,13.94,39.61
hsa-miR-21-5p,38734.16,19769.92,71218.4
hsa-miR-210-3p,0.0,0.39,0.38
hsa-miR-2110,2.24,0.0,0.5
hsa-miR-2115-3p,0.0,0.0,0.13
hsa-miR-2116-3p,1.6,0.0,0.0
hsa-miR-212-3p,3.51,0.78,2.4
hsa-miR-212-5p,5.91,6.9,3.15
hsa-miR-214-3p,15.81,2.21,11.23
hsa-miR-214-5p,0.64,0.39,0.38
hsa-miR-215-5p,5.59,2.08,14.0
hsa-miR-216a-3p,142.94,96.65,71.15
hsa-miR-216a-5p,13.74,10.42,18.8
hsa-miR-216b-3p,0.64,0.0,0.0
hsa-miR-216b-5p,4.63,4.17,2.02
hsa-miR-217-3p,1.12,2.61,2.65
hsa-miR-217-5p,428.67,193.56,832.2
hsa-miR-218-5p,32.74,27.74,14.13
hsa-miR-219a-1-3p,1.76,1.43,1.64
hsa-miR-22-3p,79.06,54.84,70.52
hsa-miR-22-5p,10.06,4.69,11.61
hsa-miR-221-3p,694.43,318.48,996.57
hsa-miR-221-5p,120.74,59.01,123.37
hsa-miR-222-3p,878.74,626.8,558.46
hsa-miR-222-5p,3.03,1.3,3.03
hsa-miR-223-3p,0.16,0.13,0.63
hsa-miR-223-5p,0.16,0.39,0.25
hsa-miR-224-3p,0.0,0.13,0.5
hsa-miR-224-5p,473.87,280.05,350.44
hsa-miR-2276-3p,0.0,0.26,0.0
hsa-miR-2277-5p,1.44,0.0,1.51
hsa-miR-2278,0.96,0.0,0.13
hsa-miR-2355-3p,1.92,0.78,0.63
hsa-miR-2392,0.0,0.13,0.0
hsa-miR-23a-3p,448.31,188.61,1079.45
hsa-miR-23a-5p,6.71,1.04,1.77
hsa-miR-23b-3p,177.28,49.24,110.88
hsa-miR-23b-5p,1.28,0.13,0.88
hsa-miR-23c,0.0,0.26,0.0
hsa-miR-24-1-5p,0.0,1.82,0.13
hsa-miR-24-2-5p,20.28,13.81,12.11
hsa-miR-24-3p,343.7,146.28,225.68
hsa-miR-25-3p,942.15,622.89,757.77
hsa-miR-25-5p,7.03,2.34,2.14
hsa-miR-2682-3p,2.24,0.0,0.5
hsa-miR-2682-5p,61.01,38.69,10.22
hsa-miR-26a-2-3p,0.48,0.26,0.13
hsa-miR-26a-5p,2019.41,902.68,1865.1
hsa-miR-26b-3p,0.32,0.0,0.13
hsa-miR-26b-5p,217.53,83.63,248.39
hsa-miR-27a-3p,511.88,296.99,919.62
hsa-miR-27a-5p,186.07,104.21,67.62
hsa-miR-27b-3p,1502.1,764.61,2410.31
hsa-miR-27b-5p,34.5,11.72,14.63
hsa-miR-28-3p,411.58,285.0,168.91
hsa-miR-28-5p,6.39,3.26,12.87
hsa-miR-296-3p,2.56,1.3,0.13
hsa-miR-299-3p,1.6,0.39,1.14
hsa-miR-299-5p,0.48,0.52,0.63
hsa-miR-29a-3p,86.72,58.36,230.6
hsa-miR-29b-1-5p,1.92,0.52,0.63
hsa-miR-29b-2-5p,0.32,0.0,0.63
hsa-miR-29b-3p,0.96,2.34,5.42
hsa-miR-29c-3p,3.51,0.0,1.26
hsa-miR-29c-5p,1.12,0.39,0.13
hsa-miR-301a-3p,0.16,1.3,0.13
hsa-miR-301a-5p,0.48,0.26,0.25
hsa-miR-3064-5p,0.0,0.0,0.38
hsa-miR-3085-5p,0.16,0.0,0.13
hsa-miR-30a-3p,1024.88,629.4,298.21
hsa-miR-30a-5p,3665.25,1870.49,3944.14
hsa-miR-30b-3p,0.48,1.43,1.26
hsa-miR-30b-5p,31.14,17.58,47.94
hsa-miR-30c-1-3p,1.12,1.17,1.51
hsa-miR-30c-2-3p,129.69,59.92,45.54
hsa-miR-30c-5p,127.61,70.99,193.76
hsa-miR-30d-3p,2.72,1.17,0.25
hsa-miR-30d-5p,1299.9,883.66,1049.17
hsa-miR-30e-3p,157.48,101.21,48.95
hsa-miR-30e-5p,29.07,13.94,39.48
hsa-miR-31-3p,1.28,0.0,3.66
hsa-miR-31-5p,49.83,16.54,77.96
hsa-miR-3115,0.0,0.0,0.13
hsa-miR-3117-3p,0.96,0.39,1.64
hsa-miR-3120-3p,0.0,1.56,0.0
hsa-miR-3121-3p,0.0,1.56,0.0
hsa-miR-3125,0.0,0.26,0.0
hsa-miR-3126-5p,0.0,0.0,0.13
hsa-miR-3127-3p,0.0,0.0,0.13
hsa-miR-3129-3p,2.24,0.26,0.25
hsa-miR-3133,0.8,0.0,0.25
hsa-miR-3135a,0.0,0.0,0.25
hsa-miR-3136-5p,0.0,0.0,0.13
hsa-miR-3138,0.0,0.0,0.38
hsa-miR-3140-3p,0.0,0.0,0.13
hsa-miR-3141,0.0,0.13,0.0
hsa-miR-3143,0.0,0.0,0.13
hsa-miR-3146,0.64,0.0,0.13
hsa-miR-3148,0.0,0.0,0.38
hsa-miR-3152-3p,0.32,0.0,0.0
hsa-miR-3152-5p,1.44,0.52,0.13
hsa-miR-3158-3p,1.12,0.65,0.88
hsa-miR-3159,0.0,0.0,0.13
hsa-miR-3164,0.8,0.0,0.0
hsa-miR-3170,0.48,0.0,0.13
hsa-miR-3173-5p,0.0,0.0,0.13
hsa-miR-3174,2.56,0.78,1.51
hsa-miR-3175,0.32,0.0,0.5
hsa-miR-3176,0.48,0.65,0.13
hsa-miR-3177-3p,7.99,5.86,1.26
hsa-miR-3178,0.48,0.78,0.88
hsa-miR-3179,0.8,0.13,0.5
hsa-miR-3180,0.0,0.52,0.0
hsa-miR-3180-3p,1.12,1.04,0.25
hsa-miR-3182,63.57,26.18,27.75
hsa-miR-3187-3p,1.44,0.0,0.76
hsa-miR-3187-5p,0.64,0.0,0.0
hsa-miR-3189-3p,0.0,0.0,0.13
hsa-miR-3192-5p,0.0,0.0,0.25
hsa-miR-3195,2.72,12.24,9.08
hsa-miR-3196,0.64,0.13,0.5
hsa-miR-3198,0.0,0.0,0.13
hsa-miR-3199,1.12,0.0,0.25
hsa-miR-32-3p,0.96,1.95,0.38
hsa-miR-32-5p,1.44,5.47,2.4
hsa-miR-3200-3p,0.48,0.91,0.88
hsa-miR-320a-3p,276.14,195.91,234.63
hsa-miR-320a-5p,0.0,12.5,5.93
hsa-miR-320b,69.48,51.06,24.47
hsa-miR-320c,26.99,17.98,11.73
hsa-miR-320d,4.47,11.2,3.53
hsa-miR-320e,0.16,3.78,0.0
hsa-miR-323a-3p,58.3,45.98,39.48
hsa-miR-323a-5p,0.48,0.0,0.5
hsa-miR-323b-3p,9.58,8.73,11.98
hsa-miR-324-3p,0.32,0.0,1.14
hsa-miR-324-5p,1.6,0.26,1.01
hsa-miR-326,1.6,0.26,1.39
hsa-miR-328-3p,31.3,17.32,16.02
hsa-miR-328-5p,0.0,0.26,0.0
hsa-miR-329-3p,4.79,5.08,9.21
hsa-miR-329-5p,0.96,0.52,1.01
hsa-miR-330-3p,6.39,3.0,5.42
hsa-miR-330-5p,1.92,0.91,0.88
hsa-miR-331-3p,4.47,3.65,7.95
hsa-miR-331-5p,7.35,1.82,5.93
hsa-miR-335-3p,6.07,3.78,7.19
hsa-miR-335-5p,3.99,2.08,4.16
hsa-miR-337-3p,3.67,5.86,9.71
hsa-miR-337-5p,0.0,0.26,0.63
hsa-miR-339-3p,9.1,4.69,9.21
hsa-miR-339-5p,4.47,1.82,6.43
hsa-miR-33a-3p,0.16,0.0,0.38
hsa-miR-33a-5p,0.0,0.0,0.13
hsa-miR-33b-5p,0.96,0.0,0.0
hsa-miR-340-3p,6.07,8.08,3.91
hsa-miR-340-5p,45.04,27.61,108.11
hsa-miR-342-3p,33.22,22.14,26.36
hsa-miR-342-5p,4.47,2.87,1.39
hsa-miR-345-5p,13.9,8.34,8.45
hsa-miR-34a-5p,17.41,2.61,41.38
hsa-miR-34c-5p,0.16,0.13,0.5
hsa-miR-3529-5p,0.16,0.0,0.0
hsa-miR-3605-3p,0.48,0.0,0.63
hsa-miR-3605-5p,1.76,1.17,0.0
hsa-miR-3609,1.44,0.0,0.13
hsa-miR-361-3p,182.87,103.68,129.18
hsa-miR-361-5p,22.52,5.34,33.18
hsa-miR-3613-3p,0.0,0.52,0.88
hsa-miR-3613-5p,2.24,2.74,5.55
hsa-miR-3614-3p,0.0,0.0,0.13
hsa-miR-3614-5p,0.32,0.91,0.5
hsa-miR-3615,6.07,7.03,3.78
hsa-miR-3617-5p,0.16,0.0,0.0
hsa-miR-362-3p,0.0,0.52,0.13
hsa-miR-362-5p,3.35,0.65,4.29
hsa-miR-3622a-5p,0.64,0.0,0.0
hsa-miR-363-3p,1.92,1.56,2.9
hsa-miR-3648,0.0,0.39,2.4
hsa-miR-3652,0.8,1.43,0.25
hsa-miR-3654,0.0,0.0,0.63
hsa-miR-3655,0.16,0.0,0.0
hsa-miR-365a-3p,2.4,1.95,10.22
hsa-miR-365a-5p,2.4,1.56,1.89
hsa-miR-365b-3p,0.32,1.95,0.13
hsa-miR-365b-5p,6.55,3.78,1.26
hsa-miR-3661,3.03,0.91,0.63
hsa-miR-3662,1.6,1.17,0.5
hsa-miR-3665,2.56,7.03,22.71
hsa-miR-3674,2.87,0.39,4.16
hsa-miR-3675-5p,0.8,0.13,0.13
hsa-miR-3679-3p,0.0,0.0,0.25
hsa-miR-3679-5p,2.4,0.13,2.78
hsa-miR-3680-5p,0.0,0.0,0.13
hsa-miR-3685,0.0,0.26,0.25
hsa-miR-3688-3p,0.48,0.0,0.0
hsa-miR-369-3p,7.99,3.13,21.57
hsa-miR-369-5p,4.95,4.3,4.54
hsa-miR-3690,0.0,0.26,0.0
hsa-miR-3691-5p,0.48,0.65,0.0
hsa-miR-3692-3p,0.0,0.0,0.13
hsa-miR-3692-5p,0.0,0.0,0.13
hsa-miR-370-3p,273.59,212.19,162.73
hsa-miR-370-5p,2.4,0.26,1.01
hsa-miR-371a-3p,0.48,0.13,0.25
hsa-miR-371a-5p,0.96,0.91,2.4
hsa-miR-372-3p,15.33,11.07,15.77
hsa-miR-373-3p,0.48,0.39,0.25
hsa-miR-374a-3p,17.73,16.28,42.51
hsa-miR-374a-5p,13.58,8.47,33.93
hsa-miR-374b-3p,0.0,0.0,2.52
hsa-miR-374b-5p,39.77,14.33,64.46
hsa-miR-374c-5p,0.0,0.0,0.25
hsa-miR-375-3p,0.0,0.13,0.0
hsa-miR-376a-3p,1.12,0.78,3.66
hsa-miR-376a-5p,0.8,0.0,0.0
hsa-miR-376b-3p,0.16,0.65,0.38
hsa-miR-376c-3p,1.6,0.65,4.42
hsa-miR-376c-5p,0.16,0.13,0.0
hsa-miR-377-3p,0.0,0.13,0.0
hsa-miR-377-5p,0.0,0.26,0.63
hsa-miR-378a-3p,330.61,190.83,200.83
hsa-miR-378a-5p,0.0,0.39,0.5
hsa-miR-378b,0.16,0.0,0.0
hsa-miR-378c,3.19,9.38,2.9
hsa-miR-378d,3.67,4.56,3.78
hsa-miR-378e,7.03,0.0,0.13
hsa-miR-378f,0.0,0.13,0.0
hsa-miR-378i,0.0,0.13,0.0
hsa-miR-379-3p,7.19,7.29,5.93
hsa-miR-379-5p,1172.13,639.04,531.59
hsa-miR-380-3p,0.0,0.0,1.01
hsa-miR-380-5p,3.51,2.34,1.51
hsa-miR-381-3p,149.65,113.71,31.79
hsa-miR-382-3p,44.72,31.65,52.48
hsa-miR-382-5p,163.23,73.47,124.63
hsa-miR-3909,1.28,3.65,1.14
hsa-miR-3911,0.8,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.25
hsa-miR-3913-5p,0.64,0.13,0.63
hsa-miR-3916,0.16,0.0,0.13
hsa-miR-3917,0.16,0.13,1.01
hsa-miR-3922-3p,0.48,0.0,0.38
hsa-miR-3928-3p,1.76,1.17,0.38
hsa-miR-3929,0.0,0.78,0.88
hsa-miR-3934-5p,8.15,3.26,0.63
hsa-miR-3936,0.0,0.0,0.13
hsa-miR-3938,0.0,0.13,0.25
hsa-miR-3940-3p,0.0,0.0,0.25
hsa-miR-3940-5p,0.64,0.52,0.0
hsa-miR-3941,0.0,0.0,0.25
hsa-miR-3944-3p,0.0,0.13,0.25
hsa-miR-3944-5p,0.32,0.0,0.38
hsa-miR-3960,2.08,17.98,33.18
hsa-miR-409-3p,1094.99,910.11,358.26
hsa-miR-409-5p,18.53,12.9,29.77
hsa-miR-410-3p,2.72,1.69,5.55
hsa-miR-410-5p,0.0,0.52,0.25
hsa-miR-411-3p,5.43,4.69,5.8
hsa-miR-411-5p,30.19,15.63,58.41
hsa-miR-412-3p,1.28,0.65,0.88
hsa-miR-412-5p,5.59,1.56,6.56
hsa-miR-421,8.31,3.26,9.21
hsa-miR-423-3p,157.96,206.46,127.66
hsa-miR-423-5p,555.32,294.77,131.95
hsa-miR-424-3p,19.96,9.64,14.63
hsa-miR-424-5p,4.79,3.13,13.37
hsa-miR-425-3p,6.87,0.91,7.44
hsa-miR-425-5p,57.18,31.13,21.32
hsa-miR-4273,0.0,0.65,0.0
hsa-miR-4280,0.0,0.13,0.0
hsa-miR-4286,1.92,1.95,7.82
hsa-miR-4301,0.16,0.0,0.0
hsa-miR-4306,0.64,0.0,0.0
hsa-miR-431-3p,11.5,3.13,4.92
hsa-miR-431-5p,7.67,3.78,7.06
hsa-miR-432-3p,0.0,0.65,0.63
hsa-miR-432-5p,58.61,27.61,55.0
hsa-miR-4326,5.59,3.91,2.27
hsa-miR-433-3p,15.33,6.38,15.01
hsa-miR-433-5p,0.0,0.0,0.5
hsa-miR-4425,0.0,0.91,0.0
hsa-miR-4426,0.0,0.0,0.25
hsa-miR-4428,0.0,0.0,0.13
hsa-miR-4429,0.0,0.13,0.0
hsa-miR-4435,0.0,1.17,0.13
hsa-miR-4443,15.49,11.98,6.94
hsa-miR-4444,0.0,0.39,0.0
hsa-miR-4449,0.0,0.52,1.01
hsa-miR-4458,1.44,0.0,0.0
hsa-miR-4463,2.56,2.21,1.51
hsa-miR-4466,0.0,0.13,0.0
hsa-miR-4470,0.0,0.0,0.25
hsa-miR-4473,1.6,0.91,0.25
hsa-miR-4474-3p,0.0,0.13,0.0
hsa-miR-4484,0.32,0.0,0.13
hsa-miR-4485-3p,39.93,29.44,63.83
hsa-miR-4485-5p,3.03,1.04,6.56
hsa-miR-4488,4.95,49.37,50.08
hsa-miR-4489,1.12,0.26,0.0
hsa-miR-4492,0.0,0.0,10.09
hsa-miR-4497,17.09,19.54,31.92
hsa-miR-449c-5p,0.0,0.26,0.38
hsa-miR-4504,1.12,0.0,0.25
hsa-miR-4508,1.12,2.61,3.91
hsa-miR-450a-1-3p,0.48,0.13,0.25
hsa-miR-450a-2-3p,0.0,0.0,0.63
hsa-miR-450a-5p,8.94,4.69,10.6
hsa-miR-450b-5p,32.58,28.66,44.91
hsa-miR-4511,0.0,0.26,0.0
hsa-miR-4515,0.0,0.13,0.0
hsa-miR-4516,2.24,2.08,7.95
hsa-miR-4517,0.16,0.0,0.0
hsa-miR-451a,0.8,0.13,13.88
hsa-miR-452-3p,1.92,0.39,2.27
hsa-miR-452-5p,36.73,15.24,83.76
hsa-miR-4521,0.0,0.0,0.5
hsa-miR-4523,0.0,0.0,0.13
hsa-miR-4529-3p,0.0,0.26,0.0
hsa-miR-454-3p,7.67,3.91,7.19
hsa-miR-454-5p,0.96,0.0,0.88
hsa-miR-455-3p,20.6,8.21,20.69
hsa-miR-455-5p,50.47,28.53,17.53
hsa-miR-4637,0.8,0.0,0.0
hsa-miR-4638-5p,0.0,0.0,0.25
hsa-miR-4645-3p,1.6,0.52,1.01
hsa-miR-4646-3p,0.0,0.0,0.13
hsa-miR-4646-5p,0.0,0.52,0.0
hsa-miR-4647,0.32,0.26,0.25
hsa-miR-466,0.16,0.0,0.0
hsa-miR-4661-5p,0.64,0.26,0.25
hsa-miR-4662a-5p,0.0,0.0,0.13
hsa-miR-4665-5p,0.48,0.13,0.13
hsa-miR-4669,0.32,0.26,0.0
