miRNA,ERR7454544,ERR7454545,ERR7454546,ERR7454547,ERR7454548,ERR7454549,ERR7454550,ERR7454551,ERR7454552
hsa-miR-30b-3p,0.0,4.84,0.0,0.05,0.0,6.15,0.14,0.06,0.0
hsa-miR-30b-5p,62.65,0.29,1.02,18.09,36.58,18.22,0.92,7.8,2.26
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-30c-2-3p,24.16,1.5,2.6,0.05,0.09,5.54,0.56,22.56,0.21
hsa-miR-30c-5p,321.2,143.57,89.3,224.18,126.84,108.12,74.57,144.52,268.29
hsa-miR-30d-3p,0.24,0.04,0.1,0.0,0.09,0.0,4.94,0.0,0.11
hsa-miR-30d-5p,6589.44,20997.07,6236.65,6057.65,8696.2,9270.82,5258.32,4305.35,9853.31
hsa-miR-30e-3p,140.42,604.59,224.67,150.06,266.54,175.25,66.38,101.56,47.35
hsa-miR-30e-5p,116.56,76.9,69.01,61.25,68.66,30.45,104.58,59.05,101.27
hsa-miR-31-5p,28.17,0.04,0.1,12.18,0.18,0.15,0.14,3.21,0.11
hsa-miR-3120-3p,0.0,14.74,0.2,0.0,0.18,6.38,0.0,0.0,0.05
hsa-miR-3120-5p,33.21,22.46,35.07,9.77,13.22,0.31,5.79,6.25,23.49
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,0.18,5.77,1.2,0.0,0.0
hsa-miR-3122,0.0,2.21,0.0,0.1,14.81,0.0,0.0,0.06,0.0
hsa-miR-3124-5p,12.32,4.34,0.15,11.23,14.54,0.08,0.07,0.0,6.67
hsa-miR-3127-3p,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,6.3,9.23,7.17,12.87,15.23,7.2,4.75,7.04
hsa-miR-3130-3p,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.18,5.69,0.0,0.0,0.0
hsa-miR-3138,0.0,3.88,0.0,0.0,0.09,0.0,6.57,0.0,0.0
hsa-miR-3141,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-3143,0.0,1.38,0.05,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-3146,0.0,3.84,0.05,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-3150a-5p,0.0,1.92,9.12,8.47,9.08,0.0,0.07,0.06,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,5.15,0.14,8.18,0.0
hsa-miR-3151-5p,0.0,0.08,0.05,0.0,11.37,0.0,0.07,6.14,0.0
hsa-miR-3152-5p,0.0,0.0,0.05,0.0,6.96,0.0,0.0,0.0,0.0
hsa-miR-3154,0.0,1.21,0.0,0.05,0.0,3.23,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,8.24,0.0
hsa-miR-3158-3p,175.02,124.41,29.26,10.47,2.03,15.15,0.07,9.62,69.27
hsa-miR-3163,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,5.76,0.05,0.2,0.0,0.0,0.14,0.0,0.0
hsa-miR-3168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,0.0
hsa-miR-3173-5p,0.0,11.52,1.27,0.05,22.83,19.53,0.21,0.0,0.0
hsa-miR-3174,0.0,3.01,0.15,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-3175,11.47,0.0,4.23,0.1,0.0,0.08,6.36,0.06,0.0
hsa-miR-3176,0.0,0.0,3.98,0.0,0.0,0.0,0.14,7.35,0.0
hsa-miR-3177-3p,34.79,73.27,12.64,76.08,13.93,40.06,7.77,10.17,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,5.38,0.0,0.0,0.0
hsa-miR-3180,0.0,0.04,0.0,0.1,0.0,5.84,0.14,7.02,0.0
hsa-miR-3180-3p,0.0,0.0,0.2,0.1,0.09,0.0,0.0,0.11,0.0
hsa-miR-3180-5p,8.32,0.04,0.05,6.37,0.26,0.0,0.14,0.0,0.0
hsa-miR-3182,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3183,0.0,1.54,0.05,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-3187-3p,0.06,2.09,3.98,0.05,0.09,0.0,0.14,0.06,0.0
hsa-miR-3188,14.21,0.33,0.0,0.0,8.46,0.0,0.14,0.0,0.0
hsa-miR-3190-3p,0.0,1.75,0.0,6.97,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,2.55,3.82,0.0,0.09,0.0,0.07,0.0,0.0
hsa-miR-3192-5p,0.0,1.13,0.05,0.0,0.09,7.31,4.59,4.09,0.0
hsa-miR-3195,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-3196,0.0,2.21,0.05,0.25,17.72,0.0,0.21,7.57,0.0
hsa-miR-3198,0.0,12.23,14.37,9.02,9.17,0.0,0.28,10.23,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-32-5p,12.75,0.04,0.0,0.05,0.09,0.0,19.84,0.06,0.47
hsa-miR-320a-3p,1249.78,6721.53,3865.72,2669.87,6916.15,4452.7,7993.68,6217.7,2856.02
hsa-miR-320a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-320b,290.42,599.41,389.76,608.2,758.74,325.36,955.6,404.69,520.7
hsa-miR-320c,76.07,65.42,25.43,213.81,561.03,133.11,650.17,165.31,236.33
hsa-miR-320d,51.84,46.21,28.64,76.98,117.05,3.46,59.74,35.27,25.75
hsa-miR-320e,0.06,0.29,0.2,0.5,16.66,0.46,0.35,0.22,0.74
hsa-miR-323a-3p,37.64,135.43,56.12,22.45,56.85,82.51,12.85,0.61,32.95
hsa-miR-323a-5p,0.0,11.4,0.05,4.21,38.08,5.0,11.79,12.83,0.0
hsa-miR-323b-3p,68.9,420.44,53.77,17.99,55.62,30.68,13.13,23.28,25.02
hsa-miR-323b-5p,0.0,1.46,0.0,0.0,0.0,0.08,0.07,0.0,0.0
hsa-miR-324-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.05
hsa-miR-326,0.0,14.74,0.25,0.05,0.18,10.38,0.28,0.0,10.46
hsa-miR-328-3p,439.46,1305.66,618.41,1138.67,1263.88,649.1,192.93,132.24,750.04
hsa-miR-329-3p,0.0,16.07,0.15,0.15,0.09,0.08,0.28,0.06,0.0
hsa-miR-330-3p,0.12,63.83,8.41,16.89,11.81,1.08,0.42,0.17,11.77
hsa-miR-330-5p,0.0,8.02,3.98,0.2,0.09,0.08,0.07,0.06,10.93
hsa-miR-331-3p,0.0,0.0,8.82,0.0,0.26,0.0,0.0,0.11,0.0
hsa-miR-331-5p,0.0,3.3,0.0,0.05,0.18,4.23,0.0,14.37,0.16
hsa-miR-335-3p,64.35,265.81,73.24,57.14,91.32,54.83,11.16,14.04,119.19
hsa-miR-335-5p,7.47,11.27,0.1,0.1,0.26,10.92,14.76,0.0,0.0
hsa-miR-337-3p,0.0,8.81,0.15,0.0,0.35,9.92,0.21,0.0,0.0
hsa-miR-337-5p,0.0,0.0,0.05,9.22,0.44,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-5p,5.4,0.25,13.66,20.1,0.0,0.15,0.28,37.65,47.14
hsa-miR-339-3p,11.72,49.85,19.01,10.63,56.68,24.22,7.34,36.6,39.2
hsa-miR-339-5p,8.44,13.57,0.25,6.57,21.42,24.53,24.29,7.85,20.18
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-33b-5p,0.0,0.0,5.05,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-340-3p,58.28,38.2,21.51,28.82,27.85,34.22,8.97,0.22,24.44
hsa-miR-340-5p,82.2,62.96,14.42,37.89,60.55,65.13,1.2,16.7,55.81
hsa-miR-342-3p,21.19,8.43,6.32,29.52,1.76,8.0,11.93,0.22,18.55
hsa-miR-342-5p,130.16,209.32,314.38,508.16,498.18,309.75,335.72,250.83,2411.84
hsa-miR-345-5p,0.0,6.05,0.1,0.0,20.36,0.23,9.39,0.0,9.09
hsa-miR-34a-5p,0.0,0.0,0.05,0.0,16.31,0.0,0.07,11.17,0.11
hsa-miR-34b-3p,0.0,0.08,0.0,9.87,0.0,0.08,0.0,0.06,0.0
hsa-miR-34c-5p,47.72,6.64,9.23,6.67,0.18,0.38,11.44,8.02,0.05
hsa-miR-3605-3p,26.83,31.81,38.99,43.65,37.64,23.22,2.68,83.54,0.0
hsa-miR-3605-5p,21.07,51.98,73.5,19.1,56.85,22.53,17.02,26.04,39.57
hsa-miR-361-3p,50.33,119.65,94.6,132.47,63.73,98.51,56.42,18.02,263.24
hsa-miR-361-5p,12.51,23.04,6.73,8.82,0.18,8.46,0.64,33.78,0.89
hsa-miR-3613-5p,0.0,14.49,8.46,0.05,21.24,4.84,0.14,0.0,5.41
hsa-miR-3614-5p,0.0,0.08,0.0,0.0,6.96,1.15,11.02,8.4,0.0
hsa-miR-3615,141.02,232.28,755.26,253.5,373.73,272.22,329.36,328.57,330.98
hsa-miR-3617-5p,0.0,0.0,4.89,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-362-5p,8.01,0.0,0.0,0.1,0.0,0.08,0.07,0.0,0.0
hsa-miR-3620-5p,0.0,2.3,0.0,0.0,0.09,7.23,0.0,0.0,0.0
hsa-miR-363-3p,102.96,109.88,93.73,87.56,78.98,83.28,184.81,207.16,160.5
hsa-miR-363-5p,14.57,13.07,13.3,0.2,0.26,13.15,6.85,8.4,23.18
hsa-miR-3648,0.0,1.92,0.2,0.2,16.04,6.23,0.07,0.06,0.0
hsa-miR-3652,0.0,1.0,5.66,0.05,0.18,0.0,0.07,0.0,0.0
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0
hsa-miR-365a-3p,0.06,0.0,8.56,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-365a-5p,0.0,0.04,0.31,8.67,0.35,0.0,0.0,0.06,0.16
hsa-miR-365b-3p,0.0,0.04,0.1,0.0,0.09,0.08,0.0,0.0,0.0
hsa-miR-365b-5p,0.0,0.08,0.0,0.0,0.0,0.0,7.98,0.0,0.05
hsa-miR-3665,0.0,0.29,0.1,0.05,0.09,0.23,0.0,0.22,0.21
hsa-miR-3675-5p,0.0,4.47,0.05,0.0,0.0,0.08,0.14,0.06,0.0
hsa-miR-3677-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3678-5p,0.0,1.42,12.44,0.1,0.35,13.38,0.14,4.7,0.0
hsa-miR-3679-5p,0.0,40.54,44.34,19.45,62.67,20.84,10.31,0.28,69.37
hsa-miR-3682-3p,0.0,3.47,3.21,0.05,0.26,0.08,6.07,8.85,0.0
hsa-miR-3685,0.0,1.34,0.1,0.0,0.0,0.08,0.0,0.06,0.0
hsa-miR-369-3p,0.0,3.76,0.1,0.0,0.09,0.0,13.13,0.0,38.94
hsa-miR-369-5p,0.0,20.16,0.41,0.3,21.77,0.31,7.2,0.06,0.0
hsa-miR-3690,0.0,0.0,0.2,20.15,0.44,0.15,0.07,0.06,12.19
hsa-miR-3691-5p,0.0,3.05,4.03,0.15,10.4,6.69,0.0,0.0,0.0
hsa-miR-370-3p,119.96,98.44,67.33,25.81,72.28,76.97,22.53,6.08,90.13
hsa-miR-371b-5p,0.0,1.17,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,11.78,6.3,0.15,0.15,5.99,0.08,0.07,0.0,0.0
hsa-miR-374b-5p,0.12,7.64,0.1,0.15,0.0,0.0,0.21,9.18,43.15
hsa-miR-375-3p,496.89,305.72,373.6,942.2,1936.06,415.4,612.96,364.45,449.86
hsa-miR-376a-3p,0.0,0.0,0.0,0.0,11.99,0.0,0.0,0.0,0.0
hsa-miR-376a-5p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.0,2.63,0.05,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,335.41,165.86,80.74,175.42,266.1,167.95,249.63,169.78,237.65
hsa-miR-378a-5p,0.0,1.54,0.05,0.0,0.26,8.69,11.16,0.0,0.26
hsa-miR-378b,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,13.84,14.49,4.84,17.44,25.21,17.92,1.2,23.44,29.32
hsa-miR-378d,0.0,9.35,8.66,0.15,17.98,21.45,14.83,0.06,8.51
hsa-miR-378e,0.24,0.0,0.2,0.0,0.18,0.15,0.0,0.0,0.21
hsa-miR-378f,0.12,0.13,0.0,0.0,0.09,0.23,0.35,0.17,2.26
hsa-miR-378h,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-378i,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05
hsa-miR-379-3p,0.0,7.77,4.18,0.05,0.09,0.0,0.21,0.06,0.0
hsa-miR-379-5p,24.04,130.75,9.94,14.03,19.39,13.23,24.65,26.15,0.11
hsa-miR-381-3p,78.19,60.33,13.25,0.4,20.36,17.92,12.08,0.17,7.36
hsa-miR-382-3p,13.23,31.81,2.8,0.35,0.35,0.15,0.21,0.11,9.77
hsa-miR-382-5p,240.34,1290.88,280.33,226.69,382.45,324.59,108.82,61.75,49.14
hsa-miR-3911,10.26,0.0,3.47,0.0,0.0,0.0,0.07,0.0,21.07
hsa-miR-3912-3p,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,14.02,0.0,0.05,0.1,13.57,7.54,6.43,21.78,0.0
hsa-miR-3914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,4.63,4.49,0.05,0.09,0.08,0.14,0.0,0.0
hsa-miR-3928-3p,0.0,11.44,0.25,0.05,14.54,4.31,0.07,0.0,0.0
hsa-miR-3934-5p,0.0,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.0
hsa-miR-3936,0.0,0.04,3.98,0.0,0.18,6.0,0.07,8.24,0.0
hsa-miR-3940-5p,11.9,0.0,0.05,0.1,0.0,0.0,0.07,0.06,0.0
hsa-miR-3942-5p,0.0,0.0,4.74,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,3.01,0.15,0.2,0.62,0.23,0.28,6.14,0.11
hsa-miR-409-3p,2410.37,5140.46,2121.6,1026.4,3307.83,2449.2,670.65,173.65,364.46
hsa-miR-409-5p,0.0,0.0,0.0,0.0,0.0,0.08,5.16,0.06,0.0
hsa-miR-410-3p,0.0,2.09,0.05,0.1,0.0,0.0,0.07,13.55,0.0
hsa-miR-411-3p,0.06,5.55,0.2,7.12,0.18,6.46,0.0,0.06,0.0
hsa-miR-411-5p,12.02,11.06,9.68,15.19,8.46,13.61,4.94,6.69,20.44
hsa-miR-412-5p,0.0,6.8,0.2,0.05,0.18,0.0,5.37,0.0,0.0
hsa-miR-421,0.0,3.13,0.1,0.05,0.09,0.0,0.0,0.0,0.05
hsa-miR-423-3p,1159.5,2457.76,2261.92,296.66,327.72,880.25,265.1,209.31,1316.78
hsa-miR-423-5p,35600.84,46201.91,64654.3,100743.94,61735.6,93808.94,7921.65,96146.54,60789.31
hsa-miR-424-3p,0.12,48.47,44.65,28.92,46.36,43.99,24.08,24.27,18.76
hsa-miR-425-3p,0.0,10.69,16.51,15.29,35.61,4.69,0.14,9.73,8.67
hsa-miR-425-5p,75.34,98.61,116.11,113.87,119.61,118.42,78.24,62.36,212.05
hsa-miR-4284,0.0,0.0,3.72,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-4306,0.0,16.24,14.22,0.1,35.35,0.38,13.13,8.29,0.0
hsa-miR-431-3p,0.0,0.46,2.4,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-5p,0.0,10.23,0.05,0.1,0.09,5.15,0.28,0.0,0.0
hsa-miR-432-5p,445.29,1510.22,512.55,27.92,456.76,352.12,95.47,6.08,56.39
hsa-miR-4326,0.0,16.49,15.65,0.15,7.4,2.85,0.28,0.22,17.71
hsa-miR-433-3p,0.0,81.62,8.36,0.15,15.69,7.23,0.71,9.68,0.0
hsa-miR-4429,0.12,0.17,0.0,0.35,0.97,0.23,0.64,0.39,0.74
hsa-miR-4433a-3p,0.06,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,70.0,397.69,1422.66,4995.31,242.48,2138.92,17.02,259.68,1264.44
hsa-miR-4433b-5p,81.71,626.59,42.81,116.68,154.25,132.03,7.7,1.71,0.0
hsa-miR-4435,11.23,9.06,0.1,0.05,0.09,0.0,6.78,0.0,10.83
hsa-miR-4436b-3p,0.0,4.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4437,0.0,0.0,0.1,8.87,0.26,0.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0
hsa-miR-4443,0.12,7.97,0.36,36.64,15.25,8.3,0.14,1.05,21.18
hsa-miR-4444,0.0,0.0,0.0,0.0,0.18,5.92,0.0,0.0,0.0
hsa-miR-4446-3p,108.36,714.18,214.33,202.68,376.55,237.92,108.54,8.02,109.52
hsa-miR-4446-5p,0.0,0.0,0.0,0.0,0.0,3.92,0.14,0.0,0.0
hsa-miR-4455,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-4463,0.0,2.0,0.1,0.0,0.18,0.08,0.14,0.0,0.0
hsa-miR-4466,0.0,2.59,2.14,1.05,0.18,7.61,23.3,0.06,0.0
hsa-miR-4467,0.0,1.21,4.08,0.05,0.09,0.15,0.0,8.96,0.0
hsa-miR-4470,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4473,0.0,3.67,0.1,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-4488,0.18,4.05,20.85,0.1,0.09,1.0,4.45,0.0,0.0
hsa-miR-4489,0.0,3.42,0.15,0.0,0.53,6.46,0.14,0.0,0.11
hsa-miR-4492,0.0,0.0,0.05,0.0,0.0,6.38,18.01,0.0,1.73
hsa-miR-4497,0.0,0.08,0.0,0.1,0.0,0.0,0.07,0.0,0.21
hsa-miR-4498,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-449a,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4504,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,18.03,211.87,111.93,230.55,160.68,233.77,117.44,127.32,39.36
hsa-miR-450a-5p,0.42,7.43,0.25,10.88,52.45,5.54,18.29,0.06,21.23
hsa-miR-450b-5p,0.0,13.11,7.9,15.69,0.71,8.77,0.35,9.73,21.55
hsa-miR-4511,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,0.0,1.09,0.36,22.75,17.72,6.69,0.0,1.94,0.0
hsa-miR-451a,411.96,27550.06,1054.66,1369.11,26694.22,25002.38,33203.9,55921.11,80606.7
hsa-miR-452-3p,0.06,0.0,0.2,18.44,0.53,0.08,0.07,0.06,0.0
hsa-miR-452-5p,17.54,1.75,0.1,0.1,0.09,0.08,0.07,10.23,0.0
hsa-miR-4521,19.3,0.04,0.05,0.05,0.0,0.0,0.21,0.06,0.0
hsa-miR-4525,6.92,0.04,21.41,0.05,9.08,0.23,6.14,8.29,0.0
hsa-miR-4533,0.3,7.26,4.03,0.05,0.0,0.0,0.21,0.06,10.88
hsa-miR-454-3p,0.0,0.0,0.0,0.0,0.18,6.07,0.0,0.0,0.0
hsa-miR-454-5p,0.0,23.92,6.07,0.15,9.87,4.0,0.28,8.46,29.27
hsa-miR-455-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-455-5p,10.93,3.92,0.1,7.57,0.18,4.38,5.58,0.0,0.21
hsa-miR-4632-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-4645-3p,0.0,2.38,0.0,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-4646-5p,0.0,0.33,3.98,0.05,7.14,0.0,0.0,0.0,0.0
hsa-miR-4647,0.0,8.14,4.79,9.77,13.84,0.15,5.79,0.0,0.0
hsa-miR-4654,0.0,2.25,3.47,0.15,0.09,0.0,4.94,0.06,5.99
hsa-miR-4657,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4658,0.0,0.04,8.82,0.0,10.67,0.0,0.07,0.06,0.0
hsa-miR-4659a-3p,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659b-3p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.0,7.43,9.02,0.0,16.48,0.15,0.07,0.11,38.26
hsa-miR-4662a-5p,0.0,6.05,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,3.77,0.15,8.9,0.0,0.0,0.0,7.62
hsa-miR-4665-5p,0.0,26.09,13.71,15.64,12.87,6.61,0.28,0.11,4.68
hsa-miR-4667-5p,0.0,4.8,4.84,0.0,21.77,0.08,0.07,0.0,10.67
hsa-miR-4669,0.06,1.54,4.33,0.05,0.09,0.08,0.0,0.0,0.32
hsa-miR-4676-3p,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-5p,0.0,0.0,0.0,0.0,11.72,0.0,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,2.96,0.05,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-4685-3p,0.0,1.46,0.0,0.05,0.09,0.0,0.0,7.13,0.0
hsa-miR-4686,0.0,1.71,0.05,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-4687-3p,0.0,0.0,0.0,0.0,0.09,0.0,5.44,0.0,0.0
hsa-miR-4688,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4690-3p,0.0,0.0,0.05,0.1,0.0,0.0,0.0,9.4,0.0
hsa-miR-4695-5p,0.0,1.67,3.26,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-4700-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51
hsa-miR-4710,24.46,15.82,24.41,43.6,36.4,30.45,3.32,9.01,28.59
hsa-miR-4714-5p,0.0,0.04,0.0,0.0,0.0,6.77,0.0,0.0,9.72
hsa-miR-4716-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,6.41,0.0
hsa-miR-4723-3p,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4723-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4731-5p,0.0,0.0,0.05,0.0,0.0,0.0,6.99,0.0,0.0
hsa-miR-4732-3p,98.53,49.05,136.5,66.06,226.88,80.74,142.01,126.88,96.12
hsa-miR-4732-5p,127.36,245.68,343.79,76.73,242.92,216.7,448.35,431.73,231.76
hsa-miR-4738-3p,0.0,7.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-4741,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12.03
hsa-miR-4742-3p,0.0,5.8,5.81,0.0,0.09,0.15,5.65,19.35,11.19
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0
hsa-miR-4746-5p,0.0,32.73,15.85,34.43,15.07,7.31,3.46,0.22,0.0
hsa-miR-4747-5p,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-4748,0.0,0.88,5.81,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-4750-5p,0.0,12.44,0.41,11.18,0.35,0.15,0.14,0.06,0.11
hsa-miR-4751,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-4753-3p,0.0,0.0,5.4,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-4753-5p,0.0,2.42,0.1,0.1,11.9,0.08,6.43,5.58,0.0
hsa-miR-4754,0.0,0.0,3.62,0.05,0.0,0.0,0.07,0.0,0.0
hsa-miR-4755-3p,0.0,0.04,4.84,0.15,0.0,2.31,6.92,0.06,0.0
hsa-miR-4755-5p,4.8,3.09,3.62,0.15,0.09,0.0,4.59,0.06,0.05
hsa-miR-4757-3p,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-4758-5p,0.0,0.0,0.0,0.05,10.93,0.08,0.07,0.06,0.0
hsa-miR-4762-3p,0.0,0.04,0.1,9.62,0.26,0.0,0.0,0.06,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-4775,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4779,0.0,2.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-5p,0.0,2.88,0.0,0.05,9.78,0.15,0.07,0.0,0.0
hsa-miR-4796-5p,0.0,1.75,0.0,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-4800-3p,0.0,0.0,4.79,0.0,0.0,6.31,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.04,0.05,0.0,0.09,0.0,0.0,9.9,0.0
hsa-miR-483-3p,0.0,0.0,8.41,6.26,0.53,0.08,7.98,0.06,0.0
hsa-miR-483-5p,151.16,65.13,233.34,2112.79,689.19,474.38,748.05,1005.77,168.64
hsa-miR-484,157.17,320.2,75.18,97.78,219.65,142.26,87.78,68.22,96.33
hsa-miR-485-3p,58.64,67.84,0.92,0.55,22.65,0.54,0.99,0.11,0.0
hsa-miR-485-5p,255.21,654.85,383.9,197.92,557.51,439.09,144.98,36.43,57.23
hsa-miR-486-3p,585.22,1898.89,668.11,21.55,36.31,102.74,183.82,39.97,31.79
hsa-miR-486-5p,664.86,55094.85,253225.41,13882.86,26154.43,772.59,21985.26,64917.94,60173.8
hsa-miR-487a-3p,9.77,1.46,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-487a-5p,0.0,1.75,0.0,0.0,0.18,13.07,0.0,0.0,0.0
hsa-miR-487b-3p,0.0,3.84,0.0,0.05,0.09,0.0,0.0,0.0,0.0
hsa-miR-487b-5p,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-488-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-490-5p,0.0,0.04,10.04,0.1,0.26,0.08,0.0,0.06,0.0
hsa-miR-491-5p,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-493-3p,21.92,53.14,14.37,15.29,12.69,14.0,0.71,0.22,12.46
hsa-miR-493-5p,43.41,92.51,25.74,0.4,17.98,8.07,0.99,0.44,21.23
