miRNA,SRR13005805,SRR13005806,SRR13005807,SRR13005808,SRR13005809,SRR13005810
hsa-let-7a-2-3p,0.0,0.29,0.05,0.04,0.0,0.0
hsa-let-7a-3p,0.8,0.35,0.53,0.48,0.95,0.71
hsa-let-7a-5p,58.32,49.15,51.51,87.4,84.2,80.5
hsa-let-7b-3p,0.08,0.08,0.03,0.09,0.0,0.0
hsa-let-7b-5p,33.25,74.34,35.32,46.59,51.87,60.0
hsa-let-7c-3p,0.04,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,27.98,25.64,22.91,31.53,29.75,37.6
hsa-let-7d-3p,1.01,0.77,1.01,1.08,1.45,1.37
hsa-let-7d-5p,5.14,5.41,3.89,7.33,5.36,6.67
hsa-let-7e-3p,0.04,0.05,0.0,0.04,0.13,0.0
hsa-let-7e-5p,4.51,5.39,4.48,5.9,6.37,7.78
hsa-let-7f-1-3p,0.0,0.03,0.08,0.04,0.06,0.0
hsa-let-7f-2-3p,0.21,0.0,0.03,0.0,0.06,0.04
hsa-let-7f-5p,227.39,325.76,256.84,299.73,289.27,330.48
hsa-let-7g-3p,0.13,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,126.8,170.21,128.18,320.29,388.91,444.47
hsa-let-7i-3p,0.0,0.08,0.03,0.13,0.0,0.04
hsa-let-7i-5p,194.26,278.55,216.98,462.35,628.08,723.53
hsa-miR-1-3p,88.45,90.98,78.69,111.43,104.18,130.91
hsa-miR-1-5p,0.0,0.03,0.05,0.04,0.0,0.0
hsa-miR-100-5p,58.03,93.8,61.51,268.54,432.84,423.4
hsa-miR-101-3p,18.71,23.33,20.99,28.41,33.34,42.33
hsa-miR-101-5p,0.0,0.0,0.0,0.04,0.0,0.0
hsa-miR-10394-3p,0.0,0.08,0.0,0.04,0.0,0.0
hsa-miR-10395-3p,0.13,0.03,0.13,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.04,0.0,0.0
hsa-miR-10396a-3p,0.0,0.03,0.0,0.0,0.06,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.17,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-10399-3p,0.13,0.03,0.0,0.17,0.0,0.09
hsa-miR-10399-5p,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,1.1,21.1,4.69,22.12,24.39,4.46
hsa-miR-10401-3p,0.04,0.13,0.05,0.04,0.13,0.18
hsa-miR-10401-5p,0.0,0.0,0.0,0.09,0.0,0.0
