miRNA,SRR6905874,SRR6905875,SRR6905876,SRR6905877,SRR6905878,SRR6905879,SRR6905880,SRR6905881,SRR6905882,SRR6905883,SRR6905884,SRR6905885,SRR6905886
hsa-miR-100-5p,71486.47,75131.78,12490.34,31797.64,36558.56,42922.0,18219.56,15644.62,23719.88,30101.48,87424.77,106549.62,655.18
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-101-3p,1461.39,1198.77,175.92,1028.86,720.63,1858.7,1071.22,819.09,589.35,1091.48,738.29,1336.72,19.27
hsa-miR-101-5p,0.3,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,1.46,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,1.03,1.23,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.3,0.0,5.44,37.95,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,3.27,0.63,1.81,0.0,62.79,43.49,0.0,18.2,14.3,0.0,1.03,1.47,0.0
hsa-miR-10395-5p,1.19,0.0,0.0,0.0,4.19,0.66,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-10396a-3p,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0
hsa-miR-10399-3p,19.05,10.45,155.97,37.95,3.59,3.29,22.22,9.1,105.85,40.15,17.48,13.48,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-103a-2-5p,0.6,3.35,0.0,0.0,1.2,0.66,0.0,0.0,0.0,0.0,0.26,0.74,0.0
hsa-miR-103a-3p,1225.91,1304.13,97.94,12.65,466.47,486.91,84.45,36.4,25.75,146.02,2163.97,55.37,0.0
hsa-miR-10401-3p,50.01,47.88,0.0,0.0,20.93,34.92,0.0,9.1,0.0,0.0,10.28,10.78,0.0
hsa-miR-10401-5p,0.3,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,39.3,36.38,0.0,0.0,4.19,50.07,0.0,0.0,5.72,0.0,15.42,38.47,0.0
hsa-miR-105-5p,78.89,97.63,12.7,50.6,34.69,52.05,44.45,0.0,25.75,54.76,157.07,113.93,0.0
hsa-miR-10524-5p,0.0,0.0,0.0,16.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10525-3p,9.53,12.54,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,8.23,6.13,0.0
hsa-miR-10526-3p,19.05,32.82,29.02,37.95,7.77,17.79,8.89,0.0,5.72,18.25,5.14,8.58,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.66,4.44,0.0,14.3,7.3,0.26,0.0,0.0
hsa-miR-106a-5p,1.19,0.63,0.0,0.0,2.99,0.0,4.44,0.0,0.0,3.65,0.77,1.23,0.0
hsa-miR-106b-3p,1941.87,2212.09,538.64,1412.57,297.82,718.18,137.79,145.62,732.4,806.75,1250.88,1982.79,0.0
hsa-miR-106b-5p,153.31,159.93,19.95,33.73,296.63,271.46,31.11,27.3,8.58,40.15,94.86,122.01,0.0
hsa-miR-107,7.74,204.67,0.0,0.0,16.75,8.57,4.44,81.91,17.17,54.76,13.88,59.78,0.0
hsa-miR-10a-3p,12.21,30.11,0.0,0.0,19.74,7.25,8.89,9.1,0.0,3.65,41.13,24.99,0.0
hsa-miR-10a-5p,7950.88,11306.33,935.82,3744.37,1564.46,1208.38,871.2,955.61,1885.35,2840.04,10287.2,16786.44,0.0
hsa-miR-10b-3p,3.27,7.53,3.63,16.87,5.38,1.32,0.0,0.0,0.0,0.0,8.23,7.6,0.0
hsa-miR-10b-5p,6953.6,9245.39,888.67,2074.58,955.66,705.66,257.8,455.05,1562.06,1482.08,8786.46,15744.2,0.0
hsa-miR-11399,8.93,8.36,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,3.34,6.13,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,280.43,275.54,134.21,42.17,167.45,247.74,75.56,100.11,60.08,51.11,316.45,274.65,19.27
hsa-miR-1183,0.0,1.25,9.07,25.3,0.0,0.0,0.0,0.0,5.72,14.6,0.77,0.25,0.0
hsa-miR-1185-1-3p,34.53,42.65,0.0,0.0,35.88,83.68,0.0,0.0,11.44,0.0,72.75,56.6,0.0
hsa-miR-1185-2-3p,15.78,7.53,3.63,0.0,16.15,3.95,4.44,0.0,2.86,0.0,13.62,13.97,0.0
hsa-miR-1185-5p,1.79,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0
hsa-miR-1193,4.76,2.09,7.25,12.65,0.6,0.66,0.0,0.0,0.0,0.0,1.29,0.98,0.0
hsa-miR-1197,13.4,11.29,1.81,0.0,3.59,2.64,4.44,18.2,0.0,10.95,16.45,12.25,0.0
hsa-miR-12114,1.19,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0
hsa-miR-12121,0.89,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.49,2.93,0.0,0.0,0.0,1.32,0.0,0.0,2.86,0.0,0.77,0.49,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.3,1.05,1699.35,9921.74,0.0,0.0,5773.9,6680.14,543.57,952.76,3.86,0.0,0.0
hsa-miR-1226-3p,2.38,3.14,0.0,0.0,4.78,3.95,0.0,0.0,0.0,0.0,6.43,3.68,0.0
hsa-miR-1226-5p,1.19,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.23,0.0
hsa-miR-1227-3p,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.54,0.49,0.0
hsa-miR-1228-3p,1.49,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0
hsa-miR-1229-3p,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0
hsa-miR-1233-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0
hsa-miR-1237-5p,2.08,4.18,0.0,0.0,2.39,1.98,0.0,0.0,0.0,0.0,2.57,1.23,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0
hsa-miR-1243,0.3,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,4.22,1.2,0.0,4.44,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-1246,136.05,116.45,1365.65,3310.06,69.97,88.95,635.62,673.47,1370.38,1799.66,35.99,42.88,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0
hsa-miR-1248,4.47,2.51,5.44,12.65,0.6,0.66,0.0,0.0,0.0,0.0,0.77,0.49,0.0
hsa-miR-1249-3p,11.61,9.62,0.0,0.0,10.76,5.93,0.0,0.0,0.0,0.0,7.2,3.19,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.6,1.98,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.6,5.23,0.0,0.0,0.6,3.95,0.0,0.0,0.0,0.0,1.03,1.96,0.0
hsa-miR-1255a,16.67,16.93,5.44,8.43,7.77,3.95,0.0,0.0,0.0,0.0,22.11,16.42,0.0
hsa-miR-1255b-5p,0.0,0.21,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.26,0.74,0.0
hsa-miR-1257,14.29,15.89,0.0,0.0,1.2,5.27,0.0,0.0,0.0,0.0,2.57,6.13,0.0
hsa-miR-125a-3p,49.12,52.27,27.2,63.25,13.75,23.06,8.89,27.3,74.38,47.46,37.02,39.45,0.0
hsa-miR-125a-5p,344.43,334.71,629.32,830.68,347.46,293.2,320.03,227.53,815.36,708.18,1398.43,762.2,19.27
hsa-miR-125b-1-3p,755.85,729.21,241.21,362.63,276.89,283.32,168.91,127.41,369.06,328.54,1005.89,754.85,0.0
hsa-miR-125b-2-3p,5.66,8.99,0.0,0.0,5.98,38.21,0.0,0.0,2.86,0.0,6.94,12.25,0.0
hsa-miR-125b-5p,1100.29,1001.62,132.39,177.1,1605.73,3888.7,262.25,354.94,254.62,321.24,1843.67,1896.06,38.54
hsa-miR-126-3p,18.75,12.54,754.46,1463.17,19.74,15.81,964.54,1119.42,1439.04,1522.23,21.08,11.03,0.0
hsa-miR-126-5p,0.0,0.0,7.25,16.87,1.2,0.0,8.89,9.1,14.3,10.95,0.77,0.74,0.0
hsa-miR-1260a,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.25,0.0
hsa-miR-1260b,135.75,132.34,5.44,0.0,72.96,112.01,0.0,9.1,0.0,3.65,62.98,61.25,0.0
hsa-miR-1261,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,15.78,14.43,0.0,21.08,2.39,3.95,4.44,9.1,0.0,32.85,7.45,14.7,0.0
hsa-miR-1266-5p,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.74,0.0
hsa-miR-1267,0.6,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0
hsa-miR-1268a,175.94,157.63,27.2,29.52,21.53,0.0,22.22,0.0,40.05,51.11,26.99,52.92,0.0
hsa-miR-1268b,73.23,82.37,77.99,25.3,77.15,419.71,4.44,27.3,48.64,3.65,71.72,19.36,0.0
hsa-miR-1269b,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-127-3p,14906.56,16951.03,1505.3,3832.92,609.4,1545.73,973.43,1119.42,2383.15,2836.39,8091.1,14360.93,19.27
hsa-miR-127-5p,153.61,167.25,0.0,0.0,16.15,79.72,0.0,0.0,22.89,29.2,81.75,149.45,0.0
hsa-miR-1270,19.35,49.34,3.63,12.65,5.38,6.59,0.0,0.0,20.03,21.9,24.16,44.1,0.0
hsa-miR-1271-5p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.25,0.0
hsa-miR-1272,0.6,1.25,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-1273c,0.89,0.42,0.0,0.0,1.2,1.32,0.0,0.0,0.0,0.0,1.8,2.21,0.0
hsa-miR-1273h-5p,0.6,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,44.95,45.99,1.81,0.0,50.83,97.51,13.33,0.0,2.86,14.6,16.97,13.97,0.0
hsa-miR-1276,2.38,2.09,0.0,0.0,0.6,1.32,0.0,9.1,2.86,0.0,3.08,2.45,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.49,0.0
hsa-miR-1278,8.04,6.27,0.0,0.0,11.96,4.61,4.44,0.0,0.0,0.0,17.48,8.09,0.0
hsa-miR-128-1-5p,24.71,30.31,0.0,0.0,6.58,9.88,0.0,0.0,0.0,0.0,11.05,14.21,0.0
hsa-miR-128-3p,507.27,446.98,729.07,780.08,249.98,321.53,1284.57,828.19,1124.34,1033.07,2354.71,1061.59,0.0
hsa-miR-1283,3.87,6.06,0.0,0.0,4.19,9.88,0.0,9.1,0.0,0.0,4.11,7.11,0.0
hsa-miR-1284,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.25,0.0
hsa-miR-1285-3p,24.11,10.66,3.63,0.0,22.73,44.8,13.33,0.0,0.0,3.65,17.22,9.8,0.0
hsa-miR-1285-5p,10.12,15.26,10.88,0.0,5.98,11.2,0.0,0.0,2.86,0.0,3.6,6.37,0.0
hsa-miR-1286,0.3,1.88,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.26,0.25,0.0
hsa-miR-1287-3p,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.49,0.0
hsa-miR-1287-5p,16.97,22.16,0.0,0.0,6.58,47.44,4.44,0.0,0.0,0.0,23.65,28.18,0.0
hsa-miR-1288-3p,6.85,6.69,0.0,21.08,0.6,3.29,0.0,0.0,0.0,0.0,1.29,3.68,0.0
hsa-miR-1288-5p,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-129-1-3p,0.89,2.3,0.0,0.0,5.38,1.32,0.0,0.0,0.0,0.0,4.88,3.19,0.0
hsa-miR-129-2-3p,21.73,12.54,0.0,0.0,26.31,7.91,0.0,0.0,0.0,0.0,21.85,19.36,0.0
hsa-miR-129-5p,2043.98,1463.86,444.33,493.35,144.13,1279.54,173.35,191.12,420.56,361.39,2366.02,2973.57,19.27
hsa-miR-1290,0.0,0.0,1.81,4.22,0.0,0.0,0.0,0.0,5.72,10.95,0.0,0.0,0.0
hsa-miR-1291,35.72,39.72,0.0,0.0,4.19,12.52,4.44,0.0,0.0,3.65,5.14,7.35,0.0
hsa-miR-1292-3p,0.0,0.21,0.0,0.0,1.2,0.66,0.0,0.0,0.0,0.0,1.03,0.0,0.0
hsa-miR-1292-5p,18.75,18.82,5.44,8.43,7.18,36.24,0.0,0.0,5.72,10.95,23.14,14.7,0.0
hsa-miR-1293,11.61,10.87,18.14,0.0,8.97,19.11,4.44,0.0,8.58,7.3,8.74,11.76,0.0
hsa-miR-1294,3.87,8.15,0.0,0.0,0.0,1.32,0.0,0.0,0.0,3.65,2.06,5.39,0.0
hsa-miR-1295b-3p,0.0,0.0,0.0,0.0,0.6,1.32,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-1296-3p,0.0,0.42,0.0,4.22,0.6,0.0,0.0,0.0,0.0,0.0,0.51,0.74,0.0
hsa-miR-1296-5p,50.01,56.24,0.0,0.0,32.29,24.38,0.0,0.0,5.72,3.65,28.79,67.38,0.0
hsa-miR-1297,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.89,1.05,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,2.98,3.97,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.26,0.74,0.0
hsa-miR-1301-3p,13.69,22.58,7.25,4.22,16.75,26.36,4.44,0.0,17.17,0.0,40.1,22.54,0.0
hsa-miR-1301-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-1303,19.35,18.82,1.81,0.0,13.75,39.53,4.44,9.1,5.72,3.65,58.1,28.42,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,2.86,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,16.37,16.52,18.14,25.3,11.96,18.45,8.89,18.2,25.75,32.85,31.1,18.38,0.0
hsa-miR-1305,4.17,5.02,0.0,0.0,3.59,3.95,0.0,0.0,0.0,0.0,4.11,2.45,0.0
hsa-miR-1306-3p,8.34,6.9,50.78,75.9,1.79,12.52,13.33,18.2,45.77,65.71,7.2,5.64,0.0
hsa-miR-1306-5p,8.34,4.39,12.7,0.0,4.78,7.25,0.0,0.0,0.0,0.0,7.97,9.31,0.0
hsa-miR-1307-3p,777.58,715.2,533.2,244.56,572.92,2688.88,280.03,245.73,303.26,142.37,1113.09,605.89,38.54
hsa-miR-1307-5p,124.44,113.73,0.0,8.43,43.66,295.18,8.89,9.1,20.03,0.0,38.3,51.7,0.0
hsa-miR-130a-3p,157.18,155.96,10.88,0.0,53.23,52.05,0.0,0.0,2.86,0.0,71.21,114.17,0.0
hsa-miR-130a-5p,40.78,53.73,0.0,0.0,8.37,4.61,0.0,0.0,0.0,0.0,7.45,15.44,0.0
hsa-miR-130b-3p,66.68,78.61,0.0,0.0,19.74,34.92,4.44,18.2,5.72,10.95,25.96,42.14,0.0
hsa-miR-130b-5p,94.37,114.98,99.75,88.55,49.04,23.72,106.68,9.1,194.54,167.92,477.11,275.63,0.0
hsa-miR-132-3p,21.73,16.73,9.07,0.0,14.95,4.61,0.0,0.0,0.0,0.0,26.48,21.81,0.0
hsa-miR-132-5p,9.53,16.1,0.0,0.0,5.98,11.2,0.0,0.0,2.86,0.0,12.34,8.33,0.0
hsa-miR-1322,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,9.1,2.86,0.0,0.0,0.0,0.0
hsa-miR-134-3p,5.66,4.6,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,15.42,8.82,0.0
hsa-miR-134-5p,2956.72,3839.02,165.04,345.76,163.26,1182.69,275.58,354.94,308.98,295.69,838.8,1207.12,0.0
hsa-miR-1343-3p,3.57,6.27,12.7,4.22,2.39,1.98,4.44,36.4,5.72,25.55,9.25,4.9,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.44,9.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,3.27,3.35,0.0,0.0,3.59,3.95,0.0,0.0,0.0,0.0,3.34,1.96,0.0
hsa-miR-135b-5p,27.39,27.18,0.0,0.0,23.92,4.61,0.0,0.0,0.0,0.0,33.16,17.64,0.0
hsa-miR-136-3p,91.39,84.88,0.0,21.08,61.6,39.53,22.22,36.4,14.3,3.65,116.45,118.34,0.0
hsa-miR-136-5p,60.73,60.84,5.44,4.22,36.48,33.6,13.33,9.1,2.86,29.2,64.52,52.43,0.0
hsa-miR-137-3p,2.38,5.23,0.0,0.0,8.97,7.25,0.0,0.0,0.0,0.0,8.48,11.03,0.0
hsa-miR-137-5p,2.38,0.42,0.0,0.0,0.0,1.32,0.0,0.0,5.72,14.6,2.31,0.98,0.0
hsa-miR-138-1-3p,2.68,1.46,0.0,0.0,2.99,3.95,0.0,9.1,0.0,0.0,1.29,1.23,0.0
hsa-miR-138-5p,36.02,53.31,3.63,0.0,17.34,59.3,8.89,9.1,0.0,0.0,16.45,20.83,0.0
hsa-miR-139-3p,1.79,3.97,23.58,67.47,1.79,2.64,4.44,0.0,2.86,10.95,4.88,7.11,0.0
hsa-miR-139-5p,9.53,8.36,27.2,0.0,31.1,12.52,17.78,0.0,11.44,47.46,23.14,22.54,0.0
hsa-miR-140-3p,3172.25,3493.86,359.1,594.55,1065.1,2933.99,404.48,373.14,443.44,638.83,1975.8,3369.73,115.62
hsa-miR-140-5p,197.97,253.59,16.32,16.87,299.62,190.42,115.57,27.3,68.66,47.46,536.75,267.05,0.0
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,2.86,0.0,0.0,0.0,0.0
hsa-miR-142-3p,44.95,35.33,7.25,21.08,32.89,52.05,66.67,36.4,48.64,87.61,38.05,22.79,0.0
hsa-miR-142-5p,6.25,6.48,50.78,84.33,12.56,10.54,137.79,182.02,117.3,124.11,10.8,5.15,0.0
hsa-miR-143-3p,751.09,831.23,297.43,1083.67,95.69,178.56,1511.26,1638.18,726.67,912.61,660.4,1223.29,0.0
hsa-miR-143-5p,3.87,1.88,3.63,0.0,1.2,1.98,0.0,0.0,0.0,0.0,1.54,2.94,0.0
hsa-miR-144-3p,0.0,0.0,14.51,16.87,0.0,0.0,444.49,245.73,34.33,36.5,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,18.14,16.87,0.0,0.0,120.01,54.61,48.64,21.9,0.0,0.0,0.0
hsa-miR-145-3p,1.49,3.14,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,2.06,4.17,0.0
hsa-miR-145-5p,15.78,6.06,0.0,4.22,2.39,1.98,0.0,0.0,0.0,0.0,7.71,13.23,0.0
hsa-miR-1468-5p,4.17,6.27,5.44,42.17,1.2,1.32,0.0,0.0,14.3,18.25,7.45,10.29,0.0
hsa-miR-146a-3p,4.47,0.0,0.0,0.0,4.78,1.32,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-146a-5p,1104.45,94.29,18.14,0.0,412.05,44.8,106.68,9.1,51.5,18.25,451.92,38.22,0.0
hsa-miR-146b-3p,4.17,4.39,0.0,0.0,0.6,9.22,0.0,0.0,0.0,0.0,2.57,5.64,0.0
hsa-miR-146b-5p,330.44,376.94,154.16,257.21,120.8,167.36,142.24,182.02,237.46,328.54,266.58,262.89,0.0
hsa-miR-147b-3p,13.4,7.53,0.0,0.0,1.79,4.61,0.0,0.0,0.0,0.0,4.11,2.21,0.0
hsa-miR-148a-3p,963.94,1454.45,2758.5,11810.79,137.55,98.83,1435.7,1428.86,5135.35,10429.29,680.45,1323.74,0.0
hsa-miR-148a-5p,8.04,10.45,0.0,0.0,4.78,28.99,4.44,0.0,0.0,0.0,3.6,6.62,0.0
hsa-miR-148b-3p,1415.84,1670.2,194.06,328.9,435.37,189.76,88.9,63.71,143.05,142.37,2702.0,3758.55,0.0
hsa-miR-148b-5p,8.04,4.81,0.0,0.0,13.16,21.08,8.89,9.1,0.0,0.0,19.02,14.46,0.0
hsa-miR-149-3p,3.57,12.54,0.0,0.0,2.99,12.52,0.0,0.0,0.0,7.3,3.6,4.66,0.0
hsa-miR-149-5p,79.48,118.54,3.63,8.43,57.41,240.49,17.78,0.0,14.3,10.95,61.44,93.35,19.27
hsa-miR-150-5p,0.0,0.0,0.0,0.0,0.0,0.0,13.33,9.1,0.0,7.3,0.0,0.0,0.0
hsa-miR-151a-3p,30603.21,27590.03,3995.39,14796.17,1986.68,4592.38,1702.39,1710.99,6660.22,13908.16,19801.16,37221.41,38.54
hsa-miR-151a-5p,246.49,376.52,1.81,12.65,28.71,193.71,4.44,36.4,31.47,105.86,74.81,712.71,0.0
hsa-miR-151b,21.73,21.95,7.25,0.0,52.63,168.67,0.0,63.71,40.05,0.0,111.57,34.55,0.0
hsa-miR-152-3p,2043.69,2662.83,130.58,417.45,470.65,898.71,71.12,45.51,266.07,430.75,1843.92,2662.17,57.81
hsa-miR-152-5p,63.11,35.96,0.0,0.0,17.34,67.86,0.0,0.0,0.0,0.0,39.33,52.92,0.0
hsa-miR-1538,1.79,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.47,0.0
hsa-miR-154-3p,3.87,6.48,0.0,0.0,11.96,1.32,0.0,0.0,0.0,0.0,9.0,3.92,0.0
hsa-miR-154-5p,5.06,5.23,0.0,0.0,6.58,5.27,0.0,0.0,2.86,0.0,6.17,5.15,0.0
hsa-miR-155-3p,0.6,0.42,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,2.06,0.98,0.0
hsa-miR-155-5p,1905.85,1663.72,1064.59,354.2,1978.3,386.1,1022.32,673.47,1155.81,514.71,3568.57,2657.27,19.27
hsa-miR-15a-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.26,0.25,0.0
hsa-miR-15a-5p,11.91,13.38,0.0,0.0,21.53,23.72,4.44,9.1,0.0,0.0,9.77,15.68,0.0
hsa-miR-15b-3p,24.41,42.44,3.63,0.0,42.46,9.88,13.33,0.0,8.58,0.0,60.41,38.47,0.0
hsa-miR-15b-5p,50.31,67.74,1.81,12.65,87.91,23.06,8.89,9.1,0.0,3.65,124.68,92.37,0.0
hsa-miR-16-1-3p,9.53,12.96,0.0,0.0,10.17,29.65,0.0,0.0,0.0,0.0,8.23,8.82,19.27
hsa-miR-16-2-3p,51.2,37.42,32.65,16.87,58.01,11.86,62.23,36.4,20.03,25.55,507.19,155.09,0.0
hsa-miR-16-5p,281.32,334.92,19.95,54.82,834.86,127.82,102.23,145.62,97.27,65.71,362.2,378.04,0.0
hsa-miR-17-3p,5.95,12.13,0.0,0.0,15.55,66.55,0.0,0.0,0.0,7.3,5.91,6.37,0.0
hsa-miR-17-5p,394.15,440.7,36.27,37.95,903.03,532.37,106.68,136.52,65.8,91.26,460.4,302.58,19.27
hsa-miR-181a-2-3p,512.93,607.54,85.24,345.76,39.47,63.91,71.12,91.01,105.85,244.58,426.21,626.96,0.0
hsa-miR-181a-3p,30.37,28.01,0.0,0.0,24.52,9.88,8.89,0.0,11.44,3.65,32.9,32.59,0.0
hsa-miR-181a-5p,448.03,465.37,23.58,21.08,213.5,582.45,302.25,254.83,117.3,73.01,239.33,400.09,0.0
hsa-miR-181b-2-3p,2.68,2.93,1.81,4.22,1.2,1.32,0.0,0.0,0.0,0.0,11.57,6.62,0.0
hsa-miR-181b-3p,5.36,3.76,0.0,0.0,0.6,3.95,0.0,0.0,0.0,0.0,4.37,7.11,0.0
