miRNA,SRR27189936,SRR27189937,SRR27189938,SRR27189939,SRR27189940,SRR27189941,SRR27189942,SRR27189943,SRR27189944
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
hsa-miR-1197,0.41,0.1,0.0,0.19,0.0,0.32,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.11,0.64,0.0,0.0,0.0
hsa-miR-12127,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.19,0.0,0.21,0.17,0.0,0.0
hsa-miR-122-5p,4.46,333.22,711.9,331.77,32.53,10.5,677.67,174.78,104.14
hsa-miR-1226-3p,0.21,1.45,1.46,0.37,0.85,1.48,0.17,0.32,0.8
hsa-miR-1226-5p,0.31,0.0,0.0,0.65,1.07,2.12,0.17,0.16,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.21,0.53,0.0,0.0,0.0
hsa-miR-1229-3p,0.1,0.31,0.21,0.0,0.21,0.11,0.0,0.0,0.16
hsa-miR-122b-5p,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.31,0.0,0.21,0.11,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,1.67,0.75,0.85,0.17,0.0,0.0
hsa-miR-1237-5p,0.0,0.42,0.31,0.28,0.0,0.11,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
hsa-miR-1244,0.1,0.0,0.83,0.37,0.21,0.21,0.0,0.16,0.0
hsa-miR-1246,31.51,60.58,26.25,1121.74,204.02,153.58,444.76,62.38,158.29
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.0,0.16
hsa-miR-1248,0.1,0.1,0.0,0.09,0.21,0.21,0.0,1.42,0.32
hsa-miR-1249-3p,0.1,0.83,0.83,0.65,1.49,3.82,1.02,0.32,0.32
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-1250-5p,1.45,0.52,0.31,7.07,5.65,7.85,9.85,2.37,5.91
hsa-miR-1252-5p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.16,0.0
hsa-miR-1255a,0.0,0.1,0.31,4.09,1.49,4.98,0.68,0.47,0.32
hsa-miR-1255b-5p,0.0,0.0,0.21,0.47,0.75,1.17,0.34,0.16,0.48
hsa-miR-1256,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,2.49,4.26,7.08,22.79,21.86,31.18,4.59,1.11,2.72
hsa-miR-125a-5p,105.32,122.92,183.99,131.0,371.46,259.54,51.14,37.2,45.04
hsa-miR-125b-1-3p,4.04,5.2,4.48,10.79,21.54,15.06,4.25,1.27,0.48
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.56,0.96,1.48,0.17,0.16,0.32
hsa-miR-125b-5p,51.0,50.6,71.89,146.44,290.94,287.01,63.37,23.27,74.91
hsa-miR-126-3p,102.52,79.49,207.23,278.55,299.47,364.33,166.49,54.3,105.58
hsa-miR-126-5p,1.04,1.77,1.56,4.84,2.77,7.11,2.55,0.32,2.24
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0
hsa-miR-1260b,0.41,0.94,0.73,2.23,2.77,4.88,0.34,0.32,0.32
hsa-miR-1262,0.0,0.21,0.0,2.23,1.92,2.55,0.0,0.16,0.32
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.11,0.21,0.34,0.0,0.32
hsa-miR-1268a,1.87,0.31,1.15,7.26,7.57,0.74,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.42,0.83,2.23,0.32,8.27,0.34,0.0,0.16
hsa-miR-1269b,0.21,0.1,0.21,0.74,0.43,0.85,0.85,0.16,0.32
hsa-miR-127-3p,23.12,19.12,37.51,17.86,11.62,17.82,13.42,6.81,8.15
hsa-miR-127-5p,0.0,0.1,0.0,0.0,0.0,0.21,0.17,0.0,0.16
hsa-miR-1271-5p,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.21,0.1,0.21,1.12,0.64,0.85,0.0,0.16,0.16
hsa-miR-1273h-5p,0.52,0.62,0.94,0.37,1.17,0.85,0.17,0.16,0.16
hsa-miR-1275,0.0,0.21,0.52,2.42,1.07,1.48,0.0,0.0,0.0
hsa-miR-1276,0.21,0.1,0.31,2.33,3.2,2.55,0.51,0.16,0.32
hsa-miR-1277-3p,0.0,0.1,0.0,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-1278,0.52,0.42,0.1,4.65,7.25,4.56,1.36,0.0,1.44
hsa-miR-128-1-5p,0.1,0.1,0.31,1.49,1.07,0.85,0.0,0.0,0.16
hsa-miR-128-3p,116.1,131.96,172.32,253.62,753.15,509.21,329.92,65.86,218.34
hsa-miR-1283,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.37,0.0,0.0,0.17,0.0,0.0
hsa-miR-1285-3p,0.21,0.1,0.73,7.07,10.24,5.73,0.51,0.16,0.32
hsa-miR-1285-5p,1.97,3.43,3.54,7.26,7.04,4.45,1.02,1.11,1.12
hsa-miR-1286,0.0,0.0,0.1,0.65,0.64,0.95,0.17,0.0,0.16
hsa-miR-1287-3p,0.0,0.0,0.0,0.47,0.11,0.0,0.0,0.0,0.16
hsa-miR-1287-5p,0.52,0.42,0.42,10.42,11.41,15.38,2.38,0.63,2.72
hsa-miR-1288-3p,0.0,0.0,0.0,0.74,1.71,1.48,1.02,0.63,0.64
hsa-miR-1289,0.0,0.0,0.0,0.0,0.32,0.0,0.17,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-129-5p,0.41,0.1,0.31,0.65,1.81,1.7,2.04,0.79,2.4
hsa-miR-1290,0.1,0.0,0.0,0.09,0.11,0.11,0.34,0.0,0.0
hsa-miR-1291,1.45,0.62,0.31,10.98,6.19,10.71,2.38,3.01,1.92
hsa-miR-1292-3p,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.83,1.56,1.04,2.98,5.97,2.76,1.87,0.63,1.28
hsa-miR-1293,3.11,3.43,4.69,7.54,8.96,9.65,3.74,1.42,3.19
hsa-miR-1294,0.1,0.0,0.21,1.02,0.32,0.74,0.17,0.16,0.16
hsa-miR-1296-3p,0.0,0.1,0.0,0.28,0.75,0.21,0.0,0.0,0.0
hsa-miR-1296-5p,0.41,0.73,0.31,8.93,11.2,17.82,1.19,0.63,0.32
hsa-miR-1298-5p,0.31,0.1,0.0,0.28,0.11,0.21,3.23,1.42,2.08
hsa-miR-1299,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,2.18,2.6,5.31,11.91,24.0,24.61,9.68,3.01,9.42
hsa-miR-1303,4.15,4.88,3.85,8.28,15.78,15.91,13.08,3.8,8.78
hsa-miR-1304-3p,1.04,1.04,2.08,3.54,6.83,7.11,0.0,0.0,0.0
hsa-miR-1304-5p,1.45,2.29,1.35,12.09,20.69,17.5,3.91,1.9,3.19
hsa-miR-1305,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,6.01,4.57,7.61,4.09,4.69,6.47,3.06,3.01,1.12
hsa-miR-1306-5p,0.62,1.14,2.29,0.28,0.43,0.64,0.51,0.0,0.32
hsa-miR-1307-3p,106.15,136.95,167.53,164.58,312.37,244.79,242.77,55.25,118.04
hsa-miR-1307-5p,1.55,1.45,1.46,11.72,13.65,7.11,4.42,0.79,1.92
hsa-miR-130a-3p,0.21,0.0,0.0,2.88,6.4,7.74,1.7,0.32,1.76
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.1,0.1,5.77,8.21,6.58,0.68,0.32,1.76
hsa-miR-130b-5p,3.52,4.78,6.15,6.33,30.93,13.47,2.89,0.79,0.96
hsa-miR-132-3p,0.52,0.83,0.52,6.33,6.93,13.26,3.06,1.74,4.95
hsa-miR-132-5p,1.04,0.94,0.63,2.98,4.05,4.24,1.87,0.79,0.48
hsa-miR-1322,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,0.09,2.67,3.61,0.0,0.0,0.0
hsa-miR-133a-3p,1.35,0.94,1.56,0.28,0.0,0.32,2.55,0.95,12.3
hsa-miR-133a-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.31,0.52,0.63,1.77,3.95,5.3,1.19,0.47,0.16
hsa-miR-1343-3p,0.0,0.52,0.73,0.65,1.07,2.02,0.0,0.32,0.32
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.1,0.0,0.0,0.21,0.0,0.16,0.16
hsa-miR-135b-3p,0.0,0.21,0.0,0.28,0.43,0.85,1.53,0.32,1.28
hsa-miR-135b-5p,3.52,3.64,2.6,12.56,16.53,21.74,14.78,12.19,22.52
hsa-miR-136-3p,0.31,0.21,0.21,0.47,0.64,0.42,0.85,0.0,0.32
hsa-miR-136-5p,0.52,0.31,0.1,0.0,0.11,0.11,0.85,0.47,0.96
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.21,0.11,0.0,0.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.37,0.21,0.32,0.0,0.0,0.16
hsa-miR-139-3p,0.52,0.52,2.08,0.0,1.07,0.64,0.17,0.0,0.32
hsa-miR-139-5p,27.78,29.92,49.38,33.12,37.65,67.03,22.42,12.82,15.33
hsa-miR-140-3p,20.01,19.64,16.15,175.28,305.55,379.71,46.38,29.76,50.31
hsa-miR-140-5p,1.66,1.45,1.77,12.19,20.05,22.7,5.78,1.9,10.54
hsa-miR-141-3p,4.15,4.05,3.44,0.09,0.21,0.32,5.78,0.63,3.83
hsa-miR-141-5p,0.21,0.83,0.1,0.09,0.0,0.0,1.02,1.42,1.12
hsa-miR-142-3p,2.7,2.91,3.65,3.81,3.52,1.8,3.57,1.27,3.83
hsa-miR-142-5p,11.2,12.36,24.28,10.51,14.82,15.17,8.49,4.12,7.19
hsa-miR-143-3p,14.62,13.92,28.76,48.19,39.03,35.74,14.1,3.8,9.26
hsa-miR-144-3p,3.73,4.57,7.81,3.72,3.73,2.23,2.89,0.47,2.4
hsa-miR-144-5p,3.11,3.53,6.77,7.07,4.05,3.61,2.38,1.58,2.4
hsa-miR-145-3p,0.21,0.42,0.52,0.0,0.21,0.32,0.17,0.16,0.32
hsa-miR-145-5p,0.73,0.0,0.42,0.37,0.64,0.21,2.38,0.63,0.48
hsa-miR-1468-5p,0.21,0.0,0.21,0.28,1.71,0.95,0.17,0.0,0.0
hsa-miR-146a-5p,0.31,0.31,0.21,1.58,0.21,0.74,7.64,0.95,1.44
hsa-miR-146b-3p,0.0,0.0,0.21,0.19,0.21,0.53,0.17,0.0,0.0
hsa-miR-146b-5p,8.5,7.9,7.4,101.41,138.64,143.19,20.05,11.4,27.79
hsa-miR-147b-3p,0.31,0.1,0.0,5.4,4.59,3.71,0.34,0.47,0.48
hsa-miR-147b-5p,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.16,0.32
hsa-miR-148a-3p,244.94,161.26,328.39,1055.97,1816.01,1947.11,3310.21,570.41,2317.26
hsa-miR-148a-5p,0.62,0.21,0.42,1.58,1.6,1.8,3.06,0.79,2.56
hsa-miR-148b-3p,16.27,12.78,12.5,622.23,553.18,987.45,91.74,22.8,92.64
hsa-miR-148b-5p,1.35,1.35,0.83,7.16,5.76,5.3,2.04,1.27,1.44
hsa-miR-149-3p,0.1,0.31,0.0,0.56,0.11,0.32,0.0,0.0,0.16
hsa-miR-149-5p,6.53,8.83,9.48,57.12,102.38,126.75,15.46,9.34,13.26
hsa-miR-150-5p,1.04,1.45,5.73,0.93,0.11,0.64,0.17,0.32,0.16
hsa-miR-151a-3p,807.19,696.05,824.84,3403.74,5828.65,6943.95,3180.93,679.17,1811.1
hsa-miR-151a-5p,5.29,5.2,3.02,11.26,13.65,17.92,4.59,1.58,4.79
hsa-miR-151b,0.0,0.31,0.1,2.05,1.28,1.8,0.34,0.0,0.0
hsa-miR-152-3p,1.24,0.1,0.83,4.93,10.56,7.42,2.38,1.11,4.79
hsa-miR-152-5p,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.19,0.0,0.32,0.17,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
hsa-miR-155-5p,1.14,1.77,2.81,3.07,5.33,5.94,2.38,2.06,3.03
hsa-miR-15a-5p,0.1,0.31,0.1,0.74,0.64,1.17,0.85,0.16,0.16
hsa-miR-15b-3p,1.87,2.39,1.67,24.75,37.75,45.18,24.97,5.07,26.67
hsa-miR-15b-5p,1.97,2.7,1.15,13.77,18.13,23.86,6.29,3.01,7.35
hsa-miR-16-1-3p,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,23.22,30.44,25.63,88.57,191.54,141.17,55.04,14.41,38.33
hsa-miR-16-5p,15.86,14.44,13.65,94.34,179.7,227.51,76.62,31.19,115.96
hsa-miR-17-3p,0.0,0.21,0.1,0.56,0.96,0.64,0.0,0.32,0.16
hsa-miR-17-5p,49.55,28.37,26.15,173.98,359.3,323.39,345.89,62.22,558.39
hsa-miR-181a-2-3p,0.41,1.56,2.19,3.07,5.97,8.8,1.19,0.32,0.16
hsa-miR-181a-3p,0.0,0.1,0.0,0.19,0.43,0.53,0.17,0.0,0.0
hsa-miR-181a-5p,11.92,6.44,15.21,40.56,80.63,74.56,14.44,6.17,15.97
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.09,0.32,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.1,0.0,0.11,0.11,0.17,0.0,0.0
hsa-miR-181b-5p,7.67,4.26,5.52,42.15,79.45,70.96,8.49,2.22,9.26
hsa-miR-181c-3p,0.21,0.0,0.1,0.65,0.85,1.27,0.0,0.16,0.16
hsa-miR-181c-5p,0.0,0.0,0.0,0.09,0.43,0.21,0.0,0.16,0.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.11,0.21,0.0,0.0,0.0
hsa-miR-181d-5p,1.45,0.52,1.15,12.37,17.49,16.33,3.57,3.17,5.91
hsa-miR-182-3p,0.83,0.73,0.73,1.3,1.81,1.06,0.85,0.16,0.48
hsa-miR-182-5p,183.89,176.64,154.72,768.3,946.5,1216.33,565.72,295.41,675.47
hsa-miR-1827,0.0,0.0,0.0,0.09,0.21,0.32,0.0,0.0,0.0
hsa-miR-183-3p,0.41,0.21,0.42,0.74,0.53,1.91,0.17,0.63,1.12
hsa-miR-183-5p,92.05,104.94,94.39,507.89,918.78,912.57,458.01,179.69,461.76
hsa-miR-184,0.0,2.08,1.67,0.56,1.17,0.85,2.38,0.47,1.12
hsa-miR-1843,1.14,0.94,0.63,2.51,9.49,8.27,1.87,0.32,1.76
hsa-miR-185-3p,0.83,0.52,0.31,4.09,3.52,5.52,2.38,0.16,1.28
hsa-miR-185-5p,19.59,15.48,17.09,234.45,307.04,231.54,114.67,40.85,114.52
hsa-miR-186-5p,54.84,43.22,47.2,322.0,465.95,474.95,227.48,82.48,286.38
hsa-miR-188-5p,0.0,0.0,0.0,0.19,0.32,0.64,0.0,0.0,0.16
hsa-miR-18a-3p,3.01,5.09,4.27,11.44,14.29,20.26,5.27,2.85,5.91
hsa-miR-18a-5p,2.59,2.39,1.88,14.7,21.33,21.74,5.1,1.58,7.35
hsa-miR-18b-5p,0.0,0.31,0.0,1.58,2.03,0.32,0.0,0.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.21,0.28,0.96,1.17,0.0,0.0,0.0
hsa-miR-1908-5p,0.21,0.42,0.52,0.93,2.99,1.59,0.51,0.16,0.0
hsa-miR-190a-5p,0.0,0.1,0.0,0.0,0.0,0.74,0.0,0.0,0.16
hsa-miR-190b-5p,0.1,0.0,0.1,1.49,2.77,1.7,4.42,3.17,7.51
hsa-miR-191-3p,0.31,0.0,1.46,1.02,3.09,2.97,0.34,0.32,0.16
hsa-miR-191-5p,283.09,272.96,311.41,793.97,753.36,1202.97,514.24,237.15,509.52
hsa-miR-1910-3p,0.1,0.0,0.0,0.19,0.0,0.64,0.0,0.0,0.0
hsa-miR-1910-5p,0.41,1.04,1.67,1.21,1.17,2.44,0.51,0.16,0.8
hsa-miR-1911-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
hsa-miR-1914-3p,0.1,0.1,0.0,0.19,0.0,0.11,0.0,0.0,0.16
hsa-miR-1914-5p,0.1,0.0,0.0,0.0,0.43,0.11,0.0,0.0,0.48
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1915-5p,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-192-5p,10.99,10.29,11.15,91.27,122.97,109.46,110.93,28.5,82.26
hsa-miR-193a-3p,0.0,0.0,0.0,0.09,0.32,0.42,0.0,0.0,0.0
hsa-miR-193a-5p,0.1,0.42,1.25,2.05,3.84,1.27,1.19,0.32,1.12
hsa-miR-193b-3p,6.43,7.27,2.92,90.62,60.79,157.19,21.24,14.88,36.42
hsa-miR-193b-5p,2.18,1.45,1.67,12.47,12.58,8.27,6.8,2.22,3.35
hsa-miR-194-3p,0.0,0.42,0.0,0.0,0.0,0.32,0.0,0.16,0.0
hsa-miR-194-5p,2.07,2.49,3.33,10.14,11.2,11.24,27.18,5.22,13.26
hsa-miR-195-3p,0.52,0.21,0.42,0.28,1.07,0.42,0.17,0.47,0.16
hsa-miR-195-5p,0.1,0.0,0.0,0.19,0.11,0.53,1.02,0.16,0.32
hsa-miR-196a-3p,0.1,0.0,0.0,0.09,0.32,0.32,0.0,0.0,0.48
hsa-miR-196a-5p,11.82,15.79,12.61,115.74,162.21,106.7,42.3,16.15,46.64
hsa-miR-196b-3p,0.0,0.1,0.1,0.09,0.11,0.21,0.17,0.0,0.16
hsa-miR-196b-5p,4.77,7.07,6.67,47.73,60.79,53.99,25.65,11.4,24.12
hsa-miR-197-3p,9.54,9.14,16.77,32.84,45.22,74.46,12.06,4.75,10.54
hsa-miR-197-5p,0.0,0.0,0.0,1.02,0.32,0.21,0.51,0.16,0.0
hsa-miR-1976,0.31,0.0,0.83,0.28,0.11,0.64,0.0,0.0,0.16
hsa-miR-199a-3p,4.25,4.68,1.25,4.19,5.76,14.64,7.64,1.74,0.96
hsa-miR-199a-5p,0.73,0.42,0.42,2.33,1.28,1.27,1.87,0.63,0.96
hsa-miR-199b-3p,0.41,0.0,6.46,8.47,5.01,0.21,1.19,0.95,3.67
hsa-miR-199b-5p,3.84,3.32,3.54,9.02,3.63,8.06,5.61,4.59,7.67
hsa-miR-19a-3p,1.45,1.66,1.77,7.35,8.21,6.68,3.91,1.74,8.63
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.37,0.0,0.21,0.0,0.47,0.32
hsa-miR-19b-3p,1.76,2.08,1.77,11.16,19.3,18.03,5.95,3.48,15.01
hsa-miR-200a-3p,1.45,1.04,0.73,0.74,0.53,0.64,2.89,0.95,1.6
hsa-miR-200a-5p,0.21,0.31,0.31,0.19,0.0,0.53,0.68,0.16,0.48
hsa-miR-200b-3p,3.73,2.29,2.08,0.56,1.49,2.33,9.85,2.06,7.51
hsa-miR-200b-5p,0.21,0.31,0.1,0.0,0.0,0.0,0.68,0.63,0.32
hsa-miR-200c-3p,758.26,747.48,522.18,20.28,30.71,34.47,1117.16,413.52,869.85
hsa-miR-200c-5p,0.1,0.1,0.0,0.0,0.0,0.0,0.51,0.0,0.32
hsa-miR-202-5p,0.21,0.0,0.0,0.0,0.53,0.53,0.0,0.0,0.0
hsa-miR-203a-3p,4.46,2.08,2.6,2.33,7.47,5.73,32.45,0.79,55.1
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-204-3p,0.83,0.83,2.29,0.28,0.64,0.21,0.0,0.0,0.16
hsa-miR-204-5p,0.1,0.0,0.52,0.0,0.32,0.21,0.17,0.32,0.48
hsa-miR-205-3p,0.31,0.0,0.0,0.0,0.0,0.0,0.17,0.32,0.16
hsa-miR-205-5p,58.77,57.35,34.59,0.19,0.0,0.11,172.26,98.79,275.2
