miRNA,SRR23823978
hsa-miR-21-5p,281400
hsa-miR-92a-3p,184293
hsa-miR-27b-3p,160167
hsa-miR-26a-5p,91660
hsa-let-7g-5p,99131
hsa-miR-181a-5p,78317
hsa-miR-196a-5p,94251
hsa-miR-423-3p,51912
hsa-let-7a-5p,61584
hsa-miR-146a-5p,46241
hsa-miR-191-5p,71147
hsa-miR-378a-3p,48553
hsa-miR-196b-5p,55380
hsa-miR-25-3p,34881
hsa-miR-24-3p,37354
hsa-miR-199a-3p,34715
hsa-miR-34a-5p,30297
hsa-miR-182-5p,39680
hsa-miR-143-3p,29658
hsa-let-7i-5p,26781
hsa-miR-151a-5p,25401
hsa-miR-1180-3p,21624
hsa-let-7f-5p,23580
hsa-miR-27a-3p,47409
hsa-miR-93-5p,39330
hsa-miR-7-5p,23027
hsa-miR-23a-3p,29228
hsa-miR-16-5p,32757
hsa-miR-26b-5p,16976
hsa-miR-342-3p,14512
hsa-miR-30d-5p,19281
hsa-miR-100-5p,15159
hsa-miR-138-5p,16048
hsa-miR-99b-5p,12550
hsa-miR-183-5p,13701
hsa-miR-22-3p,7617
hsa-miR-10a-5p,11418
hsa-miR-30b-5p,7060
hsa-miR-148a-3p,6694
hsa-miR-424-5p,7438
hsa-miR-30c-5p,10009
hsa-miR-96-5p,7304
hsa-miR-149-5p,11065
hsa-miR-193b-3p,7867
hsa-miR-10b-5p,5684
hsa-miR-23b-3p,5543
hsa-let-7d-5p,5277
hsa-miR-1246,6218
hsa-miR-374b-5p,6202
hsa-miR-181b-5p,12254
hsa-miR-532-5p,3278
hsa-miR-425-5p,4395
hsa-miR-197-3p,2953
hsa-miR-155-5p,12321
hsa-miR-98-5p,3143
hsa-miR-28-3p,4279
hsa-miR-128-3p,3446
hsa-miR-199b-3p,4495
hsa-miR-345-5p,4402
hsa-miR-193a-3p,2563
hsa-miR-15b-5p,4232
hsa-miR-221-3p,3807
hsa-miR-192-5p,3201
hsa-miR-30e-3p,2369
hsa-miR-20a-5p,3289
hsa-miR-218-5p,4639
hsa-miR-19b-3p,2967
hsa-miR-652-3p,2417
hsa-miR-92b-3p,2202
hsa-miR-29a-3p,2538
hsa-miR-224-5p,4101
hsa-miR-125a-5p,3649
hsa-miR-935,1869
hsa-miR-17-5p,3268
hsa-miR-31-5p,1840
hsa-miR-9-5p,2399
hsa-miR-139-5p,1499
hsa-let-7e-5p,1846
hsa-miR-320a-3p,3316
hsa-miR-542-5p,2760
hsa-let-7b-5p,8029
hsa-miR-125b-5p,2068
hsa-miR-3613-5p,2274
hsa-miR-99b-3p,2512
hsa-miR-592,1278
hsa-miR-126-3p,1736
hsa-miR-484,1459
hsa-miR-942-3p,1302
hsa-miR-99a-5p,1682
hsa-miR-135b-5p,1581
hsa-miR-222-3p,3363
hsa-miR-151a-3p,1785
hsa-miR-339-5p,1556
hsa-miR-361-5p,1581
hsa-miR-301a-3p,1067
hsa-miR-1307-3p,2407
hsa-miR-145-5p,1441
hsa-miR-425-3p,3335
hsa-miR-199b-5p,1096
hsa-miR-449a,973
hsa-miR-941,3392
hsa-miR-199a-5p,1074
hsa-miR-590-3p,930
hsa-let-7a-3p,1943
hsa-miR-708-5p,830
hsa-miR-15b-3p,742
hsa-miR-365b-3p,777
hsa-miR-421,784
hsa-miR-454-3p,1095
hsa-miR-450a-5p,799
hsa-miR-30a-3p,1113
hsa-miR-129-2-3p,834
hsa-miR-320d,593
