miRNA,SRR2153500,SRR2153501,SRR2153502,SRR2153503,SRR2153504,SRR2153505,SRR2153506,SRR2153507
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,2.74,3.78,5.79,5.67
hsa-let-7a-3p,18.02,18.79,18.93,19.1,53.37,60.44,91.31,109.13
hsa-let-7a-5p,92.49,93.82,74.66,86.2,1983.37,2199.09,3462.61,3718.4
hsa-let-7b-3p,0.22,0.46,0.68,0.47,2.74,4.25,0.64,0.67
hsa-let-7b-5p,137.36,138.23,188.31,176.91,2342.36,1905.38,897.96,953.8
hsa-let-7c-3p,0.0,0.08,0.15,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,50.21,54.16,38.08,32.85,2.74,394.3,139.53,10.01
hsa-let-7d-3p,41.24,46.41,106.89,101.89,26.91,31.64,4.5,4.67
hsa-let-7d-5p,59.04,60.22,92.32,96.77,319.31,331.97,377.45,373.11
hsa-let-7e-3p,0.67,0.15,0.68,0.85,0.0,0.47,0.0,0.0
hsa-let-7e-5p,23.07,22.86,21.71,21.67,113.58,132.22,124.1,119.47
hsa-let-7f-1-3p,2.0,1.23,3.0,2.17,3.19,4.25,6.43,6.67
hsa-let-7f-2-3p,3.78,3.45,5.18,4.74,16.42,16.53,16.4,13.02
hsa-let-7f-5p,192.84,187.1,146.02,146.39,1244.4,1190.45,2226.1,2317.41
hsa-let-7g-3p,0.3,0.08,0.3,0.39,0.0,0.94,0.0,0.0
hsa-let-7g-5p,111.4,98.73,138.89,130.63,1756.2,1864.29,2995.14,2971.52
hsa-let-7i-3p,3.86,5.06,1.2,1.09,0.46,0.47,0.0,0.0
hsa-let-7i-5p,605.67,618.59,1073.62,1110.7,5033.23,5090.45,4107.87,4155.92
hsa-miR-100-3p,0.0,0.0,0.0,0.0,3.65,4.25,6.11,9.68
hsa-miR-100-5p,13.28,13.88,27.12,27.26,3960.81,3936.83,980.27,953.46
hsa-miR-101-2-5p,0.07,0.0,0.0,0.08,0.0,0.47,0.0,0.0
hsa-miR-101-3p,710.99,706.73,1015.4,1007.1,5801.86,5754.38,8571.64,8664.58
hsa-miR-101-5p,3.49,2.92,3.98,4.19,5.93,7.08,3.22,4.0
hsa-miR-10395-3p,0.0,0.08,0.0,0.0,0.0,1.42,0.0,0.0
hsa-miR-10399-3p,1.41,1.61,3.31,3.26,0.0,0.47,0.64,0.0
hsa-miR-10399-5p,0.15,0.31,0.15,0.54,0.91,0.47,1.29,1.0
hsa-miR-103a-1-5p,0.0,0.15,0.38,0.0,0.91,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.22,0.15,0.23,0.47,3.19,0.47,0.32,1.0
hsa-miR-103a-3p,160.65,1085.38,76.62,456.1,146.88,2846.49,82.31,75.42
hsa-miR-10401-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.07,0.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.3,0.31,0.9,0.7,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0
hsa-miR-10527-5p,0.37,0.31,0.23,0.54,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.3,0.69,1.58,1.4,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,50.21,49.94,34.93,37.28,13.23,15.11,1.93,0.67
hsa-miR-106b-5p,88.11,92.59,188.39,188.48,181.55,183.69,102.24,103.79
hsa-miR-107,44.43,1.38,589.73,1.24,2282.61,7.56,516.34,1.33
hsa-miR-10a-3p,32.41,30.07,49.35,49.63,84.39,74.14,98.06,93.78
hsa-miR-10a-5p,16523.4,16399.64,24043.37,23749.68,62193.32,61660.02,106827.02,106027.43
hsa-miR-10b-3p,2.82,3.22,4.21,3.88,1.82,3.31,6.11,5.34
hsa-miR-10b-5p,12045.52,11834.75,17621.2,17404.79,67433.65,66355.23,105309.84,105062.96
hsa-miR-11399,0.3,0.15,0.83,0.62,0.46,0.0,0.0,0.0
hsa-miR-1179,0.07,0.08,0.23,0.16,1.37,0.94,2.89,1.0
hsa-miR-1180-3p,37.46,38.28,4.21,3.42,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,7.75,7.56,5.47,3.67
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.46,0.0,2.25,1.33
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
hsa-miR-1197,0.07,0.0,0.38,0.23,0.0,0.0,0.0,0.33
hsa-miR-12114,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.46,0.0,1.29,0.0
hsa-miR-12136,0.0,0.0,0.08,0.08,0.0,0.47,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,14.24,12.5,0.83,1.09,98.07,90.66,0.64,0.0
hsa-miR-1226-3p,0.07,0.08,0.45,0.16,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.07,0.15,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.45,0.38,0.3,0.16,0.46,0.0,0.0,0.0
hsa-miR-122b-5p,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.07,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-1243,2.3,2.3,2.18,2.33,7.75,12.75,19.93,18.02
hsa-miR-1244,0.0,0.0,0.08,0.0,0.0,0.0,0.96,0.0
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0
