miRNA,SRR1054269,SRR1054270,SRR1054271,SRR1054272,SRR1054273,SRR1054274,SRR1054275,SRR1054276,SRR1054277,SRR1054278,SRR1054279,SRR1054280,SRR1054281,SRR1054282
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-203a-3p,2.49,12.79,37.28,13.82,15.8,16.22,111.67,8.82,5.41,4.28,6.32,15.42,14.26,14.25
hsa-miR-204-3p,5.3,5.19,11.03,18.3,24.78,15.41,14.79,5.75,4.96,14.99,9.12,16.09,14.26,11.08
hsa-miR-204-5p,0.93,0.4,1.05,2.24,1.86,1.62,2.33,0.38,0.45,0.71,0.7,0.67,0.65,1.58
hsa-miR-205-5p,0.62,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,9.03,4.4,21.79,24.28,24.78,30.01,28.4,16.11,10.82,28.55,27.37,33.52,28.51,20.58
hsa-miR-20a-5p,1.87,1.6,4.2,4.86,6.19,2.43,4.28,3.07,1.8,11.42,9.82,7.37,5.18,0.0
hsa-miR-20b-5p,0.62,0.0,0.79,0.0,0.93,0.41,1.17,0.0,0.0,2.14,0.7,0.67,0.65,0.0
hsa-miR-21-3p,0.0,0.0,0.79,0.0,0.0,0.0,0.78,0.0,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-21-5p,180.04,152.23,454.91,306.29,479.48,424.15,474.3,143.85,146.08,496.72,350.84,455.23,515.21,538.33
hsa-miR-210-3p,1.56,0.0,0.26,0.0,1.55,0.41,0.78,0.38,0.0,1.43,0.0,0.0,1.94,0.0
hsa-miR-211-5p,0.0,0.0,0.79,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,0.31,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2113,0.0,0.0,0.79,1.49,0.93,0.41,0.78,0.77,0.45,1.43,0.7,0.67,1.3,0.0
hsa-miR-212-3p,0.31,0.0,0.26,0.75,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-212-5p,4.67,3.2,12.6,10.09,8.98,14.19,11.28,2.69,2.71,6.42,9.12,7.37,9.72,12.67
hsa-miR-214-3p,0.0,0.0,0.0,0.37,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.4,0.79,0.75,0.31,0.0,2.33,0.38,0.9,0.71,0.7,2.68,0.0,1.58
hsa-miR-216a-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.58
hsa-miR-216b-5p,0.31,0.0,1.58,0.37,1.86,1.62,0.39,0.0,0.0,0.0,0.7,0.67,0.0,0.0
hsa-miR-217-5p,0.0,0.4,1.31,1.49,1.55,2.03,1.17,0.0,0.0,0.0,2.11,1.34,1.3,1.58
hsa-miR-218-1-3p,0.0,0.0,0.0,0.37,0.31,0.41,0.0,0.0,0.0,0.0,0.0,0.67,0.0,4.75
hsa-miR-218-2-3p,0.31,1.2,3.15,0.75,0.62,2.03,1.56,0.0,0.45,2.14,2.11,4.02,0.65,1.58
hsa-miR-218-5p,171.94,183.4,433.91,419.1,424.35,488.22,435.39,115.46,137.06,304.74,430.13,439.81,586.5,438.58
hsa-miR-219a-2-3p,8.41,23.17,106.31,60.51,48.32,49.88,106.61,28.0,65.38,173.42,32.98,50.95,126.37,34.83
hsa-miR-219a-5p,27.72,25.97,17.33,42.58,48.94,80.69,77.04,0.77,5.41,17.84,1.4,25.48,33.05,23.75
hsa-miR-22-3p,731.37,674.07,1904.97,1603.17,2583.55,2397.69,2824.77,750.69,646.54,2267.35,1790.71,2736.09,2528.74,3492.81
hsa-miR-22-5p,2.8,0.8,6.3,4.48,4.65,3.24,3.5,1.92,2.71,5.71,3.51,6.7,4.54,11.08
hsa-miR-221-3p,35.2,28.37,103.95,85.54,90.44,82.72,70.42,38.36,31.11,125.61,85.61,76.43,89.43,88.67
hsa-miR-221-5p,1.25,2.0,3.15,4.48,3.1,3.65,3.5,0.77,2.25,3.57,2.11,2.01,1.94,1.58
hsa-miR-222-3p,19.0,21.18,29.4,25.77,35.31,32.03,33.07,14.58,9.92,24.26,26.66,29.5,25.92,31.67
hsa-miR-222-5p,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.62,0.4,1.05,0.37,0.62,0.0,0.0,0.0,0.0,1.43,1.4,1.34,0.0,1.58
hsa-miR-223-5p,0.31,0.4,2.89,1.49,1.55,0.81,0.39,1.53,0.0,3.57,0.7,3.35,1.3,0.0
hsa-miR-224-5p,0.0,0.0,1.31,0.0,0.0,0.0,1.17,0.38,0.45,0.71,0.0,1.34,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,4.05,0.4,1.58,1.12,2.79,0.41,1.56,0.77,1.8,0.71,4.21,0.67,0.65,0.0
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,1.87,3.2,8.66,5.98,6.5,2.43,3.89,0.0,0.0,6.42,0.0,0.0,0.0,0.0
hsa-miR-23b-5p,0.62,0.0,0.53,0.0,0.0,0.41,0.39,0.0,0.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,1.87,0.8,0.0,2.24,3.72,0.81,2.33,0.0,0.45,0.71,0.0,2.01,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,0.26,0.75,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.34,0.0,1.58
hsa-miR-24-3p,13.71,71.12,182.96,45.2,221.46,247.35,51.36,6.9,79.8,147.73,184.54,39.56,43.42,215.33
hsa-miR-25-3p,15.89,12.79,38.59,32.5,35.31,22.71,27.24,14.19,16.23,50.67,31.58,22.8,36.94,33.25
hsa-miR-25-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,51.08,40.36,115.5,76.2,112.13,96.1,108.56,46.03,36.52,124.89,68.77,115.99,114.06,87.08
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,2.8,2.0,7.09,5.6,6.19,9.73,10.89,3.07,4.51,7.85,9.12,4.69,11.02,6.33
hsa-miR-27a-3p,11.53,20.38,45.68,32.12,30.04,44.2,49.41,21.48,13.08,357.55,345.23,345.28,473.09,47.5
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-27b-3p,313.36,328.04,812.18,748.17,823.6,967.11,861.05,349.84,418.85,656.58,602.05,580.61,839.89,1084.58
hsa-miR-27b-5p,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,0.93,0.4,1.84,1.87,2.48,0.0,1.95,0.0,0.0,0.71,0.7,0.67,0.0,0.0
hsa-miR-28-5p,0.93,0.4,2.1,0.37,1.24,3.65,2.33,0.0,0.9,2.85,2.11,0.67,1.3,0.0
hsa-miR-29a-3p,123.66,130.26,294.53,290.23,312.53,305.74,351.73,87.46,109.56,242.65,320.67,328.52,384.3,378.41
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.37,0.31,0.41,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-29b-3p,0.31,2.0,2.1,1.49,0.93,1.22,1.56,1.15,1.8,2.14,2.11,3.35,1.94,1.58
hsa-miR-29c-3p,2.8,4.4,8.4,5.6,11.77,6.49,9.73,3.07,3.61,6.42,7.02,6.7,5.83,11.08
hsa-miR-29c-5p,0.62,0.4,1.84,1.49,2.17,0.81,1.56,0.77,0.9,1.43,3.51,2.68,4.54,6.33
hsa-miR-301a-3p,0.0,0.0,0.26,0.0,0.0,0.41,0.0,0.38,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,0.31,0.8,2.1,2.61,2.17,0.81,1.95,0.0,0.45,1.43,2.81,2.01,4.54,0.0
hsa-miR-3059-5p,0.0,0.0,0.53,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.38,0.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.31,0.0,0.0,0.0,0.62,0.81,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.37,0.0,1.22,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,1.87,2.4,5.51,8.59,8.36,6.08,4.67,3.07,2.25,8.56,6.32,4.02,12.96,1.58
hsa-miR-30a-5p,360.7,311.66,746.29,775.44,909.09,627.71,809.3,309.56,276.83,844.28,925.53,983.55,861.27,962.66
hsa-miR-30b-5p,0.0,0.4,0.26,1.12,0.62,0.41,0.39,0.38,0.0,1.43,0.0,0.0,1.94,3.17
hsa-miR-30c-1-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.31,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,1.25,0.4,2.36,2.61,4.03,1.22,4.28,0.38,0.0,2.14,2.11,2.01,0.65,1.58
hsa-miR-30d-3p,0.0,0.0,1.05,1.49,1.86,0.41,1.56,0.38,0.0,1.43,0.7,0.67,0.65,0.0
hsa-miR-30d-5p,140.79,130.66,189.0,168.83,318.72,137.87,228.39,117.76,99.64,169.14,250.5,301.03,178.87,291.33
hsa-miR-30e-3p,1.87,0.0,4.46,3.74,0.93,5.68,5.06,3.45,2.71,3.57,2.11,0.0,7.78,9.5
hsa-miR-30e-5p,184.4,145.44,399.26,325.71,399.26,310.61,408.93,141.93,127.14,403.94,364.18,488.09,416.06,378.41
hsa-miR-31-5p,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.45,0.0,0.7,0.0,0.65,0.0
hsa-miR-3120-3p,0.0,0.0,0.53,0.37,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3156-3p,0.0,0.0,0.0,0.37,0.31,0.41,1.17,0.77,0.45,0.71,0.0,0.0,0.0,0.0
hsa-miR-3168,0.31,0.8,0.53,1.49,0.93,3.24,1.17,0.0,0.0,0.0,0.0,0.0,0.65,1.58
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,0.4,0.26,0.37,0.0,1.22,0.78,0.0,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,2.18,2.8,2.89,3.36,0.62,0.81,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.31,0.4,0.79,0.37,1.24,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.62,0.0,1.05,0.0,2.48,2.03,1.17,0.0,0.9,0.0,2.11,1.34,3.24,1.58
hsa-miR-320a-3p,221.78,290.08,497.18,487.08,610.81,437.53,554.06,281.94,231.29,762.92,642.04,693.91,675.93,633.33
hsa-miR-320a-5p,15.57,17.58,10.76,14.57,10.22,8.52,8.95,0.38,0.45,0.71,3.51,2.01,0.0,1.58
hsa-miR-320b,142.97,25.17,78.23,180.79,98.81,45.82,87.54,109.71,119.48,142.74,225.24,156.21,2.59,492.41
hsa-miR-320c,0.0,8.39,16.28,31.75,172.22,184.09,209.33,1.15,64.47,232.66,54.73,251.42,66.75,17.42
hsa-miR-320d,7.16,55.94,427.61,103.09,23.23,229.1,155.25,61.76,15.78,14.99,34.38,192.42,162.02,19.0
hsa-miR-320e,0.0,0.0,0.53,0.75,181.2,0.41,0.0,0.0,0.0,2.14,0.0,0.67,174.33,0.0
hsa-miR-323a-3p,91.27,120.27,189.53,196.85,306.02,222.21,242.4,84.01,86.57,201.26,206.3,280.92,235.25,281.83
hsa-miR-323a-5p,0.0,0.0,0.53,0.37,1.86,1.22,0.78,0.0,0.45,1.43,1.4,0.0,1.3,1.58
hsa-miR-323b-3p,0.0,0.0,0.0,0.0,0.93,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-326,81.92,84.31,116.81,122.14,136.29,123.27,136.96,27.62,13.53,29.26,75.08,93.86,60.27,55.42
hsa-miR-328-3p,48.9,46.75,85.05,115.05,130.09,117.19,99.22,27.62,17.58,45.68,86.31,98.56,119.24,101.33
hsa-miR-329-3p,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,23.36,36.76,54.34,61.26,69.07,45.82,70.81,28.0,22.54,60.66,65.96,71.07,51.84,79.17
hsa-miR-330-5p,6.23,5.59,11.55,11.58,17.66,17.03,14.4,4.22,8.12,20.7,20.35,19.44,17.5,14.25
hsa-miR-331-3p,0.0,0.0,0.26,0.75,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,0.4,0.53,0.75,0.62,0.41,0.78,0.38,0.0,0.71,0.0,2.01,0.0,0.0
hsa-miR-335-3p,0.0,0.4,0.0,1.12,0.0,0.81,0.0,0.0,0.45,0.0,1.4,0.0,0.0,0.0
hsa-miR-335-5p,10.59,9.59,27.04,14.19,25.09,17.44,33.07,4.99,6.76,22.84,20.35,24.14,29.81,28.5
hsa-miR-337-3p,0.0,0.0,0.26,0.37,0.62,0.0,0.0,0.77,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.62,3.6,4.99,1.87,4.65,1.62,3.5,1.15,0.9,1.43,2.81,2.01,1.3,0.0
hsa-miR-338-5p,0.31,0.0,0.0,0.37,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,5.92,6.39,7.88,11.21,10.53,5.68,6.61,1.53,4.06,9.28,10.53,13.41,5.83,11.08
hsa-miR-339-5p,0.31,0.0,0.26,0.75,0.62,0.0,0.78,0.0,0.0,0.71,0.7,0.67,0.65,0.0
hsa-miR-33a-5p,8.72,9.99,14.44,20.17,23.23,23.11,18.29,0.0,0.0,0.0,1.4,2.68,1.3,1.58
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.62,0.0,0.39,0.0,0.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,0.31,0.0,0.26,0.37,0.62,1.62,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.0,0.53,0.37,0.31,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-340-5p,42.99,45.15,112.88,95.62,106.24,126.92,156.8,46.03,46.44,117.76,112.27,152.19,189.88,204.25
hsa-miR-342-3p,0.0,0.0,0.53,1.12,0.0,0.81,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.58
hsa-miR-342-5p,0.0,0.0,0.0,0.37,0.0,0.41,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-346,0.0,0.0,0.26,0.0,0.93,0.0,0.39,0.38,0.0,0.71,0.0,0.0,0.65,0.0
hsa-miR-34a-5p,2.49,7.19,16.54,15.69,16.11,22.3,16.73,0.0,0.0,0.71,0.7,0.67,0.65,1.58
hsa-miR-34b-3p,0.31,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,0.31,0.0,0.0,0.0,0.62,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,8.1,10.39,19.43,15.31,21.06,23.11,20.62,6.9,9.47,22.12,19.65,18.77,25.27,22.17
hsa-miR-3609,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,1.56,0.0,1.05,0.75,3.1,0.81,1.17,0.38,0.9,2.14,4.21,2.01,2.59,3.17
hsa-miR-361-5p,6.85,4.4,10.76,14.57,17.35,12.16,11.67,3.07,4.06,9.99,18.95,20.11,20.09,17.42
hsa-miR-3610,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,0.31,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,0.0,0.37,0.93,0.0,0.0,0.38,0.0,0.0,0.7,0.0,0.0,1.58
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,0.26,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,1.25,0.8,2.89,2.99,2.79,3.65,2.33,1.15,1.35,3.57,2.81,2.68,0.65,1.58
hsa-miR-3648,0.0,0.4,0.26,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3654,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-3655,0.31,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.31,0.4,1.05,2.24,0.31,0.0,0.0,0.0,0.9,1.43,2.11,2.68,1.3,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3689b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.71,0.0,0.0,0.0,0.0
hsa-miR-369-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0
hsa-miR-370-3p,1.25,1.2,4.73,0.75,3.72,5.68,1.17,0.38,0.0,0.0,2.11,2.01,2.59,3.17
hsa-miR-370-5p,0.31,0.0,0.26,0.0,0.93,0.0,0.0,0.0,0.0,0.71,0.0,0.0,1.3,1.58
hsa-miR-374a-5p,0.0,0.4,0.0,0.0,0.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,3.17
hsa-miR-374b-5p,0.31,0.0,0.26,0.0,0.0,0.0,0.0,0.38,0.0,0.71,0.0,2.01,0.65,0.0
hsa-miR-375-3p,1.87,0.4,2.36,1.87,2.79,3.65,4.67,1.15,0.9,2.85,7.02,2.01,3.89,3.17
hsa-miR-376a-3p,0.0,0.4,2.36,0.75,0.62,1.62,0.78,0.0,0.0,2.14,0.0,0.67,2.59,1.58
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.93,2.0,0.79,2.24,3.41,2.43,3.5,0.77,0.45,2.14,2.11,0.0,2.59,1.58
hsa-miR-377-5p,0.62,0.8,1.05,1.49,1.55,0.0,0.78,0.0,0.45,1.43,0.7,1.34,1.3,3.17
hsa-miR-378a-3p,65.1,203.38,138.86,152.4,184.61,123.68,586.35,60.61,78.0,229.8,150.16,188.4,220.99,169.42
hsa-miR-378a-5p,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378b,0.31,0.0,0.53,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,9.03,4.0,15.75,7.1,10.84,397.79,9.73,15.73,0.9,3.57,21.05,36.87,3.24,14.25
hsa-miR-378d,147.65,14.78,403.73,4.11,21.99,10.14,32.29,10.36,12.17,17.13,28.77,14.08,23.98,38.0
hsa-miR-378e,0.0,0.0,0.0,315.63,413.5,0.0,0.0,0.0,0.0,14.27,1.4,0.0,19.44,15.83
hsa-miR-378f,0.0,0.0,0.0,0.0,0.31,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378h,0.0,0.0,0.0,0.0,0.31,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378i,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.62,0.4,0.26,0.75,0.62,0.0,0.78,0.0,0.0,1.43,0.0,0.0,0.0,0.0
hsa-miR-379-5p,14.64,14.78,48.3,39.59,55.44,52.71,52.14,20.33,18.49,57.09,44.21,48.27,58.33,44.33
hsa-miR-381-3p,62.92,81.11,223.65,237.56,212.79,427.39,287.15,63.29,70.79,191.98,291.9,238.01,484.75,305.58
hsa-miR-382-3p,1.25,0.8,1.05,1.87,0.62,1.62,3.89,0.38,0.45,2.14,2.81,2.68,2.59,4.75
hsa-miR-382-5p,6.54,3.6,27.04,15.31,20.13,27.98,21.01,11.12,11.27,52.1,21.75,18.1,26.57,25.33
hsa-miR-383-5p,3.43,1.6,4.99,5.98,5.89,8.92,3.11,1.92,1.8,7.14,4.21,5.36,2.59,3.17
hsa-miR-384,0.31,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3907,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,0.31,0.0,0.79,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.7,0.67,0.0,0.0
hsa-miR-3917,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3925-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,0.8,0.26,0.37,0.31,0.41,0.78,0.0,0.9,0.0,2.11,0.0,0.0,0.0
hsa-miR-3934-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0
hsa-miR-3960,45.48,66.73,87.94,408.26,106.24,57.58,47.08,13.81,14.88,25.69,94.03,63.69,33.7,30.08
hsa-miR-409-3p,4.67,8.39,11.81,15.31,23.23,17.84,14.79,8.06,8.12,25.69,17.54,16.76,23.98,22.17
hsa-miR-409-5p,0.0,0.4,0.26,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.65,3.17
hsa-miR-410-3p,30.21,20.38,66.15,42.96,71.24,47.44,74.7,26.47,21.19,80.65,58.24,69.73,79.06,66.5
hsa-miR-410-5p,0.0,0.4,0.26,0.75,0.31,1.62,1.56,0.77,0.9,0.0,0.0,0.0,0.65,0.0
hsa-miR-411-3p,0.62,0.4,2.36,2.24,2.17,0.81,0.78,0.0,0.0,0.0,0.7,0.67,0.0,3.17
hsa-miR-411-5p,14.02,8.39,32.29,32.87,40.27,30.01,36.19,14.19,11.72,27.83,26.66,36.2,41.48,49.08
hsa-miR-421,4.05,2.4,11.55,5.23,7.74,6.89,7.39,4.6,5.41,9.99,5.61,12.07,5.18,6.33
hsa-miR-423-3p,11.53,14.38,46.46,61.63,60.71,34.06,47.86,2.69,4.51,19.98,43.5,34.19,59.62,33.25
hsa-miR-423-5p,14.95,21.98,35.44,80.31,183.99,104.21,46.69,1.15,11.72,14.99,26.66,95.87,38.24,79.17
hsa-miR-424-3p,0.62,0.4,0.53,0.37,3.1,1.22,1.17,0.0,0.0,0.0,0.7,0.67,0.0,3.17
hsa-miR-424-5p,0.0,0.4,0.79,0.0,0.31,1.22,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-425-3p,2.8,3.2,12.86,13.45,9.29,10.95,7.39,2.69,2.71,3.57,10.53,10.06,5.18,4.75
hsa-miR-425-5p,190.01,185.0,425.78,414.61,522.84,439.56,405.43,89.38,89.27,276.91,339.62,508.2,477.62,444.91
hsa-miR-4284,0.31,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4288,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-4306,0.31,0.8,0.26,0.0,0.62,0.81,1.17,0.0,0.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,2.49,0.4,2.1,2.99,5.27,5.27,4.28,1.15,0.9,1.43,1.4,2.68,3.89,4.75
hsa-miR-431-5p,0.0,0.0,0.0,0.37,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-3p,0.0,0.8,0.79,0.37,0.31,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.65,0.0
hsa-miR-432-5p,39.25,34.76,133.88,90.02,134.74,137.46,107.39,92.83,73.49,211.96,168.4,165.6,180.81,158.33
hsa-miR-4324,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.7,0.67,0.0,0.0
hsa-miR-433-3p,196.86,178.61,482.21,452.34,554.13,469.56,469.24,131.57,122.18,276.19,274.36,318.46,310.42,318.25
