miRNA,SRR13608450,SRR13608451,SRR13608452,SRR13608453,SRR13608454,SRR13608455,SRR13608456,SRR13608457,SRR13608458,SRR13608459,SRR13608460,SRR13608461,SRR13608462,SRR13608463,SRR13608464,SRR13608465,SRR13608466,SRR13608467,SRR13608468,SRR13608469,SRR13608470,SRR13608471
hsa-miR-193a-3p,0.26,2.68,1.22,0.0,0.16,1.58,2.53,0.49,0.31,4.16,0.47,0.5,0.17,0.43,0.13,1.88,4.44,0.0,0.6,1.0,0.17,0.0
hsa-miR-193a-5p,6330.45,9584.63,1356.31,1796.35,244.25,3845.63,9088.0,8377.59,5484.5,16353.43,1863.75,2801.49,3199.37,9471.96,912.43,8440.1,9893.17,4342.38,9174.3,10562.34,1701.14,8140.79
hsa-miR-193b-3p,2.89,5.98,7.72,2.44,1.31,4.73,18.05,19.68,4.03,24.51,4.2,7.9,2.7,0.65,4.0,4.47,11.3,0.79,2.4,10.05,1.98,0.99
hsa-miR-193b-5p,66.94,76.32,24.65,28.47,6.05,114.32,104.01,119.25,52.07,133.58,29.86,84.09,40.7,73.46,29.13,45.59,90.78,61.77,59.67,119.99,12.73,155.34
hsa-miR-194-3p,0.0,0.0,0.27,0.0,0.0,0.0,0.32,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.8,0.17,0.0
hsa-miR-194-5p,5.78,6.6,17.07,7.93,1.47,2.25,16.31,9.44,16.74,22.36,4.35,3.36,11.82,20.9,2.0,26.69,15.13,1.97,12.93,25.12,8.6,17.08
hsa-miR-195-3p,66.94,90.96,23.02,29.49,3.43,29.48,76.78,23.43,39.99,68.65,22.55,27.41,73.8,49.98,15.0,119.61,41.76,72.03,67.63,102.71,15.21,74.69
hsa-miR-195-5p,135.98,263.82,187.86,99.04,19.29,83.26,505.96,123.8,137.47,320.32,58.47,58.19,125.13,232.87,22.75,518.97,261.04,103.01,184.57,245.22,78.87,172.62
hsa-miR-196a-5p,11.03,0.62,2.3,1.83,0.33,2.7,2.06,0.33,3.56,5.16,2.8,1.35,1.52,3.23,0.88,1.15,0.61,15.0,0.9,5.23,1.32,6.16
hsa-miR-196b-5p,2.89,0.0,6.37,4.47,0.16,3.6,2.85,1.46,4.8,4.16,10.89,2.69,1.35,0.86,0.38,3.61,1.61,1.18,2.4,1.81,0.66,6.75
hsa-miR-197-3p,13.65,14.23,5.69,3.86,0.98,9.23,16.78,13.18,2.48,7.88,2.8,2.69,4.39,9.26,4.25,27.7,18.56,5.13,10.07,23.32,7.11,25.82
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.27,0.0,0.0,0.0,0.16,0.16,0.46,0.14,1.4,0.0,0.0,0.43,0.13,0.43,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,297.42,688.52,1053.06,239.36,57.22,176.2,1159.47,662.11,767.32,1493.27,213.98,45.92,529.57,1598.23,213.29,3116.4,298.56,571.88,2917.17,1449.99,191.97,1061.57
hsa-miR-199a-5p,193.47,227.72,215.35,178.15,62.45,138.85,623.27,233.77,342.98,514.09,115.08,241.01,184.57,405.43,178.91,691.23,332.85,150.96,287.37,731.02,99.05,501.39
hsa-miR-199b-3p,608.76,196.78,152.64,519.81,25.18,121.97,2069.12,159.75,223.17,3805.62,49.3,141.45,32.08,528.65,40.26,3129.96,1771.78,54.66,867.08,633.34,421.15,135.88
hsa-miR-199b-5p,85.05,59.82,37.92,39.45,13.24,22.95,203.75,52.38,38.44,120.96,9.49,32.29,82.75,78.41,39.38,224.78,88.16,56.44,138.88,260.49,23.15,146.4
hsa-miR-19a-3p,2.1,2.89,1.35,0.41,0.16,1.13,2.37,0.81,1.08,1.58,0.31,2.52,0.34,5.82,0.5,1.01,4.03,0.39,1.35,2.41,0.99,0.99
hsa-miR-19b-3p,2.89,2.89,7.86,2.85,1.31,1.58,4.59,1.79,5.73,9.75,4.98,5.38,0.84,2.59,2.63,10.53,10.69,0.59,7.36,8.44,0.99,6.36
hsa-miR-200a-3p,7.88,13.61,141.67,32.74,1.47,10.8,15.83,2.93,12.71,23.79,101.39,11.6,1.35,2.8,2.63,3.03,2.82,0.59,16.98,1.21,1.82,1.19
hsa-miR-200a-5p,2.63,0.21,38.74,10.37,0.65,1.13,4.75,0.49,3.25,3.58,18.97,5.05,0.0,1.29,1.0,0.43,0.0,1.58,2.25,0.8,0.33,0.4
hsa-miR-200b-3p,46.99,42.9,1697.21,352.64,3.43,46.81,195.99,42.3,141.5,329.21,1120.74,98.39,16.55,13.57,7.5,32.9,27.44,29.21,155.26,44.62,10.42,14.3
hsa-miR-200b-5p,4.2,3.92,109.3,46.77,0.0,3.6,9.02,1.63,4.03,11.18,71.84,5.05,0.51,3.02,1.13,0.87,0.2,2.17,12.63,7.03,0.66,0.79
hsa-miR-200c-3p,25.46,15.68,780.01,135.65,3.43,38.93,58.26,14.48,76.56,71.52,623.58,44.57,6.08,35.76,2.0,31.74,22.8,17.17,8.72,15.48,18.35,23.44
hsa-miR-202-5p,1.84,1.03,2.98,0.41,0.16,1.13,1.11,0.16,0.0,0.29,0.78,0.0,2.03,2.37,0.63,2.74,0.61,0.99,3.46,1.61,1.32,0.4
hsa-miR-203a-3p,39.9,10.93,23.97,39.86,1.31,24.75,150.08,5.69,65.87,14.48,22.39,7.74,11.82,43.52,3.13,45.59,32.28,6.31,14.58,43.42,15.21,20.86
hsa-miR-203b-3p,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.53,5.36,0.41,2.24,0.16,1.13,1.74,0.98,0.15,1.43,1.71,3.53,0.84,1.29,1.38,0.58,0.81,0.79,1.5,2.41,0.0,0.2
hsa-miR-204-5p,25.99,70.13,69.35,20.74,4.25,15.08,31.35,21.96,18.13,22.5,14.31,24.89,42.89,38.13,9.5,34.05,27.03,36.9,41.03,34.57,10.42,36.75
hsa-miR-205-3p,0.0,0.0,2.57,0.41,0.0,0.0,0.0,0.0,0.15,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,0.21,171.06,32.54,1.14,11.03,8.55,0.98,3.87,6.02,76.98,14.46,3.88,0.86,2.25,1.59,0.2,5.33,0.15,0.4,1.65,0.2
hsa-miR-206,2.36,5.78,16.25,15.05,10.79,58.96,12.82,0.33,6.97,10.46,106.37,19.85,0.34,3.66,4.13,1.01,2.02,1.38,0.9,2.61,0.17,1.19
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,1.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.29,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,85.58,85.19,418.11,124.46,13.73,36.46,634.99,159.75,324.07,712.17,124.09,45.58,91.36,267.56,28.51,591.39,330.83,57.03,220.64,252.45,169.65,185.14
hsa-miR-20b-3p,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,1.05,0.0,15.85,3.46,0.49,0.9,5.07,1.46,6.51,7.45,3.27,0.5,0.17,2.37,0.25,9.09,2.82,1.38,2.1,4.22,0.66,3.18
hsa-miR-21-3p,3.15,0.0,0.54,0.2,0.16,0.0,0.32,0.0,0.77,1.58,0.47,0.0,0.17,0.86,0.25,1.59,0.2,0.39,1.95,1.41,0.99,0.2
hsa-miR-21-5p,4917.35,3514.59,2476.81,1547.43,776.72,2068.75,3974.08,1157.15,3058.57,7918.09,1158.99,1129.88,4264.76,5619.32,1061.21,12498.05,2305.56,1328.66,10354.91,4874.76,1547.36,3697.83
hsa-miR-210-3p,2.1,2.89,1.49,1.83,0.33,0.23,4.75,2.11,1.7,8.31,0.47,1.68,2.7,3.02,1.0,5.48,3.83,0.99,12.17,13.27,1.49,14.3
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,1.05,0.0,1.08,0.0,0.0,0.45,0.79,0.33,0.31,1.0,0.62,0.5,0.68,0.22,0.0,0.87,1.41,0.2,0.3,3.01,0.0,0.0
hsa-miR-2110,92.14,81.27,26.0,30.1,4.74,87.31,54.46,52.55,39.21,111.79,31.57,26.07,33.94,81.86,30.38,60.74,59.51,63.74,95.44,144.72,9.76,134.09
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99
hsa-miR-2115-3p,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.33,0.0,0.14,0.0,0.0,0.0,0.22,0.0,0.43,0.2,0.39,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.65,0.13,0.0,2.02,0.0,0.45,0.8,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,3.68,2.68,2.84,1.42,0.33,1.8,1.74,0.81,0.93,1.72,0.31,1.35,0.84,1.08,1.13,2.6,2.82,0.99,1.95,1.61,0.0,1.79
hsa-miR-214-3p,16.01,22.28,14.22,16.07,1.47,13.73,50.98,21.15,11.78,34.97,3.11,12.28,26.01,13.14,4.88,64.06,30.86,9.27,11.57,50.25,6.45,33.17
hsa-miR-214-5p,2.89,41.05,39.01,28.27,6.38,4.05,66.81,0.0,23.87,1.0,14.62,19.34,1.01,44.81,7.63,4.76,3.03,0.99,45.24,7.03,13.06,31.78
hsa-miR-215-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
hsa-miR-215-5p,17.85,61.88,11.11,21.96,2.94,29.03,198.84,53.03,36.11,73.38,8.86,8.07,33.27,31.02,7.75,76.03,42.36,13.02,29.76,62.51,31.42,45.49
hsa-miR-216a-3p,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.22,0.13,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.32,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.41,0.2,0.0,1.58,1.27,0.16,0.31,1.72,0.31,1.68,1.01,0.43,0.38,5.63,1.21,0.79,0.75,2.01,0.5,3.97
hsa-miR-217-5p,1.05,0.0,0.27,0.2,0.0,0.23,0.79,0.33,1.24,1.43,0.0,1.35,1.35,4.09,0.0,5.05,1.01,0.79,2.4,1.81,1.49,0.0
hsa-miR-218-1-3p,1.58,2.06,0.14,0.2,0.0,0.0,0.16,0.33,0.0,0.29,0.31,0.0,0.17,1.51,0.63,2.6,0.4,0.0,1.8,3.22,0.17,0.79
hsa-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,233.63,535.68,190.7,103.72,31.72,101.27,384.7,139.91,126.62,222.44,79.15,78.04,152.15,302.24,67.89,448.99,276.17,144.06,287.67,469.53,86.64,370.08
hsa-miR-219a-1-3p,0.53,0.0,0.27,0.2,0.0,0.9,1.27,0.16,0.15,0.43,0.0,0.0,1.01,0.0,0.38,0.43,0.0,0.0,0.6,0.4,0.0,0.2
hsa-miR-219a-2-3p,0.26,0.0,0.0,0.0,0.16,0.68,0.0,0.65,0.46,2.01,0.0,0.0,0.0,0.43,0.5,0.14,0.61,0.0,0.15,0.0,0.17,7.95
hsa-miR-219a-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.19
hsa-miR-22-3p,1339.07,781.34,478.92,452.09,107.25,620.2,1806.96,756.14,951.59,3016.49,428.27,374.05,966.77,981.47,201.92,2096.64,1118.38,338.63,1756.7,1947.65,481.34,1205.0
hsa-miR-22-5p,136.51,247.11,47.95,67.11,19.78,133.22,228.44,172.12,81.21,402.16,27.37,60.21,113.99,179.88,46.76,237.48,153.52,57.42,192.53,492.04,36.54,154.55
hsa-miR-221-3p,70.62,114.68,205.74,76.06,11.44,36.01,73.61,32.86,88.65,177.72,56.76,23.38,61.97,98.23,17.5,216.27,90.98,27.63,248.45,140.7,44.48,91.18
hsa-miR-221-5p,13.91,2.06,13.54,4.68,0.0,3.38,5.07,3.74,8.83,15.19,3.27,2.02,2.03,6.25,0.38,14.57,4.64,4.54,12.93,6.43,5.29,2.58
hsa-miR-222-3p,269.6,226.48,200.59,94.57,15.04,76.51,63.64,54.17,111.12,93.59,105.43,48.61,63.66,195.39,29.26,306.45,152.91,84.85,244.09,306.72,76.39,329.76
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.86,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.39,0.75,0.0,0.0,0.0
hsa-miR-223-3p,1.31,8.66,3.12,3.25,0.33,5.85,5.22,9.11,4.49,10.18,1.71,5.72,0.0,3.02,2.13,17.17,3.83,1.38,3.91,20.7,2.65,9.93
hsa-miR-223-5p,90.3,57.75,13.41,21.56,3.11,45.46,17.57,16.27,37.51,81.98,11.2,10.6,17.56,24.34,2.5,48.62,11.5,20.52,45.24,27.34,8.43,88.2
hsa-miR-224-3p,0.26,2.06,0.81,0.61,0.49,0.0,3.96,3.42,1.7,3.58,1.09,1.01,1.18,2.15,0.63,3.61,4.24,1.18,1.35,5.02,0.83,5.16
hsa-miR-224-5p,244.66,666.04,220.23,304.24,51.17,290.75,898.41,1212.14,439.06,1777.76,121.92,300.72,457.29,431.71,254.18,763.23,989.68,192.6,390.78,1531.99,336.82,1120.37
hsa-miR-2277-5p,0.0,0.0,0.14,0.0,0.0,0.68,0.16,0.65,0.31,0.57,0.0,0.0,0.0,0.0,0.0,0.14,0.4,0.39,0.45,0.2,0.0,0.99
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-2355-3p,0.26,0.0,0.41,0.41,0.0,0.68,0.95,0.16,0.46,1.86,0.16,0.17,0.17,0.86,0.13,0.58,0.4,0.2,0.9,1.0,0.17,0.99
hsa-miR-2355-5p,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
hsa-miR-23a-3p,91.88,150.16,260.18,130.97,12.59,132.77,860.74,866.44,148.16,572.57,49.92,94.69,130.7,250.97,85.77,786.17,421.21,99.06,439.63,438.77,113.93,210.17
hsa-miR-23a-5p,1.31,0.0,0.14,0.0,0.65,2.25,0.16,0.98,0.0,0.29,1.24,0.17,0.0,0.22,0.63,0.29,0.0,0.39,0.75,1.21,0.5,1.39
hsa-miR-23b-3p,22.84,18.36,38.06,12.41,2.78,27.0,110.5,127.7,33.17,32.1,6.69,12.95,13.0,26.28,12.63,60.16,44.38,10.06,42.99,47.03,18.19,21.65
hsa-miR-23b-5p,17.85,15.88,5.15,10.37,0.65,8.1,9.82,9.44,7.28,17.77,5.44,5.72,6.42,11.63,2.63,17.02,12.71,16.77,41.18,27.13,3.97,16.69
hsa-miR-24-1-5p,0.26,6.81,1.08,2.44,0.49,1.8,9.5,1.63,0.0,10.61,1.71,1.18,0.84,3.45,0.75,0.14,0.4,0.59,2.71,4.62,0.0,1.99
hsa-miR-24-2-5p,44.1,39.81,32.1,21.15,5.39,38.03,89.6,27.98,22.32,109.93,20.06,28.76,41.88,17.45,24.38,59.01,27.23,14.41,34.12,53.87,10.58,54.83
hsa-miR-24-3p,1491.85,2120.22,1575.72,663.18,151.22,1192.01,3256.61,1794.05,1368.65,4273.14,687.81,422.32,859.88,2361.9,326.44,2850.21,2321.29,650.42,2926.49,4860.29,823.45,2675.59
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-25-3p,361.22,352.51,203.84,158.63,31.55,180.7,254.88,170.98,214.19,473.82,147.27,75.01,231.52,270.36,76.89,563.98,227.15,187.07,594.44,542.49,100.2,533.97
hsa-miR-25-5p,8.14,10.11,1.35,4.88,0.0,4.28,2.06,6.83,2.79,3.15,3.73,2.19,0.51,7.11,0.88,9.96,8.07,5.53,5.86,18.89,1.82,19.86
hsa-miR-2681-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-5p,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,2.36,0.0,2.03,1.83,0.0,0.0,2.22,0.81,1.08,3.87,1.09,0.67,1.69,0.65,0.0,3.9,1.41,0.59,1.95,1.81,0.17,0.0
hsa-miR-26a-5p,4262.13,17646.81,4602.56,4384.61,919.11,7707.91,14847.03,14348.31,5971.61,4505.32,1874.17,4076.68,3978.87,13052.3,2586.77,38167.22,17616.55,6376.92,5756.03,32327.4,7745.74,24377.07
hsa-miR-26b-3p,0.53,2.48,0.14,0.2,0.33,0.68,0.47,0.0,0.15,0.72,0.16,0.0,1.01,2.37,0.5,1.73,0.0,0.2,1.65,1.0,0.17,0.0
hsa-miR-26b-5p,586.45,1844.24,1409.4,828.93,75.69,684.78,3306.96,1862.7,1509.37,1459.44,445.22,417.61,593.06,1943.77,185.29,5617.88,2808.67,788.36,1012.42,2869.42,1044.69,1888.35
hsa-miR-27a-3p,677.02,1796.59,508.45,380.09,66.7,311.45,1103.59,160.57,319.73,1258.51,184.59,156.58,433.32,462.3,160.16,866.39,473.86,212.73,1007.46,1522.95,145.51,623.75
hsa-miR-27a-5p,25.46,9.9,2.71,1.02,1.63,8.78,6.97,22.12,3.56,7.88,0.31,5.21,4.22,7.97,3.63,42.71,7.67,11.05,12.63,7.84,2.48,29.2
hsa-miR-27b-3p,885.97,390.05,1000.37,525.71,75.69,305.15,1618.89,316.09,630.0,1935.13,348.49,246.73,972.51,480.83,198.04,1227.23,588.64,548.0,2971.13,1129.2,288.54,711.36
hsa-miR-27b-5p,3.41,0.21,2.3,1.22,0.49,1.58,5.22,2.93,2.63,4.59,2.64,2.02,3.55,4.74,0.5,6.06,2.82,3.55,8.57,7.64,2.81,7.95
hsa-miR-28-3p,355.44,171.2,216.98,240.79,23.71,171.7,623.43,302.26,309.34,747.42,132.96,118.74,238.78,339.94,79.89,852.25,441.99,257.52,731.66,559.98,189.0,450.33
hsa-miR-28-5p,18.64,48.68,26.55,20.34,2.62,28.35,114.62,66.86,44.32,56.33,15.08,16.65,26.17,74.54,11.5,139.66,106.51,36.11,36.82,101.5,32.74,56.22
hsa-miR-296-3p,5.78,2.68,1.08,1.02,0.82,0.9,4.43,3.58,1.86,2.44,2.18,2.19,0.84,3.23,0.63,7.94,3.03,6.71,5.11,13.06,0.99,9.14
hsa-miR-296-5p,0.0,0.21,0.41,0.0,0.16,0.0,0.63,0.81,0.0,0.43,0.0,0.34,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-299-3p,0.0,0.0,1.35,0.41,0.0,0.0,1.9,0.16,0.15,1.58,0.78,0.17,0.0,1.08,0.5,4.47,3.03,1.58,6.01,2.61,0.99,0.0
hsa-miR-299-5p,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.22,0.25,0.0,0.0,0.0,0.0,1.81,0.0,0.0
hsa-miR-29a-3p,281.67,234.94,420.41,165.54,58.04,140.87,522.27,128.03,393.19,802.46,269.8,125.8,176.13,286.94,85.77,541.33,222.51,152.74,359.22,453.65,101.36,220.3
hsa-miR-29a-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.32,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,1.05,0.0,0.0,0.2,0.0,0.23,0.32,1.46,0.31,1.15,0.0,0.0,0.0,0.65,0.0,2.6,0.4,0.59,0.75,1.21,0.17,0.0
hsa-miR-29b-2-5p,1.58,0.0,0.41,0.41,0.16,1.13,5.07,14.64,0.62,3.73,0.0,0.84,1.01,4.09,1.13,9.09,14.93,3.16,4.06,9.25,4.3,8.34
hsa-miR-29b-3p,11.03,23.31,53.63,16.47,1.96,8.33,67.28,21.64,31.0,87.57,13.84,8.41,11.65,35.98,7.63,49.63,199.71,5.72,27.2,33.37,18.19,14.1
hsa-miR-29c-3p,2.89,0.21,8.94,3.05,2.29,3.38,27.39,9.76,21.23,45.72,7.15,7.06,3.72,6.03,3.63,9.38,11.7,0.39,5.56,4.62,5.62,11.12
hsa-miR-29c-5p,2.36,2.27,4.06,4.68,2.13,3.15,12.98,6.67,4.18,21.07,2.33,2.19,6.59,4.31,1.13,10.68,17.15,0.79,8.27,16.28,3.14,2.58
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,0.53,0.0,0.0,0.0,0.0,0.68,0.16,0.16,0.0,1.29,0.0,0.0,0.51,0.0,0.63,0.58,0.2,0.2,0.6,0.0,0.33,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-3p,0.0,0.0,0.27,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.27,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302c-3p,0.0,0.0,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.53,0.83,0.0,0.0,0.0,0.0,1.11,0.98,0.46,0.0,0.0,0.0,0.68,1.08,0.13,0.43,0.2,0.99,0.3,1.21,0.0,0.2
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.68,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.25,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,161.97,269.59,171.74,164.93,13.08,182.95,822.74,339.52,241.31,676.62,76.66,139.6,203.15,146.92,52.26,604.67,230.98,212.53,343.28,383.5,70.27,246.12
hsa-miR-30a-5p,327.09,313.53,175.26,125.27,55.26,191.73,407.81,163.33,239.14,749.43,67.8,98.56,391.6,302.24,106.52,1035.34,372.59,248.05,1193.68,557.76,142.2,487.48
hsa-miR-30b-3p,3.15,1.24,0.41,0.2,0.0,5.63,2.85,7.16,2.79,1.86,0.93,4.71,1.35,2.37,1.88,5.19,4.44,1.58,2.1,8.24,0.83,5.36
hsa-miR-30b-5p,0.53,4.74,7.31,0.81,1.31,8.33,5.22,3.58,3.56,3.58,0.47,2.52,2.03,3.45,3.75,10.39,9.08,1.18,2.71,12.06,2.65,9.14
hsa-miR-30c-1-3p,1.05,12.38,0.81,1.42,0.0,4.5,3.32,4.07,0.62,3.44,1.87,0.67,0.84,3.66,0.25,4.04,3.43,1.38,1.5,5.43,1.16,4.17
hsa-miR-30c-2-3p,7.88,18.36,4.6,7.52,1.14,16.88,31.5,51.57,11.62,16.34,3.58,9.75,10.47,16.37,5.38,45.45,28.04,18.55,13.83,42.81,10.58,29.8
hsa-miR-30c-5p,28.35,90.55,56.89,43.11,15.86,80.79,148.97,193.1,63.23,84.13,12.44,51.97,44.07,81.0,100.27,237.05,122.25,35.92,67.94,252.85,96.4,191.7
