miRNA,SRR13608450,SRR13608451,SRR13608452,SRR13608453,SRR13608454,SRR13608455,SRR13608456,SRR13608457,SRR13608458,SRR13608459,SRR13608460,SRR13608461,SRR13608462,SRR13608463,SRR13608464,SRR13608465,SRR13608466,SRR13608467,SRR13608468,SRR13608469,SRR13608470,SRR13608471
hsa-miR-1284,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.16,0.0,0.17,0.0,0.0,0.29,0.2,0.0,0.45,0.6,0.17,0.0
hsa-miR-1285-3p,3.15,1.44,2.57,1.22,0.0,0.0,2.85,0.98,5.73,2.58,3.27,0.84,0.51,6.03,0.13,4.47,0.61,0.39,1.95,0.8,0.99,2.19
hsa-miR-1285-5p,0.0,0.0,4.2,1.22,2.45,2.03,2.85,3.09,1.08,3.44,6.22,0.67,1.01,0.43,0.63,1.44,0.2,0.79,0.9,0.0,0.5,0.6
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-1287-5p,6.83,7.01,4.47,1.63,3.43,1.13,8.87,7.81,0.62,10.61,1.24,1.35,2.2,6.68,0.63,7.21,6.25,1.18,11.27,13.06,5.29,7.95
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-129-2-3p,0.0,0.21,0.0,0.0,0.0,0.45,0.63,0.0,0.15,0.0,0.0,1.01,0.17,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.5,0.0
hsa-miR-129-5p,3.41,4.54,1.08,2.64,0.82,3.6,3.17,7.48,6.82,7.74,0.16,4.2,2.2,2.15,0.88,7.21,1.61,2.76,3.31,12.86,0.66,7.75
hsa-miR-1290,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.38,1.44,0.4,0.2,0.3,0.0,0.17,0.4
hsa-miR-1291,4.73,11.34,10.97,4.88,3.43,5.4,3.17,4.07,8.99,16.77,3.11,1.85,3.55,16.37,5.0,5.92,16.14,6.51,7.97,4.42,1.32,20.46
hsa-miR-1292-5p,2.36,6.19,0.81,0.0,0.33,0.23,3.32,1.46,0.15,1.86,1.71,1.01,1.01,1.51,0.63,4.76,1.21,0.99,1.2,0.8,0.33,0.99
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.53,3.71,1.76,1.22,0.0,0.0,1.42,0.16,0.93,0.43,0.31,0.67,2.03,1.72,0.0,3.17,1.21,0.59,1.2,1.61,1.49,1.19
hsa-miR-1295a,2.36,2.48,3.25,3.05,0.33,0.0,7.28,2.11,4.49,9.6,0.47,0.17,1.18,7.76,0.63,10.68,2.62,0.59,4.36,1.0,0.5,1.39
hsa-miR-1296-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,1.03,0.14,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.16,0.17,0.34,0.22,0.25,0.0,0.2,0.0,0.15,0.6,0.5,0.79
hsa-miR-1297,0.0,0.0,0.95,0.0,0.0,0.0,0.32,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
hsa-miR-1298-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.14,0.0,0.0,0.23,0.16,7.97,4.49,0.57,0.31,3.2,0.0,0.86,0.13,0.0,0.2,0.0,0.0,0.4,0.0,0.0
hsa-miR-1299,63.79,15.68,0.68,4.07,0.16,7.65,0.79,14.32,2.01,44.14,25.81,7.74,0.84,3.45,0.25,0.43,0.61,9.87,32.77,31.15,2.65,0.0
hsa-miR-1301-3p,42.0,91.58,7.99,19.32,1.96,38.71,23.59,41.16,36.42,27.23,20.99,9.25,18.74,69.58,4.88,73.58,37.92,22.69,56.96,82.81,19.18,134.88
hsa-miR-1302,0.0,0.0,0.14,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,1.58,3.51,2.03,1.42,0.65,3.38,5.86,5.37,0.77,8.89,0.62,2.69,7.94,3.88,2.88,8.08,4.64,2.17,7.36,10.25,2.15,14.1
hsa-miR-1304-3p,0.0,0.0,0.27,0.2,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,6.3,4.95,0.81,1.63,0.49,2.48,2.37,1.79,1.86,3.01,3.73,1.51,1.35,2.15,0.38,3.46,1.21,0.99,4.21,7.44,0.66,3.38
hsa-miR-1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2
hsa-miR-1306-3p,4.46,0.0,0.27,0.2,0.16,2.03,1.27,0.65,0.15,1.0,0.62,0.5,0.51,1.29,0.25,1.59,0.0,0.59,0.15,0.8,0.33,0.6
hsa-miR-1306-5p,0.53,0.0,0.14,0.0,0.0,1.58,0.47,0.16,0.0,0.0,0.0,0.0,0.17,1.08,0.0,0.58,1.01,0.0,0.15,1.21,0.33,0.6
hsa-miR-1307-3p,140.71,218.23,50.93,32.34,13.08,119.94,85.96,149.99,111.59,141.75,68.27,93.51,92.71,140.67,41.63,173.85,119.83,72.03,210.27,283.81,49.11,226.46
hsa-miR-1307-5p,0.79,0.0,2.57,1.02,0.0,2.48,3.17,3.9,7.75,11.04,3.73,4.04,1.86,0.22,1.25,2.02,0.0,1.38,4.21,4.22,0.5,1.19
hsa-miR-130a-3p,8.14,7.43,21.54,2.24,0.49,2.7,14.56,1.95,2.48,20.49,3.27,2.19,5.23,7.97,0.88,16.45,36.11,3.55,19.69,12.06,0.66,4.37
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0
hsa-miR-130b-3p,0.26,3.71,1.22,0.2,0.0,0.0,0.95,0.0,2.17,3.58,1.24,0.17,0.34,0.43,0.0,1.3,1.01,0.99,0.75,0.6,0.0,0.79
hsa-miR-130b-5p,13.91,24.75,4.33,2.64,1.31,6.08,3.64,4.39,2.48,4.59,4.67,3.36,5.74,12.28,1.75,18.18,9.28,5.33,10.07,18.29,4.3,32.98
hsa-miR-132-3p,7.35,5.36,4.74,4.07,0.33,1.58,7.92,7.0,2.63,6.88,2.8,1.68,2.36,5.17,0.63,14.43,8.27,1.18,11.27,7.24,4.96,6.75
hsa-miR-132-5p,29.4,5.98,9.62,5.29,0.98,4.95,12.19,7.65,5.89,13.76,9.02,6.39,8.61,18.31,2.0,22.22,15.13,8.29,14.88,14.07,2.98,7.95
hsa-miR-1323,0.53,2.48,0.14,1.83,0.0,1.13,0.0,1.46,2.63,1.86,0.0,0.5,0.84,0.65,0.0,1.44,1.21,2.57,8.42,2.41,0.0,8.94
hsa-miR-133a-3p,0.79,0.0,17.34,6.1,4.9,22.05,10.77,0.65,6.2,6.88,4.2,1.85,7.26,0.43,10.63,3.03,2.42,3.55,1.8,4.82,2.81,3.38
hsa-miR-133a-5p,0.79,0.0,0.41,0.2,0.0,0.0,3.8,0.33,0.31,0.43,0.31,0.0,0.34,0.43,0.0,0.29,1.41,0.2,0.0,0.2,0.33,0.0
hsa-miR-133b,0.26,0.0,0.14,0.2,0.16,0.68,0.0,0.0,0.0,0.14,0.31,0.17,0.34,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.43,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,32.03,47.85,9.62,8.54,0.98,10.58,37.68,18.38,6.04,37.12,7.31,7.23,22.12,55.79,3.88,85.27,20.78,34.34,69.59,81.4,3.8,39.73
hsa-miR-1343-3p,2.63,2.68,0.81,0.0,0.0,1.13,0.16,0.49,0.46,0.29,0.31,0.34,0.17,0.65,0.13,2.02,1.21,0.2,1.95,2.41,0.66,0.0
hsa-miR-135a-2-3p,1.58,0.0,10.16,6.3,0.0,0.0,0.79,0.0,0.77,0.43,1.24,0.17,0.0,0.22,0.0,0.29,0.2,3.55,0.3,0.0,0.0,0.79
hsa-miR-135a-3p,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.26,0.0,7.58,3.86,0.0,0.0,1.11,0.33,0.31,0.57,0.47,0.5,0.34,0.43,0.0,0.58,2.22,0.59,0.6,0.6,0.83,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.2,0.45,0.4,0.0,0.0
hsa-miR-135b-5p,2.36,3.51,0.54,0.0,0.16,1.8,3.96,2.11,1.7,0.86,0.31,1.18,1.01,1.08,1.13,1.59,1.01,0.79,1.05,2.61,0.0,4.97
hsa-miR-136-3p,3.15,3.3,2.44,2.44,0.0,2.7,2.69,0.98,2.01,3.44,1.71,1.18,2.7,3.66,1.75,8.95,2.02,1.97,8.87,1.21,0.5,7.15
hsa-miR-136-5p,13.13,5.78,5.55,2.03,0.49,1.35,6.02,2.77,1.55,8.03,2.18,1.01,5.57,11.2,4.0,28.42,9.48,8.09,18.04,7.24,1.98,8.14
hsa-miR-137-3p,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-138-5p,0.79,0.0,0.27,0.0,0.49,0.0,2.06,0.0,2.01,4.73,3.27,0.34,0.17,2.15,0.13,0.29,0.0,0.0,3.01,4.42,0.0,1.99
hsa-miR-139-3p,77.97,161.92,12.33,34.17,4.74,71.11,31.19,30.26,39.21,46.58,9.02,40.87,53.53,62.9,20.38,149.04,63.95,172.08,136.32,155.77,18.02,258.84
hsa-miR-139-5p,91.62,375.61,92.37,65.08,14.55,121.29,146.6,91.26,82.76,103.48,31.88,107.47,134.59,96.94,135.03,288.41,118.01,153.72,89.43,308.13,47.62,322.21
hsa-miR-140-3p,123.91,241.33,199.1,112.87,15.37,58.96,642.58,170.82,247.82,413.63,55.52,40.7,178.66,216.29,49.01,415.66,255.39,154.71,358.92,317.37,140.55,155.14
hsa-miR-140-5p,38.85,61.06,27.9,10.58,7.03,41.18,61.11,40.67,25.73,52.17,11.35,21.36,30.4,78.2,13.25,123.79,117.81,19.54,44.34,174.67,29.6,98.53
hsa-miR-141-3p,0.0,0.0,10.02,1.02,0.16,0.23,0.63,0.0,1.86,1.0,2.02,1.35,0.0,0.0,0.38,0.0,0.0,0.2,0.3,0.6,0.0,0.0
hsa-miR-141-5p,0.0,0.0,1.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,8.4,17.53,6.64,8.74,2.78,7.43,8.39,3.58,21.85,8.74,4.67,3.03,3.04,14.65,3.25,23.81,12.31,2.76,3.01,37.59,11.41,18.28
hsa-miR-142-5p,290.86,339.72,235.67,179.98,24.69,59.18,189.66,40.34,608.77,568.84,134.82,18.0,65.69,274.23,20.75,491.84,68.18,40.65,183.37,277.37,178.41,130.51
hsa-miR-143-3p,16810.15,13133.88,13523.26,13749.71,1622.26,11045.63,44243.78,15442.67,18062.37,56769.28,6394.61,8040.0,16977.48,9396.99,4067.7,28491.96,19995.94,8275.09,29742.84,24498.4,5831.62,12434.36
hsa-miR-143-5p,25.99,36.51,32.78,16.27,3.11,14.18,65.07,70.77,36.73,74.96,6.53,18.0,22.63,66.78,10.5,94.07,152.91,14.01,87.47,121.0,34.39,98.13
hsa-miR-144-3p,3.15,4.13,19.5,2.44,0.16,5.63,14.25,6.67,2.94,5.16,1.87,3.53,0.84,7.11,0.75,2.6,1.21,0.0,2.56,4.02,0.5,5.36
hsa-miR-144-5p,0.0,3.92,2.71,0.0,0.16,1.13,1.27,3.58,0.46,0.14,0.0,0.34,0.34,4.31,0.13,1.88,1.41,0.2,0.3,6.83,0.33,7.35
hsa-miR-145-3p,115.24,137.99,93.73,116.33,9.48,52.43,236.2,80.2,86.32,348.84,44.01,76.86,115.67,102.33,31.38,191.6,152.51,67.09,192.68,191.55,40.51,113.63
hsa-miR-145-5p,2.63,10.73,9.07,3.46,2.78,8.1,17.57,47.99,4.65,4.3,1.4,10.09,4.56,4.09,10.88,25.54,99.25,2.96,3.16,19.7,7.28,12.91
hsa-miR-1468-5p,19.43,6.81,2.17,4.07,0.0,5.18,6.65,6.02,4.8,14.76,3.42,5.72,4.9,7.76,0.0,20.78,6.46,10.06,16.98,8.04,2.15,9.54
hsa-miR-1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.79,0.0,1.35,0.81,0.0,0.45,0.32,0.16,0.15,3.15,0.78,0.0,0.17,0.65,0.0,0.0,0.81,0.2,0.45,0.0,0.0,0.0
hsa-miR-146a-5p,1846.76,1066.2,1432.7,1084.97,67.85,288.27,1345.8,389.3,2438.49,5139.66,799.0,187.02,953.43,1227.05,138.03,2392.85,776.66,567.34,2131.4,917.75,687.86,858.95
hsa-miR-146b-3p,17.59,1.44,2.57,1.22,0.16,4.73,4.75,3.25,4.49,8.74,4.67,2.02,5.74,6.46,1.13,31.16,6.66,4.34,13.38,8.44,2.31,3.18
hsa-miR-146b-5p,2530.08,1556.08,237.29,438.46,145.5,598.82,1071.92,791.61,903.85,920.13,256.74,227.22,2430.85,2441.18,296.68,9600.81,1946.28,886.24,2493.47,4573.87,911.09,3053.42
hsa-miR-147b-3p,1.05,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.72,0.31,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.9,0.8,0.0,0.0
hsa-miR-148a-3p,65432.95,42381.17,18531.87,26714.22,4104.12,20681.86,81921.78,23998.39,25215.41,89134.33,20303.93,23892.96,47747.42,35523.34,8048.13,56043.22,38281.83,44331.35,59178.31,48795.61,9507.89,36073.46
hsa-miR-148a-5p,8.4,3.51,6.5,4.88,2.13,5.63,19.95,8.95,5.27,23.5,3.11,6.22,7.6,10.34,5.38,17.17,10.29,10.66,23.45,19.09,2.98,10.53
hsa-miR-148b-3p,124.17,181.52,74.09,70.98,15.04,86.64,245.22,150.15,97.02,387.54,53.96,48.77,87.14,116.33,35.63,165.05,130.52,63.54,254.61,211.25,59.2,175.21
hsa-miR-148b-5p,0.26,0.0,1.22,0.61,0.82,1.35,1.9,0.33,0.62,1.15,0.0,0.34,1.01,2.8,0.13,3.03,1.82,0.59,1.8,3.22,0.83,0.0
hsa-miR-149-5p,1.31,5.78,18.01,6.1,0.49,0.9,3.64,1.95,1.86,3.15,15.71,2.69,3.21,3.23,1.38,5.77,4.64,1.18,3.01,4.42,4.63,3.97
hsa-miR-150-3p,11.29,10.52,2.03,5.29,0.33,8.1,3.48,1.46,19.22,7.02,7.31,0.67,0.84,6.68,1.25,5.34,1.82,4.14,6.01,5.02,1.65,9.34
hsa-miR-150-5p,14.96,30.12,24.51,6.3,3.11,12.6,18.68,17.41,68.35,33.25,14.31,5.05,5.23,24.34,10.63,56.99,24.41,7.3,9.02,22.31,44.15,53.04
hsa-miR-151a-3p,1551.96,3349.58,446.28,445.58,101.85,1033.59,883.85,619.49,607.99,1109.45,348.34,365.64,999.36,1012.71,253.93,1642.75,626.97,1079.82,1736.11,2277.29,301.77,2139.44
hsa-miR-151a-5p,6.56,21.25,10.56,6.3,2.78,6.75,21.21,3.9,5.11,12.9,1.87,2.35,4.9,10.12,6.75,19.91,25.82,6.91,9.02,8.44,4.63,9.14
hsa-miR-151b,0.0,0.0,2.17,0.41,0.0,1.13,2.06,0.49,1.55,6.88,0.16,0.84,0.68,0.65,0.38,0.72,1.21,0.59,0.3,2.21,0.0,0.4
hsa-miR-152-3p,1336.97,3575.65,852.6,730.7,50.35,531.98,4258.25,2095.33,1352.22,5455.54,369.95,287.09,1164.34,2131.83,153.91,2821.64,2506.28,1021.02,3131.5,2664.6,887.28,1833.52
hsa-miR-152-5p,0.79,0.0,1.63,0.41,0.0,0.0,0.95,0.33,0.0,0.29,0.0,0.0,0.51,1.72,0.0,0.14,1.21,0.0,1.05,0.4,0.0,2.38
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.58,0.2,0.0,0.0,2.81,0.0,0.99
hsa-miR-1538,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-154-5p,0.0,0.0,0.54,0.0,0.0,0.0,0.16,0.0,0.0,0.72,0.0,0.17,0.17,0.43,0.0,1.01,0.61,0.0,0.0,0.6,0.0,0.0
hsa-miR-155-5p,89.78,565.17,103.75,82.97,20.76,64.14,119.52,104.44,472.08,101.33,131.25,23.38,43.4,274.45,17.75,278.17,120.84,39.47,36.37,153.96,400.98,431.86
hsa-miR-15a-5p,0.53,5.36,7.86,1.22,0.49,0.23,8.23,1.46,8.99,12.9,3.11,0.67,1.18,3.02,0.5,7.79,6.66,0.39,4.36,1.0,2.15,3.97
hsa-miR-15b-3p,0.0,0.21,1.08,2.03,0.0,0.45,0.63,0.65,0.93,1.58,0.47,0.67,0.17,0.86,0.63,0.29,0.4,0.2,0.75,1.21,0.33,0.0
hsa-miR-15b-5p,0.79,1.44,13.68,2.85,0.98,2.48,11.08,5.86,11.16,15.77,3.58,1.68,3.72,10.34,0.75,17.6,15.33,2.37,7.06,9.04,3.97,5.56
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.58,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,32.55,56.72,41.17,42.91,2.78,17.55,39.42,10.74,28.98,77.97,38.88,18.5,14.18,20.9,8.5,40.11,13.11,9.27,37.88,31.96,8.76,45.29
hsa-miR-16-5p,50.14,68.48,173.5,65.28,8.17,27.0,188.55,53.36,232.16,278.76,72.31,25.9,42.55,90.91,17.0,220.6,112.56,31.38,134.67,95.47,44.48,50.66
hsa-miR-17-3p,1.05,0.21,0.27,0.0,0.0,0.0,0.32,0.81,0.0,0.57,0.0,0.5,0.0,0.0,0.0,0.72,1.01,0.0,0.6,0.4,0.33,0.0
hsa-miR-17-5p,20.74,30.32,101.17,24.0,4.9,15.08,149.45,53.68,72.53,145.61,28.15,15.31,15.03,77.98,8.25,168.66,87.75,16.18,42.53,84.42,37.2,50.66
hsa-miR-181a-2-3p,11.55,21.86,10.43,8.13,0.98,22.5,35.3,20.34,9.61,21.5,5.44,8.07,9.63,9.05,4.25,28.28,8.27,7.89,5.86,25.53,5.95,21.06
hsa-miR-181a-3p,1.84,0.83,4.74,2.44,0.49,0.9,2.85,1.79,4.18,5.73,11.66,4.37,0.68,1.29,1.0,1.73,1.21,1.18,1.35,1.61,0.33,3.58
hsa-miR-181a-5p,394.55,397.48,659.06,247.09,54.93,362.08,578.31,279.49,586.45,880.71,692.47,280.87,230.0,374.19,108.15,451.01,465.19,130.83,382.66,701.68,170.15,632.49
hsa-miR-181b-2-3p,0.0,0.0,0.81,0.0,0.0,0.0,0.32,0.98,0.93,1.29,0.47,0.17,0.0,0.43,0.0,1.3,0.61,0.0,0.0,0.6,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,1.22,0.0,0.0,0.0,1.27,0.0,0.62,1.15,0.16,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.05,0.0,0.0,0.0
hsa-miR-181b-5p,144.38,267.53,242.85,94.77,17.0,97.44,313.46,224.01,255.1,519.68,254.1,83.25,118.21,303.96,34.13,359.83,403.46,80.32,308.42,340.69,132.45,316.84
hsa-miR-181c-3p,0.53,0.0,0.41,0.61,0.0,0.45,1.9,0.98,0.62,2.44,0.31,0.0,0.51,0.0,0.25,1.01,0.4,0.0,1.5,2.21,0.17,5.56
hsa-miR-181c-5p,1.58,0.0,0.81,0.0,0.0,0.68,0.95,0.81,0.62,1.0,0.93,0.84,1.18,0.86,0.63,1.15,0.61,0.79,0.75,3.42,0.99,0.4
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.47,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
hsa-miR-181d-5p,40.95,63.53,19.37,14.85,4.09,21.38,79.47,50.11,37.04,108.06,17.73,9.75,39.85,69.8,9.0,84.26,104.09,18.15,62.98,118.19,30.09,61.78
hsa-miR-182-3p,0.0,0.0,0.41,0.0,0.0,0.0,0.16,0.0,0.15,0.29,1.09,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,16.01,23.1,151.83,70.98,3.11,9.23,59.68,15.29,21.54,31.82,82.11,5.72,3.38,31.02,2.88,11.54,13.72,23.88,17.28,25.53,14.55,35.76
hsa-miR-1827,0.0,0.21,0.14,0.0,0.0,0.0,1.11,0.0,0.0,0.86,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,14.44,36.72,214.13,133.0,3.11,18.0,62.53,10.57,19.99,25.37,156.44,21.53,7.77,22.62,3.5,13.99,4.64,22.5,12.63,22.51,7.61,26.42
hsa-miR-184,1.31,3.3,7.58,3.46,0.16,4.28,3.48,2.28,2.48,3.3,5.6,1.35,1.52,4.95,0.25,6.49,2.02,9.08,3.91,8.44,0.83,2.78
hsa-miR-1843,21.79,26.4,6.5,8.54,0.98,6.75,15.36,8.95,14.1,28.52,2.49,2.69,11.82,13.36,1.75,31.31,13.31,5.33,26.45,26.73,2.48,8.14
hsa-miR-185-3p,1.58,1.86,0.41,0.0,0.16,0.23,0.95,2.6,1.7,4.73,0.47,1.01,0.68,3.23,0.25,5.77,0.81,0.79,3.91,2.01,1.32,2.58
hsa-miR-185-5p,773.09,703.58,337.93,422.4,41.2,467.85,914.72,473.56,458.13,1071.04,168.41,183.16,709.75,828.73,90.64,1210.35,683.86,430.19,893.53,1285.77,245.88,1029.99
hsa-miR-186-5p,188.75,161.3,190.29,133.82,25.5,81.91,376.46,124.29,299.27,935.75,126.58,104.61,94.4,180.09,66.89,335.59,175.91,50.52,272.79,254.46,55.06,148.39
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.16,0.31,0.57,0.47,0.17,0.0,0.65,0.0,0.14,0.61,1.97,0.15,0.0,0.0,0.2
hsa-miR-188-5p,0.79,0.0,0.0,0.0,0.16,0.0,0.79,0.0,0.62,0.57,0.16,0.0,0.51,0.22,0.0,1.01,0.4,0.2,1.35,0.0,0.0,1.59
hsa-miR-18a-3p,0.0,2.68,0.27,0.2,0.0,0.0,0.0,0.49,0.15,0.72,0.0,0.0,0.0,0.22,0.25,1.3,0.81,0.0,0.9,1.41,0.0,0.4
hsa-miR-18a-5p,0.0,0.0,0.81,0.41,0.33,0.23,0.63,0.16,0.46,0.43,0.16,0.0,0.34,0.65,0.13,0.14,0.61,0.0,0.15,0.8,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,10.24,18.15,2.17,1.22,0.82,4.95,2.53,2.6,1.86,5.02,1.87,3.2,0.17,15.94,0.75,19.19,4.84,5.13,19.09,19.3,0.0,6.36
hsa-miR-1909-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.32,0.0,0.46,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,1.84,0.0,0.14,0.2,0.0,0.0,0.47,0.49,0.0,0.0,0.0,0.5,0.0,0.0,0.13,0.87,0.61,0.0,0.15,0.0,0.0,0.0
hsa-miR-190b-5p,1.31,6.19,1.76,2.85,0.0,0.68,4.12,2.93,2.63,5.3,0.31,0.84,2.7,0.65,0.0,3.17,3.23,1.97,3.91,2.61,0.66,0.99
hsa-miR-191-3p,2.63,0.0,0.27,0.41,0.0,1.13,0.63,0.16,1.24,2.01,0.62,0.84,0.51,1.94,0.0,2.02,2.62,0.59,1.05,2.61,0.5,0.4
hsa-miR-191-5p,299.0,681.3,361.9,176.52,37.11,301.55,603.64,615.75,397.84,518.54,106.99,123.62,214.29,806.33,136.03,1927.12,843.43,237.79,430.76,1674.3,396.35,741.75
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,2.58
hsa-miR-192-3p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.45,0.0,0.0,0.0
hsa-miR-192-5p,32.03,124.59,60.68,31.93,3.6,15.08,52.24,19.2,57.5,59.91,23.48,12.61,13.85,34.04,14.25,55.4,25.22,15.98,32.92,28.74,16.54,35.36
