miRNA,SRR3477269,SRR3477271
hsa-let-7a-5p,0.44,0.17
hsa-let-7b-5p,0.18,0.08
hsa-let-7c-3p,0.04,0.0
hsa-let-7c-5p,0.18,0.25
hsa-let-7d-5p,0.07,0.08
hsa-let-7e-5p,0.15,0.21
hsa-let-7f-5p,0.55,0.45
hsa-let-7g-5p,0.11,0.04
hsa-let-7i-5p,0.3,0.25
hsa-miR-100-5p,0.74,0.33
hsa-miR-101-3p,0.07,0.04
hsa-miR-10394-3p,0.41,0.37
hsa-miR-10396a-3p,1.7,1.4
hsa-miR-10396a-5p,9.97,0.87
hsa-miR-10396b-3p,3.43,4.37
hsa-miR-10396b-5p,13.66,23.84
hsa-miR-103a-3p,0.22,0.04
hsa-miR-10400-5p,1.96,1.57
hsa-miR-10401-3p,203.9,230.59
hsa-miR-10401-5p,1.44,1.07
hsa-miR-10527-5p,0.04,0.0
hsa-miR-106b-3p,0.04,0.08
hsa-miR-106b-5p,0.07,0.17
hsa-miR-107,0.0,0.04
hsa-miR-10a-5p,0.37,0.04
hsa-miR-10b-5p,0.52,0.21
hsa-miR-1181,0.0,0.08
hsa-miR-1199-5p,0.04,0.0
hsa-miR-12129,0.07,0.08
hsa-miR-12136,0.11,0.37
hsa-miR-122-5p,0.11,0.0
hsa-miR-1231,0.15,0.0
hsa-miR-124-3p,0.44,0.25
hsa-miR-124-5p,0.04,0.0
hsa-miR-1246,14.84,12.66
hsa-miR-1248,0.11,0.0
hsa-miR-1249-3p,0.04,0.0
hsa-miR-125a-5p,0.48,0.29
hsa-miR-125b-1-3p,0.11,0.04
hsa-miR-125b-5p,0.74,0.29
hsa-miR-126-3p,0.04,0.0
hsa-miR-126-5p,0.18,0.33
hsa-miR-1262,0.04,0.0
hsa-miR-127-3p,124.47,120.12
hsa-miR-127-5p,0.22,0.37
hsa-miR-1273h-5p,0.7,0.62
hsa-miR-128-1-5p,0.04,0.0
hsa-miR-128-3p,0.63,0.25
hsa-miR-1285-5p,9.38,9.9
hsa-miR-129-1-3p,0.04,0.0
hsa-miR-129-2-3p,0.18,0.08
hsa-miR-129-5p,0.0,0.08
hsa-miR-1291,1.07,1.07
hsa-miR-1293,0.0,0.04
hsa-miR-1299,0.0,0.08
hsa-miR-1303,0.33,0.08
hsa-miR-1304-3p,0.22,0.04
hsa-miR-1307-3p,0.07,0.0
hsa-miR-1307-5p,3.29,2.72
hsa-miR-130a-3p,0.04,0.04
hsa-miR-130b-3p,0.07,0.0
hsa-miR-130b-5p,0.04,0.0
hsa-miR-132-3p,0.11,0.0
hsa-miR-133a-3p,0.04,0.04
hsa-miR-134-5p,0.07,0.12
hsa-miR-136-3p,0.22,0.12
hsa-miR-136-5p,0.11,0.12
hsa-miR-138-5p,0.48,0.45
hsa-miR-139-5p,0.07,0.04
hsa-miR-140-3p,0.37,0.41
hsa-miR-141-3p,0.04,0.08
hsa-miR-142-3p,0.04,0.04
hsa-miR-142-5p,0.07,0.0
hsa-miR-143-3p,1.11,1.32
hsa-miR-144-3p,0.0,0.12
hsa-miR-145-5p,0.0,0.21
hsa-miR-146a-3p,0.0,0.04
hsa-miR-146b-5p,0.04,0.0
hsa-miR-148a-3p,0.15,0.08
hsa-miR-149-3p,0.07,0.0
hsa-miR-149-5p,0.07,0.12
hsa-miR-151a-3p,0.11,0.04
hsa-miR-151a-5p,0.26,0.12
hsa-miR-151b,0.07,0.0
hsa-miR-152-3p,0.11,0.0
hsa-miR-153-3p,0.15,0.12
hsa-miR-1538,0.04,0.0
hsa-miR-15a-5p,0.0,0.04
hsa-miR-16-5p,0.33,0.21
hsa-miR-17-3p,0.0,0.08
hsa-miR-181a-2-3p,0.04,0.0
hsa-miR-181a-3p,0.04,0.0
hsa-miR-181a-5p,3.4,2.6
hsa-miR-181b-5p,0.41,0.17
hsa-miR-181c-3p,0.07,0.0
hsa-miR-181c-5p,0.18,0.04
hsa-miR-181d-5p,0.0,0.04
hsa-miR-182-5p,0.11,0.08
hsa-miR-186-5p,1.03,1.28
hsa-miR-187-3p,0.04,0.0
hsa-miR-188-5p,0.04,0.0
hsa-miR-191-5p,2.33,2.52
hsa-miR-192-5p,0.11,0.17
hsa-miR-193a-5p,0.15,0.08
hsa-miR-193b-3p,0.04,0.0
hsa-miR-193b-5p,0.04,0.04
hsa-miR-195-5p,0.0,0.04
hsa-miR-199a-3p,0.15,0.08
hsa-miR-199a-5p,0.3,0.04
hsa-miR-199b-5p,0.07,0.0
hsa-miR-19b-3p,0.11,0.0
hsa-miR-200c-3p,0.07,0.0
hsa-miR-203a-3p,1.77,1.44
hsa-miR-204-3p,0.04,0.25
hsa-miR-204-5p,0.37,0.04
hsa-miR-205-5p,0.04,0.12
hsa-miR-21-3p,0.33,0.37
hsa-miR-21-5p,1.11,0.62
hsa-miR-210-3p,0.22,0.12
hsa-miR-212-5p,0.04,0.08
hsa-miR-214-5p,0.26,0.21
hsa-miR-218-5p,0.15,0.0
hsa-miR-219a-2-3p,0.04,0.0
hsa-miR-22-3p,27.44,26.36
hsa-miR-22-5p,0.0,0.08
hsa-miR-221-3p,0.44,0.04
hsa-miR-221-5p,0.04,0.04
hsa-miR-222-3p,0.11,0.0
hsa-miR-223-3p,0.0,0.04
hsa-miR-23a-3p,0.0,0.08
hsa-miR-23b-3p,0.11,0.08
hsa-miR-24-2-5p,0.0,0.04
hsa-miR-25-3p,0.07,0.08
hsa-miR-25-5p,0.15,0.04
hsa-miR-26a-5p,2.66,1.28
hsa-miR-26b-5p,0.07,0.0
hsa-miR-27a-3p,0.11,0.04
hsa-miR-27b-3p,1.14,0.74
