miRNA,SRR23816186,SRR23816187,SRR23816188
hsa-let-7a-3p,0.0,809.06,0.0
hsa-let-7a-5p,4462.9,4904.35,5299.04
hsa-let-7b-3p,0.0,0.84,0.0
hsa-let-7b-5p,1508.08,3027.2,3047.85
hsa-let-7c-5p,1699.86,2358.9,3106.7
hsa-let-7d-3p,1.99,5.75,0.25
hsa-let-7d-5p,0.0,1.18,430.82
hsa-let-7e-5p,2366.65,384.93,1040.63
hsa-let-7f-2-3p,0.0,10.14,0.0
hsa-let-7f-5p,14550.88,12554.73,16896.31
hsa-let-7g-5p,5549.34,4253.46,4839.04
hsa-let-7i-5p,607.66,425.65,3709.65
hsa-miR-1-3p,164463.93,138298.22,158169.1
hsa-miR-100-5p,3316.01,2355.18,3891.58
hsa-miR-101-3p,5339.63,444.41,5453.76
hsa-miR-103a-3p,221.67,749.58,4.66
hsa-miR-106a-5p,2.88,1.18,1.72
hsa-miR-106b-3p,0.89,4.39,0.98
hsa-miR-107,0.0,0.51,0.49
hsa-miR-10a-5p,939.4,14.53,1356.45
hsa-miR-10b-5p,9.3,899.96,13.49
hsa-miR-11401,0.44,2.03,0.49
hsa-miR-122-5p,504.91,1128.25,6.13
hsa-miR-1246,17.27,0.34,0.0
hsa-miR-125a-5p,500.26,3622.84,840.55
hsa-miR-125b-5p,4278.66,4862.45,4531.8
hsa-miR-126-3p,18252.88,15228.94,18865.76
hsa-miR-126-5p,46.95,4.39,1097.76
hsa-miR-1260a,0.0,0.0,0.49
hsa-miR-1260b,0.0,0.0,1.47
hsa-miR-127-3p,0.89,3.38,1166.42
hsa-miR-128-3p,34.99,8.45,1878.73
hsa-miR-1290,0.0,0.34,0.0
hsa-miR-1296-5p,0.89,1.18,0.98
hsa-miR-1304-5p,0.89,2.37,0.25
hsa-miR-1307-5p,0.0,0.0,0.25
hsa-miR-130b-5p,0.66,0.68,0.25
hsa-miR-133a-3p,10755.88,5917.19,13134.93
hsa-miR-133a-5p,892.45,4.39,0.25
hsa-miR-133b,43.63,10.98,773.12
hsa-miR-134-5p,0.0,1.52,0.74
hsa-miR-139-3p,0.22,1.18,0.0
hsa-miR-139-5p,0.0,2.7,826.57
hsa-miR-140-3p,3138.4,535.65,6.87
hsa-miR-142-3p,0.0,0.0,55.17
hsa-miR-142-5p,0.22,1.86,0.49
hsa-miR-143-3p,30333.92,32559.27,19403.98
hsa-miR-143-5p,0.66,2.7,0.98
hsa-miR-145-3p,0.0,0.0,6.87
hsa-miR-145-5p,2459.21,1123.86,1750.0
hsa-miR-146a-5p,1.77,6.25,776.06
hsa-miR-146b-5p,0.44,48.5,799.6
hsa-miR-148a-3p,6583.74,8431.55,11093.14
hsa-miR-148b-3p,119.81,457.76,2.21
hsa-miR-149-3p,0.0,0.17,0.0
