miRNA,SRR7550493,SRR7550494,SRR7550495,SRR7550496
hsa-let-7a-3p,17.01,5.89,8.49,0.84
hsa-let-7a-5p,6549.19,1111.57,3519.1,3833.29
hsa-let-7b-3p,14.74,2.48,0.0,2.53
hsa-let-7b-5p,2946.28,622.74,489.79,444.48
hsa-let-7c-5p,48.76,80.28,5.66,46.39
hsa-let-7d-3p,144.03,45.26,73.61,317.97
hsa-let-7d-5p,158.77,78.73,452.98,257.24
hsa-let-7e-3p,11.34,4.34,5.66,4.22
hsa-let-7e-5p,247.22,126.47,339.74,718.58
hsa-let-7f-1-3p,1.13,2.17,5.66,0.0
hsa-let-7f-2-3p,1.13,1.86,0.0,0.0
hsa-let-7f-5p,1507.16,779.59,4996.96,5073.1
hsa-let-7g-3p,1.13,2.48,0.0,0.0
hsa-let-7g-5p,544.35,511.15,263.3,191.45
hsa-let-7i-3p,3.4,3.72,5.66,0.0
hsa-let-7i-5p,528.47,477.05,990.9,524.6
hsa-miR-100-3p,0.0,14.57,0.0,0.84
hsa-miR-100-5p,36.29,966.19,33.97,35.42
hsa-miR-101-2-5p,2.27,0.0,0.0,0.0
hsa-miR-101-3p,74.85,179.17,240.65,42.17
hsa-miR-101-5p,0.0,0.93,0.0,0.0
hsa-miR-10392-5p,1.13,0.0,0.0,0.0
hsa-miR-10393-3p,1.13,0.0,0.0,0.0
hsa-miR-10394-3p,20.41,0.62,0.0,0.0
hsa-miR-10394-5p,2.27,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.31,0.0,0.84
hsa-miR-10395-5p,0.0,0.93,0.0,0.0
hsa-miR-10396a-3p,1.13,1.86,0.0,0.84
hsa-miR-10396b-3p,0.0,0.93,2.83,0.0
hsa-miR-10399-3p,2.27,0.0,2.83,0.0
hsa-miR-10399-5p,0.0,0.31,0.0,0.0
hsa-miR-103a-3p,63.51,89.27,948.43,450.38
hsa-miR-10401-3p,23.82,6.2,8.49,10.96
hsa-miR-10401-5p,0.0,2.17,0.0,0.0
hsa-miR-105-3p,0.0,0.0,2.83,1.69
hsa-miR-105-5p,0.0,0.0,14.16,13.49
hsa-miR-10527-5p,10.21,0.31,0.0,0.0
hsa-miR-106a-5p,2.27,1.24,0.0,0.0
hsa-miR-106b-3p,90.72,28.52,410.51,281.7
hsa-miR-106b-5p,48.76,84.0,178.36,30.36
hsa-miR-107,31.75,216.05,150.05,16.02
hsa-miR-10a-3p,39.69,22.63,8.49,16.02
hsa-miR-10a-5p,34010.4,59722.78,61783.9,81619.18
hsa-miR-10b-3p,0.0,0.62,0.0,0.0
hsa-miR-10b-5p,4426.23,4848.0,1398.58,229.41
hsa-miR-11399,0.0,0.31,0.0,0.0
hsa-miR-1180-3p,15.88,8.06,25.48,16.02
hsa-miR-1185-1-3p,0.0,3.1,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.93,0.0,0.0
hsa-miR-1185-5p,0.0,0.62,0.0,0.0
hsa-miR-1197,0.0,2.17,0.0,0.0
hsa-miR-12121,0.0,0.31,0.0,0.0
hsa-miR-1226-3p,0.0,1.24,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.84
hsa-miR-1229-3p,0.0,0.0,2.83,1.69
hsa-miR-1236-5p,0.0,0.31,0.0,0.0
hsa-miR-1237-5p,0.0,0.31,0.0,0.0
hsa-miR-124-3p,19.28,0.0,0.0,0.0
hsa-miR-1244,11.34,0.0,0.0,0.0
hsa-miR-1245a,0.0,0.31,0.0,0.0
hsa-miR-1246,95.26,20.15,87.77,33.74
hsa-miR-1247-5p,11.34,6.82,0.0,0.84
