miRNA,SRR21722644,SRR21722645,SRR21722646,SRR21722647,SRR21722648,SRR21722649,SRR21722650,SRR21722651,SRR21722652,SRR21722653
hsa-miR-10399-3p,1.43,0.97,2.92,0.0,4.59,1.64,5.23,0.55,0.85,1.18
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,6.99,150.45,30.56,45.33,111.71,193.22,38.28,14.84,22.01,0.17
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.85,1.27,2.16,0.12,0.0,1.25,0.42,0.0
hsa-miR-105-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-106a-5p,0.71,0.97,0.0,0.0,0.0,0.12,0.0,0.42,0.0,0.08
hsa-miR-106b-3p,61.35,73.28,35.07,47.24,56.4,96.14,99.05,41.34,138.82,119.56
hsa-miR-106b-5p,2.28,14.57,5.72,8.88,4.05,6.8,8.39,6.94,16.29,14.6
hsa-miR-107,1.57,2.22,0.0,1.27,0.0,3.05,0.12,0.42,2.12,7.51
hsa-miR-10a-3p,0.43,1.8,0.24,0.48,2.97,0.23,0.0,0.28,0.85,0.0
hsa-miR-10a-5p,87.89,314.64,167.9,116.35,600.66,277.99,158.12,164.09,273.62,602.79
hsa-miR-10b-3p,0.71,1.94,0.85,0.48,0.54,1.29,0.0,2.22,0.0,0.0
hsa-miR-10b-5p,204.03,759.88,397.17,331.13,1450.66,898.11,306.03,485.34,607.34,1178.66
hsa-miR-11400,4.42,22.76,0.85,0.95,6.21,1.64,1.58,1.11,1.69,9.87
hsa-miR-11401,0.57,1.11,2.44,2.85,0.0,0.94,4.01,0.42,2.96,5.06
hsa-miR-1180-3p,2.85,3.89,4.87,5.07,11.6,6.1,11.91,6.8,21.58,12.07
hsa-miR-1185-1-3p,0.0,0.97,1.1,0.0,0.0,0.12,0.0,0.0,0.42,0.0
hsa-miR-1185-2-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-1197,0.0,0.28,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.49,0.0,1.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,225.29,516.72,1353.2,644.66,3144.71,264.51,571.22,14.15,576.02,459.18
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-1234-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.29,6.94,0.61,0.95,1.62,0.23,0.61,1.25,4.02,0.34
hsa-miR-1249-3p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.29,0.28,0.24,0.0,0.0,0.0,0.0,0.14,0.0,5.32
hsa-miR-1251-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,1.1,0.79,0.0,2.11,1.09,0.0,0.21,0.0
hsa-miR-1255b-5p,1.85,0.69,0.49,4.12,0.27,1.06,2.07,0.69,1.06,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99
hsa-miR-125a-3p,0.57,1.53,1.58,0.16,8.63,2.46,2.19,0.97,2.75,1.94
hsa-miR-125a-5p,4.99,29.56,5.36,4.76,83.92,17.12,16.04,6.38,27.51,81.17
hsa-miR-125b-1-3p,0.14,0.0,0.0,0.95,0.54,0.0,0.0,2.5,0.0,1.6
hsa-miR-125b-2-3p,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,2.57,15.41,4.38,5.07,23.21,5.86,5.59,9.02,15.45,38.22
hsa-miR-126-3p,5544.54,31186.75,15739.86,15084.62,32275.53,13070.56,11540.78,11059.29,33008.66,59654.41
hsa-miR-126-5p,3.42,86.88,5.6,4.91,15.92,25.56,7.17,8.18,28.14,45.14
hsa-miR-1260b,0.14,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,2.28
hsa-miR-1268a,0.0,0.42,3.17,0.95,4.59,1.76,0.73,3.33,6.35,0.0
hsa-miR-1268b,3.28,2.91,1.34,6.18,0.0,0.0,0.0,0.28,0.85,6.58
hsa-miR-127-3p,5.28,4.3,2.68,3.33,1.35,6.57,5.59,1.53,4.44,7.43
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.28,0.0,0.0
hsa-miR-1271-5p,0.71,0.97,0.37,0.48,1.08,1.17,2.55,0.42,0.42,1.77
hsa-miR-1273h-3p,1.28,5.55,0.49,0.0,3.51,3.4,1.82,0.0,5.29,3.38
hsa-miR-1273h-5p,2.57,3.05,12.54,25.2,5.4,1.76,0.85,5.83,2.75,5.06
hsa-miR-1275,1.0,1.25,1.1,1.9,0.0,0.0,0.73,0.69,13.76,0.08
hsa-miR-1278,0.0,0.42,0.61,0.63,0.0,0.0,0.36,0.0,0.42,0.0
hsa-miR-128-1-5p,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-128-3p,9.27,86.74,22.77,48.35,307.08,51.59,89.94,16.78,94.8,323.33
hsa-miR-1285-3p,1.43,1.8,1.7,3.96,3.51,0.82,2.55,0.55,3.81,5.06
hsa-miR-1285-5p,2.14,4.16,26.3,15.38,12.14,2.81,3.28,8.05,2.75,3.38
hsa-miR-1287-5p,0.14,1.67,0.73,0.79,0.0,0.94,1.94,0.55,0.42,2.03
hsa-miR-1288-3p,0.0,0.28,0.12,1.11,1.62,0.0,0.73,0.14,1.69,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0
hsa-miR-129-5p,1.0,0.83,0.0,0.16,1.89,0.82,1.09,0.83,2.33,0.17
hsa-miR-1291,0.0,0.83,0.12,0.48,1.35,0.12,1.34,0.69,0.0,0.51
hsa-miR-1292-5p,0.29,1.8,0.12,0.32,0.54,0.0,0.73,0.83,1.9,4.22
hsa-miR-1294,2.28,0.14,2.56,2.54,3.78,0.7,1.7,0.55,3.17,4.39
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.85,0.0
hsa-miR-1298-5p,0.0,0.28,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-1299,1.28,0.28,1.34,0.63,0.0,0.0,0.0,1.11,2.33,0.0
hsa-miR-1301-3p,1.43,5.69,0.97,0.79,8.37,3.99,7.78,0.55,3.39,12.49
hsa-miR-1303,0.0,1.67,2.31,3.49,0.27,0.0,1.46,0.42,1.06,0.0
hsa-miR-1304-5p,0.43,2.08,1.22,1.9,2.7,1.76,2.31,2.91,3.81,9.45
hsa-miR-1306-3p,2.43,0.69,2.07,3.01,3.78,1.76,8.14,0.69,3.6,4.81
hsa-miR-1306-5p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,39.09,132.68,24.11,33.13,90.67,63.43,110.48,17.2,131.2,98.72
hsa-miR-1307-5p,0.86,3.05,0.0,0.16,0.0,0.59,0.0,0.14,3.6,0.0
hsa-miR-130a-3p,1.43,5.14,1.83,1.27,4.59,4.69,1.94,1.25,1.9,0.08
hsa-miR-130a-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.69,0.0,0.48,1.35,0.7,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.14,2.5,0.73,0.63,15.11,0.94,4.74,0.28,1.27,23.29
hsa-miR-132-3p,0.29,0.83,0.0,0.0,0.0,0.7,2.55,0.42,0.63,2.45
hsa-miR-132-5p,2.71,5.0,2.07,4.44,7.56,4.81,5.1,3.33,6.35,25.9
hsa-miR-1323,1.14,0.14,0.24,0.0,0.0,1.41,0.0,0.28,1.27,0.0
hsa-miR-133a-3p,1.14,3.33,0.97,0.79,0.0,2.46,0.73,3.47,7.19,0.59
hsa-miR-133a-5p,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.0
hsa-miR-133b,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-134-5p,3.14,5.41,0.85,0.48,3.51,10.32,6.08,2.5,5.5,3.63
hsa-miR-135a-2-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.14,0.42,0.0,0.0,0.0,0.0,0.0,0.14,0.42,0.17
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.29,0.56,0.24,0.0,0.0,0.94,0.0,0.42,0.85,0.59
hsa-miR-136-5p,1.57,2.64,1.7,1.9,0.54,9.5,2.92,2.36,2.12,9.96
hsa-miR-138-5p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,1.85,6.38,0.49,0.48,11.87,3.28,4.5,0.55,6.77,6.24
hsa-miR-139-5p,94.03,241.08,156.21,153.12,831.38,193.22,319.52,168.95,236.59,1256.71
hsa-miR-140-3p,197.33,211.24,84.13,166.59,282.52,293.59,460.74,89.74,347.68,578.32
hsa-miR-140-5p,4.14,27.62,4.51,2.38,10.25,12.66,8.26,4.58,10.79,7.26
hsa-miR-141-3p,0.14,0.97,0.12,0.32,0.27,0.0,0.0,0.0,0.42,0.0
hsa-miR-142-3p,12.13,184.73,14.85,14.42,24.56,31.19,11.79,14.56,58.62,41.6
hsa-miR-142-5p,87.61,549.19,164.86,273.59,400.44,245.51,153.01,116.24,369.69,458.59
hsa-miR-143-3p,75.48,253.29,185.56,195.44,257.97,71.4,109.87,102.37,205.69,696.62
hsa-miR-143-5p,0.0,0.14,0.24,0.0,0.0,0.0,0.85,0.55,0.0,0.08
hsa-miR-144-3p,9.42,60.24,15.58,21.87,9.44,19.11,5.59,11.1,52.9,19.49
hsa-miR-144-5p,0.14,21.79,5.84,6.97,9.17,4.69,6.08,3.88,20.53,16.03
hsa-miR-145-3p,0.43,0.97,0.97,0.48,1.62,0.82,1.46,0.83,0.42,4.05
hsa-miR-145-5p,1.14,2.08,0.12,0.32,1.08,0.12,0.0,2.08,0.42,5.32
hsa-miR-1468-5p,0.0,0.14,0.0,0.32,0.0,0.0,0.0,0.0,0.21,3.71
hsa-miR-146a-3p,1.85,5.41,0.0,0.0,1.35,0.35,0.73,0.97,3.81,0.0
hsa-miR-146a-5p,301.77,772.65,95.46,94.16,178.09,1114.31,317.94,234.0,406.73,261.32
hsa-miR-146b-3p,1.43,2.64,0.73,0.95,0.0,3.17,1.22,1.53,2.54,0.0
hsa-miR-146b-5p,154.52,489.65,131.86,72.6,239.35,305.08,181.82,122.76,285.26,449.06
hsa-miR-147b-3p,0.0,0.28,0.12,0.48,0.0,0.12,0.0,0.0,0.42,0.25
hsa-miR-148a-3p,5028.76,5952.3,7660.45,6959.23,12392.12,8325.47,11114.92,5831.89,10200.09,15029.01
hsa-miR-148a-5p,2.28,3.33,1.7,2.54,1.35,3.28,6.93,0.28,5.08,0.08
hsa-miR-148b-3p,41.66,110.62,22.28,25.68,21.32,115.14,58.58,25.25,91.63,89.1
hsa-miR-148b-5p,0.29,2.5,1.34,0.79,1.35,1.52,1.46,1.39,1.06,2.11
hsa-miR-149-3p,0.14,0.0,0.12,0.32,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,0.42,0.24,0.16,0.0,0.0,0.0,0.0,0.0,0.59
hsa-miR-150-3p,4.85,5.27,0.12,0.48,8.37,1.99,0.97,1.11,7.19,5.91
hsa-miR-150-5p,1.43,113.95,4.51,3.49,10.52,36.35,19.08,7.91,35.34,35.52
hsa-miR-151a-3p,4216.62,3681.0,3100.29,3298.28,10300.59,9678.38,16185.26,2947.16,7711.7,30158.51
hsa-miR-151a-5p,0.0,4.44,0.61,0.95,3.78,1.52,3.52,0.28,5.29,2.53
hsa-miR-151b,0.43,0.56,0.12,0.0,0.0,0.23,0.0,0.0,0.21,0.0
hsa-miR-152-3p,8.99,36.09,6.33,5.07,24.02,23.33,18.47,6.52,32.8,67.59
hsa-miR-152-5p,0.0,0.0,0.49,0.0,0.0,0.23,0.0,0.0,0.21,0.0
hsa-miR-153-3p,0.0,0.69,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,22.69,84.52,28.98,34.71,130.6,69.06,60.16,32.87,71.1,210.35
hsa-miR-15a-5p,0.29,1.39,0.0,2.22,1.08,1.99,0.85,0.0,2.54,0.0
hsa-miR-15b-3p,0.57,3.75,0.61,3.01,0.81,5.04,2.67,2.08,4.23,3.38
hsa-miR-15b-5p,1.71,20.54,5.36,12.05,7.83,20.75,8.99,7.49,13.54,30.29
hsa-miR-16-1-3p,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,13.27,40.8,58.44,100.02,75.29,38.57,56.27,27.05,56.5,112.73
hsa-miR-16-5p,11.27,86.88,25.45,30.91,42.09,60.5,29.41,18.31,54.17,112.47
hsa-miR-17-3p,0.43,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62
hsa-miR-17-5p,3.42,27.62,6.94,4.76,10.25,14.89,18.23,7.63,14.6,12.49
hsa-miR-181a-2-3p,6.28,7.08,2.68,3.8,11.87,4.57,3.16,1.53,7.62,15.02
hsa-miR-181a-3p,2.28,3.75,1.58,2.54,1.89,6.68,5.1,0.97,5.08,6.08
hsa-miR-181a-5p,59.35,321.99,65.02,101.92,145.98,87.11,89.33,68.52,282.3,160.99
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.63,0.0
hsa-miR-181b-5p,8.7,42.05,8.64,13.0,24.56,14.3,8.75,10.96,31.74,14.43
hsa-miR-181c-3p,0.71,2.08,0.24,0.16,1.08,3.05,4.74,0.42,2.33,1.52
hsa-miR-181c-5p,0.0,0.69,0.0,0.0,0.0,0.0,1.09,0.0,0.21,4.13
hsa-miR-181d-5p,3.0,5.41,1.34,3.49,1.62,4.46,7.41,1.66,4.66,7.0
hsa-miR-182-3p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-182-5p,27.54,67.31,88.4,118.25,121.16,113.96,54.69,53.54,72.58,112.31
hsa-miR-1827,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,9.42,17.07,36.65,51.36,49.65,23.45,26.49,13.32,29.84,43.71
hsa-miR-184,1.0,0.28,0.37,0.63,1.08,0.0,0.0,0.97,15.87,0.0
hsa-miR-1843,3.57,6.94,6.45,10.3,15.38,7.03,11.42,3.47,14.6,27.17
hsa-miR-185-3p,0.43,3.75,0.0,1.9,1.89,2.34,4.25,0.14,1.9,0.0
hsa-miR-185-5p,107.44,183.9,68.79,129.03,397.2,312.58,280.99,86.69,204.84,318.52
hsa-miR-186-5p,122.85,209.16,119.08,139.49,103.89,145.86,110.84,90.44,263.46,158.8
hsa-miR-187-3p,0.0,0.0,0.12,0.0,0.81,0.12,0.36,0.14,0.0,2.45
hsa-miR-188-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-18a-3p,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.08
hsa-miR-18a-5p,0.57,2.22,0.0,0.32,1.08,0.94,1.94,0.83,1.69,1.35
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-1908-5p,1.14,1.53,0.24,1.9,12.14,1.64,4.13,0.55,4.02,5.57
hsa-miR-190a-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.29,0.0,0.0,0.0,0.0,0.35,0.0,0.14,0.0,0.0
hsa-miR-191-3p,0.43,0.28,0.0,0.0,1.08,0.0,0.0,0.0,0.21,0.0
hsa-miR-191-5p,54.93,435.8,82.92,118.09,476.0,287.14,319.27,107.36,262.19,352.02
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.0,0.95,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-192-5p,45.66,76.61,52.72,67.05,84.19,62.49,52.5,60.2,103.27,87.25
hsa-miR-193a-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.12,0.14,0.21,0.0
hsa-miR-193a-5p,5.28,9.85,3.65,4.76,9.71,8.79,3.4,4.85,9.52,13.84
hsa-miR-193b-3p,0.0,0.14,0.12,0.0,0.0,0.0,0.0,1.11,0.0,0.0
hsa-miR-193b-5p,0.57,0.0,0.73,0.63,1.08,0.59,0.0,2.91,0.63,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-194-5p,4.28,23.87,13.15,20.45,18.62,7.27,11.55,8.18,17.56,19.32
hsa-miR-195-3p,1.0,2.22,1.83,2.22,8.37,3.05,0.73,2.5,1.9,21.85
hsa-miR-195-5p,0.0,2.64,1.1,0.16,4.05,2.23,2.55,0.55,1.69,10.63
hsa-miR-196a-5p,0.0,0.56,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-196b-5p,0.14,3.47,1.22,1.27,0.81,0.59,0.12,0.69,2.96,0.0
hsa-miR-197-3p,0.57,4.3,0.85,0.32,1.08,0.0,2.07,0.28,1.9,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-1976,0.0,0.42,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,42.66,340.45,18.75,5.86,48.84,346.7,75.72,61.45,26.03,184.36
hsa-miR-199a-5p,19.4,96.32,17.9,14.27,32.38,46.08,36.7,14.15,38.73,53.33
hsa-miR-199b-3p,3.14,0.69,4.26,12.36,37.24,9.97,14.83,6.8,132.05,1.52
hsa-miR-199b-5p,2.71,4.02,4.02,1.43,3.24,1.64,1.7,2.77,3.81,4.89
hsa-miR-19a-3p,0.14,2.22,0.12,0.0,0.27,0.0,0.12,0.69,0.85,0.0
hsa-miR-19a-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,1.28,9.3,1.46,2.54,1.35,4.22,0.24,1.8,4.02,0.0
hsa-miR-200a-3p,2.43,1.11,0.24,0.63,3.24,2.11,1.09,1.66,3.17,1.35
hsa-miR-200a-5p,2.43,2.78,0.37,0.63,0.81,3.63,0.85,1.39,3.6,5.23
hsa-miR-200b-3p,6.99,3.47,0.49,0.63,2.43,3.05,4.62,5.27,10.79,2.03
hsa-miR-200b-5p,0.0,0.28,0.0,1.27,0.0,0.35,0.12,0.14,2.33,0.0
hsa-miR-200c-3p,4.85,8.33,0.37,1.43,4.32,5.16,5.1,2.64,9.1,9.53
hsa-miR-202-5p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-203a-3p,1.71,5.55,0.61,0.0,0.27,1.06,0.0,1.11,17.14,0.0
hsa-miR-204-3p,1.71,0.28,0.61,0.95,2.97,0.35,3.04,4.02,1.48,5.4
hsa-miR-204-5p,1.0,0.83,0.37,0.16,13.22,0.0,1.94,0.42,1.9,3.29
hsa-miR-205-5p,0.14,1.11,0.12,0.0,0.0,0.35,0.24,1.11,10.79,0.0
hsa-miR-206,0.43,0.83,3.17,6.34,1.35,0.94,2.19,1.94,15.87,2.28
hsa-miR-208a-3p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-208b-3p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.59
hsa-miR-20a-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,5.42,29.01,2.68,5.71,17.0,22.04,10.82,9.02,15.24,39.07
hsa-miR-20b-3p,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,0.86,3.05,0.37,0.63,2.16,0.59,0.0,1.11,0.85,2.28
hsa-miR-21-3p,1.57,3.33,0.0,0.0,0.0,1.29,0.97,0.0,0.63,4.56
hsa-miR-21-5p,619.52,4357.46,1180.43,899.07,2576.43,2777.93,2655.67,871.23,1938.19,4072.55
hsa-miR-210-3p,0.0,1.67,0.73,0.0,1.62,0.23,1.94,0.97,1.06,3.46
hsa-miR-2110,2.71,2.64,2.19,4.76,11.6,2.93,6.2,0.83,6.35,6.83
hsa-miR-2115-3p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.14,0.42,0.0
hsa-miR-2115-5p,0.43,1.25,0.37,0.0,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-212-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.14,0.14,0.0,0.63,0.0,0.82,0.0,0.28,0.0,0.0
hsa-miR-214-3p,0.0,0.0,0.37,0.48,0.0,1.52,0.0,0.42,0.0,2.53
hsa-miR-214-5p,0.14,1.11,0.0,0.95,0.54,0.12,0.0,0.69,0.42,0.0
hsa-miR-215-5p,0.0,1.11,2.44,1.27,0.81,2.11,0.0,1.39,1.48,11.73
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.14,0.0,0.0,1.43,0.0,0.82,0.0,0.14,0.85,0.0
hsa-miR-218-5p,1.71,4.58,7.55,3.17,1.89,13.6,2.55,4.72,0.85,4.3
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.63,0.17
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0
hsa-miR-22-3p,59.93,169.6,48.95,77.19,104.97,68.0,82.64,45.77,124.43,105.64
hsa-miR-22-5p,9.13,29.98,13.03,17.28,20.51,15.36,13.73,9.71,25.18,28.6
hsa-miR-221-3p,40.09,148.92,20.94,18.7,59.63,110.45,75.47,29.41,91.84,66.24
hsa-miR-221-5p,2.14,4.16,2.68,0.79,1.35,5.63,3.16,3.19,2.75,2.11
hsa-miR-222-3p,56.22,177.93,62.1,128.55,390.73,158.64,341.64,67.97,248.01,407.79
hsa-miR-222-5p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-223-3p,20.26,239.41,9.25,3.65,41.83,148.79,25.16,26.91,49.09,57.97
hsa-miR-223-5p,32.67,144.34,115.79,50.88,204.54,110.68,120.44,62.84,74.91,349.32
hsa-miR-224-5p,3.28,20.82,5.97,12.36,10.52,13.84,23.33,10.54,12.7,22.95
hsa-miR-2276-3p,0.0,0.28,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.0,0.14,0.12,0.0,1.08,0.0,0.0,0.0,0.42,0.0
hsa-miR-2355-3p,0.71,2.08,0.0,0.16,0.81,3.63,2.19,0.0,1.06,0.0
hsa-miR-2355-5p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0
hsa-miR-23a-3p,13.55,75.22,4.38,5.39,82.3,43.85,24.19,9.43,42.32,66.91
hsa-miR-23a-5p,3.85,0.83,0.12,0.63,0.0,0.7,1.46,0.42,0.0,0.76
hsa-miR-23b-3p,3.57,21.1,1.1,1.9,52.62,9.5,7.41,4.02,10.16,25.82
hsa-miR-23b-5p,0.0,0.69,0.0,0.0,0.81,0.0,0.0,0.14,0.63,0.0
hsa-miR-24-1-5p,0.0,4.44,2.56,3.33,0.27,0.35,0.85,1.53,1.27,29.28
hsa-miR-24-2-5p,13.7,34.42,19.6,16.96,46.41,60.38,60.89,18.31,24.55,56.53
hsa-miR-24-3p,102.16,553.5,226.59,131.25,475.73,242.11,143.66,87.8,411.59,0.17
