miRNA,SRR12933396,SRR12933397
hsa-let-7a-3p,53.0,46.0
hsa-let-7a-5p,25643.0,18552.0
hsa-let-7b-3p,75.0,78.0
hsa-let-7b-5p,34002.0,27168.0
hsa-let-7c-3p,0.0,3.0
hsa-let-7c-5p,1657.0,1101.0
hsa-let-7d-3p,450.0,384.0
hsa-let-7d-5p,2527.0,1984.0
hsa-let-7e-3p,46.0,55.0
hsa-let-7e-5p,6896.0,4153.0
hsa-let-7f-1-3p,13.0,14.0
hsa-let-7f-2-3p,10.0,4.0
hsa-let-7f-5p,16769.0,11037.0
hsa-let-7g-3p,15.0,8.0
hsa-let-7g-5p,15495.0,11392.0
hsa-let-7i-3p,14.0,16.0
hsa-let-7i-5p,3715.0,2712.0
hsa-miR-1-3p,141.0,86.0
hsa-miR-100-5p,77.0,68.0
hsa-miR-101-3p,8998.0,7786.0
hsa-miR-101-5p,80.0,65.0
hsa-miR-10395-3p,5.0,1.0
hsa-miR-10399-3p,1.0,0.0
hsa-miR-103a-1-5p,3.0,2.0
hsa-miR-103a-2-5p,1.0,3.0
hsa-miR-103a-3p,2476.0,2812.0
hsa-miR-10401-3p,1.0,0.0
hsa-miR-106a-5p,21.0,18.0
hsa-miR-106b-3p,127.0,60.0
hsa-miR-106b-5p,1099.0,1113.0
hsa-miR-107,235.0,86.0
hsa-miR-10a-3p,9.0,3.0
hsa-miR-10a-5p,788.0,910.0
hsa-miR-10b-3p,3.0,4.0
hsa-miR-10b-5p,570.0,649.0
hsa-miR-11400,0.0,2.0
hsa-miR-1179,828.0,477.0
hsa-miR-1180-3p,1035.0,560.0
hsa-miR-1180-5p,0.0,1.0
hsa-miR-1185-1-3p,38.0,28.0
hsa-miR-1185-2-3p,24.0,16.0
hsa-miR-1185-5p,56.0,79.0
hsa-miR-1197,25.0,36.0
hsa-miR-12136,26.0,14.0
hsa-miR-122-5p,2.0,0.0
hsa-miR-1224-3p,36.0,22.0
hsa-miR-1224-5p,13.0,0.0
hsa-miR-1226-3p,6.0,2.0
hsa-miR-1229-3p,7.0,2.0
hsa-miR-122b-3p,26.0,18.0
hsa-miR-124-3p,6.0,2.0
hsa-miR-1246,15.0,15.0
hsa-miR-1247-5p,1.0,7.0
hsa-miR-1248,2.0,4.0
hsa-miR-1250-3p,2.0,1.0
hsa-miR-1250-5p,9.0,8.0
hsa-miR-1251-5p,4.0,1.0
hsa-miR-125a-3p,86.0,56.0
hsa-miR-125a-5p,31616.0,15822.0
hsa-miR-125b-1-3p,16.0,11.0
hsa-miR-125b-2-3p,4.0,10.0
hsa-miR-125b-5p,27814.0,17583.0
hsa-miR-126-3p,5682.0,6343.0
hsa-miR-126-5p,5536.0,4560.0
hsa-miR-1260b,4.0,0.0
hsa-miR-1262,2.0,1.0
hsa-miR-1268a,1.0,1.0
hsa-miR-1268b,0.0,1.0
hsa-miR-127-3p,1533.0,1144.0
hsa-miR-127-5p,36.0,49.0
hsa-miR-1270,7.0,5.0
hsa-miR-1271-3p,0.0,4.0
hsa-miR-1271-5p,1.0,0.0
hsa-miR-1273c,2.0,1.0
hsa-miR-1273h-3p,1.0,0.0
hsa-miR-1275,14.0,12.0
hsa-miR-1277-3p,7.0,1.0
hsa-miR-128-1-5p,2.0,3.0
hsa-miR-128-3p,1157.0,1012.0
hsa-miR-1285-3p,24.0,11.0
hsa-miR-1285-5p,4.0,2.0
hsa-miR-1287-3p,2.0,2.0
hsa-miR-1287-5p,28.0,25.0
hsa-miR-129-1-3p,410.0,258.0
hsa-miR-129-2-3p,1004.0,632.0
hsa-miR-129-5p,1002.0,456.0
hsa-miR-1291,2.0,2.0
hsa-miR-1292-5p,11.0,9.0
hsa-miR-1295a,0.0,2.0
hsa-miR-1296-3p,3.0,1.0
hsa-miR-1296-5p,13.0,5.0
hsa-miR-1297,1.0,0.0
hsa-miR-1299,44.0,21.0
hsa-miR-1301-3p,439.0,311.0
hsa-miR-1301-5p,1.0,2.0
hsa-miR-1303,11.0,16.0
hsa-miR-1304-5p,2.0,0.0
hsa-miR-1306-3p,0.0,2.0
hsa-miR-1306-5p,36.0,18.0
hsa-miR-1307-3p,207.0,166.0
hsa-miR-1307-5p,134.0,152.0
hsa-miR-130a-3p,767.0,524.0
hsa-miR-130a-5p,1.0,2.0
hsa-miR-130b-3p,191.0,145.0
hsa-miR-130b-5p,62.0,55.0
hsa-miR-132-3p,2344.0,1553.0
hsa-miR-132-5p,361.0,366.0
hsa-miR-1323,3.0,0.0
hsa-miR-133a-3p,38.0,24.0
hsa-miR-133a-5p,1.0,0.0
hsa-miR-134-3p,4.0,1.0
hsa-miR-134-5p,1313.0,657.0
hsa-miR-1343-3p,5.0,0.0
hsa-miR-135a-2-3p,31.0,27.0
hsa-miR-135a-5p,2193.0,1410.0
hsa-miR-135b-5p,6.0,1.0
hsa-miR-136-3p,342.0,335.0
hsa-miR-136-5p,5203.0,3283.0
hsa-miR-137-3p,172.0,130.0
hsa-miR-137-5p,1.0,0.0
hsa-miR-138-2-3p,1.0,0.0
hsa-miR-138-5p,11.0,12.0
hsa-miR-139-3p,10.0,5.0
hsa-miR-139-5p,700.0,693.0
hsa-miR-140-3p,863.0,735.0
hsa-miR-140-5p,78.0,58.0
hsa-miR-141-3p,5765.0,6320.0
hsa-miR-141-5p,45.0,44.0
hsa-miR-142-3p,25.0,10.0
hsa-miR-142-5p,4.0,0.0
hsa-miR-143-3p,302.0,226.0
hsa-miR-143-5p,4.0,1.0
hsa-miR-144-3p,0.0,1.0
hsa-miR-145-3p,8.0,3.0
hsa-miR-145-5p,2051.0,1970.0
hsa-miR-1468-3p,15.0,5.0
hsa-miR-1468-5p,127.0,108.0
hsa-miR-146a-5p,253.0,297.0
hsa-miR-146b-5p,304.0,224.0
hsa-miR-147b-3p,13.0,16.0
hsa-miR-147b-5p,2.0,5.0
hsa-miR-148a-3p,18993.0,23207.0
hsa-miR-148a-5p,43.0,72.0
hsa-miR-148b-3p,1469.0,1281.0
hsa-miR-148b-5p,45.0,33.0
hsa-miR-149-5p,159.0,84.0
hsa-miR-150-5p,165.0,190.0
hsa-miR-151a-3p,631.0,381.0
hsa-miR-151a-5p,12073.0,10584.0
hsa-miR-151b,809.0,141.0
hsa-miR-152-3p,458.0,309.0
hsa-miR-153-3p,615.0,424.0
hsa-miR-153-5p,9.0,2.0
hsa-miR-1537-3p,3.0,1.0
hsa-miR-154-3p,60.0,56.0
hsa-miR-154-5p,876.0,784.0
hsa-miR-155-5p,20.0,34.0
hsa-miR-15a-3p,1.0,2.0
hsa-miR-15a-5p,5591.0,5080.0
hsa-miR-15b-3p,23.0,7.0
hsa-miR-15b-5p,308.0,553.0
hsa-miR-16-1-3p,5.0,3.0
hsa-miR-16-2-3p,31.0,20.0
hsa-miR-16-5p,30883.0,21663.0
hsa-miR-17-3p,350.0,233.0
hsa-miR-17-5p,604.0,521.0
hsa-miR-181a-2-3p,11.0,7.0
hsa-miR-181a-3p,4.0,5.0
hsa-miR-181a-5p,992.0,1046.0
hsa-miR-181b-2-3p,0.0,1.0
hsa-miR-181b-5p,243.0,221.0
hsa-miR-181c-3p,78.0,52.0
hsa-miR-181c-5p,390.0,395.0
hsa-miR-181d-5p,34.0,17.0
hsa-miR-182-3p,23.0,36.0
hsa-miR-182-5p,886.0,628.0
hsa-miR-183-3p,31.0,29.0
hsa-miR-183-5p,1225.0,800.0
hsa-miR-184,410.0,244.0
hsa-miR-1843,22.0,18.0
hsa-miR-185-3p,7.0,3.0
hsa-miR-185-5p,2476.0,2207.0
hsa-miR-186-3p,3.0,3.0
hsa-miR-186-5p,1304.0,1061.0
hsa-miR-187-3p,14.0,15.0
hsa-miR-188-3p,2.0,9.0
