miRNA,SRR18349812,SRR18349813,SRR18349814,SRR18349815,SRR18349816,SRR18349817,SRR18349818,SRR18349819,SRR18349820,SRR18349821,SRR18349822,SRR18349823,SRR18349824,SRR18349825,SRR18349826
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.27,0.0,1.81,0.66,0.26,0.27,0.34,0.2,0.0
hsa-miR-106a-3p,0.23,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.77,0.0,0.0,1.96,0.48
hsa-miR-106a-5p,9.87,13.43,54.56,17.93,28.68,17.59,28.13,10.49,25.71,40.81,28.07,14.23,10.75,25.73,33.6
hsa-miR-106b-3p,336.73,503.33,975.54,276.64,868.4,681.07,1100.73,362.07,547.7,1190.02,744.16,527.52,641.25,619.43,869.79
hsa-miR-106b-5p,7.52,8.43,53.78,25.29,89.21,46.75,96.86,4.12,10.28,72.14,95.95,49.66,61.84,64.42,67.2
hsa-miR-107,0.47,5.93,4.14,11.53,1.77,0.93,95.27,0.75,1.81,3.09,232.74,73.02,79.32,3.93,1.92
hsa-miR-10a-3p,0.94,2.5,1.81,2.56,0.35,0.46,2.39,0.37,2.72,0.88,2.3,2.95,0.0,2.16,0.96
hsa-miR-10a-5p,88.12,229.19,177.63,202.68,118.24,160.84,227.42,64.28,365.94,507.43,754.88,724.83,281.3,400.64,450.5
hsa-miR-10b-3p,0.47,6.24,8.02,5.12,12.04,4.86,6.9,0.56,6.05,5.74,7.4,8.05,0.67,4.32,4.56
hsa-miR-10b-5p,108.09,359.39,379.56,470.99,239.31,319.36,465.18,89.58,599.72,1290.85,1844.83,2455.03,678.9,1147.92,1091.32
hsa-miR-11400,3.05,7.18,74.46,0.64,6.02,0.93,3.18,25.11,24.19,28.68,3.83,3.22,1.01,0.39,2.64
hsa-miR-11401,3.52,5.31,13.96,4.48,26.55,13.19,9.55,1.69,23.29,20.3,22.46,15.57,8.4,6.68,12.0
hsa-miR-1180-3p,86.24,29.98,137.29,64.36,719.36,482.28,375.49,142.43,550.12,415.65,341.97,274.09,327.68,68.15,458.9
hsa-miR-1185-1-3p,0.0,2.19,0.52,1.92,0.0,0.0,0.0,0.0,0.6,0.44,2.81,0.54,0.34,0.59,0.24
hsa-miR-1185-2-3p,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.51,0.81,0.34,0.2,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.34,0.2,0.24
hsa-miR-12114,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.31,0.26,0.0,4.6,1.39,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.26,0.0,0.0,0.59,0.24
hsa-miR-122-5p,2434.2,1536.86,2003.82,5222.54,15899.53,98.59,24714.84,5434.44,18754.95,1871.52,2485.89,11101.18,618.06,7239.49,3975.03
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.24
hsa-miR-1226-3p,0.0,0.0,0.0,0.32,0.0,0.69,0.27,0.0,0.0,0.0,0.51,1.61,1.01,0.2,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.27,0.67,0.0,0.48
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.51,0.54,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.34,0.0,0.24
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.72
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.26,0.0,2.48,0.93,0.0,0.56,0.0,0.66,0.26,1.34,0.0,0.39,0.24
hsa-miR-1236-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.2,0.0
hsa-miR-1237-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.23,0.31,0.0,0.64,1.06,0.0,0.0,0.0,0.3,0.0,0.26,0.0,0.0,0.0,0.72
hsa-miR-124-3p,0.0,0.0,0.26,0.0,0.0,0.69,0.53,0.0,0.0,0.22,0.26,0.0,0.0,0.0,0.24
hsa-miR-124-5p,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,12.92,21.23,37.49,14.09,63.72,26.84,152.05,11.24,42.34,22.72,19.65,20.67,11.09,21.21,10.8
hsa-miR-1247-5p,0.0,0.31,0.0,0.0,0.71,0.0,1.06,0.0,0.6,0.0,0.26,0.81,0.34,0.0,0.48
hsa-miR-1248,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-1249-3p,0.7,0.0,1.29,0.32,5.66,0.69,2.39,0.75,0.3,0.88,1.02,2.15,0.67,0.98,1.44
hsa-miR-1250-5p,1.64,5.62,11.12,4.8,5.66,5.79,12.74,3.56,0.3,2.43,4.34,1.61,1.34,1.18,1.68
hsa-miR-1255a,0.0,1.25,1.29,0.0,2.12,0.0,1.33,0.0,0.91,0.66,2.3,0.0,0.0,1.18,0.0
hsa-miR-1255b-5p,15.27,6.56,13.96,21.45,41.77,69.43,46.7,6.75,80.14,74.79,37.51,38.39,44.7,25.14,47.52
hsa-miR-1258,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,5.87,7.49,10.86,5.12,18.76,12.96,35.56,3.75,18.15,11.25,14.04,14.23,6.05,3.34,6.24
hsa-miR-125a-5p,20.91,96.8,52.75,34.58,116.12,76.6,109.06,22.49,115.23,102.37,257.5,201.07,64.86,32.01,162.25
hsa-miR-125b-1-3p,1.41,2.81,2.59,0.64,3.89,0.0,1.59,0.75,0.91,2.65,2.81,1.88,0.0,0.39,0.96
hsa-miR-125b-2-3p,0.0,0.31,0.26,0.0,0.0,0.0,0.27,0.0,0.3,0.22,0.0,0.27,0.0,0.0,0.0
hsa-miR-125b-5p,17.39,54.95,44.73,29.78,92.4,60.4,77.49,28.3,94.66,80.08,139.08,171.54,35.96,46.15,64.08
hsa-miR-126-3p,632.11,1858.16,2952.73,1592.28,1440.84,701.9,3459.01,281.49,388.62,3648.39,6794.67,2970.46,1744.29,3559.84,3192.6
hsa-miR-126-5p,5.87,16.55,15.51,9.93,3.54,3.01,23.35,3.75,5.75,18.97,45.94,14.23,7.06,32.41,13.2
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.47,1.56,3.1,0.64,2.48,0.0,4.78,1.12,2.42,1.1,4.34,2.95,1.34,1.18,2.88
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,1.56,1.03,0.0,0.0,3.47,0.0,0.75,0.6,0.66,0.77,1.34,1.01,0.2,0.0
hsa-miR-1268b,0.47,0.31,0.26,0.0,1.42,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.44
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,104.8,128.64,46.28,44.19,175.95,112.47,57.05,14.62,62.3,29.34,26.29,15.03,43.36,21.41,20.16
hsa-miR-127-5p,0.7,3.75,1.55,0.64,0.35,0.0,0.27,0.0,0.6,1.1,0.26,1.07,0.0,0.39,0.0
hsa-miR-1270,0.47,1.87,0.26,0.96,4.25,0.0,0.8,0.0,2.12,2.21,1.28,1.34,1.34,0.59,1.92
hsa-miR-1271-5p,0.47,1.87,2.07,1.28,1.42,0.0,1.86,0.0,0.0,1.76,2.55,3.49,0.67,1.77,1.44
hsa-miR-1273c,1.88,2.5,4.4,0.96,3.54,3.7,6.1,1.12,0.91,2.43,3.57,1.61,2.69,1.57,0.72
hsa-miR-1273h-3p,7.99,45.59,15.25,18.89,33.28,25.92,37.15,6.0,14.52,15.44,25.01,17.18,7.06,5.5,9.6
hsa-miR-1273h-5p,6.81,13.74,6.21,3.2,12.39,11.11,24.94,3.94,6.96,6.84,10.21,9.4,8.74,2.55,7.2
hsa-miR-1276,0.0,0.0,0.0,0.32,0.71,0.0,0.27,0.0,1.51,1.76,0.0,0.81,0.0,0.0,0.24
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.22,1.02,0.0,0.67,0.79,0.24
hsa-miR-1278,0.0,0.0,0.52,0.64,0.0,0.69,0.0,0.0,0.0,1.76,0.77,1.61,1.34,0.98,1.44
hsa-miR-128-1-5p,0.0,0.0,0.52,0.64,0.0,0.46,1.06,0.94,0.91,0.44,2.3,0.0,1.01,0.2,2.16
hsa-miR-128-3p,52.4,212.95,415.76,428.73,192.23,263.13,344.97,44.04,290.33,851.59,1444.68,1028.99,289.03,182.45,698.19
hsa-miR-1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
hsa-miR-1284,0.0,0.0,1.29,0.64,0.0,0.46,0.27,0.0,3.02,4.19,6.64,2.95,1.68,1.77,3.6
hsa-miR-1285-3p,24.67,20.61,45.25,8.0,32.22,47.21,53.6,38.98,49.3,28.68,33.43,32.21,20.5,13.55,28.08
hsa-miR-1285-5p,0.7,2.5,3.36,0.64,7.08,1.85,3.45,2.06,1.21,1.1,2.3,2.15,0.67,1.18,0.72
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.24
hsa-miR-1287-5p,9.63,11.87,9.05,9.29,15.22,12.96,49.09,2.44,7.56,8.38,8.17,12.35,4.03,3.93,13.44
hsa-miR-1288-3p,0.7,1.87,4.14,0.96,2.12,4.4,3.98,0.56,1.21,3.75,1.28,1.34,1.34,0.79,1.92
hsa-miR-1289,0.7,1.25,0.26,1.92,0.0,0.0,0.53,0.37,0.0,0.66,0.26,0.0,0.67,0.39,0.96
hsa-miR-129-1-3p,0.0,0.31,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.3,0.0,0.0,0.27,0.0,0.2,0.0
hsa-miR-129-5p,8.46,16.86,15.25,6.08,20.89,19.21,16.98,7.5,24.19,16.99,17.1,20.67,18.48,4.32,10.08
hsa-miR-1290,0.0,0.0,0.0,0.96,0.0,1.39,0.0,0.0,0.3,1.76,0.0,0.0,0.34,0.79,0.24
hsa-miR-1291,0.0,1.25,2.84,3.84,1.42,7.64,3.72,0.75,0.3,2.43,2.55,1.61,0.0,0.59,1.2
hsa-miR-1292-5p,13.16,11.87,14.22,10.25,95.94,36.56,25.21,9.75,42.95,21.4,13.78,19.6,26.89,7.66,28.8
hsa-miR-1293,0.0,0.0,0.0,0.32,0.0,0.0,0.27,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.24
hsa-miR-1294,0.94,1.87,7.5,2.56,13.81,9.72,13.0,6.18,26.92,20.74,14.8,13.15,6.72,6.68,15.36
hsa-miR-1295a,0.23,0.0,1.03,0.64,0.0,0.0,0.27,0.0,0.0,0.0,0.77,0.27,0.0,0.0,0.0
hsa-miR-1295b-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.94,0.0,0.32,0.0,0.23,0.53,0.0,0.3,0.66,0.51,0.54,0.34,0.2,0.72
hsa-miR-1298-5p,0.0,0.94,1.81,0.32,3.54,1.62,6.37,0.0,0.0,1.76,0.26,1.07,0.34,0.2,0.24
hsa-miR-1299,2.82,5.62,0.0,59.23,9.2,2.31,0.0,17.99,2.12,97.51,0.77,99.87,1.01,0.59,4.08
hsa-miR-1301-3p,19.27,54.02,38.01,39.06,50.27,61.1,94.73,20.24,84.38,65.08,97.49,70.34,35.63,16.3,48.48
hsa-miR-1303,0.23,2.5,3.36,2.24,3.19,0.23,1.86,2.44,4.84,7.94,5.1,0.54,3.36,4.12,8.64
hsa-miR-1304-3p,0.23,0.0,0.0,0.32,0.0,1.85,0.27,0.37,3.33,0.0,4.85,0.0,3.36,0.0,0.0
hsa-miR-1304-5p,15.27,15.61,21.46,12.49,19.47,18.75,33.7,22.68,19.66,38.83,15.06,26.04,9.07,8.64,32.64
hsa-miR-1306-3p,3.29,1.87,11.12,4.16,29.74,28.23,22.56,6.0,11.49,17.43,12.76,10.2,12.77,2.55,15.36
hsa-miR-1306-5p,0.0,0.0,1.03,0.32,2.12,0.93,0.0,0.0,3.02,2.43,6.64,4.83,2.69,0.98,8.64
hsa-miR-1307-3p,453.52,1134.69,726.29,491.8,2922.39,1344.1,1719.29,231.26,847.11,704.22,1170.85,795.97,470.52,125.69,808.59
hsa-miR-1307-5p,5.17,7.49,17.06,4.16,10.27,21.29,21.49,0.56,6.35,5.29,8.42,6.98,2.35,3.14,5.28
hsa-miR-130a-3p,4.93,4.68,12.15,12.49,12.04,10.18,25.47,1.31,4.84,20.96,38.79,12.08,13.44,11.39,19.2
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,2.58,2.81,10.6,4.48,26.2,10.18,25.47,1.87,6.96,16.55,20.42,12.62,6.39,9.03,9.84
hsa-miR-130b-5p,18.33,75.25,42.66,12.49,2.83,7.17,9.02,13.12,32.96,26.69,50.02,24.16,4.71,1.96,13.92
hsa-miR-132-3p,1.17,3.12,4.65,1.6,3.54,1.39,6.1,0.19,2.42,6.84,7.4,4.56,3.7,12.37,4.32
hsa-miR-132-5p,1.17,2.5,18.87,2.56,10.97,5.09,13.8,0.75,1.21,4.85,5.36,5.64,2.69,3.54,4.32
hsa-miR-1323,0.0,0.31,0.26,0.0,0.0,0.23,0.0,0.37,0.91,0.44,2.04,0.81,0.34,0.59,2.64
hsa-miR-133a-3p,4.7,1.87,9.83,2.24,4.96,2.08,13.0,2.81,2.72,2.43,3.83,3.49,3.02,9.03,6.24
hsa-miR-133a-5p,0.0,0.0,0.52,0.0,0.0,0.23,0.8,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.24
hsa-miR-133b,0.0,0.0,0.26,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
hsa-miR-134-5p,389.37,888.02,339.49,289.45,606.78,601.23,274.65,129.69,757.89,204.29,175.83,122.68,119.65,41.05,62.88
hsa-miR-1343-3p,0.7,1.25,1.03,0.96,2.12,2.31,0.8,0.19,0.91,0.22,3.32,1.88,0.67,0.0,1.68
hsa-miR-135a-2-3p,0.23,0.0,0.26,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
hsa-miR-135a-3p,0.0,0.0,0.26,0.0,0.71,1.39,0.53,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.24
hsa-miR-135a-5p,0.0,0.0,0.26,0.32,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.48
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0
hsa-miR-136-3p,0.94,1.56,1.55,0.96,0.0,0.93,0.8,0.0,1.21,2.65,1.53,1.07,1.34,2.16,1.44
hsa-miR-136-5p,2.35,6.24,3.88,5.76,4.96,9.72,3.45,0.0,0.0,2.21,2.04,2.42,1.68,2.95,0.72
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.46,1.06,0.0,0.0,0.22,0.26,0.27,0.0,1.18,0.24
hsa-miR-139-3p,26.55,40.9,39.3,26.9,106.56,93.03,73.77,16.87,64.72,31.55,45.17,42.95,22.52,8.44,22.32
hsa-miR-139-5p,79.89,353.46,289.07,70.12,68.32,125.66,250.24,57.35,162.41,192.16,309.05,197.31,129.06,136.3,197.05
hsa-miR-140-3p,917.38,987.0,4144.68,1742.13,2614.76,3214.44,6737.83,410.05,1534.23,7929.73,5698.08,4078.65,5036.6,7832.79,5488.53
hsa-miR-140-5p,2.35,16.24,63.35,62.76,22.3,7.41,53.07,0.19,9.68,57.58,85.49,44.3,17.81,97.02,33.12
hsa-miR-141-3p,0.23,0.0,0.52,0.32,1.42,1.39,3.45,0.0,0.0,2.65,4.85,4.56,1.01,1.57,2.64
hsa-miR-141-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,10.34,57.45,96.44,72.04,46.73,30.78,83.85,2.25,6.05,43.24,93.4,38.66,17.14,43.99,29.04
hsa-miR-142-5p,390.54,421.53,1268.74,539.51,379.5,441.55,1056.14,105.51,442.76,2184.8,2834.75,1819.32,1364.18,4292.59,2788.19
hsa-miR-143-3p,53.11,265.09,1373.98,478.68,330.65,305.71,950.8,34.11,90.43,320.34,614.26,663.62,245.68,400.84,281.77
hsa-miR-143-5p,4.46,8.43,20.94,2.88,13.81,6.94,17.25,0.94,0.3,3.09,2.55,2.15,2.02,1.77,2.88
hsa-miR-144-3p,4.46,5.93,49.9,29.46,324.63,226.56,301.45,3.56,20.57,136.34,103.87,92.35,81.67,111.36,169.21
hsa-miR-144-5p,13.86,4.68,37.23,7.04,3.54,14.12,16.72,7.68,6.05,15.88,18.37,19.87,10.42,37.12,27.84
hsa-miR-145-3p,3.76,27.48,24.82,14.73,9.91,13.42,22.82,0.75,13.91,12.8,20.67,34.36,10.75,12.96,18.0
hsa-miR-145-5p,5.17,3.75,8.02,4.8,16.64,4.63,56.52,3.56,9.98,4.63,7.66,8.86,13.11,17.87,8.88
hsa-miR-1468-5p,0.47,1.87,4.65,2.24,4.25,4.17,5.31,0.56,8.17,3.53,4.59,4.03,2.02,0.59,3.12
hsa-miR-146a-3p,0.0,1.56,12.93,7.04,7.79,2.08,12.21,0.56,2.42,0.0,5.87,3.49,2.69,5.5,2.64
hsa-miR-146a-5p,2453.0,2359.3,4541.57,7460.95,2628.21,3343.58,11636.43,538.61,6954.09,4439.97,5911.93,3044.02,1357.79,8060.22,2545.78
hsa-miR-146b-3p,4.46,11.24,5.69,3.52,24.07,21.29,16.98,3.75,6.65,11.91,10.97,10.74,5.04,17.68,7.68
hsa-miR-146b-5p,118.67,394.05,632.69,643.57,341.27,551.48,810.15,50.04,280.05,616.41,764.06,553.02,305.5,2796.85,485.3
hsa-miR-147b-3p,1.88,5.93,8.79,0.96,18.76,9.26,11.41,1.31,0.3,2.65,3.83,2.15,2.69,1.96,0.48
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-148a-3p,1975.98,7797.01,29987.8,9744.83,5007.19,4838.33,23028.73,709.34,4182.32,13629.44,20090.52,16525.32,11542.9,14972.51,8996.74
hsa-miR-148a-5p,16.21,52.14,64.64,26.58,30.09,48.14,76.69,12.18,12.4,20.74,31.13,15.03,17.14,18.46,13.44
hsa-miR-148b-3p,241.8,445.26,1100.16,276.64,202.85,210.36,493.58,120.32,221.38,484.04,459.87,335.03,263.49,470.36,365.53
hsa-miR-148b-5p,1.88,2.19,3.62,0.96,2.48,0.46,4.25,1.69,0.0,3.97,4.34,2.95,1.68,4.91,6.24
hsa-miR-149-5p,0.0,0.0,1.29,0.0,0.0,0.46,0.0,0.0,0.0,0.66,1.79,2.42,0.0,0.0,0.48
hsa-miR-150-3p,22.79,25.92,15.77,9.93,44.25,56.47,70.85,9.0,40.53,37.95,48.74,33.56,20.84,42.03,31.68
hsa-miR-150-5p,18.09,17.8,17.06,20.17,92.04,58.09,108.8,14.24,64.12,92.88,119.43,112.48,54.78,899.68,161.05
hsa-miR-151a-3p,1968.47,4818.21,9630.51,4424.32,5877.36,4401.86,12125.76,660.42,4523.46,9630.27,8711.72,5649.38,4266.29,3151.93,5076.91
hsa-miR-151a-5p,3.29,21.23,18.87,8.97,4.6,4.63,17.25,0.94,5.14,18.53,23.99,10.2,5.04,10.61,8.64
hsa-miR-151b,0.23,0.94,2.84,2.24,2.83,1.62,2.65,0.0,1.21,4.85,6.38,0.0,0.0,0.59,3.12
hsa-miR-152-3p,21.62,122.4,256.23,78.45,97.71,67.81,170.36,10.87,73.49,78.54,135.0,113.83,32.26,75.81,42.96
hsa-miR-152-5p,0.0,0.94,0.0,0.0,0.0,1.16,0.8,0.0,0.0,0.0,0.51,0.0,0.0,0.2,0.0
