miRNA,SRR2005874,SRR2005881,SRR2005885,SRR2005886,SRR2005887
hsa-miR-1255b-5p,0.0,0.2,0.12,0.98,0.07
hsa-miR-1256,0.0,0.1,0.0,0.18,0.07
hsa-miR-1257,0.0,0.0,0.0,0.18,0.0
hsa-miR-125a-3p,0.08,7.91,5.36,20.04,7.28
hsa-miR-125a-5p,45.82,773.8,3013.42,2996.76,4161.13
hsa-miR-125b-2-3p,0.08,0.0,0.06,3.81,0.0
hsa-miR-125b-5p,3.6,10.18,30.13,202.5,46.14
hsa-miR-126-3p,29.15,76.18,56.16,1408.83,55.14
hsa-miR-126-5p,547.76,2137.52,778.93,30663.32,873.26
hsa-miR-1260a,0.0,0.0,0.0,0.09,0.07
hsa-miR-1260b,1.53,5.73,7.32,175.99,9.21
hsa-miR-1262,0.0,0.0,0.0,0.0,0.21
hsa-miR-1263,0.0,0.0,0.0,0.18,0.0
hsa-miR-1267,0.15,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,9.93,1.93
hsa-miR-1268b,0.08,1.88,5.82,0.18,0.64
hsa-miR-1269a,0.0,0.0,0.0,1.06,0.0
hsa-miR-127-3p,481.96,58.2,62.85,20054.08,13.0
hsa-miR-127-5p,0.77,0.3,0.4,30.77,0.07
hsa-miR-1270,0.0,0.0,1.04,0.18,1.29
hsa-miR-1271-5p,0.0,11.46,13.42,0.0,13.86
hsa-miR-1273c,0.0,0.0,0.0,0.09,0.0
hsa-miR-1273h-3p,3.6,3.66,9.91,168.01,10.36
hsa-miR-1273h-5p,0.69,0.3,0.98,12.32,1.14
hsa-miR-1275,0.31,14.33,47.58,32.01,69.35
hsa-miR-1276,0.0,0.0,1.56,0.89,0.36
hsa-miR-1277-3p,0.0,0.0,0.06,0.09,1.79
hsa-miR-1278,0.0,0.0,0.63,0.71,0.71
hsa-miR-128-1-5p,0.61,6.13,11.58,78.64,10.5
hsa-miR-128-3p,8.57,82.9,155.71,272.46,157.41
hsa-miR-1284,0.0,0.4,0.12,2.04,0.79
hsa-miR-1285-3p,0.54,3.16,4.49,16.76,5.0
hsa-miR-1285-5p,0.77,1.19,1.04,1.24,0.21
hsa-miR-1286,0.0,0.0,0.29,0.62,0.29
hsa-miR-1287-5p,0.23,1.28,0.52,0.27,1.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.29
hsa-miR-129-1-3p,0.0,0.0,0.12,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.06,0.09,0.0
hsa-miR-129-5p,0.0,0.0,0.17,0.98,0.0
hsa-miR-1291,0.31,3.16,2.53,0.35,2.79
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.07
hsa-miR-1292-5p,0.0,0.0,0.12,0.18,0.0
hsa-miR-1293,0.08,0.0,0.0,0.71,0.0
hsa-miR-1294,0.46,0.79,1.27,3.46,1.79
hsa-miR-1296-3p,0.0,0.0,0.0,0.44,0.14
hsa-miR-1296-5p,1.15,1.28,2.25,28.81,1.79
hsa-miR-1299,0.15,0.69,0.86,0.89,0.14
hsa-miR-1301-3p,0.08,5.34,8.53,2.22,8.93
hsa-miR-1302,0.54,0.0,0.06,0.27,0.0
hsa-miR-1303,0.84,0.89,1.84,44.69,14.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.35,0.0
hsa-miR-1304-5p,0.08,0.69,0.35,8.87,0.64
hsa-miR-1306-3p,0.08,0.0,0.06,2.31,0.64
hsa-miR-1306-5p,0.31,1.58,0.46,4.97,0.29
hsa-miR-1307-3p,4.59,30.63,64.81,138.13,60.92
hsa-miR-1307-5p,7.88,192.49,218.61,573.55,430.31
hsa-miR-130a-3p,0.31,67.19,24.37,0.27,36.07
hsa-miR-130b-3p,30.68,18.38,73.39,718.16,35.85
hsa-miR-130b-5p,2.75,6.42,30.76,370.96,23.07
hsa-miR-132-3p,0.92,16.01,367.58,15.43,55.28
hsa-miR-132-5p,0.0,1.19,52.54,3.28,8.07
hsa-miR-1322,0.0,0.0,0.0,0.0,0.21
hsa-miR-1323,0.38,1.28,0.63,1.86,0.5
hsa-miR-133a-3p,0.0,1.38,8.06,0.35,1.71
hsa-miR-134-3p,0.08,0.0,0.0,2.75,0.0
hsa-miR-134-5p,4.59,2.08,1.44,95.13,0.07
hsa-miR-1343-3p,0.0,0.4,1.09,2.66,0.64
hsa-miR-1343-5p,0.0,0.0,0.0,0.09,0.0
hsa-miR-135a-3p,0.0,0.0,1.04,0.53,0.0
hsa-miR-135a-5p,0.0,0.0,1.38,0.89,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.8,0.07
hsa-miR-135b-5p,0.0,0.0,0.58,6.83,0.07
hsa-miR-136-3p,12.93,3.36,3.34,600.95,0.43
hsa-miR-136-5p,0.15,0.2,0.06,40.87,0.07
hsa-miR-137-3p,0.0,0.0,0.06,0.0,0.14
hsa-miR-138-1-3p,0.0,0.2,0.12,0.0,0.0
hsa-miR-138-5p,0.0,0.0,1.21,0.0,0.71
hsa-miR-139-3p,0.08,0.0,0.17,0.35,0.0
hsa-miR-139-5p,0.15,5.43,2.25,2.48,1.5
hsa-miR-140-3p,14.23,317.98,517.12,342.85,730.78
hsa-miR-140-5p,0.23,22.53,29.9,15.43,48.35
hsa-miR-141-3p,0.15,80.73,299.03,5.5,478.88
hsa-miR-141-5p,0.08,0.1,0.69,0.35,0.43
hsa-miR-142-3p,0.99,428.95,568.1,248.25,1134.52
hsa-miR-142-5p,85.15,10786.4,24885.45,4724.95,40494.05
hsa-miR-143-3p,4.05,23052.13,781.7,8.33,10894.41
hsa-miR-143-5p,0.0,0.2,0.0,0.0,0.14
hsa-miR-144-3p,0.54,400.49,1.56,76.07,16.43
hsa-miR-144-5p,6.66,237.25,3.57,528.25,19.21
hsa-miR-145-3p,0.0,5.04,0.12,1.6,2.14
hsa-miR-145-5p,0.54,48.81,0.52,3.46,5.86
hsa-miR-1468-5p,0.08,2.96,8.87,3.64,17.57
hsa-miR-146a-3p,0.08,0.0,15.21,0.0,7.0
hsa-miR-146a-5p,5.43,5013.66,38618.55,7.54,20527.32
hsa-miR-146b-3p,3.83,33.2,299.72,222.54,333.11
hsa-miR-146b-5p,2033.81,15769.83,85140.82,79372.28,106809.21
hsa-miR-147a,0.0,0.0,0.06,0.0,0.0
hsa-miR-147b-3p,0.0,0.49,31.22,0.35,22.78
hsa-miR-147b-5p,0.0,0.0,1.21,0.0,0.64
hsa-miR-148a-3p,25.32,9924.66,5104.25,927.58,6477.95
hsa-miR-148a-5p,0.61,107.01,56.05,38.39,74.35
hsa-miR-148b-3p,5.51,674.79,302.25,230.79,359.82
hsa-miR-148b-5p,2.3,26.48,36.23,94.16,43.92
hsa-miR-149-3p,0.0,0.0,0.12,0.0,0.14
hsa-miR-149-5p,0.0,0.1,0.52,0.35,0.57
hsa-miR-150-3p,0.0,13.24,61.93,0.0,37.28
hsa-miR-150-5p,0.46,1914.0,6054.26,0.89,8324.33
hsa-miR-151a-3p,119.57,1022.02,374.66,3735.75,368.1
hsa-miR-151a-5p,61.28,502.27,408.82,2998.62,566.65
hsa-miR-151b,0.99,27.96,50.46,8.42,72.42
hsa-miR-152-3p,0.23,3.16,10.89,0.09,10.86
hsa-miR-152-5p,0.0,0.1,3.17,0.62,1.93
hsa-miR-153-3p,0.0,1.28,3.69,0.18,6.86
hsa-miR-153-5p,0.0,0.0,0.23,0.0,0.07
hsa-miR-1537-3p,0.0,0.59,0.69,0.18,1.36
hsa-miR-1538,0.0,0.3,0.69,0.89,0.36
hsa-miR-154-3p,0.0,0.0,0.0,2.39,0.0
hsa-miR-154-5p,0.23,0.3,0.12,4.34,0.0
hsa-miR-155-3p,0.0,0.0,0.35,0.0,0.14
hsa-miR-155-5p,0.23,129.84,2333.46,0.35,839.77
hsa-miR-15a-3p,0.0,0.4,0.17,0.18,0.43
hsa-miR-15a-5p,2.83,365.11,453.41,87.69,663.5
hsa-miR-15b-3p,0.38,15.12,21.72,51.25,18.36
hsa-miR-15b-5p,7.65,294.17,269.01,314.13,316.89
hsa-miR-16-1-3p,0.0,0.4,0.86,1.42,0.86
hsa-miR-16-2-3p,0.69,45.75,70.11,52.93,80.71
hsa-miR-16-5p,113.91,8109.27,5850.46,3148.73,9226.8
hsa-miR-17-3p,3.6,18.77,41.19,238.5,42.28
hsa-miR-17-5p,44.91,110.28,132.84,2611.79,141.77
hsa-miR-181a-2-3p,0.54,49.21,50.29,18.44,116.42
hsa-miR-181a-3p,0.46,84.88,456.35,0.27,215.98
hsa-miR-181a-5p,75.58,20132.91,37440.82,128.12,52655.54
hsa-miR-181b-2-3p,0.0,0.79,1.15,0.18,1.29
hsa-miR-181b-3p,0.0,0.4,3.63,0.0,2.0
hsa-miR-181b-5p,2.91,450.69,1181.01,15.16,939.19
hsa-miR-181c-3p,0.08,19.07,35.08,5.59,19.07
hsa-miR-181c-5p,1.61,215.21,559.05,11.08,589.72
hsa-miR-181d-3p,0.0,0.0,0.06,0.0,0.14
hsa-miR-181d-5p,0.08,16.6,36.23,2.13,19.21
hsa-miR-182-3p,0.15,0.0,0.0,7.71,0.0
hsa-miR-182-5p,2165.01,6191.21,256.28,69003.75,1420.49
hsa-miR-1825,0.0,0.0,0.0,0.09,0.0
hsa-miR-183-3p,0.84,0.59,0.17,25.36,0.21
hsa-miR-183-5p,360.86,2228.72,78.4,14040.0,367.32
hsa-miR-184,0.08,0.2,0.52,0.09,0.0
hsa-miR-1843,0.31,9.49,10.43,4.7,12.14
hsa-miR-185-3p,1.68,1.88,2.94,28.28,4.43
hsa-miR-185-5p,1.99,57.9,24.94,170.32,39.14
hsa-miR-186-3p,0.0,0.0,0.12,0.27,0.64
hsa-miR-186-5p,229.74,3122.78,5884.45,5645.26,8729.71
hsa-miR-187-3p,0.0,4.25,0.98,0.09,1.43
hsa-miR-187-5p,0.0,0.69,0.06,0.0,0.0
hsa-miR-188-3p,0.08,0.1,1.04,1.68,4.5
hsa-miR-188-5p,0.0,0.2,0.69,2.22,1.93
hsa-miR-18a-3p,2.3,1.38,4.95,105.6,3.5
hsa-miR-18a-5p,7.11,31.72,16.01,295.42,14.86
hsa-miR-18b-3p,0.0,0.0,1.56,0.0,0.07
hsa-miR-18b-5p,0.0,0.79,3.05,0.0,0.43
hsa-miR-1908-3p,0.0,0.1,0.0,9.93,0.14
hsa-miR-1908-5p,0.15,0.99,0.86,33.16,0.36
hsa-miR-1909-3p,0.0,0.0,0.0,0.09,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.09,0.0
hsa-miR-190a-3p,0.0,0.0,0.23,0.0,0.0
hsa-miR-190a-5p,0.0,19.27,10.08,0.62,6.57
hsa-miR-190b-5p,0.0,2.17,1.44,0.62,3.0
hsa-miR-191-3p,0.23,2.57,6.28,26.69,5.71
hsa-miR-191-5p,1977.51,186331.37,40995.61,61027.06,47196.69
hsa-miR-1910-3p,0.0,0.49,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,1.58,0.63,0.09,0.29
hsa-miR-1914-5p,0.0,0.0,0.0,0.62,0.0
hsa-miR-192-3p,0.0,0.1,0.23,0.27,0.36
hsa-miR-192-5p,66.48,1936.93,3910.79,2390.49,4569.94
hsa-miR-193a-3p,0.0,1.38,3.51,0.0,1.71
hsa-miR-193a-5p,0.08,24.8,41.48,1.6,45.92
hsa-miR-193b-3p,0.61,0.99,18.84,49.56,10.5
hsa-miR-193b-5p,0.0,0.0,0.46,1.42,0.43
hsa-miR-194-3p,0.0,0.0,0.23,0.09,0.07
hsa-miR-194-5p,0.92,23.91,74.71,30.68,74.71
hsa-miR-195-3p,0.08,0.0,0.86,0.89,0.14
hsa-miR-195-5p,0.08,1.98,11.0,2.13,3.71
hsa-miR-196a-1-3p,0.0,0.1,0.4,0.09,0.71
hsa-miR-196a-5p,0.31,0.2,4.61,4.26,9.64
hsa-miR-196b-3p,0.0,0.0,0.12,0.0,0.29
hsa-miR-196b-5p,0.0,14.23,8.35,0.27,14.21
hsa-miR-197-3p,9.03,200.99,196.32,223.43,370.6
hsa-miR-197-5p,0.0,0.0,0.29,1.24,0.71
hsa-miR-1972,0.0,0.0,0.0,0.09,0.21
hsa-miR-1976,0.0,0.0,0.06,0.0,0.07
hsa-miR-199a-3p,0.38,95.55,23.1,12.94,91.49
hsa-miR-199a-5p,0.15,13.93,1.32,0.0,3.07
hsa-miR-199b-3p,0.46,39.13,5.41,3.1,13.86
hsa-miR-199b-5p,0.23,59.68,7.55,15.25,41.07
hsa-miR-19a-3p,12.16,75.59,92.69,844.68,121.77
hsa-miR-19a-5p,0.23,0.4,0.4,17.91,0.86
hsa-miR-19b-1-5p,0.15,0.0,0.12,5.32,0.57
hsa-miR-19b-3p,33.66,240.12,400.47,1787.15,493.38
hsa-miR-200a-3p,0.0,0.59,2.25,0.09,3.21
hsa-miR-200a-5p,0.0,0.0,0.17,0.0,0.29
hsa-miR-200b-3p,0.0,2.08,6.97,0.71,3.36
hsa-miR-200b-5p,0.0,0.1,0.12,0.0,0.07
hsa-miR-200c-3p,0.0,5.24,6.57,3.46,8.14
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.07
hsa-miR-202-3p,0.15,0.0,0.06,0.8,0.0
hsa-miR-202-5p,0.31,0.0,0.0,2.66,0.0
hsa-miR-203a-3p,0.08,1.28,0.75,0.0,0.43
hsa-miR-204-5p,0.08,0.69,0.98,2.22,0.14
hsa-miR-205-5p,0.0,0.0,0.12,0.0,0.14
hsa-miR-206,0.0,0.0,0.0,0.0,0.21
hsa-miR-208a-3p,0.0,0.0,0.06,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.12,0.0,0.07
hsa-miR-20a-3p,0.08,0.49,1.79,16.93,2.36
hsa-miR-20a-5p,47.74,149.21,268.44,3787.97,281.18
hsa-miR-20b-3p,0.0,0.49,1.21,0.0,0.07
hsa-miR-20b-5p,0.08,14.13,68.2,0.0,14.14
hsa-miR-21-3p,15.61,168.18,3732.16,1086.9,3628.69
hsa-miR-21-5p,113.22,19786.27,71455.88,6537.99,71202.07
hsa-miR-210-3p,3.67,6.92,32.37,135.39,12.14
hsa-miR-210-5p,0.38,0.69,4.49,45.22,2.64
hsa-miR-211-5p,0.0,0.0,0.06,0.0,0.14
hsa-miR-2110,0.0,1.48,2.77,2.04,3.36
hsa-miR-2114-3p,0.0,0.0,0.17,0.0,0.21
hsa-miR-2115-3p,0.0,11.56,0.4,0.0,5.21
hsa-miR-2115-5p,0.0,0.89,0.0,0.0,0.79
hsa-miR-2116-3p,0.0,0.0,1.84,0.0,0.29
hsa-miR-2116-5p,0.0,0.0,0.23,0.0,0.07
hsa-miR-212-3p,0.15,2.57,54.15,1.86,7.5
hsa-miR-212-5p,0.15,3.26,84.22,4.61,9.78
hsa-miR-215-5p,1.22,2.27,7.37,19.42,9.5
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.07
hsa-miR-218-1-3p,0.0,0.0,0.06,6.47,0.0
hsa-miR-218-5p,0.54,1.28,3.46,56.48,1.21
hsa-miR-219a-1-3p,0.15,0.0,0.92,9.22,0.29
hsa-miR-219a-5p,0.0,0.2,0.17,0.71,0.21
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.07
hsa-miR-22-3p,203.34,5460.49,17542.16,5469.0,23632.49
hsa-miR-22-5p,0.0,3.56,16.94,2.48,18.14
hsa-miR-221-3p,0.38,381.61,1032.39,3.01,577.37
hsa-miR-221-5p,0.08,58.2,155.53,1.15,66.85
hsa-miR-222-3p,0.38,416.5,922.94,5.67,329.32
hsa-miR-222-5p,0.0,1.88,1.38,0.0,0.64
hsa-miR-223-3p,7.88,3003.61,618.73,503.33,6353.18
hsa-miR-223-5p,2.22,302.56,29.15,200.64,73.56
hsa-miR-224-3p,0.0,0.0,0.0,5.23,0.0
hsa-miR-224-5p,12.01,1.09,3.92,880.14,0.93
hsa-miR-2277-3p,0.0,0.0,0.12,0.09,0.14
hsa-miR-2277-5p,0.0,1.19,2.19,2.84,3.29
hsa-miR-2278,0.08,0.0,0.06,0.09,0.14
hsa-miR-2355-3p,0.0,1.28,0.75,0.0,1.21
hsa-miR-2355-5p,0.08,11.17,4.55,0.0,15.28
hsa-miR-23a-3p,6.96,597.13,695.87,143.01,972.4
hsa-miR-23a-5p,0.0,13.93,12.04,19.59,12.36
hsa-miR-23b-3p,2.14,29.15,64.4,37.77,127.06
hsa-miR-23b-5p,0.0,0.0,0.0,0.53,0.14
hsa-miR-23c,0.0,0.0,0.0,0.0,0.07
hsa-miR-24-1-5p,0.0,0.0,0.0,0.35,0.0
hsa-miR-24-2-5p,0.15,31.32,41.19,8.87,63.35
hsa-miR-24-3p,3.14,959.08,654.22,107.19,1106.31
hsa-miR-2467-5p,0.38,14.13,11.69,37.86,16.93
hsa-miR-25-3p,173.66,2883.85,2439.39,4650.74,3022.61
hsa-miR-25-5p,4.9,4.45,7.43,70.04,5.29
hsa-miR-2681-3p,0.0,0.0,0.17,0.0,0.0
hsa-miR-2681-5p,0.0,0.0,0.06,0.0,0.0
hsa-miR-26a-1-3p,0.08,0.59,0.17,3.19,0.21
hsa-miR-26a-2-3p,0.0,2.57,7.95,18.18,10.36
hsa-miR-26a-5p,142.6,12291.82,30182.61,6195.67,40258.72
hsa-miR-26b-3p,0.38,32.21,17.8,30.59,30.0
hsa-miR-26b-5p,15.99,2489.79,3489.99,1319.73,6527.31
hsa-miR-27a-3p,9.41,1261.25,2329.88,437.28,3522.13
hsa-miR-27a-5p,0.61,20.36,18.32,36.97,21.0
hsa-miR-27b-3p,75.35,1616.48,1896.12,2650.71,2784.92
hsa-miR-27b-5p,0.08,0.99,2.71,26.78,1.14
hsa-miR-28-3p,0.61,758.78,1309.47,0.35,1862.66
hsa-miR-28-5p,0.23,116.2,222.99,0.0,387.89
hsa-miR-296-3p,0.0,0.0,0.46,0.0,0.07
hsa-miR-296-5p,0.0,0.59,1.5,0.0,0.86
hsa-miR-299-3p,3.06,0.3,0.35,131.66,0.0
hsa-miR-299-5p,0.61,0.0,0.12,36.97,0.0
hsa-miR-29a-3p,0.84,493.17,2945.33,35.46,3114.74
hsa-miR-29a-5p,0.0,1.78,4.21,0.09,4.79
hsa-miR-29b-1-5p,0.0,1.68,3.8,0.71,4.64
hsa-miR-29b-2-5p,0.0,0.79,1.15,0.0,2.0
hsa-miR-29b-3p,0.08,57.51,125.18,2.31,167.91
hsa-miR-29c-3p,0.08,74.8,279.9,14.63,348.61
hsa-miR-29c-5p,0.0,5.24,6.22,0.27,7.93
hsa-miR-301a-3p,2.91,208.3,132.55,282.3,165.2
hsa-miR-301a-5p,0.0,1.38,0.75,2.39,0.64
hsa-miR-301b-3p,5.66,26.98,51.9,551.03,33.0
hsa-miR-301b-5p,0.0,0.0,0.0,1.42,0.0
hsa-miR-3064-3p,0.0,0.0,0.12,0.0,0.21
hsa-miR-3064-5p,0.0,0.0,0.0,0.09,0.29
hsa-miR-3065-3p,0.0,0.3,0.0,0.27,0.21
hsa-miR-3065-5p,0.0,0.0,0.35,0.44,0.5
hsa-miR-3074-3p,0.0,0.0,0.12,0.62,0.5
hsa-miR-3074-5p,0.0,0.0,0.17,1.15,0.14
hsa-miR-30a-3p,0.08,2.27,1.15,0.09,0.86
hsa-miR-30a-5p,1.61,204.74,48.62,2.31,35.42
hsa-miR-30b-3p,0.0,1.78,2.82,10.99,3.86
hsa-miR-30b-5p,11.78,138.54,507.04,302.96,546.23
hsa-miR-30c-1-3p,0.77,24.31,13.71,52.75,16.93
hsa-miR-30c-2-3p,0.0,0.0,0.06,0.0,0.0
hsa-miR-30c-5p,26.85,810.07,1007.1,997.18,1403.57
hsa-miR-30d-3p,0.99,17.19,38.94,114.91,48.07
hsa-miR-30d-5p,163.64,2777.53,5019.57,5648.98,6587.16
hsa-miR-30e-3p,9.87,558.79,261.06,302.69,508.45
hsa-miR-30e-5p,110.93,3891.54,5430.75,4990.93,8696.29
hsa-miR-31-3p,0.0,0.2,0.23,0.0,0.36
hsa-miR-31-5p,0.0,9.88,27.07,0.0,25.21
hsa-miR-3115,0.0,0.0,0.23,0.98,0.0
hsa-miR-3116,0.0,0.0,0.0,0.0,0.14
hsa-miR-3117-3p,0.0,0.4,0.0,0.0,0.07
hsa-miR-3118,0.0,0.0,0.0,0.09,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.07
hsa-miR-3120-5p,0.0,0.0,0.12,0.0,0.0
hsa-miR-3121-3p,0.15,0.0,0.12,0.62,0.29
hsa-miR-3122,0.0,0.0,0.0,0.09,0.0
hsa-miR-3124-5p,0.0,0.0,0.17,0.35,0.07
hsa-miR-3127-3p,0.08,0.0,0.12,0.35,0.14
hsa-miR-3127-5p,0.0,0.49,0.58,2.04,0.86
hsa-miR-3128,0.0,0.0,0.06,0.27,0.0
hsa-miR-3129-3p,0.0,0.0,0.06,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,1.09,0.62,0.5
hsa-miR-3130-5p,0.23,0.0,0.0,2.13,0.0
hsa-miR-3131,0.0,0.0,0.0,0.09,0.0
hsa-miR-3133,0.0,0.0,0.29,0.0,0.14
hsa-miR-3134,0.0,0.0,0.06,0.09,0.07
hsa-miR-3135a,0.0,0.0,0.06,0.0,0.0
hsa-miR-3135b,0.0,0.1,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,1.48,0.52,0.35,0.29
hsa-miR-3138,0.0,0.0,0.06,0.0,0.0
hsa-miR-3139,0.0,0.49,0.0,0.0,0.07
hsa-miR-3140-3p,0.0,0.4,0.29,1.33,0.57
hsa-miR-3140-5p,0.0,0.0,0.17,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.18,0.0
hsa-miR-3142,0.0,0.0,0.0,0.0,0.21
hsa-miR-3143,0.0,1.19,0.75,0.35,0.43
hsa-miR-3144-3p,0.0,0.0,0.0,0.27,0.0
hsa-miR-3144-5p,0.0,0.0,0.0,1.33,0.0
hsa-miR-3145-3p,0.0,0.0,0.17,0.0,0.0
