miRNA,SRR12042397,SRR12042398,SRR12042399,SRR12042400,SRR12042401,SRR12042402,SRR12042403,SRR12042404,SRR12042405,SRR12042406,SRR12042407,SRR12042408,SRR12042409,SRR12042410,SRR12042411,SRR12042412,SRR12042413,SRR12042414,SRR12042415,SRR12042416,SRR12042417,SRR12042418,SRR12042419,SRR12042420,SRR12042421,SRR12042422,SRR12042423,SRR12042424,SRR12042425,SRR12042426,SRR12042427,SRR12042428,SRR12042429,SRR12042430,SRR12042431,SRR12042432,SRR12042433,SRR12042434,SRR12042435,SRR12042436,SRR12042437,SRR12042438,SRR12042439,SRR12042440,SRR12042441,SRR12042442,SRR12042443,SRR12042444,SRR12042445,SRR12042446,SRR12042447,SRR12042448,SRR12042449,SRR12042450,SRR12042451,SRR12042452,SRR12042453,SRR12042454,SRR12042455,SRR12042456
hsa-let-7g-5p,240119.0,212474.0,53691.0,181185.0,39874.0,42755.0,220505.0,63080.0,60610.0,91955.0,230754.0,18698.0,37268.0,77535.0,69268.0,16904.0,21880.0,33192.0,8636.0,9852.0,44960.0,17622.0,64392.0,54340.0,57949.0,39624.0,164906.0,186054.0,124929.0,201058.0,63899.0,71117.0,142695.0,67115.0,83572.0,99803.0,37931.0,184356.0,72163.0,23179.0,29095.0,151792.0,31836.0,48331.0,96130.0,35590.0,42394.0,75270.0,117570.0,82604.0,75518.0,8932.0,46752.0,120241.0,43260.0,84614.0,204319.0,307837.0,67010.0,55596.0
hsa-let-7i-3p,147.0,109.0,21.0,54.0,44.0,76.0,84.0,28.0,44.0,59.0,169.0,21.0,23.0,51.0,64.0,9.0,38.0,19.0,2.0,1.0,11.0,9.0,29.0,143.0,26.0,39.0,118.0,127.0,55.0,178.0,41.0,70.0,100.0,67.0,51.0,57.0,16.0,76.0,55.0,9.0,22.0,121.0,23.0,81.0,96.0,38.0,26.0,61.0,103.0,55.0,31.0,7.0,28.0,67.0,36.0,68.0,106.0,290.0,43.0,26.0
hsa-let-7i-5p,673718.0,438474.0,248444.0,438774.0,114000.0,189784.0,465472.0,137333.0,151682.0,300591.0,714422.0,56127.0,115049.0,167219.0,251707.0,74868.0,116250.0,117599.0,45416.0,62429.0,150852.0,122582.0,240400.0,202929.0,146720.0,225026.0,526033.0,787371.0,309071.0,502854.0,466512.0,262485.0,534034.0,249083.0,397042.0,591679.0,164493.0,624088.0,185119.0,91155.0,139498.0,457540.0,103473.0,164663.0,301767.0,137698.0,89974.0,289568.0,214827.0,252491.0,253004.0,46446.0,102478.0,341943.0,247025.0,197316.0,586221.0,668341.0,370455.0,279750.0
hsa-miR-1-3p,909.0,5521.0,960.0,1119.0,129.0,322.0,1173.0,226.0,662.0,386.0,1452.0,86.0,157.0,347.0,366.0,457.0,886.0,364.0,244.0,472.0,480.0,544.0,113.0,174.0,56.0,750.0,418.0,1069.0,890.0,963.0,1034.0,1599.0,453.0,384.0,526.0,807.0,429.0,517.0,352.0,291.0,2005.0,2563.0,332.0,551.0,1983.0,17762.0,16378.0,409.0,23187.0,20927.0,19871.0,38.0,82.0,510.0,222.0,279.0,496.0,500.0,272.0,692.0
hsa-miR-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,3782.0,11984.0,819.0,7674.0,3508.0,2379.0,4937.0,2594.0,2879.0,2540.0,8136.0,800.0,487.0,2257.0,8918.0,1567.0,6916.0,1610.0,230.0,402.0,1578.0,553.0,1164.0,1802.0,1797.0,2085.0,40089.0,6061.0,3359.0,29138.0,13811.0,3011.0,3788.0,1832.0,2542.0,4040.0,912.0,3144.0,2371.0,744.0,1259.0,2603.0,1458.0,1620.0,2590.0,1278.0,1112.0,1743.0,2248.0,3923.0,2349.0,514.0,1267.0,2153.0,1672.0,3221.0,3600.0,4888.0,1043.0,3077.0
hsa-miR-101-2-5p,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-101-3p,131363.0,115021.0,23492.0,121608.0,22344.0,27323.0,72704.0,29265.0,13863.0,36121.0,69617.0,14671.0,21606.0,33188.0,60919.0,6527.0,17457.0,10551.0,5156.0,5756.0,19678.0,6973.0,35651.0,82492.0,37896.0,31540.0,134640.0,113177.0,53299.0,111550.0,25687.0,21710.0,130350.0,47608.0,34641.0,57902.0,19097.0,104500.0,42384.0,7174.0,13342.0,83047.0,13954.0,44279.0,41796.0,21939.0,15564.0,52492.0,101557.0,65510.0,41752.0,11019.0,22133.0,71172.0,26846.0,107760.0,209159.0,256859.0,34588.0,22343.0
hsa-miR-101-5p,29.0,15.0,0.0,33.0,9.0,3.0,4.0,6.0,2.0,10.0,7.0,3.0,10.0,9.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,9.0,19.0,6.0,5.0,14.0,20.0,7.0,17.0,10.0,1.0,19.0,5.0,9.0,16.0,5.0,20.0,5.0,3.0,2.0,10.0,3.0,13.0,6.0,1.0,2.0,12.0,27.0,0.0,3.0,0.0,0.0,11.0,9.0,12.0,38.0,25.0,12.0,3.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10399-3p,314.0,190.0,93.0,324.0,59.0,133.0,397.0,113.0,160.0,205.0,874.0,43.0,100.0,146.0,196.0,73.0,51.0,122.0,29.0,17.0,77.0,65.0,112.0,211.0,160.0,158.0,561.0,641.0,208.0,283.0,219.0,195.0,277.0,206.0,594.0,450.0,76.0,537.0,115.0,45.0,113.0,540.0,57.0,84.0,298.0,96.0,94.0,228.0,260.0,357.0,188.0,52.0,76.0,210.0,194.0,155.0,534.0,385.0,225.0,139.0
hsa-miR-10399-5p,2.0,13.0,0.0,4.0,2.0,0.0,7.0,2.0,4.0,0.0,13.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,2.0,8.0,5.0,0.0,13.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,19.0,3.0,1.0,0.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,6.0,0.0,12.0,6.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0
hsa-miR-103a-3p,12283.0,3860.0,1672.0,5054.0,671.0,6949.0,421.0,970.0,5165.0,1766.0,11825.0,2307.0,376.0,712.0,5130.0,675.0,915.0,3156.0,405.0,524.0,165.0,501.0,912.0,674.0,6540.0,1650.0,961.0,8657.0,1442.0,8185.0,4740.0,4160.0,25614.0,4537.0,2382.0,12662.0,1744.0,7977.0,169.0,505.0,1670.0,1353.0,19.0,3110.0,1039.0,3569.0,20.0,3439.0,1330.0,9364.0,2841.0,1110.0,1058.0,3246.0,2824.0,757.0,1706.0,1559.0,515.0,2365.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,19.0,9.0,0.0,6.0,1.0,2.0,18.0,7.0,31.0,9.0,17.0,1.0,8.0,0.0,6.0,8.0,9.0,14.0,2.0,6.0,20.0,1.0,2.0,1.0,0.0,1.0,24.0,6.0,33.0,6.0,5.0,4.0,7.0,0.0,13.0,9.0,2.0,11.0,8.0,1.0,7.0,18.0,1.0,9.0,26.0,3.0,0.0,6.0,6.0,28.0,6.0,4.0,3.0,13.0,13.0,21.0,12.0,3.0,5.0,3.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,6.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,3.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0
hsa-miR-106a-3p,57.0,42.0,15.0,46.0,22.0,7.0,32.0,18.0,1.0,30.0,14.0,7.0,0.0,8.0,36.0,6.0,14.0,2.0,0.0,3.0,2.0,3.0,25.0,54.0,19.0,34.0,128.0,34.0,20.0,64.0,18.0,9.0,64.0,24.0,29.0,33.0,12.0,67.0,17.0,6.0,11.0,23.0,4.0,19.0,25.0,16.0,4.0,15.0,41.0,22.0,16.0,7.0,3.0,34.0,9.0,36.0,53.0,66.0,6.0,18.0
