miRNA,SRR23498929,SRR23498930,SRR23498931,SRR23498932,SRR23498933,SRR23498934
hsa-let-7a-5p,10.73,10.74,18.45,128.17,3.23,2.19
hsa-let-7b-5p,37.55,65.34,109.01,156.27,20.49,15.3
hsa-let-7c-3p,0.0,0.9,0.0,0.0,0.0,0.0
hsa-let-7c-5p,3.35,0.9,6.71,3.51,0.0,0.0
hsa-let-7e-5p,0.67,0.9,1.68,1.76,0.0,1.09
hsa-let-7f-5p,7.38,17.9,22.64,7.02,0.0,0.0
hsa-let-7g-5p,0.67,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,0.0,9.85,15.93,6.15,1.08,2.19
hsa-miR-1-3p,0.0,0.0,0.84,0.0,0.0,2.19
hsa-miR-100-5p,0.0,0.0,0.0,4.39,2.16,0.0
hsa-miR-101-3p,107.28,210.34,266.66,130.81,34.5,33.89
hsa-miR-103a-3p,950.77,1399.0,2185.31,423.15,204.86,333.41
hsa-miR-106b-3p,0.0,0.9,0.84,0.0,0.0,0.0
hsa-miR-107,6.71,12.53,14.26,13.17,6.47,1.09
hsa-miR-10a-5p,8.72,8.06,14.26,0.0,1.08,5.47
hsa-miR-10b-3p,0.0,0.0,1.68,0.0,0.0,0.0
hsa-miR-10b-5p,0.67,0.0,0.84,0.0,0.0,0.0
hsa-miR-1179,0.0,0.9,0.0,0.88,0.0,0.0
hsa-miR-12136,10.73,15.22,14.26,0.0,2.16,4.37
hsa-miR-122-5p,0.0,0.0,0.0,0.0,1.08,0.0
hsa-miR-1231,0.0,0.0,0.84,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,8.78,0.0,0.0
hsa-miR-1246,0.67,0.0,0.0,0.88,0.0,1.09
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,1.08,0.0
hsa-miR-125a-5p,0.67,12.53,13.42,7.9,3.23,1.09
hsa-miR-125b-5p,0.67,6.27,2.52,47.41,20.49,1.09
hsa-miR-126-3p,26.82,29.54,72.12,0.0,8.63,7.65
hsa-miR-126-5p,1.34,0.0,4.19,0.0,0.0,0.0
hsa-miR-127-3p,36.88,76.98,114.05,188.75,25.88,25.14
hsa-miR-1273h-5p,0.0,0.0,0.84,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.84,2.63,0.0,0.0
hsa-miR-1285-5p,0.0,0.9,0.84,0.0,0.0,1.09
hsa-miR-1297,0.0,0.0,0.0,0.0,1.08,0.0
hsa-miR-1301-3p,0.67,0.0,1.68,0.0,0.0,0.0
hsa-miR-1307-3p,82.47,138.74,220.54,11.41,32.35,40.45
hsa-miR-130a-5p,0.0,2.69,0.84,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.9,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.88,0.0,0.0
hsa-miR-136-5p,8.72,14.32,22.64,27.22,7.55,1.09
hsa-miR-137-5p,0.0,0.0,0.84,0.0,0.0,0.0
hsa-miR-139-3p,12.07,17.01,21.8,5.27,5.39,7.65
hsa-miR-140-3p,0.0,3.58,7.55,0.0,1.08,0.0
hsa-miR-140-5p,2.01,4.48,4.19,0.88,0.0,0.0
hsa-miR-141-3p,0.0,1.79,0.0,5.27,0.0,0.0
hsa-miR-142-3p,103.93,283.74,498.95,237.91,279.26,157.41
hsa-miR-142-5p,5.36,18.8,26.83,32.48,35.58,12.02
hsa-miR-143-3p,0.0,0.0,2.52,8.78,2.16,2.19
hsa-miR-144-5p,1.34,9.85,7.55,10.53,7.55,0.0
hsa-miR-145-5p,0.0,0.9,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,2.68,8.95,17.61,0.0,0.0,0.0
hsa-miR-146b-5p,0.0,10.74,12.58,0.0,0.0,3.28
hsa-miR-148b-3p,2.68,0.9,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,2.01,3.58,4.19,0.88,1.08,0.0
hsa-miR-151b,0.0,0.0,0.84,0.0,0.0,0.0
hsa-miR-152-3p,91.86,158.43,265.83,254.59,109.98,34.98
hsa-miR-155-5p,2.01,0.0,0.84,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.84,0.0,0.0,0.0
hsa-miR-15a-5p,9.39,6.27,10.06,7.9,3.23,1.09
hsa-miR-15b-3p,0.0,0.9,0.0,0.0,0.0,0.0
hsa-miR-16-5p,10.73,26.85,57.86,52.67,22.64,9.84
hsa-miR-181a-2-3p,0.0,0.9,0.0,0.0,0.0,0.0
hsa-miR-181a-3p,1.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,3.35,3.58,3.35,0.0,0.0,0.0
hsa-miR-181b-3p,0.67,0.0,0.84,1.76,0.0,0.0
hsa-miR-181b-5p,12.07,41.17,72.12,24.58,2.16,4.37
hsa-miR-181c-3p,0.0,0.0,0.0,0.88,0.0,0.0
hsa-miR-181d-5p,0.67,0.0,0.84,1.76,0.0,0.0
hsa-miR-185-3p,0.67,1.79,0.0,0.0,0.0,1.09
hsa-miR-185-5p,0.0,2.69,2.52,0.0,0.0,0.0
hsa-miR-186-5p,2.01,2.69,1.68,0.0,0.0,1.09
hsa-miR-18a-3p,0.0,4.48,0.84,0.0,0.0,0.0
hsa-miR-191-5p,1.34,0.0,1.68,0.88,1.08,0.0
hsa-miR-193a-5p,0.0,0.0,2.52,0.0,0.0,1.09
hsa-miR-194-5p,0.0,5.37,5.03,14.92,1.08,7.65
hsa-miR-195-5p,2.01,8.06,6.71,7.9,0.0,0.0
hsa-miR-196a-5p,0.67,7.16,12.58,0.0,1.08,0.0
hsa-miR-196b-5p,62.36,87.72,190.35,5.27,7.55,7.65
