miRNA,SRR15035013,SRR15035014,SRR15035015,SRR15035016,SRR15035017,SRR15035018,SRR15035019,SRR15035020,SRR15035021,SRR15035022,SRR15035023,SRR15035024,SRR15035025,SRR15035027,SRR15035028,SRR15035029,SRR15035030,SRR15035031,SRR15035032,SRR15035033,SRR15035034,SRR15035035,SRR15035036,SRR15035037,SRR15035038,SRR15035039,SRR15035040,SRR15035041,SRR15035042,SRR15035043,SRR15035044,SRR15035045
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,4.68,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,0.0,1.28,2.51,0.0,0.0,0.0,4.9,3.28,0.0,3.12,6.31,0.0,0.0,0.0,4.36,3.94,0.0,4.26,7.54,0.0,0.0,20.17,5.28,0.0,0.0,4.55,0.0,0.0,0.75,4.33,0.77,1.23
hsa-miR-21-3p,1039.41,433.28,599.2,847.14,431.16,187.88,331.25,531.13,298.7,320.83,307.3,957.79,374.17,394.77,393.06,386.02,473.89,471.2,306.13,99.43,0.0,215.55,242.08,345.52,221.85,486.04,350.3,225.15,351.26,331.6,376.7,85.33
hsa-miR-21-5p,6427.52,4682.08,7682.59,7618.25,4360.68,4543.45,7945.89,6004.97,2883.33,3863.22,5226.54,7827.4,7449.38,4874.09,5630.77,7672.09,6005.9,7572.25,5773.72,539.17,768.22,2322.22,2479.97,2347.99,1576.75,5072.48,2696.46,1680.26,2170.6,1221.28,2278.94,1143.09
hsa-miR-210-3p,7.15,9.43,12.25,10.09,0.0,9.95,23.36,12.62,20.98,17.95,3.79,19.45,12.27,16.22,16.59,18.4,8.13,7.64,11.89,1.62,0.0,0.0,7.03,3.49,7.94,7.69,5.17,15.12,9.0,0.0,5.6,8.69
hsa-miR-210-5p,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.43,0.0,4.68,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
hsa-miR-2110,0.0,1.37,1.18,1.15,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.61,0.74,0.0,0.0,0.0,0.0,0.0,0.0,3.93,4.33,0.0,0.0,0.0,0.0,0.0,0.39,1.11
hsa-miR-2115-3p,6.75,0.0,0.0,0.0,0.0,0.0,3.77,0.19,9.26,0.0,0.0,6.64,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,12.6,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,2.21,4.32,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,5.03,3.1,2.31,0.0,0.0,19.6,0.37,8.02,13.27,0.0,0.47,1.69,16.22,12.23,6.35,28.82,10.53,3.71,0.0,0.0,0.0,0.0,0.44,0.0,21.16,3.62,0.0,2.06,0.0,2.51,0.89
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,2.65,0.0,0.0,1.61,0.0,0.0,2.52,0.0,0.0,0.0,4.08,0.88,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,2.07,0.0,0.19,0.0,0.0,0.0
hsa-miR-219a-1-3p,0.0,1.28,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34
hsa-miR-219a-2-3p,0.0,0.0,0.44,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-22-3p,10899.73,6461.04,11040.13,11426.22,4224.04,5032.49,8612.17,8046.88,4875.49,7366.57,3920.38,9787.56,14875.07,9941.68,12987.14,11498.77,8855.65,12687.22,10537.63,1193.19,1019.78,4532.95,4959.35,4028.06,3276.14,7093.4,4933.87,2841.31,5037.54,4788.67,3261.4,2974.13
hsa-miR-22-5p,4.37,0.0,0.0,0.0,0.0,0.0,2.26,0.06,0.0,0.0,0.0,0.0,2.54,0.0,6.04,0.99,0.0,1.21,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.52,0.52,0.0,0.0,0.0,0.1,0.67
hsa-miR-221-3p,100.09,61.52,146.29,189.38,84.91,106.65,182.77,171.05,90.72,100.7,144.5,113.38,245.78,158.47,153.37,164.86,159.11,191.69,153.19,16.64,19.35,149.72,115.47,48.86,58.8,132.7,53.22,39.49,52.7,8.67,85.36,20.27
hsa-miR-221-5p,13.5,7.51,14.02,0.0,1.33,18.24,9.42,5.32,8.02,5.46,27.76,9.01,6.98,1.65,5.2,6.35,15.27,8.36,7.54,1.62,0.0,0.0,0.0,2.18,0.0,1.92,2.58,19.32,7.13,10.84,6.76,0.33
hsa-miR-222-3p,376.52,229.87,460.58,615.97,550.56,798.5,981.7,827.22,464.71,221.69,405.73,444.98,1088.25,866.66,447.89,401.14,523.64,389.1,432.21,95.98,48.38,388.63,220.39,568.02,164.13,852.14,223.2,388.98,543.31,149.54,452.7,121.64
hsa-miR-222-5p,4.37,2.38,1.62,2.31,0.0,0.0,4.9,0.62,8.64,0.0,0.0,5.69,2.12,8.23,0.14,2.52,1.97,0.24,6.78,0.0,0.0,0.0,6.45,0.44,0.0,3.32,1.03,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,100.09,69.85,182.02,166.89,57.05,82.89,145.84,91.52,79.0,81.96,136.93,119.55,344.56,151.18,586.5,227.3,169.7,352.11,152.04,13.19,79.34,91.32,138.33,42.75,58.08,81.12,63.03,236.92,188.85,105.11,37.66,22.84
hsa-miR-223-5p,12.71,13.91,21.11,23.35,9.29,13.81,27.13,29.5,6.79,3.9,56.16,40.32,15.86,19.99,40.07,21.91,30.54,19.38,20.59,3.04,0.0,7.43,29.89,5.24,14.07,14.86,9.3,89.05,16.5,0.0,7.63,3.45
hsa-miR-224-5p,5.16,17.03,17.27,14.12,0.0,0.0,0.0,10.2,0.0,0.0,11.36,22.3,17.98,14.58,12.65,26.73,12.56,20.02,9.85,3.86,0.0,0.0,4.1,12.65,0.0,2.1,16.27,22.68,11.06,0.0,9.17,2.45
hsa-miR-2276-3p,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.24,2.81,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.29,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-2355-5p,8.34,2.38,1.18,0.0,0.0,0.0,3.39,2.6,0.0,2.34,0.0,15.65,3.17,3.76,1.83,7.78,9.61,6.92,3.45,0.0,0.0,0.0,0.0,1.75,0.0,1.92,1.29,0.0,4.31,17.34,4.44,0.0
hsa-miR-23a-3p,89.36,61.79,129.02,141.53,9.29,155.83,126.62,85.96,163.55,62.45,119.26,146.59,166.25,60.19,165.74,94.64,73.15,156.8,93.09,10.55,40.64,78.58,64.48,26.61,10.1,72.21,41.07,52.09,47.64,78.02,46.16,8.47
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,10.33,18.49,18.6,30.27,31.84,33.71,26.0,23.25,45.05,39.81,26.5,23.24,23.9,30.57,6.75,39.76,45.57,27.02,17.65,2.03,0.0,64.77,11.14,12.22,4.69,17.31,10.33,0.0,6.38,11.92,8.21,4.01
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.18,6.94,2.02,0.0,0.0,7.16,7.92,9.87,0.0,0.0,5.22,14.81,6.58,11.11,6.24,17.98,9.49,4.35,0.0,0.0,0.0,0.0,4.36,0.0,4.2,0.52,0.0,0.94,0.0,2.03,0.0
hsa-miR-24-3p,8.34,10.71,44.88,34.01,71.64,79.02,59.54,49.72,51.84,38.25,65.62,77.8,15.65,6.82,35.99,22.67,57.64,34.17,6.65,0.0,0.0,69.02,8.79,17.89,16.95,41.61,24.28,86.53,22.5,65.02,1.06,0.0
hsa-miR-2467-5p,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,3.38,5.17,0.0,1.1,0.0,1.13,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.52,0.0,0.56,0.0,1.06,0.0
hsa-miR-25-3p,3518.99,1420.02,2328.6,3572.77,3700.01,2967.44,6103.47,4662.88,3475.79,5890.45,4346.93,3057.43,3462.31,2725.77,4907.91,3140.19,2649.75,1510.24,3012.56,904.02,2987.75,6024.83,4285.88,1973.24,5037.58,2690.71,2841.65,4244.33,4263.55,4652.13,1731.42,4626.39
hsa-miR-25-5p,4.37,1.28,5.17,0.0,0.0,3.87,0.0,5.87,0.0,12.49,0.0,14.23,1.06,4.23,2.67,5.48,3.45,5.15,1.41,0.0,0.0,43.54,0.0,3.49,3.97,1.05,2.07,0.0,10.31,0.0,2.51,4.68
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,5932.24,4742.87,12588.99,9972.91,6657.11,9276.98,11442.31,8970.93,4564.45,6009.88,8087.48,8891.92,14889.67,7185.81,10950.57,11156.68,10472.15,14532.76,9038.45,986.41,1650.62,4421.46,5374.34,3847.88,3027.6,7890.47,3702.41,2305.31,3837.09,2492.41,2880.06,1302.49
hsa-miR-26b-3p,17.48,10.07,9.3,31.99,0.0,0.0,19.22,16.94,0.0,7.81,14.51,0.0,33.42,27.74,10.68,17.75,9.36,12.62,19.44,9.54,0.0,16.99,9.96,6.11,0.0,4.9,2.32,0.0,10.88,0.0,20.66,4.34
hsa-miR-26b-5p,1602.21,704.15,1694.71,1770.96,1159.49,1337.28,2266.38,1865.86,630.11,1158.42,1326.99,1343.47,2474.53,980.93,1741.5,1659.54,1606.89,1515.62,1276.68,209.62,352.18,1634.16,1257.86,508.69,1030.24,1442.04,791.53,998.91,515.17,350.02,529.37,464.5
hsa-miR-27a-3p,259.75,152.42,598.61,822.07,269.31,513.36,405.49,356.38,209.21,219.35,352.73,529.89,505.73,357.86,568.36,516.7,535.47,433.97,363.03,53.37,19.35,290.94,1043.92,222.06,352.79,450.72,86.8,293.2,103.71,118.12,91.06,58.7
hsa-miR-27a-5p,0.0,0.82,0.0,1.44,18.57,6.63,0.0,1.48,0.0,0.0,0.0,9.01,0.0,6.58,7.03,0.33,0.0,2.89,1.41,0.0,0.0,0.0,11.72,0.0,1.8,9.09,0.0,0.0,1.31,0.0,3.09,0.0
hsa-miR-27b-3p,3588.89,2161.89,4057.42,6046.46,3266.2,4003.01,3861.96,3810.68,3260.41,2026.45,3398.55,5446.92,4152.69,3882.34,3732.1,3663.9,5874.87,4070.53,4246.41,483.97,804.99,5643.63,5742.44,1196.68,1421.99,4269.82,1037.98,1358.49,866.06,1393.58,1115.72,606.63
hsa-miR-27b-5p,0.0,1.92,8.86,6.34,1.33,0.0,4.9,8.35,0.0,6.24,0.0,9.49,1.27,4.23,5.48,7.89,8.62,6.83,5.11,0.0,0.0,19.11,0.0,6.11,0.0,0.87,3.1,0.0,1.13,8.67,2.61,0.45
hsa-miR-28-3p,3063.03,1254.88,2063.77,2311.71,2027.11,2134.68,2365.87,1670.69,2109.42,1469.1,1449.4,2389.96,1511.7,1447.41,1299.66,1783.43,2220.93,1510.8,1123.24,295.25,458.61,964.14,1109.57,2186.57,545.42,2035.25,1642.73,751.91,1858.15,379.28,1405.7,326.6
hsa-miR-28-5p,84.6,41.47,109.39,99.73,51.74,30.95,58.79,63.82,0.0,41.37,39.12,64.99,103.43,43.97,67.48,88.4,82.02,97.54,86.06,3.86,0.0,31.85,17.58,31.41,24.89,64.34,24.54,42.85,22.88,24.92,25.11,10.8
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,2.56,2.21,0.0,0.0,0.0,4.52,1.92,0.0,0.0,0.0,0.0,4.65,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.52,0.0,0.0,0.0,0.39,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,3.18,15.01,29.82,27.96,2.65,9.95,9.42,16.08,21.6,33.57,38.49,40.32,41.67,62.31,76.76,53.78,90.89,85.07,48.46,5.07,25.16,20.17,22.27,11.34,12.63,33.04,5.68,35.29,14.44,48.76,6.57,1.0
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.8,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,0.4,4.58,7.09,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,8.06,0.0,3.06,10.12,2.19,2.71,2.49,1.92,0.0,0.0,0.0,0.0,0.0,4.69,2.27,0.0,0.0,1.5,0.0,1.26,0.22
hsa-miR-29c-3p,6.75,6.59,15.8,30.55,0.0,15.47,4.52,12.0,11.11,3.12,0.0,6.17,16.92,43.5,31.49,28.59,7.88,26.94,15.73,1.83,0.0,24.42,6.45,0.0,0.0,8.22,6.46,0.0,6.0,14.09,4.25,4.79
hsa-miR-29c-5p,5.16,0.0,2.8,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-301a-3p,27.41,39.64,79.27,44.39,0.0,59.13,106.65,56.83,43.82,46.84,62.47,44.59,136.85,49.38,95.03,127.94,99.51,178.99,76.08,4.46,0.0,21.24,19.93,47.55,29.58,80.25,37.72,13.44,55.51,47.68,31.67,15.59
hsa-miR-301a-5p,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-301b-3p,1.19,0.0,3.84,8.65,2.65,0.0,10.55,8.1,22.22,15.61,17.67,10.44,18.4,2.82,4.78,15.12,7.64,18.41,16.24,0.0,0.0,0.0,0.0,0.0,3.61,8.74,1.81,0.0,5.63,0.0,2.32,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,1.31,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,2.11,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.18,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
hsa-miR-30a-3p,124.32,37.17,55.36,125.1,71.64,35.92,13.19,22.32,24.69,19.52,84.55,142.79,24.11,35.27,23.34,30.34,78.33,32.24,44.88,7.91,9.68,167.77,132.47,11.34,12.26,40.39,9.3,27.72,5.06,11.92,8.88,1.45
hsa-miR-30a-5p,757.42,670.92,1011.66,1744.16,1197.96,1043.85,440.92,358.42,903.51,544.08,1241.8,1357.22,693.77,956.24,652.43,649.35,1205.66,1281.15,729.0,162.74,193.51,2720.41,2321.13,612.08,418.08,1169.99,187.81,292.36,144.78,783.48,90.19,116.63
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,1.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,2.32,0.0,0.0,0.0,0.48,0.0
hsa-miR-30b-5p,28.99,68.02,138.62,76.96,19.9,19.89,35.42,50.27,9.26,39.81,38.49,31.78,189.31,88.17,91.66,105.05,83.25,156.31,98.21,12.78,0.0,6.37,59.79,44.06,7.58,62.07,28.16,8.4,63.39,30.34,44.32,25.95
hsa-miR-30c-1-3p,19.06,7.42,5.31,10.09,6.63,10.5,33.92,15.71,0.0,3.12,15.14,14.23,11.21,6.11,9.84,15.12,28.08,12.46,8.95,0.81,0.0,48.84,7.62,1.75,7.58,7.17,5.68,0.0,6.75,8.67,4.06,0.89
hsa-miR-30c-2-3p,10.72,7.32,9.45,20.47,15.92,0.0,6.78,9.46,23.45,0.0,3.79,4.27,8.88,5.17,5.34,4.6,27.83,6.19,10.49,0.0,0.0,57.34,11.14,0.0,3.61,7.17,3.36,0.0,0.0,0.0,1.16,0.0
hsa-miR-30c-5p,121.14,207.07,341.3,285.65,119.4,161.36,197.09,173.89,57.4,97.58,149.55,183.59,642.37,296.96,313.21,412.75,187.93,583.61,301.01,48.3,36.77,74.33,191.67,136.55,70.34,237.08,115.22,73.09,196.17,22.76,114.24,66.95
hsa-miR-30d-3p,14.3,14.28,23.03,54.19,25.21,0.0,8.67,21.4,0.0,5.46,27.13,36.53,23.69,24.45,16.73,14.35,24.63,31.68,14.58,0.0,0.0,0.0,18.17,11.34,9.38,14.51,9.56,0.0,9.38,0.0,11.68,5.57
hsa-miR-30d-5p,1632.0,1420.3,3130.05,2718.7,1492.48,1656.13,2804.9,2306.15,1405.87,2241.12,1647.53,2313.59,3327.36,1822.9,2203.86,2387.76,2114.53,3034.63,2163.48,248.38,396.69,1134.03,1224.45,1130.81,977.21,2396.81,1082.15,1019.08,1144.37,1203.94,1032.67,598.39
hsa-miR-30e-3p,731.2,273.17,329.79,509.9,376.77,300.61,403.23,424.83,214.15,163.93,171.63,687.39,261.22,242.65,292.83,354.91,464.78,221.28,237.08,51.54,257.36,211.3,194.01,119.54,139.6,263.65,264.01,477.19,178.16,127.87,215.63,69.17
hsa-miR-30e-5p,438.09,539.65,1123.85,886.92,352.89,617.25,1006.57,726.54,440.65,828.22,554.01,545.07,1689.38,825.51,1322.15,1199.03,771.67,1861.54,884.37,105.32,125.78,395.0,560.94,526.14,383.82,913.86,420.31,540.2,615.88,598.18,245.95,235.7
hsa-miR-31-5p,0.0,2.29,4.28,4.9,7.96,0.55,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.44,3.94,2.98,0.13,3.04,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.58,0.0
hsa-miR-3120-3p,4.37,2.56,0.0,3.46,0.0,0.0,2.64,0.93,0.0,0.0,0.0,0.0,8.67,0.0,3.23,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.29,0.0
hsa-miR-3120-5p,2.78,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,1.61,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0,3.45,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.89
hsa-miR-3124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.43,0.0,0.0,0.0,0.0,4.65,0.0,3.66,2.3,3.94,1.21,1.92,0.0,0.0,0.0,0.0,0.0,3.25,1.57,0.77,0.0,0.0,0.0,0.68,2.34
hsa-miR-3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.98,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
