miRNA,SRR15035013,SRR15035014,SRR15035015,SRR15035016,SRR15035017,SRR15035018,SRR15035019,SRR15035020,SRR15035021,SRR15035022,SRR15035023,SRR15035024,SRR15035025,SRR15035027,SRR15035028,SRR15035029,SRR15035030,SRR15035031,SRR15035032,SRR15035033,SRR15035034,SRR15035035,SRR15035036,SRR15035037,SRR15035038,SRR15035039,SRR15035040,SRR15035041,SRR15035042,SRR15035043,SRR15035044,SRR15035045
hsa-let-7i-3p,0.0,17.0,0.0,13.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,27.0,14.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,1.0,0.0,3.0,0.0,2.0,0.0
hsa-let-7i-5p,24587.0,26008.0,40735.0,26081.0,3726.0,6947.0,18023.0,108943.0,1733.0,3919.0,5729.0,17717.0,26841.0,17259.0,36326.0,52100.0,26110.0,48887.0,39410.0,3738.0,1468.0,4204.0,5616.0,2241.0,14840.0,15599.0,10622.0,3559.0,7093.0,1218.0,18752.0,23381.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,37.0,70.0,34.0,15.0,23.0,13.0,60.0,110.0,1.0,31.0,19.0,29.0,29.0,41.0,105.0,13.0,169.0,128.0,30.0,0.0,0.0,6.0,44.0,15.0,24.0,40.0,0.0,14.0,10.0,72.0,125.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,4045.0,13322.0,10443.0,7719.0,984.0,2042.0,5702.0,30539.0,2200.0,3376.0,2228.0,3976.0,8138.0,6569.0,17747.0,18361.0,6377.0,18557.0,10808.0,2824.0,614.0,2665.0,3908.0,4584.0,5837.0,7831.0,5614.0,1901.0,11387.0,2115.0,8958.0,23227.0
hsa-miR-101-5p,0.0,64.0,0.0,28.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,14.0,33.0,55.0,60.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,14.0,0.0,0.0,35.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0
hsa-miR-10395-3p,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-10399-3p,0.0,8.0,29.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,21.0,35.0,0.0,81.0,19.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,5.0,0.0,11.0,22.0,5.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
hsa-miR-103a-3p,53.0,21694.0,2200.0,20.0,985.0,1541.0,4470.0,9428.0,694.0,1021.0,1160.0,5063.0,6785.0,5355.0,68.0,5833.0,165.0,8485.0,3464.0,1365.0,424.0,1313.0,2893.0,11.0,1769.0,9088.0,676.0,823.0,6634.0,774.0,3063.0,11625.0
hsa-miR-10401-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-106a-3p,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,19.0,0.0,14.0,0.0,0.0,9.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,21.0,0.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0
hsa-miR-106b-3p,457.0,1548.0,1141.0,731.0,107.0,435.0,742.0,4381.0,246.0,560.0,370.0,371.0,1215.0,567.0,2105.0,1855.0,779.0,2172.0,1245.0,496.0,98.0,644.0,668.0,684.0,1520.0,1375.0,882.0,424.0,1906.0,364.0,1148.0,4027.0
hsa-miR-106b-5p,28.0,150.0,208.0,62.0,1.0,11.0,57.0,508.0,29.0,27.0,41.0,20.0,334.0,177.0,500.0,406.0,90.0,719.0,259.0,29.0,6.0,36.0,55.0,79.0,30.0,119.0,25.0,7.0,75.0,21.0,38.0,117.0
hsa-miR-107,72.0,532.0,1535.0,6352.0,15.0,668.0,4288.0,38534.0,148.0,3157.0,1426.0,153.0,1160.0,204.0,3082.0,377.0,379.0,1966.0,586.0,25.0,0.0,27.0,130.0,33.0,26.0,2164.0,1908.0,626.0,4312.0,9.0,803.0,52.0
hsa-miR-10a-3p,0.0,0.0,10.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,13.0,0.0,93.0,0.0,0.0,0.0,0.0,17.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,8592.0,27073.0,24531.0,18328.0,5906.0,15620.0,7774.0,38824.0,13001.0,3202.0,9108.0,9927.0,10630.0,10368.0,16135.0,19575.0,18502.0,31411.0,22460.0,4927.0,1507.0,9309.0,16844.0,7457.0,4259.0,31934.0,4679.0,2129.0,7302.0,3046.0,15392.0,5499.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,82592.0,216004.0,137221.0,131467.0,68263.0,99808.0,44040.0,237289.0,124554.0,31214.0,65809.0,115052.0,35437.0,49491.0,58086.0,80202.0,128066.0,127436.0,115474.0,49841.0,26073.0,96680.0,149133.0,75825.0,49829.0,180552.0,33445.0,40089.0,27340.0,50029.0,34484.0,51517.0
hsa-miR-11400,0.0,0.0,13.0,42.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,18.0,316.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,32.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,9.0,0.0
hsa-miR-1180-3p,36.0,0.0,10.0,16.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,16.0,25.0,0.0,0.0,42.0,0.0,7.0,1.0,2.0,1.0,8.0,7.0,4.0,0.0,6.0,8.0,1.0,50.0
hsa-miR-1185-1-3p,0.0,7.0,33.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,18.0,5.0,21.0,14.0,50.0,0.0,65.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,19.0,0.0,41.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,18.0,0.0,0.0,4.0,0.0,16.0,31.0,29.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,10.0,0.0,24.0,0.0,1.0,0.0,8.0,51.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,10.0,32.0,25.0,6.0,0.0,13.0,0.0,0.0,5.0,27.0,18.0,0.0,8.0,0.0,8.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,12.0,3.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,241.0,811.0,1196.0,493.0,130.0,620.0,394.0,1216.0,198.0,104.0,190.0,425.0,482.0,387.0,573.0,1125.0,621.0,2110.0,956.0,197.0,30.0,93.0,300.0,198.0,102.0,691.0,165.0,46.0,410.0,18.0,226.0,109.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,3.0,59.0,38.0,23.0,6.0,44.0,6.0,11.0,1.0,11.0,0.0,0.0,4.0,4.0,14.0,7.0,10.0,81.0,22.0,0.0,0.0,1.0,9.0,19.0,0.0,20.0,3.0,0.0,7.0,13.0,1.0,2.0
hsa-miR-126-3p,1230.0,4542.0,5772.0,2949.0,380.0,967.0,1609.0,7727.0,520.0,682.0,825.0,1173.0,4922.0,2217.0,3703.0,6253.0,2773.0,10944.0,6354.0,482.0,13.0,734.0,1676.0,652.0,502.0,4538.0,820.0,241.0,985.0,250.0,1312.0,853.0
hsa-miR-126-5p,19178.0,84032.0,100037.0,47411.0,6881.0,19127.0,40292.0,160185.0,17410.0,10861.0,13974.0,38947.0,62834.0,44684.0,71867.0,107097.0,62488.0,168624.0,95901.0,10190.0,1210.0,11994.0,28662.0,13948.0,7880.0,91257.0,18507.0,4152.0,24208.0,7291.0,62202.0,14806.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,68.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,53.0,117.0,92.0,24.0,2.0,8.0,54.0,370.0,13.0,11.0,14.0,25.0,11.0,36.0,77.0,25.0,44.0,106.0,84.0,22.0,0.0,5.0,7.0,16.0,0.0,24.0,55.0,2.0,13.0,5.0,78.0,5.0
hsa-miR-127-5p,0.0,12.0,0.0,0.0,1.0,20.0,0.0,65.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,21.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,8.0,0.0
hsa-miR-1270,0.0,0.0,16.0,7.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,9.0
hsa-miR-1271-5p,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
hsa-miR-1273h-3p,44.0,234.0,198.0,73.0,0.0,16.0,23.0,330.0,17.0,8.0,37.0,32.0,133.0,52.0,209.0,158.0,47.0,213.0,129.0,12.0,0.0,23.0,26.0,96.0,39.0,47.0,39.0,0.0,44.0,10.0,99.0,22.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,6.0,0.0,5.0,11.0,0.0,0.0,8.0,0.0,2.0,0.0,8.0,31.0,0.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,11.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,4.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-128-1-5p,18.0,70.0,25.0,13.0,0.0,0.0,25.0,69.0,0.0,0.0,0.0,23.0,7.0,49.0,32.0,30.0,0.0,41.0,6.0,0.0,0.0,0.0,9.0,5.0,0.0,31.0,9.0,0.0,22.0,0.0,41.0,52.0
hsa-miR-128-3p,75.0,376.0,617.0,381.0,45.0,259.0,483.0,1567.0,201.0,201.0,152.0,196.0,1366.0,597.0,1527.0,1582.0,407.0,1684.0,1148.0,165.0,20.0,212.0,112.0,128.0,194.0,814.0,284.0,90.0,503.0,71.0,636.0,601.0
hsa-miR-1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0
hsa-miR-1285-3p,51.0,153.0,122.0,75.0,11.0,27.0,16.0,353.0,0.0,18.0,14.0,52.0,111.0,59.0,226.0,172.0,58.0,219.0,118.0,62.0,4.0,0.0,10.0,0.0,11.0,83.0,84.0,0.0,133.0,16.0,137.0,223.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-1287-5p,0.0,30.0,0.0,0.0,0.0,0.0,35.0,58.0,0.0,1.0,9.0,0.0,24.0,0.0,41.0,0.0,0.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,9.0,0.0,22.0,0.0
hsa-miR-129-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
