miRNA,SRR19070245,SRR19070246,SRR19070247,SRR19070248,SRR19070249,SRR19070250
hsa-let-7a-2-3p,0.31,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,11.07,16.0,27.67,13.21,1.58,1.91
hsa-let-7a-5p,3176.2,15051.99,5110.45,7495.67,912.4,855.1
hsa-let-7b-3p,3.08,6.0,13.37,4.4,0.63,0.35
hsa-let-7b-5p,3641.35,7953.56,9507.95,6684.73,750.11,1738.85
hsa-let-7c-3p,0.0,0.0,0.0,2.64,0.0,0.0
hsa-let-7c-5p,181.44,262.04,120.82,140.88,18.38,18.93
hsa-let-7d-3p,140.85,268.37,412.27,250.94,25.83,25.87
hsa-let-7d-5p,540.03,4011.95,1156.1,2287.53,219.82,227.1
hsa-let-7e-3p,0.0,2.33,0.46,0.0,0.16,0.0
hsa-let-7e-5p,45.05,299.05,91.31,127.67,25.2,30.21
hsa-let-7f-1-3p,4.0,4.0,9.22,1.76,0.0,0.69
hsa-let-7f-2-3p,2.31,1.0,4.15,1.76,0.16,0.35
hsa-let-7f-5p,6162.35,19253.97,8491.12,8662.33,1076.9,736.17
hsa-let-7g-3p,3.08,1.33,7.84,1.76,0.0,0.17
hsa-let-7g-5p,6737.9,18405.17,9456.77,11143.57,937.6,893.99
hsa-let-7i-3p,2.77,2.0,9.68,1.76,0.32,0.35
hsa-let-7i-5p,29211.19,76245.77,103706.71,86618.91,7142.28,8976.05
hsa-miR-1-3p,37.52,336.39,410.42,81.01,12.36,62.16
hsa-miR-1-5p,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-100-5p,179.45,449.07,925.52,385.66,108.25,119.97
hsa-miR-101-2-5p,0.15,0.0,0.0,0.0,0.0,0.17
hsa-miR-101-3p,2062.78,3393.52,5175.47,3563.37,326.48,385.45
hsa-miR-101-5p,0.46,0.33,0.92,0.88,0.0,0.0
hsa-miR-10395-3p,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,4.92,18.0,22.14,13.21,1.58,5.04
hsa-miR-10399-5p,0.31,2.0,3.23,0.0,0.16,0.17
hsa-miR-103a-2-5p,0.15,0.67,4.61,1.76,0.0,0.69
hsa-miR-103a-3p,8.15,305.71,288.68,474.59,312.06,44.8
hsa-miR-10401-3p,0.0,1.67,0.0,0.88,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-10527-5p,0.0,1.0,0.46,0.0,0.0,0.0
hsa-miR-106a-3p,2.15,1.67,2.77,0.0,0.0,0.0
hsa-miR-106a-5p,5.84,25.67,11.53,30.82,1.27,5.9
hsa-miR-106b-3p,288.16,2406.7,1229.88,1933.57,192.56,292.9
hsa-miR-106b-5p,36.75,93.01,76.09,122.39,8.4,8.33
hsa-miR-107,10.61,29.34,17.06,29.94,12.2,10.42
hsa-miR-10a-3p,0.92,7.33,11.99,1.76,0.48,0.17
hsa-miR-10a-5p,249.72,1635.25,892.32,1413.2,139.78,183.52
hsa-miR-10b-3p,0.46,1.33,7.38,4.4,0.16,1.56
hsa-miR-10b-5p,146.54,797.79,771.5,1314.58,94.62,188.21
hsa-miR-11400,53.82,593.42,48.42,50.19,34.23,9.03
hsa-miR-11401,2.0,84.68,17.98,59.87,2.06,8.68
hsa-miR-1179,0.15,0.33,0.46,0.0,0.0,0.0
hsa-miR-1180-3p,4.0,63.68,22.14,110.94,5.71,11.46
hsa-miR-1185-1-3p,9.99,14.0,26.75,6.16,2.38,1.74
hsa-miR-1185-2-3p,0.46,0.67,2.77,1.76,0.32,0.17
hsa-miR-1185-5p,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.46,0.0,0.0,0.0
hsa-miR-1197,2.31,2.0,20.75,0.0,0.32,0.17
hsa-miR-12114,0.0,0.0,0.46,0.0,0.0,0.0
hsa-miR-122-5p,1201.07,2873.11,23057.41,40711.55,18324.34,4449.83
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-1226-3p,0.0,0.0,0.0,0.88,0.0,0.0
hsa-miR-1227-3p,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,1.0,0.0,0.0,0.16,0.17
hsa-miR-1229-5p,0.0,0.67,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.67,0.0,0.88,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-1238-3p,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-1246,5.84,17.67,75.17,20.25,3.01,6.94
hsa-miR-1247-5p,0.0,0.0,0.0,0.88,0.0,0.0
hsa-miR-1248,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,1.38,2.33,4.61,2.64,0.0,0.0
hsa-miR-1249-5p,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,3.69,39.01,42.89,47.55,4.6,10.59
hsa-miR-1255a,0.15,14.67,11.07,8.8,0.48,0.17
hsa-miR-1255b-5p,8.15,34.67,29.05,66.04,3.65,11.63
hsa-miR-1256,0.0,0.67,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,1.23,48.01,12.45,12.33,3.33,6.6
hsa-miR-125a-5p,12.3,317.72,22.14,231.57,21.08,33.34
hsa-miR-125b-1-3p,0.31,1.33,1.38,0.0,0.32,0.0
hsa-miR-125b-2-3p,0.0,0.0,1.38,0.0,0.32,0.17
hsa-miR-125b-5p,8.46,77.01,29.05,83.65,8.4,8.51
hsa-miR-126-3p,10163.97,31147.14,23881.95,14054.5,2030.03,2023.08
hsa-miR-126-5p,198.82,506.08,552.92,234.21,51.03,37.68
hsa-miR-1260b,0.31,21.0,4.61,0.0,0.32,0.35
hsa-miR-1262,0.0,0.67,0.46,0.88,0.0,0.0
hsa-miR-1266-5p,0.15,0.0,0.0,0.0,0.0,0.35
hsa-miR-1268a,0.0,1.67,0.0,0.88,0.0,0.0
hsa-miR-1268b,0.31,1.0,2.31,0.88,0.0,0.0
hsa-miR-1269b,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-127-3p,101.95,652.77,428.41,288.8,183.05,95.49
hsa-miR-127-5p,1.23,3.33,5.53,3.52,1.27,0.87
hsa-miR-1270,0.46,2.33,2.31,1.76,0.32,0.17
hsa-miR-1271-5p,2.15,30.0,9.22,11.45,1.43,1.56
hsa-miR-1273c,0.46,2.33,1.84,4.4,0.16,0.87
hsa-miR-1273h-3p,15.07,164.69,112.06,206.04,15.85,19.97
hsa-miR-1273h-5p,5.84,58.34,45.65,80.13,8.08,17.71
hsa-miR-1276,0.0,0.67,0.0,0.0,0.16,0.0
hsa-miR-1277-3p,2.77,2.0,9.22,8.8,0.95,0.35
hsa-miR-1278,5.38,4.0,11.07,3.52,0.16,0.17
hsa-miR-128-1-5p,0.77,7.0,2.77,7.92,0.32,0.35
hsa-miR-128-3p,220.5,2381.7,602.26,1860.49,146.76,119.11
hsa-miR-1283,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.46,4.33,0.46,4.4,0.32,0.17
hsa-miR-1285-3p,5.07,35.34,11.99,29.94,2.69,6.42
hsa-miR-1285-5p,0.46,1.67,1.38,0.88,0.16,0.17
hsa-miR-1287-3p,0.92,1.0,1.84,1.76,0.0,0.0
hsa-miR-1287-5p,5.38,22.67,27.21,29.94,4.28,5.56
hsa-miR-1288-3p,0.92,9.67,3.23,6.16,0.32,3.13
