miRNA,SRR14585764,SRR14585765,SRR14585766
hsa-let-7a-2-3p,0.0,1.64,1.11
hsa-let-7a-3p,3.33,2.3,1.19
hsa-let-7a-5p,3237.34,3157.25,3484.98
hsa-let-7b-3p,0.0,0.0,1.11
hsa-let-7b-5p,3157.48,2906.99,4291.77
hsa-let-7c-5p,368.67,298.72,392.98
hsa-let-7d-3p,1.26,0.22,0.3
hsa-let-7d-5p,136.63,87.72,138.28
hsa-let-7e-3p,0.0,0.0,0.52
hsa-let-7e-5p,382.14,300.25,570.47
hsa-let-7f-5p,896.1,938.37,981.9
hsa-let-7g-5p,239.66,241.07,265.74
hsa-let-7i-5p,137.3,55.13,99.15
hsa-miR-1-3p,0.89,0.88,1.56
hsa-miR-100-3p,1.33,0.0,0.0
hsa-miR-100-5p,96.15,91.55,82.85
hsa-miR-101-3p,58.4,24.5,31.87
hsa-miR-10395-3p,0.0,0.0,0.67
hsa-miR-10396a-3p,0.0,0.22,0.0
hsa-miR-10396b-5p,0.44,0.0,0.0
hsa-miR-10398-3p,0.37,0.0,0.0
hsa-miR-103a-3p,19.17,1.42,27.79
hsa-miR-10401-3p,0.59,0.0,0.0
hsa-miR-10526-3p,0.44,0.0,0.0
hsa-miR-106a-5p,0.07,0.0,0.0
hsa-miR-106b-3p,9.84,6.56,1.41
hsa-miR-106b-5p,4.07,0.66,1.41
hsa-miR-107,0.59,9.41,3.19
hsa-miR-10a-3p,0.0,1.09,0.0
hsa-miR-10a-5p,0.81,2.19,6.0
hsa-miR-10b-5p,2.15,4.38,3.26
hsa-miR-1180-3p,7.85,8.09,12.38
hsa-miR-12136,32.64,14.77,17.79
hsa-miR-122-5p,19.1,0.0,1.04
hsa-miR-1234-3p,0.22,0.0,0.0
hsa-miR-1237-5p,0.0,0.33,0.0
hsa-miR-1246,69.28,60.16,64.92
hsa-miR-1248,1.92,1.2,2.45
hsa-miR-1249-3p,0.07,0.0,0.0
hsa-miR-125a-3p,5.63,8.53,21.42
hsa-miR-125a-5p,4.88,14.0,10.0
hsa-miR-125b-1-3p,5.4,7.11,4.08
hsa-miR-125b-5p,9.55,15.64,7.19
hsa-miR-126-3p,8.14,6.23,0.96
hsa-miR-126-5p,2.52,7.98,5.78
hsa-miR-1260a,0.0,0.0,0.07
hsa-miR-1262,0.0,0.0,3.78
hsa-miR-1268a,0.0,0.0,0.67
hsa-miR-1268b,0.0,0.66,0.0
