miRNA,SRR2927797,SRR2927798,SRR2927799,SRR2927800,SRR2927801,SRR2927802,SRR2927803,SRR2927804,SRR2927805,SRR2927806,SRR2927807,SRR2927808,SRR2927809,SRR2927810,SRR2927811,SRR2927812,SRR2927813,SRR3592837,SRR3592838,SRR3592839,SRR3592840,SRR3592841,SRR3592842,SRR3592843,SRR3592844,SRR3592845,SRR3592846,SRR3592847,SRR3592848,SRR3592849,SRR3592850,SRR3592851,SRR3592852,SRR3592853
hsa-miR-4762-5p,0.68,1.15,0.19,0.89,0.41,0.54,1.21,1.08,0.33,0.0,0.0,0.43,0.4,0.28,1.38,0.68,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,1.32,0.0,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.69,0.0,0.53,0.0,0.72,0.24,0.18,0.5,0.48,0.0,0.0,1.0,0.28,0.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0
hsa-miR-4766-5p,0.0,0.23,0.0,0.0,0.61,0.54,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.45,2.75,2.41,3.92,6.5,2.89,4.6,0.9,3.49,0.72,3.33,2.35,1.6,3.99,1.73,8.63,2.0,0.0,0.0,0.0,0.0,1.52,0.0,2.18,0.0,6.16,0.0,2.41,3.86,0.0,2.3,2.63,15.53,0.0
hsa-miR-4768-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-3p,0.0,0.23,0.19,0.18,0.0,0.0,0.97,0.0,0.0,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-5p,0.0,0.0,0.19,0.71,0.41,0.0,0.97,0.0,0.0,0.72,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,2.18,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4774-5p,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4775,1.58,0.23,0.19,0.71,1.62,0.36,0.97,1.08,0.17,0.48,1.16,0.43,0.6,0.28,2.07,0.68,0.5,0.0,0.0,0.0,2.15,1.52,0.0,0.0,2.07,0.0,1.83,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-4777-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,0.0,0.0,0.0,0.36,0.2,0.72,0.24,1.26,0.17,0.0,0.43,0.43,0.2,0.0,0.86,0.45,0.0,0.0,0.0,2.23,2.15,0.0,0.0,2.18,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4784,0.0,0.0,0.37,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4785,0.45,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,3.86,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.21,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,0.23,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.66,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,1.13,0.46,0.0,2.31,3.04,0.72,0.0,0.9,0.0,0.0,0.14,0.21,0.8,0.57,0.69,2.5,3.0,0.0,0.0,0.0,0.0,3.04,1.38,0.0,4.15,0.0,0.0,1.21,0.0,1.55,0.0,0.0,1.41,0.0
hsa-miR-4795-5p,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4796-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.23,0.0,0.19,0.18,0.0,0.0,0.0,0.36,0.0,0.0,0.14,0.0,0.2,0.57,0.0,0.23,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-3p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.23,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4802-3p,0.0,0.0,0.37,0.18,0.2,0.36,0.48,0.0,0.33,0.0,0.14,0.0,0.4,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-4802-5p,0.23,0.46,0.0,0.53,0.0,0.0,0.48,0.0,0.0,0.24,0.14,0.0,0.2,1.14,0.0,0.0,1.0,0.0,0.0,0.0,2.15,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0
hsa-miR-4803,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-4804-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-3p,0.0,0.69,0.19,0.0,0.0,0.36,0.48,0.54,0.0,0.0,0.29,0.0,0.4,0.0,0.35,0.91,1.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-484,78.5,90.55,114.92,78.15,107.38,147.33,136.85,94.32,91.04,69.73,67.0,87.73,74.94,70.37,101.72,114.7,108.62,65.4,108.86,93.6,68.92,119.93,142.24,95.71,70.48,87.81,47.68,69.99,70.86,85.2,57.5,92.14,112.95,125.18
hsa-miR-485-3p,0.23,0.0,0.56,0.36,0.0,0.54,0.48,0.18,0.33,0.48,0.29,0.0,0.4,0.28,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,2.63,0.0,0.0
hsa-miR-485-5p,0.0,0.23,0.19,0.18,0.81,0.18,0.24,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.17,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-486-3p,19.63,3.44,1.48,98.09,163.21,4.15,46.5,42.64,51.83,4.09,4.2,8.13,3.2,20.23,15.37,1.36,5.49,19.82,8.71,4.46,107.69,144.22,8.29,54.38,39.39,43.14,27.51,33.79,23.19,15.49,4.6,10.53,26.82,0.0
hsa-miR-486-5p,17.14,1047.66,9.45,40.23,4091.55,1778.81,2642.47,1356.49,1617.28,941.57,0.72,11.98,101.32,63.25,5.87,14.99,2.5,11.89,816.42,4.46,23.69,3985.0,1925.11,2573.37,2357.05,3857.65,12.84,971.45,1296.02,134.77,16.1,31.59,1483.84,959.2
hsa-miR-487a-3p,2.03,0.69,0.19,0.71,1.42,1.08,1.94,0.18,0.66,0.0,0.14,0.21,1.0,1.71,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.52,2.76,0.0,0.0,3.08,0.0,0.0,3.86,0.0,0.0,0.0,0.0,0.0
hsa-miR-487a-5p,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0
hsa-miR-487b-3p,9.25,7.57,5.56,8.72,9.74,13.34,12.35,7.05,5.65,2.4,5.5,3.64,7.59,4.56,10.02,5.45,4.0,1.98,10.89,11.14,2.15,6.07,11.05,17.4,0.0,7.7,0.0,7.24,1.29,12.39,0.0,18.43,5.65,1.63
hsa-miR-487b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.5,0.0,0.0,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0
hsa-miR-490-3p,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.28,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-491-3p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,1.52,0.0,0.0,2.07,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-491-5p,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.8,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-493-3p,0.9,2.29,0.37,1.96,3.45,3.79,2.18,0.72,1.0,1.2,0.87,1.5,1.6,0.85,2.07,2.73,2.75,0.0,4.35,0.0,0.0,7.59,2.76,0.0,0.0,1.54,0.0,2.41,1.29,0.0,0.0,5.27,0.0,1.63
hsa-miR-493-5p,10.6,7.79,4.63,15.13,14.01,19.12,20.59,9.22,11.63,5.29,7.09,10.91,11.59,3.99,11.92,10.67,7.24,7.93,6.53,2.23,15.08,10.63,12.43,19.58,10.37,9.24,5.5,7.24,7.73,12.39,2.3,11.85,15.53,11.38
hsa-miR-494-3p,16.69,9.4,5.56,31.33,13.6,22.18,14.29,11.02,11.63,5.53,5.21,6.85,14.39,6.27,26.25,17.03,10.99,11.89,6.53,6.69,40.92,16.7,15.19,10.88,10.37,10.78,11.0,6.03,6.44,13.94,6.9,32.91,12.71,19.51
hsa-miR-495-3p,0.45,0.23,0.0,0.53,0.81,1.08,0.24,1.08,0.5,0.48,0.14,0.0,0.4,0.57,1.21,0.0,0.5,0.0,2.18,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.63
hsa-miR-496,0.0,0.0,0.19,0.0,0.0,0.18,0.48,0.0,0.17,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0
hsa-miR-497-5p,8.8,7.79,7.97,5.16,5.07,5.77,7.99,6.69,4.15,5.29,3.91,3.85,6.19,5.7,10.02,13.17,8.24,5.95,13.06,4.46,10.77,3.04,8.29,2.18,12.44,7.7,3.67,2.41,2.58,10.84,11.5,13.16,14.12,9.75
hsa-miR-4999-5p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,0.68,0.0,0.56,1.07,0.41,0.18,0.24,0.0,0.0,0.48,0.43,0.21,0.6,0.0,0.69,0.68,1.25,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,0.68,0.0,0.0,0.53,0.2,0.18,0.73,0.0,0.33,0.0,0.14,0.0,0.4,0.0,0.35,0.0,0.75,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,1.8,0.69,0.74,2.14,2.23,2.52,1.45,2.17,1.99,0.24,0.87,3.0,1.0,0.57,1.38,2.5,2.75,3.96,0.0,0.0,2.15,0.0,0.0,2.18,2.07,1.54,0.0,0.0,0.0,0.0,0.0,3.95,4.24,4.88
hsa-miR-5001-5p,0.45,0.23,0.19,1.07,1.01,0.54,2.18,0.18,1.5,0.48,0.0,0.0,0.4,0.0,0.52,0.0,0.5,0.0,0.0,0.0,0.0,3.04,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,2.82,0.0
hsa-miR-5006-3p,0.0,0.0,0.0,0.18,0.2,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.19,0.0,0.61,0.0,0.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,25.72,22.24,28.54,42.55,36.34,24.35,63.7,20.6,36.88,16.83,13.89,28.67,48.56,12.54,29.19,17.26,20.72,23.78,37.01,22.29,40.92,24.29,16.57,73.96,16.58,26.19,29.34,15.69,24.48,38.73,13.8,19.74,22.59,17.88
hsa-miR-500a-5p,0.23,0.0,0.37,0.89,0.2,0.54,0.0,0.0,0.66,0.0,0.14,0.64,2.2,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.15,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-3p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-5p,0.23,0.46,1.3,0.18,0.0,0.0,0.24,0.0,0.0,0.72,1.16,0.0,1.6,0.28,0.52,0.0,0.25,1.98,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0
hsa-miR-501-3p,25.72,19.72,29.1,64.27,23.55,20.56,38.75,20.6,20.93,9.14,6.37,7.7,143.68,6.55,15.54,12.49,6.24,9.91,15.24,28.97,40.92,28.84,23.48,41.33,14.51,30.81,11.0,7.24,3.86,139.42,4.6,17.11,11.29,3.25
hsa-miR-501-5p,0.45,0.46,0.37,0.53,0.81,0.72,0.48,0.72,0.17,0.24,0.72,3.21,2.2,0.57,0.69,2.27,0.0,0.0,0.0,0.0,0.0,1.52,0.0,2.18,0.0,1.54,0.0,0.0,1.29,1.55,2.3,0.0,1.41,0.0
hsa-miR-5010-3p,0.68,0.0,1.11,1.25,0.81,0.9,2.18,2.17,1.83,1.44,0.29,1.07,2.6,0.28,0.52,0.68,0.5,1.98,0.0,2.23,4.31,0.0,1.38,0.0,2.07,1.54,0.0,0.0,2.58,3.1,0.0,1.32,1.41,0.0
hsa-miR-5010-5p,0.45,0.23,0.19,0.53,0.41,0.36,0.73,0.18,0.5,0.0,0.14,0.0,0.2,0.0,0.0,0.23,0.75,1.98,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-502-3p,2.93,9.4,7.78,21.19,1.42,7.21,1.21,11.02,1.0,6.73,5.06,1.5,8.19,1.99,14.16,17.26,1.0,9.91,0.0,0.0,4.31,1.52,1.38,2.18,2.07,1.54,0.0,1.21,2.58,0.0,0.0,5.27,14.12,8.13
hsa-miR-502-5p,0.45,0.0,0.0,1.07,0.2,0.0,0.0,1.08,0.17,0.24,0.14,0.0,0.4,0.0,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-503-3p,0.0,0.0,0.0,0.18,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0
hsa-miR-503-5p,0.0,0.46,0.0,1.6,3.45,0.36,0.0,2.89,1.83,0.96,0.14,0.0,8.99,0.0,1.04,0.0,1.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,6.22,1.54,0.0,0.0,0.0,1.55,2.3,0.0,0.0,0.0
hsa-miR-504-5p,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-5047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-505-3p,1.58,6.65,16.68,6.41,2.03,14.25,9.69,17.71,2.66,11.78,3.62,17.33,9.59,5.13,10.53,21.8,20.23,3.96,4.35,15.6,10.77,6.07,12.43,13.05,10.37,4.62,12.84,2.41,12.88,9.29,4.6,11.85,21.18,6.5
hsa-miR-505-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.73,0.18,0.5,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-508-3p,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-5p,0.0,0.0,0.0,0.36,0.2,0.0,0.0,0.0,0.33,0.0,0.14,0.0,0.6,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.23,0.0,0.0,0.18,0.2,0.0,0.48,0.0,0.0,0.0,0.0,0.64,0.4,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,0.0,0.0,0.0,0.36,4.06,0.18,0.73,0.18,0.33,0.0,0.0,0.21,1.4,0.0,0.17,0.0,0.5,0.0,0.0,0.0,0.0,3.04,0.0,0.0,2.07,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5091,0.0,0.23,0.0,0.36,0.81,0.0,0.0,0.0,1.16,0.0,0.29,0.0,0.0,0.0,0.17,0.45,0.0,1.98,0.0,0.0,0.0,3.04,0.0,0.0,0.0,3.08,1.83,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-5092,0.0,0.92,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0
hsa-miR-5093,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.45,0.0,0.74,0.36,0.41,0.72,0.0,0.54,0.66,0.0,0.0,0.21,0.6,0.0,0.17,1.14,0.5,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.41,0.0
hsa-miR-512-3p,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-513a-3p,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513b-5p,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513c-5p,0.23,0.69,0.0,0.71,4.26,0.0,0.48,0.0,0.0,0.72,0.58,0.0,0.2,2.28,0.35,0.23,0.25,0.0,2.18,0.0,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.32,0.0,0.0
hsa-miR-514a-3p,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-514a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
