miRNA,SRR2927797,SRR2927798,SRR2927799,SRR2927800,SRR2927801,SRR2927802,SRR2927803,SRR2927804,SRR2927805,SRR2927806,SRR2927807,SRR2927808,SRR2927809,SRR2927810,SRR2927811,SRR2927812,SRR2927813,SRR3592837,SRR3592838,SRR3592839,SRR3592840,SRR3592841,SRR3592842,SRR3592843,SRR3592844,SRR3592845,SRR3592846,SRR3592847,SRR3592848,SRR3592849,SRR3592850,SRR3592851,SRR3592852,SRR3592853
hsa-let-7a-3p,9.7,2.98,1.85,7.66,6.9,1.8,2.42,6.87,2.49,1.68,3.76,0.86,9.39,0.57,2.94,6.36,3.25,3.96,6.53,0.0,10.77,12.14,4.14,0.0,6.22,0.0,1.83,3.62,0.0,12.39,0.0,1.32,8.47,6.5
hsa-let-7a-5p,2441.95,3194.55,3201.76,3278.58,2129.2,2852.16,3770.66,2733.41,3048.15,2028.37,1658.78,2265.98,2859.25,1369.03,2766.72,2241.75,1829.49,2288.85,2878.14,3097.8,3228.43,2148.11,2814.47,3543.55,2529.12,2922.51,1974.93,1700.34,2409.11,2703.14,1407.54,2606.2,2350.71,1767.2
hsa-let-7b-3p,0.45,1.6,0.0,0.89,0.0,0.9,1.7,1.63,0.33,0.0,0.14,0.64,1.0,0.0,1.04,0.45,2.25,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-let-7b-5p,37.0,174.46,31.14,74.42,90.33,54.82,194.49,93.96,85.72,47.61,80.89,70.61,120.3,79.49,79.78,61.55,98.38,65.4,165.46,40.12,68.92,69.83,42.81,256.68,157.55,92.44,55.01,49.48,85.03,128.57,94.3,60.55,91.77,82.91
hsa-let-7c-5p,47.37,136.4,39.67,38.45,64.96,46.35,74.11,108.78,45.69,35.59,28.36,44.08,51.16,31.91,52.84,62.01,76.16,25.76,178.52,35.66,28.0,68.31,87.0,110.94,103.65,36.97,22.0,21.72,25.77,77.45,75.9,48.7,67.77,100.8
hsa-let-7d-3p,134.45,127.46,219.27,239.98,157.32,163.2,216.53,124.14,137.22,125.51,59.91,150.0,134.49,67.24,181.85,221.22,165.55,132.77,152.4,256.29,279.98,180.65,178.15,239.28,134.75,103.22,194.38,60.34,195.82,133.22,69.0,196.12,240.01,172.33
hsa-let-7d-5p,128.13,166.66,180.16,141.0,79.78,172.94,202.97,124.32,160.32,154.36,100.72,151.92,192.04,107.13,92.22,88.58,78.15,146.64,176.35,160.46,172.3,98.68,168.48,178.37,147.19,152.52,161.37,102.58,158.46,165.75,103.5,97.4,84.71,74.78
hsa-let-7e-3p,0.0,0.0,0.19,0.36,0.0,0.18,0.0,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.17,0.23,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,14.21,16.73,12.6,20.65,7.92,14.79,31.97,16.99,18.77,4.81,8.1,10.06,13.39,8.55,19.86,7.72,7.24,15.85,17.42,11.14,17.23,6.07,12.43,28.28,29.02,18.49,3.67,3.62,5.15,15.49,6.9,13.16,8.47,6.5
hsa-let-7f-1-3p,1.58,1.15,0.74,5.52,1.22,1.62,1.45,1.08,1.66,0.96,0.72,0.0,1.4,0.28,1.9,2.73,2.75,3.96,2.18,4.46,4.31,0.0,0.0,2.18,0.0,7.7,0.0,0.0,1.29,0.0,0.0,2.63,1.41,3.25
hsa-let-7f-2-3p,3.83,2.06,0.93,5.87,3.86,1.98,1.45,1.99,1.0,1.68,2.17,0.0,7.19,0.57,2.07,3.63,0.75,5.95,4.35,0.0,8.61,3.04,2.76,0.0,0.0,0.0,0.0,1.21,1.29,3.1,0.0,0.0,2.82,0.0
hsa-let-7f-5p,5887.74,6335.68,6802.21,8415.61,5162.75,5538.96,7502.33,6218.87,6299.48,4477.5,3584.84,4564.49,9246.39,2603.01,6467.88,5202.35,4043.26,5863.81,6235.25,6137.66,8192.77,5106.87,5778.09,6900.02,5937.2,6048.38,4230.42,3476.71,4618.54,9159.7,2640.29,6245.66,5105.2,3976.6
hsa-let-7g-3p,2.48,2.98,0.56,4.63,3.45,1.08,1.21,1.45,0.66,1.92,1.59,1.28,4.8,1.14,1.21,3.86,3.5,0.0,2.18,0.0,2.15,6.07,1.38,0.0,2.07,1.54,1.83,2.41,0.0,1.55,2.3,0.0,4.24,3.25
hsa-let-7g-5p,1668.87,1699.63,1488.19,1925.21,1401.47,1803.52,1868.62,1559.24,1679.74,1293.34,1218.15,1324.93,2345.87,905.47,1652.85,1472.24,1182.04,1696.32,1582.76,1363.93,1845.74,1389.06,1785.63,1822.89,1507.1,1560.62,1289.11,1215.22,1292.16,2246.16,906.16,1532.13,1445.72,1159.16
hsa-let-7i-3p,43.54,24.76,17.24,28.66,35.32,48.87,15.99,28.37,29.74,19.96,18.81,16.48,27.98,40.46,22.8,19.31,34.96,61.43,26.13,20.06,40.92,53.13,45.57,19.58,47.68,43.14,9.17,19.31,24.48,37.18,39.1,25.01,29.65,34.14
hsa-let-7i-5p,2442.85,1987.8,1661.86,2473.71,2704.08,2486.99,2449.19,2455.31,2144.74,1946.62,1565.15,1845.74,5548.03,1350.23,2289.05,2161.12,1823.25,2393.88,1835.31,1593.47,2351.87,2720.43,2353.22,2290.58,2344.61,2012.02,1793.39,1547.08,1820.36,5427.97,1432.84,2257.39,2131.87,1841.98
hsa-miR-1-3p,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-100-5p,15.34,8.02,5.75,22.61,7.1,14.97,12.35,9.94,11.63,1.92,1.88,1.71,47.56,1.42,8.29,4.32,3.0,13.87,17.42,8.91,25.84,3.04,12.43,21.75,8.29,16.95,0.0,0.0,2.58,55.77,2.3,5.27,7.06,3.25
hsa-miR-101-2-5p,0.23,0.0,0.56,2.14,1.62,0.36,1.45,0.18,0.5,0.24,0.29,0.21,0.6,0.0,0.52,0.68,0.0,0.0,0.0,0.0,0.0,1.52,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-101-3p,435.38,313.38,132.9,602.09,555.8,287.27,274.66,380.55,194.7,227.7,327.18,222.53,1260.16,125.93,331.05,503.09,411.74,505.33,304.8,129.26,643.96,598.13,307.96,315.42,395.95,195.66,231.05,296.87,215.15,1324.46,133.39,298.79,509.67,424.32
hsa-miR-101-5p,0.45,0.23,0.19,0.18,0.81,0.9,0.73,0.36,0.0,0.72,0.72,0.43,0.0,0.28,1.04,0.45,0.5,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88
hsa-miR-10226,0.0,0.46,0.0,0.0,0.0,0.18,0.24,0.36,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.17,0.0,0.29,0.0,0.6,0.0,0.17,0.45,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,2.93,1.6,4.08,2.14,7.51,0.72,1.45,3.07,3.32,2.4,5.64,0.64,12.99,0.28,3.97,1.36,4.0,3.96,2.18,4.46,6.46,3.04,0.0,2.18,0.0,0.0,3.67,2.41,2.58,7.75,0.0,1.32,0.0,0.0
hsa-miR-10393-5p,0.0,0.69,0.0,0.0,0.61,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.57,0.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.23,0.69,4.08,2.31,2.64,0.54,2.91,1.81,1.66,1.2,0.43,0.64,3.2,0.0,1.73,0.23,1.5,0.0,2.18,4.46,0.0,4.55,0.0,2.18,2.07,1.54,0.0,1.21,0.0,1.55,2.3,1.32,0.0,4.88
hsa-miR-10394-5p,0.23,0.0,0.37,0.18,0.2,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.52,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.23,1.15,0.0,0.18,0.41,1.44,0.24,0.54,0.17,0.0,0.0,1.07,0.4,0.85,0.17,0.0,0.25,0.0,0.0,0.0,2.15,1.52,1.38,2.18,0.0,0.0,1.83,0.0,2.58,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.23,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.23,0.23,0.37,0.71,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,1.35,0.0,0.37,1.07,0.0,0.54,0.24,0.18,0.33,0.48,0.43,0.43,0.4,0.28,0.17,0.68,0.25,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.23,0.0,0.56,0.36,0.0,0.0,0.24,0.0,0.33,0.24,0.0,0.0,0.4,0.0,0.35,0.23,0.0,1.98,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-10399-3p,0.0,0.46,1.3,1.78,2.03,1.26,1.21,2.53,0.33,0.24,0.29,1.5,2.6,0.57,3.97,1.82,2.25,0.0,2.18,0.0,2.15,0.0,1.38,4.35,2.07,0.0,0.0,0.0,0.0,3.1,0.0,1.32,0.0,6.5
hsa-miR-10399-5p,0.45,0.69,0.0,0.36,0.81,0.18,0.24,0.18,0.0,0.24,0.14,0.21,0.0,0.28,0.35,0.91,0.25,1.98,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,1.63
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.23,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,1.63
hsa-miR-103a-3p,687.35,411.27,631.49,593.37,26.59,825.39,1018.23,427.17,1045.12,666.02,396.64,800.05,2032.73,440.77,1855.59,1718.22,1253.95,1682.45,910.03,889.23,1638.98,463.02,1111.7,10.88,837.51,435.99,1083.74,718.03,756.23,2463.04,335.79,2277.13,676.27,185.34
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,11.5,10.32,10.94,27.42,16.85,13.16,24.7,15.9,20.43,6.25,7.09,8.77,19.98,8.55,21.93,19.99,8.49,5.95,10.89,24.51,21.54,7.59,15.19,23.93,18.66,21.57,5.5,9.65,10.31,24.79,6.9,14.48,21.18,11.38
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.23,0.0,1.11,1.78,0.41,0.72,0.97,0.36,1.5,0.24,0.87,0.43,1.6,0.0,1.55,0.45,0.75,0.0,0.0,2.23,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,2.63,0.0,1.63
hsa-miR-106a-3p,1.58,0.0,0.74,1.78,1.01,0.36,0.48,1.26,0.33,0.0,0.72,0.0,2.2,0.0,0.35,1.14,0.0,3.96,0.0,0.0,4.31,3.04,0.0,2.18,0.0,0.0,0.0,3.62,0.0,3.1,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,12.18,0.69,12.23,7.48,13.19,15.69,3.88,11.56,15.78,8.9,6.08,3.42,23.98,0.57,5.7,6.36,0.5,15.85,0.0,8.91,4.31,18.22,11.05,4.35,12.44,13.87,12.84,7.24,5.15,24.79,0.0,2.63,4.24,0.0
hsa-miR-106b-3p,207.99,247.36,348.28,282.18,315.66,346.42,361.61,249.9,306.51,241.64,168.29,248.21,609.9,184.34,280.45,277.78,226.22,219.97,198.12,356.58,264.91,285.4,356.3,363.27,284.01,269.6,216.38,147.23,273.12,566.96,174.79,254.04,303.54,212.97
hsa-miR-106b-5p,103.99,79.09,55.42,127.29,100.48,121.73,52.56,121.43,66.29,66.6,87.69,45.58,154.07,29.06,75.81,109.7,76.66,108.99,91.44,62.4,124.92,104.75,107.72,50.03,93.29,78.57,51.34,79.65,61.84,134.77,27.6,75.03,90.36,79.66
hsa-miR-107,321.68,850.73,16.13,68.54,468.31,25.61,20.59,9.58,56.15,42.56,323.71,10.48,75.34,220.81,282.53,537.84,1039.97,17.84,21.77,372.18,49.54,607.24,24.86,17.4,230.11,23.11,531.78,270.32,7.73,96.04,880.86,23.69,14.12,847.02
hsa-miR-10a-3p,12.63,1.15,2.04,8.19,5.07,1.08,3.39,2.89,7.14,1.68,1.88,0.64,10.79,0.28,4.14,2.95,0.75,11.89,0.0,2.23,6.46,3.04,0.0,2.18,0.0,6.16,0.0,1.21,3.86,9.29,0.0,7.9,2.82,0.0
hsa-miR-10a-5p,5962.63,541.02,1949.71,3508.77,5245.77,540.28,1649.66,1649.04,4856.64,1153.88,1577.89,879.65,19247.96,775.26,2267.63,1352.09,417.48,5744.91,548.63,1802.97,3424.42,4926.22,537.21,1507.48,1556.86,4586.36,1120.41,1502.43,860.58,18432.49,715.27,2162.62,1327.13,404.81
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.18,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,807.36,793.88,457.08,1207.04,1245.16,1306.34,1750.91,847.65,1186.83,448.66,652.92,610.68,4686.74,609.44,1496.56,795.63,702.63,743.13,781.58,443.5,1147.94,1338.96,1314.71,1624.94,769.1,1215.53,390.58,663.72,629.98,4610.06,554.28,1412.35,858.4,664.93
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.28,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.63
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.6,0.28,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,1.13,3.44,2.04,5.52,4.67,3.79,1.94,2.35,2.99,1.44,1.59,1.93,5.6,1.99,4.66,2.5,1.5,1.98,2.18,0.0,4.31,7.59,4.14,2.18,2.07,6.16,0.0,2.41,3.86,13.94,0.0,5.27,1.41,0.0
hsa-miR-1180-5p,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.17,0.0,0.43,0.0,0.4,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,1.13,1.38,0.0,0.53,0.2,0.9,0.48,0.18,0.66,0.48,0.43,0.43,0.2,0.0,0.17,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.54,0.0,1.21,0.0,3.1,0.0,0.0,0.0,0.0
hsa-miR-1197,0.68,0.69,0.37,1.6,1.62,1.8,0.73,0.18,0.83,0.0,0.43,0.0,0.8,0.85,1.04,0.0,0.0,0.0,0.0,0.0,2.15,3.04,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,1.63
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1204,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,3.61,1.38,1.3,4.45,2.84,1.26,0.97,1.63,1.5,2.16,1.59,1.5,2.2,0.28,2.42,1.14,1.25,3.96,2.18,0.0,0.0,3.04,1.38,0.0,8.29,1.54,1.83,1.21,0.0,0.0,0.0,2.63,0.0,1.63
hsa-miR-122-3p,0.45,0.0,0.0,0.18,0.0,0.0,0.48,0.54,0.0,0.24,0.0,0.0,0.2,0.28,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.45,0.46,0.37,2.49,2.84,1.08,0.0,0.18,1.16,2.16,1.16,0.21,1.0,0.28,2.94,0.91,1.0,1.98,0.0,0.0,0.0,7.59,1.38,0.0,0.0,4.62,0.0,1.21,0.0,1.55,0.0,2.63,1.41,0.0
hsa-miR-1224-5p,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.23,0.23,1.11,0.89,0.0,0.36,0.0,0.54,0.5,0.24,0.0,0.21,1.6,0.0,0.35,0.45,0.0,0.0,0.0,0.0,2.15,1.52,0.0,0.0,0.0,0.0,0.0,0.0,1.29,4.65,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.23,0.0,0.19,0.53,0.0,0.36,0.48,0.0,0.0,0.0,0.29,0.0,0.8,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.45,0.0,0.0,0.53,0.2,0.72,0.97,0.0,0.66,0.24,0.0,0.21,0.4,0.28,0.0,0.23,0.5,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-1229-5p,0.0,0.0,0.0,0.36,0.2,0.54,0.0,0.0,0.66,0.48,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.23,0.0,0.0,0.41,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.37,0.18,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,1.63
hsa-miR-124-3p,0.0,0.0,0.19,0.36,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.74,0.36,0.0,0.0,0.48,0.54,0.33,0.24,0.29,0.43,0.8,0.57,0.69,0.91,0.25,0.0,0.0,2.23,0.0,0.0,0.0,2.18,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-1244,4.29,3.21,10.01,7.66,17.86,1.44,3.63,1.99,0.83,5.05,2.03,0.86,10.19,0.28,8.81,3.41,11.49,3.96,4.35,11.14,2.15,12.14,2.76,0.0,0.0,0.0,3.67,1.21,0.0,6.2,2.3,2.63,5.65,6.5
hsa-miR-1246,38.57,65.56,88.41,53.76,128.5,185.56,29.06,76.07,60.8,56.98,43.12,69.97,29.38,68.95,48.01,166.71,144.32,37.65,67.49,80.23,47.38,121.45,185.05,17.4,78.78,61.62,66.01,42.24,64.41,24.79,80.5,50.02,135.54,143.07
hsa-miR-1247-3p,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.45,0.46,0.19,0.18,0.41,1.08,0.0,0.54,0.5,4.33,0.72,0.0,0.8,0.28,0.86,0.45,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,9.17,1.21,0.0,0.0,2.3,3.95,0.0,0.0
hsa-miR-1249-3p,0.0,2.52,1.85,1.42,0.81,0.54,2.18,1.08,0.5,2.16,0.58,1.93,1.4,0.57,1.9,0.0,1.0,0.0,0.0,0.0,4.31,0.0,1.38,0.0,0.0,0.0,0.0,2.41,1.29,1.55,0.0,3.95,0.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.18,0.2,0.36,0.0,0.36,0.0,0.0,0.29,0.0,0.2,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
