miRNA,SRR25461123,SRR25461124,SRR25461125,SRR25461126,SRR25461127,SRR25461128
hsa-let-7a-2-3p,1.36,1.86,3.32,1.95,1.61,2.84
hsa-let-7a-3p,106.56,112.71,129.14,91.0,68.48,74.09
hsa-let-7a-5p,1238.25,979.38,2070.87,1986.08,1416.3,1469.58
hsa-let-7b-3p,6.04,3.2,10.72,5.97,2.42,7.03
hsa-let-7b-5p,2500.67,4517.95,5512.77,2754.8,1360.27,4389.05
hsa-let-7c-3p,1.36,1.46,1.32,1.43,0.6,1.61
hsa-let-7c-5p,30.05,42.37,65.68,54.92,29.68,63.1
hsa-let-7d-3p,225.6,236.57,405.47,239.7,111.2,219.84
hsa-let-7d-5p,86.22,145.12,157.9,185.62,121.2,248.5
hsa-let-7e-3p,20.64,30.31,39.9,31.14,16.38,43.67
hsa-let-7e-5p,126.4,221.28,382.16,95.94,138.43,237.43
hsa-let-7f-1-3p,15.7,17.63,19.7,13.46,10.03,12.25
hsa-let-7f-2-3p,5.36,5.49,6.0,2.59,2.6,2.96
hsa-let-7f-5p,236.32,262.93,328.77,378.13,300.74,421.68
hsa-let-7g-3p,0.68,0.24,0.89,0.76,0.74,0.46
hsa-let-7g-5p,407.7,346.88,587.02,284.7,208.94,297.7
hsa-let-7i-3p,14.3,13.71,12.8,12.94,10.07,11.41
hsa-let-7i-5p,5833.67,5881.59,8650.53,4333.53,3441.79,4868.49
hsa-miR-1-3p,2.09,0.67,1.49,1.35,1.05,1.27
hsa-miR-100-3p,0.21,0.36,0.34,0.76,0.25,0.27
hsa-miR-100-5p,8279.61,9301.09,10019.53,6275.57,5774.42,7759.49
hsa-miR-101-3p,2.26,2.29,2.89,1.47,0.91,0.65
hsa-miR-101-5p,0.04,0.0,0.0,0.0,0.0,0.08
hsa-miR-10392-5p,0.0,0.0,0.26,0.0,0.0,0.0
hsa-miR-10394-3p,0.17,0.63,0.3,0.0,0.07,0.31
hsa-miR-10394-5p,0.17,0.08,0.09,0.08,0.07,0.08
hsa-miR-10396a-3p,0.0,0.99,0.51,1.15,0.04,0.35
hsa-miR-10396a-5p,0.0,0.0,0.0,0.04,0.0,0.0
hsa-miR-10396b-3p,0.68,0.08,1.28,0.32,0.07,0.15
hsa-miR-10396b-5p,0.0,0.0,0.0,0.08,0.04,0.0
hsa-miR-10397-3p,0.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.04,0.0,0.04
hsa-miR-10399-3p,7.75,7.35,10.68,5.81,5.12,7.11
hsa-miR-10399-5p,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.04,0.0
hsa-miR-103a-2-5p,1.74,1.15,0.55,0.0,0.0,0.42
hsa-miR-103a-3p,0.26,32.64,40.96,10.59,36.83,82.0
hsa-miR-10401-3p,30.9,40.19,69.72,82.87,60.09,134.89
hsa-miR-10401-5p,0.13,0.0,0.0,0.12,0.04,0.0
hsa-miR-105-3p,0.0,0.04,0.13,0.08,0.28,0.15
hsa-miR-105-5p,1.06,0.75,1.28,0.96,0.42,0.88
hsa-miR-10522-5p,0.04,0.0,0.09,0.08,0.07,0.0
hsa-miR-10526-3p,0.43,0.75,1.15,0.96,1.3,1.81
hsa-miR-10527-5p,0.26,0.63,0.0,0.24,0.35,0.42
hsa-miR-106a-5p,0.09,0.04,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,1.28,1.46,2.51,0.84,0.7,0.96
hsa-miR-106b-5p,4.47,3.04,5.74,4.94,4.21,4.34
