miRNA,SRR11073563,SRR11073564,SRR11073565,SRR11073566,SRR11073567,SRR11073568,SRR11073569,SRR11073570,SRR11073571,SRR11073572,SRR11073573,SRR11073574,SRR11073575,SRR11073576,SRR11073577,SRR11073578,SRR11073579,SRR11073580,SRR11073581,SRR11073582,SRR11073583,SRR11073584,SRR11073585,SRR11073586,SRR11073587,SRR11073588,SRR11073589,SRR11073590,SRR11073591,SRR11073592,SRR11073593,SRR11073594,SRR11073595,SRR11073596,SRR11073597,SRR11073598,SRR11073599,SRR11073600,SRR11073601,SRR11073602,SRR11073603,SRR11073604,SRR11073605,SRR11073606,SRR11073607,SRR11073608,SRR11073609,SRR11073610,SRR11073611,SRR11073612,SRR11073613,SRR11073614,SRR11073615,SRR11073616,SRR11073617,SRR11073618,SRR11073619,SRR11073620,SRR11073621,SRR11073622,SRR11073623,SRR11073624,SRR11073625,SRR11073626,SRR11073627,SRR11073628,SRR11073629,SRR11073630,SRR11073631,SRR11073632,SRR11073633,SRR11073634,SRR11073635,SRR11073636,SRR11073637,SRR11073638,SRR11073639,SRR11073640,SRR11073641,SRR11073642,SRR11073643,SRR11073644,SRR11073645,SRR11073646,SRR11073647,SRR11073648,SRR11073649,SRR11073650,SRR11073651,SRR11073652,SRR11073653,SRR11073654,SRR11073655,SRR11073656,SRR11073657,SRR11073658,SRR11073659,SRR11073660,SRR11073661,SRR11073662,SRR11073663,SRR11073664,SRR11073665,SRR11073666,SRR11073667,SRR11073668,SRR11073669,SRR11073670,SRR11073671,SRR11073672,SRR11073673,SRR11073674,SRR11073675,SRR11073676,SRR11073677,SRR11073678,SRR11073679,SRR11073680,SRR11073681,SRR11073682
hsa-miR-148a-3p,16923.0,25023.0,165234.0,122587.0,96828.0,178822.0,64766.0,56194.0,30236.0,84.0,25.0,55.0,321.0,73.0,66.0,219.0,159.0,10.0,294.0,85098.0,216.0,71.0,97.0,121509.0,59.0,93.0,10.0,116.0,40.0,105.0,58483.0,210.0,63.0,151149.0,94470.0,57283.0,37335.0,68512.0,54797.0,106528.0,214.0,87.0,210.0,8812.0,1796.0,423.0,213.0,110.0,2560.0,76.0,32899.0,43241.0,100.0,229.0,5.0,24.0,1.0,19.0,28699.0,19534.0,38105.0,6890.0,5441.0,69417.0,57330.0,61317.0,40937.0,49925.0,46181.0,79.0,81.0,79.0,62.0,76.0,23652.0,22.0,560417.0,10.0,1.0,43.0,4.0,33.0,168.0,0.0,10.0,4151.0,4629.0,6517.0,30514.0,22847.0,19004.0,1992.0,9301.0,12380.0,8203.0,11807.0,26216.0,16969.0,70878.0,15474.0,39087.0,16328.0,22263.0,19687.0,166450.0,27751.0,76716.0,79838.0,122723.0,418.0,152.0,4742.0,13.0,12879.0,353.0,87.0,68.0,104.0,185.0,56.0
hsa-miR-148a-5p,12.0,10.0,314.0,89.0,80.0,119.0,32.0,26.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,79.0,53.0,56.0,23.0,48.0,31.0,74.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,2.0,0.0,22.0,31.0,1.0,4.0,1.0,0.0,0.0,0.0,21.0,8.0,6.0,4.0,7.0,25.0,32.0,27.0,29.0,23.0,37.0,1.0,0.0,0.0,2.0,0.0,23.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,17.0,8.0,12.0,3.0,9.0,12.0,5.0,15.0,23.0,8.0,53.0,4.0,25.0,18.0,16.0,15.0,190.0,40.0,113.0,103.0,114.0,3.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,1123.0,1038.0,10338.0,6020.0,4114.0,7874.0,3666.0,2157.0,1109.0,4.0,0.0,2.0,8.0,5.0,5.0,3.0,2.0,0.0,6.0,1791.0,2.0,0.0,6.0,668.0,2.0,1.0,0.0,0.0,0.0,2.0,2588.0,4.0,3.0,4478.0,2965.0,1835.0,1502.0,3627.0,3006.0,4592.0,3.0,7.0,15.0,334.0,138.0,27.0,13.0,3.0,117.0,1.0,806.0,1376.0,3.0,4.0,1.0,0.0,0.0,1.0,1513.0,466.0,662.0,253.0,209.0,1691.0,1250.0,2589.0,2100.0,1435.0,1949.0,1.0,2.0,3.0,0.0,1.0,427.0,2.0,10931.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,134.0,137.0,185.0,672.0,558.0,526.0,72.0,370.0,479.0,387.0,344.0,704.0,419.0,2061.0,585.0,1898.0,1083.0,1521.0,950.0,12436.0,2183.0,4303.0,4366.0,5674.0,21.0,9.0,181.0,1.0,743.0,9.0,3.0,1.0,3.0,6.0,2.0
hsa-miR-148b-5p,29.0,35.0,114.0,124.0,86.0,214.0,147.0,28.0,30.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,85.0,2.0,0.0,131.0,93.0,27.0,22.0,104.0,165.0,187.0,3.0,6.0,6.0,11.0,9.0,6.0,22.0,0.0,1.0,1.0,14.0,34.0,0.0,7.0,0.0,0.0,0.0,0.0,36.0,12.0,2.0,0.0,4.0,48.0,38.0,94.0,101.0,32.0,60.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,10.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,29.0,26.0,22.0,20.0,29.0,15.0,55.0,10.0,15.0,13.0,13.0,7.0,0.0,4.0,1.0,14.0,5.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,23.0,68.0,186.0,242.0,131.0,166.0,56.0,40.0,30.0,3.0,0.0,2.0,4.0,7.0,3.0,4.0,0.0,0.0,17.0,101.0,5.0,12.0,2.0,41.0,3.0,0.0,0.0,3.0,2.0,0.0,266.0,11.0,4.0,338.0,341.0,242.0,93.0,319.0,65.0,77.0,29.0,23.0,18.0,25.0,8.0,5.0,18.0,9.0,7.0,17.0,50.0,172.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,54.0,21.0,5.0,45.0,73.0,67.0,42.0,26.0,48.0,6.0,4.0,6.0,0.0,2.0,17.0,6.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,30.0,42.0,43.0,5.0,33.0,91.0,22.0,18.0,35.0,41.0,109.0,20.0,82.0,26.0,46.0,58.0,127.0,13.0,64.0,34.0,48.0,8.0,10.0,18.0,0.0,20.0,6.0,1.0,0.0,8.0,0.0,9.0
hsa-miR-150-5p,46.0,101.0,408.0,370.0,195.0,475.0,285.0,113.0,94.0,52.0,8.0,13.0,16.0,17.0,21.0,11.0,3.0,1.0,8.0,161.0,23.0,11.0,25.0,41.0,6.0,11.0,7.0,10.0,1.0,39.0,380.0,37.0,6.0,428.0,406.0,498.0,221.0,545.0,114.0,329.0,59.0,61.0,92.0,41.0,11.0,79.0,122.0,42.0,12.0,46.0,72.0,237.0,0.0,41.0,0.0,0.0,0.0,0.0,33.0,19.0,29.0,6.0,24.0,105.0,104.0,160.0,114.0,109.0,56.0,12.0,5.0,13.0,17.0,22.0,20.0,7.0,77.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,8.0,13.0,37.0,9.0,25.0,12.0,30.0,20.0,21.0,31.0,23.0,15.0,121.0,45.0,187.0,36.0,139.0,106.0,183.0,32.0,42.0,33.0,46.0,18.0,23.0,17.0,3.0,88.0,35.0,18.0,10.0,35.0,35.0,40.0
hsa-miR-151a-3p,11671.0,10377.0,194030.0,47209.0,34955.0,76981.0,33297.0,13606.0,10498.0,1772.0,655.0,767.0,1993.0,2403.0,1325.0,3912.0,2230.0,503.0,6718.0,15731.0,4663.0,1624.0,2349.0,13447.0,1642.0,3091.0,275.0,760.0,711.0,2826.0,23223.0,4071.0,1852.0,38897.0,35069.0,18862.0,11852.0,31149.0,47771.0,42794.0,4146.0,3932.0,6766.0,4017.0,1666.0,8843.0,13266.0,2470.0,1559.0,2835.0,9873.0,14380.0,1007.0,2812.0,4.0,1.0,2.0,8.0,20629.0,6413.0,6711.0,3801.0,2940.0,15261.0,13829.0,25908.0,23940.0,18546.0,18914.0,996.0,3687.0,4762.0,1526.0,1858.0,5667.0,580.0,640966.0,2.0,6.0,4.0,3.0,0.0,9.0,0.0,5.0,2214.0,2472.0,2750.0,11612.0,11246.0,11381.0,1408.0,6984.0,7779.0,6738.0,5195.0,13949.0,5640.0,18998.0,4721.0,22366.0,10506.0,13098.0,9088.0,272416.0,46133.0,112245.0,96906.0,132609.0,57553.0,3426.0,1781.0,628.0,5276.0,10404.0,2342.0,1029.0,3244.0,4528.0,1577.0
hsa-miR-151a-5p,9.0,20.0,559.0,85.0,58.0,105.0,113.0,19.0,30.0,3.0,0.0,1.0,3.0,7.0,1.0,13.0,0.0,0.0,6.0,13.0,0.0,9.0,6.0,6.0,4.0,1.0,0.0,3.0,0.0,15.0,42.0,9.0,0.0,152.0,77.0,29.0,44.0,135.0,203.0,84.0,5.0,11.0,19.0,3.0,2.0,12.0,25.0,4.0,0.0,8.0,29.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,7.0,2.0,16.0,19.0,27.0,110.0,107.0,28.0,24.0,0.0,5.0,9.0,2.0,0.0,7.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,24.0,12.0,24.0,3.0,16.0,14.0,5.0,5.0,29.0,16.0,52.0,4.0,31.0,15.0,56.0,24.0,409.0,57.0,112.0,146.0,111.0,29.0,1.0,5.0,1.0,3.0,11.0,9.0,1.0,2.0,11.0,4.0
hsa-miR-151b,10.0,4.0,17.0,87.0,31.0,162.0,46.0,17.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,8.0,3.0,0.0,3.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,11.0,25.0,2.0,4.0,9.0,10.0,11.0,15.0,81.0,8.0,83.0,3.0,12.0,12.0,10.0,4.0,9.0,36.0,4.0,0.0,7.0,0.0,15.0,1.0,11.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,5.0,0.0,17.0,15.0,1.0,9.0,1.0,39.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,12.0,13.0,13.0,7.0,8.0,4.0,25.0,6.0,9.0,0.0,6.0,7.0,24.0,46.0,8.0,13.0,6.0,1.0,5.0,14.0,29.0,3.0,1.0,8.0,7.0,3.0
hsa-miR-152-3p,70.0,221.0,3264.0,861.0,619.0,580.0,162.0,119.0,125.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,7.0,278.0,0.0,2.0,0.0,138.0,0.0,1.0,1.0,0.0,0.0,3.0,214.0,8.0,1.0,423.0,475.0,513.0,183.0,339.0,145.0,204.0,4.0,5.0,4.0,53.0,13.0,6.0,4.0,7.0,20.0,3.0,145.0,350.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,86.0,105.0,33.0,44.0,195.0,235.0,277.0,128.0,199.0,102.0,0.0,3.0,6.0,0.0,3.0,65.0,0.0,1823.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,18.0,33.0,42.0,42.0,50.0,14.0,62.0,68.0,27.0,57.0,66.0,64.0,338.0,58.0,190.0,76.0,186.0,141.0,1969.0,257.0,536.0,496.0,629.0,10.0,2.0,23.0,0.0,37.0,1.0,1.0,0.0,8.0,4.0,0.0
hsa-miR-152-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,3.0,10.0,3.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,12.0,31.0,274.0,121.0,75.0,193.0,83.0,42.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,153.0,166.0,93.0,33.0,136.0,65.0,98.0,0.0,0.0,0.0,10.0,3.0,0.0,3.0,0.0,5.0,0.0,35.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,35.0,4.0,14.0,64.0,62.0,118.0,59.0,62.0,34.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,12.0,5.0,20.0,6.0,11.0,15.0,8.0,14.0,12.0,14.0,55.0,15.0,34.0,8.0,23.0,40.0,346.0,19.0,46.0,40.0,58.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,199.0,169.0,374.0,865.0,416.0,1006.0,455.0,152.0,137.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,182.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,3.0,0.0,2.0,340.0,0.0,1.0,584.0,429.0,156.0,264.0,543.0,645.0,537.0,0.0,0.0,7.0,105.0,51.0,2.0,0.0,1.0,27.0,0.0,117.0,198.0,0.0,0.0,0.0,1.0,0.0,0.0,141.0,43.0,42.0,20.0,31.0,195.0,203.0,406.0,240.0,96.0,200.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,16.0,29.0,97.0,22.0,46.0,15.0,54.0,48.0,40.0,33.0,52.0,23.0,146.0,46.0,171.0,111.0,172.0,89.0,259.0,66.0,101.0,126.0,213.0,0.0,1.0,103.0,0.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-15b-3p,74.0,51.0,322.0,382.0,213.0,764.0,397.0,191.0,69.0,21.0,9.0,26.0,45.0,31.0,87.0,32.0,13.0,11.0,35.0,58.0,16.0,11.0,32.0,44.0,6.0,7.0,1.0,32.0,4.0,100.0,155.0,86.0,16.0,354.0,157.0,142.0,90.0,500.0,402.0,633.0,18.0,39.0,78.0,51.0,28.0,139.0,89.0,15.0,8.0,8.0,65.0,107.0,8.0,27.0,2.0,0.0,0.0,0.0,178.0,51.0,44.0,14.0,51.0,172.0,117.0,236.0,231.0,117.0,187.0,7.0,13.0,0.0,9.0,10.0,25.0,2.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,38.0,61.0,49.0,54.0,17.0,49.0,42.0,55.0,35.0,70.0,42.0,138.0,70.0,166.0,139.0,270.0,77.0,386.0,70.0,115.0,109.0,141.0,10.0,17.0,8.0,6.0,72.0,136.0,58.0,21.0,72.0,33.0,50.0
hsa-miR-15b-5p,1039.0,724.0,1626.0,3051.0,1942.0,4359.0,1904.0,915.0,501.0,9.0,4.0,10.0,8.0,10.0,10.0,5.0,3.0,2.0,16.0,645.0,13.0,1.0,3.0,388.0,3.0,0.0,0.0,11.0,2.0,17.0,1455.0,26.0,13.0,2680.0,1652.0,909.0,905.0,2467.0,2985.0,2488.0,11.0,28.0,60.0,559.0,391.0,62.0,62.0,9.0,89.0,3.0,666.0,1037.0,1.0,15.0,0.0,0.0,0.0,0.0,609.0,174.0,185.0,99.0,167.0,945.0,1008.0,2215.0,1135.0,586.0,1114.0,2.0,0.0,0.0,4.0,0.0,130.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,43.0,75.0,285.0,118.0,199.0,72.0,304.0,199.0,202.0,119.0,160.0,151.0,744.0,237.0,699.0,448.0,741.0,463.0,1546.0,366.0,458.0,694.0,1198.0,0.0,4.0,460.0,9.0,475.0,34.0,14.0,1.0,4.0,11.0,6.0
hsa-miR-16-1-3p,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,6991.0,8205.0,16213.0,28444.0,17505.0,73974.0,65642.0,13606.0,7901.0,227.0,92.0,189.0,502.0,497.0,648.0,305.0,193.0,66.0,440.0,7144.0,311.0,138.0,325.0,1837.0,155.0,86.0,15.0,107.0,32.0,461.0,24752.0,657.0,253.0,33014.0,23609.0,10490.0,11477.0,39907.0,26790.0,26420.0,433.0,852.0,1661.0,2701.0,1194.0,3009.0,1993.0,213.0,707.0,237.0,3865.0,5612.0,80.0,536.0,0.0,0.0,0.0,20.0,11359.0,3331.0,2811.0,1396.0,2049.0,8990.0,6447.0,13920.0,12295.0,5543.0,8176.0,68.0,105.0,87.0,159.0,141.0,1263.0,29.0,2851.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,627.0,852.0,1381.0,5763.0,2907.0,3178.0,709.0,2774.0,2464.0,2755.0,2071.0,4425.0,2101.0,9125.0,3957.0,8556.0,5906.0,12625.0,5949.0,9414.0,2726.0,4432.0,5081.0,6427.0,269.0,269.0,1455.0,44.0,3307.0,1301.0,356.0,327.0,421.0,221.0,269.0
hsa-miR-16-5p,2203.0,2427.0,7660.0,11838.0,6614.0,25505.0,12356.0,6044.0,2889.0,28.0,10.0,19.0,54.0,26.0,47.0,26.0,21.0,9.0,46.0,2828.0,31.0,13.0,27.0,1016.0,8.0,7.0,0.0,13.0,4.0,59.0,7948.0,89.0,25.0,13804.0,9066.0,4829.0,4664.0,18389.0,16755.0,19673.0,38.0,56.0,158.0,1931.0,884.0,279.0,211.0,19.0,253.0,33.0,2290.0,4082.0,8.0,45.0,0.0,1.0,0.0,0.0,2335.0,773.0,551.0,352.0,570.0,4660.0,3524.0,8233.0,5891.0,2892.0,4247.0,5.0,6.0,10.0,15.0,7.0,394.0,4.0,1748.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,150.0,202.0,1432.0,534.0,698.0,182.0,549.0,542.0,610.0,392.0,911.0,455.0,4189.0,1222.0,4578.0,2308.0,5270.0,3018.0,5688.0,846.0,1508.0,1776.0,2622.0,12.0,26.0,603.0,8.0,2002.0,182.0,36.0,21.0,43.0,18.0,24.0
hsa-miR-17-3p,4.0,9.0,17.0,30.0,9.0,38.0,22.0,7.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,28.0,6.0,7.0,1.0,29.0,32.0,25.0,0.0,3.0,6.0,3.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,7.0,8.0,10.0,7.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,9.0,3.0,0.0,8.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0
