miRNA,SRR13884475,SRR13884476,SRR13884477,SRR13884478
hsa-let-7a-3p,7.79,18.93,12.55,7.94
hsa-let-7a-5p,10801.21,38115.22,19509.49,16129.88
hsa-let-7b-3p,9.16,17.21,10.08,20.43
hsa-let-7b-5p,13084.09,46544.76,31797.32,24734.75
hsa-let-7c-3p,0.0,0.0,1.57,4.99
hsa-let-7c-5p,150.5,274.84,342.78,323.64
hsa-let-7d-3p,781.58,969.38,518.2,1725.1
hsa-let-7d-5p,715.15,1647.58,980.39,1008.83
hsa-let-7e-5p,101.02,95.82,274.0,162.27
hsa-let-7f-1-3p,1.15,2.87,0.0,1.13
hsa-let-7f-2-3p,0.69,0.0,1.57,0.0
hsa-let-7f-5p,7727.35,21269.35,11953.79,9120.75
hsa-let-7g-5p,2482.4,7146.87,4577.55,2938.65
hsa-let-7i-3p,1.15,7.75,4.26,2.95
hsa-let-7i-5p,11026.61,25325.61,16110.82,16252.21
hsa-miR-1-3p,7.79,6.89,12.99,17.02
hsa-miR-100-5p,143.63,584.96,164.22,180.43
hsa-miR-101-3p,1370.51,5849.87,2394.3,1650.89
hsa-miR-101-5p,0.0,0.0,0.0,1.36
hsa-miR-10396b-5p,1.37,0.0,0.0,0.0
hsa-miR-10399-3p,11.68,12.05,15.91,9.08
hsa-miR-103a-3p,184.86,289.47,268.85,172.03
hsa-miR-10401-3p,0.0,0.57,1.12,0.0
hsa-miR-105-5p,0.0,0.0,0.9,27.46
hsa-miR-106a-3p,0.0,1.43,0.67,0.0
hsa-miR-106a-5p,4.12,19.8,7.39,24.74
hsa-miR-106b-3p,177.07,434.63,193.12,441.89
hsa-miR-106b-5p,16.95,67.7,50.18,21.33
hsa-miR-107,1.83,4.02,0.67,2.04
hsa-miR-10a-3p,0.23,6.31,4.26,8.4
hsa-miR-10a-5p,961.85,1731.35,1959.22,2722.81
hsa-miR-10b-3p,1.15,2.3,0.9,9.08
hsa-miR-10b-5p,1537.96,3283.97,5167.0,2527.63
hsa-miR-11400,45.13,1.72,0.22,0.68
hsa-miR-11401,13.74,18.65,6.27,9.53
hsa-miR-1180-3p,24.97,180.16,85.36,164.54
hsa-miR-1180-5p,0.0,1.43,0.0,0.0
hsa-miR-1183,0.23,1.15,2.46,2.5
hsa-miR-1185-1-3p,5.96,0.0,0.0,10.44
hsa-miR-1185-2-3p,0.0,0.0,0.0,3.4
hsa-miR-1193,0.23,0.0,0.0,3.4
hsa-miR-1207-5p,0.0,0.0,0.67,0.0
hsa-miR-12136,0.0,0.29,0.0,0.0
hsa-miR-122-3p,0.0,0.0,2.24,3.4
hsa-miR-122-5p,7156.52,18734.15,31173.37,23440.86
hsa-miR-1224-3p,0.0,0.0,0.0,2.72
hsa-miR-1225-3p,0.0,0.0,1.12,0.23
hsa-miR-1226-3p,0.0,1.43,0.0,0.68
hsa-miR-1228-5p,0.46,0.0,0.0,0.0
hsa-miR-1229-3p,1.37,2.01,5.38,7.72
hsa-miR-1236-3p,0.0,0.0,0.0,0.68
hsa-miR-1236-5p,0.0,0.0,0.0,0.23
hsa-miR-1238-3p,0.0,0.57,0.0,1.36
hsa-miR-124-3p,0.0,0.0,0.0,2.72
hsa-miR-1246,5.73,6.6,2.02,115.75
hsa-miR-1247-5p,0.0,0.0,0.0,2.27
hsa-miR-1248,0.92,2.3,2.02,3.63
hsa-miR-1249-3p,2.29,0.57,1.57,2.04
hsa-miR-1250-5p,2.29,0.0,0.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,5.67
hsa-miR-1255a,4.58,1.15,2.24,0.0
hsa-miR-1255b-5p,1.83,13.2,19.27,2.72
hsa-miR-125a-3p,1.83,0.86,2.46,12.94
hsa-miR-125a-5p,515.17,790.65,1690.59,1322.94
hsa-miR-125b-1-3p,1.83,0.29,2.24,9.53
hsa-miR-125b-2-3p,0.0,0.0,0.45,0.0
hsa-miR-125b-5p,69.87,141.72,111.35,210.62
hsa-miR-126-3p,4373.12,5805.11,9710.05,3329.47
hsa-miR-126-5p,94.38,71.15,126.58,41.76
hsa-miR-1260b,0.0,1.43,0.0,0.0
hsa-miR-1262,0.46,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.67,0.0
hsa-miR-1269a,0.0,0.0,0.0,1.36
hsa-miR-1269b,0.0,1.43,0.0,2.95
hsa-miR-127-3p,75.36,13.48,5.82,117.34
hsa-miR-127-5p,0.46,0.0,0.0,1.59
hsa-miR-1270,0.0,2.58,1.12,0.0
hsa-miR-1271-5p,0.92,0.0,2.02,1.13
hsa-miR-1273c,1.15,0.0,0.0,0.0
hsa-miR-1273h-3p,15.58,6.31,8.74,16.34
hsa-miR-1273h-5p,4.58,0.0,3.58,1.59
hsa-miR-1275,0.0,0.0,1.57,0.0
hsa-miR-1276,0.0,0.86,0.0,0.0
hsa-miR-1277-3p,1.6,1.15,0.9,0.0
hsa-miR-1278,0.0,8.32,3.36,1.82
hsa-miR-128-1-5p,2.29,0.0,0.0,0.0
hsa-miR-128-3p,1196.88,855.2,672.56,1106.87
hsa-miR-1284,2.06,8.89,4.03,5.45
hsa-miR-1285-3p,3.21,12.91,3.14,3.63
hsa-miR-1287-5p,3.89,3.73,1.12,2.5
hsa-miR-1289,0.0,0.0,1.34,0.0
hsa-miR-129-5p,13.97,20.94,1.34,260.32
hsa-miR-1290,0.0,0.0,0.22,0.0
hsa-miR-1291,0.92,0.0,0.0,0.0
hsa-miR-1292-5p,2.29,14.63,3.36,5.67
hsa-miR-1293,0.0,0.0,1.12,0.0
hsa-miR-1294,2.06,20.37,12.1,17.25
hsa-miR-1296-5p,0.92,0.0,0.0,0.0
hsa-miR-1301-3p,47.88,27.25,26.44,59.46
hsa-miR-1303,0.0,0.0,4.93,6.81
hsa-miR-1304-5p,3.67,12.91,4.93,10.21
hsa-miR-1306-3p,1.6,4.02,0.0,1.59
hsa-miR-1306-5p,0.69,5.74,2.24,9.08
hsa-miR-1307-3p,636.58,252.46,364.06,668.16
hsa-miR-1307-5p,3.44,5.45,1.12,17.25
hsa-miR-130a-3p,3.21,11.19,3.81,8.17
hsa-miR-130b-3p,1.37,10.61,6.05,30.87
hsa-miR-130b-5p,70.55,20.66,20.84,39.04
hsa-miR-132-3p,0.0,0.0,0.22,0.23
hsa-miR-132-5p,2.29,0.0,3.81,0.0
hsa-miR-1323,0.0,2.01,0.0,0.0
hsa-miR-133a-3p,1.37,0.0,0.0,2.72
hsa-miR-134-5p,106.29,16.07,9.19,245.57
hsa-miR-1343-3p,0.23,0.0,0.0,2.72
hsa-miR-135a-2-3p,0.0,0.0,0.0,15.43
hsa-miR-135a-3p,1.6,0.0,0.0,2.95
hsa-miR-135a-5p,0.23,0.0,0.0,3.63
hsa-miR-136-3p,6.18,1.15,0.22,16.57
hsa-miR-136-5p,3.44,0.0,0.0,2.27
hsa-miR-138-5p,0.0,0.0,0.0,0.45
hsa-miR-139-3p,121.18,68.28,99.25,39.94
hsa-miR-139-5p,116.82,119.34,220.45,93.73
hsa-miR-140-3p,212.57,700.57,373.02,279.61
hsa-miR-140-5p,39.17,75.74,64.97,46.75
hsa-miR-141-3p,0.69,3.73,0.9,8.4
hsa-miR-142-3p,105.14,281.72,209.25,128.68
hsa-miR-142-5p,537.62,1683.44,953.28,539.02
hsa-miR-143-3p,896.8,289.18,283.86,341.57
hsa-miR-143-5p,0.46,0.0,0.0,0.0
hsa-miR-144-3p,319.32,1883.69,668.53,749.41
hsa-miR-144-5p,122.32,896.23,271.98,263.5
hsa-miR-145-3p,4.58,4.3,4.48,6.81
hsa-miR-145-5p,0.0,3.16,1.57,0.45
hsa-miR-1468-5p,1.37,4.59,1.34,4.31
hsa-miR-146a-3p,4.12,0.0,2.91,0.91
hsa-miR-146a-5p,1099.98,264.51,474.29,187.69
hsa-miR-146b-3p,0.46,1.72,4.26,4.77
hsa-miR-146b-5p,1019.12,973.69,1342.44,744.87
hsa-miR-147b-3p,0.0,0.0,1.12,0.0
hsa-miR-148a-3p,7856.32,7389.0,4886.28,7501.86
hsa-miR-148a-5p,10.77,5.74,7.39,5.67
hsa-miR-148b-3p,253.35,197.66,148.76,116.43
hsa-miR-148b-5p,3.67,22.38,2.46,5.45
hsa-miR-149-3p,0.0,0.0,0.0,1.82
hsa-miR-149-5p,0.0,0.0,0.0,2.27
hsa-miR-150-3p,14.2,20.94,89.62,24.74
hsa-miR-150-5p,56.35,100.12,252.72,26.55
hsa-miR-151a-3p,3731.96,1527.95,1210.93,1308.18
hsa-miR-151a-5p,26.57,18.07,3.36,3.18
hsa-miR-151b,1.6,0.0,0.0,0.0
hsa-miR-152-3p,67.35,36.72,41.9,31.55
hsa-miR-1538,0.46,0.86,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,2.04
hsa-miR-155-5p,62.54,98.69,219.33,66.73
hsa-miR-15a-5p,3.21,14.63,14.56,2.27
hsa-miR-15b-3p,0.92,23.24,3.58,12.26
hsa-miR-15b-5p,7.79,27.25,37.19,16.34
hsa-miR-16-2-3p,317.26,1846.39,696.09,783.68
hsa-miR-16-5p,159.43,788.93,435.08,224.23
hsa-miR-17-3p,0.0,6.89,0.45,0.0
hsa-miR-17-5p,120.72,393.89,129.72,102.58
hsa-miR-181a-2-3p,10.31,30.98,25.09,7.26
hsa-miR-181a-3p,0.46,9.47,5.6,2.72
hsa-miR-181a-5p,241.67,384.14,351.07,103.04
hsa-miR-181b-3p,0.0,0.0,0.0,0.68
hsa-miR-181b-5p,35.05,63.4,57.8,42.44
hsa-miR-181c-3p,0.0,1.43,0.0,0.0
hsa-miR-181c-5p,0.46,0.0,0.0,0.0
hsa-miR-181d-5p,4.35,4.02,2.46,48.34
hsa-miR-182-3p,0.0,0.86,0.22,2.27
hsa-miR-182-5p,1675.4,13528.34,615.66,1015.41
hsa-miR-183-3p,0.0,0.0,1.57,0.0
hsa-miR-183-5p,1208.79,9748.06,478.77,1007.01
hsa-miR-184,1.15,31.56,3.36,3.63
hsa-miR-1843,38.03,28.69,9.41,6.58
hsa-miR-185-3p,12.14,6.31,2.24,7.26
hsa-miR-185-5p,275.57,819.06,386.69,682.01
hsa-miR-186-5p,152.79,561.15,244.87,244.89
hsa-miR-187-5p,0.0,0.86,0.0,0.0
hsa-miR-188-5p,0.0,1.15,0.0,0.0
hsa-miR-18a-3p,0.69,18.93,5.6,17.25
hsa-miR-18a-5p,2.75,18.36,6.95,2.27
hsa-miR-18b-5p,0.0,2.3,0.9,0.0
hsa-miR-1908-5p,48.33,16.07,25.54,108.71
hsa-miR-190a-5p,0.0,2.87,0.0,4.54
hsa-miR-190b-5p,0.23,1.15,0.0,4.31
hsa-miR-191-3p,4.12,1.15,2.02,2.5
hsa-miR-191-5p,1308.89,2053.81,1064.85,696.99
hsa-miR-1910-5p,0.0,0.29,0.0,0.0
hsa-miR-1914-5p,1.15,0.0,0.67,0.0
hsa-miR-192-5p,373.84,876.43,698.33,990.67
hsa-miR-193a-5p,25.2,45.61,73.04,88.29
hsa-miR-193b-5p,7.56,10.9,19.72,41.99
hsa-miR-194-3p,0.0,0.0,1.57,0.0
hsa-miR-194-5p,61.62,247.87,98.13,115.52
hsa-miR-195-3p,0.0,2.3,1.57,2.27
hsa-miR-195-5p,0.92,0.29,0.0,0.91
hsa-miR-196a-5p,0.92,0.86,4.48,0.0
hsa-miR-196b-5p,5.96,15.78,6.95,6.13
hsa-miR-197-3p,58.64,26.97,20.16,66.95
hsa-miR-197-5p,0.23,1.72,0.0,0.0
hsa-miR-1976,2.52,11.48,6.72,10.21
hsa-miR-199a-3p,76.74,42.46,38.31,23.6
hsa-miR-199a-5p,701.4,71.43,196.71,113.93
hsa-miR-199b-3p,102.39,19.8,26.21,7.94
hsa-miR-199b-5p,5.27,0.57,2.24,4.54
hsa-miR-19a-3p,4.35,28.98,15.46,12.71
hsa-miR-19b-2-5p,0.0,0.0,0.0,1.13
hsa-miR-19b-3p,8.25,47.91,25.76,14.3
hsa-miR-200a-3p,30.47,28.98,9.41,170.45
hsa-miR-200a-5p,3.21,4.88,4.26,43.12
hsa-miR-200b-3p,13.06,39.88,8.07,68.54
hsa-miR-200b-5p,3.44,1.15,0.22,36.31
hsa-miR-200c-3p,47.88,42.75,22.85,81.02
hsa-miR-200c-5p,0.0,0.0,0.0,0.45
hsa-miR-202-3p,1.37,1.15,0.0,1.59
hsa-miR-202-5p,0.0,0.0,3.81,0.0
hsa-miR-203a-3p,0.46,41.89,58.03,0.23
hsa-miR-204-3p,1.37,2.87,6.72,2.27
hsa-miR-204-5p,2.29,13.77,28.0,26.33
hsa-miR-205-5p,0.0,0.86,0.0,0.0
hsa-miR-206,12.6,11.76,2.02,2.27
hsa-miR-208a-3p,1.37,0.0,0.0,0.0
hsa-miR-20a-5p,161.26,560.29,220.45,164.09
hsa-miR-20b-3p,0.0,1.43,0.0,0.0
hsa-miR-20b-5p,19.47,75.74,47.94,22.47
hsa-miR-21-3p,2.75,0.57,0.9,0.0
hsa-miR-21-5p,6657.84,4073.48,4699.2,3174.0
hsa-miR-210-3p,1.15,6.89,5.82,10.44
hsa-miR-211-5p,0.0,0.0,0.67,0.0
hsa-miR-2110,48.79,122.79,79.76,78.98
hsa-miR-2115-3p,0.0,0.0,0.0,2.72
hsa-miR-2116-3p,0.0,0.0,0.0,1.36
hsa-miR-212-5p,0.0,0.0,2.02,0.0
hsa-miR-214-3p,0.69,0.0,0.0,0.68
hsa-miR-215-5p,23.59,44.18,17.92,5.9
hsa-miR-216a-3p,0.46,3.44,0.0,27.01
hsa-miR-216a-5p,2.06,5.74,0.0,19.06
hsa-miR-216b-3p,0.0,4.3,0.0,4.09
hsa-miR-216b-5p,19.01,34.71,3.81,139.81
hsa-miR-217-5p,4.58,6.31,1.12,68.77
hsa-miR-218-5p,1.6,4.88,0.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,0.67,1.13
hsa-miR-22-3p,748.36,1627.78,1107.42,820.68
hsa-miR-22-5p,21.99,40.16,21.73,14.98
hsa-miR-221-3p,191.27,61.68,114.04,107.35
hsa-miR-221-5p,12.14,7.17,19.72,5.45
hsa-miR-222-3p,921.08,347.13,1111.45,824.54
hsa-miR-223-3p,68.95,15.2,15.23,7.26
hsa-miR-223-5p,314.74,113.32,131.51,174.53
hsa-miR-224-5p,240.98,25.53,99.92,46.07
hsa-miR-2277-5p,1.15,1.72,0.0,2.72
hsa-miR-2355-3p,10.08,0.29,1.34,0.45
hsa-miR-2355-5p,0.46,0.0,0.0,0.0
hsa-miR-23a-3p,36.19,24.1,24.2,7.49
hsa-miR-23a-5p,4.35,2.58,1.57,7.72
hsa-miR-23b-3p,7.33,8.61,8.51,1.13
hsa-miR-23b-5p,7.79,4.88,0.0,0.68
hsa-miR-24-1-5p,0.0,4.02,1.79,2.27
hsa-miR-24-2-5p,22.91,14.92,17.47,11.35
hsa-miR-24-3p,1021.87,385.57,526.71,664.3
hsa-miR-25-3p,1646.31,8939.9,4063.61,4583.41
hsa-miR-25-5p,2.29,11.76,19.27,30.64
hsa-miR-2681-5p,0.0,0.0,0.0,0.45
hsa-miR-26a-1-3p,2.29,0.0,1.57,0.0
hsa-miR-26a-2-3p,2.52,1.15,0.22,0.0
hsa-miR-26a-5p,9920.21,14649.2,10167.31,5345.31
hsa-miR-26b-3p,2.52,1.72,1.57,1.13
hsa-miR-26b-5p,555.26,1537.99,796.46,438.71
hsa-miR-27a-3p,447.6,354.88,405.06,286.65
hsa-miR-27a-5p,10.77,15.2,28.68,9.99
hsa-miR-27b-3p,448.51,604.18,667.19,480.7
hsa-miR-27b-5p,3.67,3.16,5.38,0.0
hsa-miR-28-3p,215.32,61.39,128.6,93.28
hsa-miR-28-5p,19.47,14.92,20.16,9.08
hsa-miR-296-3p,4.58,0.57,0.0,0.45
hsa-miR-296-5p,0.0,0.57,0.0,0.0
hsa-miR-299-3p,0.69,0.0,0.0,1.13
hsa-miR-29a-3p,82.01,91.23,126.58,53.11
hsa-miR-29b-1-5p,0.0,0.86,0.0,0.91
hsa-miR-29b-2-5p,0.0,1.15,0.0,0.91
hsa-miR-29b-3p,3.67,18.65,10.31,1.82
hsa-miR-29c-3p,1.6,4.59,4.03,0.0
hsa-miR-29c-5p,3.21,1.15,2.46,0.91
hsa-miR-301a-3p,0.0,0.0,0.9,1.36
hsa-miR-301a-5p,1.37,2.58,0.0,0.0
hsa-miR-301b-3p,1.6,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.9,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.91
hsa-miR-30a-3p,19.7,41.31,62.95,23.38
hsa-miR-30a-5p,106.52,243.28,361.15,169.54
hsa-miR-30b-3p,6.18,5.16,5.38,2.27
hsa-miR-30b-5p,8.25,24.1,8.07,3.4
hsa-miR-30c-1-3p,2.29,2.58,2.91,11.12
hsa-miR-30c-2-3p,0.0,1.43,2.69,0.0
hsa-miR-30c-5p,255.18,1019.88,442.92,330.9
hsa-miR-30d-3p,2.52,1.43,0.22,1.82
hsa-miR-30d-5p,5031.23,7870.11,4134.63,4649.91
hsa-miR-30e-3p,166.3,133.98,123.22,96.0
hsa-miR-30e-5p,425.61,1195.45,746.27,577.38
hsa-miR-31-5p,0.92,0.0,0.45,0.0
hsa-miR-3115,0.0,0.57,0.0,0.0
hsa-miR-3117-3p,0.0,2.01,0.0,0.0
hsa-miR-3120-3p,8.93,0.0,0.0,0.23
hsa-miR-3120-5p,0.23,1.15,0.0,0.0
hsa-miR-3124-5p,1.15,3.44,0.0,0.0
hsa-miR-3125,0.0,0.57,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.0,1.36
hsa-miR-3127-3p,0.69,0.57,0.0,0.0
hsa-miR-3127-5p,1.37,1.72,0.0,0.0
hsa-miR-3129-3p,0.0,0.86,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,2.72
hsa-miR-3135a,0.0,1.15,0.0,1.59
hsa-miR-3138,0.0,0.0,0.9,0.0
hsa-miR-3139,0.23,0.0,0.0,0.0
hsa-miR-3140-3p,0.46,0.86,0.67,0.0
hsa-miR-3143,0.92,1.43,0.67,0.0
hsa-miR-3150a-5p,0.0,0.57,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.67,0.0
hsa-miR-3152-5p,0.0,0.29,0.0,0.0
hsa-miR-3157-3p,0.0,1.15,0.0,0.0
hsa-miR-3158-3p,0.46,34.71,5.6,28.14
hsa-miR-3161,2.06,0.0,0.0,0.0
hsa-miR-3163,0.0,1.43,0.0,0.0
hsa-miR-3164,0.69,0.29,1.79,0.23
hsa-miR-3168,0.92,0.57,0.45,1.82
hsa-miR-3173-3p,0.69,0.0,0.0,0.0
hsa-miR-3173-5p,0.69,2.87,0.45,6.35
hsa-miR-3174,0.0,0.0,0.0,1.13
hsa-miR-3177-3p,2.29,0.86,0.0,4.77
hsa-miR-3178,1.15,5.74,2.46,5.22
hsa-miR-3179,0.0,1.15,1.12,3.86
hsa-miR-3180,0.46,0.0,0.0,0.23
hsa-miR-3180-3p,1.15,0.0,2.02,3.63
hsa-miR-3182,3.21,2.3,1.34,4.77
hsa-miR-3187-3p,1.37,0.0,0.0,5.22
hsa-miR-3188,1.83,0.0,0.0,0.0
hsa-miR-3191-3p,3.44,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.68
hsa-miR-3195,0.0,0.0,0.22,2.04
hsa-miR-3196,1.6,4.59,0.0,6.13
hsa-miR-3198,0.23,2.3,0.0,0.0
hsa-miR-32-3p,1.15,1.15,4.03,0.0
hsa-miR-32-5p,24.28,90.37,36.74,40.85
hsa-miR-3200-3p,0.0,0.57,0.9,0.0
hsa-miR-3200-5p,0.0,1.15,0.0,0.0
hsa-miR-3202,0.0,0.0,0.45,0.0
hsa-miR-320a-3p,956.36,2241.14,1056.12,3713.93
hsa-miR-320b,122.09,214.59,247.34,2033.77
hsa-miR-320c,39.86,152.62,107.09,329.54
hsa-miR-320d,5.5,35.86,21.28,494.77
hsa-miR-320e,9.62,0.29,1.12,4.09
hsa-miR-323a-3p,37.57,9.18,6.95,606.88
hsa-miR-323a-5p,5.96,0.0,0.0,72.63
hsa-miR-323b-3p,24.51,2.58,0.0,155.01
hsa-miR-324-3p,0.0,0.0,0.0,1.13
hsa-miR-324-5p,1.15,0.0,0.0,1.82
hsa-miR-326,0.23,1.43,2.24,0.0
hsa-miR-328-3p,322.98,147.17,103.06,218.79
hsa-miR-329-3p,5.96,0.0,0.0,18.38
hsa-miR-330-3p,32.99,6.89,10.53,7.26
hsa-miR-330-5p,3.89,4.88,4.7,4.77
hsa-miR-331-3p,0.92,2.01,0.22,0.23
hsa-miR-331-5p,3.21,2.01,0.45,5.22
hsa-miR-335-3p,13.74,10.9,11.2,10.67
hsa-miR-335-5p,21.99,22.66,7.39,52.2
hsa-miR-337-3p,0.92,0.0,0.0,8.4
hsa-miR-338-3p,0.0,0.0,0.0,1.13
hsa-miR-338-5p,2.29,0.0,0.0,8.17
hsa-miR-339-3p,13.51,91.8,11.65,24.51
hsa-miR-339-5p,21.53,28.11,12.77,4.77
hsa-miR-33a-5p,1.6,0.0,0.0,0.0
hsa-miR-33b-5p,0.0,1.43,0.0,0.0
hsa-miR-340-3p,12.37,14.34,22.18,21.56
hsa-miR-340-5p,259.76,116.48,111.35,65.59
hsa-miR-342-3p,11.0,12.34,18.82,6.35
hsa-miR-342-5p,120.95,140.86,251.37,87.38
hsa-miR-345-5p,4.12,17.21,7.62,60.14
hsa-miR-346,2.75,3.73,0.0,1.59
hsa-miR-34a-5p,0.0,0.86,0.9,0.0
hsa-miR-34c-5p,1.15,0.0,0.67,0.0
hsa-miR-3605-3p,4.81,21.8,16.35,35.63
hsa-miR-3605-5p,2.75,6.02,4.48,5.9
hsa-miR-361-3p,38.71,38.73,73.71,67.18
hsa-miR-361-5p,2.98,7.75,6.95,37.9
hsa-miR-3611,0.0,0.0,0.0,0.68
hsa-miR-3613-3p,0.0,0.0,1.12,0.0
hsa-miR-3613-5p,15.35,35.29,18.15,18.38
hsa-miR-3614-5p,0.46,1.72,0.0,2.27
hsa-miR-3615,92.54,203.98,128.15,326.14
hsa-miR-3617-5p,0.69,0.0,0.0,0.0
hsa-miR-362-5p,0.0,8.32,0.0,2.04
hsa-miR-3620-5p,0.0,0.86,0.0,1.82
hsa-miR-363-3p,290.23,1777.82,765.76,925.08
hsa-miR-363-5p,0.0,0.29,3.36,1.59
hsa-miR-3650,0.0,0.0,0.22,0.91
hsa-miR-3655,0.46,0.0,0.0,0.0
hsa-miR-3659,0.0,2.01,0.0,0.0
hsa-miR-365a-5p,0.0,0.0,0.0,2.04
hsa-miR-365b-3p,0.0,0.57,0.0,0.0
hsa-miR-365b-5p,0.0,1.15,0.0,4.09
hsa-miR-3661,0.0,0.0,0.0,0.68
