BioProject,Run,EV_type,Source,disease,Disease_stage/treatment,Release_date,URL,EV isolated method,Project_Title,Project_Description
PRJNA861734,SRR20563511,-,Cell line|Cell line/LO2 cell|Liver,-,-,2023-11-01,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA861734/,-,MiRNA sequencing of ucMSCs-exosomes action in ALF cell model,We aim to evaluate the function of ucMSCs-exosomes in ALF and the underlying mechanism
