miRNA,SRR28962267,SRR28962268,SRR28962269
hsa-let-7a-2-3p,1.05,1.84,0.31
hsa-let-7a-3p,2.8,0.71,0.41
hsa-let-7a-5p,710.25,1098.13,1810.81
hsa-let-7b-3p,0.7,0.1,0.1
hsa-let-7b-5p,1424.81,328.93,75.35
hsa-let-7c-3p,0.12,0.0,0.0
hsa-let-7c-5p,211.23,74.94,53.53
hsa-let-7d-3p,13.19,10.91,3.58
hsa-let-7d-5p,143.78,218.91,116.21
hsa-let-7e-3p,1.4,0.1,0.0
hsa-let-7e-5p,73.17,60.87,62.12
hsa-let-7f-1-3p,1.75,1.02,0.46
hsa-let-7f-2-3p,0.35,0.0,0.2
hsa-let-7f-5p,578.02,451.28,1971.46
hsa-let-7g-3p,0.12,0.1,0.05
hsa-let-7g-5p,2752.53,1795.44,2398.3
hsa-let-7i-3p,1.4,1.02,0.56
hsa-let-7i-5p,6011.31,6445.5,8140.73
hsa-miR-1-3p,3.38,2.04,0.82
hsa-miR-100-3p,0.0,0.0,0.56
hsa-miR-100-5p,13475.44,8988.72,2170.37
hsa-miR-101-3p,78.54,43.03,23.5
hsa-miR-10394-3p,0.23,0.1,0.05
hsa-miR-10394-5p,0.0,0.0,0.05
hsa-miR-10395-3p,0.0,0.0,0.46
hsa-miR-10395-5p,0.0,0.0,0.05
hsa-miR-10396a-3p,0.12,0.0,0.0
hsa-miR-10396b-3p,0.23,0.0,0.0
hsa-miR-10399-3p,2.8,0.1,0.51
hsa-miR-103a-2-5p,0.23,0.0,0.05
hsa-miR-103a-3p,115.07,57.81,86.74
hsa-miR-10400-3p,0.0,0.0,0.05
hsa-miR-10401-3p,5.95,2.85,1.69
hsa-miR-10401-5p,0.23,0.0,0.31
hsa-miR-105-3p,0.0,0.0,0.26
hsa-miR-105-5p,11.67,8.56,2.96
hsa-miR-10526-3p,1.28,1.73,0.15
hsa-miR-10527-5p,0.0,0.2,0.0
hsa-miR-106a-5p,0.23,0.31,0.0
hsa-miR-106b-3p,201.78,144.89,41.58
hsa-miR-106b-5p,20.54,28.75,15.78
hsa-miR-107,19.84,8.56,12.62
hsa-miR-10a-3p,8.17,5.1,2.25
hsa-miR-10a-5p,79.12,126.84,118.1
hsa-miR-10b-5p,0.58,0.41,0.2
hsa-miR-11399,0.35,0.1,0.0
hsa-miR-11401,0.12,0.51,0.1
hsa-miR-1180-3p,174.35,53.33,9.86
hsa-miR-1185-1-3p,0.0,0.1,0.0
hsa-miR-1197,0.0,0.1,0.0
hsa-miR-12114,0.12,0.0,0.0
hsa-miR-12136,0.0,0.2,0.0
hsa-miR-122-5p,1.63,1.53,0.31
hsa-miR-1224-5p,0.0,0.1,0.0
hsa-miR-1225-3p,0.0,0.0,0.1
hsa-miR-1226-3p,1.28,0.2,0.26
hsa-miR-1226-5p,0.35,0.1,0.0
hsa-miR-1229-3p,0.12,0.1,0.0
hsa-miR-1234-3p,0.23,0.0,0.0
hsa-miR-1236-5p,0.12,0.0,0.15
hsa-miR-1238-5p,0.23,0.0,0.0
hsa-miR-124-3p,0.12,0.0,0.0
hsa-miR-1243,0.0,0.1,0.0
hsa-miR-1244,0.0,0.0,0.31
hsa-miR-1246,30135.31,1570.92,4059.64
hsa-miR-1247-5p,0.12,0.0,0.05
hsa-miR-1248,0.0,0.31,0.15
hsa-miR-1249-3p,4.67,1.12,0.0
hsa-miR-1250-5p,0.35,0.31,0.05
hsa-miR-1252-5p,0.12,0.2,0.0
hsa-miR-1253,0.12,0.0,0.0
