miRNA,SRR10225091,SRR10225093,SRR10225095
hsa-let-7a-3p,0.0,5.13,0.0
hsa-let-7a-5p,4044.13,1919.85,1951.3
hsa-let-7b-3p,0.0,1.71,0.0
hsa-let-7b-5p,388.24,201.05,281.78
hsa-let-7c-5p,582.35,65.88,183.15
hsa-let-7d-3p,64.71,41.07,35.22
hsa-let-7d-5p,161.77,30.8,35.22
hsa-let-7e-3p,0.0,3.42,0.0
hsa-let-7e-5p,808.83,81.28,42.27
hsa-let-7f-2-3p,0.0,0.86,0.0
hsa-let-7f-5p,2750.01,2667.6,1120.06
hsa-let-7g-3p,0.0,0.86,0.0
hsa-let-7g-5p,776.47,476.54,91.58
hsa-let-7i-3p,0.0,1.71,0.0
hsa-let-7i-5p,1844.12,1328.67,1176.41
hsa-miR-100-3p,32.35,5.99,0.0
hsa-miR-100-5p,2361.77,347.35,4212.54
hsa-miR-101-3p,355.88,182.23,7.04
hsa-miR-101-5p,0.0,0.86,0.0
hsa-miR-10395-3p,0.0,0.86,7.04
hsa-miR-10396b-3p,0.0,0.86,0.0
hsa-miR-10399-3p,0.0,0.86,7.04
hsa-miR-103a-3p,679.41,70.15,28.18
hsa-miR-10401-3p,97.06,8.56,91.58
hsa-miR-105-3p,32.35,0.86,0.0
hsa-miR-105-5p,64.71,5.99,0.0
hsa-miR-106a-5p,0.0,0.86,0.0
hsa-miR-106b-3p,647.06,71.87,35.22
hsa-miR-106b-5p,97.06,27.38,0.0
hsa-miR-107,97.06,37.64,56.36
hsa-miR-10a-3p,64.71,1.71,0.0
hsa-miR-10a-5p,11873.56,2574.34,7727.69
hsa-miR-10b-5p,4270.6,10080.06,11820.48
hsa-miR-1180-3p,129.41,6.84,0.0
hsa-miR-1185-2-3p,32.35,0.0,0.0
hsa-miR-122-5p,32.35,0.0,0.0
hsa-miR-1246,0.0,0.86,7.04
hsa-miR-1249-3p,0.0,0.86,0.0
hsa-miR-125a-3p,32.35,1.71,14.09
hsa-miR-125a-5p,1455.89,464.56,169.07
hsa-miR-125b-1-3p,97.06,3.42,49.31
hsa-miR-125b-2-3p,0.0,0.0,7.04
hsa-miR-125b-5p,258.82,52.19,77.49
hsa-miR-126-3p,97.06,2.57,7.04
hsa-miR-126-5p,1100.0,28.23,70.44
hsa-miR-1262,0.0,2.57,0.0
