miRNA,SRR20661434,SRR20661435,SRR20661436,SRR20661437,SRR20661438,SRR20661439,SRR20661440,SRR20661441,SRR20661442,SRR20661443,SRR20661444,SRR20661445,SRR20661446,SRR20661447,SRR20661448,SRR20661449,SRR20661456,SRR20661457,SRR20661458,SRR20661459,SRR20661460,SRR20661461,SRR20661462,SRR20661463,SRR20661464,SRR20661465,SRR20661466,SRR20661467,SRR20661468,SRR20661469
hsa-miR-3085-5p,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,0.2,0.0,0.0,0.0,2.36,1.63,1.38,1.31,1.53,1.27,1.03,0.66,3.34,2.83,26.82,3.77,4.3,3.06,0.45,1.15,0.3,0.89,0.3,0.13,7.47,11.56,15.87,8.16,0.4
hsa-miR-30a-5p,2.02,1.01,0.58,0.63,4.88,35.3,34.14,16.95,24.67,22.45,44.91,11.03,11.12,29.23,46.02,648.65,63.01,55.52,39.21,19.71,40.39,21.71,60.76,14.65,4.88,205.21,127.75,119.32,96.5,10.27
hsa-miR-30b-3p,0.4,0.51,0.0,0.32,1.07,0.47,1.34,0.43,0.51,1.12,0.34,0.16,0.0,0.94,0.22,1.64,1.01,0.69,0.22,0.0,0.0,0.23,0.0,0.08,0.0,0.36,0.14,1.16,0.79,0.08
hsa-miR-30b-5p,2.83,1.41,0.81,1.58,5.08,6.62,3.92,1.89,3.74,3.88,4.56,1.94,0.66,0.84,3.0,515.4,9.56,6.63,3.06,1.09,5.44,5.31,3.83,1.35,1.19,3.42,3.35,12.47,7.15,0.97
hsa-miR-30c-1-3p,0.2,0.51,0.23,0.84,0.29,0.63,1.15,0.6,0.71,0.71,0.84,0.16,0.22,0.31,0.6,2.63,1.26,1.29,0.15,0.09,0.0,0.15,0.0,0.0,0.06,0.09,0.71,2.63,1.59,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.1,0.16,0.76,0.26,0.0,0.0,0.0,0.16,0.11,0.63,0.27,5.17,0.5,0.34,0.22,0.0,0.1,0.08,0.09,0.0,0.0,2.34,1.36,2.01,0.43,0.0
hsa-miR-30c-5p,3.23,3.23,0.35,2.63,4.39,76.59,104.32,62.02,80.59,78.27,61.04,14.29,17.95,3.55,100.27,623.46,159.61,172.05,53.4,16.46,46.88,12.45,8.82,3.46,2.5,49.57,117.27,243.91,111.81,12.04
hsa-miR-30d-3p,0.71,0.51,0.12,0.84,0.39,0.55,0.76,0.34,0.4,0.41,0.34,0.04,0.0,0.42,0.71,5.81,0.88,1.03,0.29,0.27,0.29,0.0,0.18,0.08,0.0,0.27,0.43,1.08,1.08,0.0
hsa-miR-30d-5p,43.72,23.64,2.32,12.43,45.79,427.84,611.95,536.27,392.65,440.42,292.71,128.28,139.43,86.42,593.47,2275.58,548.37,814.74,263.15,319.59,193.54,75.39,65.31,30.96,48.82,246.77,478.48,1048.37,462.09,121.74
hsa-miR-30e-3p,2.22,1.52,0.46,3.48,2.25,14.34,31.55,20.3,19.82,22.25,11.31,6.07,2.09,35.8,41.07,295.78,21.26,26.68,7.78,5.34,5.63,1.75,1.69,2.4,1.88,15.92,28.03,119.79,51.54,6.39
hsa-miR-30e-5p,18.78,12.43,7.42,18.96,13.18,139.38,268.78,161.12,179.39,214.39,326.48,25.28,19.82,158.86,220.1,562.03,364.74,304.52,95.09,131.04,95.77,21.03,14.17,32.92,82.31,47.95,89.8,355.5,203.62,18.43
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.07,0.0
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.76,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.05,3.1,0.0,0.09,0.0,0.0,0.0,0.08,1.07,0.08,0.0,0.36,0.29,0.15,0.29,0.0
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3116,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.29,0.43,0.71,0.0,0.17,0.0,0.0,0.0,0.05,0.0,0.0,0.34,0.15,0.54,0.0,0.0,0.0,0.08,0.0,0.0,0.36,0.23,0.36,0.08
hsa-miR-3120-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.04,0.13,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.13,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-3122,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.17,0.0,0.0,0.1,0.0,0.65,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.0,0.0
hsa-miR-3128,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3133,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3135b,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.08,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.1,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.17,0.25,0.09,0.0,0.0,0.19,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.87,0.0
hsa-miR-3144-3p,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-3150a-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.08,0.0,0.0
hsa-miR-3150b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
hsa-miR-3151-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-3155a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.23,0.07,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.1,0.08,1.43,0.0,0.2,1.22,1.6,0.0,0.0,0.31,0.33,8.65,0.5,0.34,0.15,0.18,0.67,0.08,0.0,0.0,0.44,0.18,0.57,0.23,1.95,0.0
hsa-miR-3158-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
hsa-miR-3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.0
hsa-miR-3161,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08
hsa-miR-3165,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.08,0.0,0.0
hsa-miR-3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.09,0.0,0.1,0.08,0.0,0.11,0.1,0.16,0.73,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.26,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.07,0.08,0.0,0.0
hsa-miR-3177-3p,0.0,0.1,0.0,0.0,0.0,0.16,0.1,0.6,0.1,0.2,0.25,0.0,0.22,0.21,0.22,0.52,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.7,0.43,0.08
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.17,0.04,0.0,0.0,0.0,1.03,0.0,0.09,0.07,0.09,0.0,0.0,0.27,0.15,0.0,0.09,0.5,0.54,0.72,0.16
hsa-miR-3179,0.2,0.1,0.0,0.0,0.1,0.24,0.29,0.09,0.2,0.0,0.0,0.04,0.0,0.21,0.22,0.09,0.38,0.09,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,151.35,187.44,49.87,98.4,248.74,0.16,0.48,0.09,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.39,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.0,0.0
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3184-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3186-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-3187-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-3190-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3190-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08
hsa-miR-3194-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,0.0,0.0,0.0,0.11,0.0,0.16,0.19,0.17,0.1,0.0,0.08,0.04,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.08,0.0,0.09,0.43,0.15,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.08,0.29,0.17,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.07,0.0
hsa-miR-3199,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.0
hsa-miR-32-3p,0.2,0.4,0.12,0.95,0.29,0.24,0.1,0.09,0.0,0.2,0.08,0.04,0.0,0.0,0.22,4.69,0.38,1.12,0.22,0.0,0.0,0.08,0.0,0.0,0.0,0.27,0.14,0.54,0.79,0.08
hsa-miR-32-5p,1.62,1.72,0.35,2.32,1.46,5.44,12.91,4.04,6.27,10.2,4.98,0.6,0.11,2.82,3.05,80.86,15.85,13.08,3.42,0.72,5.35,0.15,2.41,0.6,0.75,2.25,13.84,31.75,23.6,1.13
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.0
hsa-miR-3200-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.09,0.38,0.26,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.36,0.0,0.14,0.0
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.14,0.0
hsa-miR-320a-3p,6.97,6.16,0.58,2.53,6.44,181.54,388.97,143.23,180.6,283.78,685.46,43.1,27.31,425.34,201.31,595.01,191.05,99.67,50.56,144.96,84.79,23.76,29.13,58.24,48.13,104.72,188.74,408.69,407.88,7.84
hsa-miR-320a-5p,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.41,0.17,0.08,0.0,0.1,0.27,0.26,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.09,0.14,0.15,0.07,0.0
hsa-miR-320b,0.4,0.3,0.0,0.0,0.29,5.67,12.62,3.61,5.76,14.39,20.94,2.38,2.2,27.66,16.39,34.92,4.4,5.42,0.73,6.42,2.39,0.68,0.53,5.86,2.13,15.65,25.82,30.97,39.92,1.86
hsa-miR-320c,0.1,0.1,0.0,0.0,0.2,1.26,4.88,2.49,2.53,2.86,3.12,0.48,0.33,6.26,4.9,6.76,2.14,0.6,0.15,1.72,0.76,0.15,1.34,1.65,0.06,5.04,7.92,11.38,11.62,0.4
hsa-miR-320d,0.1,0.0,0.0,0.0,0.2,0.16,0.48,1.2,0.71,0.82,2.11,0.08,0.0,0.94,0.38,1.21,0.25,0.17,0.15,0.09,0.19,0.08,0.0,0.0,0.06,0.72,1.93,1.39,0.94,0.0
hsa-miR-320e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.08,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.23,0.22,0.0
