miRNA,SRR12964415,SRR12964416,SRR12964417,SRR12964418,SRR12964419,SRR12964420,SRR12964421,SRR12964422,SRR12964423,SRR12964424,SRR12964425,SRR12964426,SRR12964427,SRR12964428,SRR12964429,SRR12964430,SRR12964431,SRR12964432
hsa-let-7a-5p,16.0,44.0,36.0,7823.0,18.0,52.0,57.0,31.0,30.0,14.0,19.0,24.0,11624.0,181.0,31.0,36.0,10.0,55.0
hsa-let-7b-3p,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b-5p,3120.0,11753.0,9715.0,19048.0,7003.0,10774.0,23461.0,8780.0,12781.0,2681.0,11923.0,4498.0,30046.0,97677.0,13497.0,16781.0,6443.0,20321.0
hsa-let-7c-5p,0.0,0.0,4.0,230.0,0.0,25.0,0.0,0.0,12.0,0.0,0.0,0.0,200.0,7.0,0.0,0.0,0.0,0.0
hsa-let-7d-3p,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7d-5p,0.0,0.0,0.0,416.0,0.0,0.0,11.0,6.0,0.0,9.0,1.0,0.0,1044.0,7.0,3.0,1.0,1.0,5.0
hsa-let-7e-5p,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,116.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,0.0,7.0,8.0,3876.0,0.0,1.0,2.0,3.0,7.0,0.0,9.0,0.0,3793.0,7.0,11.0,7.0,1.0,1.0
hsa-let-7g-3p,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,0.0,0.0,0.0,377.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-3p,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,2.0,2.0,17.0,3075.0,12.0,1.0,28.0,9.0,25.0,17.0,8.0,2.0,5830.0,70.0,25.0,22.0,1.0,21.0
hsa-miR-1-3p,48.0,19.0,11.0,0.0,9.0,0.0,7.0,10.0,19.0,0.0,12.0,12.0,18.0,5.0,0.0,26.0,0.0,6.0
hsa-miR-100-5p,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,132.0,296.0,452.0,705.0,242.0,268.0,1355.0,377.0,714.0,155.0,403.0,165.0,1077.0,3093.0,684.0,650.0,311.0,1084.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,195.0,301.0,481.0,102.0,158.0,634.0,343.0,222.0,510.0,176.0,131.0,119.0,63.0,824.0,260.0,211.0,155.0,405.0
hsa-miR-106b-3p,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-107,12.0,0.0,25.0,55.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,0.0,3.0,324.0,24.0,0.0,9.0,15.0,0.0,9.0,7.0,0.0,240.0,0.0,0.0,0.0,9.0,0.0
hsa-miR-10b-5p,0.0,0.0,0.0,227.0,0.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,5.0,31.0,0.0,5142.0,9.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,793.0,17.0,60.0,26.0,21.0,0.0
hsa-miR-1231,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
