miRNA,SRR16501715,SRR16501716
hsa-miR-3145-5p,0.48,0.15
hsa-miR-3146,0.48,0.29
hsa-miR-3150b-3p,0.0,0.15
hsa-miR-3154,0.0,0.44
hsa-miR-3155a,0.0,0.29
hsa-miR-3157-3p,0.48,2.19
hsa-miR-3157-5p,1.94,1.6
hsa-miR-3158-3p,0.97,0.29
hsa-miR-3158-5p,0.0,0.29
hsa-miR-3160-3p,0.48,0.0
hsa-miR-3161,0.0,0.58
hsa-miR-3162-3p,0.0,0.15
hsa-miR-3163,0.0,0.15
hsa-miR-3164,0.48,0.73
hsa-miR-3165,0.48,0.0
hsa-miR-3166,0.48,0.0
hsa-miR-3173-3p,0.48,0.0
hsa-miR-3173-5p,4.36,6.56
hsa-miR-3174,1.94,3.64
hsa-miR-3176,0.97,1.46
hsa-miR-3177-3p,0.0,0.73
hsa-miR-3177-5p,0.0,0.44
hsa-miR-3178,0.0,0.15
hsa-miR-3179,0.48,0.87
hsa-miR-3181,0.0,0.29
hsa-miR-3187-3p,0.0,0.29
hsa-miR-3192-5p,0.48,0.73
hsa-miR-3198,0.48,0.0
hsa-miR-32-3p,3.39,19.97
hsa-miR-32-5p,89.62,246.92
hsa-miR-3200-3p,0.0,0.58
hsa-miR-3200-5p,0.0,0.15
hsa-miR-320a-3p,592.93,523.71
hsa-miR-320a-5p,0.0,0.29
hsa-miR-320b,21.31,26.09
hsa-miR-320c,5.81,5.1
hsa-miR-320d,1.45,1.6
hsa-miR-320e,0.48,0.0
hsa-miR-323a-3p,3.39,3.21
hsa-miR-323b-3p,7.27,3.79
hsa-miR-324-3p,1.45,4.23
hsa-miR-324-5p,38.27,144.74
hsa-miR-326,13.56,14.58
hsa-miR-328-3p,65.4,92.27
hsa-miR-329-3p,4.36,3.21
hsa-miR-330-3p,18.89,20.11
hsa-miR-330-5p,20.35,19.97
hsa-miR-331-3p,65.88,101.59
hsa-miR-331-5p,2.42,5.1
hsa-miR-335-3p,45.05,34.98
hsa-miR-335-5p,682.06,789.29
hsa-miR-337-3p,10.66,7.0
hsa-miR-337-5p,0.0,1.17
hsa-miR-338-3p,7.75,37.61
hsa-miR-338-5p,51.83,5.25
hsa-miR-339-3p,49.9,66.03
hsa-miR-339-5p,198.13,349.97
hsa-miR-33a-3p,2.42,16.03
hsa-miR-33a-5p,11.14,32.5
hsa-miR-33b-3p,0.48,2.04
hsa-miR-33b-5p,0.48,0.73
hsa-miR-340-3p,301.79,385.97
hsa-miR-340-5p,3007.27,7986.44
hsa-miR-342-3p,1115.62,2154.76
hsa-miR-342-5p,31.0,21.57
hsa-miR-345-3p,1.45,0.73
hsa-miR-345-5p,208.78,335.83
hsa-miR-34a-5p,4.36,13.41
hsa-miR-34b-3p,0.48,1.02
hsa-miR-34b-5p,0.0,0.15
hsa-miR-34c-3p,0.0,0.15
hsa-miR-34c-5p,7.27,11.95
hsa-miR-3605-3p,2.42,1.31
hsa-miR-3605-5p,0.97,5.83
hsa-miR-3609,100.76,34.4
hsa-miR-361-3p,200.06,291.81
hsa-miR-361-5p,258.2,733.75
hsa-miR-3611,3.39,2.48
hsa-miR-3613-3p,86.23,222.28
hsa-miR-3613-5p,238.33,1201.35
hsa-miR-3614-3p,1.94,1.75
hsa-miR-3614-5p,0.97,3.35
hsa-miR-3615,42.14,80.02
hsa-miR-3617-3p,0.0,0.15
hsa-miR-3617-5p,0.0,0.15
hsa-miR-362-3p,10.66,34.4
hsa-miR-362-5p,123.04,205.81
hsa-miR-3620-3p,0.0,0.44
hsa-miR-3620-5p,0.48,0.15
hsa-miR-363-3p,466.01,651.25
hsa-miR-363-5p,0.0,1.17
hsa-miR-3648,1.45,0.44
hsa-miR-3651,1.94,0.87
hsa-miR-3652,0.48,0.0
hsa-miR-3657,0.0,0.15
hsa-miR-365a-3p,2.91,2.62
hsa-miR-365b-3p,123.04,122.44
hsa-miR-365b-5p,0.48,0.29
hsa-miR-3665,0.0,0.29
hsa-miR-3667-3p,0.97,1.31
hsa-miR-3667-5p,0.0,0.73
hsa-miR-3677-3p,1.94,2.04
hsa-miR-3677-5p,0.0,0.15
hsa-miR-3679-3p,0.0,0.58
hsa-miR-3679-5p,0.48,0.44
hsa-miR-3680-3p,0.0,0.15
hsa-miR-3681-5p,0.0,0.29
hsa-miR-3682-3p,0.0,0.29
hsa-miR-3684,0.97,1.02
hsa-miR-3688-3p,0.0,1.02
hsa-miR-369-3p,17.44,11.95
hsa-miR-369-5p,1.94,0.58
hsa-miR-3690,6.3,9.77
hsa-miR-3691-5p,0.0,0.58
hsa-miR-370-3p,17.92,7.73
hsa-miR-371b-3p,0.48,1.02
hsa-miR-371b-5p,13.56,4.52
hsa-miR-374a-3p,124.98,325.19
hsa-miR-374a-5p,2414.83,4256.46
hsa-miR-374b-3p,0.0,0.44
hsa-miR-374b-5p,562.41,596.01
hsa-miR-374c-5p,0.48,0.0
hsa-miR-375-3p,0.0,0.15
hsa-miR-376a-3p,4.84,1.02
hsa-miR-376a-5p,0.48,1.17
hsa-miR-376b-3p,0.0,0.73
hsa-miR-376c-3p,10.17,11.66
hsa-miR-376c-5p,0.0,0.44
hsa-miR-377-3p,4.36,4.37
hsa-miR-377-5p,0.0,0.73
hsa-miR-378a-3p,2994.19,4711.96
hsa-miR-378a-5p,48.93,95.62
hsa-miR-378c,41.18,98.68
hsa-miR-378d,8.24,2.77
hsa-miR-378e,0.0,0.58
hsa-miR-378f,0.0,0.15
hsa-miR-379-3p,1.94,2.04
hsa-miR-379-5p,6.3,3.94
hsa-miR-380-3p,1.94,0.58
hsa-miR-380-5p,0.48,0.44
hsa-miR-381-3p,27.61,19.97
hsa-miR-382-3p,0.0,2.19
hsa-miR-382-5p,0.97,1.89
hsa-miR-3909,15.5,20.7
hsa-miR-3912-3p,0.48,3.64
hsa-miR-3912-5p,0.0,0.29
hsa-miR-3913-5p,0.0,1.17
hsa-miR-3916,0.97,0.15
hsa-miR-3922-3p,0.97,2.33
hsa-miR-3928-3p,1.94,1.46
hsa-miR-3934-5p,0.48,0.0
hsa-miR-3939,0.0,0.44
hsa-miR-3940-3p,1.45,1.17
hsa-miR-3942-3p,1.45,0.87
hsa-miR-3942-5p,0.48,1.6
hsa-miR-3944-3p,0.0,0.44
hsa-miR-3944-5p,0.0,0.29
hsa-miR-409-3p,39.24,39.06
hsa-miR-409-5p,26.64,12.97
hsa-miR-410-3p,5.81,7.14
hsa-miR-411-3p,0.0,0.58
hsa-miR-411-5p,2.42,4.37
hsa-miR-412-5p,1.45,0.29
hsa-miR-421,70.73,120.69
hsa-miR-423-3p,2093.66,2166.86
hsa-miR-423-5p,287.74,234.82
hsa-miR-424-3p,7.27,23.47
hsa-miR-424-5p,320.2,789.29
hsa-miR-425-3p,67.33,149.55
hsa-miR-425-5p,1064.27,2024.45
hsa-miR-4284,0.0,0.15
hsa-miR-4286,68.79,148.53
hsa-miR-429,8.24,19.53
hsa-miR-431-3p,1.45,0.87
hsa-miR-431-5p,1.94,2.77
hsa-miR-4315,0.0,0.15
hsa-miR-432-3p,0.48,0.15
hsa-miR-432-5p,3.88,3.06
hsa-miR-4326,5.33,7.29
hsa-miR-433-3p,0.0,0.44
hsa-miR-4422,0.0,0.15
hsa-miR-4424,0.0,0.29
hsa-miR-4425,0.0,0.58
hsa-miR-4433b-3p,1.45,0.87
hsa-miR-4433b-5p,8.24,14.58
hsa-miR-4435,0.48,0.15
hsa-miR-4440,0.0,0.15
hsa-miR-4444,0.0,0.15
hsa-miR-4446-3p,2.42,1.17
hsa-miR-4446-5p,0.48,0.15
hsa-miR-4449,1.45,0.73
hsa-miR-4454,0.0,0.58
hsa-miR-4473,0.0,0.29
hsa-miR-4474-3p,0.0,0.29
hsa-miR-4477b,0.97,0.29
hsa-miR-4479,0.0,0.15
hsa-miR-4482-3p,0.0,0.15
hsa-miR-4485-3p,0.48,0.29
hsa-miR-4487,0.0,0.15
hsa-miR-4488,0.0,0.44
hsa-miR-4492,0.0,0.15
hsa-miR-4497,0.0,0.15
hsa-miR-449a,0.48,0.44
hsa-miR-449b-3p,0.0,0.15
hsa-miR-449b-5p,0.0,0.15
hsa-miR-449c-5p,0.48,0.44
hsa-miR-4506,0.0,0.15
hsa-miR-4508,0.0,0.29
hsa-miR-450a-1-3p,0.48,1.02
hsa-miR-450a-2-3p,0.0,0.73
hsa-miR-450a-5p,221.86,314.4
hsa-miR-450b-5p,137.57,238.75
hsa-miR-4511,0.0,2.04
hsa-miR-4516,0.0,0.15
hsa-miR-451a,6.78,16.62
hsa-miR-452-3p,0.48,0.44
hsa-miR-452-5p,3.39,1.46
hsa-miR-4521,1.94,0.58
hsa-miR-4523,0.0,0.73
hsa-miR-4524a-5p,0.0,0.15
hsa-miR-4524b-5p,0.0,0.15
hsa-miR-4533,0.48,0.0
hsa-miR-454-3p,233.01,577.5
hsa-miR-454-5p,15.99,30.9
hsa-miR-455-3p,0.0,0.29
hsa-miR-455-5p,0.48,0.0
hsa-miR-4632-3p,0.48,0.58
hsa-miR-4638-3p,0.48,0.15
hsa-miR-4639-5p,0.0,0.15
hsa-miR-4641,0.0,0.15
hsa-miR-4645-3p,2.42,6.12
hsa-miR-4645-5p,0.0,0.15
hsa-miR-4647,0.48,0.0
hsa-miR-4659a-3p,0.0,0.15
hsa-miR-4660,0.0,0.29
hsa-miR-4661-5p,1.45,0.15
hsa-miR-4662a-3p,0.48,1.89
hsa-miR-4662a-5p,8.24,3.06
hsa-miR-4664-3p,0.0,0.29
hsa-miR-4664-5p,0.97,1.02
hsa-miR-4665-5p,0.48,0.29
hsa-miR-4671-3p,0.0,0.29
hsa-miR-4671-5p,0.48,0.0
hsa-miR-4674,0.0,0.15
hsa-miR-4676-3p,0.48,1.02
hsa-miR-4676-5p,0.0,0.15
hsa-miR-4677-3p,6.3,14.14
hsa-miR-4677-5p,0.0,1.17
hsa-miR-4680-3p,0.0,0.15
hsa-miR-4684-3p,0.0,0.29
hsa-miR-4685-3p,0.48,0.87
hsa-miR-4687-3p,0.48,0.29
hsa-miR-4687-5p,0.97,2.19
hsa-miR-4688,0.0,0.15
hsa-miR-4690-3p,0.0,0.29
hsa-miR-4700-5p,0.48,0.29
hsa-miR-4701-5p,0.48,0.0
hsa-miR-4706,0.0,0.15
hsa-miR-4707-3p,0.48,3.64
hsa-miR-4709-3p,0.48,0.0
hsa-miR-4709-5p,0.0,0.44
hsa-miR-4714-5p,0.0,0.15
hsa-miR-4717-3p,0.0,1.02
hsa-miR-4723-3p,0.0,0.15
hsa-miR-4723-5p,0.0,0.29
hsa-miR-4724-3p,0.48,0.58
hsa-miR-4724-5p,0.97,0.73
hsa-miR-4739,0.0,0.15
hsa-miR-4741,0.0,0.58
hsa-miR-4742-3p,0.48,0.29
hsa-miR-4746-5p,1.94,2.04
hsa-miR-4748,0.0,0.29
hsa-miR-4750-5p,0.0,0.15
hsa-miR-4753-3p,0.0,0.15
hsa-miR-4753-5p,0.0,0.15
hsa-miR-4754,0.0,0.15
hsa-miR-4755-3p,0.0,0.44
hsa-miR-4755-5p,0.0,0.29
hsa-miR-4757-3p,0.0,0.15
hsa-miR-4757-5p,0.0,0.15
hsa-miR-4761-3p,0.0,0.15
hsa-miR-4762-5p,0.0,0.44
hsa-miR-4763-5p,0.0,0.29
hsa-miR-4766-3p,0.0,0.29
hsa-miR-4766-5p,0.48,0.0
hsa-miR-4767,0.0,0.29
hsa-miR-4772-3p,0.48,0.44
hsa-miR-4772-5p,0.97,0.15
hsa-miR-4774-5p,0.0,0.15
hsa-miR-4775,2.42,3.64
hsa-miR-4777-3p,0.48,0.73
hsa-miR-4779,0.48,0.15
hsa-miR-4781-3p,1.94,0.29
hsa-miR-4785,0.0,2.62
hsa-miR-4786-5p,0.48,0.15
hsa-miR-4787-3p,0.0,0.87
hsa-miR-4789-3p,0.0,0.15
hsa-miR-4791,0.48,0.73
hsa-miR-4795-3p,0.0,0.15
hsa-miR-4796-3p,0.0,0.29
hsa-miR-4796-5p,0.48,0.44
hsa-miR-4800-5p,0.48,0.15
hsa-miR-4802-3p,4.84,4.37
hsa-miR-4802-5p,0.48,1.17
hsa-miR-4804-3p,0.97,0.29
hsa-miR-4804-5p,0.0,0.15
hsa-miR-484,550.3,627.06
hsa-miR-485-3p,3.88,4.96
hsa-miR-485-5p,0.48,0.58
hsa-miR-486-3p,3.88,3.06
hsa-miR-486-5p,3.88,34.54
hsa-miR-487a-3p,0.0,0.58
hsa-miR-487b-3p,10.66,9.77
hsa-miR-489-3p,0.0,0.29
hsa-miR-491-3p,1.45,1.17
hsa-miR-491-5p,9.69,35.27
hsa-miR-493-3p,3.88,4.23
hsa-miR-493-5p,9.69,8.75
hsa-miR-494-3p,2.91,4.52
hsa-miR-495-3p,25.67,18.51
hsa-miR-496,0.0,0.29
hsa-miR-497-5p,0.48,0.73
hsa-miR-4999-5p,0.0,0.29
hsa-miR-499a-5p,1.94,6.27
hsa-miR-499b-3p,0.0,0.15
hsa-miR-499b-5p,0.48,0.15
hsa-miR-5000-3p,0.0,0.29
hsa-miR-5000-5p,0.0,0.15
hsa-miR-5001-3p,0.0,0.15
