miRNA,SRR18900283,SRR18900284
hsa-let-7a-2-3p,3.38,0.0
hsa-let-7a-3p,55.12,24.78
hsa-let-7a-5p,97091.42,42503.3
hsa-let-7b-3p,30.76,12.72
hsa-let-7b-5p,4307.59,2368.81
hsa-let-7c-3p,1.02,0.11
hsa-let-7c-5p,386.56,176.84
hsa-let-7d-3p,242.09,333.25
hsa-let-7d-5p,2692.9,3251.71
hsa-let-7e-3p,17.31,18.8
hsa-let-7e-5p,6953.6,4679.69
hsa-let-7f-1-3p,10.36,10.65
hsa-let-7f-2-3p,2.64,2.28
hsa-let-7f-5p,25858.25,22957.5
hsa-let-7g-3p,6.28,7.28
hsa-let-7g-5p,3600.22,3298.66
hsa-let-7i-3p,25.06,20.11
hsa-let-7i-5p,3861.16,5567.91
hsa-miR-100-3p,143.73,0.0
hsa-miR-100-5p,4143.12,0.0
hsa-miR-101-2-5p,0.65,0.87
hsa-miR-101-3p,1665.33,1216.36
hsa-miR-101-5p,2.23,1.2
hsa-miR-10392-5p,0.07,0.0
hsa-miR-10394-3p,0.02,0.0
hsa-miR-10395-3p,172.12,98.47
hsa-miR-10395-5p,0.7,0.43
hsa-miR-10396a-3p,0.44,0.65
hsa-miR-10396a-5p,0.07,0.22
hsa-miR-10396b-3p,0.28,0.22
hsa-miR-10396b-5p,0.16,0.33
hsa-miR-10398-3p,0.05,0.0
hsa-miR-10399-3p,5.28,5.65
hsa-miR-10399-5p,0.39,0.0
hsa-miR-103a-1-5p,0.07,0.22
hsa-miR-103a-2-5p,2.25,0.33
hsa-miR-103a-3p,698.19,7589.35
hsa-miR-10401-3p,14.02,17.61
hsa-miR-10401-5p,0.21,0.54
hsa-miR-10526-3p,0.02,0.0
hsa-miR-10527-5p,0.07,0.11
hsa-miR-106a-3p,0.02,0.0
hsa-miR-106a-5p,2.32,1.09
hsa-miR-106b-3p,333.37,536.82
hsa-miR-106b-5p,814.8,975.07
hsa-miR-107,448.61,558.45
hsa-miR-10a-3p,0.02,0.0
hsa-miR-10a-5p,486.34,138.47
hsa-miR-10b-5p,354.9,217.16
hsa-miR-11399,0.07,0.0
hsa-miR-1179,0.63,0.11
hsa-miR-1180-3p,66.91,91.84
hsa-miR-1180-5p,0.14,0.43
hsa-miR-1185-1-3p,0.05,0.0
hsa-miR-1185-5p,0.21,0.0
hsa-miR-1197,0.02,0.11
hsa-miR-12114,0.02,0.11
hsa-miR-12132,0.25,0.0
hsa-miR-12135,0.05,0.22
hsa-miR-12136,3.62,14.24
hsa-miR-122-5p,0.02,2.17
hsa-miR-1225-3p,0.05,0.22
hsa-miR-1226-3p,2.85,7.17
hsa-miR-1226-5p,1.04,1.85
