miRNA,SRR17067428
hsa-miR-151b,3
hsa-miR-193b-3p,2
hsa-miR-3177-3p,2
hsa-miR-663b,3
hsa-miR-744-5p,3
hsa-miR-1303,5
hsa-miR-1914-5p,2
hsa-miR-1291,2
hsa-miR-663a,6
hsa-miR-93-3p,2
hsa-miR-92b-5p,2
hsa-miR-1843,2
hsa-mir-1291-5p,4
hsa-mir-663a-5p,6
hsa-miR-92a-1-5p,3
hsa-let-7d-5p,3
hsa-let-7a-3p,2
hsa-miR-3196,2
hsa-miR-193a-5p,2
hsa-miR-21-3p,2
hsa-miR-676-3p,2
hsa-miR-361-3p,3
hsa-mir-6089-1-3p,3
hsa-miR-320c,2
hsa-mir-1843-5p,3
hsa-miR-3143,2
hsa-miR-30e-3p,3
hsa-miR-335-3p,2
hsa-miR-671-5p,1
hsa-miR-582-5p,1
hsa-miR-2355-5p,1
hsa-miR-1306-5p,1
hsa-miR-500b-3p,1
hsa-miR-339-3p,1
hsa-miR-142-5p,1
hsa-miR-1292-5p,1
hsa-miR-425-3p,2
hsa-miR-4484,3
hsa-miR-181b-5p,1
hsa-miR-450b-5p,1
hsa-miR-4645-3p,1
hsa-miR-378c,1
hsa-miR-550a-5p,1
hsa-miR-214-5p,3
hsa-miR-574-3p,2
hsa-miR-4804-3p,1
hsa-miR-8485,1
hsa-miR-378d,2
hsa-miR-6767-5p,1
hsa-miR-3180-3p,1
hsa-miR-378a-5p,1
hsa-miR-9-5p,1
hsa-mir-6724-1-5p,1
hsa-miR-15b-5p,1
hsa-miR-1908-5p,1
hsa-miR-3909,1
hsa-miR-1296-5p,1
hsa-miR-374a-5p,2
hsa-mir-641-5p,1
hsa-let-7b-3p,2
hsa-miR-660-5p,1
hsa-miR-199b-5p,1
hsa-miR-365a-5p,1
hsa-miR-203a-3p,1
hsa-miR-200a-5p,1
hsa-miR-4482-3p,1
hsa-miR-34b-3p,1
hsa-miR-16-2-3p,2
hsa-miR-20a-5p,2
hsa-miR-409-3p,1
hsa-miR-223-3p,1
hsa-miR-4463,1
hsa-miR-98-3p,1
hsa-miR-223-5p,1
hsa-miR-6859-5p,1
hsa-miR-548k,1
hsa-miR-592,1
hsa-miR-5588-5p,1
hsa-miR-1285-5p,2
hsa-miR-23b-3p,1
hsa-miR-17-5p,1
hsa-miR-365a-3p,1
hsa-miR-10396b-5p,2
hsa-miR-1915-5p,2
hsa-miR-335-5p,1
hsa-miR-144-5p,1
hsa-miR-15b-3p,1
hsa-miR-99b-3p,1
hsa-miR-125a-3p,1
hsa-mir-3908-5p,1
hsa-miR-296-5p,1
hsa-miR-5587-3p,1
hsa-miR-3200-5p,1
hsa-miR-548j-5p,1
hsa-miR-30a-3p,1
hsa-miR-1246,1
hsa-miR-3928-3p,1
hsa-miR-3174,1
hsa-miR-10396a-5p,1
hsa-miR-205-5p,1
hsa-mir-1303-3p,1
hsa-miR-664a-5p,2
hsa-miR-548w,1
hsa-miR-5695,1
hsa-miR-3129-3p,1
hsa-mir-153-1-3p,1
hsa-miR-433-3p,1
hsa-miR-502-3p,1
hsa-miR-942-3p,1
hsa-miR-30a-5p,1
hsa-miR-3615,1
hsa-miR-942-5p,1
hsa-miR-7-5p,2
hsa-miR-935,1
hsa-miR-10a-3p,2
hsa-miR-4492,1
hsa-mir-1248-5p,1
hsa-mir-1234-3p,1
hsa-miR-221-5p,1
