miRNA,SRR10995914,SRR10995915,SRR10995916,SRR10995917,SRR10995918,SRR10995919,SRR10995920,SRR10995921,SRR10995922,SRR10995923,SRR10995924,SRR10995925,SRR10995926,SRR10995927,SRR10995928,SRR10995929,SRR10995930,SRR10995931,SRR10995932,SRR10995933,SRR10995934,SRR10995935,SRR10995936,SRR10995937,SRR10995938,SRR10995939,SRR10995940,SRR10995941,SRR10995942
hsa-miR-132-5p,568.65,528.76,597.39,424.39,405.6,406.78,54.69,33.22,110.88,389.21,324.6,392.38,72.26,373.69,73.51,268.16,420.63,388.64,398.96,378.3,299.68,608.06,113.08,127.06,114.35,131.28,330.96,256.61,403.99
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,23.77,95.35,14.3,41.29,32.72,36.18,1.61,0.0,1.82,14.97,14.03,10.25,0.0,8.79,0.0,16.37,21.03,30.73,36.67,34.58,1.32,15.01,5.3,4.57,1.56,2.98,8.85,13.16,9.31
hsa-miR-133b,1.83,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-3p,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0
hsa-miR-134-5p,54.85,37.56,38.13,33.26,55.11,38.38,6.43,2.08,12.72,25.66,40.07,33.67,8.34,15.39,49.01,59.17,0.0,18.98,22.0,28.47,15.88,48.79,13.25,19.2,19.45,21.63,17.7,26.32,20.48
hsa-miR-1343-3p,1.83,89.57,1.59,9.18,3.44,2.19,1.61,0.0,5.45,4.28,0.0,5.86,2.78,4.4,0.0,1.26,0.0,2.71,5.87,12.2,0.66,5.63,0.88,0.91,0.0,4.48,1.77,6.58,3.72
hsa-miR-135a-2-3p,5.49,14.45,3.18,0.0,3.44,3.29,4.83,0.0,0.0,2.14,2.0,4.39,2.78,2.2,10.21,5.04,0.0,0.9,6.6,0.0,3.31,18.77,0.0,0.0,3.11,0.0,0.0,6.58,1.86
hsa-miR-135a-3p,5.49,0.0,1.59,0.0,4.31,2.19,0.0,0.0,5.45,0.0,0.0,4.39,2.78,2.2,2.04,1.26,0.0,1.81,0.0,0.0,4.63,1.88,6.18,3.66,1.56,3.73,0.0,4.39,1.86
hsa-miR-135a-5p,9.14,11.56,9.53,11.47,29.28,19.74,3.22,2.08,0.0,0.0,6.01,1.46,2.78,2.2,0.0,1.26,0.0,18.98,24.94,22.37,0.66,3.75,0.88,3.66,0.0,0.0,3.54,0.0,1.86
hsa-miR-135b-3p,1.83,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,3.66,0.0,3.18,3.44,2.58,1.1,0.0,2.08,0.0,0.0,0.0,1.46,0.0,2.2,0.0,0.0,0.0,2.71,4.4,2.03,1.32,1.88,0.0,0.91,0.0,1.49,0.0,0.0,1.86
hsa-miR-136-3p,511.97,364.06,320.94,458.8,650.16,677.6,35.39,16.61,23.63,188.19,204.38,231.33,83.38,85.73,46.97,81.83,63.09,587.48,579.37,626.44,136.28,300.27,15.02,14.63,13.22,26.11,223.0,212.75,93.08
hsa-miR-136-5p,5.49,43.34,4.77,4.59,3.44,3.29,1.61,0.0,0.0,0.0,2.0,1.46,2.78,8.79,0.0,0.0,0.0,7.23,9.53,2.03,2.65,7.51,0.88,0.0,0.0,0.75,1.77,2.19,3.72
hsa-miR-137-3p,7.31,83.79,6.36,12.62,11.19,6.58,1.61,0.0,0.0,4.28,0.0,1.46,0.0,0.0,0.0,1.26,0.0,10.85,10.27,18.3,0.66,5.63,0.0,0.91,0.0,0.75,1.77,2.19,0.0
hsa-miR-137-5p,109.71,83.79,123.93,66.53,99.03,87.72,48.26,12.46,90.88,104.79,102.19,163.98,55.59,173.66,30.63,93.16,105.16,84.96,96.81,81.36,182.58,121.99,77.74,71.3,77.79,68.63,130.97,116.24,167.55
hsa-miR-138-1-3p,1.83,23.12,4.77,2.29,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.9,0.73,0.0,0.66,1.88,1.77,0.91,0.78,1.49,1.77,10.97,3.72
hsa-miR-138-2-3p,21.94,173.36,11.12,11.47,13.78,12.06,1.61,6.23,10.91,10.69,2.0,14.64,5.56,6.59,6.13,3.78,0.0,10.85,18.33,20.34,2.65,39.41,25.62,4.57,10.11,8.95,12.39,10.97,11.17
hsa-miR-138-5p,208.44,413.18,244.67,162.87,195.48,94.29,16.09,4.15,54.53,134.73,144.27,165.44,8.34,37.37,26.55,94.42,147.22,126.53,112.21,107.8,33.08,178.29,10.6,16.45,9.33,20.89,111.5,122.82,33.51
hsa-miR-139-3p,117.02,75.12,138.23,123.88,98.17,124.99,185.0,39.45,203.57,164.67,208.39,163.98,77.82,63.75,149.06,147.3,105.16,86.77,107.07,122.03,80.05,99.47,125.45,103.29,94.9,146.2,150.44,131.6,104.25
hsa-miR-139-5p,654.59,4466.98,645.05,724.91,777.61,918.82,90.09,155.73,310.81,369.96,380.71,398.23,225.13,650.66,212.37,268.16,336.5,989.67,910.13,933.55,646.32,534.86,404.63,491.78,455.83,310.31,497.33,372.86,675.79
hsa-miR-140-3p,91.42,2386.63,100.09,80.29,99.89,75.65,40.22,39.45,52.71,85.54,66.12,112.74,63.93,125.3,53.09,85.61,63.09,82.25,74.81,107.8,86.0,140.75,87.46,138.03,119.01,63.4,86.72,59.22,80.05
hsa-miR-140-5p,21.94,127.13,20.65,43.59,61.14,48.24,1.61,2.08,1.82,4.28,2.0,20.5,0.0,6.59,0.0,1.26,0.0,33.44,47.67,61.02,5.29,7.51,4.42,3.66,0.0,2.24,19.47,17.55,1.86
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,20.11,2.89,6.36,11.47,34.45,18.64,1.61,0.0,0.0,6.42,2.0,1.46,0.0,4.4,4.08,18.88,0.0,19.88,50.6,22.37,0.0,16.89,0.88,0.91,2.33,0.75,5.31,2.19,0.0
hsa-miR-142-5p,31.08,314.94,38.13,52.76,99.89,51.53,0.0,2.08,10.91,8.55,12.02,17.57,0.0,15.39,2.04,22.66,0.0,75.92,69.67,61.02,5.29,18.77,5.3,13.71,7.0,0.75,8.85,4.39,3.72
hsa-miR-143-3p,1162.9,7235.01,1054.96,730.64,769.86,732.42,820.42,153.65,256.28,656.53,637.18,1491.92,441.93,1046.33,749.41,397.83,420.63,661.59,822.12,951.86,1620.76,959.0,471.77,439.68,388.93,340.15,1493.75,1122.96,668.34
hsa-miR-143-5p,0.0,5.78,0.0,0.0,0.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,1.47,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0
hsa-miR-144-3p,10.97,26.0,20.65,25.23,138.64,39.47,1.61,0.0,0.0,10.69,4.01,7.32,0.0,4.4,2.04,1.26,0.0,59.65,25.67,8.14,1.98,5.63,0.0,2.74,0.0,0.0,1.77,2.19,0.0
hsa-miR-144-5p,3.66,0.0,1.59,8.03,5.17,5.48,0.0,0.0,0.0,2.14,0.0,1.46,0.0,0.0,0.0,0.0,0.0,11.75,9.53,6.1,1.98,1.88,0.0,0.0,0.78,0.0,0.0,2.19,0.0
hsa-miR-145-3p,32.91,72.23,9.53,9.18,14.64,9.87,1.61,0.0,0.0,10.69,18.03,10.25,11.12,13.19,4.08,3.78,0.0,9.94,17.6,20.34,7.28,7.51,5.3,4.57,2.33,0.75,12.39,6.58,14.89
hsa-miR-145-5p,7.31,60.68,6.36,12.62,11.19,6.58,0.0,6.23,5.45,10.69,2.0,7.32,5.56,6.59,0.0,1.26,0.0,9.94,4.4,12.2,0.66,9.38,0.88,4.57,2.33,0.75,5.31,2.19,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,563.16,1011.28,484.58,255.78,437.46,324.55,41.83,45.68,50.89,128.31,156.29,244.5,91.72,105.51,49.01,141.0,126.19,251.26,453.23,329.49,95.92,578.03,66.26,42.96,32.67,28.35,136.28,96.5,91.22
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,36.57,52.01,11.12,35.56,44.78,24.12,8.04,18.69,5.45,42.77,38.07,35.14,27.79,21.98,77.6,84.35,63.09,28.92,61.6,46.78,16.54,46.92,8.83,10.06,9.33,2.98,24.78,35.09,14.89
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,2356.88,15767.35,1868.42,1024.27,1311.52,1253.23,6788.56,3816.43,2542.86,3126.52,2813.23,5816.86,7462.71,17464.49,11022.63,1829.27,2523.77,1251.78,1615.65,1696.26,23380.61,1726.58,4655.85,5023.86,4227.69,3896.76,6514.79,6110.49,11199.89
hsa-miR-148a-5p,1.83,52.01,1.59,6.88,4.31,1.1,0.0,0.0,3.64,4.28,0.0,2.93,2.78,0.0,0.0,7.55,0.0,3.62,1.47,0.0,0.66,0.0,0.88,1.83,0.0,0.75,0.0,2.19,3.72
hsa-miR-148b-3p,190.16,1025.73,177.94,149.11,181.7,157.89,133.52,78.9,58.16,102.65,122.23,196.19,122.29,171.46,279.75,56.65,84.13,170.82,223.68,227.8,353.92,159.52,78.63,79.53,63.01,58.93,237.16,221.52,143.35
hsa-miR-148b-5p,1.83,2.89,0.0,1.15,0.86,1.1,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.9,2.2,2.03,0.66,1.88,0.0,0.0,0.0,0.0,0.0,2.19,0.0
hsa-miR-149-3p,0.0,0.0,0.0,2.29,1.72,1.1,4.83,2.08,0.0,2.14,8.01,4.39,0.0,0.0,6.13,2.52,0.0,3.62,0.0,2.03,4.63,1.88,0.0,0.0,0.0,0.75,3.54,2.19,3.72
hsa-miR-149-5p,16.46,502.75,15.89,28.68,31.86,21.93,3.22,4.15,3.64,21.39,10.02,5.86,16.68,15.39,2.04,25.18,0.0,31.63,26.4,36.61,6.62,28.15,6.18,4.57,15.56,7.46,10.62,2.19,18.62
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,1.82,2.14,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.88,0.0,0.0,0.78,0.0,0.0,0.0,1.86
hsa-miR-150-5p,10.97,8.67,1.59,5.74,4.31,7.68,1.61,0.0,3.64,0.0,0.0,0.0,5.56,2.2,2.04,0.0,21.03,1.81,15.4,6.1,0.0,11.26,3.53,2.74,3.11,2.98,3.54,2.19,0.0
hsa-miR-151a-3p,1245.18,2817.15,1131.22,1108.0,1053.18,827.81,2203.87,963.45,2764.61,2816.44,2604.84,3588.51,1436.95,3756.68,4380.05,1622.8,1409.1,921.89,960.0,886.78,3052.98,1202.97,2338.53,2858.37,2616.73,2158.73,1755.68,1524.33,2900.5
hsa-miR-151a-5p,5.49,26.0,3.18,1.15,8.61,2.19,85.26,0.0,0.0,2.14,0.0,7.32,2.78,0.0,2.04,2.52,0.0,8.13,5.87,8.14,1.32,9.38,0.0,0.0,1.56,1.49,3.54,2.19,5.59
hsa-miR-151b,0.0,0.0,0.0,2.29,5.17,1.1,45.04,0.0,0.0,4.28,4.01,0.0,0.0,0.0,0.0,1.26,0.0,0.9,1.47,0.0,0.66,3.75,0.0,0.0,0.0,0.0,5.31,2.19,0.0
hsa-miR-152-3p,98.74,158.92,65.14,52.76,89.56,54.82,16.09,2.08,9.09,51.32,42.08,74.67,8.34,24.18,14.29,33.99,42.06,69.59,89.47,75.25,28.45,58.18,21.2,10.97,7.78,8.95,51.33,52.64,16.76
hsa-miR-152-5p,0.0,2.89,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,3.66,17.34,4.77,5.74,8.61,10.96,1.61,0.0,0.0,0.0,4.01,2.93,0.0,4.4,2.04,3.78,0.0,4.52,5.13,4.07,0.0,3.75,0.0,0.0,0.0,0.0,3.54,2.19,3.72
hsa-miR-153-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,14.63,37.56,23.83,6.88,6.89,8.77,0.0,2.08,5.45,10.69,0.0,4.39,5.56,2.2,0.0,1.26,0.0,7.23,10.27,16.27,1.98,9.38,0.0,1.83,3.89,2.24,1.77,8.77,5.59
hsa-miR-155-5p,23.77,60.68,27.01,30.97,37.89,35.09,9.65,6.23,12.72,10.69,8.01,20.5,13.9,19.78,4.08,10.07,0.0,37.96,44.74,24.41,17.2,33.78,12.37,16.45,10.11,10.44,12.39,19.74,11.17
hsa-miR-15a-5p,1.83,8.67,1.59,10.32,21.53,9.87,0.0,0.0,0.0,0.0,6.01,1.46,0.0,0.0,2.04,1.26,0.0,20.79,4.4,6.1,1.32,1.88,0.0,1.83,3.11,0.0,1.77,0.0,0.0
hsa-miR-15b-3p,1.83,8.67,3.18,1.15,21.53,2.19,0.0,2.08,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,5.42,2.2,4.07,0.0,0.0,0.0,3.66,3.89,1.49,0.0,2.19,0.0
hsa-miR-15b-5p,5.49,17.34,3.18,11.47,51.67,23.03,0.0,2.08,3.64,2.14,6.01,11.71,2.78,0.0,0.0,0.0,0.0,18.98,2.93,4.07,5.29,1.88,0.0,15.54,11.67,0.0,0.0,0.0,1.86
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,12.8,37.56,7.94,41.29,124.87,28.51,3.22,0.0,10.91,6.42,12.02,11.71,2.78,2.2,4.08,3.78,0.0,76.82,32.27,30.51,8.6,5.63,0.88,32.91,27.23,0.75,1.77,2.19,1.86
hsa-miR-16-5p,10.97,49.12,12.71,20.65,78.36,35.09,0.0,2.08,0.0,8.55,0.0,8.78,5.56,2.2,2.04,2.52,21.03,29.83,26.4,20.34,5.29,9.38,5.3,31.99,17.89,1.49,5.31,2.19,3.72
hsa-miR-17-3p,0.0,0.0,0.0,0.0,1.72,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,5.49,34.67,3.18,6.88,16.36,7.68,1.61,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,2.52,0.0,2.71,10.27,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,1.59,3.44,7.75,1.1,4.83,0.0,0.0,4.28,0.0,1.46,2.78,0.0,2.04,1.26,0.0,2.71,1.47,4.07,0.66,0.0,0.88,5.48,2.33,0.75,0.0,0.0,0.0
hsa-miR-181a-3p,140.79,60.68,71.5,97.5,91.28,64.69,12.87,6.23,5.45,57.74,40.07,58.56,2.78,13.19,4.08,41.55,42.06,65.98,65.27,71.19,21.83,99.47,3.53,9.14,5.45,11.19,26.55,39.48,7.45
hsa-miR-181a-5p,6200.3,10375.76,5559.19,3291.9,4105.94,4059.02,612.9,336.38,661.61,2328.85,2204.1,3774.45,739.32,1582.69,579.92,1452.84,2145.2,4265.98,4435.51,5078.62,1876.77,4633.61,909.08,1102.4,927.21,817.54,3654.72,2792.05,1565.68
hsa-miR-181b-2-3p,1.83,5.78,0.0,1.15,3.44,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.26,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,1.49,0.0,0.0,0.0
hsa-miR-181b-3p,16.46,20.23,19.07,5.74,9.47,6.58,6.43,0.0,1.82,8.55,2.0,7.32,0.0,8.79,8.17,2.52,0.0,3.62,4.4,6.1,0.0,18.77,3.53,3.66,3.11,2.98,3.54,4.39,1.86
hsa-miR-181b-5p,5955.29,6821.83,5919.85,5870.36,6413.81,5613.77,1545.93,494.18,1297.78,5016.98,4796.91,7526.93,945.0,2310.28,1366.09,3285.9,4122.15,6534.54,6496.32,6388.44,3795.88,4656.13,992.13,1257.79,1170.69,1192.75,5355.54,4985.34,2716.2
hsa-miR-181c-3p,12.8,46.23,6.36,6.88,12.06,10.96,3.22,0.0,0.0,6.42,2.0,4.39,2.78,2.2,6.13,5.04,0.0,3.62,4.4,2.03,1.32,16.89,0.88,3.66,1.56,0.75,3.54,6.58,3.72
hsa-miR-181c-5p,21.94,54.9,11.12,8.03,12.06,16.45,0.0,0.0,0.0,4.28,0.0,5.86,2.78,0.0,0.0,6.29,0.0,7.23,20.53,32.54,0.66,13.14,0.0,0.0,0.0,1.49,10.62,4.39,0.0
hsa-miR-181d-5p,594.25,884.15,564.02,376.22,458.99,379.37,114.22,70.6,118.15,528.22,452.84,780.36,119.51,189.04,104.14,264.38,315.47,347.97,371.83,355.93,353.92,527.36,86.58,115.18,122.12,112.64,463.7,519.81,253.19
hsa-miR-182-3p,0.0,0.0,0.0,2.29,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,7.31,17.34,4.77,11.47,18.08,12.06,28.96,16.61,21.81,2.14,8.01,23.43,11.12,19.78,14.29,13.85,42.06,18.98,20.53,12.2,22.49,9.38,15.02,20.11,14.0,2.98,19.47,8.77,18.62
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,3.66,92.46,1.59,8.03,11.19,5.48,16.09,2.08,1.82,4.28,2.0,14.64,13.9,4.4,14.29,3.78,0.0,4.52,4.4,4.07,19.18,1.88,3.53,7.31,17.11,6.71,10.62,10.97,7.45
hsa-miR-184,0.0,11.56,1.59,1.15,0.86,0.0,0.0,2.08,9.09,0.0,0.0,1.46,0.0,8.79,8.17,2.52,21.03,1.81,2.2,0.0,15.22,3.75,3.53,1.83,0.0,0.75,1.77,4.39,0.0
hsa-miR-1843,5.49,0.0,0.0,1.15,4.31,0.0,6.43,4.15,3.64,2.14,2.0,2.93,0.0,0.0,8.17,2.52,0.0,0.9,0.0,0.0,1.98,1.88,0.88,10.06,7.78,0.75,3.54,2.19,1.86
hsa-miR-185-3p,18.28,34.67,11.12,3.44,10.33,13.16,3.22,0.0,5.45,6.42,16.03,11.71,5.56,6.59,8.17,3.78,21.03,8.13,8.8,4.07,9.26,16.89,3.53,10.97,5.45,5.22,7.08,4.39,0.0
hsa-miR-185-5p,36.57,1017.06,60.37,45.88,86.11,50.44,1.61,6.23,3.64,34.22,16.03,27.82,8.34,6.59,6.13,35.25,21.03,64.17,82.87,95.59,16.54,84.45,5.3,7.31,12.45,9.7,26.55,17.55,16.76
hsa-miR-186-5p,58.51,384.29,77.85,153.7,177.4,154.6,3.22,6.23,5.45,36.35,36.07,27.82,22.24,21.98,12.25,21.4,21.03,135.57,203.88,138.3,17.86,71.32,12.37,10.97,6.22,6.71,23.01,17.55,29.79
hsa-miR-187-3p,7.31,60.68,14.3,8.03,4.31,4.39,0.0,0.0,0.0,0.0,4.01,8.78,0.0,0.0,0.0,2.52,0.0,4.52,11.73,6.1,2.65,9.38,0.88,1.83,2.33,2.24,3.54,4.39,1.86
hsa-miR-187-5p,0.0,0.0,1.59,4.59,0.86,5.48,0.0,0.0,0.0,2.14,2.0,1.46,0.0,0.0,2.04,1.26,0.0,5.42,8.07,6.1,0.66,3.75,0.88,0.0,0.0,0.75,1.77,2.19,0.0
hsa-miR-188-3p,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,3.66,2.89,12.71,12.62,9.47,5.48,0.0,0.0,0.0,2.14,6.01,4.39,0.0,0.0,0.0,2.52,0.0,7.23,9.53,8.14,0.66,9.38,0.88,2.74,0.78,0.75,3.54,2.19,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,1.15,2.58,0.0,0.0,0.0,0.0,0.0,2.0,2.93,0.0,2.2,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.77,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,1.86
hsa-miR-18b-5p,0.0,0.0,0.0,1.15,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,3.66,2.89,0.0,0.0,3.44,1.1,4.83,0.0,0.0,4.28,4.01,7.32,0.0,0.0,2.04,1.26,0.0,1.81,1.47,4.07,0.0,1.88,0.0,5.48,2.33,2.24,1.77,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,1.83,26.0,0.0,11.47,3.44,5.48,0.0,0.0,1.82,2.14,4.01,11.71,0.0,0.0,0.0,3.78,21.03,4.52,2.2,0.0,0.0,3.75,0.0,0.0,0.0,0.75,1.77,0.0,1.86
hsa-miR-191-3p,0.0,0.0,1.59,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,484.54,5354.02,347.95,502.39,730.25,542.74,188.21,85.13,192.67,196.74,214.4,281.11,130.63,186.84,208.28,316.0,63.09,589.28,695.98,703.73,34.4,257.11,178.46,372.95,402.93,181.26,208.84,219.33,217.82
hsa-miR-1911-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1912-3p,0.0,14.45,1.59,3.44,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,7.33,4.07,0.66,0.0,0.0,0.91,0.0,0.0,0.0,2.19,1.86
hsa-miR-1912-5p,0.0,0.0,0.0,0.0,1.72,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,2.03,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,10.97,66.46,7.94,6.88,23.25,6.58,4.83,0.0,0.0,12.83,4.01,13.18,11.12,26.38,8.17,10.07,0.0,16.27,13.93,32.54,13.89,3.75,1.77,5.48,4.67,2.98,8.85,17.55,14.89
hsa-miR-193a-5p,10.97,11.56,15.89,6.88,11.19,9.87,3.22,2.08,1.82,14.97,4.01,1.46,0.0,6.59,2.04,6.29,42.06,6.33,13.2,18.3,7.28,15.01,8.83,13.71,7.0,6.71,8.85,2.19,0.0
hsa-miR-193b-3p,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,7.31,0.0,6.36,19.5,18.08,12.06,20.91,14.53,38.17,34.22,32.06,27.82,11.12,28.58,26.55,23.92,0.0,18.08,19.07,20.34,51.6,3.75,35.34,37.48,28.0,28.35,10.62,17.55,16.76
hsa-miR-194-5p,5.49,66.46,1.59,5.74,20.67,12.06,0.0,0.0,0.0,0.0,2.0,8.78,2.78,10.99,0.0,5.04,0.0,5.42,9.53,14.24,5.29,5.63,0.88,10.97,4.67,1.49,3.54,2.19,1.86
hsa-miR-195-3p,1.83,26.0,3.18,0.0,3.44,4.39,11.26,6.23,9.09,0.0,12.02,10.25,11.12,15.39,12.25,10.07,0.0,2.71,8.8,0.0,23.15,7.51,9.72,7.31,2.33,7.46,3.54,4.39,14.89
hsa-miR-195-5p,7.31,17.34,1.59,8.03,11.19,15.35,0.0,0.0,1.82,14.97,8.01,5.86,5.56,2.2,4.08,1.26,0.0,5.42,16.13,16.27,10.58,15.01,2.65,3.66,2.33,2.98,8.85,4.39,1.86
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,52.01,3.18,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.2,8.17,5.04,0.0,0.9,2.93,2.03,0.66,3.75,4.42,0.0,7.78,2.24,1.77,2.19,0.0
