miRNA,SRR8992368,SRR8992369,SRR8992370,SRR8992371,SRR8992378,SRR8992379,SRR8992380,SRR8992381,SRR8992382,SRR8992383,SRR8992384,SRR8992385,SRR8992387,SRR8992388,SRR8992389,SRR8992390,SRR8992391
hsa-miR-105-3p,0.0,0.0,0.21,0.31,0.0,0.0,0.44,0.55,0.0,0.19,0.4,0.39,0.76,0.28,0.22,0.0,0.0
hsa-miR-105-5p,465.8,157.89,214.62,136.93,166.37,419.3,149.64,301.22,419.22,377.66,138.89,259.02,237.19,170.85,158.35,190.94,137.25
hsa-miR-10527-5p,0.0,0.0,0.1,0.0,0.52,0.0,0.15,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.57
hsa-miR-106a-5p,0.55,0.25,0.42,0.92,0.26,0.0,0.3,0.36,0.0,0.0,0.13,0.39,0.19,0.14,0.66,0.35,0.38
hsa-miR-106b-3p,46.41,64.83,60.41,49.43,61.71,33.52,69.95,32.01,33.86,33.51,33.46,75.61,59.58,84.09,56.37,58.45,62.52
hsa-miR-106b-5p,8.29,5.59,4.16,5.83,2.08,10.36,3.69,3.27,4.65,6.97,2.12,5.41,6.09,5.77,7.14,3.19,13.72
hsa-miR-107,0.55,7.88,3.33,4.61,61.45,2.44,6.79,3.46,50.92,70.11,1.33,6.31,27.98,59.34,6.26,3.9,12.01
hsa-miR-10a-3p,2.21,1.53,0.73,2.76,2.08,2.44,1.03,1.82,0.78,1.16,1.2,2.58,0.57,0.7,2.53,3.19,2.48
hsa-miR-10a-5p,149.19,91.27,120.72,91.19,88.0,135.91,88.84,80.76,134.4,144.48,74.89,122.1,104.89,74.81,94.5,102.38,130.57
hsa-miR-10b-3p,0.55,0.25,0.21,0.92,0.52,2.44,0.59,0.91,1.03,1.16,0.8,0.39,0.95,0.14,1.1,0.0,1.14
hsa-miR-10b-5p,293.96,108.82,151.09,114.83,115.6,251.7,104.92,181.9,228.74,280.44,93.88,153.14,133.44,103.92,123.3,123.28,178.61
hsa-miR-11400,0.0,0.0,0.0,0.0,0.52,0.0,0.3,0.0,0.78,0.0,1.99,0.0,0.0,0.0,0.33,1.06,1.52
hsa-miR-11401,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.19,0.14,0.0,0.0,0.38
hsa-miR-1180-3p,0.55,0.0,0.31,0.61,0.78,0.61,0.44,0.0,1.81,0.97,0.27,0.13,0.19,1.12,0.22,0.35,1.72
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.38
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
hsa-miR-1197,11.6,14.24,13.83,11.05,5.73,13.41,7.97,6.18,10.6,9.1,4.78,8.63,7.04,6.89,18.79,7.79,13.34
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,214.39,23.9,26.62,622.03,1524.41,103.61,23.17,6.73,44.45,44.16,52.05,9.14,305.91,116.72,55.38,272.42,867.69
hsa-miR-1224-3p,0.0,0.0,0.62,0.0,0.26,0.0,0.74,0.36,0.26,0.58,0.13,0.26,0.0,0.14,0.11,0.35,0.19
hsa-miR-1224-5p,1.66,0.0,0.21,0.0,0.26,1.22,0.0,0.0,0.26,0.58,0.0,0.64,0.0,0.42,0.22,0.0,0.19
hsa-miR-122b-5p,1.66,0.25,1.56,0.92,0.26,0.61,0.44,0.0,0.78,1.74,0.53,0.39,2.09,0.28,0.66,0.35,2.1
hsa-miR-124-3p,2149.44,1645.99,1606.23,1454.68,1055.76,1933.79,1263.79,1099.76,1676.1,1569.91,628.05,1612.7,1464.81,1332.1,2174.37,1128.3,1447.75
hsa-miR-124-5p,24.31,15.25,13.52,12.89,13.02,23.16,15.64,16.19,19.38,23.82,9.83,17.77,13.13,13.5,17.14,12.4,14.68
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,44.2,7.37,6.55,5.83,5.99,18.89,5.02,14.92,26.62,30.79,3.98,7.86,5.52,11.95,2.31,2.83,12.2
hsa-miR-1247-5p,0.55,0.25,0.21,0.0,0.52,1.22,0.59,0.36,0.0,0.77,0.13,0.0,0.38,0.42,0.11,0.0,0.19
hsa-miR-1248,0.0,0.51,0.31,0.61,0.52,0.0,0.0,0.0,0.0,0.39,0.66,0.26,0.19,0.0,0.11,1.06,0.38
hsa-miR-1249-3p,1.66,8.14,8.73,16.89,7.81,0.61,13.43,1.46,0.52,3.1,4.25,9.53,7.23,11.95,9.89,4.61,4.19
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.19,0.13,0.26,0.19,0.14,0.0,0.0,0.19
hsa-miR-1251-3p,0.0,0.76,0.0,0.0,0.0,1.22,0.0,0.18,0.26,0.58,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-1251-5p,7.74,7.12,3.85,7.68,3.65,12.8,7.82,6.0,11.37,9.88,3.72,7.86,6.85,5.48,6.37,6.73,12.96
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.19,0.0,0.0,0.19,0.14,0.0,0.35,1.33
hsa-miR-125a-3p,170.19,67.88,88.91,57.11,64.31,135.91,45.3,101.68,136.21,145.64,52.58,109.09,74.05,66.79,64.28,54.91,124.09
hsa-miR-125a-5p,413.31,358.49,416.04,509.66,386.11,288.88,512.81,244.83,286.37,362.56,246.57,466.38,539.67,337.49,491.42,398.89,161.07
hsa-miR-125b-1-3p,184.55,83.65,98.26,68.47,74.2,171.87,63.16,142.79,159.73,191.54,57.36,88.74,79.57,81.84,64.39,77.58,87.88
hsa-miR-125b-2-3p,49.18,36.1,26.72,29.47,29.94,47.54,29.22,26.74,37.22,40.09,20.58,39.8,41.12,31.36,33.63,23.03,23.06
hsa-miR-125b-5p,2762.22,1652.09,1767.3,1734.07,1720.46,2131.25,1758.89,1410.07,1978.76,2395.35,902.91,2128.03,2051.3,1823.0,1797.23,1787.92,1208.33
hsa-miR-126-3p,916.69,794.52,1014.67,959.45,853.46,1022.66,1065.16,666.66,738.16,786.7,712.77,1031.56,1195.83,821.36,667.13,1015.65,2011.21
hsa-miR-126-5p,4.97,2.54,1.56,1.84,1.56,3.05,3.69,2.55,4.14,3.87,3.45,1.8,4.19,1.97,4.51,6.73,17.73
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.25,0.1,0.31,0.26,0.0,0.3,0.36,0.52,0.0,0.13,0.39,0.19,0.28,0.0,0.35,0.19
hsa-miR-1262,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1264,4.42,3.05,3.22,4.3,2.6,6.09,5.46,3.64,4.14,7.36,1.99,4.12,3.62,3.37,6.81,1.77,3.43
hsa-miR-1268a,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,4155.77,2615.43,3126.56,2858.08,2370.58,3406.23,3021.36,2050.54,2670.14,3730.53,1475.86,3389.37,2703.47,4035.95,2431.73,2058.93,2089.37
hsa-miR-127-5p,16.58,16.53,15.7,18.73,9.37,18.89,17.12,8.91,12.66,19.17,10.09,15.58,16.37,18.28,18.79,13.82,16.58
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.19
hsa-miR-1273h-3p,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.36,0.26,0.39,0.4,0.0,0.19,0.0,0.0,0.71,0.38
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.52,0.0,0.13,0.0,0.19,0.28,0.0,0.0,0.57
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.51,0.0,0.31,0.0,0.0,0.0,0.18,0.0,0.0,0.13,0.0,0.19,0.0,0.0,0.35,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,6.63,4.83,5.82,2.46,3.91,4.88,3.84,2.91,3.62,7.75,3.59,5.02,3.62,5.2,4.4,3.54,4.57
hsa-miR-128-2-5p,2.21,0.76,1.14,1.54,1.04,9.14,0.59,4.91,6.2,5.04,1.59,1.16,0.95,1.55,0.66,1.42,0.57
hsa-miR-128-3p,67842.76,8666.99,29503.52,18350.49,10588.09,73222.01,9269.8,45129.47,62594.53,65847.99,6674.48,12848.06,15666.09,7419.14,12039.95,12222.13,10865.44
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.35,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.52,1.22,0.44,0.18,0.26,0.0,0.0,0.26,0.19,0.14,0.0,0.0,1.33
hsa-miR-1285-5p,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-1287-5p,0.0,0.0,0.21,0.0,0.0,0.0,0.15,0.0,0.52,0.19,0.0,0.0,0.38,0.0,0.33,0.0,0.57
hsa-miR-129-1-3p,38.13,39.92,56.57,41.14,37.75,21.94,41.91,34.92,19.38,36.8,34.66,54.48,39.98,35.44,40.55,25.15,35.07
hsa-miR-129-2-3p,28.73,63.56,61.66,48.2,51.55,22.55,48.99,34.56,25.07,41.45,42.76,68.91,52.54,45.0,66.81,28.69,57.57
hsa-miR-129-5p,20633.53,7858.74,9674.68,5639.41,7889.19,18207.99,6538.71,12719.95,20037.0,19660.31,8796.98,14013.31,11489.82,9651.35,7416.17,8173.36,10939.78
hsa-miR-1291,2.21,1.27,1.25,1.54,1.3,1.22,2.07,1.46,1.03,2.52,1.2,1.16,1.33,1.69,1.1,1.06,1.14
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.27,0.13,0.19,0.0,0.0,0.0,0.19
hsa-miR-1294,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.76
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.26,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.57
hsa-miR-1296-5p,408.89,41.19,34.83,37.76,34.37,252.92,38.81,149.52,273.19,276.76,27.49,30.91,36.17,24.61,39.56,27.99,38.89
hsa-miR-1297,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-3p,0.55,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.19
hsa-miR-1298-5p,207.21,141.87,126.44,104.7,111.17,191.37,161.74,134.97,136.21,162.3,87.64,186.76,160.66,208.82,121.32,108.05,128.29
hsa-miR-1299,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.38
hsa-miR-1301-3p,0.55,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.38,0.0,0.22,0.0,1.72
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.19,0.0,0.13,0.19,0.0,0.0,0.0,0.19
hsa-miR-1304-5p,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.35,0.76
hsa-miR-1306-3p,41.44,21.87,27.76,11.05,14.84,42.66,10.18,25.28,36.96,37.57,11.42,28.85,16.18,25.31,11.98,11.69,18.11
hsa-miR-1306-5p,2.76,2.54,3.33,2.15,4.43,1.22,4.13,4.0,1.29,5.81,1.99,3.61,4.38,2.39,3.52,2.13,2.48
hsa-miR-1307-3p,43.1,11.44,14.14,11.05,14.58,35.35,9.3,30.2,33.34,37.57,13.54,17.26,15.42,15.61,10.66,17.36,41.17
hsa-miR-1307-5p,12.71,5.85,5.62,4.61,2.08,14.02,4.87,4.37,8.01,6.97,2.26,6.44,6.66,5.77,9.01,4.96,10.87
hsa-miR-130a-3p,0.55,0.0,0.42,0.31,0.52,0.0,0.3,0.36,0.0,0.19,0.27,0.13,0.57,0.42,0.22,0.71,1.91
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-130b-3p,3.32,1.53,1.87,1.54,1.82,1.22,1.62,0.73,4.14,2.32,0.53,1.42,1.52,0.98,1.87,1.42,3.05
hsa-miR-130b-5p,0.0,0.0,1.35,0.92,0.26,0.61,0.3,0.36,0.0,0.19,0.0,0.26,0.76,0.28,0.33,0.35,1.14
hsa-miR-132-3p,458.62,484.08,451.91,430.75,343.42,382.74,475.47,273.39,310.67,355.97,244.18,423.75,376.15,319.21,542.85,325.56,298.13
hsa-miR-132-5p,282.91,148.99,228.24,143.07,157.0,407.11,151.7,217.19,305.76,323.82,91.22,216.26,221.96,183.51,149.01,164.02,133.24
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-133a-3p,17.68,11.95,9.67,12.59,4.43,14.63,5.31,9.28,13.44,19.95,6.64,9.02,6.66,8.02,9.23,5.31,8.01
hsa-miR-133a-5p,0.0,0.0,0.1,0.31,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.35,0.19
hsa-miR-133b,0.55,0.25,0.0,0.31,0.26,0.61,1.18,0.73,0.26,0.0,0.0,0.13,0.38,0.84,0.11,0.0,0.19
hsa-miR-134-3p,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,0.26,0.39,0.0,0.13,0.0,0.0,0.11,0.0,0.38
hsa-miR-134-5p,43.1,13.73,17.16,14.43,11.2,32.3,14.9,17.83,22.49,28.86,11.02,20.74,17.7,18.98,16.81,11.69,34.31
hsa-miR-1343-3p,4.42,2.54,5.41,4.61,4.17,1.22,5.46,1.09,1.29,2.91,1.59,4.25,5.14,3.8,3.96,2.83,5.15
hsa-miR-135a-2-3p,2.21,5.85,8.11,4.91,11.98,4.88,6.2,2.18,2.84,3.1,2.79,15.2,6.47,7.31,6.59,4.96,13.34
hsa-miR-135a-3p,1.66,1.02,1.04,0.31,0.78,1.22,0.44,0.36,1.55,0.97,0.13,0.9,1.14,0.98,0.88,0.71,1.91
hsa-miR-135a-5p,7.18,11.19,13.73,15.66,6.77,9.14,14.17,4.91,5.94,4.84,8.9,11.33,11.8,8.44,21.1,12.04,3.43
hsa-miR-135b-3p,0.55,0.25,0.1,0.0,0.26,0.61,0.3,0.0,0.0,0.39,0.13,0.52,0.19,0.56,0.55,0.0,0.19
hsa-miR-135b-5p,1.66,8.39,15.91,12.28,5.73,7.31,11.36,2.55,2.58,4.07,6.11,14.04,16.56,8.72,14.62,8.15,3.05
hsa-miR-136-3p,331.53,178.73,192.06,171.32,114.04,367.5,141.37,154.8,218.14,238.8,119.5,191.27,194.36,173.39,234.61,178.54,221.88
hsa-miR-136-5p,53.6,57.21,50.74,58.64,31.24,93.86,55.78,35.65,48.85,44.35,29.88,69.42,73.86,90.28,44.4,59.16,30.69
hsa-miR-137-3p,23.21,18.05,14.87,15.04,10.41,27.43,14.02,10.19,11.37,19.95,11.02,13.52,13.9,9.28,26.81,12.04,18.49
hsa-miR-137-5p,95.59,21.87,28.18,14.12,23.17,136.52,13.43,64.76,123.54,118.53,16.86,25.24,24.37,22.08,19.34,24.09,29.16
hsa-miR-138-1-3p,14.37,5.08,4.78,5.22,4.17,10.97,5.46,14.73,9.82,23.43,3.98,6.57,6.66,7.59,4.51,6.38,6.29
hsa-miR-138-2-3p,76.25,19.32,18.2,17.19,18.23,76.79,22.73,56.39,47.81,81.73,20.85,29.62,31.41,18.84,24.51,19.84,31.26
hsa-miR-138-5p,199.47,125.09,123.64,125.27,73.16,198.68,99.76,99.68,103.64,159.59,55.24,125.19,101.84,137.39,84.94,74.75,173.46
hsa-miR-139-3p,88.96,35.85,68.52,42.37,45.56,86.54,35.12,44.2,67.97,82.7,23.5,57.06,44.92,60.19,31.54,40.74,30.31
hsa-miR-139-5p,1002.89,277.13,421.24,270.49,292.91,1096.4,270.2,845.46,1065.37,1101.8,194.52,329.47,383.95,201.23,345.49,311.04,304.61
hsa-miR-140-3p,1191.31,790.45,805.56,680.67,768.06,962.32,806.47,870.02,770.47,1025.88,574.41,966.64,817.78,923.03,847.02,526.42,1156.67
hsa-miR-140-5p,48.07,37.88,49.5,44.21,34.63,48.15,33.35,32.74,23.52,23.43,24.56,46.11,38.45,26.72,44.07,27.99,41.36
hsa-miR-141-3p,0.0,0.51,0.21,0.31,0.0,0.0,0.59,0.18,0.78,0.0,0.0,0.13,0.0,0.56,0.11,0.35,0.95
hsa-miR-142-3p,3.87,3.56,3.74,7.68,4.69,5.49,2.36,2.91,2.58,4.26,5.84,3.74,8.95,5.62,2.09,9.92,40.41
hsa-miR-142-5p,64.65,27.46,28.6,38.07,37.49,77.4,27.15,42.75,54.28,57.13,24.56,31.81,42.64,36.28,45.71,32.59,178.04
hsa-miR-143-3p,2011.3,1643.19,2144.75,1449.46,1288.52,2900.99,1518.21,1268.01,1201.57,1378.18,883.26,2725.28,2048.63,3371.1,1998.99,1422.69,1417.44
hsa-miR-143-5p,3.87,2.29,3.74,3.38,3.38,2.44,3.39,2.18,0.78,2.52,1.2,3.22,2.67,4.78,1.98,1.42,0.95
hsa-miR-144-3p,7.18,6.86,2.5,5.53,2.34,3.66,3.84,2.36,6.72,7.75,1.73,1.55,3.81,2.95,4.07,6.02,88.45
hsa-miR-144-5p,2.21,1.27,0.73,0.0,0.52,0.61,0.3,0.73,1.55,0.97,1.06,0.52,1.52,0.14,0.22,1.06,28.59
hsa-miR-145-3p,54.7,26.19,30.26,21.49,22.13,57.9,23.46,28.74,49.11,50.74,20.85,32.84,36.17,25.59,19.78,33.65,21.16
hsa-miR-145-5p,23.76,22.37,29.32,29.78,13.8,14.63,33.35,17.28,15.77,23.43,20.45,30.14,25.89,26.86,29.01,19.48,22.11
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.55,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.57
hsa-miR-146a-5p,424.92,349.33,332.33,313.16,241.61,446.12,315.65,238.29,333.67,378.82,259.05,350.72,345.12,348.32,317.58,300.76,498.09
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.26,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
hsa-miR-146b-5p,14.37,8.14,12.06,15.04,28.38,31.08,9.59,11.64,9.82,18.21,17.26,7.47,15.61,16.31,11.21,24.09,62.14
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.52,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,12424.21,7230.75,10360.35,6319.77,7105.24,17869.14,7148.91,8733.11,11830.17,11593.84,5339.77,10404.34,9964.87,7743.55,7936.82,7846.38,9331.72
hsa-miR-148a-5p,21.55,12.71,10.71,7.37,13.8,21.33,10.48,21.1,17.06,23.43,7.7,14.17,11.99,11.39,9.78,7.09,12.96
hsa-miR-148b-3p,906.74,454.59,446.71,437.82,271.04,867.86,486.54,486.58,671.48,754.16,285.35,638.08,553.75,578.37,735.59,478.95,468.16
hsa-miR-148b-5p,1.11,1.02,1.35,0.61,1.04,3.66,1.03,0.73,1.55,1.74,0.66,1.67,1.9,1.12,1.76,1.42,2.29
hsa-miR-149-3p,0.55,0.51,0.1,0.0,0.0,1.22,0.3,0.55,1.81,0.97,0.0,0.13,0.0,0.98,0.22,0.0,0.19
hsa-miR-149-5p,30.39,17.54,21.73,18.73,20.31,27.43,24.2,31.65,22.74,46.87,12.22,24.47,23.6,14.48,21.87,15.59,13.15
hsa-miR-150-3p,0.55,0.0,0.21,0.0,1.3,0.61,0.0,0.18,0.52,0.58,0.27,0.0,0.0,0.0,0.0,0.0,0.38
hsa-miR-150-5p,6.08,2.54,1.35,2.76,2.34,6.09,3.25,6.0,5.17,4.84,2.12,1.29,2.09,1.97,1.87,3.9,7.62
hsa-miR-151a-3p,3207.03,2701.62,3893.33,2360.4,2633.81,3183.17,2591.64,1891.74,2590.53,2624.46,1845.25,4487.13,3400.94,3908.69,2526.56,2436.56,1914.38
hsa-miR-151a-5p,31.5,21.36,33.69,23.33,16.4,39.61,21.4,16.92,29.21,29.44,7.44,19.19,17.51,12.52,24.83,9.21,10.48
hsa-miR-151b,1.66,4.83,8.32,4.91,2.08,9.14,1.48,6.18,0.78,8.13,0.53,1.8,6.66,5.48,1.1,3.9,0.76
hsa-miR-152-3p,96.14,91.53,84.95,75.83,52.33,92.03,80.57,42.02,54.02,58.68,40.1,91.45,75.0,93.09,87.14,65.54,111.89
