miRNA,SRR18110733,SRR18110734,SRR18110735,SRR18110736,SRR18110737,SRR18110738,SRR18110739,SRR18110740,SRR18110741,SRR18110742,SRR18110743,SRR18110744,SRR18110745,SRR18110746,SRR18110747,SRR18110748,SRR18110749,SRR18110750,SRR18110751,SRR18110752
hsa-miR-10a-5p,15.4,21.02,117.69,0.28,6.82,1.81,3.97,0.9,2.61,1.44,464.83,524.48,17.0,5.39,106.92,91.51,1.97,75.12,929.32,234.44
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,9.79,0.0,0.0,0.0,2.03,0.0,1.19,9.71,4.69
hsa-miR-10b-5p,19.25,25.23,84.54,0.0,23.19,4.29,6.48,5.42,4.79,1.62,662.07,695.53,30.97,1.8,148.9,141.89,3.66,73.03,1181.77,382.92
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,1.39,3.13
hsa-miR-12129,0.0,0.0,1.86,0.85,0.0,0.0,0.21,0.0,5.66,0.18,0.0,3.09,1.21,5.39,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,25.98,14.02,30.91,1.7,4.91,11.37,3.14,9.04,5.66,3.05,16.55,4.64,2.43,0.0,10.3,0.87,9.56,10.43,2.77,60.95
hsa-miR-122-5p,0.0,0.0,0.37,0.0,0.0,0.82,0.21,0.0,0.0,0.0,4.14,4.64,0.61,16.16,21.38,0.58,2.81,0.0,2.77,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,5.39,0.0,0.0,0.0,0.0,13.87,0.0
hsa-miR-1251-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.37,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,4.81,11.21,54.38,0.0,7.64,3.96,3.97,0.9,0.0,1.26,142.07,359.62,0.61,3.59,81.58,59.65,9.84,13.71,561.76,79.71
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0
hsa-miR-125b-5p,9.62,11.21,48.05,0.0,6.28,4.62,1.88,2.71,10.01,2.51,128.28,323.55,4.25,7.18,52.27,71.82,21.65,15.2,535.4,126.6
hsa-miR-126-3p,0.96,1.4,5.21,0.0,12.83,0.82,0.0,0.0,0.0,0.18,2.76,10.82,7.89,19.76,12.67,6.95,235.39,0.0,180.32,15.63
hsa-miR-126-5p,0.96,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,1.21,0.0,0.0,0.0,13.5,0.0,20.81,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
hsa-miR-1268a,0.96,4.2,2.23,0.28,1.09,0.82,0.42,1.81,9.14,0.0,5.52,7.73,1.82,1.8,1.58,0.0,0.56,1.49,0.0,1.56
hsa-miR-1268b,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,1.38,2.58,0.0,7.18,0.0,0.29,0.0,0.0,2.77,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.28,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,48.11,47.66,94.23,19.82,13.1,10.88,2.3,15.36,6.09,7.54,107.59,3.09,17.0,204.75,11.88,17.66,18.84,46.2,11.1,400.11
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.36,2.76,7.21,0.0,0.0,6.34,0.58,21.09,3.58,0.0,0.0
hsa-miR-1277-3p,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,1.4,0.74,0.0,0.55,0.33,0.0,0.0,0.0,0.0,2.76,3.61,1.21,0.0,0.0,2.03,0.28,0.3,16.64,15.63
hsa-miR-1285-3p,0.0,1.4,0.74,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,12.51,11.21,54.75,6.23,15.55,8.24,2.51,5.42,20.45,3.23,9.66,4.12,15.18,37.72,19.8,6.66,4.78,12.22,9.71,178.17
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,9.38
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,4.12,0.0,0.0,2.38,0.0,0.0,0.3,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.28,0.6,0.0,0.0
hsa-miR-1291,0.0,0.0,1.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-1299,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,5.55,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,8.66,7.01,25.33,1.7,1.91,2.31,0.63,1.81,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.58,0.56,1.19,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.9,0.0,0.0,0.0,2.06,1.21,3.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,0.0,0.0,9.31,0.28,0.0,0.0,0.0,0.0,0.0,0.18,6.9,15.97,0.0,0.0,3.96,1.16,1.12,1.19,22.19,12.5
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.28,0.0,4.16,0.0
hsa-miR-130a-3p,0.0,0.0,0.37,0.28,0.55,0.0,0.63,0.0,0.0,0.36,11.03,13.4,1.21,0.0,0.0,3.76,0.0,0.6,26.35,50.01
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.39,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,1.58,1.45,28.69,0.0,1.39,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.96,0.0,4.47,0.0,0.27,0.16,0.0,0.0,0.0,0.18,2.76,1.03,0.0,0.0,0.0,1.16,0.28,0.0,12.48,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,6.25
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-140-3p,0.96,5.61,5.59,0.0,3.0,0.99,1.88,0.0,6.09,0.72,24.83,33.49,26.72,0.0,0.0,4.63,5.62,1.79,37.45,17.19
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,9.66,8.76,0.0,0.0,0.0,4.92,1.12,0.89,9.71,17.19
hsa-miR-141-3p,10.59,8.41,118.81,0.57,11.73,3.3,0.84,0.9,11.75,8.44,219.31,175.69,32.79,0.0,65.74,50.68,1.12,14.61,346.76,154.73
hsa-miR-141-5p,0.0,0.0,0.74,0.28,0.82,0.0,0.0,0.0,0.0,0.18,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,1.39,4.69
hsa-miR-142-3p,8.66,2.8,91.25,5.95,5.46,5.44,0.63,2.71,0.0,3.95,12.41,6.18,109.92,120.33,5.54,6.95,28.12,2.09,15.26,10.94
hsa-miR-142-5p,21.17,5.61,144.51,3.12,0.82,3.3,3.55,3.61,0.0,2.15,0.0,0.0,142.1,93.39,0.0,1.74,2.81,0.0,0.0,4.69
hsa-miR-143-3p,0.0,1.4,0.37,0.28,7.64,0.16,0.0,0.0,0.0,0.0,4.14,11.33,43.12,0.0,4.75,0.58,94.21,0.0,38.84,17.19
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,5.55,0.0
hsa-miR-145-5p,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69
hsa-miR-146a-5p,0.96,0.0,10.06,0.0,0.0,0.82,0.0,0.0,0.0,0.36,16.55,23.18,30.36,5.39,0.0,7.24,8.44,2.09,86.0,3.13
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-146b-5p,0.0,0.0,6.7,0.0,1.09,0.0,0.0,0.0,0.0,0.18,17.93,5.15,0.61,8.98,8.71,2.03,0.28,0.89,12.48,0.0
hsa-miR-148a-3p,14.43,25.23,91.25,0.28,61.67,9.89,5.23,9.94,28.71,31.06,980.69,1074.72,64.37,28.74,92.67,365.45,28.69,46.8,862.75,1219.08
hsa-miR-148a-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0
hsa-miR-148b-3p,0.0,0.0,4.84,0.0,5.46,0.33,0.0,0.9,0.0,0.0,20.69,22.67,4.86,0.0,7.92,7.82,0.0,0.89,55.48,54.7
hsa-miR-148b-5p,0.0,0.0,1.49,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4.14,1.03,0.0,0.0,0.0,2.61,0.0,0.3,6.94,0.0
hsa-miR-149-3p,0.0,0.0,0.74,0.0,0.27,0.16,0.0,0.0,0.0,0.0,2.76,0.0,0.0,8.98,0.0,0.58,0.0,0.0,4.16,6.25
hsa-miR-149-5p,0.0,0.0,0.37,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,6.7,1.82,0.0,0.0,0.0,0.28,0.0,2.77,0.0
hsa-miR-150-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0
hsa-miR-151a-3p,2.89,4.2,25.7,0.0,10.37,2.64,1.88,0.0,16.53,1.26,85.52,100.47,5.47,1.8,24.55,31.27,12.37,3.58,160.9,79.71
hsa-miR-151a-5p,0.0,0.0,5.21,0.0,3.82,0.0,0.21,0.0,0.0,0.0,15.17,12.88,0.61,0.0,8.71,4.63,0.56,1.19,8.32,18.76
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-152-3p,0.0,1.4,2.61,0.0,0.0,0.0,0.84,0.0,0.0,0.18,6.9,20.61,0.0,0.0,7.13,3.47,1.69,0.0,62.42,34.38
hsa-miR-155-5p,0.0,0.0,3.72,0.0,0.55,0.16,0.0,0.0,0.0,0.0,4.14,4.64,0.0,0.0,4.75,3.19,0.0,0.3,12.48,4.69
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,6.9,0.0,4.86,0.0,0.0,0.29,0.56,0.0,2.77,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,4.64,2.43,10.78,0.0,0.58,0.28,0.3,8.32,0.0
hsa-miR-16-5p,7.7,12.61,62.94,0.85,115.97,5.6,1.67,14.46,20.01,5.74,424.83,343.13,496.14,68.25,114.84,216.61,70.87,34.28,646.37,822.1
hsa-miR-17-5p,0.0,0.0,1.49,0.0,1.36,0.0,0.21,0.0,0.0,0.0,6.9,11.85,0.0,0.0,0.0,5.21,0.0,0.6,1.39,17.19
hsa-miR-181a-2-3p,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,4.64,0.0,0.0,2.38,0.58,0.28,1.79,20.81,0.0
hsa-miR-181a-3p,0.0,0.0,1.86,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
hsa-miR-181a-5p,0.0,1.4,4.47,0.0,2.46,0.0,0.0,0.0,0.0,0.0,4.14,11.85,4.86,0.0,0.0,1.16,1.12,0.3,6.94,12.5
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,5.52,1.03,0.0,0.0,0.0,0.58,0.56,0.0,9.71,6.25
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0
hsa-miR-181c-5p,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-182-5p,2.89,1.4,28.31,0.28,4.64,1.98,0.21,0.9,14.79,5.21,89.66,59.25,11.54,3.59,37.22,33.88,3.37,15.8,97.09,134.41
hsa-miR-1827,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.52,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,18.62,0.28,4.91,0.66,0.21,0.9,0.0,1.08,85.52,27.82,3.04,0.0,19.01,23.46,0.28,8.05,80.45,75.02
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.58,0.0,0.28,0.0,5.55,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.74,0.57,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,0.0,0.0,1.49,0.0,0.0,0.16,0.0,0.0,0.0,0.18,5.52,3.09,1.21,1.8,0.0,0.0,1.12,0.0,1.39,3.13
hsa-miR-186-5p,4.81,0.0,19.37,0.28,0.55,0.16,0.84,0.9,3.48,0.54,24.83,20.61,14.57,0.0,0.0,6.66,3.37,1.19,23.58,7.81
hsa-miR-187-3p,0.0,0.0,2.23,0.0,0.0,0.49,0.0,0.0,0.0,0.0,13.79,1.03,0.61,0.0,0.0,0.87,0.0,0.89,1.39,21.88
hsa-miR-188-5p,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.96,0.0,4.84,0.0,4.09,0.16,0.0,0.0,0.0,0.0,22.07,40.19,1.82,0.0,3.96,12.45,1.69,4.17,36.06,23.44
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,3.61,0.0,0.0,0.0,0.58,0.28,0.0,0.0,0.0
hsa-miR-191-5p,4.81,0.0,32.78,0.0,3.82,4.12,3.76,0.0,0.0,1.97,92.41,66.46,12.75,8.98,6.34,33.59,4.22,10.13,260.77,39.07
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-192-5p,2.89,0.0,108.38,0.0,19.37,2.31,0.84,0.0,0.0,0.36,176.55,128.8,10.32,5.39,16.63,63.42,2.53,10.73,356.47,46.89
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.3,0.0,10.94
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
hsa-miR-193b-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,5.66,0.54,1.38,0.0,0.0,0.0,0.0,0.87,0.28,0.0,0.0,4.69
hsa-miR-194-5p,0.96,1.4,20.11,0.0,10.92,0.16,0.0,0.9,1.74,0.18,49.66,37.61,3.04,23.35,0.0,24.61,0.28,2.98,87.38,23.44
