miRNA,SRR13854880,SRR13854881,SRR13854882,SRR13854883,SRR13854884,SRR13854885,SRR13854886,SRR13854887,SRR13854888,SRR13854889
hsa-miR-11399,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,11.55,1.0,2.65,13.57,32.72,0.61,1.28,4.96,1.22,10.32
hsa-miR-11401,2.41,1.56,1.14,6.84,4.78,0.33,2.79,0.97,2.31,0.06
hsa-miR-1180-3p,3.8,6.01,5.93,9.32,11.84,1.74,5.12,4.07,2.31,0.63
hsa-miR-1185-1-3p,0.05,0.22,0.13,1.18,1.52,0.05,0.0,0.27,0.07,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.07,0.0
hsa-miR-1197,0.0,0.45,0.0,0.12,0.08,0.0,0.0,0.27,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.47,0.0,0.0,0.23,0.0,0.0,0.06
hsa-miR-12136,0.32,0.11,0.0,0.12,0.0,0.0,0.0,0.53,0.07,0.23
hsa-miR-122-3p,0.0,0.0,0.76,0.0,0.08,0.14,0.12,0.0,0.0,0.0
hsa-miR-122-5p,494.35,331.94,2242.43,3180.51,545.23,1070.7,3216.55,7989.36,2154.84,4682.82
hsa-miR-1224-5p,0.0,0.45,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.06
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.28,0.35,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,1.78,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-124-3p,1.39,1.45,1.89,1.53,2.2,0.61,0.58,0.53,0.86,0.63
hsa-miR-124-5p,0.05,1.45,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.46
hsa-miR-1244,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-1246,13.37,22.83,31.54,29.49,54.8,12.91,37.33,53.39,17.58,36.6
hsa-miR-1247-5p,0.0,0.0,0.13,0.0,0.0,0.05,0.0,0.0,0.22,0.0
hsa-miR-1248,0.05,0.0,0.0,0.83,0.0,0.0,0.81,0.0,0.29,0.0
hsa-miR-1249-3p,0.21,0.0,0.25,0.12,0.38,0.0,0.58,0.0,0.79,0.35
hsa-miR-1250-5p,1.66,0.22,1.26,2.24,3.34,0.47,2.21,1.77,0.36,1.21
hsa-miR-1255a,1.71,2.0,3.53,2.36,11.16,2.16,2.67,5.76,0.58,3.0
hsa-miR-1255b-5p,3.21,4.45,1.64,5.19,5.31,1.27,1.63,3.54,0.58,1.1
hsa-miR-1256,0.0,0.0,0.0,0.47,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-125a-3p,5.56,5.57,11.23,11.8,18.9,1.64,5.47,6.91,3.75,2.94
hsa-miR-125a-5p,27.75,34.63,115.45,112.42,101.49,18.54,45.01,59.23,39.99,27.21
hsa-miR-125b-1-3p,2.14,3.34,2.78,2.01,3.26,1.03,3.61,1.42,0.86,0.58
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.0
hsa-miR-125b-5p,37.96,61.13,54.13,79.63,106.19,22.16,48.5,33.91,50.73,24.44
hsa-miR-126-3p,1654.98,3332.84,11279.89,8745.26,15240.23,2109.81,4527.38,8089.68,4337.27,3387.3
hsa-miR-126-5p,5.03,7.68,23.34,24.18,27.78,5.49,10.23,26.12,7.78,6.92
hsa-miR-1260b,0.91,0.0,1.01,2.12,3.19,0.14,0.12,1.06,0.36,0.98
hsa-miR-1262,0.43,0.56,0.25,0.12,0.0,0.0,0.35,0.0,0.14,0.06
hsa-miR-1266-5p,0.0,0.67,0.13,0.0,0.53,0.0,0.12,0.0,0.0,0.0
hsa-miR-1268a,0.32,0.0,0.0,1.89,9.94,0.0,0.23,0.27,0.0,1.9
hsa-miR-1268b,1.39,1.11,0.5,0.35,0.38,0.38,0.81,2.83,0.22,0.75
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.11,0.13,0.35,0.0,0.05,0.0,0.0,0.07,0.0
hsa-miR-127-3p,113.39,137.3,152.16,167.04,255.88,65.01,113.51,88.9,116.73,55.68
hsa-miR-1270,0.11,0.0,0.0,0.83,0.3,0.0,0.0,0.44,0.0,0.0
hsa-miR-1271-5p,0.86,0.33,0.63,1.65,5.24,0.19,0.58,1.95,0.29,0.46
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.46,0.0,0.12,0.27,0.0,0.0
hsa-miR-1273h-3p,3.15,4.57,4.79,9.56,13.28,1.41,7.09,7.26,1.15,1.79
hsa-miR-1273h-5p,14.92,12.14,5.68,21.35,26.95,2.3,13.49,19.66,7.49,11.12
hsa-miR-1275,0.27,0.22,0.13,0.0,0.53,0.05,0.35,0.53,0.22,0.17
hsa-miR-1276,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.5,1.18,0.3,0.23,0.0,0.09,0.07,0.12
hsa-miR-1278,0.16,0.11,1.64,1.06,2.35,0.28,3.61,1.59,0.5,0.4
hsa-miR-128-1-5p,0.32,0.0,0.13,0.59,0.83,0.0,0.0,1.51,0.0,0.0
hsa-miR-128-3p,32.82,36.41,91.73,183.2,160.16,24.74,42.1,66.23,38.69,31.65
hsa-miR-1283,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0
hsa-miR-1285-3p,4.22,3.67,2.9,4.01,11.23,1.27,3.61,5.58,0.94,1.04
hsa-miR-1285-5p,13.31,24.16,18.67,38.81,25.35,2.3,12.21,14.96,11.82,5.76
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.69,0.0,0.25,0.83,1.14,0.7,0.23,0.62,0.14,0.52
hsa-miR-129-1-3p,0.11,0.0,0.0,0.0,0.38,0.05,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,1.6,0.89,1.01,0.24,1.67,0.0,0.12,0.27,0.0,0.06
hsa-miR-129-5p,2.51,3.01,6.69,5.07,6.76,2.96,2.67,4.16,3.53,2.65
hsa-miR-1290,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.0
hsa-miR-1291,0.27,0.22,0.0,0.24,0.08,0.33,0.0,0.62,0.58,0.12
hsa-miR-1292-5p,0.59,1.56,1.39,1.53,0.91,0.7,0.93,0.35,0.07,0.12
hsa-miR-1294,2.41,3.45,0.76,1.77,5.47,1.08,0.23,3.63,1.15,0.75
hsa-miR-1295a,0.11,0.0,0.25,0.0,0.0,0.0,0.0,0.71,0.0,0.06
hsa-miR-1296-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.43,0.22,0.25,0.94,1.29,0.05,2.21,0.8,0.07,0.92
hsa-miR-1298-5p,0.0,2.45,0.38,0.0,3.49,0.14,1.16,0.18,0.65,0.52
hsa-miR-1299,0.37,1.0,0.88,0.83,1.59,0.52,0.58,3.28,0.22,0.29
hsa-miR-1301-3p,7.16,11.14,12.62,17.93,26.72,1.46,8.26,14.79,5.26,8.76
hsa-miR-1303,0.64,2.78,1.77,2.95,1.82,0.33,0.23,0.97,0.36,0.4
hsa-miR-1304-3p,0.0,0.11,0.0,0.24,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-1304-5p,1.98,5.9,6.81,2.95,14.95,0.89,4.65,6.46,0.29,1.79
hsa-miR-1306-3p,2.19,3.45,2.14,4.72,6.0,0.61,1.4,1.33,1.15,0.58
hsa-miR-1306-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.18,0.36,0.06
hsa-miR-1307-3p,51.86,62.69,105.6,148.87,154.09,19.06,70.83,95.45,43.38,48.94
hsa-miR-1307-5p,0.48,2.78,0.88,2.6,3.8,0.23,3.26,1.86,0.94,0.35
hsa-miR-130a-3p,1.82,0.89,0.88,6.49,1.37,1.41,2.91,3.1,0.43,1.38
hsa-miR-130a-5p,0.05,0.0,0.0,0.24,0.08,0.0,0.0,0.89,0.07,0.0
hsa-miR-130b-3p,0.8,0.33,0.25,1.77,2.28,0.14,0.7,1.15,0.07,0.35
hsa-miR-130b-5p,1.71,3.56,1.39,4.13,4.55,1.74,0.0,0.09,0.36,0.58
hsa-miR-132-3p,3.42,2.34,2.27,2.6,5.24,1.36,2.44,3.1,2.67,2.71
hsa-miR-132-5p,2.67,5.34,2.9,7.67,1.59,1.88,3.61,3.54,3.17,1.21
hsa-miR-1323,0.16,0.33,0.63,0.71,1.29,0.19,0.0,1.15,0.0,0.17
hsa-miR-133a-3p,8.39,12.47,5.3,14.04,17.61,4.93,6.51,5.93,8.5,1.38
hsa-miR-133a-5p,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-133b,0.53,0.11,1.89,0.0,0.0,0.28,0.12,0.0,0.0,0.29
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,16.84,11.91,16.28,32.21,57.16,3.57,27.91,37.81,9.87,12.62
hsa-miR-1343-3p,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.09,0.0,0.0
hsa-miR-135a-2-3p,0.86,0.78,0.38,0.0,0.3,0.0,0.0,0.35,0.0,0.06
hsa-miR-135a-3p,0.21,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.07,0.0
hsa-miR-135a-5p,1.66,2.45,1.77,2.95,3.34,1.03,1.05,1.42,2.45,0.69
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-135b-5p,0.64,0.33,0.0,0.35,0.3,0.23,2.21,0.0,0.79,0.12
hsa-miR-136-3p,1.55,4.23,6.18,5.66,6.0,1.92,2.09,1.24,3.03,1.27
hsa-miR-136-5p,1.66,4.12,2.14,3.89,5.09,0.42,3.37,1.95,1.59,0.92
hsa-miR-137-3p,0.8,0.0,0.0,0.0,2.73,0.28,0.12,0.35,0.0,0.0
hsa-miR-138-1-3p,0.32,0.0,0.25,0.0,1.9,0.05,0.47,0.09,0.14,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.59,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-138-5p,15.34,16.03,10.35,22.77,24.82,11.55,9.07,7.61,8.0,6.8
hsa-miR-139-3p,18.87,17.04,29.78,23.36,46.76,3.29,13.26,20.54,9.94,12.62
hsa-miR-139-5p,67.25,70.71,372.83,255.05,403.74,50.41,126.65,157.25,114.93,81.39
hsa-miR-140-3p,494.24,1035.34,1029.8,1186.87,1815.28,457.34,1435.86,1427.75,1007.67,555.33
hsa-miR-140-5p,3.05,4.79,9.72,7.55,11.01,2.82,5.35,11.78,6.12,4.67
hsa-miR-141-3p,0.11,4.9,3.03,0.71,8.27,0.56,2.09,0.53,1.95,0.23
hsa-miR-141-5p,0.05,1.89,1.14,0.12,1.21,1.03,0.35,0.0,0.36,0.63
hsa-miR-142-3p,12.03,10.02,39.49,54.15,65.35,14.97,31.05,58.7,18.45,26.0
hsa-miR-142-5p,141.78,166.25,395.29,490.04,719.74,103.17,280.17,655.04,183.52,169.53
hsa-miR-143-3p,231.27,384.61,383.05,521.53,817.43,156.36,434.73,507.44,389.81,220.6
hsa-miR-143-5p,0.86,1.22,1.51,0.71,1.21,1.6,3.61,0.44,2.09,0.06
hsa-miR-144-3p,8.61,18.82,16.91,42.11,68.24,8.5,10.93,38.25,10.66,8.53
hsa-miR-144-5p,3.37,6.35,19.56,17.7,43.8,6.99,8.72,14.52,5.55,7.32
hsa-miR-145-3p,1.07,2.34,2.27,1.89,3.34,1.08,3.72,0.8,0.65,0.52
hsa-miR-145-5p,4.6,9.35,12.49,15.1,14.19,9.53,4.77,4.16,6.85,4.67
hsa-miR-1468-5p,0.43,0.0,0.5,0.24,0.0,0.0,0.0,0.0,0.36,0.35
hsa-miR-146a-3p,1.98,1.45,0.25,2.24,3.95,0.89,0.81,1.33,1.01,0.06
hsa-miR-146a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
hsa-miR-146b-3p,2.73,2.45,5.17,5.43,8.58,1.92,8.49,4.87,1.59,2.82
hsa-miR-147b-3p,0.43,0.0,0.0,0.71,1.21,0.19,0.7,0.89,0.86,0.17
hsa-miR-148a-3p,5626.95,10536.24,14439.83,18670.44,26768.91,5394.0,17609.08,18041.58,11660.37,6810.05
hsa-miR-148a-5p,1.92,4.23,9.72,6.61,6.76,4.04,8.84,8.85,3.89,3.06
hsa-miR-148b-3p,85.38,113.58,154.81,224.14,332.16,62.76,209.58,232.34,145.19,103.81
hsa-miR-148b-5p,1.12,0.11,0.76,1.77,2.73,0.56,1.74,3.63,1.22,0.92
hsa-miR-149-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,2.03,7.91,1.89,2.71,2.35,1.64,5.23,2.83,2.81,0.81
hsa-miR-150-3p,15.56,6.57,24.48,15.57,30.67,2.21,5.7,20.45,4.11,7.32
hsa-miR-150-5p,38.12,35.52,130.33,134.25,125.47,18.82,53.15,94.12,40.13,34.7
hsa-miR-151a-3p,3442.44,5336.71,5910.71,11881.07,15013.2,1525.87,8184.59,7042.04,4883.36,4112.15
hsa-miR-151a-5p,3.74,7.35,12.36,12.74,20.49,3.05,6.51,14.61,8.57,6.05
hsa-miR-151b,0.37,2.12,1.14,2.12,0.23,0.33,0.12,0.27,0.0,0.17
hsa-miR-152-3p,38.76,52.0,74.06,95.79,139.36,18.54,87.11,108.29,54.98,51.19
hsa-miR-152-5p,0.21,0.0,0.13,2.12,0.08,0.09,0.12,0.0,0.29,1.21
hsa-miR-153-3p,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.06
hsa-miR-1538,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.53,0.0,0.17
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-154-5p,0.0,0.89,0.0,0.47,0.0,0.19,1.16,0.18,0.0,0.23
hsa-miR-155-3p,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,26.84,27.06,86.05,65.59,103.31,22.2,34.77,81.02,26.88,31.13
hsa-miR-15a-5p,0.37,1.45,1.64,1.77,3.26,0.42,1.74,2.13,0.65,0.63
hsa-miR-15b-3p,2.35,4.01,9.46,8.73,8.81,1.83,2.67,12.4,1.8,1.21
hsa-miR-15b-5p,6.2,5.9,11.1,13.45,27.93,4.41,8.96,17.62,4.25,6.63
hsa-miR-16-1-3p,0.43,0.33,0.0,0.12,0.68,0.0,0.0,0.0,0.07,0.29
hsa-miR-16-2-3p,51.48,79.17,101.82,158.08,212.16,32.81,49.31,143.26,54.54,34.01
hsa-miR-16-5p,24.0,39.42,71.92,81.28,135.64,41.96,65.83,124.23,43.3,32.8
hsa-miR-17-3p,0.27,0.0,0.25,0.59,1.52,0.14,0.93,0.8,0.0,0.58
hsa-miR-17-5p,12.94,29.51,30.66,42.7,45.16,11.22,36.4,34.35,21.47,13.37
hsa-miR-181a-2-3p,4.81,7.57,14.38,11.91,18.9,2.72,8.26,10.01,5.19,4.44
hsa-miR-181a-3p,1.55,5.12,6.06,4.01,11.16,1.74,5.7,6.82,1.51,2.54
hsa-miR-181a-5p,92.7,137.63,227.49,253.98,332.01,70.93,177.59,258.63,112.76,88.88
hsa-miR-181b-2-3p,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-181b-3p,0.48,0.11,0.88,0.0,0.0,0.0,0.12,0.18,0.22,0.06
hsa-miR-181b-5p,19.03,26.5,52.61,48.72,68.62,15.44,38.73,53.75,30.55,24.67
hsa-miR-181c-3p,1.82,1.56,2.14,1.53,5.92,0.61,3.61,1.95,2.38,1.15
hsa-miR-181c-5p,0.05,0.0,0.25,0.83,0.08,0.0,0.0,0.35,0.36,0.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
hsa-miR-181d-5p,6.25,8.24,13.12,7.55,22.7,2.77,7.21,9.12,8.79,5.36
hsa-miR-182-3p,0.0,0.33,0.0,1.18,0.61,0.0,0.0,0.0,0.0,0.06
hsa-miR-182-5p,148.46,282.61,323.25,368.65,778.03,173.21,275.87,511.86,202.25,137.13
hsa-miR-1827,0.05,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.07,0.0
hsa-miR-183-3p,0.0,0.0,0.25,0.0,0.23,0.28,0.58,0.0,0.07,0.12
hsa-miR-183-5p,90.94,138.3,153.17,165.51,286.62,65.06,122.7,132.99,108.8,45.08
hsa-miR-184,0.37,0.22,1.01,1.42,1.59,0.0,0.7,0.44,0.36,1.84
hsa-miR-1843,6.74,8.57,19.56,25.48,36.59,3.05,18.26,21.78,6.2,8.47
hsa-miR-185-3p,4.7,8.13,3.66,6.49,6.91,1.92,9.3,5.4,8.07,3.11
hsa-miR-185-5p,1236.01,1296.68,760.05,1264.61,2684.85,233.1,1188.02,1735.17,471.88,679.32
hsa-miR-186-5p,60.84,140.97,118.1,159.37,199.4,51.87,136.07,143.79,75.15,58.05
hsa-miR-187-3p,0.48,1.34,0.0,0.47,0.0,0.33,0.0,0.0,0.0,0.06
hsa-miR-18a-3p,0.0,0.0,0.0,0.12,1.82,0.28,0.93,0.27,0.0,0.12
hsa-miR-18a-5p,0.48,0.56,1.64,1.06,0.76,1.08,0.47,0.35,0.5,0.58
hsa-miR-18b-3p,0.0,0.0,0.0,0.47,0.68,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.99,0.0,0.35,0.09,0.0,0.0
hsa-miR-1908-5p,1.6,1.56,1.01,2.12,0.61,0.0,0.35,0.53,0.43,0.35
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-190a-5p,0.05,0.56,0.0,2.36,0.61,0.19,1.4,0.27,0.86,0.0
hsa-miR-190b-5p,0.53,0.0,0.0,0.0,0.61,0.05,0.0,0.0,0.0,0.0
hsa-miR-191-3p,1.18,0.0,0.88,1.18,0.38,0.14,0.0,0.35,0.14,0.46
hsa-miR-191-5p,228.81,227.94,432.26,608.95,704.55,86.65,286.68,393.04,186.84,201.17
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.06
hsa-miR-192-3p,0.05,0.67,1.64,0.12,1.52,0.75,0.47,0.44,0.07,0.23
hsa-miR-192-5p,122.37,317.35,278.46,333.38,362.75,119.27,302.85,248.36,183.81,104.85
hsa-miR-193a-3p,0.16,0.0,0.13,0.12,0.0,0.0,0.0,0.35,0.07,0.29
hsa-miR-193a-5p,7.27,6.57,11.86,17.11,15.71,2.91,17.56,19.3,5.48,14.87
hsa-miR-193b-3p,0.96,3.67,4.29,1.42,1.06,2.07,2.91,1.95,4.97,0.92
hsa-miR-193b-5p,1.76,0.78,1.89,2.01,3.34,1.03,6.28,4.43,1.59,4.73
hsa-miR-194-3p,0.05,1.34,0.13,1.42,1.29,0.19,0.35,0.18,0.07,1.27
hsa-miR-194-5p,26.46,59.02,64.47,68.89,91.92,24.46,61.99,54.81,48.35,17.64
hsa-miR-195-3p,1.55,2.34,11.48,6.13,7.36,0.7,3.72,3.1,3.75,1.38
hsa-miR-195-5p,0.59,0.33,0.25,1.53,2.13,0.23,1.28,1.77,1.37,0.58
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.05,0.0,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.17
hsa-miR-196a-5p,2.14,6.46,9.08,3.77,11.16,3.61,2.79,5.31,3.03,1.38
hsa-miR-196b-5p,1.28,3.79,8.07,8.26,5.69,2.63,4.19,3.1,3.75,1.73
hsa-miR-197-3p,1.87,2.9,5.05,6.84,8.35,1.92,3.49,7.53,4.68,1.33
hsa-miR-197-5p,0.48,0.67,0.88,0.24,0.83,0.56,0.58,0.62,0.22,1.15
hsa-miR-1976,0.05,0.0,0.63,0.0,0.91,0.05,0.12,1.42,0.0,0.0
hsa-miR-199a-3p,75.27,89.64,141.82,125.75,354.33,32.11,39.43,270.5,60.96,59.49
hsa-miR-199a-5p,53.09,68.26,92.1,123.39,134.43,38.82,116.65,129.09,80.92,56.2
hsa-miR-199b-3p,70.03,16.59,8.2,94.85,10.17,38.35,165.03,1.95,99.36,50.03
hsa-miR-199b-5p,1.23,7.57,4.92,8.61,7.89,1.36,4.3,6.64,26.59,2.82
hsa-miR-19a-3p,1.87,1.89,1.01,1.3,1.59,0.47,0.81,1.68,0.5,0.69
hsa-miR-19b-3p,1.55,5.9,3.79,6.02,10.25,3.47,9.07,6.64,5.84,2.42
hsa-miR-200a-3p,16.31,54.34,45.3,45.06,54.5,23.09,43.96,23.38,36.68,6.86
hsa-miR-200a-5p,4.12,13.14,4.67,12.98,12.14,3.43,13.14,6.11,4.9,2.31
hsa-miR-200b-3p,14.17,49.66,50.34,42.94,60.57,19.06,45.24,23.55,23.35,11.01
hsa-miR-200b-5p,0.91,0.33,0.25,0.94,5.16,0.28,0.47,1.24,1.3,0.81
hsa-miR-200c-3p,22.93,80.17,74.95,76.21,84.03,34.83,77.22,34.53,61.32,20.0
