miRNA,ERR5981316,ERR5981317,ERR5981318,ERR5981319,ERR5981320,ERR5981321,ERR5981322,ERR5981323,ERR5981324,ERR5981325,ERR5981326,ERR5981327,ERR5981328,ERR5981329,ERR5981330,ERR5981331,ERR5981332,ERR5981333,ERR5981334,ERR5981335,ERR5981336,ERR5981337,ERR5981338,ERR5981339
hsa-miR-29a-5p,0.0,127.06,0.0,34.13,1.29,0.0,12.66,0.24,0.0,26.77,0.0,0.58,0.0,0.0,3.32,33.16,86.84,0.0,0.0,12.66,33.41,30.73,100.13,0.0
hsa-miR-29b-1-5p,0.0,51.35,0.96,44.37,1.61,0.43,28.4,1.22,0.0,12.41,1.45,1.54,1.06,0.37,6.23,25.05,62.48,0.46,1.53,14.14,36.64,18.63,26.62,0.69
hsa-miR-29b-2-5p,0.0,5.61,0.0,4.21,0.0,0.0,5.27,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,3.82,7.77,0.0,0.0,2.29,3.68,1.33,2.93,0.0
hsa-miR-29b-3p,0.0,4408.33,0.0,1420.04,0.0,0.64,509.89,0.73,0.93,1574.84,2.42,2.12,0.0,0.0,0.0,867.73,2416.1,0.31,0.0,370.13,943.87,1226.69,9835.07,0.23
hsa-miR-29c-3p,0.0,272.76,0.64,101.54,0.0,0.0,44.42,0.49,0.0,98.84,13.04,0.39,0.0,0.0,1.66,161.19,264.1,0.15,0.0,71.65,118.51,260.09,780.37,0.0
hsa-miR-29c-5p,0.0,17.6,0.0,8.78,0.0,0.0,5.34,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,7.81,15.83,0.0,0.0,5.99,6.63,6.9,10.3,0.0
hsa-miR-301a-3p,22.65,1433.67,12.45,725.32,9.67,5.34,314.15,31.26,28.4,488.51,155.06,16.17,0.0,3.0,3.32,430.67,1179.43,1.23,0.31,205.7,521.74,494.88,1832.74,3.67
hsa-miR-301a-5p,0.0,173.89,0.0,42.48,0.0,0.0,23.54,0.0,0.0,35.18,0.0,0.19,0.0,0.0,0.0,37.39,90.37,0.0,0.0,22.34,50.0,51.55,196.66,0.0
hsa-miR-301b-3p,0.0,0.93,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-301b-5p,0.0,0.87,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.29,0.0,0.06,0.0,0.0,0.21,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.48,0.18,0.0,0.0,0.04,0.28,0.18,0.08,0.0
hsa-miR-3064-5p,12.76,5.61,20.74,2.26,11.93,9.18,3.22,9.52,6.05,1.43,19.81,7.12,9.31,12.37,10.79,4.35,4.88,3.99,8.55,1.57,2.72,1.15,3.52,6.88
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-3065-5p,0.0,17.19,0.0,3.35,0.97,0.0,2.74,0.0,6.05,0.62,24.64,0.0,0.0,0.0,0.0,3.16,13.3,0.0,0.0,1.97,2.94,0.42,8.79,0.0
hsa-miR-3074-3p,0.0,0.12,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.0,1.17,1.81,0.48,0.08,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.91,0.0,1.71,2.67,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,4.47,0.06,0.0,0.0,2.45,2.32,0.36,15.49,0.0
hsa-miR-30a-3p,0.32,1635.81,4.79,573.69,2.26,1.92,475.95,1.47,0.93,260.11,3.86,0.58,1.86,0.37,0.42,525.91,1329.28,0.0,2.75,315.44,485.89,356.28,1068.12,0.0
hsa-miR-30a-5p,7.34,16747.89,41.8,5463.88,89.65,46.35,2582.53,183.9,55.4,4693.72,291.29,82.22,26.08,36.73,25.74,6337.55,11294.32,21.47,25.04,2733.27,5796.86,7031.84,16712.19,46.55
hsa-miR-30b-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,0.64,4314.9,8.62,1065.83,25.15,10.89,761.28,36.39,15.83,852.22,46.37,11.36,13.3,11.99,4.57,2445.87,2547.54,3.22,4.27,669.42,924.39,1902.58,3570.04,13.53
hsa-miR-30c-1-3p,0.0,23.15,0.0,10.18,0.0,0.0,8.14,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,6.8,11.71,0.0,0.0,6.47,12.0,8.35,9.96,0.0
hsa-miR-30c-2-3p,0.0,159.01,0.0,103.36,0.0,0.0,114.91,0.24,0.0,39.6,0.97,0.39,0.0,0.0,0.0,65.66,139.14,0.0,0.0,38.38,101.24,57.47,109.01,0.0
hsa-miR-30c-5p,11.16,15454.3,15.0,4160.67,13.87,10.47,3351.48,10.75,6.52,2410.81,23.67,9.24,10.11,23.24,1.25,7625.87,10014.64,7.36,8.86,2907.79,3461.96,3681.45,8008.53,6.42
hsa-miR-30d-3p,0.0,26.45,0.0,10.67,0.0,0.0,8.62,0.24,0.0,6.47,0.0,0.0,0.0,0.0,0.0,6.74,22.06,0.0,0.0,2.21,8.66,7.02,50.9,0.0
hsa-miR-30d-5p,94.42,18790.93,232.96,7982.23,439.56,217.64,5706.44,236.4,70.77,3657.69,348.29,114.56,202.49,362.44,120.38,12073.22,20360.1,104.6,207.94,5058.52,7776.56,5748.47,10891.8,153.65
hsa-miR-30e-3p,0.0,313.28,0.32,105.92,0.32,0.21,70.22,0.0,0.0,54.1,2.42,1.16,0.0,0.0,0.0,131.13,354.76,0.0,0.0,73.46,123.78,120.51,311.78,0.0
hsa-miR-30e-5p,0.0,5799.16,59.36,2056.02,98.68,54.68,719.81,213.45,84.73,1629.8,309.65,70.66,40.45,62.59,29.47,1958.54,4158.92,16.1,13.74,689.28,1644.65,2481.08,7730.32,44.26
hsa-miR-31-3p,0.0,125.27,0.0,23.4,0.0,0.0,27.03,0.0,0.0,25.96,0.0,0.0,0.0,0.0,0.0,122.55,107.37,0.0,0.0,31.42,43.15,127.41,194.4,0.0
hsa-miR-31-5p,8.29,4864.42,7.34,1704.48,40.31,17.09,1824.33,17.1,3.72,1113.38,24.15,19.64,4.52,24.36,11.62,3730.13,6927.9,8.9,11.91,1754.51,4249.43,3390.93,7374.0,7.34
hsa-miR-3124-5p,0.0,0.0,1.28,0.0,0.97,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.08,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0
hsa-miR-3126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-3149,0.0,0.12,0.0,0.79,0.0,0.0,2.19,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.85,0.0,0.17,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3156-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3167,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,1.59,0.29,0.64,0.3,0.32,0.0,0.07,0.0,0.0,0.24,0.0,0.19,0.8,1.5,1.25,0.12,0.53,0.15,0.31,0.04,0.17,0.06,0.0,0.23
hsa-miR-3170,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.23,0.0,0.18,0.0,0.0,0.07,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.61,0.0,0.0,0.27,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,0.35,0.0,0.37,1.29,2.14,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.17,0.06,0.08,0.0
hsa-miR-3187-3p,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-32-3p,0.0,23.56,0.0,9.14,0.0,0.0,8.69,0.0,0.0,3.42,0.0,0.19,0.0,0.0,0.0,4.77,12.24,0.0,0.0,0.64,5.21,2.36,17.92,0.0
hsa-miR-32-5p,0.0,123.88,0.0,33.15,0.32,0.85,9.38,0.49,0.0,30.48,1.93,0.77,0.27,0.0,0.0,33.93,70.72,0.0,0.0,7.23,28.94,42.53,420.7,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-320a-3p,45.61,49.03,235.51,56.74,398.28,282.14,47.16,37.12,55.87,9.84,169.07,16.75,386.89,1697.88,451.63,32.38,245.98,64.72,451.0,39.14,90.09,11.07,73.84,40.59
hsa-miR-320a-5p,1.28,0.64,17.23,0.37,11.61,41.43,1.23,3.17,49.82,0.24,5.31,6.93,69.71,7.87,12.04,0.36,0.76,32.21,36.64,0.96,1.08,0.36,2.6,21.33
hsa-miR-320b,0.0,3.47,4.15,1.46,23.22,8.33,1.78,0.49,1.86,0.38,3.86,0.19,11.18,87.33,31.55,3.46,6.88,5.06,26.87,1.77,7.08,0.36,4.6,1.83
hsa-miR-320c,0.0,0.35,2.23,0.49,3.55,4.27,3.01,0.24,0.0,0.33,0.0,0.19,7.18,18.74,0.42,1.25,2.24,1.99,2.44,0.56,4.42,0.36,0.59,1.38
hsa-miR-320d,0.0,0.69,0.0,0.43,0.0,0.21,0.21,0.24,0.0,0.05,0.0,0.19,0.27,0.37,0.0,1.37,3.47,0.0,0.0,1.13,0.11,0.42,2.6,0.0
hsa-miR-320e,0.0,0.0,1.28,0.0,0.97,1.92,0.0,0.0,0.0,0.0,0.0,1.16,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.75,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.3,0.0,0.0
hsa-miR-324-3p,343.22,300.31,1113.72,166.57,1349.33,762.69,180.28,776.12,624.32,84.39,1682.04,367.95,1128.74,1610.18,653.78,152.48,250.45,351.07,708.41,95.84,165.97,62.44,144.75,462.09
hsa-miR-324-5p,94.74,245.26,225.62,122.14,299.28,251.17,107.66,568.05,941.84,142.25,1187.86,301.33,99.25,193.4,141.55,87.66,201.27,65.8,118.78,109.14,133.92,77.26,168.28,188.96
hsa-miR-326,0.0,2.72,0.0,1.58,0.0,0.0,3.15,0.24,0.0,0.67,0.0,0.0,0.0,0.0,0.0,2.03,5.18,0.0,0.0,0.88,3.06,0.54,2.51,0.0
hsa-miR-328-3p,0.0,53.26,4.47,73.81,0.0,0.0,83.77,0.0,0.0,14.36,0.0,0.0,2.39,4.5,0.42,14.97,106.37,0.0,0.61,21.18,51.02,5.38,19.84,0.23
hsa-miR-330-3p,0.0,0.41,0.0,0.61,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
hsa-miR-330-5p,0.32,43.94,0.0,18.34,0.0,0.0,11.29,0.0,0.0,20.06,0.0,0.0,0.0,0.0,0.0,20.57,44.12,0.0,0.0,16.52,34.54,15.31,74.76,0.0
hsa-miR-331-3p,14.04,80.46,47.87,74.72,42.25,45.71,49.69,17.58,11.17,46.69,74.88,13.67,58.01,93.33,39.85,42.58,90.19,7.98,21.07,30.86,51.7,24.02,53.33,6.19
hsa-miR-331-5p,0.0,7.53,0.0,3.35,0.0,0.0,5.54,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.0,9.12,8.65,0.0,0.0,2.37,4.81,8.11,11.64,0.0
hsa-miR-335-3p,0.0,301.59,0.0,60.21,0.32,0.0,65.7,0.24,0.47,50.35,0.48,0.19,0.0,0.0,0.0,29.88,64.83,0.15,0.0,53.93,123.5,22.81,42.28,0.69
hsa-miR-335-5p,0.0,6041.13,5.11,2023.72,5.16,0.85,726.99,6.84,14.43,1171.1,58.93,5.01,0.0,0.0,0.0,1108.65,3010.38,1.07,0.0,551.12,1389.73,968.29,3118.2,0.23
hsa-miR-337-5p,0.0,0.0,1.91,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-3p,65.39,106.63,238.7,197.89,2.26,92.05,10.81,367.79,19.09,111.44,814.45,7.32,0.0,2.25,0.42,17.71,62.72,13.65,0.92,20.29,2.49,79.62,17.41,41.74
hsa-miR-338-5p,0.0,6.6,8.3,1.77,22.57,22.64,0.89,20.76,6.98,0.95,0.48,7.32,11.97,2.25,14.53,0.72,0.29,12.42,1.83,0.64,0.51,0.42,0.59,13.3
hsa-miR-339-5p,0.0,1160.16,2.55,445.39,0.97,0.85,675.18,1.95,0.0,241.38,0.97,0.19,0.53,3.75,0.42,423.93,740.3,0.46,0.92,186.05,473.15,223.91,480.06,0.69
hsa-miR-33a-3p,0.0,5.33,0.0,1.22,0.0,0.0,0.89,0.0,0.0,0.76,0.0,0.19,0.0,0.0,0.0,0.89,1.53,0.0,0.0,0.32,0.57,1.88,3.1,0.0
hsa-miR-33a-5p,0.0,18.93,0.32,10.54,0.0,0.0,5.34,0.24,0.47,5.8,0.0,0.58,0.0,0.0,0.0,4.35,10.83,0.0,0.0,0.08,3.28,2.96,57.85,0.23
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,0.0,0.52,0.0,2.44,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,49.84,0.0,11.09,0.0,0.0,10.95,0.24,0.0,7.08,0.0,0.0,0.0,0.0,0.0,17.23,57.77,0.0,0.0,17.64,19.37,14.88,34.91,0.0
hsa-miR-340-5p,0.0,751.42,0.0,151.76,1.29,0.0,78.98,1.22,0.0,131.51,4.83,1.73,3.46,0.0,2.08,339.08,1162.01,0.46,0.0,150.17,440.93,514.12,3495.53,0.0
hsa-miR-342-3p,17.86,4591.37,12.13,1743.3,16.45,13.46,1552.82,5.62,6.52,471.73,16.91,5.2,28.47,71.59,22.0,2964.62,8000.84,7.82,16.18,1007.81,1770.19,1013.24,2889.22,10.32
hsa-miR-342-5p,7.66,99.22,0.64,73.87,1.61,0.43,113.41,0.73,0.47,20.4,0.48,0.19,2.66,0.37,1.25,65.78,82.48,1.07,0.92,43.32,96.2,28.31,34.41,0.69
hsa-miR-345-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-345-5p,0.0,1.62,0.0,3.05,0.0,0.0,0.96,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-3p,0.0,12.1,1.6,4.21,0.0,0.0,1.44,0.0,0.0,4.28,0.0,0.77,0.0,0.0,0.0,7.81,12.65,0.0,0.0,5.42,6.51,6.72,11.3,0.69
hsa-miR-34a-5p,2.87,7345.02,3.51,4011.47,10.64,1.71,1929.86,11.97,15.36,3047.37,24.15,8.28,1.06,1.12,2.49,2058.73,5421.48,1.07,1.22,1731.57,2910.55,2134.6,6981.02,0.0
hsa-miR-34b-3p,104.63,245.9,277.31,28.4,353.78,366.07,35.04,161.92,58.2,15.4,142.5,84.53,84.35,131.56,29.89,5.25,22.77,11.5,42.14,5.18,4.02,1.81,5.36,8.94
hsa-miR-34c-3p,0.0,0.17,0.0,0.06,0.0,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,0.0,764.79,2.87,295.28,7.42,5.13,138.12,9.52,7.91,339.61,11.11,15.6,0.0,0.0,0.42,14.31,62.77,0.31,0.0,17.56,31.77,19.84,80.54,0.0
hsa-miR-361-3p,0.0,58.99,0.0,38.58,0.0,0.0,27.65,0.0,0.93,11.32,0.0,0.0,0.0,0.0,0.0,20.51,44.65,0.0,0.0,10.01,15.97,8.17,22.86,0.0
hsa-miR-361-5p,0.0,870.32,0.0,293.03,0.64,0.21,155.3,0.49,1.86,154.61,0.0,0.58,0.0,0.0,0.0,445.82,975.16,0.46,0.31,187.82,263.42,222.94,440.12,0.0
hsa-miR-3613-3p,0.0,0.29,0.0,0.12,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.0,0.29,0.0,0.12,0.0,0.0,0.0,1.71,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-362-5p,0.0,19.51,0.0,4.08,0.0,0.0,2.94,0.24,0.0,4.04,0.0,0.0,0.0,0.0,0.0,4.11,10.47,0.0,0.0,2.09,4.98,5.69,9.63,0.0
hsa-miR-363-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3648,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0
hsa-miR-3652,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3659,0.0,0.0,0.0,0.12,0.0,0.0,0.27,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.04,0.4,0.0,0.08,0.0
hsa-miR-365a-3p,0.0,75.19,0.32,7.37,0.0,0.0,36.48,0.0,0.0,31.57,0.97,0.0,0.0,0.0,0.0,37.03,58.42,0.0,0.0,5.18,1.42,0.06,7.53,0.46
hsa-miR-365a-5p,0.0,1.22,0.0,2.19,0.0,0.0,0.55,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.41,0.0,0.0,0.12,0.51,0.06,0.08,0.0
hsa-miR-365b-3p,0.0,0.23,0.0,51.99,0.0,0.0,3.76,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,1.31,10.3,0.0,0.0,16.44,33.86,17.36,24.53,0.0
hsa-miR-365b-5p,0.0,1.51,0.0,4.27,0.0,0.0,3.08,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.78,0.94,0.0,0.0,0.32,1.93,0.48,0.33,0.0
hsa-miR-3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-3663-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,0.06,0.0,0.06,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,2.89,0.0,0.18,0.0,0.0,0.48,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.18,0.65,0.0,0.0,0.24,0.62,0.36,3.68,0.0
hsa-miR-369-5p,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.17,0.0,0.0,0.0
hsa-miR-370-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-374a-3p,0.0,0.64,0.0,0.49,0.0,0.0,0.55,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,0.0,28.77,0.0,11.52,0.0,0.0,2.12,0.0,0.0,12.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.5,0.0
hsa-miR-374b-3p,0.0,0.0,0.0,1.04,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.82,0.0,0.0,0.72,0.4,1.63,26.37,0.0
hsa-miR-374b-5p,0.0,759.35,0.0,1.16,0.32,4.7,8.97,0.0,0.0,107.83,0.0,0.0,0.0,0.0,1.25,37.69,73.19,1.23,0.0,166.24,5.78,214.59,386.12,0.92
hsa-miR-374c-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.29,0.0,0.0,0.0,0.0,0.12,0.08,0.0
hsa-miR-375-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.88,0.0,0.0,0.12,0.62,0.24,0.17,0.0
hsa-miR-376a-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.0
hsa-miR-376b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
hsa-miR-376c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.18,0.67,0.0
hsa-miR-376c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
