miRNA,ERR5981316,ERR5981317,ERR5981318,ERR5981319,ERR5981320,ERR5981321,ERR5981322,ERR5981323,ERR5981324,ERR5981325,ERR5981326,ERR5981327,ERR5981328,ERR5981329,ERR5981330,ERR5981331,ERR5981332,ERR5981333,ERR5981334,ERR5981335,ERR5981336,ERR5981337,ERR5981338,ERR5981339
hsa-miR-377-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.08,0.0
hsa-miR-377-5p,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,0.0,1470.48,0.0,578.56,6.45,6.62,447.95,1.22,0.93,358.53,3.38,4.43,3.19,10.12,2.08,757.58,1910.08,1.69,1.53,571.46,1376.31,781.17,1692.93,0.23
hsa-miR-378a-5p,0.0,398.2,1.6,203.26,7.09,2.99,380.33,3.66,0.47,92.19,3.38,0.77,10.38,1.5,1.25,144.37,379.53,0.15,5.19,137.27,266.59,90.57,198.17,0.0
hsa-miR-378b,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-378c,0.0,109.52,0.32,3.53,1.93,0.43,30.73,0.73,1.4,2.14,1.45,2.5,0.27,0.0,0.42,52.42,121.14,0.46,0.0,5.42,110.36,74.54,27.54,0.46
hsa-miR-378d,12.44,12.39,1.91,0.79,71.92,36.09,3.08,53.73,58.2,1.24,188.88,46.6,12.77,23.24,29.06,1.79,2.77,13.5,16.18,1.45,3.45,7.74,4.6,18.12
hsa-miR-378e,0.0,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378f,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.0,0.0,0.0,0.0,0.06,0.08,0.0
hsa-miR-378i,0.0,5.04,0.0,1.22,0.0,0.0,1.23,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,2.09,5.24,0.0,0.0,0.88,4.19,2.18,4.44,0.0
hsa-miR-379-5p,0.0,0.35,0.0,0.43,0.0,0.0,0.41,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.3,0.24,0.0,0.0,0.0,0.17,0.0,0.33,0.0
hsa-miR-381-3p,0.0,0.29,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.5,0.0
hsa-miR-382-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.17,0.12,0.08,0.0
hsa-miR-382-5p,0.0,2.08,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.18,0.65,0.0,0.0,0.36,0.85,0.3,1.17,0.0
hsa-miR-383-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.3,0.67,0.0
hsa-miR-3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-3910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3911,0.0,0.0,0.0,0.12,0.0,0.64,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3915,5.42,0.0,0.0,0.0,1.93,0.0,0.0,0.0,1.86,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,11.8,0.0,0.0,0.55,11.61,5.98,3.83,20.03,20.95,0.57,86.47,14.44,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,2.38,1.27,5.36,3.9
hsa-miR-3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,0.29,0.0,0.18,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-409-3p,0.0,1.79,0.0,0.06,0.0,0.0,0.75,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.54,0.35,0.0,0.0,0.12,0.62,0.0,0.33,0.0
hsa-miR-409-5p,0.0,0.29,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.17,0.24,0.25,0.0
hsa-miR-410-3p,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-411-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-411-5p,0.0,0.46,0.0,0.12,0.0,0.0,0.27,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.24,0.18,0.0,0.0,0.0,0.23,0.18,0.5,0.0
hsa-miR-412-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.29,4.83,2.12,0.0,0.0,0.0,0.18,0.06,0.0,0.0,0.04,0.0,0.06,0.17,0.46
hsa-miR-421,0.0,652.38,0.0,201.0,0.97,0.21,126.34,2.2,0.0,95.75,7.73,0.96,0.0,0.0,0.0,223.09,474.78,0.15,0.0,83.5,167.32,100.25,264.06,0.0
hsa-miR-423-3p,0.0,369.26,0.0,86.97,0.0,0.0,10.06,0.0,0.0,59.05,0.0,0.0,0.0,0.0,0.42,11.63,69.66,0.0,0.0,124.41,42.69,54.39,106.83,0.0
hsa-miR-423-5p,0.0,4.86,0.96,214.71,0.0,0.0,38.19,0.0,0.0,47.5,0.0,0.0,2.66,1.87,0.0,159.52,82.07,0.0,0.0,6.43,223.95,72.24,2.01,0.0
hsa-miR-424-5p,127.91,125.67,355.82,40.1,437.95,219.77,21.42,1277.74,722.56,27.1,3471.32,541.62,49.49,69.34,93.4,19.86,50.71,28.37,35.12,10.93,27.01,28.13,135.04,57.1
hsa-miR-425-3p,0.32,254.06,0.96,101.23,1.29,0.43,86.17,0.24,1.4,57.34,0.97,0.0,0.8,3.0,0.83,108.29,172.73,0.77,0.0,41.23,85.11,45.92,102.14,0.23
hsa-miR-425-5p,0.32,1325.36,0.96,496.1,19.03,17.73,253.44,19.78,4.19,254.79,18.36,5.2,2.13,10.12,5.4,892.77,2035.1,6.29,0.0,384.52,777.28,409.52,857.39,3.44
hsa-miR-4257,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-4286,0.0,5.5,0.0,6.09,0.0,0.0,1.64,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.19,4.53,0.0,0.0,1.41,2.49,0.73,1.34,0.0
hsa-miR-429,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-4291,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.17,0.0
hsa-miR-4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-5p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-432-5p,0.0,1.45,1.91,0.18,8.06,0.0,0.96,2.2,0.93,0.81,0.0,0.58,0.0,0.0,4.15,0.54,0.47,0.15,0.0,0.96,1.02,0.6,0.17,2.06
hsa-miR-4324,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-433-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4418,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-4433b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4442,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.0,9.96,0.32,13.83,0.0,0.0,9.24,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,8.29,26.59,0.0,0.0,4.46,11.66,15.31,15.91,0.23
hsa-miR-4444,0.0,0.0,0.0,0.79,0.0,0.0,0.62,0.0,0.0,0.0,1.45,0.0,0.0,3.75,0.0,0.12,0.18,0.0,0.0,0.0,1.13,0.36,1.17,0.46
hsa-miR-4454,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4476,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4484,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,0.0,31.26,0.0,20.05,0.0,0.43,0.41,0.0,0.0,0.24,0.0,0.0,0.0,1.12,0.0,25.58,2.12,0.0,0.0,0.76,2.55,0.85,0.25,0.0
hsa-miR-4488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-4492,0.0,0.06,0.0,1.58,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.08,0.96,0.18,0.33,0.0
hsa-miR-449a,0.0,4.92,0.0,1.16,0.0,0.43,0.89,1.47,0.0,1.19,1.93,0.96,1.86,0.37,0.0,0.72,3.12,0.0,0.0,0.32,0.68,1.63,4.77,0.0
hsa-miR-449b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-4506,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4507,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,0.0,0.0,0.0,1.28,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,0.85,0.0,0.08,0.0
hsa-miR-450a-1-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.0,0.0,0.2,0.34,0.18,0.84,0.0
hsa-miR-450a-5p,0.0,16.9,0.96,6.52,0.97,0.0,3.83,0.49,0.0,5.71,1.45,0.19,0.0,0.0,1.25,7.63,10.71,0.15,0.0,3.17,4.25,5.51,21.77,0.0
hsa-miR-450b-5p,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.29,0.0,0.0,0.0,0.11,0.0,0.17,0.0
hsa-miR-4510,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-451a,0.0,4.34,0.0,1.89,0.0,0.21,1.37,0.0,19.09,1.81,11.59,5.58,0.0,0.0,0.0,0.36,1.53,0.61,0.0,0.28,2.6,1.57,7.28,2.06
hsa-miR-452-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4520-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-4521,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4524b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4536-3p,0.0,0.0,0.0,0.12,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-4536-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4538,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.0,17.71,0.0,14.51,0.0,0.0,2.94,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-5p,0.0,0.98,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-455-3p,0.0,0.41,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-455-5p,0.0,1.22,0.0,4.02,0.0,0.0,0.14,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,4.59,9.24,0.0,0.0,3.82,8.66,7.02,18.25,0.0
hsa-miR-4639-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4640-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4647,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-4654,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-4657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-4668-5p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
hsa-miR-4684-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4709-3p,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4711-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-4714-3p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4725-3p,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4733-5p,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-4746-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-3p,0.0,0.0,0.0,0.0,0.32,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4768-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4769-3p,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-4791,5.42,2.2,18.51,1.04,11.29,11.75,0.14,18.56,0.0,1.33,31.88,20.02,23.68,8.25,16.19,1.67,2.35,4.6,0.0,0.0,0.62,1.57,5.19,1.15
hsa-miR-4800-5p,0.0,0.29,0.32,0.37,0.0,0.0,1.16,0.0,0.0,0.62,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,2.15,0.6,2.68,0.0
hsa-miR-483-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-483-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-484,0.32,50.3,11.81,45.1,159.64,230.88,34.84,23.2,10.71,21.82,22.7,28.69,277.53,406.29,114.57,38.11,210.86,25.77,115.12,54.93,99.32,23.17,85.56,21.33
hsa-miR-485-3p,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-486-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.06,0.08,0.0
hsa-miR-486-5p,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,1.31,2.59,0.0,0.0,0.0,2.89,0.79,0.08,0.0
hsa-miR-487b-3p,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0
hsa-miR-491-3p,0.0,1.33,0.0,0.24,0.0,0.0,0.75,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,1.25,1.76,0.0,0.0,0.24,1.08,0.67,1.34,0.0
hsa-miR-491-5p,0.0,14.18,0.0,2.8,0.0,0.0,2.67,0.0,0.0,1.28,0.48,0.0,0.0,0.0,0.0,4.77,8.88,0.0,0.0,4.1,6.4,2.42,4.69,0.0
hsa-miR-493-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.0,0.0
hsa-miR-493-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.0
