miRNA,SRR10611421,SRR10611425,SRR10611429,SRR10611430,SRR10611432,SRR10611435,SRR10611436,SRR10611437
hsa-let-7a-2-3p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,13.31,7.31,1.48,2.4,0.59,17.35,13.68,21.58
hsa-let-7a-5p,951.49,1156.06,362.23,327.03,114.98,1155.26,1864.15,6605.17
hsa-let-7b-3p,8.18,6.39,2.34,0.32,0.44,8.31,7.88,12.29
hsa-let-7b-5p,4237.4,4019.41,2007.69,850.27,2622.15,7462.21,3215.45,15319.0
hsa-let-7c-3p,0.0,0.13,0.0,0.0,0.0,0.29,0.0,0.0
hsa-let-7c-5p,28.22,33.8,13.9,11.83,17.71,46.06,33.62,162.68
hsa-let-7d-3p,167.21,203.44,100.37,28.31,21.4,180.47,210.62,642.86
hsa-let-7d-5p,290.82,328.59,184.87,65.73,89.29,433.1,460.05,2231.32
hsa-let-7e-3p,0.96,0.13,0.0,0.0,0.0,0.15,0.74,0.65
hsa-let-7e-5p,4.65,9.79,3.07,3.2,0.74,6.27,28.11,51.92
hsa-let-7f-1-3p,2.4,0.26,0.0,0.32,0.0,1.17,1.93,3.01
hsa-let-7f-2-3p,0.64,0.0,0.12,0.0,0.0,1.17,0.15,0.92
hsa-let-7f-5p,893.14,802.16,112.17,114.18,63.47,734.85,1691.32,3752.69
hsa-let-7g-3p,1.28,0.0,0.0,0.32,0.0,0.58,0.45,1.05
hsa-let-7g-5p,2725.27,1057.8,217.83,344.3,395.4,2061.11,1850.92,6692.79
hsa-let-7i-3p,3.69,1.7,0.86,0.48,0.89,5.69,1.19,6.02
hsa-let-7i-5p,9750.13,3783.47,885.95,2128.32,4621.3,10335.57,5873.88,18791.33
hsa-miR-1-3p,6.41,8.22,0.98,4.0,1.48,4.66,28.11,36.62
hsa-miR-100-5p,215.15,159.21,70.48,56.93,70.4,416.92,142.64,909.63
hsa-miR-101-2-5p,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,1321.67,651.57,107.01,17.27,463.0,2495.95,916.98,1471.55
hsa-miR-101-5p,0.64,0.26,0.0,0.0,0.3,0.58,0.15,1.31
hsa-miR-10226,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-10394-3p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.13
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.39
hsa-miR-10396b-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,4.97,3.39,1.6,1.76,2.66,6.12,3.42,19.75
hsa-miR-10399-5p,0.0,0.0,0.12,0.0,0.0,0.15,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-103a-3p,10.58,249.12,24.11,45.1,554.36,378.87,11.45,51.92
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-10401-3p,0.16,1.3,0.25,0.0,0.3,1.31,0.74,4.45
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-10527-5p,0.16,0.13,0.74,0.0,0.59,0.44,0.0,0.52
hsa-miR-106a-3p,1.76,0.0,0.0,0.0,0.0,2.04,0.45,0.39
hsa-miR-106a-5p,21.48,7.57,10.7,3.52,19.48,29.15,25.88,34.13
hsa-miR-106b-3p,506.13,258.51,224.47,272.5,300.94,1142.73,303.88,1339.08
hsa-miR-106b-5p,54.03,25.32,4.18,1.28,32.47,117.35,33.91,207.79
hsa-miR-107,209.06,0.65,20.54,0.16,56.53,2.62,2.97,588.72
hsa-miR-10a-3p,2.08,1.44,1.11,0.16,1.03,2.19,6.1,4.05
hsa-miR-10a-5p,328.01,353.51,148.7,41.26,60.66,273.33,580.23,869.49
hsa-miR-10b-3p,3.53,3.91,2.58,0.48,1.03,6.56,4.91,8.11
hsa-miR-10b-5p,937.39,1196.26,245.87,70.84,170.91,887.33,1541.24,1877.85
hsa-miR-11400,0.32,1.7,10.09,2.24,0.44,6.56,1.34,8.89
hsa-miR-11401,5.61,7.7,9.47,4.0,9.74,11.22,5.21,23.02
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-1180-3p,55.31,135.06,223.86,30.06,126.34,316.48,123.31,917.87
hsa-miR-1185-1-3p,0.48,0.13,0.25,0.16,0.15,0.58,0.59,3.92
hsa-miR-1185-2-3p,0.16,0.52,0.0,0.0,0.0,0.15,0.15,0.26
hsa-miR-1193,0.0,0.0,0.0,0.48,0.0,0.0,0.15,0.0
hsa-miR-1197,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.26
hsa-miR-122-3p,0.48,0.0,0.0,0.0,0.0,0.15,0.0,0.78
hsa-miR-122-5p,8512.15,5373.82,38716.43,2668.04,1441.4,13402.82,430.6,140.18
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
hsa-miR-1226-3p,0.16,0.65,0.0,0.0,0.0,0.15,0.0,0.39
hsa-miR-1227-3p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-1228-3p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.25,0.0,0.0,0.15,0.59,0.13
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-1234-3p,0.32,0.65,0.0,0.0,0.3,1.17,0.15,0.26
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-1236-5p,0.16,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.12,0.0,0.44,0.15,0.0,0.13
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.52
hsa-miR-1246,17.64,11.22,18.08,13.91,6.2,32.07,15.62,42.24
hsa-miR-1247-5p,0.0,0.39,0.25,0.0,0.15,0.29,0.0,0.65
hsa-miR-1248,0.16,0.0,0.12,0.0,0.0,0.0,0.0,0.26
hsa-miR-1249-3p,0.8,1.04,0.12,0.0,0.15,0.44,0.74,2.09
hsa-miR-1250-5p,0.96,0.78,0.12,4.16,0.59,2.19,1.34,9.94
hsa-miR-1255a,0.96,0.0,0.37,0.0,0.0,1.31,0.0,3.27
hsa-miR-1255b-5p,20.52,18.66,32.96,3.52,24.8,55.1,28.41,39.49
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-1258,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,2.73,6.92,7.75,13.43,2.8,6.41,4.46,19.62
hsa-miR-125a-5p,26.29,97.87,46.99,17.11,15.5,43.3,128.21,211.19
hsa-miR-125b-1-3p,0.32,0.91,0.37,3.36,0.44,2.04,0.59,2.48
hsa-miR-125b-2-3p,0.0,0.13,0.12,0.0,0.0,0.73,0.3,0.0
hsa-miR-125b-5p,37.35,84.3,38.13,17.91,20.37,93.59,72.88,196.42
hsa-miR-126-3p,2902.42,1447.33,157.81,457.68,356.0,2001.2,2449.74,7829.7
hsa-miR-126-5p,26.29,6.92,2.58,0.8,2.8,15.89,25.58,63.42
hsa-miR-1260b,0.96,1.44,0.98,0.8,0.0,1.46,0.89,6.54
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-1268a,0.16,0.13,0.0,0.0,0.3,0.87,0.0,0.39
hsa-miR-1268b,0.48,0.52,0.25,1.28,0.0,0.0,0.0,4.32
hsa-miR-127-3p,17.8,8.09,26.57,61.89,28.19,34.99,7.73,124.1
hsa-miR-127-5p,0.32,0.52,0.25,3.52,0.15,0.87,0.15,0.39
hsa-miR-1270,0.48,0.65,0.86,0.8,0.59,2.04,0.59,2.75
hsa-miR-1271-5p,1.44,1.7,0.0,1.44,0.0,1.75,2.53,3.53
hsa-miR-1273c,1.28,0.78,0.37,1.6,1.18,2.92,0.45,4.18
hsa-miR-1273h-3p,4.49,8.22,5.9,12.47,2.95,6.56,9.52,28.64
hsa-miR-1273h-5p,2.08,4.57,2.83,9.91,2.66,2.04,4.31,7.45
hsa-miR-1275,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.78
hsa-miR-1276,0.0,0.39,0.74,0.0,0.0,0.0,0.15,0.0
hsa-miR-1277-3p,0.64,0.0,0.0,0.0,0.3,0.87,1.04,0.0
hsa-miR-1278,0.96,0.78,0.0,0.0,0.0,1.31,1.64,2.62
hsa-miR-128-1-5p,0.16,0.0,0.37,0.0,0.15,0.29,0.59,1.31
hsa-miR-128-3p,148.3,500.71,118.08,41.9,73.35,412.11,646.27,1867.91
hsa-miR-1283,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-1284,1.44,1.44,1.23,0.0,0.0,2.04,3.42,5.88
hsa-miR-1285-3p,11.38,15.66,20.42,26.07,15.64,37.61,11.45,66.3
hsa-miR-1285-5p,0.96,1.04,0.49,3.2,0.59,1.9,1.19,5.1
hsa-miR-1287-3p,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,3.05,5.87,3.2,1.6,6.79,7.43,3.72,12.95
hsa-miR-1288-3p,0.64,0.65,0.49,1.12,1.18,0.87,1.04,2.22
hsa-miR-1289,0.32,0.0,0.0,0.0,0.0,0.44,0.15,0.65
hsa-miR-129-1-3p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.16,0.13,0.12,0.0,0.0,0.0,0.0,0.13
hsa-miR-129-5p,3.21,9.92,9.84,3.2,4.72,10.5,10.11,24.98
hsa-miR-1290,0.64,0.0,0.25,0.0,0.44,2.48,1.64,0.13
hsa-miR-1291,0.32,0.78,0.12,1.28,1.18,1.02,0.89,5.1
hsa-miR-1292-5p,6.25,9.66,17.59,5.6,17.56,16.47,8.33,23.8
hsa-miR-1293,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,5.45,6.52,10.95,0.96,3.69,14.43,6.25,23.15
hsa-miR-1295a,0.0,0.13,0.0,0.0,0.0,0.15,0.3,0.26
hsa-miR-1296-5p,0.16,0.26,0.12,0.48,0.15,0.44,0.3,0.78
hsa-miR-1297,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.16,0.52,0.0,0.16,0.0,0.73,1.19,3.27
hsa-miR-1299,0.64,48.54,0.86,53.89,9.45,24.05,11.45,0.39
hsa-miR-1301-3p,13.31,33.8,34.32,19.83,22.43,29.3,50.13,89.58
hsa-miR-1303,3.37,0.39,1.97,0.0,0.89,5.25,0.45,13.86
hsa-miR-1304-3p,0.0,0.0,1.35,1.92,0.0,0.15,0.0,5.62
hsa-miR-1304-5p,7.37,13.05,7.99,4.16,8.27,24.2,15.17,17.65
hsa-miR-1306-3p,2.08,4.7,4.67,4.48,7.82,11.37,4.31,46.16
hsa-miR-1306-5p,0.8,2.35,1.23,0.0,0.74,3.06,1.34,10.46
hsa-miR-1307-3p,102.92,388.36,346.85,256.19,331.05,479.6,334.96,1326.79
hsa-miR-1307-5p,2.89,3.78,2.71,0.8,2.66,9.62,1.64,19.22
hsa-miR-130a-3p,9.3,5.74,2.09,0.64,6.79,20.99,16.96,18.83
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-130b-3p,7.37,6.13,2.95,1.6,4.58,17.06,6.1,27.2
