miRNA,SRR8586300,SRR8586301,SRR8586302,SRR8586303,SRR8586304
hsa-let-7a-2-3p,0.0,0.0,0.0,2.27,0.0
hsa-let-7a-3p,0.0,1.82,3.09,12.47,1.83
hsa-let-7a-5p,654.45,1586.93,1042.64,3998.09,619.72
hsa-let-7b-3p,0.0,1.82,3.09,3.4,0.26
hsa-let-7b-5p,771.31,896.17,619.4,2675.98,354.57
hsa-let-7c-5p,217.37,443.54,95.77,1115.75,67.0
hsa-let-7d-3p,2.34,16.36,7.72,19.28,2.09
hsa-let-7d-5p,32.72,56.35,32.44,141.74,21.12
hsa-let-7e-3p,2.34,0.0,0.0,0.0,0.26
hsa-let-7e-5p,37.4,118.16,149.83,433.15,39.63
hsa-let-7f-5p,673.15,1659.64,1444.25,3688.54,437.22
hsa-let-7g-3p,0.0,5.45,0.0,1.13,0.0
hsa-let-7g-5p,51.42,121.79,135.93,311.82,145.22
hsa-let-7i-3p,0.0,1.82,4.63,2.27,0.0
hsa-let-7i-5p,95.83,223.59,237.88,576.02,137.4
hsa-miR-1-3p,0.0,1.82,0.0,3.4,0.0
hsa-miR-100-5p,670.81,1217.92,4491.84,11088.29,5319.15
hsa-miR-101-3p,14.02,47.26,15.45,105.45,12.51
hsa-miR-101-5p,0.0,1.82,0.0,2.27,0.0
hsa-miR-10394-3p,0.0,0.0,3.09,0.0,0.0
hsa-miR-10395-3p,2.34,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,0.0,21.81,40.16,12.47,9.91
hsa-miR-10401-3p,0.0,0.0,3.09,0.0,3.65
hsa-miR-106a-5p,0.0,0.0,1.54,0.0,0.52
hsa-miR-106b-3p,0.0,5.45,4.63,12.47,7.82
hsa-miR-106b-5p,4.67,1.82,10.81,5.67,2.09
hsa-miR-107,0.0,1.82,7.72,2.27,5.74
hsa-miR-10a-3p,2.34,0.0,1.54,0.0,0.0
hsa-miR-10a-5p,392.67,685.31,2210.39,1520.54,1248.83
hsa-miR-10b-3p,0.0,1.82,0.0,0.0,1.04
hsa-miR-10b-5p,409.03,1617.83,1379.37,3578.55,3874.51
hsa-miR-1180-3p,0.0,0.0,1.54,4.54,0.0
hsa-miR-1181,0.0,1.82,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,2.27,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,1.13,0.0
hsa-miR-1185-5p,0.0,1.82,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,1.13,0.26
hsa-miR-12136,0.0,0.0,1.54,0.0,0.0
hsa-miR-122-5p,0.0,190.87,0.0,1.13,6.26
hsa-miR-1225-5p,2.34,1.82,0.0,1.13,0.0
hsa-miR-1246,0.0,0.0,1.54,1.13,0.0
hsa-miR-1247-5p,0.0,1.82,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.26
hsa-miR-125a-3p,0.0,3.64,0.0,1.13,2.09
hsa-miR-125a-5p,747.94,2290.42,2174.87,6469.97,64.14
hsa-miR-125b-1-3p,0.0,0.0,1.54,14.74,6.52
hsa-miR-125b-2-3p,0.0,0.0,0.0,1.13,0.52
hsa-miR-125b-5p,1584.7,2228.61,994.75,10393.22,151.74
hsa-miR-126-3p,11.69,69.08,4.63,10.2,5.74
hsa-miR-126-5p,0.0,10.91,6.18,3.4,1.56
hsa-miR-1260b,0.0,0.0,3.09,2.27,0.0
hsa-miR-1268a,0.0,0.0,1.54,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.26
hsa-miR-127-3p,23.37,109.07,46.34,199.56,51.1
hsa-miR-127-5p,0.0,1.82,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,10.91,9.27,26.08,11.21
hsa-miR-1273c,0.0,1.82,0.0,0.0,0.52
hsa-miR-1275,0.0,0.0,1.54,0.0,0.0
hsa-miR-1277-3p,4.67,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,1.13,0.52
hsa-miR-128-3p,0.0,9.09,12.36,26.08,2.87
hsa-miR-1285-3p,0.0,0.0,0.0,1.13,2.87
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.52
hsa-miR-1286,0.0,0.0,0.0,0.0,0.26
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.78
hsa-miR-1291,2.34,0.0,41.71,0.0,2.61
hsa-miR-1296-5p,0.0,0.0,4.63,4.54,0.78
hsa-miR-1299,2.34,1.82,0.0,0.0,0.52
hsa-miR-1301-3p,0.0,0.0,9.27,4.54,1.56
hsa-miR-1303,0.0,0.0,4.63,1.13,0.52
hsa-miR-1304-5p,4.67,0.0,1.54,0.0,0.26
hsa-miR-1307-3p,2.34,1.82,1.54,1.13,0.26
hsa-miR-1307-5p,4.67,5.45,4.63,9.07,8.6
hsa-miR-130a-3p,0.0,5.45,12.36,6.8,7.82
hsa-miR-130b-3p,0.0,0.0,1.54,2.27,6.26
hsa-miR-130b-5p,0.0,0.0,1.54,2.27,0.78
hsa-miR-132-5p,0.0,0.0,1.54,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,1.54,0.0,0.0
hsa-miR-136-3p,2.34,41.81,10.81,43.09,5.74
hsa-miR-136-5p,0.0,9.09,0.0,2.27,0.78
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.26
hsa-miR-138-5p,0.0,0.0,4.63,0.0,0.26
